de,en,es,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
","
","
","Dance vs. powerpoint, a modest proposal",John Bohannon,11:17,"TEDx,biology,dance,entertainment,physics,presentation,science,technology,science and art"
"
											Wenn Sie die richtige Art von Atomen verwenden 
und sie kalt genug werden,
											passiert etwas wirklich Bizarres.
											Es ist nicht mehr ein Feststoff, 
eine Flüssigkeit oder ein Gas.
											Es erreicht einen neuen Zustand der Materie, 
den man Supraflüssigkeit nennt.
											Die Atome verlieren ihre individuelle Identität
											und die Regeln der Quantenwelt beginnen zu gelten,
											und das gibt Supraflüssigkeiten 
solche merkwürdigen Eigenschaften.
											Wenn zum Beispiel Licht 
durch eine Supraflüssigkeit scheint,
											kann sie die Photonen auf bis zu
											60 km/h verlangsamen.
											Eine weitere seltsame Eigenschaft ist, dass sie
											absolut ohne Viskosität oder Reibung fließt.
											Wenn Sie also den Deckel von der Flasche nehmen,
											bleibt sie nicht im Inneren.
											Ein dünner Film wird an der Innenseite hochkriechen,
											den oberen Rand erreichen und herausfließen.
											Aber in dem Moment, in dem sie 
auf die äußere Umgebung trifft,
											und ihre Temperatur um auch nur 
den Bruchteil eines Grades steigt,
											wird sie sofort wieder zu normaler Materie.
											Supraflüssigkeiten sind eines der zerbrechlichsten 
Dinge, die wir je entdeckt haben.
											Und das ist die große Freude der Wissenschaft:
											der Sieg über unsere Intuition durch Experimente.
									","
											Now if you use the right kind of atoms and you get them cold enough,
											something truly bizarre happens.
											It's no longer a solid, a liquid or a gas.
											It enters a new state of matter called a superfluid.
											The atoms lose their individual identity,
											and the rules from the quantum world take over,
											and that's what gives superfluids such spooky properties.
											For example, if you shine light through a superfluid,
											it is able to slow photons down
											to 60 kilometers per hour.
											Another spooky property is that it flows
											with absolutely no viscosity or friction,
											so if you were to take the lid off that bottle,
											it won't stay inside.
											A thin film will creep up the inside wall,
											flow over the top and right out the outside.
											Now of course, the moment that it does hit the outside environment,
											and its temperature rises by even a fraction of a degree,
											it immediately turns back into normal matter.
											Superfluids are one of the most fragile things we've ever discovered.
											And this is the great pleasure of science:
											the defeat of our intuition through experimentation.
									","
											Y si usamos la clase correcta de átomos 
y los enfriamos lo suficiente,
											ocurre algo realmente raro.
											Ya no es un sólido, un líquido o un gas.
											Entra en un nuevo estado de 
la materia llamado superfluido.
											Los átomos pierden su identidad individual
											y las reglas del mundo cuántico toman el mando,
											y eso es lo que da esas propiedades 
espeluznantes a los superfluidos.
											Por ejemplo, si dirigimos una luz 
a través de un superfluido
											es capaz de ralentizar los fotones
											a 60 kilómetros por hora.
											Otra propiedad espeluznante es que fluye
											sin nada de viscosidad o fricción,
											de forma que si destapáramos el frasco,
											no se quedaría dentro.
											Una fina película treparía por la pared interior,
											se derramaría por el borde y seguiría por fuera.
											Por supuesto, en el momento que entra 
en contacto con el ambiente exterior
											y su temperatura aumenta en una fracción de grado,
											inmediatamente vuelve a 
transformarse en materia normal.
											Los superfluidos son una de las cosas 
más frágiles que jamás hayamos descubierto.
											Y esta es la gran satisfacción de la ciencia:
											la derrota de la intuición 
a través de la experimentación.
									","
											Si vous utilisez le bon type d'atomes 
et que vous les refroidissez suffisemment,
											quelque chose de très bizarre se produit.
											Ce n'est plus un solide, 
un liquide ou un gaz.
											Cela entre dans un autre état appelé superfluide.
											Les atomes perdent 
leur identité individuelle,
											et les lois du monde quantique 
prennent le dessus,
											et c'est ce qui donne aux superfluides 
des propriétés si bizarres.
											Par exemple, si vous envoyez 
de la lumière dans un superfluide,
											il est en mesure de ralentir les photons
											jusqu'à 60 km/heure.
											Une autre propriété étrange 
est qu'il s'écoule
											sans aucune viscosité ni friction,
											donc, si vous enlevez 
le couvercle de cette bouteille,
											il ne restera pas à l'intérieur.
											Une pellicule fine va grimper 
le long de la paroi intérieure,
											jusqu'au sommet 
et continuer à l'extérieur.
											Mais il est évident qu'au moment 
où il touche l'environnement extérieur,
											et que sa température augmente 
même d'une fraction de degré,
											il revient immédiatement 
à son état normal.
											Les superfluides sont l'une des choses les plus 
fragiles que nous ayons jamais découvertes.
											Et c'est le grand plaisir de la science :
											la défaite de nos intuitions par l'expérience.
									","
											Se usarmos o tipo certo de átomos
e se os arrefecermos o suficiente,
											acontece uma coisa
verdadeiramente bizarra.
											Deixamos de ter um sólido, 
um líquido ou um gás.
											Surge um novo estado da matéria
chamado ""superfluido"".
											Os átomos perdem a sua 
identidade individual,
											as regras do mundo quântico 
impõem-se,
											e é isso que dá aos superfluidos 
estas propriedades assustadoras.
											Por exemplo, se fizermos incidir
luz através de um superfluido,
											ele é capaz de
fazer abrandar os fotões
											para 60 quilómetros por hora.
											Outra propriedade assustadora
é que ele flui
											sem qualquer viscosidade
ou fricção,
											de modo que, se tirarmos
a tampa da garrafa,
											ele não permanecerá
no seu interior.
											Uma fina película
rasteja pela parede interior acima,
											desliza por sobre o gargalo
e pela parte exterior.
											Evidentemente, no momento em que
atinge o ambiente exterior
											e a sua temperatura se eleva,
mesmo que uma mera fração de grau,
											imediatamente regressa
à matéria normal.
											Os superfluidos são uma das coisas
mais frágeis alguma vez descobertas.
											E este é o grande prazer 
da ciência:
											a derrota da nossa intuição
através da experimentação.
									","
											Eğer ki doğru çeşit atomları kullanırsanız ve onları yeterince soğutursanız,
											tamamen tuhaf bir şey meydana gelir.
											O artık ne katı, ne sıvı, ne de gazdır.
											Maddenin, ""tam akışkan"" olarak adlandırılan yeni bir haline girer.
											Atomlar kendilerine özgü kimliği kaybederler
											ve kuantum dünyasının kuralları yönetimi ele geçirir
											ve bu, tam akışkanlara böyle gizemli özellikleri veren şeydir.
											Örneğin; bir tam akışkana doğru ışık saçarsanız,
											fotonlar saatte 60 kilometreye kadar
											yavaşlatılabilir.
											Bir diğer gizemli özellik ise tamamen kıvamlaşmadan ve
											sürtünme olmadan akmasıdır,
											yani eğer şişenin kapağını açarsanız,
											içerde kalmayacaktır.
											İnce bir tabaka iç duvara sessizce yaklaşacak,
											beklenenden fazla akacak ve dışarıya taşacaktır.
											Tabii ki, dış çevreye eriştiği an,
											sıcaklığı az bir dereceye kadar artar,
											sonra hemen normal haline geri döner.
											Tam akışkanlar şimdiye kadar keşfedilen en hassas şeylerden biridir.
											Ve bu, bilimin büyük bir mutluluğudur:
											önsezilerimizin deney yoluyla mağlubiyeti.
									","Dance vs. powerpoint, a modest proposal",John Bohannon,11:17,"TEDx,biology,dance,entertainment,physics,presentation,science,technology,science and art"
"
","
","
","
","
","
","Dance vs. powerpoint, a modest proposal",John Bohannon,11:17,"TEDx,biology,dance,entertainment,physics,presentation,science,technology,science and art"
"
											Aber das Experiment ist nicht das Ende der Geschichte,
											denn Sie müssen dieses Wissen 
noch an andere Personen weitergeben.
											Ich selbst bin Doktor der Molekularbiologie,
											aber ich verstehe kaum, wovon die
meisten Wissenschaftler sprechen.
											Als mein Freund also versuchte, 
dieses Experiment zu erklären,
											schien es, als ob je mehr er sagte,
											desto weniger habe ich verstanden.
											Denn wenn Sie versuchen, jemandem das Gesamtbild
											einer komplexen Idee zu zeigen, ist es am Besten,
											es in so wenig Worten wie möglich 
auf den Punkt zu bringen.
											Vielleicht ist es am Besten, 
überhaupt keine Worte zu benutzen.
											Ich dachte, dass mein Freund
											das ganze Experiment mit einem Tanz hätte erklären können.
											Natürlich sind die Tänzer nie da, wenn man sie braucht.
									","
											But the experiment is not the end of the story,
											because you still have to transmit that knowledge to other people.
											I have a Ph.D in molecular biology.
											I still barely understand what most scientists are talking about.
											So as my friend was trying to explain that experiment,
											it seemed like the more he said,
											the less I understood.
											Because if you're trying to give someone the big picture
											of a complex idea, to really capture its essence,
											the fewer words you use, the better.
											In fact, the ideal may be to use no words at all.
											I remember thinking, my friend could have explained
											that entire experiment with a dance.
											Of course, there never seem to be any dancers around when you need them.
									","
											Pero la historia no termina con el experimento,
											porque aún queda transmitir 
ese conocimiento a otras personas.
											Tengo un doctorado en biología molecular.
											Pero apenas entiendo de qué hablan 
la mayoría de los científicos.
											Así que cuando mi amigo intentó 
explicarme este experimento,
											me parecía que cuanto más hablaba él,
											menos entendía yo.
											Porque si se intenta darle a alguien una idea general
											de algo muy complejo, para captar lo esencial,
											cuantas menos palabras se utilicen, mejor.
											De hecho, lo mejor podría ser 
no utilizar ninguna palabra.
											Recuerdo pensar que mi amigo 
podría haber explicado
											el experimento entero con un baile.
											Por supuesto, parece que nunca 
hay bailarines por ahí cuando los necesitas.
									","
											Mais l'expérience n'est pas la fin de l'histoire,
											parce que vous devez encore transmettre 
cette connaissance aux autres.
											Je possède un doctorat en biologie moléculaire.
											Mais je comprends à peine ce dont 
parle la majorité des scientifiques.
											Du coup, lorsque mon ami tentait 
de m'expliquer cette expérience,
											il me semblait que plus il en disait,
											moins je comprenais.
											Parce que si vous tentez de transmettre 
à quelqu'un une image d'ensemble
											d'une idée complexe, 
pour capturer vraiment son essence,
											moins vous employez de mots, 
mieux c'est.
											En fait, l'idéal serait peut-être 
de n'utiliser aucun mot.
											Je me souviens avoir pensé 
que mon ami aurait pu m'expliquer
											toute cette expérience 
avec une danse.
											Évidemment, il n'y a jamais de danseurs 
autour de vous lorsque vous en avez besoin.
									","
											Mas a experiência não é 
o fim da história,
											porque ainda temos de transmitir
esse conhecimento aos outros.
											Eu tenho um doutoramento
em biologia molecular.
											Ainda assim, mal compreendo do
que está a falar a maioria dos cientistas.
											Portanto, quando o meu amigo estava
a tentar explicar essa experiência,
											parecia que, 
quanto mais ele falava,
											menos eu entendia.
											Porque, se estamos a tentar
dar a alguém uma visão geral
											de uma ideia complexa, para 
capturarmos realmente a sua essência,
											quanto menos palavras usarmos,
melhor.
											De facto, o ideal pode ser 
não usarmos palavras.
											Lembro-me de pensar 
que o meu amigo podia ter explicado
											a experiência completa
com uma dança.
											Claro, parece nunca haver bailarinos
por perto quando precisamos deles.
									","
											Fakat deney hikayenin sonu değildir,
											çünkü yine de bilgiyi iletmek zorundasınız.
											Moleküler biyoloji alanında doktoram var.
											Yine de çoğu bilim adamının hakkında konuştukları şeyleri zar zor anlıyorum.
											Bu yüzden arkadaşım bu deneyi açıklamaya çalışıyorken,
											o ne kadar çok anlatırsa, o kadar az
											anlıyormuşum gibi göründü.
											Çünkü karmaşık bir fikrin özünü gerçekten verebilmek için
											onun büyük resmini göstermeye çalışıyorsanız,
											ne kadar az kelime kullanırsanız, o kadar iyi.
											Aslında, en ideali belki de hiç kelime kullanmamak.
											Arkadaşımın tüm bu deneyi dansla açıklayabildiğini
											tasavvur ettiğimi hatırlıyorum.
											Elbette, onlara ihtiyacınız olduğunda dansçılar ortalıkta görünmez.
									","Dance vs. powerpoint, a modest proposal",John Bohannon,11:17,"TEDx,biology,dance,entertainment,physics,presentation,science,technology,science and art"
"
","
","
","
","
","
","Dance vs. powerpoint, a modest proposal",John Bohannon,11:17,"TEDx,biology,dance,entertainment,physics,presentation,science,technology,science and art"
"
											Die Idee ist gar nicht so verrückt, wie sie klingt.
											Ich habe vor vier Jahren einen Wettbewerb 
namens ""Dance Your Ph.D."" gestartet.
											Anstatt ihre Forschung mit Worten zu erklären,
											müssen die Wissenschaftler es mit Tanz erklären.
											Überraschenderweise scheint das zu funktionieren.
											Tanz kann die Wissenschaft wirklich 
leichter verständlich machen.
											Aber Sie müssen mir das nicht glauben.
											Gehen Sie ins Internet und suchen Sie ""Dance Your Ph.D.""
											Hunderte tanzende Wissenschaftler erwarten Sie.
									","
											Now, the idea is not as crazy as it sounds.
											I started a contest four years ago called Dance Your Ph.D.
											Instead of explaining their research with words,
											scientists have to explain it with dance.
											Now surprisingly, it seems to work.
											Dance really can make science easier to understand.
											But don't take my word for it.
											Go on the Internet and search for ""Dance Your Ph.D.""
											There are hundreds of dancing scientists waiting for you.
									","
											La idea no es tan descabellada como parece.
											Hace 4 años puse en marcha 
un concurso llamado Baila tu Doctorado.
											En vez de explicar la investigación con palabras,
											los científicos deben hacerlo con danza.
											Sorprendentemente, parece que funciona.
											La danza realmente puede facilitar 
la comprensión de la ciencia.
											Pero no se lo crean sólo porque lo diga yo.
											Entren en internet y busquen ""Baila tu Doctorado"".
											Les esperan cientos de científicos bailando.
									","
											Bon, l'idée n'est pas aussi folle 
qu'elle y paraît.
											J'ai mis sur pied un concours appelé 
""Danse ton doctorat"" il y a quatre ans.
											Au lieu d'expliquer 
leurs recherches avec des mots,
											les chercheurs doivent l'expliquer en dansant.
											Et bizarrement, ça semble fonctionner.
											La danse nous permet réellement 
de rendre la science plus facile à comprendre.
											Mais vous n'êtes pas tenus 
de me croire sur parole.
											Allez sur internet et 
cherchez ""danse ton doctorat"".
											Il y a des centaines de 
scientifiques danseurs qui vous attendent.
									","
											Agora, a ideia não é tão louca
como parece.
											Há quatro anos, iniciei um concurso
chamado ""Dance o seu Doutoramento"".
											Em vez de explicarem a sua investigação
com palavras,
											os cientistas têm de a explicar
com dança.
											Surpreendentemente,
isso parece resultar.
											A dança pode realmente facilitar
a compreensão da ciência.
											Mas não se fiquem pela minha palavra.
											Vão à Internet e procurem 
""Dance o seu Doutoramento"".
											Há centenas de cientistas bailarinos 
à vossa espera.
									","
											Yine de fikir düşünüldüğü kadar çılgın değil.
											4 yıl önce ""Doktoranı Dans Et"" adında bir yarışma başlattım.
											Bilim adamları araştırmalarını kelimelerle anlatmak yerine,
											dansla anlatmak zorundalar.
											Şu an, şaşırtıcı bir şekilde işe yarıyora benziyor.
											Dans gerçekten de bilimi daha kolay anlaşılır hale getirebilir.
											Fakat yalnızca benim sözüme güvenmeyin.
											İnternete gidin ve ""Doktoranı Dans Et"" i arayın.
											Seni bekleyen yüzlerce dans eden bilim adamı var.
									","Dance vs. powerpoint, a modest proposal",John Bohannon,11:17,"TEDx,biology,dance,entertainment,physics,presentation,science,technology,science and art"
"
","
","
","
","
","
","Dance vs. powerpoint, a modest proposal",John Bohannon,11:17,"TEDx,biology,dance,entertainment,physics,presentation,science,technology,science and art"
"
											Am meisten hat mich während der 
Durchführung des Wettbewerbs überrascht,
											dass einige Wissenschaftler in ihrer 
Forschung jetzt direkt mit Tänzern arbeiten.
											Zum Beispiel an der University of Minnesota,
											da gibt es einen biomedizinischen 
Ingenieur namens David Odde,
											der mit Tänzern arbeitet um zu erforschen, 
wie sich Zellen bewegen.
											Das tun sie durch Formveränderung.
											Wenn ein chemisches Signal auf der einen Seite ankommt,
											veranlasst es die Zelle, seine Form 
auf dieser Seite zu erweitern,
											da die Zelle ständig ihre Umwelt berührt und daran zerrt.
											Das bringt die Zellen dazu, 
sich in die richtige Richtung zu bewegen.
											Aber was von außen so langsam und anmutig erscheint,
											ist eigentlich eher Chaos im Inneren,
											weil die Zellen ihre Form mit einem Skelett aus starren Proteinfasern halten
											und diese Fasern ständig zerfallen.
											Aber genau so schnell, wie sie explodieren,
											schließen sich weitere Proteine an sie an und lassen sie wachsen,
											sodass es sich ständig ändert,
											nur um genau gleich zu bleiben.
											David baut mathematische Modelle 
davon und dann testet er sie im Labor,
											aber bevor er das tut, arbeitet er mit Tänzern
											um herauszufinden, was für Modelle 
er überhaupt bauen soll.
											Es ist im Grunde effizientes Brainstorming
											und als ich David besuchte um etwas 
über seine Forschung zu lernen,
											benutzte er Tänzer, um es mir zu erklären,
											anstatt der üblichen Methode: PowerPoint.
									","
											The most surprising thing that I've learned while running this contest
											is that some scientists are now working directly with dancers on their research.
											For example, at the University of Minnesota,
											there's a biomedical engineer named David Odde,
											and he works with dancers to study how cells move.
											They do it by changing their shape.
											When a chemical signal washes up on one side,
											it triggers the cell to expand its shape on that side,
											because the cell is constantly touching and tugging at the environment.
											So that allows cells to ooze along in the right directions.
											But what seems so slow and graceful from the outside
											is really more like chaos inside,
											because cells control their shape with a skeleton of rigid protein fibers,
											and those fibers are constantly falling apart.
											But just as quickly as they explode,
											more proteins attach to the ends and grow them longer,
											so it's constantly changing
											just to remain exactly the same.
											Now, David builds mathematical models of this and then he tests those in the lab,
											but before he does that, he works with dancers
											to figure out what kinds of models to build in the first place.
											It's basically efficient brainstorming,
											and when I visited David to learn about his research,
											he used dancers to explain it to me
											rather than the usual method: PowerPoint.
									","
											Lo más sorprendente que ha ocurrido 
llevando este concurso
											es que ahora hay científicos que trabajan 
directamente con bailarines en la investigación.
											Por ejemplo, en la Universidad de Minnesota,
											hay un ingeniero biomédico llamado David Odde
											que trabaja con bailarines para estudiar 
el movimiento de las células.
											Se mueven cambiando de forma.
											Cuando una señal química se debilita en un lado,
											provoca que la célula se expanda por ese lado,
											porque la célula toca y tira 
constantemente del entorno.
											Y eso permite que las células 
se deslicen en la dirección correcta.
											Pero lo que parece tan lento 
y agraciado visto desde fuera
											parece más un caos desde dentro,
											porque las células controlan su forma con 
un esqueleto de fibras proteicas rígidas,
											y esas fibras se destruyen constantemente.
											Pero tan pronto explotan,
											más proteínas se adhieren a 
los extremos y las alargan,
											así que cambia constantemente
											pero permanece exactamente igual.
											Bueno, David hace modelos matemáticos 
de esto y los analiza en el laboratorio,
											pero antes de hacer eso, trabaja con bailarines
											para decidir en primer lugar 
qué clase de modelos crear.
											En general es una lluvia de ideas eficiente,
											y cuando visité a David 
para informarme sobre su investigación,
											utilizó bailarines para explicármelo,
											en vez del método normal: PowerPoint.
									","
											La chose la plus surprenante que 
j'ai apprise grâce à ce concours est
											que certains scientifiques travaillent directement 
avec des danseurs pour leurs recherches.
											Par exemple, à l'Université du Minnesota,
											il y a un ingénieur biomédical nommé David Odde,
											et il travaille avec des danseurs pour étudier 
comment les cellules bougent.
											Elles le font en modifiant leur forme.
											Lorsqu'un signal chimique 
apparaît d'un côté,
											il oblige la cellule à étendre 
sa forme sur ce côté
											car la cellule est constamment 
en contact avec l'environnement.
											Ce qui permet aux cellules de 
s'écouler dans les bonnes directions.
											Mais ce qui semble 
si lent et gracieux de l'extérieur
											est plus proche du chaos à l'intérieur,
											car les cellules contrôlent leur forme 
avec un squelette de protéines fibreuses rigides,
											et ces fibres sont constamment détruites.
											Mais aussi rapidement qu'elles explosent,
											plus de protéines s'attachent à leurs extrémités 
et les rendent plus longues,
											donc ça change constamment,
											simplement pour rester exactement identique.
											Donc, David construit des modèles mathématiques 
de tout ça, puis il les teste dans un laboratoire,
											mais auparavant, il travaille 
avec des danseurs,
											pour comprendre quel est le type 
de modèle à construire en premier lieu.
											C'est un brainstorming 
élémentaire et efficace
											et lorsque j'ai rendu visite à David 
pour en apprendre plus sur ses recherches,
											il a utilisé des danseurs pour me l'expliquer
											plutôt que la méthode habituelle : PowerPoint.
									","
											O que de mais surpreendente aprendi
ao realizar este concurso
											foi que alguns cientistas
estão agora a trabalhar
											diretamente com bailarinos
na sua investigação.
											Por exemplo, 
na Universidade do Minnesota,
											há um engenheiro biomédico
chamado David Odde,
											e ele trabalha com bailarinos para 
estudar a forma como as células se movem.
											Fazem isso, mudando de forma.
											Quando um sinal químico
chega a um dos lados
											leva a célula a expandir a sua forma
desse lado,
											porque a célula está constantemente
a tocar e a puxar o ambiente.
											Isso permite às células
avançarem nas direções certas.
											Mas o que parece lento e gracioso,
a partir do exterior,
											no interior é mais parecido
com o caos,
											porque as células controlam a sua forma
											com um esqueleto de fibras
de proteína rígida,
											e essas fibras estão sempre
a cair aos pedaços.
											Mas, assim que explodem,
											mais proteínas se ligam às extremidades 
e aumentam-nas,
											de forma que estão 
em constante mudança
											simplesmente para ficarem
exatamente na mesma.
											O David constrói modelos matemáticos disto
e depois testa-os no laboratório,
											mas antes, trabalha com bailarinos
											para descobrir que tipo 
de modelos deve construir.
											Trata-se basicamente 
de ""brainstorming"" eficiente
											e quando visitei o David
para saber da sua investigação,
											ele usou bailarinos 
para ma explicar
											em vez do método habitual:
o ""PowerPoint"".
									","
											Bu yarışmayı yürütürken öğrendiğim en şaşırtıcı şey,
											şu anda bazı bilim adamlarının doğrudan dansçılarla çalışıyor olmasıdır.
											Mesela, Minnesota Üniversitesi'nde,
											David Odde adında bir biyomedikal mühendisi var
											ve o hücrelerin nasıl hareket ettiğini araştırmak için dansçılarla çalışıyor.
											Onlar bunu şekillerini değiştirerek yapıyorlar.
											Bir tarafta bir kimyasal sinyal verildiği zaman,
											orada şeklini genişletmek için hücreyi tetikler,
											çünkü hücre sürekli olarak çevrede temas ediyor ve şiddetle çekiyor.
											Böylece hücrenin doğru istikamette yavaşça akmasına olanak veriyor.
											Fakat dışardan öylesine aheste ve nazik görünen şey
											gerçekte daha çok kaos gibidir,
											çünkü hücreler sert protein liflerinin bir iskeletiyle şekillerini kontrol ederler
											ve bu lifler sürekli parçalara ayrılır.
											Fakat, ancak onların patladıkları kadar çabuk,
											daha fazla protein uçlara bağlanır ve onları uzatır.
											Yani sadece tamamen aynı kalmak için
											sürekli olarak değişiyor.
											Yani, David bunun matematiksel modellerini yapıyor ve daha sonra bunları laboratuvarda test ediyor,
											ama bunu yapmadan önce evvela
											ne çeşit modeller yapacağını bulmak için dansçılarla çalışıyor.
											Bu aslında etkili bir beyin fırtınası
											ve ben bu araştırma hakkında bilgi edinmek için David'i ziyaret ettiğimde,
											bana bunu açıklamak için alışılmış yöntem olan
											PowerPoint yerine dansçılar kullandı.
									","Dance vs. powerpoint, a modest proposal",John Bohannon,11:17,"TEDx,biology,dance,entertainment,physics,presentation,science,technology,science and art"
"
","
","
","
","
","
","Dance vs. powerpoint, a modest proposal",John Bohannon,11:17,"TEDx,biology,dance,entertainment,physics,presentation,science,technology,science and art"
"
											Und das bringt mich zu meinem bescheidenen Vorschlag.
											Ich glaube, dass schlechte PowerPoint-Präsentationen
											eine ernsthafte Bedrohung für die Weltwirtschaft sind.
									","
											And this brings me to my modest proposal.
											I think that bad PowerPoint presentations
											are a serious threat to the global economy.
									","
											Y eso me lleva a mi modesta propuesta.
											Creo que las malas presentaciones de PowerPoint
											son una amenaza grave para la economía global.
									","
											Et ça m'amène à ma modeste proposition.
											Je pense que 
de mauvaises présentations PowerPoint
											sont une menace sérieuse 
pour l'économie mondiale.
									","
											E isto leva-me
à minha modesta proposta.
											Eu penso que más apresentações
de ""PowerPoint""
											são uma ameaça séria
à economia global.
									","
											Ve burada, başta yaptığım mütevazi teklifime geliyoruz.
											Bence kötü PowerPoint sunumları
											küresel ekonomiye ciddi bir tehdittir.
									","Dance vs. powerpoint, a modest proposal",John Bohannon,11:17,"TEDx,biology,dance,entertainment,physics,presentation,science,technology,science and art"
"
","
","
","
","
","
","Dance vs. powerpoint, a modest proposal",John Bohannon,11:17,"TEDx,biology,dance,entertainment,physics,presentation,science,technology,science and art"
"
											(Lachen) (Beifall)
									","
											(Laughter) (Applause)
									","
											(Risas) (Aplausos)
									","
											(Rires) (Applaudissements)
									","
											(Risos)
											(Aplausos)
									","
											(Kahkahalar) (Alkışlar)
									","Dance vs. powerpoint, a modest proposal",John Bohannon,11:17,"TEDx,biology,dance,entertainment,physics,presentation,science,technology,science and art"
"
","
","
","
","
","
","Dance vs. powerpoint, a modest proposal",John Bohannon,11:17,"TEDx,biology,dance,entertainment,physics,presentation,science,technology,science and art"
