en,pt,es,tr,title,speaker,duration,tags
"
","
","
","
",How a video game might help us build better cities,Karoliina Korppoo,8:39,"design,infrastructure,future,cities,public spaces,society,software,play,urban planning"
"
											This one is called The Netherlands.
											It's by Silvarret.
											And when you start the game,
											you have an empty piece of land.
											This land, it can be based
on the real world,
											it can be hand-crafted in the map editor,
											or you can, of course, download
a city made by someone else
											and play in that.
											But what Silvarret has done here
											is that what he wanted to make
											was not a real city.
											This is a fantasy city,
											even though it looks real.
											So what he wanted to do was a fantasy city
that could be in the Netherlands.
											So he kind of investigated
											what are the characteristics
of cities in the Netherlands
											and combined a couple of those,
											and this is what he created.
											So it is a city,
											but it is not a real city,
											but it could be.
											It looks just like the Netherlands.
											So the places are really
densely populated.
											So what you need is highways, trains,
											anything connecting
these small town centers together.
											Lots of people, lots of moving,
											so transportation is the key here.
									","
											Esta cidade chama-se ""Países Baixos"",
											criada por Silvarret.
											Quando começamos este jogo,
											temos um pedaço de terra vazio.
											Este pedaço de terra pode ser baseado
no mundo real,
											pode ser criado de raiz no editor,
											ou pode ser um ""download""
de uma cidade criada por outro jogador,
											e joga-se a partir daí.
											O que o Silvarret fez
											foi criar uma cidade que não existia.
											Esta é uma cidade de fantasia,
											embora pareça real.
											O que ele pretendia era criar uma cidade
que pudesse existir nos Países Baixos.
											Este jogador investigou
											as características das cidades holandesas
											e combinou algumas delas,
											criando esta cidade no final.
											É uma cidade,
											mas não é real,
											embora pudesse ser.
											Parece exatamente a Holanda,
											pelo que os locais
são densamente povoados.
											Precisamos de autoestradas, comboios,
											qualquer coisa que ligue
estes centros de cidade.
											Muitas pessoas, muito movimento,
											pelo que os transportes
são fundamentais aqui.
									","
											Este se llama The Netherlands,
											hecho por Silvarret.
											Cuando uno empieza el juego,
											tiene un área de tierra baldía.
											Esta área puede estar basada
en el mundo real,
											se puede hacer a mano
en el editor de mapas
											o, claro, uno se puede descargar 
una ciudad hecha por otro
											y jugar en ella.
											Pero lo que Silvarret ha hecho aquí,
lo que él quería hacer
											no era una ciudad real.
											Esta es una ciudad de fantasía,
											aun cuando parezca real.
											Así que él quería hacer una ciudad
de fantasía que pudiera estar en Holanda,
											por lo que investigó

											cuáles eran las características
de las ciudades en Holanda
											y combinó un par de ellas,
											y esto es lo que él creo.
											Así que esta es una ciudad,
pero no es una ciudad real,
											aunque podría ser.
											Se parece a Holanda.
											Así que estos lugares están
muy densamente poblados.
											Y lo que se necesita
son carreteras, trenes;
											todo lo que interconecte a estos
pequeños centros de la ciudad.
											Con mucha gente y mucho tráfico,
											el transporte es la clave aquí.
									","
											Bu şehrin ismi: ""The Netherlands""
											Silvarret'e ait.
											Oyuna başladığınızda,
											bir parça boş araziniz oluyor.
											Bu arazi
gerçek dünyaya dayandırılabilir,
											harita editöründe el yapımı
şeklinde de oluşturulabilir
											veya elbette, başkası tarafından
oluşturulan bir şehir de
											indirilerek oynanabilir.
											Ancak Silvarret bu konuda
											seçim yaparken gerçek bir şehir
											oluşturmak istemedi.
											Bu şehir, gerçek gibi görünen
											hayali bir şehir.
											Yapmak istediği şey Hollanda'da
olabilecek bir hayali şehir oluşturmaktı.
											Bu yüzden Hollanda'daki şehirlerin
											karakteristik özelliklerini araştırdı
											ve bu özelliklerin birkaçını birleştirerek
											böyle bir şehir oluşturdu.
											Öyle ki bu bir şehir;
											gerçek değil,
											ancak olabilmesi mümkün.
											Aynı Hollanda gibi.
											Mekanlar gerçekten yoğun nüfuslu.
											Bu yüzden, küçük şehir merkezlerini
											birbirine bağlayan otoyollar, trenler gibi
her şeye ihtiyacınız var.
											Bir sürü insan, birçok hareket,
											yani taşımacılık anahtar niteliğinde.
									",How a video game might help us build better cities,Karoliina Korppoo,8:39,"design,infrastructure,future,cities,public spaces,society,software,play,urban planning"
"
","
","
","
",How a video game might help us build better cities,Karoliina Korppoo,8:39,"design,infrastructure,future,cities,public spaces,society,software,play,urban planning"
"
											But then let's go even more
on the fantasy side.
											Let's go into the future.
											This is one of my personal favorites.
											These city designs
are what I love the most.
											So this is a tiered city by Conflictnerd,
											and the basic idea is
that you have concentric circle routes.
											So the city is a big circle
											with tinier circles inside.
											And the thing is that you put
all of the services in the center,
											and then people actually live
on the outer ring,
											because there is less traffic,
less noise, less pollution,
											so that is where you want to live.
											But the services
are still really close by.
											They are in the center.
											And this is the soul of the game.
											The player has to understand
											what are the wishes, what are the needs
											of the tiny people living in the cities.
											So you need to know
where you should put the things.
											Like, it's not enough to have a hospital.
											It needs to be accessible.
											Citizens need to reach the hospital.
											And this is one way to do it.
											So maybe this is something
that we might be seeing someday.
									","
											Mas vamos avançar mais
neste lado da fantasia.
											Vamos até ao futuro.
											Esta é uma das minhas favoritas.
											Adoro os desenhos desta cidade.
											É uma cidade em camadas
do jogador Conflictnerd,
											e a ideia é
ter estradas circulares concêntricas.
											É uma cidade que é um grande círculo
											com círculos em camadas no interior.
											Aqui, colocamos todos os serviços
no centro,
											e as pessoas residem no anel exterior,
											pois é onde existe menos trânsito,
menos barulho, menos poluição,
											pelo que é o local onde queremos viver.
											Mas os serviços são todos próximos
uns dos outros.
											Estão no centro.
											E este é o segredo do jogo.
											O jogador tem de perceber
											quais são os desejos, as necessidades
											de pequenas pessoas que vivem em cidades.
											Precisa de saber onde colocar as coisas.
											Por exemplo, não chega ter um hospital.
											É preciso que ele esteja acessível.
											Os cidadãos precisam de chegar
ao hospital.
											E esta é uma maneira de fazer isso.
											Talvez isto seja o exemplo de algo
que podemos ver no futuro.
									","
											Pero ahora pasemos aún más
al lado de la fantasía,
											adentrémonos al futuro.
											En lo personal,
este es uno de mis favoritos.
											Estos diseños urbanísticos
son los que más me gustan.
											Esta es una ciudad en niveles
hecha por Conflictnerd,
											y la idea básica es que se tiene
rutas circulares concéntricas.
											Así que la ciudad es un gran círculo
con círculos concéntricos más pequeños.
											La cuestión es que se ponen
todos los servicios en el centro,
											y la gente vive de hecho
en el anillo exterior,
											porque allí hay menos tráfico,
menos ruido, menos contaminación;
											y ese es un lugar deseable para vivir.
											Pero, aún así,
los servicios están muy cerca;
											están en el centro.
											Y este es el espíritu del juego,
											el jugador tiene que entender
cuáles son los deseos y las necesidades
											de las minorías rurales
que viven en las ciudades.
											Así que se necesita saber
dónde se debería poner cada cosa.
											No es suficiente tener un hospital,
necesita ser accesible,
											los ciudadanos necesitan llegar a él.
											Y esta es una forma de hacerlo.
											Así que esto es algo
que quizá podamos ver algún día.
									","
											Şimdi biraz daha hayali
kısma geçelim.
											Geleceğe gidelim.
											Bu benim favorlierimden bir tanesi.
											Bu şehir tasarımları benim 
en çok sevdiklerim.
											Bu katmanlı şehir Conflictnerd'e ait
											ve buradaki ana fikir
ortak merkezli çemberlere sahip olmanız.
											Yani bu şehir, içinde küçük çemberler
											bulunan büyük bir çemberden ibaret.
											Buradaki olay, tüm hizmetlerin
merkezde yer alması
											ve insanların fiilen
dış çemberlerde yaşamaları
											bunun nedeni yaşamak isteyeceğiniz yerin
daha az trafik, daha az gürültü
											ve daha az kirlilik olan yer olması.
											Ancak hizmetler hala oldukça
yakında yer alıyor.
											Hepsi merkezde.
											Bu da oyunun özünü oluşturuyor.
											Oyuncu şehirlerde yaşayan 
minik insanların
											istekleri ve ihtiyaçlarının
											neler olduğunu anlamak zorunda.
											Yani neyi nereye yerleştirmeniz
gerektiğini bilmelisiniz.
											Mesela, hastane için yeterince yer yok.
											Ulaşılabilir de olmalı.
											Vatandaşlar hastaneye erişebilmeli.
											Bunu yapabilmenin bir yolu var.
											Öyle ki bunu bir gün görebiliriz.
									",How a video game might help us build better cities,Karoliina Korppoo,8:39,"design,infrastructure,future,cities,public spaces,society,software,play,urban planning"
"
","
","
","
",How a video game might help us build better cities,Karoliina Korppoo,8:39,"design,infrastructure,future,cities,public spaces,society,software,play,urban planning"
"
											And then even more into the future.
											Astergea by Yuttho.
											So Yuttho does YouTube videos
and plays the game.
											What he did here
was actually a 12-point series
											of creating this city.
											So what he does is he plays the game,
											he records it
											and he explains as he's going
what he's doing and why.
											And as a part of this series,
											he actually did an interview
with an actual urban planner
											called Jeff Speck.
											And Speck is an expert
on the concept of walkability.
											The basic idea is that
if you want your citizens to walk,
											which is kind of beneficial,
											you actually need to have walking
as a reasonable means of transportation.
											It should be a good way to reach places.
											So what Yuttho did
was that he explained this concept,
											he had Speck explain it, too,
											and then he applied it
to the city that he was building.
											So what we are seeing
is Yuttho's vision of the future:
											lots of public transportation,
walkways, plazas,
											connecting high-rise buildings.
											Maybe this is what
the future might look like.
											And the game system
works really well for this.
									","
											E agora, avançando ainda mais no futuro.
											Astergea por Yuttho.
											Este jogador faz vídeos para o YouTube
											e o que ele fez aqui foi, na verdade,
alguns episódios
											com a criação desta cidade.
											O que ele faz é jogar,
											gravar o jogo
											e explicar,
											à medida que vai fazendo
as coisas e porquê.
											Uma parte desses episódios
											foi uma entrevista que ele fez
a um planeador urbano
											chamado Jeff Speck.
											E Speck é um especialista
no conceito de facilidade de movimento.
											A ideia principal é:
											se queremos que os cidadãos se desloquem,
											o que é benéfico,
											precisamos de considerar que andar a pé
é um meio de transporte.
											Deve ser considerada uma boa maneira
de chegar a locais.
											O que Yuttho fez foi
explicar este conceito,
											pediu a Speck para o explicar também,
											e depois aplicou-o
à cidade que estava a construir.
											Então, o que estamos a ver é
a visão do futuro de Yuttho:
											vários transportes públicos,
passeios, praças,
											arranha-céus interligados.
											Talvez seja isto
o que o futuro nos reserva.
											E o sistema do jogo funciona
muito bem para isto.
									","
											Ahora, siendo más futuristas,
											Astergea, de Yuttho.
											Yuttho hace videos en Youtube
y prueba el juego.
											Lo que él hizo aquí fue,
de hecho, una serie de 12 puntos
											para crear esta ciudad.
											Así que lo que hace es crear en el juego
											y lo graba
											mientras que explica
lo que hace y por qué.
											Y, como parte de esta serie,
											él hizo una entrevista
con un verdadero urbanista
											llamado Jeff Speck.
											Speck es un experto
en el concepto de transitabilidad.
											La idea básica es que si se desea
que los ciudadanos caminen,
											lo cual es beneficioso,
											se necesitaría considerar el caminar
como un medio razonable de transporte.
											Esa debería ser una buena forma
de conectar lugares.
											Así que Yuttho explicó este concepto,
											hizo que Speck también lo explicara
											y luego lo aplicó a la ciudad
que estaba construyendo.
											Así que lo que estamos viendo
es la visión del futuro de Yuttho:
											una gran cantidad de transporte público,
caminos y plazas
											conectando grandes edificios.
											Quizá así pueda lucir el futuro.
											Y el sistema del juego
funciona muy bien para esto;
									","
											Belki de gelecekte daha fazlasını.
											Yuttho tarafından oluşturulan Astergea.
											Yuttho, YouTube videoları oluşturuyor
ve oyunu oynuyor.
											Bu platformda yaptığı şey
şehri oluşturma sürecini anlatan
											12 parçalık bir seri.
											Yani videolarda, oyunu oynuyor
											oynarken kaydediyor
											ne yapacağını 
ve bunu nasıl yapacağını açıklıyor.
											Bu serinin bir parçasında,
											Jeff Speck adında 
gerçek bir şehir plancısı ile
											görüşme yapıyor.
											Speck, ""yürünebilirlik"" kavramında
uzman birisi.
											Bu kavramdaki temel fikir şu,
vatandaşlarınızın yürümesini istiyorsanız
											ki bu faydalı bir şey,
											yürümeyi makul bir ulaşım aracı
haline getirmelisiniz.
											Bir yerlere ulaşmak için 
iyi bir seçenek olmalı.
											Nihayetinde Yuttho
bu konsepti açıkladı,
											bunu Speck'le de açıkladı
											ve bunu inşa ettiği şehre uyguladı.
											Burada gördüğümüz şey
Yuttho'nun gelecek görüşü:
											çok katlı binaları birbirine bağlayan
birçok toplu taşıma,
											yürüyüş yolları, plazalar...
											Belki de gelecek
böyle görünebilir.
											Oyun sistemi bunun için
gerçekten iyi çalışıyor.
									",How a video game might help us build better cities,Karoliina Korppoo,8:39,"design,infrastructure,future,cities,public spaces,society,software,play,urban planning"
"
","
","
","
",How a video game might help us build better cities,Karoliina Korppoo,8:39,"design,infrastructure,future,cities,public spaces,society,software,play,urban planning"
"
											We are seeing some
real-world uses to this game.
											So we know that some urban planners
are using it as a sketching tool,
											so while the simulation
is not completely realistic,
											it is realistic enough
that if something works in the game,
											it is highly likely that it
will also work in the real world,
											so that you can actually try out things,
											see if this intersection
might fit this kind of a situation.
											If we build a new road, would it help?
											And this is what you can do
with this game.
									","
											Estamos a olhar para algumas
utilizações reais deste jogo.
											Sabemos que alguns planeadores urbanos
utilizam o jogo como ferramenta de esboço,
											por isso, enquanto a simulação
não é completamente realista,
											podemos afirmar ser realista o suficiente
para ver que, se funciona no jogo,
											é altamente provável
que funcione também no mundo real.
											Por isso, podem experimentar coisas
											e verificar se essa interseção
responde a determinada situação.
											Se construirmos uma estrada nova,
será que vai ajudar?
											E isto é o que podemos fazer
neste jogo.
									","
											estamos viendo usos
para el mundo real con este juego.
											Sabemos que algunos urbanistas
están usándolo como una herramienta;
											ya que, aunque la simulación
no es completamente realista,
											lo es lo suficiente, tanto que
si funciona en el juego,
											es muy probable que también
funcione en el mundo real;
											de modo que se pueden probar cosas,
											como ver si esta intersección
podría encajar en esta situación.
											Si construimos una nueva carretera,
¿ayudaría?
											Esto es lo que podemos hacer
con este juego.
									","
											Gördüğümüz kadarıyla, oyun için
bazı gerçek dünya kullanımları mevcut.
											Biliyoruz ki bazı şehir plancıları,
simülasyon tamamen gerçekçi olmasa da
											tasarımın oyunda işe yaramasını 
yeterli görüp bunun gerçek dünyada da
											işe yarayabileceğini düşünerek
bunları deneyip
											bu tarz durumlara
uyum sağlayabilecek kesişimleri
											bulmak adına bu tasarımı
											eskiz aracı olarak kullanıyorlar.
											Eğer yeni bir yol inşa edersek 
yardımı olacak mı?
											İşte bu tarz şeyleri
bu oyunda yapabilirsiniz.
									",How a video game might help us build better cities,Karoliina Korppoo,8:39,"design,infrastructure,future,cities,public spaces,society,software,play,urban planning"
"
","
","
","
",How a video game might help us build better cities,Karoliina Korppoo,8:39,"design,infrastructure,future,cities,public spaces,society,software,play,urban planning"
"
											There was one really
interesting contest held
											by the Finnish city of Hämeenlinna.
											So what they did
was that they had a new area
											that they wanted to develop in the city.
											They made a map with the existing city,
											they left empty the area
that they would want to develop
											and shared this map.
											So anyone could download the map,
											play the game, build the area
											and submit their creations
to the city council.
											So they have not yet built anything,
											but it might just be
that they use one of these plans
											made with the game
											to actually build the real city.
									","
											Houve um concurso muito interessante
											organizado pela cidade finlandesa
de Hämeenlinna.
											Esta cidade tinha uma área nova
											para ser desenvolvida.
											Criaram um mapa com a cidade existente,
											deixaram uma zona em branco
para a área que queriam desenvolver
											e partilharam esse mapa.
											Qualquer pessoa podia fazer
""download"" deste mapa,
											jogar, criar esta área
											e submeter as suas criações
à câmara municipal.
											A cidade ainda não construiu nada,
											mas poderão utilizar
um destes planos
											criados com o jogo
											para construírem a cidade real.
									","
											Hubo un concurso
muy interesante organizado
											por la ciudad finlandesa
de Hämeenlinna.
											Resulta que tenían una nueva área
											que deseaban desarrollar en la ciudad.
											Así que hicieron un mapa
real de la ciudad,
											dejaron vacía el área
que querían desarrollar
											y compartieron ese mapa
											con el fin de que cualquiera
lo descargara,
											jugara, construyera el área
											y enviara sus creaciones
al consejo municipal.
											Aún no se ha construido nada,
											pero pueda que usen uno de estos planos
											hechos con el juego
											para construir una ciudad real.
									","
											Finlandiya'nın Hämeenlinna adındaki
bir şehrinde düzenlenen
											gerçekten çok ilginç bir etkinlik vardı.
											Etkinlikte, şehirde geliştirilmek 
istenenler
											yeni bir bölge oluşturularak yapıldı.
											Var olan şehrin haritasını çıkardılar,
											geliştirmek istedikleri bölgeyi
boş bıraktılar
											ve haritayı paylaştılar.
											Böylelikle herkes, haritayı indirebilir,
											oyunu oynayıp bölge inşa edebilir
											ve oluşturduklarını 
şehir meclisine gönderebilir.
											Öyle ki henüz bir şey inşa etmediler,
											ancak bu oyunla oluşturulan bu planlardan
herhangi birini kullanarak
											gerçek şehri
											inşa edebilirler.
									",How a video game might help us build better cities,Karoliina Korppoo,8:39,"design,infrastructure,future,cities,public spaces,society,software,play,urban planning"
"
","
","
","
",How a video game might help us build better cities,Karoliina Korppoo,8:39,"design,infrastructure,future,cities,public spaces,society,software,play,urban planning"
"
											And these videos that I have shown you,
											these are the people who are
coming up with new kinds of solutions.
											We know that cities are growing.
											They're getting bigger as we go,
											and the percentage of population
living in cities is projected to rise.
											So we need the solutions
											and these people, playing the game,
											they are trying out
different kinds of solutions.
											They might have something
that is really important.
											So what we are seeing here is dream cities
that might be real one day.
											So it might be
											that this is not just a game.
											It might be a way
											to decide our own fate.
									","
											E estes vídeos que vos mostrei
											são de pessoas que estão
a criar novas soluções.
											Sabemos que as cidades estão a crescer.
											Estão a ficar cada vez maiores
											e a percentagem de pessoas que vivem
em cidades está a aumentar.
											Por isso, precisamos de soluções
											e estas pessoas,
que jogam este jogo,
											estão a experimentar
diferentes tipos de soluções.
											Poderão ter alguma coisa
realmente importante.
											Então, o que vemos aqui são cidades ideais
que, um dia, se podem tornar reais.
											Pode-se dizer
											que este não é apenas um jogo.
											Pode ser uma maneira
											de decidir o nosso destino.
									","
											Y de estos videos que les he mostrado,
											estas son las personas que están ideando
nuevos tipos de soluciones.
											Sabemos que las ciudades crecen,
											lo hacen a medida que avanzamos,
											y se prevé que el porcentaje
de la población urbana aumente.
											Así que necesitamos soluciones
y estas personas, los jugadores,
											están probando
diferentes tipos de soluciones.
											Ellos pueden tener algo
realmente importante.
											Así que aquí vemos ciudades de ensueño
que pueden ser reales algún día.
											Así que puede ser
que este no sea solo un juego,
											puede ser una forma
para decidir nuestro futuro.
									","
											Size gösterdiğim videolardaki insanlar
											yeni çözüm şekilleri ile
çıkagelen kişilerdi.
											Şehirlerin büyüdüğünü biliyoruz.
											Gitgide büyümeye devam ediyorlar
											ve şehirlerde yaşayan nüfus yüzdesinin
yükselmesi öngörülüyor.
											Bu yüzden bu oyunu oynayarak
											farklı türlerde çözümler deneyen insanlara
											ve çözümlere ihtiyacımız var.
											Çok önemli bir şeye
sahip olabilirler.
											Bu nedenle burada gördüğümüz
hayali şehirler bir gün gerçekleşebilir.
											Bundan dolayı
											bu yalnızca bir oyun olmayabilir.
											Belki de kaderimizi belirlemek için
											bir yol olabilir.
									",How a video game might help us build better cities,Karoliina Korppoo,8:39,"design,infrastructure,future,cities,public spaces,society,software,play,urban planning"
"
","
","
","
",How a video game might help us build better cities,Karoliina Korppoo,8:39,"design,infrastructure,future,cities,public spaces,society,software,play,urban planning"
"
											Thank you.
									","
											Obrigada.
									","
											Gracias.
									","
											Teşekkür ederim.
									",How a video game might help us build better cities,Karoliina Korppoo,8:39,"design,infrastructure,future,cities,public spaces,society,software,play,urban planning"
"
","
","
","
",How a video game might help us build better cities,Karoliina Korppoo,8:39,"design,infrastructure,future,cities,public spaces,society,software,play,urban planning"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Alkışlar)
									",How a video game might help us build better cities,Karoliina Korppoo,8:39,"design,infrastructure,future,cities,public spaces,society,software,play,urban planning"
"
","
","
","
",How a video game might help us build better cities,Karoliina Korppoo,8:39,"design,infrastructure,future,cities,public spaces,society,software,play,urban planning"
