pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											Agora, existe uma razão para este teste
											não ter sido actualizado há mais de seis décadas,
											e essa razão é que, quando procuramos 
o cancro do pâncreas,
											estamos a fazê-lo na corrente sanguínea,
											que já é abundante em todos estes milhares 
e milhares de proteínas
											e estamos à procura desta minúscula diferença
											numa quantidade ínfima de proteína,
											apenas esta proteína.
											Isso é quase impossível.
									","
											Bu varolan testin, son 60 yılda
											güncellenmemesinin bir nedeni vardı,
											çünkü pankreas kanserinde
											kanda
											çok bulunan proteinlerin arasından
											tek bir proteindeki
											çok küçücük
											bir değişimi aramamızdı.
											Bu neredeyse imkansız bir şey.
									","
											En même temps, il y a une raison 
qui explique pourquoi ce test
											n'a pas été mis à jour 
depuis six décennies,
											c'est parce que, lorsque l'on recherche
un cancer du pancréas,
											on regarde votre système sanguin,
											qui est déjà abondant et contient 
des tonnes et des tonnes de protéines,
											et ce que vous recherchez,
c'est une différence minuscule
											parmi une petite quantité de protéines,
											seulement cette protéine en particulier.
											C'est quasiment impossible.
									","
											Nun, es gibt einen Grund, 
warum dieser Test
											in über sechs Jahrzehnten 
nicht verbessert wurde,
											und zwar weil wir auf der Suche 
nach Bauchspeicheldrüsenkrebs
											unseren Blutkreislauf betrachten,
											der überfüllt mit einer 
riesigen Menge von Proteinen an,
											und man sucht nach 
diesem winzigen Unterschied
											in dieser winzigen Anzahl 
an Proteinen,
											von nur diesem einen Protein.
											Das ist nahezu unmöglich.
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											No entanto, encorajado pelo meu optimismo 
de adolescente...
											(Aplausos)
											...fui procurar nos dois melhores amigos 
dos adolescentes:
											Google e Wikipédia.
											Encontrei tudo para os meus trabalhos 
nessas duas fontes.
											E o que encontrei foi um artigo
											que listava uma base de dados com mais de 
8 mil proteínas diferentes
											que são encontradas quando se tem 
cancro do pâncreas.
											Então, decidi fazer disso a minha nova missão:
											percorrer todas estas proteínas e ver quais delas
											poderiam servir como biomarcadores 
para o cancro do pâncreas.
											E para simplificar o processo,
											decidi mapear um critério científico. 
E cá está ele.
											Essencialmente, em primeiro lugar, a proteína 
precisaria de estar presente
											em todos os cancros do pâncreas em altos níveis 
na corrente sanguínea
											nos primeiros estadios da doença, 
mas também apenas no cancro.
									","
											Her şeye rağmen, ergen iyimserliğim sayesinde yılmadan
											(Alkışlar)
											bir ergenin en yakın iki arkadaşına danıştım,
											Google ve Wikipedia.
											Ödevim için gerekli her şeyi bu iki kaynaktan aldım.
											Pankreas kanseri olduğunuzda
											görülen 8000 farklı proteini listeleyen
											bir makale buldum.
											Böylece, bu proteinlere bakıp
											hangisinin pankreas kanseri için
											bir biomarker olabileceğini araştırmaya başladım.
											Basitleştirmek adına, bir bilimsel kriterler bütünü çıkardım.
											İşte şöyle:
											Başlangıç olarak bu protein, kanda başlangıçtaki
											tüm pankreas kanserleri için fazla olmalı
											ama sadece kanserde bulunmalı.
									","
											Cependant, grâce à mon optimisme d'adolescent,
je ne me laissais pas décourager
											(Applaudissements)
											je me suis connecté
sur les deux meilleurs amis des ados,
											Google et Wikipedia.
											Pour faire mes devoirs,
je tirais tout de ces deux sources.
											Et ce que j'ai trouvé était un article
											qui dressait une liste
de plus de 8000 protéines différentes
											que l'on peut trouver lorsque 
vous avez un cancer du pancréas.
											J'ai donc décidé d'en faire 
ma nouvelle mission :
											parcourir ces protéines et voir celles
											qui pourraient servir de biomarqueur
pour un cancer du pancréas.
											Et pour rendre la tâche un peu plus facile,
											j'ai décidé d'établir 
des critères scientifiques. Les voilà.
											Déjà, essentiellement, 
la protéine devra se trouver
											en grand nombre dans le système sanguin
pour tous les cancers du pancréas
											le plus tôt possible, mais aussi
seulement dans les cancers.
									","
											Dank meines unbeirrten 
jugendlichen Optimismus
											(Applaus)
											habe ich mich im Internet an die zwei 
besten Freunde eines Teenagers gewandt,
											Google und Wikipedia.
											Ich finde alles für meine Hausaufgaben 
in diesen zwei Quellen.
											Ich fand dort einen Artikel,
											der eine Datenbank über 8000 
unterschiedliche Proteine auflistet,
											die gefunden werden, wenn man 
Bauchspeicheldrüsenkrebs hat.
											Also beschloss ich, 
dass es meine neue Mission war,
											all diese Proteine zu durchsuchen 
und zu schauen,
											welche als Biomarker für 
Bauchspeicheldrüsenkrebs dienen könnten.
											Und um es mir ein wenig 
einfacher zu machen,
											beschloss ich, wissenschaftliche 
Kriterien aufzulisten. Und hier sind sie.
											Erstmal müssten große Mengen des Proteins
											bei allen Arten von Bauchspeicheldrüsenkrebs 
im Blut gefunden werden,
											schon in ganz frühen Stadien, 
aber auch wirklich nur bei Krebs.
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											E então estava eu a calcular e recalcular 
nesta tarefa gigantesca,
											e finalmente, na 4000ª tentativa,
											quando estou perto de perder a minha sanidade,
											encontrei a proteína.
											O nome da proteína que eu encontrei
											chama-se mesotelina,
											e é apenas uma proteína comum, vulgar,
											a não ser que, claro, tenham cancro do pâncreas,
											do ovário ou do pulmão,
											situações em que é encontrada em níveis muito 
altos na corrente sanguínea.
											Mas a chave é também que
											é encontrada nos primeiros estadios da doença,
											quando se tem perto de 100% de hipóteses
											de sobrevivência.
									","
											Neyse bu devasa işle uğraşırken,
											4000. denememde,
											aklımı kaçırmama az kalmışken,
											işe yarar bir protein buldum.
											Bu proteinin adı
											""mesothelin""di,
											bayağı sıradan bir protein,
											eğer pankreas,
											yumurtalık ya da akciğer kanseri değilseniz,
											ama eğer kanserseniz kanda çok fazla bulunuyor.
											Ama bir yandan da hastalığın erken teşhis edilip,
											hastanın
											100%'e yakın hayatta kalma olasılığı
											olan durumlarda bulunuyor
									","
											J'ai donc essayé de travailler dur
sur cette mission gargantuesque
											et finalement, à mon 4000e essai,
											à deux doigts de perdre ma santé mentale,
											j'ai trouvé la protéine.
											La protéine que j'avais localisée
											était appelée la mésothéline,
											c'est un type de protéine simple, banal,
											à moins que vous n'ayez 
un cancer du pancréas,
											des ovaires ou des poumons,
											auquel cas vous en trouvez de très 
grandes quantités dans votre système sanguin.
											L'essentiel étant
											qu'elle se trouve 
au premier stade de la maladie,
											lorsqu'une personne 
a 100% de chance
											de survivre.
									","
											Und so arbeite ich mich mühsam 
vorwärts bei dieser riesigen Aufgabe,
											und endlich, beim 4000. Versuch,
											als ich nahe daran bin, 
verrückt zu werden,
											finde ich das Protein.
											Der Name des gefundenen Proteins
											ist Mesothelin
											und es ist nur ein 
ganz normales 0-8-15-Protein,
											außer natürlich, 
wenn man Bauchspeicheldrüsen-,
											Eierstock- oder Lungenkrebs hat,
											wo es in großen Mengen 
in der Blutbahn gefunden wird.
											Aber der Punkt ist vor allem,
											dass es in den frühesten 
Krankheitsstadien gefunden wird,
											wenn man noch fast 
eine 100%-ige Chance hat
											zu überleben.
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											Agora que eu tinha encontrado uma proteína fiável 
que conseguia detectar,
											mudei o meu foco para a eficaz detecção 
dessa proteína,
											e, por conseguinte, do cancro do pâncreas.
											A minha descoberta chegou num local 
muito improvável,
											provavelmente o local mais improvável 
para a inovação:
											a minha aula de biologia da escola,
											o absoluto sufocador da inovação.
									","
											Şimdi, tanımlayabileceğim bir protein olduğuna göre,
											bu proteini ve böylece de pankreas kanserini
											nasıl tanımlayabileceğim üzerine düşünmeye başladım.
											Benim ilerlemem beklenilmedik bir yerde geldi,
											hatta yenilik için en beklenmeyen yerde:
											lisedeki biyoloji sınıfımda,
											yeniliğin mutlak stiflerında (?)
									","
											Maintenant que j'avais trouvé
une protéine fiable et détectable,
											j'ai donc changé d'optique
afin de détecter cette protéine,
											et, donc, le cancer du pancréas.
											Là, ma découverte est survenue
dans un endroit insolite,
											probablement l'endroit le plus insolite
pour l'innovation :
											ma classe de biologie au lycée,
											le frein absolu à toute innovation.
									","
											Also nun, da ich ein zuverlässiges Protein 
gefunden hatte, das ich nachweisen könnte,
											war der nächste Schritt, herauszufinden, 
wie ich das Protein nachweisen kann,
											und damit auch 
Bauchspeicheldrüsenkrebs.
											Die entscheidende Idee kam mir 
an einem sehr ungewöhnlichen Ort,
											vielleicht dem unkreativsten 
Ort überhaupt:
											in der Biologiestunde 
in meiner High School,
											die alle Kreativität erstickt.
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											(Risos) (Aplausos)
									","
											(Gülüşmeler) (Alkış)
									","
											(Rires) (Applaudissements)
									","
											(Lachen) (Applaus)
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											E eu tinha sorrateiramente levado um artigo 
acerca de umas coisas chamadas
											nanotubos de carbono, que são apenas longos 
e finos tubos de carbono
											com a espessura de um átomo
											e 1/50 000 da espessura de um fio de cabelo.
											E apesar do seu tamanho extremamente pequeno,
											eles têm propriedades incríveis.
											São uma espécie de super-heróis 
da ciência dos materiais.
											E enquanto eu lia sorrateiramente este artigo
											debaixo da minha mesa da aula de biologia,
											era suposto estarmos atentos
											a estas outras proteínas muito fixes 
chamadas anticorpos.
											E estas são muito fixes porque só reagem
											com uma proteína específica,
											mas não são tão interessantes como 
os nanotubos de carbono.
											E então, estava eu sentado na aula,
											e de repente apercebi-me:
											eu poderia combinar o que estava a ler,
											nanotubos de carbono,
											com aquilo sobre o que deveria estar a pensar: 
anticorpos.
											Basicamente, poderia entrelaçar um monte 
desses anticorpos
											numa cadeia de nanotubos de carbono
											de tal forma que teria uma rede
											que apenas reagiria a uma proteína,
											mas também, pelas propriedades 
destes nanotubos,
											mudaria as suas propriedades eléctricas
											com base na quantidade de proteínas presentes.
									","
											Karbon nanotüp denilen şeyler hakkında bir makale
											getirmiştim sınıfa, bu nanotüp denilen şey
											ince, uzun, bir atom kalınlığında
											ve saç telinizin 50000'de biri çapında.
											Bu küçük boyutlarına rağmen
											acayip özellikleri var.
											Malzeme biliminde süperkahraman gibiler.
											Biyoloji dersinde gizliden gizliden
											masanın altında bu makaleyi okurken,
											aslında antikor denilen diğer başka
											havalı moleküller hakkında düşünmem gerekiyordu.
											Bunlar baya havalı çünkü, sadece bir tip
											proteinle reaksiyona girebiliyorlar
											ama karbon nanotüpler kadar ilginç değiller.
											İşte sınıfta oturduğum o anda
											aklımda bir ışık yandı:
											Okuduğum karbon nanotüp fikrini,
											Okuduğum karbon nanotüp fikrini,
											antikor fikriyle birleştirebilirdim.
											Yani temelde, bu antikorları,
											bir karbon nanotüp ağı içine yerleştirip,
											bir proteinle etkileşen bir ağ elde edebilirim
											ve bu ağ, karbon nanotüplerin bir özelliği sayesinde,
											varolan protein miktarına göre de
											elektriksel özelliklerini değiştirir.
											elektriksel özelliklerini değiştirir.
									","
											Je m'étais plongé dans cet article
sur ces choses appelées
											nanotubes en carbone,
un simple tube long et fin en carbone
											de l'épaisseur d'un atome,
											un 50 millième 
du diamètre d'un cheveu.
											Malgré leur taille minuscule,
											ils ont des propriétés incroyables.
											Ce sont les super-héros de la physique.
											Pendant que je lisais en douce cet article
											sous mon bureau en cours de biologie,
											nous étions censés nous concentrer sur
											ces autres molécules sympathiques
que sont les anticorps.
											Elles sont plutôt chouettes
car elles réagissent seulement
											à une protéine en particulier,
											mais elles ne sont pas du tout aussi 
intéressantes que les nanotubes en carbone.
											Donc, j'étais assis en classe,
											et soudain ça m'est venu :
											je pouvais associer ce que je lisais,
											les nanotubes en carbone,
											avec ce à quoi j'étais censé réfléchir,
les anticorps.
											Au fond, je pourrais tisser
quelques-uns de ces anticorps
											pour en faire un réseau 
de nanotubes en carbone
											de façon à ce que nous ayons un réseau
											qui ne réagisse qu'à une seule protéine,
											mais aussi, grâce 
aux propriétés de ces nanotubes,
											qui change ses propriétés électriques
											en se basant sur la quantité 
de protéines présente.
									","
											Ich hatte einen Artikel reingeschmuggelt 
über die sogenannten
											""Kohlenstoffnanoröhren"", das sind lange, 
dünne Röhren aus Kohlenstoff,
											die dick wie ein Atom
											und das 50 000stel von einem Haar 
im Durchmesser sind.
											Trotz dieser extrem kleinen Größe
											haben sie diese 
unglaublichen Eigenschaften.
											Sie sind wie Superhelden der 
Materialwissenschaft.
											Während ich also heimlich diesen Artikel
											unter meinem Tisch 
in der Biologiestunde las,
											sollten wir eigentlich zuhören,
											was diese anderen coolen Moleküle, 
die Antikörper, sind.
											Die sind auch ganz toll, 
weil sie nur
											mit einem ganz bestimmten Protein 
reagieren,
											aber sie sind nicht annährend 
so interessant wie Kohlenstoffnanoröhren.
											So saß ich also im Unterricht
											und plötzlich traf es mich:
											Ich könnte ja kombinieren, was ich lese:
											Kohlenstoffnanoröhren,
											und worüber ich eigentlich 
nachdenken sollte: Antikörper.
											Ich könnte eine Handvoll Antikörper
											zu einem Netz aus 
Kohlenstoffnanoröhren wirken,
											so dass man ein Netz hat,
											das nur mit einem 
einzigen Protein reagiert,
											aber auch, aufgrund der Eigenschaften 
dieser Nanoröhren,
											die elektrischen Eigenschaft verändert,
											abhängig von der Menge 
des vorhandenen Proteins.
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											Mas, havia um senão.
											Essas redes de nanotubos de carbono 
são muito frágeis,
											e uma vez que são tão delicadas, 
precisam de ser apoiadas.
											E foi por isso que escolhi usar papel.
											Fazer um teste para a detecção de cancro, em papel,
											é tão simples como fazer bolachas de chocolate,
											que eu adoro.
											Começam com alguma água, 
deitam alguns nanotubos,
											adicionam anticorpos, misturam tudo,
											pegam num papel, mergulham-no, secam-no,
											e podem detectar o cancro.
									","
											Ama burda bir sıkıntı var.
											Bu karbon nanotüp ağları çok hassas
											ve bu yüzden desteklenmeleri lazım.
											İşte bu yüzden kağıt kullanmaya karar verdim.
											Kağıttan bir kanser sensörü yapmak
											bayıldığım çikolatalı kurabiyeleri
											yapmak kadar kolay.
											Biraz suyla başlıyorsunuz, biraz nanotüp ekliyorsunuz,
											antikorları ekliyorsunuz, biraz karıştırıp,
											bir kağıt daldırıyorsunuz, kurutunca
											kanseri tanımlayabiliyorsunuz.
									","
											Cependant, il y a un hic.
											Ces réseaux de nanotubes en carbone
sont extrêmement fragiles,
											et puisqu'ils sont si délicats,
ils doivent être renforcés.
											C'est pourquoi 
j'ai choisi d'utiliser du papier.
											Faire un détecteur 
de cancer avec du papier
											est presque aussi simple que 
faire des cookies aux pépites de chocolat,
											que j'adore.
											Vous prenez de l'eau,
vous la versez dans les nanotubes,
											ajoutez des anticorps, mélangez,
											prenez du papier, 
trempez-le, séchez-le,
											et vous pouvez détecter un cancer.
									","
											Da gibt es aber noch eine Haken.
											Diese Netze aus Kohlenstoffnanoröhren 
sind hauchdünn,
											und da sie so zart sind, 
müssen sie verstärkt werden.
											Dafür wählte ich Papier.
											Einen Krebsdetektor aus Papier zu machen,
											ist so einfach wie 
Schokoladenkekse zu machen,
											die ich liebe.
											Man braucht etwas Wasser, 
gibt die Nanoröhren hinein,
											und die Antikörper, 
und mischt das Ganze,
											nimmt etwas Papier, taucht es hinein 
und trocknet es,
											und schon kann man Krebs aufspüren.
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											(Aplausos)
									","
											(Alkış)
									","
											(Applaudissements)
									","
											(Applaus)
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											E então, de repente, surgiu-me uma ideia
											que me apontou um defeito neste 
meu fantástico plano.
											Eu não posso realmente fazer pesquisa 
sobre o cancro
											no meu balcão da cozinha.
											A minha mãe não iria gostar muito.
											Então, em vez disso, decidi ir para um laboratório.
											Então fiz um orçamento, uma lista de materiais,
											um cronograma e um procedimento,
											e enviei um ""email"" para 
200 Professores diferentes
											na Universidade de Johns Hopkins
											e nos Institutos Nacionais de Saúde,
											essencialmente, a qualquer pessoa que tivesse 
qualquer coisa a ver com cancro do pâncreas.
											E sentei-me à espera da torrente 
de ""emails"" encorajadores,
											que dissessem: ""És um génio!
											""Vais salvar-nos a todos!""
									","
											İşte bir anda muhteşem planımı
											bozan bir şey farketim.
											Mutfak tezgahında gerçek
											kanser araştırması yapamazdım.
											Annemin gerçekten bundan hoşlanacağını düşünmüyorum.
											Bunun yerine bir laboratuara gitmeye karar verdim.
											Bir bütçe, malzeme listesi,
											zaman çizelgesi ve prosedür
											yazdım ve Johns Hopkins üniversitesindeki,
											Ulusal Sağlık Enstitütlerindeki, ya da
											kanserle alakalı olabilecek
											200 farklı profesöre emailledim.
											""Bir dahisin!"",
											""Hepimizi kurtaracaksın!""
											diyen olumlu emailler bekliyordum
									","
											Puis, soudain, une pensée m'est venue,
											jetant une ombre 
à mes plans extraordinaires.
											Je ne peux vraiment pas faire
des recherches sur le cancer
											sur le plan de travail de ma cuisine.
											Ma mère n'apprécierait pas.
											Donc à la place, 
j'ai décidé d'aller dans un labo.
											J'ai établi un budget, 
une liste d'équipements,
											une chronologie, une procédure,
											et j'ai ça envoyé à 200 professeurs
											de l'université John Hopkins
											et de l'Institut National de la Santé,
											en gros, tous ceux qui avaient
un rapport avec le cancer du pancréas.
											Et j'ai attendu, pensant 
recevoir des réponses en quantité,
											qui diraient : « Tu es un génie !
											Tu vas tous nous sauver ! »
									","
											Dann kam mir plötzlich ein Gedanke,
											der meinen tollen Plan etwas durchkreuzte.
											Ich kann keine Krebsforschung
											auf meinem Küchentisch machen.
											Meiner Mutter würde das nicht gefallen.
											Also entschied ich, 
ein Labor zu suchen.
											Ich erstellte einen Finanzierungsplan, 
eine Materialliste,
											einen Zeitplan und eine Anleitung
											und sandte diese per Email 
an 200 Professoren
											der John Hopkins Universität
											und des ""National Institute of Health"",
											also einfach an jeden, der irgendwas mit 
Bauchspeicheldrüsenkrebs zu tun hat.
											Ich lehnte mich zurück und wartete 
auf all die positiven E-Mails,
											die mir sagen würden: ""Du bist ein Genie!
											Du wirst uns alle retten!""
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
