en,tr,fr,pt,title,speaker,duration,tags
"
","
","
","
",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Aplausos)
									",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
","
","
","
",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
											So you can imagine
how much I loved my eight years
											as the assistant casting director
on ""As the World Turns.""
											My job was watching soap operas,
											reading soap opera scripts
											and auditioning actors
to be on soap operas.
											So I know my stuff.
									","
											Yani tahmin edebileceğiniz gibi
""As the World Turns"" dizisinde
											sekiz yıl boyunca yaptığım yardımcı
oyuncu yönetmenliğini çok seviyordum.
											Benim işim pembe dizileri izlemek,
											senaryolarını okumak
											ve dizide oynayacak
doğru oyuncuları seçmekti.
											Yani ben işimi bilirim.
									","
											Vous imaginez donc
à quel point j'ai adoré mes 8 ans passés
											comme directrice adjointe de casting
pour « Ainsi va le monde ».
											Mon boulot consistait
à regarder des séries,
											à lire des scénarios de séries
											et à auditionner des acteurs
pour le casting de séries.
											Je sais de quoi je parle.
									","
											Por isso, podem imaginar
como adorei os oito anos que passei
											como diretora assistente de ""casting""
em ""As the World Turns"".
											A minha função era ver telenovelas,
											era ler guiões de telenovelas
											e observar atores
para participarem em telenovelas.
											Portanto, sei do que falo.
									",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
","
","
","
",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Risos)
									",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
","
","
","
",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
											And yes, soap operas
											are larger than life,
											drama on a grand scale,
											but our lives can be filled
with as much intensity,
											and the stakes can feel just as dramatic.
											We cycle through tragedy and joy
											just like these characters.
											We cross thresholds, fight demons
and find salvation unexpectedly,
											and we do it again and again and again,
											but just like soaps,
we can flip the script,
											which means we can learn
from these characters
											that move like bumblebees,
											looping and swerving through life.
											And we can use those lessons
											to craft our own life stories.
											Soap operas teach us to push away doubt
											and believe in our capacity
											for bravery, vulnerability,
											adaptability and resilience.
											And most importantly, they show us
											it's never too late to change your story.
									","
											Ve evet, pembe diziler
											abartılı,
											çoğunlukla dramatik,
											ama hayatlarımız bir o kadar yoğunlukta
											ve onlar kadar dramatik yaşayabiliriz.
											Hayatımızda trajedi ve eğlence arasında
gitgeller yaşıyoruz,
											tıpkı bu karakterler gibi.
											Eşikleri atlıyor, kötülerle savaşıyor
ve beklenmedik şekilde kurtuluyoruz
											ve bunu tekrar tekrar yapıyoruz,
											aynı pembe diziler gibi,
senaryoyu değiştirebilir,
											yani bu karakterlerden bir şeyler
öğrenebiliriz,
											arılar gibi hareketlerle
											kıvrılarak savrularak hayatımızı 
sürdürürüz.
											Ve biz bu dersleri kendi hayat
hikâyemizi
											oluşturmak için kullanabiliriz.
											Pembe diziler bize tereddütten kurtulmayı,
											kapasitemize inanmayı,
											cesareti, savunmasızlığı,
											uyumluluğu ve esnekliği öğretebilir.
											Ve en önemlisi onlar bize
											hikâyemizi değiştirmek için asla
geç kalmadığımızı gösterir.
									","
											C'est vrai que les séries télévisées
sont des caricatures de la vie,

											des mélodrames à grande échelle.
											Mais nos vies peuvent être imprégnées
par autant d'intensité
											et les enjeux peuvent
tout autant paraître dramatiques.
											Nous traversons des moments
de joie et de tragédie
											comme les protagonistes des séries.
											Nous dépassons des limites,
combattons des démons
											et trouvons le salut de manière fortuite,
											et nous réitérons tout ça
encore et encore.
											Comme dans les séries,
nous pouvons ré-écrire le scénario,
											nous pouvons apprendre
de ces héros, qui, comme des abeilles,
											papillonnent et traversent leur vie.
											Nous pouvons intégrer ces leçons
											pour construire le récit
de notre propre vie.
											Les séries télévisées nous apprennent
à repousser le doute
											et à croire en notre capacité
à être courageux, vulnérable,
											flexible et résilient.
											Et plus essentiellement,
elles nous montrent
											qu'il n'est jamais trop tard
pour changer le récit de sa vie.
									","
											É verdade que as telenovelas
são caricaturas da vida,
											melodramas em grande escala,
											mas a nossa vida pode ser preenchida
com a mesma intensidade
											e os enredos podem
parecer igualmente dramáticos.
											Alternamos entre a tragédia e a alegria,
											tal como estas personagens.
											Passamos dos limites,
lutamos com demónios,
											e encontramos a salvação
inesperadamente.
											E voltamos a fazer o mesmo,
vezes sem conta.
											Mas, tal como as telenovelas,
podemos alterar o guião,
											o que significa que aprendemos
com essas personagens
											que se movimentam como abelhas,
											às voltas e reviravoltas pela vida fora.
											Podemos usar essas lições
											para criar as histórias da nossa vida.
											As telenovelas ensinam-nos
a afastar quaisquer dúvidas
											e a acreditar na nossa capacidade
											de coragem, de vulnerabilidade,
											de flexibilidade e de resistência.
											Mais importante ainda, mostram-nos
											que nunca é tarde demais
para alterar a nossa história.
									",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
","
","
","
",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
											So with that, let's start
with soap opera lesson one:
											surrender is not an option.
									","
											Öyleyse şimdi pembe dizi
derslerimizin birincisiyle başlayalım:
											Teslim olmak bir seçenek değil.
									","
											Gardons ceci à l'esprit
et découvrons la leçon numéro 1 :
											il n'est pas question d'abandonner.
									","
											Assim, vamos começar
com a lição número um das telenovelas:
											""Desistir não é opção"".
									",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
","
","
","
",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Risos)
									",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
","
","
","
",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
											""All My Children""'s Erica Kane
was daytime's version of Scarlett O'Hara,
											a hyperbolically self-important princess
											who deep down was scrappy and daring.
											Now, in her 41 years on TV,
perhaps Erica's most famous scene
											is her alone in the woods
											suddenly face to face with a grizzly bear.
											She screamed at the bear,
											""You may not do this!
											Do you understand me?
											You may not come near me!
											I am Erica Kane
											and you are a filthy beast!""
									","
											""All My Children""daki Erica Kane
Scarlett O'hara'nın televizyon sürümüydü,
											içinde hırpani ve cesur biri yatan
											kendince önemli ve şaşaalı bir prensesti.
											Erica'nın televizyondaki 41 yılındaki
en önemli anı
											ormanda yalnız başınayken
											bir anda bir ayıyla yüz yüze kalmasıydı.
											Erica ayıya bağırdı;
											""Bunu yapamazsın!
											Beni anlıyor musun?
											Yanıma gelemezsin!
											Ben Erica Kane'im
											ve sen de pis bir yaratık!""
									","
											Dans « La force du destin », Erica Kane,
la version matinale de Scarlett O'Hara,
											est une princesse imbue d'elle-même
à la puissance 10,
											mais qui, profondément,
est désordonnée et audacieuse.
											Sur les 41 années qu'a duré la série,
la scène la plus célèbre d'Erica
											est sans doute celle
où elle est seule dans la forêt,
											surprise par un grizzly.
											Elle hurle au grizzly :
											« Tu ne peux pas faire ça !
											Tu me comprends ?
											Je t'interdis de t'approcher de moi !
											Je suis Erica Kane
											et tu n'est qu'un animal dégoûtant ! »
									","
											Erica Kane, de ""All My Children""
foi a versão diurna de Scarlett O'Hara,
											uma princesa hiperbolicamente
auto-importante,
											que , no fundo, era aguerrida e ousada.
											Durante os 41 anos na TV,
a cena mais conhecida de Erica
											é talvez quando ela se encontra 
sozinha no bosque
											e de repente se encontra
em frente de um urso.
											Ela grita para o urso:
											""Não podes fazer isso!
											""Estás a perceber?
											""Não podes aproximar-te de mim!
											""Eu sou Erica Kane
											""e tu és um animal imundo!""
									",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
","
","
","
",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Risos)
									",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
","
","
","
",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
											And of course the bear left,
											so what that teaches us
											is obstacles are to be expected
											and we can choose to surrender
or we can stand and fight.
									","
											Ve elbette ayı oradan ayrıldı,
											yani bunun bize öğrettiği
											engellerle karşılaştığımızda
											bu engellere teslim olabilir
ya da karşı gelip savaşabiliriz.
									","
											Bien sûr, l'animal s'éloigne.
											La morale de cette scène
est qu'on doit s'attendre aux obstacles.
											On peut choisir d'abandonner la partie
ou de résister et combattre.
									","
											Claro, o urso vai-se embora.
											A moral desta cena é que
temos que esperar obstáculos
											e podemos optar por desistir
ou por ficar e lutar.
									",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
","
","
","
",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
											Pandora's Tim Westergren
knows this better than most.
											You might even call him
the Erica Kane of Silicon Valley.
											Tim and his cofounders
launched the company
											with two million dollars in funding.
											They were out of cash the next year.
											Now, lots of companies fold at that point,
but Tim chose to fight.
											He maxed out 11 credit cards
and racked up six figures in personal debt
											and it still wasn't enough.
											So every two weeks for two years on payday
he stood in front of his employees
											and he asked them
to sacrifice their salaries,
											and it worked.
											More than 50 people deferred
two million dollars,
											and now, more than a decade later,
											Pandora is worth billions.
											When you believe that there is a way
											around or through
whatever is in front of you,
											that surrender is not an option,
											you can overcome enormous obstacles.
									","
											Pandora'daki Tim Westergren
çoğumuzdan iyi bilir.
											Hatta onu ""Silicon Valley"" dizisinin
Erica Kane'i olarak düşünebilirsiniz.
											Tim ve arkadaşları iki milyon dolar
yatırım alarak
											bir şirket kurdular.
											Ertesi yıl beş parasızdılar.
											Birçok şirket bu durumda iflas etmişti,
ancak Tim direnmeyi seçti.
											11 kredi kartının tümünün limitini doldurdu
ve 6 haneli kişisel borçların altına girdi
											ve bu hâlâ durumu kurtarmaya yetmedi.
											İki yıl boyunca iki haftada bir
çalışanlarına gitti
											ve onlardan maaşlarından feragat
etmelerini istedi
											ve bu işe yaradı.
											Yaklaşık 50 kişi iki milyon dolar
borcun vadesini ödeyebildiler
											ve şimdi 10 yıldan fazla zaman sonra,
											Pandora'nın değeri milyarlara ulaştı.
											Engelleri aşmanın
bir yolu olduğuna inandığınızda
											karşınızda ne olursa olsun
											tümünü aşabilirsiniz,
											teslim olmak bir seçenek değil.
									","
											Tim Westergren, dans « Pandora »,
le sait mieux que quiconque.
											Tim est l'Erica Kane de la Silicon Valley.
											Tim et ses associés
ont fondé une entreprise
											avec 2 millions de dollars.
											L'année suivante,
ils sont à court d'argent.
											Nombre d'entreprises auraient fermé.
Mais Tim a choisi de se battre.
											Il a pompé ses 11 cartes de crédit
											et a accumulé une dette
personnelle à 6 chiffres.
											Et ce n'était pas suffisant.
											Alors pendant 2 ans, une semaine sur deux,
au moment de payer les salaires,
											il a demandé à ses employés
de sacrifier leur salaire.
											Et ça a marché !
											Plus de 50 personnes ont reporté
2 millions de dollars,
											et 10 ans plus tard,
											Pandora vaut des milliards.
											Quand on est convaincu qu'il y a un moyen
											de dépasser ou contourner l'adversité,
											que le repli n'est jamais une option,
											on peut surmonter
les obstacles les plus grands.
									","
											Tim Westergren da Pandora
sabe isso melhor que ninguém.
											Até lhe podíamos chamar
a Erica Kane de Sillicon Valley.
											Tim e os seus sócios lançaram a empresa
com dois milhões de dólares.
											No ano seguinte, estavam sem dinheiro.
											Muitas empresas teriam fechado,
mas Tim optou por lutar.
											Aumentou os limites
dos seus 11 cartões de crédito
											e acumulou uma dívida pessoal
com seis dígitos
											mas, mesmo assim, não chegava.
											Então, de 15 em 15 dias,
durante dois anos,
											pedia aos seus empregados
que abdicassem dos seus salários
											e a coisa funcionou.
											Mais de 50 pessoas contribuíram
com dois milhões de dólares,
											e agora, mais de 10 anos depois,
											a Pandora vale milhares de milhões.
											Quando acreditamos que há uma forma
											de ultrapassar ou contornar
o que quer que enfrentamos,
											e que desistir não é uma opção,
											podemos ultrapassar obstáculos enormes.
									",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
","
","
","
",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
											Which brings us to soap opera lesson two:
											sacrifice your ego
and drop the superiority complex.
									","
											Ki bu da bizi ikinci dersimize getiriyor:
											Egonuzu feda edin ve
üstünlük kompleksinden vazgeçin.
									","
											Voici donc la deuxième morale :
											sacrifier son égo et abandonner
tout complexe de supériorité.
									","
											O que nos leva à lição
número dois das telenovelas:
											""Sacrificar o nosso ego e abandonar
o nosso complexo de superioridade"".
									",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
","
","
","
",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
											Now, this is scary.
											It's an acknowledgment
of need or fallibility.
											Maybe it's even an admission
											that we're not as special
as we might like to think.
											Stephanie Forrester
of ""The Bold and the Beautiful""
											thought she was pretty darn special.
											She thought she was so special,
											she didn't need to mix
with the riffraff from the valley,
											and she made sure
valley girl Brooke knew it.
											But after nearly 25 years
of epic fighting,
											Stephanie got sick and let Brooke in.
											They made amends,
											archenemies became soul mates
											and Stephanie died in Brooke's arms,
											and here's our takeaway.
											Drop your ego.
											Life is not about you.
											It's about us,
											and our ability to experience joy
											and love and to improve our reality
											comes only when we make
ourselves vulnerable
											and we accept responsibility
for our actions
											and our inactions,
											kind of like Howard Schultz,
the CEO of Starbucks.
									","
											İşte bu korkutucu.
											Bu bir kabulleniş ya da
hata yapma ihtiyacıdır.
											Belki öyle olmak istesek bile
											özel olmadığımızı kabullenmektir.
											""The Bold and the Beautiful"" dizisinin
Stephanie Forrester'ı
											kendinin çok olduğunu düşünüyordu.
											O kadar özel olduğunu düşünüyordu ki,
											vadideki ayak takımıyla muhattap olma
gereği duymadı
											ve vadi kızı Brook'un bunu bildiğinden
emin oldu.
											Ancak 25 yıl süren epik çatışmadan sonra
											Stephanie'nin canına tak etti
ve Brook'u kabullendi.
											Anlaşmazlıklar çözüldü,
											baş düşmanlar can dostu oldu
											ve Stephanie Brook'un kollarında öldü,
											işte bizim çıkaracağımız ders bu.
											Egonuzdan vazgeçin.
											Hayat sizin etrafınızda dönmüyor.
											Hepimiz içindeyiz,
											neşe ve sevgiyi yaşama,

											gerçekliğimizi geliştirme kabiliyeti
											ancak kendimizi savunmasız hâle
getirdiğimizde ortaya çıkar
											ve davranışlarımız ya da 
tepkisizliklerimiz
											için sorumluluk kabul ederiz,
											tıpkı Starbucks'ın CEO'su
Howard Schultz gibi.
									","
											Voilà un acte effrayant.
											C'est admettre sa vulnérabilité,
son besoin des autres.
											C'est peut-être même admettre
											que nous ne sommes pas aussi spécial
que nous aimons l'imaginer.
											Stéphanie Forrester,
dans « Amour, gloire et beauté »,
											pensait être jolie et privilégiée.
											Elle pensait être si spéciale,
											qu'elle ne se mêlait pas
avec la plèbe de la vallée,
											et s'assurait que Brooke,
fille de la vallée, le savait.
											Après 25 ans de combats épiques,
											Stéphanie tombe malade
et laisse entrer Brooke.
											Elles se réconcilient,
											les ennemies jurées deviennent âmes sœurs
											et Stéphanie meurt
dans les bras de Brooke.
											La leçon à retenir est celle-ci :
											abandonnez votre égo.
											Tout ne tourne pas autour de vous.
											Ça tourne autour de nous.
											Notre capacité à jouir du bonheur,
											à aimer et à améliorer notre vécu
											ne peut se concrétiser
que si on se rend vulnérable,
											et qu'on accepte de prendre
nos responsabilités
											pour nos actions et nos inactions,
											un peu à l'image de Howard Schultz,
le patron de Starbucks.
									","
											Ora bem, isso é assustador.
											É o reconhecimento
da necessidade ou da falibilidade.
											Talvez seja mesmo o reconhecimento
											de que não somos tão especiais
como gostaríamos de pensar.
											Stephanie Forrester,
de ""The Bold and the Beautiful""
											achava que era extremamente bela.
											Pensava que era tão especial
											que não precisava de se misturar
com a ralé do vale,
											e assegurou-se que Brooke,
a rapariga do vale, sabia disso.
											Mas, ao fim de quase 25 anos
de uma luta épica,
											Stephanie adoeceu
e deixou Brooke entrar.
											Fizeram as pazes,
											as arqui-inimigas tornaram-se almas gémeas
											e Stephanie morreu nos braços de Brooke.
											Esta é a melhor lição.
											Sacrificar o nosso ego.
											A vida não gira só à nossa volta.
											A vida gira à volta de todos nós.
											A nossa capacidade
de sentir alegria e amor,
											de melhorar a nossa realidade
											só acontece quando
nos tornamos vulneráveis
											e aceitamos a responsabilidade
das nossas ações
											e das nossas omissões,
											um pouco como Howard Schultz,
o diretor de Starbucks.
									",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
"
","
","
","
",4 larger-than-life lessons from soap operas,Kate Adams,12:27,"personal growth,television,storytelling,business"
