en,es,tr,de,fr,title,speaker,duration,tags
"
											In addition,
											the lack of sharing
that we experienced was pervasive.
											Researchers competed with each other
											because the ecosystem
was designed to reward competition
											rather than to alleviate suffering.
											We realized that we would have to do
work on this condition ourselves
											to find solutions
for ourselves and others like us.
											But we faced two major barriers.
											The first one:
											Pat and I have no science background.
											At the time, he's the manager
of a construction company,
											and I'm a former college chaplain
stay-at-home mom —
											hardly the backgrounds
to take the research world by storm.
											The second barrier:
											researchers don't share.
											People told us you can't herd cats.
											Well, yes you can if you move their food.
									","
											Además,
											la negativa de compartir la información
sobre lo que se sí se sabía era clara.
											Los investigadores competían entre sí
											porque el ecosistema está diseñado
para recompensar la competencia
											en lugar de aliviar el sufrimiento.
											Nos dimos cuenta de que tendríamos
que hacer nosotros mismos el trabajo
											para encontrar las respuestas
a esta enfermedad.
											Pero nos topamos con dos obstáculos.
											El primero:
											ni Pat ni yo teníamos 
antecedentes científicos.
											Por aquel entonces él era gerente
de una empresa constructora,
											y yo una excapellana universitaria
y madre ama de casa;
											oficios que no te catapultan precisamente
al mundo de la investigación.
											El segundo obstáculo:
											los investigadores
no comparten sus hallazgos.
											Se nos dijo que no puedes 
domesticar a los gatos.
											Bueno, sí, si les controlas la comida.
									","
											Üstüne üstlük,
											gördüğümüz bu paylaşımsızlık,
bizi çepeçevre sarıyordu.
											Araştırmacılar birbirleriyle yarışıyorlar,
											çünkü bu ekosistem rekabeti
ödüllendirmek için tasarlanmıştı,
											ızdıraba ve yüreklere su serpmeye değil.
											Kendimize ve bizler gibilere
çıkış yolu bulabilmek adına,
											bu işe bizzat el atmamız
gerektiğini fark ettik.
											İki büyük engel ile yüz yüze geldik.
											İlki,
											Pat ve benim bilim geçmişimiz yoktu.
											O dönemde, yapı şirketinde yöneticiydi
											ve ben de kolej papazlığı yapmış,
evde oturan bir anneydim,
											araştırma dünyasını kasıp
kavuracak geçmiş değillerdi.
											İkinci engelse,
											araştırmacıların paylaşmaması.
											Kedilere patronluk taslayamazsın, derler.
											Mamalarını sakla, gayet tabii olabilirsin.
									","
											Der Mangel an Austausch,
											den wir erlebten, war allgegenwärtig.
											Forscher konkurrierten miteinander,
											weil die Forschungswelt
Wettbewerb belohnt,
											statt Leiden zu verhindern.
											Wir stellten fest, dass wir selber an
diesem Zustand arbeiten mussten,
											um Lösungen für uns und
andere wie uns zu finden.
											Aber wir stießen auf zwei große Hürden.
											Die erste:
											Pat und ich sind keine Wissenschaftler.
											Damals war er
Leiter einer Baugesellschaft
											und ich eine ehemalige Schulseelsorgerin,
Hausfrau und Mutter.
											Wohl kaum Voraussetzungen, um die
Forschungswelt im Sturm zu erobern.
											Die zweite Hürde:
											Forscher teilen nicht.
											Man sagte uns, dass man
Katzen nicht hüten kann.
											Klar kann man.
Wenn man ihr Futter bewegt.
									","
											En plus de cela,
											l'absence de partage rencontrée
était généralisée.
											Les chercheurs étaient en compétition
											car l'écosystème était conçu
pour récompenser la compétition
											plutôt que de soulager la souffrance.
											Nous avons réalisé qu'il nous faudrait
travailler sur cette maladie nous-mêmes
											pour trouver des solutions pour nous
et les autres comme nous.
											Nous faisions face
à deux obstacles majeurs.
											Le premier :
											Pat et moi n'avions
aucune formation scientifique.
											A cette époque-là, il était gérant
d'une entreprise du bâtiment
											et j'étais une ancienne aumônière
dans une université, mère au foyer —
											ce n'étaient guère des formations
											pour prendre d'assault
le monde de la recherche.
											Le second obstacle :
											les chercheurs ne partagent pas.
											On nous a dit que les chats
ne vivaient pas en troupeau.
											C'est possible, si l'on déplace
leur nourriture.
									",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
"
","
","
","
","
",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
"
											(Laughter)
									","
											(Risas)
									","
											(Kahkaha)
									","
											(Lachen)
									","
											(Rires)
									",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
"
","
","
","
","
",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkış)
									","
											(Applaus)
									","
											(Applaudissements)
									",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
"
","
","
","
","
",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
"
											DNA and clinical data is the food.
											So we would collect blood
and medical histories,
											and require that all scientists
using these resources
											would share results with each other
and with the people who donated.
									","
											El ADN y los datos clínicos son
la zanahoria de los investigadores.
											Así que recogimos pruebas de sangre
e historiales médicos
											y les exigimos a todos los científicos
que usaban estos recursos
											que compartan los resultados obtenidos
entre ellos y con los donantes.
									","
											DNA ve klinik verileri mama oluyor.
											Kan ve hasta geçmiş verilerini toplayıp
											bu kaynakları kullanan bütün bilim
insanlarının, sonuçları birbirleri
											ve bağış yapan insanlarla
paylaşmalarını zorunlu kılacaktık.
									","
											DNA und klinische Daten sind das Futter.
											Also sammelten wir Blut und
medizinische Daten.
											Und alle Forscher, die
diese Ressourcen nutzten,
											mussten ihre Ergebnisse untereinander
und mit den Spendern teilen.
									","
											L'ADN et les données cliniques
sont la nourriture.
											Nous collecterions du sang
et des antécédents médiaux
											et exigerions que tous les scientifiques
utilisant ces ressources
											partagent les résultats entre eux
et aux gens ayant fait des dons.
									",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
"
","
","
","
","
",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
"
											Well before the internet
was in common use,
											Pat and I established PXE International,
											a nonprofit dedicated to initiating
research and conducting it on PXE
											and also supporting
individuals with the disease.
											Using traditional media,
											we garnered around
100-150 people around the world
											who we asked,
											would you give us your blood,
your tissue, your medical histories,
											your medical records?
											And we brought all of that together.
									","
											Bueno, mucho antes
de que existiera Internet,
											Pat y yo fundamos PXE International,
											una organización sin fines de lucro
dedicada a la investigación de la PXE
											y también al apoyo de los 
que padecían esta enfermedad.
											Usando medios tradicionales,
											contactamos con unas 100 a 150
personas de todo el mundo
											a quienes les preguntamos
											si nos darían pruebas de sangre,
de tejido, el historial médico,
											sus registros.
											Y reunimos todo eso.
									","
											İnternet bu kadar popüler olmadan önce,
											Pat ve ben Uluslararası PKE'yi kurduk;
											PKE odaklı araştırmalar yapmayı
ve düzenlemeyi amaç edinmiş,
											bu hastalığa sahip bireyleri destekleyen,
kâr amacı gütmeyen bir kuruluş.
											Klasik medyayı kullanarak
											dünyanın farklı yerlerindeki
100-150 insandan,
											kan ile doku örneği
											ve hasta geçmişlerini,
											tıbbi kayıtlarını istedik
											ve bütün bulguları bir araya getirdik.
									","
											Lange vor der täglichen
Nutzung des Internets
											gründeten Pat und ich PXE International.
											Eine Gesellschaft zur
Förderung der PXE-Forschung
											und Unterstützung von
Personen mit der Krankheit.
											Traditionelle Medien nutzend
											vereinten wir circa 100 bis 150
Personen weltweit.
											Wir fragten,
											ob sie uns Blut-, Gewebeproben,
medizinische Daten und
											Akten spenden würden.
											Wir vereinten all diese Daten.
									","
											Avant qu'internet soit aussi répandu,
											Pat et moi avons établi PXE International,
											une organisation à but non lucratif
consacrée à l'initiation de la recherche
											et à sa réalisation pour le PXE
											et soutenant les individus
atteints de la maladie.
											Via les médias traditionnels,
											nous avons réuni 100-150 personnes
à travers le monde
											à qui nous avons demandé
											de nous donner du sang, des tissus,
leurs antécédents médicaux
											et leurs dossiers médicaux.
											Nous avons récolter tout cela.
									",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
"
","
","
","
","
",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
"
											We quickly learned that this shared
resource was not going to be enough.
											And so we decided we had
to do hardcore bench science —
											hardcore research.
											So we borrowed bench space
at a lab at Harvard.
											A wonderful neighbor
came a couple times a week
											and sat with the kids from 8pm to 2am
											while Pat and I extracted DNA,
											ran and scored gels
											and searched for the gene.
											Generous postdocs
tutored us as we went along.
											Within a few years, we found the gene.
											We patented it so that
it would be freely available.
											We created a diagnostic test.
											We put together a research consortium.
											We held research meetings
and opened a center of excellence.
											We found more than 4,000 people
around the world who had PXE,
											and held patient meetings
											and did clinical trials and studies.
									","
											Pero descubrimos rápidamente
											que estos recursos compartidos
no iban a ser suficiente.
											Así que decidimos realizar
experimentos científicos,
											investigación pura y dura.
											Así que alquilamos un laboratorio
para la investigación en Harvard.
											Un vecino maravilloso
venía un par de veces a la semana
											para cuidar de los niños
entre las 20 hs y las 2 de la madrugada
											mientras Pat y yo extraíamos ADN,
											hacíamos pruebas, apuntábamos
resultados y buscábamos el gen.
											Nos enseñaban a hcerlo unos investigadores
postdoctorales generosos.
											Al cabo de unos pocos años,
encontramos el gen.
											Lo patentamos para que
esté disponible libremente.
											Creamos una prueba de diagnóstico.
											Juntamos un consorcio de investigación.
											Celebramos reuniones de investigación
y abrimos un centro de excelencia.
											Descubrimos que más de 4000 personas
en el mundo padecen de PXE
											y nos reunimos con estos pacientes
											para realizar ensayos clínicos y estudios.
									","
											Bu ortak kaynağın yeterli
olmayacağının farkına vardık
											ve ölümüne, tezgâh çalışmaları ile
araştırmalarına başlamak zorunda
											olduğumuza karar verdik.
											Harvard'daki laboratuvardan
düzenek ödünç aldık.
											Harika bir komşum,
haftada birkaç kez gelip
											Pat ve ben DNA verileri ayıklayıp,
											test yapıp, jel hesaplayıp,
											geni ararken, çocuklarla akşam 8'den
											gece 2'ye kadar ilgilendi.
											Bu yolda, cömert doktora
sonrası araştırmacılardan
											ders aldık ve birkaç yıl
içinde geni saptadık.
											Herkese açık olsun diye patentini aldık.
											Teşhis testi geliştirdik.
											Bir araştırma birliği oluşturduk.
											Araştırma toplantıları düzenledik
ve bir mükemmelik merkezi açtık.
											Dünya çapında, 4000'den
fazla PKE'li insana ulaştık
											ve hasta toplantıları düzenleyip
											klinik araştırma ve çalışmaları yaptık.
									","
											Wir merkten schnell, dass diese
geteilten Ressourcen nicht ausreichen.
											Da entschieden wir uns für
intensive Grundlagenforschung.
											Intensive Forschungsarbeit.
											Wir mieteten einen Platz
in einem Harvard-Labor.
											Eine wunderbare Nachbarin
kam ein paar Mal in der Woche
											und blieb bei den Kindern,
von acht Uhr abends bis zwei Uhr morgens.
											Pat und ich extrahierten DNA,
											ließen Gele laufen, bewerteten sie
											und suchten nach dem Gen.
											Großzügige Doktoranden
gaben uns dabei Nachhilfe.
											In ein paar Jahren fanden wir das Gen.
											Wir ließen es patentieren,
damit es frei verfügbar ist.
											Wir entwarfen einen Diagnosetest
											und bildeten eine Forschungsgruppe.
											Wir organisierten Treffen und
eröffneten ein Kompetenzzentrum.
											Weltweit fanden wir mehr
als 4 000 Personen mit PXE
											und führten Patiententreffen,
											klinische Tests und Studien durch.
									","
											Nous avons vite appris que cette ressource
partagée n'allait pas suffire.
											Nous avons décidé qu'il nous fallait faire
de la science de la laboratoire poussée —
											de la recherche poussée.
											Nous avons emprunté
des paillasses au labo de Harvard.
											Un voisin formidable
venait deux fois par semaine
											et restait avec les enfants
de 20 heures à deux heures du matin
											pendant que Pat et moi
extrayions de l'ADN,
											faisions migrer et évaluions des gels
											et cherchions le gène.
											Des postdoctoraux généreux
nous ont servi de tuteurs.
											En quelques années,
nous avons trouvé le gène.
											Nous l'avons breveté pour qu'il soit
accessible gratuitement.
											Nous avons créé un test diagnostique.
											Nous avons réuni
un consortium de recherche.
											Nous avons organisé
des réunions de recherche
											et ouvert un centre d'excellence.
											Nous avons trouvé plus de 4 000 personnes
à travers le monde atteinte de PXE
											et avons tenu des réunions pour patients,
											nous avons réalisé des essais
et des études cliniques.
									",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
"
","
","
","
","
",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
"
											Through all this,
											we lived with fear.
											Fear of the disease
breathing down our neck
											while the clock ticked.
											Fear of researchers,
											so well credentialed and positioned
in a world made for them.
											Fear that we were making
the wrong choices.
											Fear that the naysayers were right
											and the cats would simply find a new food.
											But greater than all these fears
was our drive to make a difference
											for our kids and for all those
we had met along the way.
											And very quickly,
											we also realized what we
were doing for one disease,
											we should do for all diseases.
									","
											Mientras tanto,
											vivíamos aterrorizados.
											Temíamos a la enfermedad
que nos pisaba los talones
											mientras que se nos acababa el tiempo.
											Temíamos a los investigadores
											tan expertos y seguros
en un mundo hecho para ellos.
											Miedo de estar tomando
las decisiones equivocadas.
											Miedo de que los detractores 
tuvieran razón
											y de que los gatos 
se las apañaran de otro modo.
											Pero vencimos este miedo con nuestro
deseo de marcar la diferencia
											para nuestros hijos y todos aquellos
que conocimos a lo largo de este viaje.
											Y también nos dimos cuenta rápidamente
											de que lo que lográbamos
hacer para esta enfermedad
											se debía hacer para todas.
									","
											Her anımızda,
											korkuyla yaşadık.
											Hastalığın korkusu tepemize binmişti
											ve zaman azalıyordu.
											Yüksek belgeli ve onlar için
											inşa edilmiş bir dünyada, yer
edinmiş araştırmacılar korkusu.
											Yanlış seçimleri yapıyor
olabilme korkumuz.
											Bu iş olmaz diyenlerin
haklı çıkabilme korkusu
											ve kedilerin yeni mama bulabilme ihtimali.
											Çocuklarımız ve bu yolda
tanıştığımız herkes için
											farklılık yaratma gayretimiz,
bütün bu korkuları alt ediyordu.
											Kısa bir süre içerisinde,
											belli bir hastalık için
yaptığımız şeyi, her hastalık için
											yapmamız gerektiğini fark ettik.
									","
											Während alldem 

											lebten wir mit Angst.
											Die Angst saß uns wie die Faust im Nacken,
											während die Zeit lief.
											Angst vor Forschern,
											die qualifiziert und platziert in einer
für sie geschaffenen Welt arbeiteten.
											Angst, dass wir die falschen
Entscheidungen trafen.
											Angst, dass die Neinsager recht hatten,
											und dass die Katzen einfach
ein anderes Futter finden würden.
											Aber unser Antrieb
war größer als die Angst.
											Wir wollten Veränderungen
für unsere Kinder und alle anderen.
											Und sehr schnell bemerkten wir:
											Was wir für eine Krankheit tun,
											sollten wir für alle Krankheiten tun.
									","
											A travers tout cela,
											nous vivions dans la peur.
											La peur de la maladie
qui nous suivait de près
											alors que l'horloge tournait.
											La peur des chercheurs,
											si accrédités et si bien positionnés
dans un monde fait pour eux.
											La peur de prendre
les mauvaises décisions.
											La peur que les opposants aient raison
											et que les chats se contentent
de trouver autre chose à manger.
											Au-delà de ces peurs, il y avait
notre motivation à faire la différence
											pour nos enfants et tous ceux
rencontrés en chemin.
											Très rapidement,
											nous avons réalisé que ce que
nous faisions pour une maladie,
											nous devrions le faire pour toutes.
									",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
"
","
","
","
","
",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
"
											We joined with, and I eventually led,
											Genetic Alliance —
											a network of health advocacy,
											patient advocacy,
											research and health organizations.
											We built scalable
and extensible resources,
											like biobanks and registries
and directories of support
											for all diseases.
											And as I learned about all those diseases
and all those disease communities,
											I realized that there were
two secrets in health care
											that were impacting me greatly.
											The first:
											there are no ready answers
for people like my kids
											or all the people I was working with,
											whether common or rare conditions.
											And the second secret:
											the answers lie in all of us together,
											donating our data,
											our biological samples
											and ultimately ourselves.
									","
											Colaboramos y llegué a estar
al mando de Genetic Alliance,
											una red pro-salud, pro-paciente
											que incorporaba otras organizaciones
de investigación y salud.
											Nuestros recursos se basaban
en un modelo escalable
											de biobancos, registros
y directorios de apoyo
											para todas las enfermedades.
											Y al familiarizarme con todas esas
enfermedades y comunidades de pacientes
											me di cuenta de que había
dos secretos en el cuidado de la salud
											que me impactaron mucho.
											El primero es que no hay
respuestas finales
											para pacientes como mis hijos
o la gente con la que trabajé,
											da igual si padecen
de enfermedades comunes o raras.
											Y el segundo secreto
											es que esta respuesta de hecho
está en todos nosotros
											cuando donamos nuestros datos,
											nuestras muestras biológicas
											y en nosotros mismos.
									","
											Destek olduk ve nihayetinde
											Gen İttifakı'na öncü olduk:
											Sağlık savunması,
											hasta savunması
											araştırma ve sağlık örgütleri ağı.
											Tüm hastalıklar için, biyobanka
ve destek rehberiyle
											kayıt birimi gibi, genişletilebilir
ve güncellenebilir veri
											kaynak sistemi oluşturduk.
											Bütün bu hastalıklar ve hastalık
toplulukları ile iç içe oldukça,
											sağlık hizmetlerinde
beni derinden etkileyen
											iki sır olduğunu fark ettim.
											Birincisi,
											ister sık ister nadir görülen bir durum
olsun, benim çocuklarım gibilere
											veya beraber çalıştığım kişilere
											verilebilecek hazır bir cevap yok.
											İkinci sır ise,
											cevapları aslında her birimizin
içimizde barındırması,
											veri bağışı yapmak,
											biyolojik örneklerimizi
											ve nihayetinde kendimizi.
									","
											Wir schlossen uns Genetic Allliance an
											und ich leitete schließlich
											dieses Netzwerk von Gesundheits- und
											Patientenvertretungen,
											Forschungs- und
Gesundheitsgruppen.
											Wir erstellten skalier- und
erweiterbare Ressourcen
											wie Biobanken, Hilfsregister-
und verzeichnisse
											für alle Krankheiten.
											Als ich mehr über diese Krankheiten
und Interessenvertretungen lernte,
											entdeckte ich zwei Geheimnisse
im Gesundheitswesen,
											die mich sehr beeinflusst haben.
											Das erste:
											Es gibt keine fertigen Antworten
für Leute wie meine Kinder
											oder für alle,
mit denen ich arbeitete –
											ob mit gängigen
oder seltenen Krankheiten.
											Das zweite Geheimnis:
											Wir könnten unser Problem lösen,
wenn wir alle unsere Daten,
											unsere biologischen Proben
											und letztendlich uns selbst spenden.
									","
											Nous avons rejoint et fini par diriger
											Genetic Alliance :
											un réseau de défense de la santé,
											de défense des patients,
											d'organisations de recherche et de santé.
											Nous avons établi
des ressources extensibles
											comme des biobanques, des archives
et des annuaires de soutien

											pour toutes les maladies.
											Alors que j'apprenais
tout sur ces maladies
											et ces communautés autour des maladies,
											j'ai réalisé qu'il y avait
deux secrets dans la santé
											qui m'affectaient grandement.
											Le premier :
											il n'y a pas de réponse toute prête
pour les gens comme mes enfants
											ou tous les gens avec qui je travaillais,
											que leur maladie soit fréquente ou rare.
											Le second secret :
											la réponse résidait en nous tous
											avec le don de nos données,
											d'échantillons biologiques
											et, finalement, de nous.
									",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
"
","
","
","
","
",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
"
											There is a small
groundswell of individuals
											who are working to change this.
											Citizen scientists, activists, hacks
											who are using crowdsourcing,
do-it-yourself science
											are changing the game.
											Even President Obama
and Vice President Biden
											are evangelists for the idea
											that people should be
partners in research.
											This is a founding principle
of our organization.
											Sure, it's really hard
											to discover and develop
interventions and therapies.
											The science is hard,
											the regulatory regime is difficult.
											There are a lot of stakeholders
with lots of interests
											and misaligned incentives
like publishing, promotion and tenure.
											I don't fault scientists
for following this path,
											but I challenge them and us
to do this differently.
											To recognize that people
are at the center.
									","
											Hay poca gente que trabaja
para que todo esto cambie.
											Son los ciudadanos,
los activistas, los hackers
											que están usando modelos colaborativos
y toman la iniciativa de hacer ciencia
											los que cambian las cosas.
											Incluso el presidente Obama
y el vicepresidente Biden
											apoyan la idea
											de que la gente participe 
en la investigación.
											Este es un principio de base
en nuestra organización.
											Claro, es muy difícil
											descubrir y desarrollar
intervenciones y terapias.
											La ciencia es difícil,
											el marco regulatorio es difícil.
											Hay muchas partes interesadas
con muchos intereses,
											algunos menos justificados
											como la publicación, 
promoción y propiedad.
											No culpo a los científicos
de seguir por este camino,
											pero los desafío, y a Uds. también
a que esto se haga de otra manera,
											reconociendo que la persona
es lo más importante.
									","
											Bu durumu değiştirmek için
çabalayan kişi sayısında,
											küçük bir patlama yaşanıyor.
											İçimizdeki gayriresmî
bilim insanları, eylemciler
											ve bilgisayar korsanları, açık
kaynak ve kendin yap kültürü ile
											işin seyrini değiştiriyor.
											Başkan Obama ve başkan vekili Biden bile,
											insanları ekip çalışmasına
											itme fikrinde vaiz rolünü üstleniyorlar.
											Kuruluşumuzun temelleri,
bu prensibe dayanıyor.
											Tedaviler ve müdahalelerin
											keşfi ve geliştirilmesi elbette çok güç.
											Bilim kolay değil,
											mevzuat rejimi de zor.
											Büyük çıkarları olan birçok taraf mevcut
											ve yayıncılık, terfi ve kadrolandırma gibi
hizasız mükâfatlandırılmalar söz konusu.
											Bu yolu seçen bilim
insanlarını suçlamıyorum,
											ama onları ve bizleri
farklılığa davet ediyorum.
											Odak noktamızın insanlar
olduğunu hatırlamaya çağırıyorum.
									","
											Langsam werden es
mehr und mehr Personen,
											die an Veränderungen arbeiten.
											Laienwissenschaftler, Aktivisten
und selbststudierende Experten
											benutzen Auslagerung und
Wissenschaft zum Selbermachen,
											um Spielregeln zu ändern.
											Selbst Präsident Obama und
Vizepräsident Biden
											befürworten es,
											wenn die Bevölkerung
in der Forschung mitwirkt.
											Das ist ein Grundprinzip
unserer Organisation.
											Klar ist es schwer,
											Interventionen und Therapien 
zu entdecken und zu entwickeln.
											Der wissenschaftliche Teil ist schwer.
											Die Regulierungsbedingungen sind komplex.
											Es gibt viele Interessengruppen,
die viele Interessen vertreten.
											Es gibt falsch ausgerichtete Initiativen,
Publikationen, Förderungen und Ansprüche.
											Ich verurteile Wissenschaftler
auf diesem Weg nicht,
											aber ich fordere sie heraus,
es anders zu machen
											um herauszufinden, dass Menschen
im Mittelpunkt stehen.
									","
											Il y a un petit mouvement d'individus
											qui travaillent à changer cela.
											Les scientifiques citoyens,
les activistes, les pirates
											qui utilisent une science
de crowdsourcing, agissent eux-mêmes,
											sont en train de changer la donne.
											Même le président Obama
et le vice-président Biden
											sont des évangélistes de l'idée
											selon laquelle les gens devraient
être des partenaires en recherche.
											C'est un principe fondateur
pour notre organisation.
											Il est très difficile
											de découvrir et de développer
des interventions et des traitements.
											La science est complexe,
											le régime réglementaire est complexe.
											Il y a beaucoup d'acteurs
avec beaucoup d'intérêts
											et des motivations mal alignées
											comme une publication,
une promotion, un mandat.
											Mais je ne blâme pas les scientifiques
qui suivent ce chemin
											mais je nous mets au défi,
eux et nous, de le faire différemment.
											De reconnaître que les gens
sont au cœur de cela.
									",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
"
","
","
","
","
",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
"
											Genetic Alliance has experimented
											in what it will take
to transform these crusty systems.
											Our goal is to work without boundaries.
											That sounds abstract,
but for us it's quite practical.
											When we're frustrated
that entities won't share data —
											data that comes from people who gave
their energy, their time, their blood
											and even their tears —
											we need to stop and ask,
											""How is it true that we
could share, but we aren't?""
											We're part of this system, too.
											How do we make it
so that people can share ideas freely?
											So that people can take risks
and move closer to one another?
									","
											Genetic Alliance sabe en carne propia
											qué significa transformar
estos sistemas obsoletos.
											Nuestro objetivo es trabajar
sin poner obstáculos.
											Suena abstracto, pero para nosotros
es realmente muy práctico.
											Cuando frustra la negativa de tales
entidades de compartir datos,
											datos donados por personas que regalan
su energía, su tiempo, su sangre,
											incluso sus lágrimas...
											Hay que pararse y preguntar:
											""¿Cómo es que se puede compartir
pero no lo hacemos?""
											Todos somos parte del sistema.
											¿Qué hay que hacer para que las personas
compartan ideas libremente?
											Para que las personas tomen riesgos
y se acerquen unos a otros.
									","
											Gen İttifakı,
											bu katı düzeni değiştirmek
adına çaba gösteriyor.
											Sınırlar olmadan çalışmak ana hedefimiz.
											Kulağa soyut gelebilir,
ama aslında oldukça işlevsel.
											Kurumlar veriyi paylaşmayı
reddettiğinde - enerjisini, zamanını,
											kanını ve hatta gözyaşını veren
insanlardan gelen verileri -
											durup şunu sormamız gerekiyor:
											''Paylaşmak mümkünken,
											paylaşmamak nasıl doğru olabilir?''
											Biz de bu çarkın parçasıyız.
											İnsanların fikirlerini özgürce beyan
etmeleri için ne yapmamız gerekiyor?
											Bu sayede risk almaktan korkmayıp
birbirimize daha yakın olabiliriz.
									","
											Genetic Alliance versucht,
											diese maroden Systeme zu verändern.
											Unser Ziel ist es,
ohne Grenzen zu arbeiten.
											Das hört sich abstrakt an,
ist aber von ganz praktischer Natur.
											Wenn wir frustriert sind,
											weil Organisationen
Daten von Personen nicht teilen wollen,
											die Energie, Zeit, Blut
und Tränen investiert haben,
											müssen wir aufhören und fragen:
											""Warum könnten wir teilen,
tun es aber nicht?""
											Wir sind auch Teil des Systems.
											Was können wir tun, damit Personen
ihre Daten frei austauschen können?
											Damit Personen etwas riskieren
und sich annähern können?
									","
											Genetic Alliance a fait des essais
											pour voir ce qu'il faudrait
pour transformer ces systèmes austères.
											Notre objectif est
de travailler dans limites.
											Cela semble abstrait,
mais c'est plutôt pratique.
											Quand nous sommes frustrés
											que les entités
ne partagent pas les données —
											des données venant des gens ayant donné
leur temps, leur énergie, leur sang
											et même leurs larmes —
											nous devons demander :
											« Comment se fait-il que nous pourrions
partager mais ne le faisons pas ? »
											Nous faisons aussi partie de ce système.
											Comment faire en sorte que les gens
puissent partager leurs idées librement ?
											Afin que les gens prennent des risques
et se rapprochent les uns des autres.
									",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
"
","
","
","
","
",Science didn't understand my kids' rare disease until I decided to study it,Sharon Terry,15:02,"bioethics,children,biology,collaboration,disease,genetics,DNA,epidemiology,humanity,medical research,health,medicine,illness,science,parenting,TEDMED"
