en,tr,es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
											Never having been confronted
											with this type of situation before,
											we wanted to try and understand
											how we could tap into this incredible resource,
											how we could really leverage
											this incredible use of mobile technology
											and SMS technology.
											We started talking with a local telecom provider called Voilà,
											which is a subsidiary of Trilogy International.
											We had basically three requirements.
											We wanted to communicate
											in a two-way form of communication.
											We didn't want to shout; we needed to listen as well.
											We wanted to be able to target
											specific geographic communities.
											We didn't need to talk to the whole country at the same time.
											And we wanted it to be easy to use.
									","
											Böyle bir durumla daha önce
											karşılaşmamış olan bizler,
											bu inanılmaz kaynaktan nasıl yararlanabileceğimizi,
											mobil teknolojinin
											ve SMS'lerin bu denli kullanımını
											nasıl çıkarımıza kullanabileceğimizi
											anlamak ve bunu denemek istiyorduk.
											Trilogy International'ın iştiraki olan
											yerel bir telekomünikasyon sağlayıcısı Voilà ile görüşmeye başladık.
											Temelde üç gereksinimimiz vardı.
											Çift-yönlü bir iletişim formunda
											bağlantı kurmak istiyorduk.
											Sadece haykırmaya değil, dinlemeye de ihtiyacımız vardı.
											Belli coğrafik toplulukları
											hedef alabilmek istiyorduk.
											Tüm ülkeyle aynı anda konuşmamıza gerek yoktu.
											Ve olabildiğince kolay bir kullanıma sahip olmalıydı.
									","
											Como nunca antes nos habíamos enfrentado
											a este tipo de situaciones,
											queríamos tratar de entender
											cómo explotar este recurso increíble,
											cómo aprovechar realmente
											el uso increíble de la tecnología móvil
											y la tecnología SMS.
											Empezamos hablando con Voilà, un proveedor local de telecomunicaciones
											que es una subsidiaria de la Trilogy International.
											Básicamente teníamos tres requisitos.
											Queríamos comunicarnos
											en ambas direcciones.
											No queríamos gritar; también necesitábamos escuchar.
											Queríamos ser capaces de identificar
											determinadas comunidades geográficas.
											No necesitábamos hablar a todo el país al mismo tiempo.
											Y queríamos que fuera fácil de usar.
									","
											Nunca tendo sido confrontados
											com este tipo de situação antes,
											nós queriamos tentar e perceber
											como poderíamos usar este recurso incrível,
											como poderíamos realmente aproveitar
											este uso incrível de tecnologia móvel
											e tecnologia SMS.
											Começámos a falar com o fornecedor de telecomunicações local, chamada Voilà,
											que é uma subsidiária da Trilogy International.
											Tinhamos básicamente 3 requerimentos.
											Queriamos comunicar
											numa forma bi-direccional de comunicação.
											Não queriamos gritar; precisávamos de escutar também.
											Queríamos poder apontar para
											comunidades geográficas específicas.
											Não precisávamos de falar com o país todo ao mesmo tempo.
											E queríamos que fosse fácil de usar.
									","
											N'ayant jamais été confrontés
											avec ce type de situation avant,
											nous avons voulu essayer de comprendre
											comment nous pourrions exploiter cette ressource incroyable,
											comment nous pourrions vraiment tirer parti de
											cette utilisation incroyable de la technologie mobile
											et de la technologie SMS.
											Nous avons commencé à parler avec un fournisseur local de télécommunications appelé Voilà,
											qui est une filiale de Trilogy International.
											Nous avions essentiellement trois exigences.
											Nous voulions avoir
											une communication à double sens.
											Nous n'avions pas envie de crier, il nous fallait aussi écouter.
											Nous voulions être en mesure de cibler
											des communautés géographiques particulières.
											Nous n'avons pas besoin de parler à l'ensemble du pays en même temps.
											Et nous voulions que ce soit facile à utiliser.
									","
											Da wir nie zuvor
											mit einer solchen Situation konfrontiert gewesen waren,
											wollten wir versuchen herauszufinden,
											wie wir diese unglaubliche Quelle anzapfen konnten,
											wie wir diese unglaubliche Verwendung
											von mobiler Technologie und von SMS
											wirksam einsetzen konnten.
											Wir sprachen also mit dem ansässigen Telefonanbieter ""Voilà"",
											einer Tochtergesellschaft von Trilogy International.
											Wir benötigten im Grunde drei Dinge.
											Wir wollten eine Art
											Zweiwege-Kommunikation beginnen.
											Wir wollten nicht schreien müssen; wir mussten auch zuhören können.
											Wir wollten in der Lage sein, gezielt
											Gemeinden an bestimmten Orten zu erreichen.
											Wir brauchten nicht mit dem ganzen Land gleichzeitig zu sprechen.
											Und wir wollten, dass unser System einfach zu nutzen sei.
									",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
","
","
","
","
","
",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
											Out of this rubble of Haiti and from this devastation
											came something that we call TERA —
											the Trilogy Emergency Response Application —
											which has been used to support the aid effort
											ever since.
											It has been used to help communities prepare for disasters.
											It has been used to signal early warning
											in advance of weather-related disasters.
											It's used for public health awareness campaigns
											such as the prevention of cholera.
											And it is even used for sensitive issues
											such as building awareness
											around gender-based violence.
									","
											Haiti'nin bulunduğu bu enkazdan ve yıkımdan
											TERA adını verdiğimiz şey çıktı —
											Trilogy Acil Durum Müdahale Uygulaması —
											o zamandan beri yardım çalışmalarına
											destek oldu.
											Toplumlara, afetlere hazırlık konusunda yardım için kullanıldı.
											Havaya bağlı afetlerde
											önceden haber verebilmek için kullanıldı.
											Kolerayı önleme gibi kamuyu bilinçlendirme
											kampanyalarında kullanıldı.
											Hatta cinsiyet temelli şiddete karşı
											dikkat çekmek gibi hassas konularda dahi
											bilinç oluşturma amaçlı kullanıldı.
									","
											De los escombros de Haití y de esta devastación
											surgió algo que llamamos TERA,
											un sistema de respuesta a emergencias,
											que desde entonces se ha empleado
											para apoyar la asistencia humanitaria
											y para ayudar a las comunidades a prepararse ante los desastres.
											Se ha usado para advertir con anticipación
											en caso de desastres climáticos.
											Se usa en campañas de sensibilización sanitaria
											como la prevención del cólera,
											e incluso en cuestiones delicadas
											como la construcción de conciencia
											en torno a la violencia de género.
									","
											Dos escombros do Haiti e desta devastação
											veio algo que nós chamamos ARET —
											a Aplicação de Resposta a Emergências da Trilogy —
											que foi usada para suportar o esforço de ajuda
											desde então.
											Foi usada para ajudar comunidades a prepararem-se para desastres.
											Foi usada para sinalizar avisos prévios
											a desastres relacionados com o clima.
											É usado para campanhas de sensibilização para saúde publica
											como prevenção de cólera.
											E é usada até para assuntos sensíveis
											como criar sensibilidade
											sobre violência com base no género.
									","
											Sur les décombres d'Haïti et de cette dévastation
											est sorti quelque chose que nous appelons TERA -
											pour l'application de réponse d'urgence Trilogy -
											qui a été utilisé pour soutenir l'aide humanitaire
											depuis.
											Il a été utilisé pour aider les collectivités à se préparer aux catastrophes.
											Il a été utilisé pour signaler l'alerte précoce
											en cas de catastrophes liées au climat.
											Il est utilisé pour des campagnes de sensibilisation à la santé
											telles que la prévention du choléra.
											Et il est même utilisé pour des questions délicates
											telles que la sensibilisation
											autour de la violence sexiste.
									","
											Aus den Trümmern und der ganzen Verwüstung in Haiti
											entstand etwas, das wir TERA nennen –
											Trilogy Emergency Response Application (Trilogy Notfall-Reaktions-Anwendung) –
											welches seitdem zur Unterstützung von Hilfsmaßnahmen
											verwendet wird.
											Es dient dazu, Gemeinden auf Katastrophen vorzubereiten.
											Es dient als Frühwarnsystem
											für wetterbedingte Katastrophen.
											Es wird bei Aufklärungskampagnen des Gesundheitswesens verwendet,
											wie der Vorbeugung von Cholera.
											Und es wurde ebenfalls bei heiklen Angelegenheiten eingesetzt,
											wie der Bewusstseinsbildung
											für sexuelle Gewalt.
									",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
","
","
","
","
","
",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
											But does it work?
											We have just published
											an evaluation of this program,
											and the evidence that is there for all to see
											is quite remarkable.
											Some 74 percent of people
											received the data.
											Those who were intended to receive the data,
											74 percent of them received it.
											96 percent of them
											found it useful.
											83 percent of them took action —
											evidence that it is indeed empowering.
											And 73 percent of them shared it.
									","
											Ama işe yarıyor mu?
											Bu program hakkında
											bir değerlendirme yayınladık
											ve herkesin görmesi için yayınlanan kanıtlar
											oldukça dikkate değer.
											İnsanların yüzde 74'ü
											veriye eriştiler.
											Bunlar veriye erişmesi istenen kişilerdi,
											yüzde 74'ü de erişti.
											Yüzde 96'sı
											kullanışlı buldu.
											Yüzde 83'ü harekete geçti —
											gerçekten de güçlendirici bir kanıt.
											Ve yüzde 73'ü paylaştı.
									","
											Pero, ¿funciona?
											Acabamos de publicar
											una evaluación de este programa
											y la evidencia que se observa
											es sorprendente.
											El 74% de las personas
											recibió los datos.
											Entre aquellos que debían recibir los datos,
											el 74% los recibió.
											Al 96% de ellos
											les parecieron útiles.
											Un 83% entró en acción,
											prueba de que es realmente eficaz.
											Y el 73% los compartieron.
									","
											Mas funciona?
											Acabámos de publicar
											uma avaliação deste programa,
											e a prova que está lá para todos verem
											é realmente notável.
											À volta de 74% das pessoas
											receberam aquela informação.
											Aqueles que eram supostos receber a informação,
											74% deles receberam-na.
											96% deles
											acharam-na útil.
											83% deles agiram —
											prova de que é realmente enpoderante.
											E 73% deles partilharam-na.
									","
											Mais est-ce que ça marche?
											Nous venons de publier
											une évaluation de ce programme,
											et la preuve que cela montre à tout le monde
											est tout à fait remarquable.
											Environ 74% des gens
											reçoivent des données.
											De ceux qui étaient les destinataires de ces données,
											74 % les ont reçues.
											96 %
											les ont trouvé utile.
											83 % ont pris des mesures -
											la preuve que c'est vraiment générateur d'autonomie.
											Et 73 % d'entre eux les ont partagées.
									","
											Aber funktioniert das überhaupt?
											Wir haben gerade erst
											eine Bewertung dieses Programms veröffentlicht
											und der für alle einsehbare Beleg
											ist ziemlich bemerkenswert.
											Etwa 74 % der Menschen
											haben diese Informationen erhalten.
											Von denen, die die Informationen erhalten sollten,
											haben 74 % sie erhalten.
											96 % davon
											fanden sie nützlich.
											83 % von ihnen unternahmen etwas –
											ein Beweis dafür, dass es der Ermächtigung dient.
											Und 73 % von ihnen haben es mit anderen geteilt.
									",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
","
","
","
","
","
",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
											The TERA system
											was developed from Haiti
											with support of engineers in the region.
											It is a user-appropriate technology
											that has been used for humanitarian good to great effect.
											Technology is transformational.
											Right across the developing world,
											citizens and communities
											are using technology
											to enable them to bring about change, positive change,
											in their own communities.
											The grassroots has been strengthened
											through the social power of sharing
											and they are challenging the old models,
											the old analog models
											of control and command.
									","
											TERA sistemi
											bölgedeki mühendislerin desteğiyle
											Haiti'de geliştirildi.
											İnsancıllığın büyük etki göstermesi için kullanılan
											kullanıcı dostu bir teknoloji.
											Teknoloji dönüşümlüdür.
											Gelişen dünyadaki
											yurttaşlar ve topluluklar
											kendi toplumlarında teknolojiyi;
											değişimi, pozitif yönde bir değişimi
											getirmelerine olanak sağlaması için kullanıyorlar.
											Sıradan insanlar,
											paylaşmanın sosyal gücüyle pekiştirilmiş olarak
											eski analog
											denetleme ve yönetim sistemlerine
											meydan okuyorlar.
									","
											El sistema TERA
											se desarrolló desde Haití
											con el apoyo de ingenieros de la región.
											Es una tecnología fácil de manejar
											que se ha usado eficazmente para el bien de la humanidad.
											La tecnología es transformacional.
											En los países en vías de desarrollo
											los ciudadanos y las comunidades
											usan la tecnología
											para poder lograr el cambio, un cambio positivo
											en sus propias comunidades.
											La gente común se ha fortalecido
											gracias al poder del intercambio social
											y está desafiando los viejos modelos,
											los viejos modelos analógicos
											de comando y control.
									","
											O sistema ARET
											foi desenvolvido a partir do Haiti
											com o suporte de engenheiros na região.
											É uma tecnologia apropriada para todos os utlizadores
											que foi usada para bem humanitário com grande efeito.
											A tecnologia é transformadora.
											Por todo o mundo em desenvolvimento,
											cidadãos e comunidades
											estão a usar tecnologia
											para os possibilitar a trazer mudança, mudança positiva,
											nas suas próprias comunidades.
											A base foi fortalecida
											através do poder social de partilha
											e estão a desafiar os modelos antigos,
											os antigos modelos analógicos
											de controlo e comando.
									","
											Le système TERA
											a été développé depuis Haïti
											avec le soutien d'ingénieurs dans la région.
											Il s'agit d'une technologie appropriée à l'utilisateur
											qui a été utilisée pour un bien humanitaire à grand effet.
											La technologie est transformationnelle.
											A travers le monde en développement,
											les citoyens et les communautés
											utilisent la technologie
											afin de leur permettre d'apporter des changements, des changements positifs,
											dans leurs propres communautés.
											Les gens ordinaires ont été été renforcés
											grâce à la puissance sociale du partage
											et ils remettent en question les anciens modèles,
											les anciens modèles analogiques
											de contrôle et de commande.
									","
											Das TERA-System
											wurde in Haiti
											mithilfe ansässiger Ingenieure entwickelt.
											Es verfügt über eine nutzergerechte Technologie,
											die für humanitäre Hilfe effektiv eingesetzt werden konnte.
											Technologie ist veränderlich.
											In allen Entwicklungsländern
											nutzen die Bürger und Gemeinden
											Technologien,
											um positive Veränderung in ihren Gemeinden
											herbeizuführen.
											Die Bewegung ist durch die soziale Macht
											der gemeinsamen Nutzung gestärkt worden
											und fordert die alten Modelle heraus –
											die alten analogen Modelle
											der Kontrolle und Führung.
									",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
","
","
","
","
","
",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
											One illustration of the transformational power of technology
											is in Kibera.
											Kibera is one of Africa's largest slums.
											It's on the outskirts of Nairobi,
											the capital city of Kenya.
											It's home to an unknown number of people —
											some say between 250,000
											and 1.2 million.
											If you were to arrive in Nairobi today
											and pick up a tourist map,
											Kibera is represented
											as a lush, green national park
											devoid of human settlement.
									","
											Teknolojinin dönüşümsel gücünün
											bir örneği de Kibera'da.
											Kibera Afrika'nın en büyük fakir semtlerinden biri.
											Kenya'nın başkenti
											Nairobi'nin varoşlarında.
											Meçhul sayıda insana ev sahipliği yapıyor —
											kimisi bu sayının 250.000 ile
											1,2 milyon arasında olduğunu söylüyor.
											Eğer bugün Nairobi'ye ulaşıp
											bir turist haritası alırsanız görürsünüz;
											Kibera, insan yerleşiminden yoksun
											yeşil bir ulusal park
											olarak gösteriliyor.
									","
											Un ejemplo del poder transformador de la tecnología
											se encuentra en Kibera,
											uno de los barrios marginales más grandes de África.
											Está a las afueras de Nairobi,
											la capital de Kenia.
											Es el hogar de un indefinido número de personas,
											algunos dicen entre 250.000
											y 1,2 millones.
											Si Uds. llegaran hoy a Nairobi
											y miraran un mapa turístico,
											Kibera está representado
											como un frondoso parque nacional
											desprovisto de asentamiento humano.
									","
											Uma ilustração do poder transformador da tecnologia
											está na Kibera.
											Kibera é uma das maiores favelas de África.
											É nos arredores de Nairobi,
											a cidade capital do Kenya.
											é a casa de um número desconhecido de pessoas —
											alguns dizem entre 250.000
											e 1.2 milhões.
											Se chegar hoje a Nairobi
											e olhar para um mapa turístico,
											Kibera está representada
											como um exuberante, parque nacional verde
											desprovido de habitação humana.
									","
											Une illustration de la puissance de transformation de la technologie
											se trouve à Kibera.
											Kibera est un des plus grands bidonvilles d'Afrique.
											C'est à la périphérie de Nairobi,
											la capitale du Kenya.
											C'est là que vivent un nombre inconnu de gens -
											certains disent entre 250.000
											et 1,2 millions.
											Si vous deviez arriver aujourd'hui à Nairobi
											et prendre une carte touristique,
											Kibera est représenté
											comme un du parc national verdoyant
											vide d'implantation humaine.
									","
											Eine Veranschaulichung für die transformative Macht der Technologie
											findet sich in Kibera.
											Kibera eines der größten Armutsviertel in Afrika.
											Es liegt am Rande Nairobis,
											der Hauptstadt von Kenia.
											Es ist nicht bekannt, wie viele Menschen dort wohnen;
											manche schätzen zwischen 250 000
											und 1,2 Millionen.
											Wenn Sie heute in Nairobi ankämen
											und auf einer Ausflugskarte nachschauen würden,
											ist Kibera darauf
											als ein üppig grüner Nationalpark dargstellt,
											ohne Siedlungen von Menschen.
									",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
","
","
","
","
","
",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
											Young people living in Kibera
											in their community,
											with simple handheld devices,
											GPS handheld devices and SMS-enabled mobile phones,
											have literally put themselves on the map.
											They have collated crowd-sourced data
											and rendered the invisible visible.
											People like Josh and Steve
											are continuing to layer information upon information,
											real-time information, Tweet it and text it onto these maps
											for all to use.
											You can find out about the latest impromptu music session.
											You can find out about the latest security incident.
											You can find out about places of worship.
											You can find out about the health centers.
											You can feel the dynamism
											of this living, breathing community.
											They also have their own news network on YouTube
											with 36,000 viewers at the moment.
									","
											Kibera'da yaşayan topluluk içerisinde
											basit avuçiçi cihazlara,
											GPS özellikli cihazlara
											ve SMS atılabilen cep telefonlarına sahip genç nüfus
											kendilerini harfi harfine haritaya yerleştiriyorlar.
											Kalabalığın oluşturduğu verileri birleştirip
											görünmezi görünüz kılıyorlar.
											Josh ve Steve gibi insanlar
											herkesin kullanımı için
											bilgi üstüne bilgi eklemeye, gerçek zamanlı bilgiler vermeye,
											tweetlemeye ve bunları haritalara koymaya devam ediyorlar.
											En yeni doğaçlama müzik oturumu hakkında bilgi alabilirsiniz.
											En son güvenlik olayları hakkında bilgi bulabilirsiniz.
											İbadet edecek yerler hakkında bilgiye ulaşabilirsiniz.
											Sağlık merkezleri hakkında bilgilere erişebilirsiniz.
											Bu yaşayan, nefes alan topluluğun
											dinamizmini hissedebilirsiniz.
											Ayrıca şu anda YouTube üzerinde 36.000 izleyicisi bulunan
											kendi haber ağlarına da sahipler.
									","
											Los jóvenes de Kibera
											en su comunidad,
											con simples dispositivos portátiles
											como GPS y teléfonos celulares con servicio SMS,
											literalmente se colocaron en el mapa.
											Recogieron datos colectivos
											e hicieron visible lo invisible.
											Gente como Josh y Steve
											siguen proporcionando información sobre información,
											información en tiempo real enviada por Twitter y SMS a estos mapas
											para uso de todos.
											Pueden enterarse acerca de la última sesión de música improvisada.
											Averiguar sobre el incidente de seguridad más reciente.
											Encontrar información sobre los lugares de culto.
											Obtener información sobre los centros de salud.
											Se puede sentir el dinamismo
											de esta comunidad que vive y respira.
											También tienen su propia red de noticias en YouTube
											con 36.000 visualizaciones hasta el momento.
									","
											Jovens a viver em Kibera
											na sua comunidade,
											com simples dispositivos de mão,
											dispositivos com GPS e telemóveis que enviam SMS,
											puseram-se literalmente no mapa.
											Recolheram dados de uma multidão
											e tornaram o invisível visível.
											Pessoas como o Josh e o Steve
											continuam a inserir informação após informação,
											informação em tempo-real, fazem um Tweet e mandam uma
											mensagem para estes mapas para todos usarem.
											Pode descobrir sobre a última sessão de música improvisada.
											Pode descobrir sobre o último incidente de segurança.
											Pode descobrir sobre lugares de adoração.
											Pode descobrir sobre centros de saúde.
											Pode sentir o dinamismo
											desta comunidade de carne e osso.
											Eles têm também a sua própria rede de notícias no YouTube
											com 36.000 espectadores neste momento.
									","
											Les jeunes qui vivent à Kibera
											dans leur communauté,
											avec de simples appareils portables,
											des GPS autonomes et des téléphones mobiles qui envoient des SMS,
											se sont littéralement positionnés sur la carte.
											Ils ont rassemblé des données de sources en crowd-sourcing
											et rendu visible l'invisible.
											Des gens comme Josh et Steve
											continuent à empiler le informations,
											des informations en temps réel, ils l'envoient par tweet et sms sur ces cartes
											pour que tout le monde s'en serve.
											Vous pouvez en savoir plus sur la dernière session de musique improvisée.
											Vous pouvez en savoir plus sur le dernier incident de sécurité.
											Vous pouvez vous renseigner sur les lieux de culte.
											Vous pouvez vous renseigner sur les centres de santé.
											Vous pouvez sentir le dynamisme
											de cette communauté qui vit et qui respire.
											Ils ont aussi leur propre réseau de nouvelles sur YouTube
											avec 36 000 visiteurs en ce moment.
									","
											Junge Leute, die in Kibera
											in ihren Gemeinden leben,
											haben sich mit einfachen tragbaren Geräten,
											wie tragbare GPS- und SMS-fähige Geräte,
											quasi selbst auf die Landkarte gebracht.
											Sie vereinten die von Nutzern zusammengetragenen Informationen
											und machten das Unsichtbare sichtbar.
											Menschen wie Josh und Steve
											legen weiter Informationen übereinander,
											Echtzeit-Informationen, twittern sie dann und speichern sie in diesen Karten,
											für alle zugänglich.
											Sie können sich über eine spontane Musikveranstaltung informieren
											oder über den neuesten Sicherheitsvorfall.
											Sie können sich über religiöse Stätten informieren,
											oder über medizinische Versorgungszentren.
											Man kann die Dynamik
											dieser belebten und pulsierenden Gemeinschaft spüren.
											Sie haben auch einen eigenen Nachrichtensender auf YouTube
											mit 36 000 Zuschauern im Moment.
									",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
","
","
","
","
","
",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
											They're showing us what can be done
											with mobile, digital technologies.
											They're showing that the magic of technology
											can bring the invisible visible.
											And they are giving a voice to themselves.
											They are telling their own story,
											bypassing the official narrative.
									","
											Bize mobil, dijital teknolojiyle
											nelerin yapılabileceğini gösteriyorlar.
											Bize teknoloji sihrinin
											görünmezi görünür kılabileceğini gösteriyorlar.
											Ve böylece kendilerini ifade ediyorlar.
											Resmi öykülerini es geçip,
											bize kendi hikayelerini anlatıyorlar.
									","
											Nos muestran lo que se puede hacer
											con las tecnologías móviles digitales.
											Están mostrando que la magia de la tecnología
											puede hacer visible lo invisible.
											Y se están dando voz.
											Están contando su propia historia
											por encima de la versión oficial.
									","
											Estão a mostrar-nos o que pode ser feito
											com tecnologias móveis e digitais.
											Estão a mostrar que a magia da tecnologia
											pode tornar o invisível visível.
											E estão a dar uma voz a eles próprios.
											Estão a contar a sua própria história,
											ignoranto a narrativa oficial.
									","
											Ils nous montrant ce qui peut être fait
											avec les technologies numériques mobiles.
											Ils montrent que la magie de la technologie
											peut rendre visible l'invisible.
											Et ils se donnent une voix à eux-mêmes.
											Ils racontent leur propre histoire,
											sans passer par le récit officiel.
									","
											Sie führen uns vor, was mit
											mobiler, digitaler Techonologie erreicht werden kann.
											Sie zeigen uns, dass mit dem Zauber der Technologie
											das Unsichtbare sichtbar gemacht werden kann.
											Und sie geben sich selbst eine Stimme.
											Sie erzählen ihre eigene Geschichte,
											vorbei an der offiziellen Version.
									",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
","
","
","
","
","
",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
											And we're seeing from all points on the globe similar stories.
											In Mongolia for instance,
											where 30 percent of the people are nomadic,
											SMS information systems are being used
											to track migration and weather patterns.
											SMS is even used
											to hold herder summits
											from remote participation.
											And if people are migrating
											into urban, unfamiliar, concrete environments,
											they can also be helped in anticipation
											with social supporters ready and waiting for them
											based on SMS knowledge.
											In Nigeria,
											open-source SMS tools
											are being used by the Red Cross community workers
											to gather information from the local community
											in an attempt to better understand and mitigate
											the prevalence of malaria.
											My colleague, Jason Peat, who runs this program,
											tells me it's 10 times faster and 10 times cheaper
											than the traditional way of doing things.
									","
											Ve biz de dünya üzerinde her yerde benzer öykülerle karşılaşıyoruz.
											Mesela halkın yüzde 30'unun göçebe olduğu
											Moğolistan'da,
											göç ve hava durumlarını takip etmek için
											SMS bilgi sistemleri kullanılıyor.
											SMS
											çobanların uzaktan katılımlı
											toplantılar düzenlemesi için bile kullanılıyor.
											Ve eğer insanlar
											şehre, tanıdık olmayan, betonarme yapılarla dolu bir çevreye
											göç ediyor olsalar dahi, SMS bilgilerine dayanarak,
											sosyal destek vermeye hazır ve onları bekleyen insanlar tarafından
											yardım alabiliyorlar.
											Nijerya'da,
											açık-kaynaklı SMS araçları
											Kızıl Haç kamu personeli tarafından
											yerel toplumda sıtmaya yakalanan insanların sayısını
											daha iyi kavramak ve bu sayıyı düşürme amaçlı olarak
											bilgi toplamak için kullanılıyor.
											Bu programı yürüten meslektaşım, Jason Peat,
											bu yöntemin, geleneksel yöntemden
											10 katı hızlı ve 10 katı ucuz olduğunu söylüyor.
									","
											Y desde cualquier lugar del mundo vemos historias similares.
											En Mongolia, por ejemplo,
											donde el 30% de la gente es nómada,
											los sistemas de información SMS se usan
											para seguir las migraciones y los patrones climáticos.
											También se usan
											para celebrar reuniones de pastores
											a través de la participación a distancia.
											Y si las personas emigran
											hacia zonas urbanas desconocidas,
											también pueden ser previamente asistidas
											con apoyos sociales preparados para ayudarlos
											gracias a los conocimientos SMS.
											En Nigeria,
											herramientas SMS de código abierto
											se usan por los trabajadores comunitarios de la Cruz Roja
											para recabar información de la comunidad local
											en un intento por comprender mejor y mitigar
											la prevalencia de la malaria.
											Mi colega Jason Peat, quien dirige este programa,
											me dice que es 10 veces más rápido y barato
											que la forma tradicional de hacer las cosas.
									","
											E estamos a ver histórias similares por todos os pontos do mundo.
											Na Mongolia por exemplo,
											onde 30% das pessoas são nómadas,
											sistemas de informação de SMS estão a ser usados
											para seguir a migração e os padróes climáticos.
											SMS são usadas até
											para realizar cimeiras de pastores
											através de participação remota.
											E se as pessoas estão a migrar
											parra ambientes concretos, não familiares e urbanos,
											também podem ser ajudadas antecipadamente
											com suporte social pronto e à sua espera
											baseado em conhecimento trazido por SMS.
											Na Nigeria,
											ferramentas ""open-source"" de SMS
											estão a ser usadas pela comunidade de trabalhadores da Cruz Vermelha
											para recolher informação da comunidade local
											numa tentativa de perceber melhor e atenuar
											a prevalência da malaria.
											O meu colega Jason Peat, que está encarregue deste programa,
											diz-me que é 10 vezes mais rápido e 10 vezes mais barato
											que o modo tradicional de fazer as coisas.
									","
											Et nous voyons sur les histoires similaires de tous les points du globe
											En Mongolie, par exemple,
											où 30 pour cent de la population sont des nomades,
											on utilise les systèmes d'information par SMS
											pour suivre les migrations et les modèles climatiques.
											On utilise même les SMS
											pour organiser des sommets d'éleveurs
											avec participation à distance.
											Et si les gens migrent
											en milieu urbain, inconnus, de béton,
											ils peuvent aussi être aidés à l'avance
											avec des assistants sociaux prêts pour eux et qui les attendent
											sur la base de connaissances SMS.
											Au Nigeria,
											des outils SMS open-source
											sont utilisés par les travailleurs communautaires de la Croix-Rouge
											pour recueillir des informations auprès de la communauté locale
											pour tenter de mieux comprendre et d'atténuer
											la prévalence du paludisme.
											Mon collègue, Jason Peat, qui dirige ce programme,
											me dit que c'est 10 fois plus rapide et 10 fois moins cher
											que la manière traditionnelle de faire les choses.
									","
											Und wir erfahren von ähnlichen Geschichten weltweit.
											In der Mongolei, zum Beispiel,
											wo 30 % der Menschen Nomaden sind,
											werden SMS-Informationssysteme verwendet,
											um Muster in der Migration und im Wetter zu verfolgen.
											SMS werden sogar verwendet,
											um Treffen mit Hirten
											an entlegenen Orten abzuhalten.
											Ziehen Menschen
											in eine urbane, unbekannte, stark bebaute Umgebung um,
											kann ihnen schon im Voraus geholfen werden,
											durch Sozialarbeiter, die dank Informationen per SMS
											vorbereitet sind und auf sie warten.
											In Nigeria
											werden Open-Source-SMS-Programme
											von Sozialarbeitern des Roten Kreuzes verwendet,
											um Informationen von örtlichen Gemeinden zusammenzutragen,
											um die Verbreitung von Malaria
											besser nachzuvollziehen und zu entschärfen.
											Mein Kollege Jason Peat, der dieses Programm leitet,
											hat mir erklärt, dass dies zehnmal schneller und billiger ist,
											als die herkömmlichen Methoden.
									",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
","
","
","
","
","
",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
