es,tr,de,title,speaker,duration,tags
"
","
","
",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
											(Música)
									","
											Herkes denizi etkiler, denizden etkilenir.
											Çocukken hayal ettiğim el değmemiş
											denizleri bulmak gittikçe zorlaşıyor.
											Bu denizler gittikçe azalıyor ve
											daha fazla tehdit altındalar.
											İnsanlar ana rolü olan öncü yırtıcılığa
											devam ederken bu dalga etkilerinin
											birçoğuna tanık olup fotoğrafladım.
											Uzun süre, insanların alakasızlıklarını
											fotoğraflarla göstermeliyim diye düşündüm.
											Bu yaklaşımın olumlu yönleri var ama
											başladığım noktaya geri geldim.
											Değişim yaratmanın en iyi yolunun
											sevgi aşılamak olduğuna inanıyorum.
											Sanırım bir çeşit çöpçatanım ve
											bir fotoğrafçı olarak
											okyanusun altında saklanan hayvanları
											ve tüm ekosistemleri açığa çıkarma
											fırsatım var.
											Bir şeyin var olduğunu bilmeden bir şeyi
											sevemezsiniz ve kahramanı olamazsınız.
											Bunu çözen de koruma fotoğrafçılığıdır.
									","
											(Musik)
									",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
","
","
",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
											He visitado cientos de sitios marinos
											pero hay una media docena de ellos
											que me conmovieron profundamente, 
de una manera increíble.
											La primera vez que experimenté
este tipo de sentimiento
											fue a los 10 años,
											en la costa salvaje
y agreste de Sudáfrica.
											Cada año, en junio y julio,
											enormes cardúmenes
de sardinas viajan al norte,
											en una migración masiva
que llamamos el Camino de las sardinas.
											Les aseguro que tienen
buenas razones para huir.
											En una búsqueda loca hay muchos
depredadores ágiles y hambrientos.
											Los delfines cazan juntos
											y pueden separar parte de las sardinas
del cardúmen principal
											creando bolas de cebo.
											Guían a los peces y los atrapan
contra la superficie marina,
											para después hacer la cena
											con este festín pulsante y móvil.
											Justo detrás vienen los tiburones.
											Mucha gente cree
											que los tiburones y los delfines
son enemigos mortales,
											sin embargo, durante
el Camino de las sardinas, coexisten.
											De hecho, los delfines ayudan a los
tiburones a comer de manera más eficaz.
											Sin los delfines, las bolas
de cebo están más dispersas
											y a menudo los tiburones acaban
											con lo que yo llamo 
una sardina 'rosquilla',
											o un trago de agua.
											Aunque he sido testigo de momentos tensos
											admirando los tiburones
en el Camino de las sardinas,
											sé que no me ven como presa.
											Aun así, me impartieron 
unos cuantos golpes de cola
											como a cualquier otro invitado
a este banquete tan alborotado.
									","
											(Müzik)
									","
											Ich habe hunderte Orte im Ozean besucht,
											doch es gibt ein paar darunter,
											die mich unglaublich tief berührt haben.
											Das erste Mal, dass ich 
diese Art Hochgefühl erlebt habe,
											ist etwa 10 Jahre her,
											vor der schroffen,
wilden Küste Südafrikas.
											Jedes Jahr im Juni und Juli
											wandern riesige Sardinenschwärme 
Richtung Norden
											in einer Massenwanderung,
Sardinenwanderung genannt.
											Sie haben auch allen Grund abzuhauen.
											Sie werden von Horden hungriger, 
wendiger Raubtiere verfolgt.
											Delfine der Gattung Delphinus 
jagen gemeinsam.
											Sie trennen einige Sardinen vom Schwarm
											und treiben sie zusammen,
hoch an die Oberfläche
											wie in eine Falle.
											Und dann rauschen sie hinein
											und genießen dieses pulsierende Festmahl.
											Dicht dahinter sind Haie.
											Die meisten Menschen glauben,
											dass Haie und Delfine Todfeinde sind,
											aber während der Wanderung
koexistieren sie sogar.
											Tatsächlich helfen Delfine den Haien,
effektiver fressen zu können.
											Ohne die Delfine sind die vom Schwarm 
getrennten Fische weiter verstreut
											und die Haie enden meistens 
mit einem „Sardinendonut"":
											einem Maul voll Wasser.
											Da ich bei dieser Wanderung
											aufregende Begegnungen mit Haien hatte,
											weiß ich, dass sie mich nicht 
als Beute betrachten.
											Im Gegenteil, ich werde bei diesem 
Rüpel-Bankett wie jeder andere Gast auch
											einfach angerempelt und 
mit der Schwanzflosse geohrfeigt.
									",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
","
","
",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
											Desde las costas de África
viajamos hacia el este
											a través de la inmensidad
del Océano Índico hacia las Maldivas,
											un archipiélago de islas de coral.
											Durante la tormenta
del monzón del suroeste,
											las mantas de todo el archipiélago
											se congregan en un pequeño lugar
en el atolón de Baa, llamado Hanifaru.
											Ejércitos de crustáceos,
no más grandes que sus pupilas
											son el plato principal
de la dieta de las mantas.
											Cuando la cantidad de plancton
se vuelve irregular,
											las mantas buscan alimento
											dando volteretas una y otra vez,
											como los perros que persiguen su cola.
									","
											Yüzlerce kıyı mekânı keşfettim ama
											beni derinden etkileyen
											yalnızca bir avuç deniz manzarası var.
											Böylesi bir deneyimi ilk kez
											yaklaşık 10 yıl önce engebeli,
											vahşi Güney Afrika kıyılarında yaşadım.
											Her Haziran ve Temmuz'da
											devasa sardalya sürüleri Sardalya Koşusu
											dediğimiz kuzey göçünü gerçekleştirir.
											Balıkların kaçmak için iyi sebepleri var.
											Zira aç ve çevik birçok avcı peşlerinde.
											Yunus balıkları beraber avlanırlar
											ve bazı sardalyaları sürüden ayırabilirler
											ve yem topları oluştururlar.
											Balıkları yüzeye sürüp sıkıştırır ve
											bu hareketli ziyafeti yemek için
											akın ederler.
											Yunusları köpek balıkları takip eder.
											Çoğu kişi köpek balığı
											ve yunusların ölümcül düşmanlar 
olduğunu düşünür.
											Ama Sardalya Koşusu'nda bir aradalardır.
											Yunuslar köpek balıklarına yardım ederler.
											Yunuslar yem toplarını bir arada tutar.
											Köpek balıkları sıklıkla sardalya çöreğini
											alır ya da ağzı boş döner.
											Bu sırada köpek balıklarının yanındayken
											beni av olarak görmediklerini bilirim.
											Ancak bu kavgalı ziyafet sırasında herkes
											gibi çarpma ve vurmalara maruz kalıyorum.
											Afrika kıyılarından doğuya 
Hint Okyanusu'na
											oradan da mercan adalarıyla kaplı
											Maldivler'e gidiyoruz.
											Fırtınalı güneybatı musonu boyunca
											adalardan gelen vatozlar Baa atolündeki
											Hanifaru denilen küçük noktaya giderler.
											Gözbebeğinden büyük olmayan
											kabuklu hayvan orduları, vatozların
											temel yiyecek kaynağıdır.
											Plankton toplulukları seyrekleştiğinde
											vatozlar yalnız beslenir
											ve kuyruğunu kovalayan köpek yavrusu gibi
											ters takla atar dururlar.
									","
											Von den Küsten Afrikas reisen wir östlich
											über die Weite des Indischen Ozeans
											zu den Malediven, 
einem Archipel von Koralleninseln.
											Während des stürmischen 
Südwest-Monsuns
											wandern Mantarochen von
überall aus dem Archipel
											zu dem kleinen Fleckchen 
namens Hanifaru in Baa.
											Ganze Armeen von Krebstieren,
											oft nicht größer als die eigene Pupille,
											sind die Hauptnahrung der Mantarochen.
											Wenn das Plankton 
unregelmäßig verteilt ist,
											fressen Mantarochen allein
											und sie schwimmen Rückwärtssaltos, 
immer wieder,
											fast wie Welpen, die ihren 
eigenen Schwanz fangen wollen.
									",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
","
","
",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
											(Música)
									","
											(Müzik)
									","
											(Musik)
									",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
","
","
",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
											Pero cuando la densidad
del plancton aumenta,
											las mantas se alinean una tras otra
formando largas cadenas de comida
											y cualquier bocado apetitoso que se escape
a la primera o segunda manta
											será tragada seguramente
por las siguientes en la fila.
											Cuando el plancton se encuentra
en abundancia en la bahía
											las mantas nadan
muy cerca unas de otras
											en un patrón único llamado
""la alimentación ciclónica"".
											Y mientras giran en formación cerrada,
											esta gran columna de mantas
que se está formando
											crea su vórtice, absorbiendo
y empujando el plancton
											directamente hacia sus bocas cavernosas.
											La experiencia de bucear
junto a cientos de rayas
											es sin duda inolvidable.
									","
											Ancak plankton yoğunluğu arttığında
											vatozlar sıralanır, uzun beslenme
											zincirleri oluşturur ve kaçan her lokma
											sonraki vatoz tarafından yutulur.
											Plankton seviyeleri körfezde yükselince
											Siklon beslenme denilen bir hâle girip
											birbirlerine çok yakın yüzerler.
											Sıkı düzende dönen
											bu çok basamaklı vatoz topluluğu,
											kendi girdabını oluşturur, bu planktonları
											büyük ağızlarına çekerler.
											Yüzlerce vatozun arasında dalmak
											gerçekten unutulmaz bir deneyim.
									","
											Doch wenn die Planktondichte größer ist,
											reihen sich die Mantas hintereinander auf
und formen diese langen Fressketten
											und jeder kleine Happen, der dem ersten 
oder zweiten Manta entwischt,
											wird ganz sicher vom nächsten 
oder übernächsten gefressen.
											Wenn die Planktondichte 
in der Bucht am höchsten ist,
											schwimmen die Mantas 
immer enger beieinander
											und zeigen ein Verhalten,
das „Cyclone Feeding"" genannt wird.
											Während sie in dieser 
engen Formation schwimmen,
											bilden sie einen eigenen Strudel,
der das Plankton ansaugt
											und es den Mantas direkt ins 
geöffnete Maul schwemmt.
											Die Erfahrung, mit so vielen
hundert Rochen zu tauchen,
											ist wirklich unvergesslich.
									",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
","
","
",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
											(Música)
									","
											(Müzik)
									","
											(Musik)
									",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
","
","
",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
											Cuando fotografíe
Hanifaru por primera vez,
											el lugar no estaba protegido
											y estaba amenazado por el desarrollo.
											En colaboración con ONGs
como Manta Trust
											mis imágenes ayudaron a Hanifaru
											a convertirse
en un área marina protegida.
											Los pescadores de las islas vecinas
											solían cazar estas mantas
											para hacer tambores
tradicionales con su piel.
											Hoy en día son los defensores
más vehementes de su conservación
											y las mantas contribuyen
a la economía de las Maldivas
											con más de USD 8 millones al año.
									","
											Hanifaru'yu ilk fotoğrafladığımda
											bölgede koruma yoktu ve bölge
											gelişim tarafından tehdit ediliyordu.
											Manta Trust gibi STÖ'lerle işbirliği ile
											fotoğraflarım sonunda Hanifaru'nun
											koruma bölgesi olmasına yardım etti.
											Eskiden, komşu adalardan gelen balıkçılar
											derilerinden geleneksel davul
											yapmak için vatozları avlıyorlardı;
											bugün ise en çok onlar korumacılığı
											üstleniyor ve Maldiv ekonomisi vatozlar
											sayesinde her yıl 
8 milyon dolar kazanıyor.
									","
											Als ich das erste Mal 
Hanifaru fotografierte,
											war dieser Ort nicht geschützt,
sondern bedroht von der Entwicklung.
											Da ich mit NGOs wie „Manta Trust"" arbeite,
											halfen meine Bilder schließlich,
											Hanifaru zu einem Schutzgebiet zu machen.
											Fischer von den Nachbarinseln
											jagten einst diese Mantarochen,
											um aus ihrer Haut 
traditionelle Trommeln herzustellen.
											Heute sind sie Naturschützer 
aus Leidenschaft.
											Mantarochen bringen
der maledivischen Wirtschaft
											jedes Jahr 8 Mio. Dollar ein.
									",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
","
","
",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
											Siempre quise viajar en el tiempo
											a la época en la que los mapas
no estan todavía dibujados
											o si lo estaban, decían:
""Debe haber dragones"".
											Hoy en día, lo más parecido a eso
es visitar los atolones lejanos
											al oeste del Océano Índico.
											Lejos de las zonas de pesca
y las flotas pesqueras,
											bucear en estas aguas revela
un mundo conmovedor
											como recuerdo del aspecto
que tenía nuestros océanos.
									","
											Haritaların neredeyse boş olduğu ya da
											ejderhaların olduğu düşünülen
											dönemlere gitmek istemişimdir.
											En yaklaştığım şey, Hint Okyanusu'ndaki
											mercan adalarını ziyaret etmek.
											Nakliye rotası ve balıkçılık filolarından
											uzakta denizlere dalmak, okyanuslarımızın
											eskiden nasıl göründüğünü anımsatır.
									","
											Ich wollte schon immer
in der Zeit zurück reisen,
											in eine Ära, als Landkarten 
größtenteils leer waren
											oder auf denen stand: „Dort sind Drachen"".
											Heute sind Besuche auf
abgelegenen Atollen im West-Indik das,
											was diesem Traum am nächsten kommt.
											Weit weg von Schifffahrtsrouten
und Fischereiflotten
											ist das Tauchen eine
schmerzliche Erinnerung daran,
											wie unsere Ozeane einst aussahen.
									",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
","
","
",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
											Muy pocas personas han oído hablar
de Bassas da India,
											un pequeño parche de coral
en el canal de Mozambique.
											El arrecife forma
una barrera protectora externa
											para la laguna interior,
											un vivero para los tiburones de Galápagos.
											Estos tiburones no son nada tímidos,
incluso durante el día.
											Tenía la sensación de que iban
a ser aún más audaces
											y más abundantes por la noche.
									","
											Çok az insan, Mozambik Kanalı'ndaki mercan
											zerresi olan Bassas da India'yı duymuştur.
											Galapagos köpek balıkları için buranın
											resif yapıları dış koruyucu bariyer ve
											içteki lagün ise bakımevidir.
											Bu köpek balıkları gün boyu 
çekingen değildir.
											Geceleri daha cesur ve verimli oldukları
											yönünde önsezilerim var.
									","
											Nur wenige Leute haben
von den Bassas da India gehört,
											einem kleinen Atoll im Mosambik-Kanal.
											Seine Riffe formen eine 
schützende äußere Grenze
											und die Lagune darin ist eine Kinderstube
											für Galapagoshaie.
											Diese Haie sind alles andere
als scheu, sogar tagsüber.
											Ich habe schon irgendwie geahnt,
											dass nachts noch mehr kommen
und sie noch frecher sind.
									",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
","
","
",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
											(Música)
									","
											(Müzik)
									","
											(Musik)
									",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
","
","
",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
											Nunca había visto
											tantos tiburones en un solo
afloramiento rocoso de coral.
											Grabar y compartir momentos como estos
											me recuerda por qué elegí mi profesión.
									","
											Daha önce hiçbir mercan yükseltisinde
											bir grup köpek balığına rastlamadım.
											Böyle anlar yakalamak ve paylaşmak,
											bana neden bu yolu seçtiğimi hatırlatır.
									","
											Nie zuvor bin ich so vielen Haien
an einer einzigen Korallenbank begegnet.
											Solche Momente festzuhalten und zu teilen,
											erinnert mich daran,
warum ich diesen Weg gegangen bin.
									",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
","
","
",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
											A principios de este año,
											la revista National Geographic
me asignó un trabajo
											en Baja California.
											A medio camino de la península,
por el lado del Pacífico
											se encuentra la laguna de San Ignacio
											un área importante
de cría para la ballena gris.
											Durante 100 años, esta costa fue
el escenario de una masacre al por mayor
											donde fueron asesinadas
más de 20 000 ballenas grises,
											con solo unos cientos de supervivientes.
											Hoy en día, los descendientes
de estas ballenas
											animan a los jóvenes a salir a la superficie
											para jugar e interactuar con nosotros.
									","
											Bu yılın başında, Baja Kaliforniya'da
											National Geographic Dergisi'nde 
görevdeydim.
											Pasifik tarafındaki yarımadanın ortasında,
											boz balinaların üreme alanı
											olan San Ignacio lagünü bulunur.
											100 yıl içinde bu kıyı 
20.000 boz balinanın
											öldürüldüğü, sadece birkaç yüz tanesinin
											kurtulduğu toplu katliama tanık oldu.
											Bugün, bu balinalardan sonra gelenler
											bizimle oynamak ve iletişim kurmak
											için yüzeye çocuklarını itiyorlar.
									","
											Dieses Jahr hatte ich
einen Auftrag in Baja California
											für das National Geographic Magazin.
											Etwa in der Mitte der Halbinsel
auf der pazifischen Seite
											liegt die Lagune San Ignacio,
											ein wichtiger Ort für Grauwale zum Kalben.
											100 Jahre lang wurden hier in großem Stil
											mehr als 20.000 Grauwale
gefangen und getötet,
											sodass nur noch
ein paar Hundert überlebten.
											Heute stupsen die Nachfahren dieser Wale
											ihre Jungen an die Oberfläche,
											damit sie mit uns spielen
und sogar interagieren.
									",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
"
","
","
",Dive into an ocean photographer's world,Thomas Peschak,10:10,"adventure,biodiversity,beauty,animals,curiosity,conservation,environment,fish,exploration,global issues,future,nature,mission blue,photography,sustainability,water,oceans,science and art,ecology,marine biology"
