tr,fr,de,title,speaker,duration,tags
"
","
","
",For argument's sake,Daniel H. Cohen,9:35,"TEDx,culture,language,philosophy"
"
											Ama ikinci bir model var: Kanıtlarla tartışma.
											Bir matematikçinin tartışmasını düşünün.
											İşte benim argümanlarım. İşe yarar mı? İyi mi?
											Önermeler sağlam mı? Çıkarımlar geçerli mi?
											Sonuç önermeyi destekliyor mu?
											Muhalefet yok, mücadele yok,
											karşıt görüşlü hiçbir argümana gerek yok.
									","
											Mais il y a un deuxième modèle pour débattre :
les arguments comme preuves.
											Pensez à l'argument d'un mathématicien.
											Voici mon argumentaire.
Cela fonctionne-t-il ? Est-ce bon ?
											Les propositions sont-elles justifiées ?
Les inférences sont-elles valides ?
											La conclusion découle bien des propositions ?
											Aucune opposition, aucune contradiction,
											pas nécessairement d'argumentation
dans le sens contradictoire.
									","
											Aber es gibt noch ein zweites Streitmodell: 
Streitgespräche mit Argumentation.
											Denken Sie an ein Streitgespräch 
unter Mathematikern.
											Hier ist mein Argument. 
Ist es haltbar? Ist es gut?
											Sind die Prämissen gerechtfertigt? 
Sind die Folgerungen stichhaltig?
											Folgt der Rückschluss logisch 
auf die Prämissen?
											Kein Widerspruch, kein Gegensatz,
											nicht unbedingt ein Streitgespräch 
im gegnerischen Sinn.
									",For argument's sake,Daniel H. Cohen,9:35,"TEDx,culture,language,philosophy"
"
","
","
",For argument's sake,Daniel H. Cohen,9:35,"TEDx,culture,language,philosophy"
"
											Akılda bulunması gereken üçüncü model,
											çok faydalı olduğunu düşündüğüm,
											gösteri olarak tartışmak,
											seyirci önünde tartışmak.
											Seyirciyi bir şeye ikna etmeye çalışan
											bir politikacıyı düşünebiliriz.
											Bu modelin oldukça önemli olduğunu düşündüğüm bir parçası daha var:
											seyircilerin önünde tartıştığımızda,
											bazen seyirci argümanda daha katılımcı bir role sahiptir,
											yani davayı yargılayıp karar veren jüri önünde
											tartışma yapmak gibi.
											Buna retorik model diyelim,
											argümanınızı bir an önce seyirciye uyarlamalısınız.
											Bilirsiniz, Fransızca konuşan bir seyirci önünde
											sağlam bir argümanı, iyi tartışarak, hoş bir sesle İngilizce sunmak,
											işe yaramayacaktır.
											Yani üç modelimiz var -savaşıyor gibi tartışmak,
											kanıtlarla tartışmak ve gösteride tartışmak,.
									","
											Mais il y a un troisième modèle à garder à l'esprit
											qui, je pense, va être très utile,
											qui sont les débats comme spectacles,
											débattre comme si on était devant un public.
											Nous pouvons penser à un homme politique
tentant de défendre sa position,
											essayant de convaincre
l'auditoire de quelque chose.
											Mais il y a une autre tournure de ce modèle
que je considère vraiment importante,
											à savoir que lorsque nous plaidons devant un public,
											le public a parfois un rôle
plus participatif dans le débat,
											c'est-à-dire que les débats
sont également publics devant des jurys
											qui rendent un jugement et tranchent l'affaire.
											Appelons cela le modèle rhétorique,
											où vous devez adapter votre argumentation
à l'auditoire en question.
											Vous le savez, présenter un argumentaire solide,
											bien justifié, en anglais
devant un auditoire francophone
											ne va tout simplement pas fonctionner.
											Nous avons donc ces modèles
— débat comme un combat,
											débat comme preuve
et débat comme spectacle.
									","
											Aber es gibt noch ein drittes 
beachtenswertes Modell,
											das ich für sehr hilfreich halte,
											und das sind Streitgespräche als Auftritte,
											Debatten vor einem Publikum.
											Denken wir an einen Politiker, 
der versucht, eine Position darzulegen,
											der das Publikum von etwas überzeugen will.
											Aber in dem Modell gibt es einen Aspekt, 
den ich für sehr wichtig erachte,
											nämlich, dass, wenn wir
vor einem Publikum debattieren,
											das Publikum manchmal 
eine aktive Rolle in der Debatte hat,
											das heißt, Debatten sind auch 
Audienzen vor Juroren,
											die ein Urteil fällen 
und über den Fall entscheiden.
											Nennen wir es
""das rhetorische Modell"",
											bei dem man die Debatte an 
das nahe Publikum anpassen muss.
											Eine solide, gut argumentierte, 
anspruchsvolle Debatte auf Englisch
											wird vor einem frankophonen Publikum
											einfach nicht funktionieren.
											Nun haben wir diese Modelle 
– Streit als Krieg,
											Streit als Argumentation 
und Streit als Auftritt (Debatte).
									",For argument's sake,Daniel H. Cohen,9:35,"TEDx,culture,language,philosophy"
"
","
","
",For argument's sake,Daniel H. Cohen,9:35,"TEDx,culture,language,philosophy"
"
											Bu üçü içinde savaşıyor gibi tartışmak baskın olandır.
											O tartışmalar hakkındaki konuşmamızı yönlendirir,
											tartışmalar hakkındaki düşüncelerimizi yönlendirir
											ve bundan dolayı, tartışma biçimimizi şekillendirir,
											tartışmalardaki belirgin davranışımızı.
									","
											Parmi ces trois, le débat comme un combat
est celui qui domine.
											Il domine la manière
selon laquelle nous parlons des débats,
											il domine la façon de penser
à propos des débats,
											et à cause de cela, il façonne
notre manière d'argumenter,
											notre conduite réelle dans les débats.
									","
											Von diesen dreien ist der Streit 
als Krieg das dominanteste.
											Es dominiert, wie wir über Streit reden,
											es dominiert, wie wir über Streit denken,
											und daher prägt es unsere Art zu streiten;
											unser Handeln im Streit.
									",For argument's sake,Daniel H. Cohen,9:35,"TEDx,culture,language,philosophy"
"
","
","
",For argument's sake,Daniel H. Cohen,9:35,"TEDx,culture,language,philosophy"
"
											Şimdi, tartışmalar hakkında konuştuğumuzda,
											evet, fazlaca askeri bir dille konuşuruz.
											Sert tartışmalar isteriz, hani şöyle bol yumruklu olanlardan,
											tam hedefini vuranlardan,
											Tüm savunmalarımız hazır ve tüm stratejilerimiz planlanmış halde olsun isteriz.
											Bitirici tartışmalar isteriz.
											İşte bu yapmak istediğimiz tartışma türüdür.
											Bu tartışmalar hakkında düşünmenin baskın şeklidir.
											Ben tartışmalar hakkında konuştuğum da, bu muhtemelen,
											düşündüğünüz gibi, düşmanca türden.
											Fakat savaş mecazı, savaş ifadesi,
											ya da tartışmalar hakkında düşünme şekli,
											benim düşünceme göre, tartışma biçimimiz üzerinde çirkinleştiren bir etkiye sahip.
									","
											Lorsque nous parlons d'argumentation,
											oui, nous parlons
dans une langue très militariste.
											Nous voulons des débats virils,
des débats avec beaucoup d'énergie,
											des débats qui soient pile dans le sujet.
											Nous voulons avoir nos stratégies
et nos défenses toutes prêtes.
											Nous voulons des débats qui tuent.
											C'est le genre de débat que nous voulons.
											C'est le manière agressive
de penser aux débats.
											Quand je parle des débats,
c'est probablement
											ce à quoi vous pensiez, le modèle accusatoire.
											Mais la métaphore de la guerre,
le paradigme de la guerre
											ou le modèle de penser les débats,
											a, je crois, des effets déformants
sur notre façon de débattre.
									","
											Wenn wir über Streit reden,
											dann reden wir auf sehr militaristische Art.
											Wir wollen stichhaltige, 
schlagfertige Streitgespräche,
											einige Argumente 
gehen am Ziel vorbei.
											Wir wollen eine Abwehr 
und unsere Strategien geordnet wissen.
											Wir wollen ""Killer-Streitgespräche"".
											Das sind die Art Streitgespräche, 
die wir wollen.
											Das ist die dominante Art, 
über Streitgespräche nachzudenken.
											Wenn ich über Streit rede, 
ist es wahrscheinlich das,
											was Sie sich vorgestellt haben, 
das gegnerische Modell.
											Aber die Kriegsmetapher, 
das Kriegsparadigma
											oder das Modell, 
um über Streit nachzudenken,
											hat m. E. einen deformierenden Einfluss 
auf unsere Art zu streiten.
									",For argument's sake,Daniel H. Cohen,9:35,"TEDx,culture,language,philosophy"
"
","
","
",For argument's sake,Daniel H. Cohen,9:35,"TEDx,culture,language,philosophy"
"
											İlk olarak, bu, taktikleri içerikten daha üstün kılar.
											Mantık ve tartışma üzerine bir ders alabilirsiniz.
											İnsanların tartışmaları kazanmak için denedikleri
											tüm hileleri ve yanlış adımları öğrenebilirsiniz.
											Bu, ""biz onlara karşı"" görünümünü abartır.
											Bunu düşmanca bir hale getirir, kutuplaştırır.
											Ve öngörülebilir sonuçları,
											zafer, parlak bir zafer veya aşağılayıcı, rezil bir yenilgidir.
											Bence bunlar yıpratıcı etkiler, en kötüsü de
											pazarlık, müzakere, uzlaşma
											ve işbirliği gibi şeyleri
											engelleyicidirler.
											Şunu bir düşünün, hiç bir tartışmaya,
											""bakalım buradan kavga etmeden bir sonuç çıkarabilir miyiz,
											beraber ne sonuç çıkarabiliriz?"" diye düşünerek girdiniz mi?
											Sanırım savaşarak tartışma modeli
											bu tip diğer tartışma çözümlerini de engelliyor.
											Son olarak, bu gerçekten en kötüsü,
											tartışmalar, bizi bir yere götürüyormuş gibi görünmüyor.
											Bu tartışmalar konuşmanın çıkmaz sokakları.
											Döner kavşaklar veya trafik tıkanıklıkları, kilit noktaları.
											Herhangi bir yere ulaşmıyoruz.
									","
											Tout d'abord, il privilégie
la tactique sur le fond.
											Vous pouvez prendre des cours
de logique, d'argumentation.
											Vous apprenez tout sur les subterfuges
que les gens utilisent
											pour tenter de gagner les débats,
les faux pas.
											Cela glorifie l'aspect
« nous contre les autres ».
											Cela transforme le débat
en contradiction. Ça le polarise.
											Les seuls résultats prévisibles
											sont le triomphe, le triomphe glorieux,
ou l'abjecte, l'ignominieuse défaite.
											Je pense que ceux-ci sont
des effets déformants, et pire que tout,
											cela paraît rendre impossible
des choses comme la négociation,
											la délibération, le compromis
											ou la collaboration.
											Réfléchissez à ce cas.
Êtes-vous déjà entré dans un débat
											en pensant « Voyons voir si nous ne pouvons pas
en tirer quelque chose
											plutôt que de se battre.
Que pouvons-nous réaliser ensemble ? »
											Je pense que la métaphore
du débat comme combat
											inhibe les autres types
de résolutions du débat.
											Et enfin, c'est vraiment la pire des choses,
											les débats semblent nous mener nulle part.
											Ce sont des impasses.
Ce sont des ronds-points,
											des bouchons ou des embouteillages
dans la conversation.
											Nous n'arrivons nulle part.
									","
											Erstens stellt es Taktik über Substanz.
											Mann kann einen Kurs in Logik, 
in der Argumentation belegen.
											Man kann über all die Ausflüchte lernen, 
die die Menschen benutzen,
											um Streitgespräche zu gewinnen, 
die falschen Schritte.
											Das verstärkt den ""Wir-gegen-Sie""-Aspekt 
des Streits.
											Das macht es gegnerisch. Es ist polarisierend.
											Und die einzigen vorhersehbaren Ausgänge
											sind Triumph bzw. glorreicher Triumph 
oder Demütigung bzw. schmachvolle Niederlage.
											Ich halte das für einen deformierenden Einfluss 
und, schlimmer noch,
											scheint es Dinge wie Verhandlung,
											Befreiung, Kompromisse
											oder Kollaboration zu verhindern.
											Denken Sie mal drüber nach. 
Sind Sie je in ein Streitgespräch gegangen
											und haben gedacht: ""Mal sehen, 
ob wir etwas besprechen können,
											anstatt es auszufechten? Was können wir 
zusammen herausfinden?""
											Ich glaube die Streit-als-Krieg-Metapher
											hindert diese anderen Arten der Vorsätze 
für ein Streitgespräch.
											Und zuletzt, 
was wirklich das Schlimmste ist:
											Streitgespräche scheinen uns 
nicht voranzubringen.
											Sie sind Sackgassen. Sie sind Kreisverkehre,
											Staus oder Verkehrkollapse 
im Gespräch.
											Wir kommen nicht voran.
									",For argument's sake,Daniel H. Cohen,9:35,"TEDx,culture,language,philosophy"
"
","
","
",For argument's sake,Daniel H. Cohen,9:35,"TEDx,culture,language,philosophy"
"
											Aa, bir şey daha, bir eğitimci olarak,
											bu gerçekten de benim canımı sıkan birşey:
											Eğer tartışmak savaşsa, kaybederek öğrenmek gibi
											üstü kapalı bir denklem var.
											Ne demek istediğimi açıklamama izin verin.
											Sizinle benim bir şey tartıştığımızı farzedin.
											Bir önermeye inanıyorsunuz, P'ye, ama ben inanmıyorum.
											Dİyorum ki, ""Tamam, neden P'ye inanıyorsun?""
											Siz de bana sebeplerinizi sayıyorsunuz.
											Ben itiraz ediyorum ve ""Peki, şuna ne dersiniz...?"" diyorum.
											Benim itirazıma cevap veriyorsunuz.
											Ve bir sorum var:""Peki, ne demek istiyorsun?
											bu konuya ne şekilde uygulanıyor?"" sorumu cevaplıyorsunuz.
											Şimdi, farzedin ki günün sonunda,
											ben itiraz ettim, sorular sordum,
											tüm karşıt düşünceleri ortaya sürdüm,
											ve her seferinde beni tatmim edecek cevaplar verdiniz.
											Günün sonunda dedim ki,
											""Biliyor musun, sanırım P konusunda haklısın.""
											Yani artık yeni bir inancım var. Sadece basit bir inanç değil,
											iyice düşünülmüş, çalışılmış,
											savaş koşullarında test edilmiş bir inanç.
									","
											Oh, encore une chose.
En tant qu'éducateur,
											ceci me dérange vraiment :
											si le débat est une guerre,
il y a une équation implicite
											d'apprendre en perdant.
											Laissez-moi vous expliquer
ce que je veux dire.
											Supposons que vous et moi ayons un débat.
											Vous croyez en une proposition P,
et pas moi.
											Je dis :
« Eh bien pourquoi croyez-vous en P ? »
											Vous me présentez vos raisons.
											Je m'y oppose et dis :
« Eh bien, qu'en est-il de... ? »
											Vous répondez à mon objection.
											J'ai une question :
« Eh bien, que voulez-vous dire ?
											Comment s'applique-t-il ici ? »
Et vous répondez à ma question.
											Supposons maintenant,
à la fin de la journée,
											j'ai contesté, j'ai questionné,
											j'ai soulevé toutes sortes
de contre-arguments,
											et dans tous les cas,
vous m'avez donné une réponse satisfaisante.
											Je dis donc à la fin de la journée,
											« Vous savez quoi ?
Je crois que vous avez raison. P. »
											J'ai donc une nouvelle conviction.
Et ce n'est pas n'importe quelle conviction,
											mais c'est une conviction
bien articulée, réfléchie,
											c'est une conviction éprouvée.
									","
											Oh, und noch etwas, als Lehrer
											stört mich das besonders:
											Wenn Streit Krieg bedeutet, 
dann gibt es eine implizite Gleichung
											vom Lernen mit Verlieren.
											Lassen Sie es mich erklären.
											Nehmen wir an, Sie und ich haben 
ein Streitgespräch.
											Sie glauben eine Behauptung B 
und ich nicht.
											Und ich sage: ""Wieso glauben Sie B?""
											Und Sie nennen mir Ihre Gründe.
											Und ich widerspreche und sage: 
""Wie wäre es mit...?""
											Und Sie antworten auf meinen Einwand.
											Ich habe eine Frage: 
""Was meinen Sie damit?
											Wie trifft es in jenem Fall zu?"" 
Und Sie beantworten meine Frage.
											Ich denke, letzten Endes habe ich
											widersprochen, ich habe hinterfragt,
											ich habe allerlei 
Gegenpositionen aufgeworfen,
											und in jedem Fall haben Sie mir 
zu meiner Zufriedenheit geantwortet.
											So sage ich letzten Endes:
											""Wissen Sie was? 
Ich schätze, Sie haben Recht. B.""
											Also habe ich einen neuen Glauben. 
Und nicht nur einen Glauben,
											sondern einen gut artikulierten, 
untersuchten,
											kampferprobten Glauben.
									",For argument's sake,Daniel H. Cohen,9:35,"TEDx,culture,language,philosophy"
"
","
","
",For argument's sake,Daniel H. Cohen,9:35,"TEDx,culture,language,philosophy"
"
											Büyük bir düşünsel kazanç. Tamam, kim kazandı bu tartışmayı?
											Peki, savaş modeli sizin kazandığınızı söylemeye zorluyor bizi,
											her ne kadar bilişsel bir kazanç elde eden sadece ben olsam da.
											Beni ikna etmekten sizin ne kazancınız oldu?
											Elbette bir miktar keyif aldınız, belki gururunuz okşandı,
											belki bu alanda profesyonel bir statü sahibi oldunuz.
											Bu adam iyi bir tartışmacı.
											Ama kavramsal olarak, şimdi — sadece kavramsal bir bakış açısıyla — kazanan kimdi?
											Savaş modeli, ben kazanç elde etmiş olsam bile,
											sizin kazandığınızı ve benim kaybettiğimi
											düşünmeye zorluyor bizi.
											Ama bu tabloda ters bir şeyler var
											ve bu eğer yapabilirsek, tam da değiştirmek istediğim bir tablo.
									","
											Grand gain cognitif. Très bien.
Qui a gagné ce débat ?
											Eh bien, la métaphore du combat
semble nous forcer à dire
											que vous avez gagné, même si je suis le seul
qui ait tout le gain intellectuel.
											Qu'avez-vous gagné intellectuellement
à me convaincre ?
											Bien sûr, vous avez dû en tirer du plaisir,
peut-être que cela a flatté votre ego,
											peut-être que vous obtiendrez
un certain statut professionnel dans le domaine.
											Ce gars-là est un bon débatteur.
											Mais intellectuellement, maintenant — seulement
d'un point de vue intellectuel — qui est le gagnant ?
											La métaphore de la guerre
nous oblige à penser
											que vous êtes le gagnant
et que j'ai perdu,
											même si j'en ai tiré profit.
											Il y a quelque chose
de faux avec cette image.
											C'est l'image que je veux vraiment changer
si nous le pouvons.
									","
											Ein großer Erkenntnisgewinn. 
Wer hat das Streitgespräch gewonnen?
											Die Kriegsmetapher scheint uns 
dazu zu zwingen zu sagen,
											Sie haben gewonnen, obwohl ich der Einzige bin, 
der Erkenntnis gewonnen hat.
											Welche Erkenntnis haben Sie daraus gewonnen, 
mich zu überzeugen?
											Klar, es gefällt Ihnen, 
vielleicht ist es gut für Ihr Ego,
											vielleicht bekommen Sie einen 
professionellen Status in dem Bereich.
											Dieser Typ kann gut argumentieren.
											Aber kognitiv – nur von der 
Erkenntnisperspektive aus – 
wer war der Gewinner?
											Die Kriegsmetapher zwingt uns zu denken,
											dass Sie der Gewinner sind 
und ich verloren habe,
											obwohl ich etwas gewonnen habe.
											Mit dem Bild stimmt etwas nicht.
											Das ist das Bild, das ich wirklich verändern will, 
wenn wir es können.
									",For argument's sake,Daniel H. Cohen,9:35,"TEDx,culture,language,philosophy"
"
","
","
",For argument's sake,Daniel H. Cohen,9:35,"TEDx,culture,language,philosophy"
