es,pt,fr,title,speaker,duration,tags
"
","
","
",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
											Andrew me dijo:
											""¿Y si dejamos de pensar en esto como fármacos?
											¿Y si empezamos a pensar 
en esto como activos financieros?""
											Tienen estructuras de retorno muy raras y todo eso...
											Pero olvidemos todo lo que sabemos
											sobre ingeniería financiera.
											Veamos si se pueden utilizar todos los trucos del oficio
											para determinar cómo hacer que estos fármacos
											funcionen como activos financieros.
									","
											Então o Andrew disse-me:
											""E se deixássemos de pensar nisto
como medicamentos?
											E se pensássemos neles 
como ativos financeiros?""
											Eles têm estruturas 
compensatórias estranhas,
											mas vamos introduzir-lhes
tudo o que sabemos
											sobre engenharia financeira.
											Vamos tentar usar
todos os truques do ofício
											para descobrir como fazer
com que estes medicamentos
											funcionem com ativos financeiros.
									","
											Il faut financer tout le processus,
											et ça prend du temps.
											Alors Andrew m'a dit :
											« Si on ne pensait plus
en terme de médicaments,
											mais plutôt en terme 
d'actifs financiers ? »
											Le processus des étapes préliminaires
est étrange,
											mais montrons leur
tout ce que nous savons
											sur l'ingénierie financière.
											Voyons si on peut se servir
											des rouages des finances
pour trouver une façon
											de faire de ces médicaments
des actifs financiers.
									",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
","
","
",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
											Vamos a crear un fondo gigante.
											En finanzas sabemos qué hacer
											con activos riesgosos.
											Se ponen en una carpeta
											y se trata de suavizar los retornos.
											Así que hicimos algunos cálculos y resultó
											que sí puede funcionar, pero para ello
											se necesitan de 80 a 150 fármacos.
									","
											Vamos criar um fundo gigante.
											Em finanças, nós sabemos o que fazer
com ativos de risco.
											Colocamo-los num portefólio
											e tentamos suavizar o retorno.
											Fizemos alguns cálculos 
e ficou claro que era viável,
											mas para isso, eram necessários
entre 80 a 150 medicamentos.
									","
											Créons un fonds géant.
											En finance, on sait quoi faire
											avec des actifs risqués.
											Vous les mettez dans un portefeuille
											et essayez de favoriser les retours.
											Nous avons fait quelques calculs,
											et ça pourrait fonctionner.
Pour cela,
											il faut environ 80 à 150 médicaments.
									",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
","
","
",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
											La buena noticia es que hay un montón de fármacos
											que están esperando a ser probados.
											Nos han dicho que hay un atraso
											de 20 años de fármacos
											que están listos para ser probados, sin financiar.
											Esa etapa temprana del proceso,
											la fase I y el material pre-clínico,
											es lo que en la industria se llama el ""valle de la muerte""
											porque es donde muchos fármacos mueren.
											Es muy difícil que puedan pasar avantes.
											Solo superando esta parte, 
se puede avanzar a etapas porteriores.
									","
											O que vale é que existem 
medicamentos de sobra
											que aguardam ser testados.
											Já nos disseram que existe um acumulado
											de cerca de 20 anos de medicamentos
											que aguardam ensaios,
mas não arranjam financiamento.
											De facto, essa primeira etapa
do processo de financiamento,
											— a Fase I e as coisas pré-clínicas —
											chama-se, nesta indústria,
o Vale da Morte
											porque é nela que morrem
mais medicamentos.
											É muito difícil passar esta fase,
											e claro que, se não a passam, 
não seguem para as etapas finais.
									","
											La bonne nouvelle,
c'est qu'il y en a plein
											qui attendent d'être testés.
											On nous a dit qu'il y avait
											près de 20 ans de médicaments
											qui attendent d'être testés
mais ne peuvent être financés.
											En réalité,
la première étape du processus,
											la Phase 1 et les étapes précliniques,
											est appelée dans le secteur
la vallée de la Mort
											car c'est là que meurent les médicaments.
											C'est une étape difficile à passer,
											et, bien sûr, impossible d'atteindre
les suivantes sans réussir celle-ci.
									",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
","
","
",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
											Hicimos los cálculos y concluímos que
											se necesitan alrededor de unos 80 a 150
											fármacos, o algo por el estilo.
											Entonces hicimos más cálculos y dijimos:
											Bueno, serían como
											3 mil a 15 mil millones de dólares.
											O sea que hemos creado un nuevo problema
											por resolver el anterior.
											Por deshacernos del riesgo, 
ahora necesitamos un gran capital
											y solamente se puede obtener
											en los mercados de capitales.
											Los capitalistas de riesgo no lo tienen.
Los filántropos tampoco.
											Tenemos que llegar a la gente 
de los mercados de capitales,
											que usualmente no invierten en estas cosas,
											para que se interesen.
											De nuevo, la ingeniería financiera fue útil aquí.
											Imaginen que se inicia vacío el mega fondo
											y se emiten algunas deudas
											y algunas acciones
											y eso genera un flujo de dinero.
											Ese flujo sirve, entonces, para comprar
											esa gran carpeta que se necesita para
											que los fármacos empiecen a transitar
											por el proceso de aprobación.
											Cada vez que sobrepasan una fase del proceso,
											aumentan su valor.
											La mayoría no lo pasan,
											pero algunos sí.
											Algunos de los que adquieren 
valor, se pueden vender
											y cuando se hace,
											se obtiene el dinero para 
pagar los intereses de los bonos,
											y también hay con qué financiar 
la próxima ronda de ensayos.
											Es casi auto-financiación.
											Se hace esto para todos en el proceso,
											Cuando se termina, se liquida la cartera,
											se pagan los bonos y los accionisas
											reciben una bonita utilidad .
									","
											Então fizemos cálculos e concluímos
											que necessitamos
entre 80 a 150 medicamentos
											ou coisa assim.
											Continuámos a fazer cálculos e dissemos:
											""Tem que ser um fundo
entre 3 a 15 mil milhões de dólares"".
											Pelos vistos, arranjámos um novo problema
											ao resolver o anterior.
											Minimizámos o risco,
à custa de um grande capital
											e só num sítio podemos obter essa quantia:
nos mercados de capital.
											Capitalistas de risco não o têm. 
Filantropos também não.
											Tínhamos que convencer os investidores
											que não costumam investir 
nestes produtos, a investir neles.
											Mais uma vez, a engenharia 
financeira serviu de ajuda.
											Imaginemos que o megafundo
se inicia em branco.
											Inicialmente, emite-se uma dívida
e algumas participações.
											Isso gera fluxo de dinheiro.
											Usamos esse fluxo de dinheiro
											para comprar 
o grande portefólio necessário,
											de medicamentos que estão a passar
pelo processo de aprovação,
											Quando passam para a fase seguinte
de aprovação, aumentam de valor.
											A maior parte não passa,
mas alguns têm sucesso,
											Entre os que valorizaram,
alguns podem ser vendidos,
											e ao vendê-los, obtém-se dinheiro
para pagar o juro dos títulos,
											mas também para financiar 
a rodada seguinte de ensaios.
											É quase um autofinanciamento.
											Isto é feito ao longo
do curso da transação
											e, ao concluir, liquida-se o portefólio,
											pagam-se os títulos e pode-se distribuir
pelos acionistas um bom retorno.
									","
											Donc nous avons fait nos calculs,
											et nous avons découvert
qu'il fallait à peu près
											entre 80 à 150 médicaments.
											Nous avons fait plus de calculs,
											et trouvé que l'investissement devait être
											de 3 à 15 milliards de dollars.
											Nous avons donc créé un nouveau problème
											en résolvant le premier.
											En enlevant le risque,
cela demande plus d'argent,
											et il n'y a qu'un endroit où le trouver :
											les marchés financiers.
											Les investisseurs en capital risque
n'ont pas cet argent.
											Les œuvres de charité non plus.
											Il faut convaincre les gens 
qui n'investissent pas
											dans les marchés financiers à le faire.
											Une fois de plus,
l'ingénierie financière a été utile.
											Le fonds géant serait vide au départ,
											il émet quelques titres,
											et quelques actions,
											et c'est ce qui génère du capital.
											Cet argent est alors utilisé
											pour acheter 
le portefeuille de médicaments.
											Ils commencent le parcours
											à travers le processus d'approbation,
											et à chaque étape de passée,
											ils prennent de la valeur.
											La plupart n'arrivent pas au bout,
											mais un petit nombre oui.
											Vous pouvez vendre ceux
qui ont pris de la valeur,
											ce faisant vous obtenez l'argent
											pour payer les intérêts des obligations,
											mais aussi pour financer
le prochain tour d'essais cliniques.
											C'est presque de l'autofinancement. 

											Vous faites ça au cours de l'opération,
une fois le tout terminé
											vous liquidez le portefeuille,
											remboursez les obligations, et vous pouvez
											offrir un retour aux détenteurs d'actions.
									",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
","
","
",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
											Esta era la teoría. La discutimos.
											Hicimos una cantidad de experimentos
											y entonces dijimos, vamos a probarlo.
											Pasamos los siguientes dos años investigando.
											Hablamos con muchos financieros de fármacos
											y de capital de riesgo.
											Lo discutimos con personas que han desarrollado fármacos.
											Hablamos con las compañías farmacéuticas.
											Examinamos los datos financieros de más de
											2000 medicamentos que han sido aprobados, negados
											o retirados.
											También hicimos millones de simulaciones.
											Todo esto tomó un largo tiempo.
											Cuando terminamos, encontramos 
algo más o menos sorprendente.
											Era realmente factible 
estructurar ese fondo
											tal que cuando se realice
											se pueden emitir bonos de bajo riesgo
											que serían atractivos para los titulares,
											pues les daría rendimientos del 5 al 8%
											y se podrían producir acciones
											que retornarían cerca de un 12%.
											Estos retornos no van a ser atractivos
											para los capitalistas de riesgo.
											Estos siempre hacen grandes apuestas
											para ganar miles de millones de dólares.
											Pero resulta que, hay muchas otras 
personas interesadas.
											Ahí están los inversionistas de bajo riesgo
											de los fondos de pensiones, los planes 401(k)
											y todas esas cosas.
									","
											Esta é a teoria que discutimos
durante algum tempo,
											fizemos montes de experiências
											e finalmente decidimos colocá-la à prova.
											Passámos os dois anos seguintes
a fazer pesquisas.
											Falámos com centenas de peritos
em financiamento de medicamentos
											e em capital de risco.
											Falámos com quem 
tem desenvolvido medicamentos.
											Falámos com empresas farmacêuticas.
											Procurámos dados sobre medicamentos.
											Tinham sido aprovados, 
reprovados ou retirados
											mais de 2000 medicamentos.
											Também fizemos milhões de simulações.
											Tudo isso consumiu-nos bastante tempo.
											Mas quando concluímos,
encontrámos uma coisa surpreendente.
											Era mesmo possível estruturar esse fundo
											de tal forma que, 
enquanto está a ser estruturado,
											podem ser criados títulos de baixo risco
atrativos para os detentores dos títulos,
											que nos dariam rendimentos
entre os 5 a 8%,
											e poderiam gerar capital próprio
											que daria aos investidores
um retorno de cerca de 12%.
											Este retorno não é atrativo
para um capitalista de risco.
											Os capitalistas de risco
fazem enormes apostas
											e obtêm milhares
de milhões de dividendos.
											Mas ao que parece, há muitas pessoas
interessadas no nosso fundo.
											Estão bem no centro dos investimentos
de fundos de pensões,
											planos de reforma
e todo este tipo de produtos.
									","
											C'était notre théorie,
nous en avons discuté,
											fait une série d'expériences,
											puis nous nous sommes dit :
essayons !
											Nous avons passé les deux années suivantes
à faire des recherches.
											Nous avons parlé à des centaines d'experts
en capital risque
											et en financement de médicaments.
											À des personnes
qui ont développé des médicaments.
											À des entreprises pharmaceutiques.
											Nous avons étudié toutes les données
sur le sujet,
											sur plus de 2 000 médicaments
qui ont été approuvés,
											refusés ou retirés,
											et nous avons aussi mené
des millions de simulations.
											Tout ça a pris beaucoup de temps.
											Une fois le tout terminé, nous avons
découvert une chose surprenante.
											Il est possible de structurer ce fonds
											de façon à ce qu'une fois structuré,
											vous puissiez émettre
des obligations à faible risque
											ce qui attireraient les obligataires,
											qui vous fourniraient
un rendement d'environ 5 à 8 %.
											Vous pourriez émettre des actions
											qui rapporteraient à vos actionnaires
un retour d'environ 12 %.
											Mais ces retours n'attireront pas
											d'investisseurs en capital risque.
											Ce sont plutôt des personnes
qui parient gros
											et gagnent les mises
de plusieurs milliards de dollars.
											Mais d'autres personnes
pourraient être intéressées.
											C'est pile au cœur des investissements
											des fonds de pension,
le Plan 401(k),
											et toutes ces choses-là.
									",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
","
","
",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
											Entonces publicamos algunos 
artículos en revistas académicas,
											en revistas médicas,
											en revistas de finanzas.
											Pero solo fue cuando
											la prensa popular se interesó
											cuando comenzamos a sentir empuje.
									","
											Publicámos, então uma série
de artigos em jornais científicos.
											Publicámos artigos em jornais de medicina.
											Publicámos também em jornais económicos.
											Mas só quando obtivemos
o interesse dos jornais generalistas
											é que começámos a atrair alguma atenção.
									","
											Nous avons donc publié des articles
dans la presse universitaire,
											dans les revues médicales,
											et dans les journaux financiers.
											Mais nous avons reçu du soutien
											seulement lorsque la presse populaire
											s'est intéressée à nous.
									",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
","
","
",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
