en,fr,tr,de,title,speaker,duration,tags
"
","
","
","
",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
											Would you give me some sense
of whether or not you're here voluntarily?
									","
											Pouvez-vous me dire si vous êtes là
de votre plein gré ou pas ?
									","
											Burada gönüllü bulunup bulunmadığınıza
dair bana bir ipucu verebilir misiniz?
									","
											Ich würde gerne wahrnehmen,
ob Sie freiwillig hier sind oder nicht?
									",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
","
","
","
",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
											(Laughter)
									","
											(Rires)
									","
											(Kahkahalar)
									","
											(Lachen)
									",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
","
","
","
",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
											Yeah. OK. Alright. Awesome.
											OK. So —
									","
											Oui, d'accord. Génial.
											Alors —
									","
											Evet. İyi o zaman. Gerçekten harika.
											Tamam. O halde...
									","
											Ja. Okay. In Ordnung. Genial.
											Okay. Damit —
									",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
","
","
","
",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
											(Laughter)
									","
											(Rires)
									","
											(Kahkahalar)
									","
											(Lachen)
									",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
","
","
","
",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
											it's just super helpful feedback.
									","
											c'est un retour très utile.
									","
											Oldukça yardımcı bir geri dönüş oldu.
									","
											Das ist einfach
super hilfreiches Feedback.
									",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
","
","
","
",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
											(Laughter)
									","
											(Rires)
									","
											(Kahkahalar)
									","
											(Lachen)
									",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
","
","
","
",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
											So the most common wobble is empathy.
											The most common wobble
											is that people just don't believe
that we're mostly in it for them,
											and they believe
that we're too self-distracted.
											And it's no wonder.
											We are all so busy
with so many demands on our time,
											it's easy to crowd out the time and space
											that empathy requires.
											For Dylan to be Dylan,
that takes real time.
											And for us, if we have too much to do,
we may not have that time.
											But that puts us into a vicious cycle,
											because without revealing empathy,
											it makes everything harder.
											Without the benefit of the doubt of trust,
it makes everything harder,
											and then we have less and less time
for empathy, and so it goes.
									","
											Ce qui chancelle le plus souvent,
c'est l'empathie.
											Le plus souvent,
											les gens ne croient pas
que nous sommes là pour eux
											et ils nous croient trop distraits
par nos propres préoccupations.
											Ce n'est pas étonnant.
											Nous sommes tous si pris
par tant de demandes occupant notre temps,
											il est facile d'encombrer
le temps et l'espace
											que l'empathie nécessite.
											Pour que Dylan soit Dylan,
il faut beaucoup de temps.
											Et si nous avons beaucoup à faire,
nous ne prendrons peut-être pas ce temps.
											Mais cela nous fait entrer
un cercle vicieux
											car sans faire preuve d'empathie,
											tout devient plus compliqué.
											Sans le bénéfice du doute de la confiance,
tout devient plus compliqué,
											et nous avons de moins en moins de temps
pour l'empathie, et ainsi de suite.
									","
											Bu taşlardan en yaygın olanı empati.
											En yaygın sarsıntı şu ki
											insanlar bu işin içinde onlar için
var olduğumuza inanmıyor
											ve kendimizi çok meşgul
ettiğimize inanıyorlar.
											Buna şüphe yok.
											Hepimiz çok yoğunuz,
bizden talep edilen çok şey var,
											bu yoğunluğun arasında, empati için
gerekli olan zamanı ve boşluğu
											dışarıda bırakmak daha kolay gelir.
											Dylan için Dylan olmak gerçek
anlamda zaman alır.
											Bizim için, eğer yapmamız gereken çok şey
varsa bu zamanı bulamayabiliriz.
											Ama bu bizi kısır bir döngüye sokar,
											çünkü empati yapmamak,
											her şeyi daha zor bir hale getirir.
											Güvenden şüphe duymanın faydası yokken
her şey çok daha zorlaşır,
											sonra da empati için daha da az zamanımız
olur ve bu böyle gider.
									","
											Am häufigste hakt es bei der Empathie.
											Die häufigste Ursache ist,
											dass die Leute einfach nicht glauben,
dass wir vor allem für sie da sind.
											Sie glauben, dass wir
zu sehr selbst-orientiert sind.
											Und das ist kein Wunder.
											Wir sind alle so beschäftigt,
mit all den Anforderungen an unsere Zeit.
											Es ist leicht, die Zeit und den Raum
die die Empathie braucht, zu verdrängen.
											Damit Dylan, Dylan sein kann,
braucht es wirklich Zeit.
											Und wir, wenn wir zu viel zu tun haben,
haben diese Zeit vielleicht nicht.
											Aber das bringt uns in einen Teufelskreis,
											weil ohne Empathie zu zeigen,
											wird alles schwieriger.
											Ohne Vertrauensvorschuss 
ist alles schwieriger,
											und dann haben wir immer weniger
Zeit für Empathie, und so weiter.
									",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
","
","
","
",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
											So here's the prescription:
											identify where, when and to whom
											you are likely to offer your distraction.
											That should trace pretty perfectly
											to when, where and to whom
you are likely to withhold your empathy.
											And if in those instances,
											we can come up with a trigger
that gets us to look up,
											look at the people right in front of us,
											listen to them,
											deeply immerse ourselves
in their perspectives,
											then we have a chance of having
a sturdy leg of empathy.
											And if you do nothing else,
											please put away your cell phone.
											It is the largest distraction magnet
yet to be made,
											and it is super difficult to create
empathy and trust in its presence.
											That takes care of the empathy wobblers.
									","
											Voici l'ordonnance :
											identifiez où, quand et à qui
											vous avez des chances
d'offrir votre distraction.
											Cela devrait permettre
de repérer de façon plutôt exacte
											quand, où et à qui vous avez des chances
de refuser votre empathie.
											Et si à ces occasions,
											nous pouvons trouver
un élément déclencheur
											qui nous fasse lever les yeux,
											regarder la personne face à nous,
											l'écouter,
											nous immerger profondément
dans son point de vue,
											alors nous avons une chance
d'avoir un pilier solide d'empathie.
											Si vous ne devez faire qu'une seule chose,
											s'il vous plaît, rangez votre portable.
											C'est le plus fort aimant d'attention
qui ait jamais été inventé
											et il est difficile de créer de l'empathie
et de la confiance en sa présence.
											Voilà pour l'empathie qui chancelle.
									","
											İşte plan:
											Dikkatinizi nerede, ne zaman ve kime karşı
											sunabileceğinizi belirleyin.
											Bu, empatinizi ne zaman, nerede
ve kimden esirgediğinizin izini
											oldukça mükemmel bir şekilde sürecektir.
											Eğer bu örneklerde,
											tekrar gözden geçirmemizi sağlayacak

											gözümüzün önünde olan insanlara bakmamızı,
											onları dinlememizi,
											perspektiflerine derinden dalmamızı
tetikleyen bir unsur bulabiliyorsak
											empatiye giden güçlü bir basamağa 
sahip olma şansımız var.
											Eğer başka hiçbir şey yapmazsanız
											en azından lütfen
cep telefonlarınızı uzak tutun.
											Cep telefonu, yapılmış
en büyük dikkat dağıtıcı
											ve bunun varlığında
empati ve güven oluşturmak çok zor.
											Bu konu empati sarsıntısını dengede tutar.
									","
											Hier ist das Rezept:
											Identifizieren Sie wo, wann und bei wem
											Sie sich sehr wahrscheinlich
ablenken lassen.
											Das sollte ziemlich gut übereinstimmen mit
											wann, wo und wem Sie wahrscheinlich
keine Empathie entgegenbringen.
											Und wenn wir in diesen Fällen
											einen Auslöser finden können,
der uns dazu bringt, aufzuschauen,
											die Leute direkt vor uns anzuschauen,
											ihnen zuzuhören,
											uns tief in ihre Perspektiven
hineinzuversetzen,
											dann können wir ein starkes
Einfühlungsvermögen entwickeln.
											Und wenn Sie sonst nichts tun:
											bitte legen Sie Ihr Handy weg.
											Es ist der größte Ablenkungsmagnet,
der jemals hergestellt wurde,
											und es ist sehr schwierig, Empathie und
Vertrauen in seiner Gegenwart zu schaffen.
											Das hilft bei Empathie-Störungen.
									",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
","
","
","
",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
											Logic wobbles can come in two forms.
											It's either the quality of your logic
											or it's your ability
to communicate the logic.
											Now if the quality
of your logic is at risk,
											I can't really help you with that.
									","
											La logique peut chanceler de deux façons.
											Il s'agit soit de la qualité
de votre logique,
											soit de votre capacité
à expliquer la logique.
											Si la qualité
de votre logique est en péril,
											je ne peux pas vraiment vous aider.
									","
											Mantık sarsıntıları iki şekilde olur.
											Konu ya mantığınızın kalitesi
											ya da mantığınızla
iletişim kurabilme becerinizdir.
											Eğer mantığınızın kalitesi 
risk altındaysa
											Size bu konuda pek yardım edemem.
									","
											Logik-Störungen können
zwei Formen annehmen.
											Entweder liegt es
an der Qualität Ihrer Logik
											oder an Ihrer Fähigkeit,
diese zu kommunizieren.
											Wenn es an der Qualität Ihrer
Argumentation liegt,
											kann ich Ihnen nicht wirklich helfen.
									",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
","
","
","
",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
											(Laughter)
									","
											(Rires)
									","
											(Kahkahalar)
									","
											(Lachen)
									",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
","
","
","
",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
											It's like, not in this much time.
									","
											Pas en si peu de temps.
									","
											Yani, bu kadar kısa bir zamanda olmaz.
									","
											Zumindest nicht in dieser kurzen Zeit.
									",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
","
","
","
",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
											(Laughter)
									","
											(Rires)
									","
											(Kahkahalar)
									","
											(Lachen)
									",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
","
","
","
",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
											But fortunately, it's often the case
that our logic is sound,
											but it's our ability to communicate
the logic that is in jeopardy.
											Super fortunately,
there's a very easy fix to this.
											If we consider that there are
two ways to communicate in the world,
											and Harvard Business School professors
are known for two-by-twos —
											nonsense, it's the triangle that rocks.
									","
											Mais heureusement,
notre logique est souvent solide,
											c'est notre capacité à l'expliquer
qui est en danger.
											Très heureusement,
cela peut être facilement réglé.
											Si nous considérons qu'il y a
deux façons de communiquer dans le monde,
											les professeurs de Harvard
sont connus pour leurs carrés —
											c'est n'importe quoi,
c'est le triangle le meilleur.
									","
											Ama neyse ki genelde konu 
mantığımızın sesidir.
											Tehlikede olan mantığımızla
iletişim kurabilme yeteneğimiz.
											Çok şanslıyız ki bunu düzeltmek için
çok kolay bir yol var.
											Eğer dünyada iletişim kurabilmek için
iki yol olduğunu göz önünde bulundurursak
											Harvard İşletme öğretim görevlileri
""mutlu çiftler"" olarak biliniyor,
											Ne saçma! Asıl güzel olan şey aşk üçgeni.
									","
											Glücklicherweise ist es oft so,
dass unsere Argumente vernünftig sind,
											aber unsere Fähigkeit, die Logik
zu vermitteln ist unzureichend.
											Zum Glück gibt es
eine sehr einfache Lösung dafür.
											Wenn wir beachten, dass es auf der Welt
zwei Arten der Kommunikation gibt —
											HBS Professoren sind bekannt
für Ihre Zweiergruppen —
											Unsinn, es ist das Dreieck, das rockt.
									",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
","
","
","
",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
											(Laughter)
									","
											(Rires)
									","
											(Kahkahalar)
									","
											(Lachen)
									",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
"
","
","
","
",How to build (and rebuild) trust,Frances Frei,15:05,"collaboration,communication,leadership,social change,society,trust,work,business"
