en,de,title,speaker,duration,tags
"
											I spoke with Jason's parents that evening,
											and I suppose that, when I was speaking with them,
											that I didn't sound as if I was doing very well,
											because that very next day,
											their family rabbi called to check on me.
											Jason's parents had asked him to do so.
											The collateral damage of suicide
											affects so many people.
									","
											Ich habe an jenem Abend
mit Jasons Eltern gesprochen
											und ich glaube,
als ich mit ihnen sprach,
											hörte ich mich nicht sonderlich gut an,
											denn schon am nächsten Tag
											rief mich der Rabbi der Familie an,
											um sich nach mir zu erkundigen.
											Jasons Eltern hatten ihn darum gebeten.
											Der Kollateralschaden
eines Selbstmords

											wirkt sich auf
so viele Menschen aus.
									",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
","
",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
											I pose these questions to you:
											What would you do if your family member,
											friend or loved one was suicidal?
											What would you say?
											Would you know what to say?
											In my experience, it's not just the talking that you do,
											but the listening.
											Listen to understand.
											Don't argue, blame,
											or tell the person you know how they feel,
											because you probably don't.
											By just being there,
											you may just be the turning point that they need.
											If you think someone is suicidal,
											don't be afraid to confront
them and ask the question.
											One way of asking them the question is like this:
											""Others in similar circumstances
											have thought about ending their life;
											have you had these thoughts?""
											Confronting the person head-on
											may just save their life and
be the turning point for them.
											Some other signs to look for:
											hopelessness, believing that things are terrible
											and never going to get better;
											helplessness, believing that there is nothing
											that you can do about it;
											recent social withdrawal;
											and a loss of interest in life.
									","
											Ich stelle Ihnen
die folgenden Fragen:
											Was würden Sie tun,
wenn ein Familienmitglied,
											ein Freund oder eine geliebte Person 
suizidgefährdet wäre?
											Was würden Sie sagen?
											Würden Sie wissen,
was Sie sagen sollen?
											Meiner Erfahrung geht es nicht nur
um das Miteinander reden,
											sondern um das Zuhören.
											Zuhören, um zu verstehen.
											Diskutieren Sie nicht,
machen Sie keine Vorwürfe,
											oder sagen Sie der anderen Person nicht, 
Sie wüssten, wie sie sich fühlt,
											weil Sie es wahrscheinlich nicht wissen.
											Indem Sie einfach nur da sind,
											sind Sie vielleicht der Wendepunkt,
den die Person gebraucht hat.
											Wenn Sie denken,
dass jemand suizidgefährdet ist,
											haben Sie keine Angst,
diese Person damit zu konfrontieren.
											Sie könnten z. B. folgende Frage stellen:
											""Andere Menschen in ähnlichen Situationen
											haben darüber nachgedacht,
ihr Leben zu beenden;
											hattest du solche Gedanken?""
											Die Person geradewegs
damit zu konfrontieren,
											rettet vielleicht ihr Leben und
bringt den Wendepunkt für sie.
											Andere Zeichen, auf die 
Sie achten sollten:
											Hoffnungslosigkeit, der Glaube,
dass die Dinge schlecht stehen
											und niemals besser werden;
											Hilflosigkeit,
											der Glaube, dass man
nichts dagegen tun kann;
											kürzlicher Rückzug aus dem sozialen Leben
											und der Verlust eines
allgemeinen Intersseses am Leben.
									",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
","
",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
											I came up with this talk just a couple of days ago,
											and I received an email from a lady
											that I'd like to read you her letter.
											She lost her son on January 19 of this year,
											and she wrote this me this email
											just a couple of days ago,
											and it's with her permission and blessing
											that I read this to you.
									","
											Ich habe mir diesen Vortrag
erst vor wenigen Tagen ausgedacht
											und ich habe eine E-Mail
von einer Dame erhalten,
											die ich Ihnen gerne vorlesen möchte.
											Sie hat ihren Sohn
											am 19. Januar dieses Jahres verloren
											und sie schrieb mir diese E-Mail 
erst ein paar Tage zuvor,
											und mit ihrer Erlaubnis und ihrem Segen
											lese ich es Ihnen vor.
									",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
","
",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
											""Hi, Kevin. I imagine you're at the TED Conference.
											That must be quite the experience to be there.
											I'm thinking I should go walk
the bridge this weekend.
											Just wanted to drop you a note.
											Hope you get the word out to many people
											and they go home talking about it
											to their friends who tell their friends, etc.
											I'm still pretty numb,
											but noticing more moments of really realizing
											Mike isn't coming home.
											Mike was driving from Petaluma to San Francisco
											to watch the 49ers game with his father
											on January 19.
											He never made it there.
											I called Petaluma police
											and reported him missing that evening.
											The next morning,
											two officers came to my home
											and reported that Mike's car was down at the bridge.
											A witness had observed him jumping off the bridge
											at 1:58 p.m. the previous day.
											Thanks so much
											for standing up for those
											who may be only temporarily too weak
											to stand for themselves.
											Who hasn't been low before
											without suffering from a true mental illness?
											It shouldn't be so easy to end it.
											My prayers are with you for your fight.
											The GGB, Golden Gate Bridge,
											is supposed to be a passage across
											our beautiful bay,
											not a graveyard.
											Good luck this week. Vicky.""
									","
											""Hi Kevin, wahrscheinlich sind Sie
gerade auf der TED-Konferenz.
											Das muss eine tolle Erfahrung dort sein.
											Ich denke, ich sollte dieses Wochenende
auf der Brücke spazieren gehen.
											Ich wollte Ihnen ein paar Zeilen schicken.
											Ich hoffe, dass Sie viele Menschen
mit Ihrer Botschaft erreichen
											und diese nach Hause gehen
und mit ihren Freunden
											darüber reden, die es ebenfalls
ihren Freunden erzählen usw.
											Ich bin immer noch ziemlich betäubt,
											habe aber immer mehr Momente,
in denen mir bewusst wird,
											dass Mike nicht mehr nach Hause kommt.
											Mike ist von Petaluma
nach San Francisco gefahren,
											um sich am 19 . Januar mit seinem Vater
											das Spiel der 49ers anzuschauen.
											Er ist niemals dort angekommen.
											Ich habe die Polizei in Petaluma angerufen
											und ihn an jenem Abend 
als vermisst gemeldet.
											Am nächsten Morgen
											kamen zwei Polizisten zu mir nach Hause
											und erklärten mir, dass Mikes Auto
											unten an der Brücke stand.
											Ein Zeuge sah,
											wie er am Tag zuvor um 13:58 Uhr 
von der Brücke sprang.
											Ich danke Ihnen so sehr dafür,
											dass Sie sich für diejenigen stark machen,
											die vielleicht zeitweise zu schwach sind,
											um für sich selbst stark zu sein.
											Wem ging es nicht schon mal schlecht,
											ohne dass er an einer
psychischen Erkrankung litt?
											Es sollte nicht so einfach sein,
das eigene Leben zu beenden.
											Ich bete für Sie und den Kampf,
den Sie kämpfen.
											Die GGB, Golden Gate Bridge,
											sollte ein Übergang
											über unsere wunderschöne Bucht sein,
											und kein Friedhof.
											Viel Glück diese Woche, Vicky.""
									",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
","
",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
											I can't imagine the courage it takes for her
											to go down to that bridge and walk the path
											that her son took that day,
											and also the courage just to carry on.
									","
											Ich kann mir nicht vorstellen,
wieviel Mut es sie gekostet hat,
											zur Brücke zu gehen und den Weg zu gehen,
											den ihr Sohn an jenem Tag genommen hat.
											und auch nicht, welchen Mut
es braucht, weiterzumachen.
									",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
","
",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
											I'd like to introduce you to a man
											I refer to as hope and courage.
											On March 11 of 2005,
											I responded to a radio call of a possible
											suicidal subject on the bridge sidewalk
											near the north tower.
											I rode my motorcycle down the sidewalk
											and observed this man, Kevin Berthia,
											standing on the sidewalk.
											When he saw me, he immediately traversed
											that pedestrian rail,
											and stood on that small pipe
											which goes around the tower.
											For the next hour and a half,
											I listened as Kevin spoke about
											his depression and hopelessness.
											Kevin decided on his own that day
											to come back over that rail
											and give life another chance.
											When Kevin came back over,
											I congratulated him.
											""This is a new beginning, a new life.""
											But I asked him, ""What was it
											that made you come back
											and give hope and life another chance?""
											And you know what he told me?
											He said, ""You listened.
											You let me speak, and you just listened.""
									","
											Ich möchte Ihnen
gerne einen Mann vorstellen,
											der für mich Hoffnung und Mut darstellt.
											Am 11. März 2005 reagierte ich
											auf eine Meldung über einen möglicherweise
											suizidgefährdeten Menschen
											in der Nähe des Nordturms.
											Ich fuhr mit meinem Motorrad
den Fußweg entlang
											und beobachtete
diesen jungen Mann, Kevin Berthia,
											wie er auf dem Fußweg stand.
											Als er mich sah, übersprang er
sofort das Brückengeländer
											und stand auf dem schmalen Rohr,
											das um den Turm herum läuft.
											Für die nächsten anderthalb Stunden
											hörte ich Kevin zu,
											wie er über seine Depression
und seine Hoffungslosigkeit sprach.
											Kevin entschied sich
an dem Tag von alleine dafür,
											wieder über das Geländer zu klettern
											und seinem Leben
eine weitere Chance zu geben.
											Als Kevin zurückkletterte,
											gratulierte ich ihm.
											""Das ist ein neuer Anfang,
ein neues Leben.""
											Ich aber fragte ihn:
""Was genau hat dich dazu gebracht,
											wieder über das Geländer zu klettern
											und der Hoffnung und dem Leben
eine weitere Chance zu geben?""
											Und wissen Sie, was er mir erzählt hat?
											Er sagte: ""Du hast mir zugehört.
											Du hast mich reden lassen
und du hast dabei nur zugehört.""
									",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
","
",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
											Shortly after this incident,
											I received a letter from Kevin's mother,
											and I have that letter with me,
											and I'd like to read it to you.
									","
											Kurz nach diesem Ereignis
											bekam ich einen Brief von Kevins Mutter
											und ich habe ihn hier dabei
											und ich würde Ihnen den gerne vorlesen.
									",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
","
",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
											""Dear Mr. Briggs,
											Nothing will erase the events of March 11,
											but you are one of the reasons Kevin is still with us.
											I truly believe Kevin was crying out for help.
											He has been diagnosed with a mental illness
											for which he has been properly medicated.
											I adopted Kevin when he was only six months old,
											completely unaware of any hereditary traits,
											but, thank God, now we know.
											Kevin is straight, as he says.
											We truly thank God for you.
											Sincerely indebted to you,
											Narvella Berthia.""
											And on the bottom she writes,
											""P.S. When I visited San Francisco
General Hospital that evening,
											you were listed as the patient.
											Boy, did I have to straighten that one out.""
									","
											""Lieber Mr. Briggs,
											nichts kann die Geschehnisse
vom 11. März ungeschehen machen,
											aber Sie sind einer der Gründe,
warum Kevin noch unter uns weilt.
											Ich glaube fest daran,
dass Kevin nach Hilfe gesucht hat.
											Bei ihm wurde 
eine psychische Erkrankung festgestellt,
											für die er die passende Medizin 
bekommen hat.
											Ich habe Kevin mit gerade mal
sechs Monaten adoptiert,
											völlig ahnungslos über irgendwelche
erblichen Merkmale,
											aber Gott sei Dank
wissen wir nun Bescheid.
											Kevin geht es gut, wie er sagt.
											Wir danken Gott für Sie.
											Tief in Ihrer Schuld stehend,
											Narvella Berthia.""
											Und am Ende schreibt sie:
											""P.S. Als ich das Krankenhaus 
von San Francisco
											an jenem Abend besuchte,
											waren Sie als Patient angemeldet.
											Junge, das musste ich 
erstmal gerade rücken.""
									",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
","
",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
											Today, Kevin is a loving father
											and contributing member of society.
											He speaks openly
											about the events that day and his depression
											in the hopes that his story
											will inspire others.
									","
											Heute ist Kevin ein liebevoller Vater
											und ein beitragendes Mitglied
der Gesellschaft.
											Er spricht offen
											über die Geschehnisse jenen Tages
											und seine Depression
											in der Hoffnung,
											dass seine Geschichte andere inspiriert.
									",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
","
",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
											Suicide is not just something
I've encountered on the job.
											It's personal.
											My grandfather committed suicide by poisoning.
											That act, although ending his own pain,
											robbed me from ever getting to know him.
											This is what suicide does.
											For most suicidal folks,
											or those contemplating suicide,
											they wouldn't think of hurting another person.
											They just want their own pain to end.
											Typically, this is accomplished in just three ways:
											sleep, drugs or alcohol, or death.
											In my career, I've responded to
											and been involved in hundreds
											of mental illness and suicide calls
											around the bridge.
											Of those incidents I've been directly involved with,
											I've only lost two,
											but that's two too many.
											One was Jason.
											The other was a man I spoke to
											for about an hour.
											During that time, he shook my hand
											on three occasions.
											On that final handshake,
											he looked at me, and he said,
											""Kevin, I'm sorry, but I have to go.""
											And he leapt.
											Horrible, absolutely horrible.
									","
											Selbstmord ist mir 
nicht nur im Beruf begegnet.
											Auch im persönlichen Umfeld.
											Mein Großvater hat sich
durch Vergiftung das Leben genommen.
											Diese Tat, auch wenn sie
seinen eigenen Schmerz beendet hat,
											nahm mir die Möglichkeit,
ihn jemals kennen zu lernen.
											Das richtet Selbstmord an.
											Die meisten suizidgefährdeten Menschen
											oder jene, die über Selbstmord nachdenken,
											würden nie daran denken,
einen anderen Menschen zu verletzten.
											Sie wollen nur,
dass ihr eigener Schmerz endet.
											Das geschieht normalerweise
auf eine von drei Arten:
											Schlaf, Drogen oder Alkohol, oder Tod.
											In meiner Karriere habe ich
											auf hunderte Anrufe geantwortet
											und war an hunderten Fällen
											von psychischen Erkrankungen 
und Selbstmord
											rund um die Brücke beteiligt.
											Bei den Vorfällen, an denen ich
direkt beteiligt war,
											habe ich nur zwei Menschen verloren,
											aber das sind zwei zu viele.
											Einer von ihnen war Jason.
											Der andere war ein Mann,
mit dem ich ungefähr
											eine Stunde gesprochen habe.
											Dabei hat er drei Mal
											meine Hand geschüttelt.
											Beim letzten Handschlag
											sah er mich an und sagte:
											""Kevin, es tut mir Leid,
aber ich muss gehen.""
											Und er sprang.
											Schrecklich, absolut schrecklich.
									",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
","
",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
											I do want to tell you, though,
											the vast majority of folks
											that we do get to contact on that bridge
											do not commit suicide.
											Additionally, that very few
											who have jumped off the bridge and lived
											and can talk about it,
											that one to two percent,
											most of those folks have said
											that the second that they let go of that rail,
											they knew that they had made a mistake
											and they wanted to live.
											I tell people, the bridge not only connects
											Marin to San Francisco,
											but people together also.
											That connection, or bridge that we make,
											is something that each and every one of us
											should strive to do.
											Suicide is preventable.
											There is help. There is hope.
									","
											Ich möchte Ihnen trotzdem erzählen,
											dass die meisten der Leute,
											mit denen wir auf der Brücke
in Kontakt kommen,
											keinen Selbstmord begehen.
											Außerdem haben die meisten der Menschen,
											die gesprungen sind und überlebt haben
											und darüber reden können,
											diese ein oder zwei Prozent,
											diese Menschen haben gesagt
											dass sie in dem Moment,
in dem sie losgelassen haben,
											wussten, dass sie
einen Fehler begangen hatten
											und dass sie leben wollten.
											Ich erzähle den Menschen,
dass die Brücke nicht nur
											Marin und San Francisco verbindet,
											sondern dass sie auch Menschen verbindet.
											Die Verbindung, 
oder die Brücke, die wir machen,
											ist etwas, das jeder einzelne von uns
											anstreben sollte.
											Selbstmord ist vermeidbar.
											Es gibt Hilfe. Es gibt Hoffnung.
									",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
","
",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
											Thank you very much.
									","
											Vielen Dank.
									",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
","
",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
											(Applause)
									","
											(Applaus)
									",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
"
","
",The bridge between suicide and life,Kevin Briggs,14:13,"culture,depression,mental health,suicide"
