en,fr,tr,es,title,speaker,duration,tags
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											Now, talking about politics
amongst people with different opinions
											has become really difficult,
											not only in Europe.
											Families are splitting,
friends no longer talk to each other.
											We stay in our bubbles.
											And these so-called filter bubbles
are amplified by social media,
											but they are not,
in the core, a digital product.
											The filter bubble has always been there.
											It's in our minds.
									","
											Parler de politique avec des gens
ayant des opinions différentes
											est devenu très difficile,
											pas seulement en Europe.
											Des familles se divisent,
des amis ne se parlent plus.
											Nous restons dans nos bulles.
											Ce qu'on appelle les bulles de filtres
sont amplifiées par les réseaux sociaux
											mais elles ne sont pas,
fondamentalement, un produit numérique.
											La bulle de filtres a toujours existé.
											Elle est dans notre tête.
									","
											Farklı düşünceleri olan insanlar 
arasında siyaset konuşmak
											gerçekten zor bir hâle geldi,
											sadece Avrupa'da da değil.
											Aileler bölünüyor, arkadaşlar 
artık birbirleriyle konuşmuyor.
											Kendi baloncuklarımızda kalıyoruz.
											Bu sözde filtre balonu
sosyal medya tarafından sağlamlaşıyor
											ama temelde dijital bir ürün değiller.
											Filtre balonu her zaman vardı.
											Zihinlerimizdeydi.
									","
											Hablar sobre política entre personas
con diferentes opiniones
											se ha vuelto muy difícil,
											no solo en Europa.
											Las familias se separan,
los amigos ya no se hablan.
											Nos aislamos en burbujas.
											Y todos esos llamados filtros de burbuja
son amplificados por redes sociales,
											pero no son, en el fondo,
un producto digital.
											El filtro de la burbuja 
siempre ha estado ahí.
											Está en nuestras mentes.
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											As many studies repeatedly have shown,
											we, for example, ignore effects
that contradict our convictions.
											So correcting fake news
is definitely necessary,
											but it's not sufficient
to get a divided society
											to rethink itself.
											Fortunately, according to
at least some research,
											there may be a simple way
to get a new perspective:
											a personal one-on-one discussion
											with someone who doesn't
have your opinion.
											It enables you to see
the world in a new way,
											through someone else's eyes.
									","
											Comme l'ont maintes fois montré
de nombreuses études,
											nous, par exemple, ignorons les incidences
qui contredisent nos convictions.
											Corriger les infox
est assurément nécessaire
											mais cela n'est pas suffisant
pour qu'une société divisée
											se repense.
											Heureusement, d'après
au moins certaines recherches,
											il pourrait y avoir une façon plus simple
d'avoir une nouvelle perspective :
											une discussion personnelle en tête-à-tête
											avec quelqu'un n'ayant pas votre opinion.
											Cela vous permet de voir
le monde de façon nouvelle,
											à travers les yeux de quelqu'un d'autre.
									","
											Birçok araştırmanın da 
defalarca gösterdiği gibi
											biz, örneğin, kendi görüşlerimizle
çelişen şeyleri görmezden geliyoruz.
											Bu yüzden yalan haberleri 
düzeltmek kesinlikle gerekli
											ancak bölünmüş bir toplumun
											kendini etraflıca düşünmesini 
sağlamak için yeterli değil.
											Neyse ki en azında bir araştırmaya göre
											yeni bir bakış açısı kazanmanın 
basit bir yolu olabilir:
											Sizin düşüncenize sahip olmayan biriyle
yüz yüze kişisel bir tartışma yapmak.
											Dünyayı yeni bir şekilde,
											başkasının gözlerinden görmenizi sağlıyor.
									","
											Como muchos estudios
han demostrado repetidamente,
											por ejemplo, ignoramos las influencias 
que contradicen nuestras convicciones.
											Así que corregir noticias falsas
es definitivamente necesario,
											pero no es suficiente para 
conseguir que una sociedad dividida
											se replanté a sí misma.
											Por suerte, según al menos
algunas investigaciones,
											puede haber una manera simple
de conseguir una nueva perspectiva:
											una discusión personal cara a cara
											con alguien que no comparte
nuestra opinión.
											Te permite ver el mundo
de una manera nueva,
											a través de los ojos de alguien más.
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											Now, I'm the editor of ""ZEIT ONLINE,""
											one of the major digital
news organizations in Germany.
											And we started what became ""Europe Talks""
as a really modest editorial exercise.
											As many journalists,
											we were impressed by Trump and by Brexit,
											and Germany was getting divided, too,
especially over the issue of migration.
											So the arrival of more than
a million refugees in 2015 and 2016
											dominated somewhat the debate.
											And when we were thinking
about our own upcoming election in 2017,
											we definitely knew that we had to reinvent
the way we were dealing with politics.
											So digital nerds that we are,
											we came up with obviously
many very strange digital product ideas,
											one of them being a Tinder for politics —
									","
											Je suis le rédacteur en chef
de « Zeit Online »,
											l'un des plus grands organismes
de presse en Allemagne.
											Nous avons lancé
ce qui est devenu « Europe Talks »
											comme un exercice éditorial très modeste.
											Comme de nombreux journalistes,
											nous étions impressionnés
par Trump et par le Brexit.
											L'Allemagne se divisait également,
surtout autour des migrants.
											L'arrivée de plus d'un million
de réfugiés en 2015 et 2016
											dominait le débat.
											Alors que nous pensions
à notre prochaine élection en 2017,
											nous savions que nous devions réinventer
la manière de traiter de la politique.
											Étant les geeks que nous sommes,
											nous avons proposé de nombreuses
idées de produits numériques étranges,
											l'une d'entre elle était
un Tinder pour la politique —
									","
											Almanya'daki en büyük 
dijital haber ajanslarından biri olan
											""ZEIT ONLINE""ın editörüyüm.
											""Avrupa Tartışıyor"" hâline gelen şeye
											aslında mütevazı bir başmakale
egzersizi olarak başladık.
											Birçok gazeteci gibi
											biz de Trump ve Brexit'ten etkilenmiştik
											ve Almanya da özellikle göç 
sorunundan dolayı bölünüyordu.
											2015 ve 2016 yıllarında 
bir milyondan fazla mültecinin gelişi
											bir şekilde tartışmalara neden olmuştu.
											2017'deki yaklaşan kendi seçimimizi 
düşündüğümüzde ise
											siyaseti ele alış şeklimizi kesinlikle
değiştirmemiz gerektiğini biliyorduk.
											Dijital birer inek olduğumuzdan dolayı
											birçok oldukça garip 
dijital ürün fikirleri bulduk,
											bir tanesi siyaset için olan
bir Tinder yaratmaktı —
									","
											Bien, soy el editor de ""ZEIT ONLINE""
											una de las principales organizaciones
de noticias digitales en Alemania.
											Y empezamos lo que fue ""Europe Talks""
como un modesto ejercicio editorial.
											Y como muchos periodistas,
											nos impresionó Trump y el Brexit,
											y Alemania también se estaba dividiendo
especialmente en el tema de la migración.
											La llegada de más de un millón
de refugiados entre 2015 y 2016
											dominó de algún modo el debate.
											Y cuando pensábamos en nuestras
próximas elecciones en 2017,
											supimos que debíamos reinventar
la forma en que lidiábamos con la política
											Así que como nerds digitales que somos,
											obviamente, se nos ocurrieron muchas
ideas muy extrañas sobre ideas de producto
											una de ellas era ser
un Tinder para la política...
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Risas)
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											a dating platform for political opposites,
											a tool that could help get people
together with different opinions.
											And we decided to test it
											and launched what techies would call
a ""minimum viable product.""
											So it was really simple.
											We called it ""Deutschland spricht"" —
""Germany Talks"" —
											and we started with that in May 2017.
											And it was really simple.
											We used mainly Google Forms,
											a tool that each and every one of us here
can use to make surveys online.
											And everywhere in our content,
we embedded simple questions like this:
											""Did Germany take in too many refugees?""
											You click yes or no.
											We asked you more questions, like,
""Does the West treat Russia fairly?""
											or, ""Should gay couples
be allowed to marry?""
											And if you answered all these questions,
we asked one more question:
											""Hey, would you like to meet a neighbor
who totally disagrees with you?""
									","
											une plateforme de rencontres
pour adversaires politiques,
											un outil qui pourrait aider à réunir
des gens avec des opinions différentes.
											Nous avons décidé de la tester
											et avons lancé
											ce que les startuppers appellent
un « produit minimum viable ».
											Il était très simple.
											Nous l'avons appelé
« Deutschland spricht » -
											« L'Allemagne se parle » -
											et avons commencé en mai 2017.
											C'était très simple.
											Nous utilisions surtout
des formulaires Google,
											un outil que chacun d'entre nous ici
peut utiliser pour des sondages en ligne.
											Partout dans notre contenu,
nous avons inclus des questions simples :
											« L'Allemagne a-t-elle accueilli
trop de réfugiés ? »
											Vous répondez oui ou non.
											Nous vous posions plus de questions :
											« L'Occident traite-t-il
la Russie justement ? »
											ou « Les couples gays
devraient-ils pouvoir de se marier ? »
											Si vous répondiez à toutes ces questions,
nous posions une autre question :
											« Voudriez-vous rencontrer un voisin
en désaccord total avec vous ? »
									","
											siyasi karşıtlıkları olanlar için
bir çöpçatanlık platformu,
											farklı düşünen insanları bir araya 
getirmeye yardımcı olacak bir araç.
											Denemeye karar verdik
											ve teknoloji kurtlarının ""uygulanabilir 
asgari ürün"" dediği şeyi çıkardık.
											Gerçekten basitti.
											""Deutschland spricht"" yani 
""Almanya Tartışıyor"" olarak adlandırdık
											ve bunu 2017 Mayıs'ında yapmaya başladık.
											Gerçekten basitti.
											Ağırlıklı olarak buradaki herkesin
											çevrim içi anketler yapmak için kullandığı
bir araç olan Google Formları kullandık.
											İçeriğimizdeki her şeyde
bunun gibi basit sorular sorduk:
											""Almanya çok fazla mülteci aldı mı?""
											Evet veya hayıra tıklıyorsunuz.
											Bunlar gibi daha fazla sorular sorduk:
""Batı, Rusya'ya adil davranıyor mu?""
											veya ""Eşcinsel çiftlerin 
evlenmesine izin verilmeli mi?""
											Eğer tüm bu sorulara cevap verdiyseniz 
size bir soru daha soruyorduk:
											""Sizinle aynı fikirde olmayan 
bir komşunuzla buluşmak ister misiniz?""
									","
											una plataforma de citas
para opuestos políticos,
											una herramienta que ayudase a
juntar gente con diferentes opiniones.
											Y decidimos probarlo
											y lanzamos lo que los técnicos 
llamarían ""producto mínimo viable"".
											Era realmente simple.
											Lo llamamos ""Deutschland spricht"",
""Alemania habla""...
											y empezamos con eso en mayo de 2017.
											Era muy simple.
											Principalmente empleamos
formularios de Google,
											una herramienta que todos y cada
uno de nosotros puede usar
											para crear encuestas en línea.
											Y en todas partes en nuestro contenido
incrustamos preguntas como esta:
											""¿Acogió Alemania demasiados refugiados?"".
											Pinchabas en Sí o No.
											Les hicimos más preguntas como:
¿Occidente trata a Rusia de manera justa?
											o: ¿Debería permitirse que
las parejas homosexuales se casaran?
											Si contestabas todas esas preguntas
te hacíamos una pregunta más:
											""¿Te gustaría conocer a un vecino
que está en total desacuerdo contigo?"".
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Risas)
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											So this was a really simple experiment
with no budget whatsoever.
											We expected some
hundred-ish people to register,
											and we planned to match them
by hand, the pairs.
											And after one day,
1,000 people had registered.
											And after some weeks,
12,000 Germans had signed up
											to meet someone else
with a different opinion.
											So we had a problem.
									","
											C'était une expérience très simple
sans aucun budget.
											Nous nous attendions à ce qu'environ
une centaine de personnes s'inscrivent
											et nous avions prévu
de les apparier à la main.
											Après un jour, 1 000 personnes
s'étaient inscrites.
											Après quelques semaines,
12 000 Allemands s'étaient inscrits
											pour rencontrer quelqu'un
ayant une opinion différente.
											Nous avions donc un problème.
									","
											Bu, herhangi bir bütçesi olmayan
basit bir deneydi sadece.
											100 kadar insanın 
kayıt olmasını bekliyorduk
											ve onları elle, çiftler halinde 
eşleştirmeyi planlamıştık.
											Bir gün sonra 1000 kişi kayıt oldu.
											Birkaç hafta sonra ise
farklı düşünen biriyle buluşmak için
											12 bin Alman kayıt oldu.
											Bu yüzden bir sorunumuz vardı.
									","
											Fue un experimento realmente simple
sin presupuesto alguno.
											Esperábamos que se registraran
unas cien personas,
											y planeábamos juntarlas 
manualmente, en parejas.
											Y tras un día, 1000 personas
se habían registrado.
											Y después de algunas semanas,
12 000 alemanes se apuntaron
											para conocer a alguien más
con una opinión diferente.
											Tuvimos un problema.
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Risas)
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											We hacked a quick and dirty algorithm
											that would find
the perfect Tinder matches,
											like people living as close as possible
having answered the questions
											as differently as possible.
											We introduced them via email.
											And, as you may imagine,
we had many concerns.
											Maybe no one would show up in real life.
											Maybe all the discussions
in real life would be awful.
											Or maybe we had an axe murderer
in our database.
									","
											Nous avons rapidement pondu un algorithme
											qui déterminerait les couples parfaits :
											des gens vivant aussi près que possible
ayant répondu aux questions
											aussi différemment que possible.
											Nous les avons présentés
les uns aux autres par mail.
											Comme vous pouvez l'imaginer,
nous avions de nombreuses inquiétudes.
											Peut-être que personne
ne viendrait dans la vraie vie.
											Peut-être que toutes les discussions
dans la vraie vie seraient horribles.
											Ou peut-être que nous avions
un meurtrier à la hache.
									","
											Mükemmel Tinder eşleşmelerini bulacak
hızlı bir algoritma oluşturduk,
											soruları olabildiğince farklı cevaplayan
											ve olabildiğince yakın
yaşayan insanlar gibi.
											E-posta aracılığıyla onları tanıştırdık.
											Tahmin edebileceğiniz üzere
birçok endişemiz vardı.
											Gerçek hayatta kimse 
buluşmaya gelmeyebilirdi.
											Gerçek hayatta 
tüm tartışmalar berbat olabilirdi
											veya veri tabanımızda 
baltalı bir katilimiz olabilirdi.
									","
											Pirateamos un algoritmo rápido y tramposo
											que encontrarían las coincidencias
perfectas de Tinder,
											como personas que viven lo más cerca
posible y han contestado las preguntas
											lo más diferentes posible.
											Los presentábamos por email.
											y como pueden imaginar,
tuvimos muchas preocupaciones.
											Quizás nadie aparecería en la vida real.
											Quizás todas las discusiones
en la vida real serían horribles.
											O quizás teníamos a un asesino
en serie en nuestra base de datos
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Risas)
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											But then, on a Sunday in June 2017,
											something beautiful happened.
											Thousands of Germans met in pairs
and talked about politics peacefully.
											Like Anno.
											He's a former policeman who's against —
or was against — gay marriage,
											and Anne, she's an engineer who lives
in a domestic partnership
											with another woman.
											And they were talking
for hours about all the topics
											where they had different opinions.
											At one point, Anno told us later,
											he realized that Anne was hurt
by his statements about gay marriage,
											and he started to question
his own assumptions.
											And after talking for three hours,
											Anne invited Anno to her summer party,
											and today, years later,
											they still meet from time to time
and are friends.
									","
											Mais un dimanche de juin 2017,
											quelque chose de magnifique s'est produit.
											Des milliers d'Allemands
se sont rencontrés par paires
											et ont parlé de politique
de façon pacifique.
											Comme Anno,
											c'est un ancien policier qui est contre —
ou était contre — le mariage homosexuel,
											et Anne, c'est une ingénieure
qui vit en concubinage
											avec une autre femme.
											Ils ont parlé pendant des heures
de tous les sujets
											sur lesquels ils avaient
des opinions différentes.
											A un moment donné,
Anne nous a dit par la suite,
											il a réalisé qu'Anne était blessée
											par ses affirmations
sur le mariage homosexuel
											alors il a remis en question
ses propres suppositions.
											Après avoir parlé pendant trois heures,
											Anne a invité Anno à sa fête estivale
											et aujourd'hui, deux ans plus tard,
											ils se retrouvent encore
de temps en temps et sont amis.
									","
											Fakat 2017 Haziran'ının bir pazar gününde
											çok güzel bir şey oldu.
											Binlerce Alman çiftler hâlinde buluştu
											ve olaysız bir şekilde
siyaset hakkında tartıştılar.
											Anno gibi.
											Anno, eşcinsel evliliğe karşı,
veya eskiden karşı olan, eski bir polis
											ve Anne, başka bir kadınla
birlikte yaşayan bir mühendis.
											Farklı düşüncelere sahip oldukları
tüm konular hakkında saatlerce konuştular.
											Bir noktada, Anno'nun bize 
daha sonra söylediği üzere,
											Anne'nin, eşcinsel evlilik hakkındaki
sözlerine kırıldığını fark etmiş
											ve kendi varsayımlarını
sorgulamaya başlamış.
											Üç saat boyunca konuştuktan sonra
											Anne, Anno'yu yaz partisine davet etmiş
											ve bugün, yıllar sonra,
											ara sıra buluşuyorlar ve hâlâ arkadaşlar.
									","
											Pero entonces, un domingo
de junio de 2017,
											algo hermoso ocurrió.
											Miles de alemanes se reunieron en parejas
y hablaron de política pacíficamente.
											Como Anno.
											Es un expolicía que está en contra...
o estaba en contra... del matrimonio gay,
											y Anne, es una ingeniera que
vive con una pareja de hecho
											con otra mujer.
											Y hablaron durante
horas de todos los temas
											donde tenían diferentes opiniones.
											En un punto, Anno nos contó más tarde,
que notó que Anne estaba dolida
											por sus afirmaciones 
sobre el matrimonio homosexual
											y empezó a cuestionarse 
sus propias suposiciones.
											Y después de hablar durante tres horas,
											Anne invitó a Anno a su fiesta veraniega,
											y hoy, años después,
											se encuentran de vez en cuando
y son amigos.
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											So our algorithm matched,
for example, this court bailiff.
											He's also a spokesperson of the right-wing
populist party AfD in Germany,
											and this counselor for pregnant women.
											She used to be an active member
of the Green Party.
											We even matched this professor
and his student.
									","
											Notre algorithme a apparié,
par exemple, cet huissier de justice,
											qui est également porte-parole du parti
populiste de droite AfD en Allemagne,
											et cette conseillère
pour les femmes enceintes.
											Elle avait été membre active
du parti vert.
											Nous avons apparié
ce professeur et son étudiant.
									","
											Algoritmamız, örneğin,
bu mahkeme memurlarını eşleştirdi.
											O aynı zamanda Almanya'daki 
sağcı popülist parti AfD'nin sözcüsü
											ve bu avukat ise 
hamile kadınların sözcüsüydü.
											Eskiden Yeşil Parti'nin
aktif bir üyesiydi.
											Bu profesörle 
öğrencisini bile eşleştirdik.
									","
											Nuestro algoritmo emparejó,
por ejemplo, este alguacil de corte.
											También es portavoz del partido populista
de derechas AfD de Alemania,
											y esta consejera para mujeres embarazadas.
											Ella solía ser activista 
del Partido Verde.
											Incluso emparejamos a
este profesor y a su estudiante.
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Risas)
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											It's an algorithm.
									","
											C'est un algorithme.
									","
											Bu, bir algoritma.
									","
											Es un algoritmo.
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Risas)
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
