en,pt,tr,es,fr,title,speaker,duration,tags
"
","
","
","
","
",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
"
											Wells published her findings in 1892.
											In response, a white mob destroyed 
her newspaper presses.
											She was out of town when they struck,
											but they threatened to kill her 
if she ever returned to Memphis.
											So she traveled to New York,
											where that same year she re-published 
her research in a pamphlet titled
											Southern Horrors: Lynch Law 
in All Its Phases.
											In 1895, after settling in Chicago,
											she built on Southern Horrors in a longer 
piece called The Red Record.
											Her careful documentation of the horrors 
of lynching
											and impassioned public speeches 
drew international attention.
									","
											Wells publicou as suas conclusões em 1892.
											Em resposta, uma turba de brancos
destruiu as impressoras do jornal.
											Ela estava fora da cidade
quando eles atacaram
											mas eles ameaçaram matá-la
se ela voltasse a Memphis.
											Assim, ela foi para Nova Iorque,
											onde, naquele mesmo ano, voltou
a publicar a sua investigação
											num panfleto intitulado:
											Horrores do Sul: A Lei do Linchamento
em Todas as suas Fases.
											Em 1895, depois de se instalar em Chicago,
											introduziu os Horrores do Sul

											num artigo mais longo 
intitulado O Registo Vermelho.
											A sua cuidada documentação
dos horrores do linchamento
									","
											Wells bulduklarını 1892''de yayınladı.
											Cevaben, beyazlardan oluşan bir çete
gazete baskısını yok etti.
											Saldırdıklarında kasaba dışındaydı
											ama bir daha Memphis'e dönerse
onu öldüreceklerini söylediler.
											Bunun ardından
New York'a seyahat etti
											ve aynı yıl araştırmayı
Güneyin Dehşeti: Her Yönüyle Linç Kanunu
											adlı bir broşürde tekrar yayımladı.
											Chicago'ya yerleştikten sonra 1895'te
											Southern Horrors'a ekleme yaparak
The Red Record adlı bir eser üretti.
											Linç felaketleri hakkındaki
detaylı belgeleri
											ve coşkulu halk konuşmaları
uluslararası dikkat topladı.
									","
											Wells publicó sus descubrimientos en 1892.
											En respuesta, una turba de blancos
destruyó las imprentas de su periódico.
											Estaba fuera de la ciudad cuando atacaron,
											pero amenazaron con matarla
si regresaba a Memphis.
											Así que viajó a Nueva York,
											donde ese mismo año republicó su
investigación en un panfleto titulado
											'Los horrores del sur: la ley de 
linchamiento en todas sus fases'.
											En 1895, tras instalarse en Chicago,
											transformó 'Los horrores del sur'
											en un artículo mayor llamado 
'Un expediente rojo'.
											Su cuidadosa documentación de
los horrores del linchamiento
											y apasionados discursos públicos
llamaron la atención internacional.
									","
											Wells publia ses conclusions en 1892.
											En réponse, une foule d'hommes blancs
détruisit ses presses.
											Elle n'était pas en ville
au moment de l'attaque,
											mais ils menacèrent de la tuer
si jamais elle revenait à Memphis.
											Elle s'est donc rendue à New York,
											où, la même année, elle réédita
ses recherches dans un tract intitulé
											« Southern Horrors : Lynch Law
in All Its Phases. »
											En 1895, après s'être installée à Chicago,
											elle créa sur les fondations
de Southern Horrors
											une œuvre plus longue
appelée « A Red Record ».
											Sa documentation minutieuse
sur les horreurs du lynchage
											et ses discours passionnés attirèrent
l'attention du monde entier.
									",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
"
","
","
","
","
",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
"
											Wells used her newfound fame 
to amplify her message.
											She traveled to Europe,
											where she rallied European outrage against
racial violence in the American South
											in hopes that the US government and public
would follow their example.
											Back in the US,
											she didn’t hesitate to confront powerful 
organizations,
											fighting the segregationist 
policies of the YMCA
											and leading a delegation 
to the White House
											to protest discriminatory 
workplace practices.
									","
											e os seus discursos públicos apaixonados
chamaram a atenção internacional.
											Wells usou a sua fama recém-adquirida
para reforçar a sua mensagem.
											Viajou para a Europa,
											onde concentrou o escândalo europeu
contra a violência racial no Sul dos EUA
											na esperança de que o governo dos EUA
e o público seguissem o exemplo deles.
											De volta aos EUA, não hesitou
em enfrentar poderosas organizações,
											lutando contra as políticas
segregacionistas do YMCA
											e encabeçando uma delegação
à Casa Branca
											para protestar contra práticas
discriminatórias no local de trabalho.
									","
											Eline geçen bu yeni ünü,
mesajını kuvvetlendirmek için kullandı.
											ABD hükûmetinin ve halkının
											onların izinden geleceği umuduyla
Amerika'nın güneyindeki
											ırksal şiddete karşı gösterilere
katılmak üzere Avrupa'ya gitti.
											ABD'de
											güçlü organizasyonlarla 
yüzleşmekten çekinmedi.
											Genç Hristiyan Erkekler Birliği'nin
ırkçı politikaları ile savaştı
											ve iş yerlerindeki ırkçılığa karşı
											Beyaz Saray'a bir delegasyon iletti.
									","
											Wells usó su nueva fama
para amplificar su mensaje.
											Viajó a Europa, donde movilizó
la indignación europea
											contra la violencia racial en el sur
											con la esperanza de que
el gobierno de EE. UU. y la sociedad
											siguieran su ejemplo.
											De vuelta en EE. UU.,
											no dudó en confrontar 
poderosas organizaciones
											luchando contra las políticas
segregacionistas de YMCA
											y liderando una delegación
a la Casa Blanca
											para protestar contra las prácticas
discriminatorias en el trabajo.
									","
											Wells utilisa sa nouvelle notoriété
pour amplifier son message.
											Elle voyagea en Europe, où elle rallia
l'indignation européenne
											contre la violence raciale
dans le Sud des États-Unis,
											dans l'espoir que le gouvernement et
le public américains suivent son exemple.
											De retour aux États-Unis,
											elle n'hésita pas à affronter
des organisations puissantes,
											à combattre les politiques
ségrégationnistes du YMCA
											et à diriger une délégation
à la Maison-Blanche
											pour protester contre les pratiques
discriminatoires au travail.
									",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
"
","
","
","
","
",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
"
											She did all this while 
disenfranchised herself.
											Women didn’t win the right to vote 
until Wells was in her late 50s.
											And even then, the vote was primarily 
extended to white women only.
											Wells was a key player in the battle 
for voting inclusion,
											starting a Black women’s 
suffrage organization in Chicago.
											But in spite of her deep commitment 
to women’s rights,
											she clashed with white leaders 
of the movement.
											During a march for women’s 
suffrage in Washington D.C.,
											she ignored the organizers’ attempt 
to placate Southern bigotry
											by placing Black women in the back,
											and marched up front alongside
the white women.
									","
											Fez tudo isso, enquanto
ela própria era marginalizada.
											As mulheres só tiveram direito ao voto
quando Wells já tinha 50 e muitos anos.
											Mesmo nessa altura, o voto só
abrangia as mulheres brancas.
											Wells foi uma peça fundamental
na batalha pela inclusão do voto,
											iniciando uma organização sufragista
de mulheres negras em Chicago.
											Apesar do seu compromisso
com os direitos das mulheres,
											entrou em choque
com as líderes brancas do movimento.
											Numa marcha pelo sufrágio
para as mulheres, em Washington D.C.,
											ignorou a tentativa dos organizadores
em acalmar o fanatismo sulista,
											colocando as mulheres negras no fim
											e marchou na frente
juntamente com as mulheres brancas.
									","
											Bütün bunları oy kullanma hakkından 
mahrumken yaptı.
											Wells 50'lerinin sonuna gelene dek
kadınlar oy kullanamadılar.
											O zaman bile oy kullanma hakkı
sadece beyaz kadınlarla sınırlıydı.
											Chicago'da Siyah kadınların oy kullanma
hakkı organizasyonunun
											kurulmasına öncülük eden Wells 
oy kullanma savaşında önemliydi.
											Fakat kadın haklarına duyduğu
derin bağlılığına rağmen
											hareketin liderleri ile
karşı karşıya geldi.
											Washington D.C.'deki
kadın hakları yürüyüşünde
											organizatörlerin
güneyli bağnazları yatıştırmak için
											en arkaya
siyahi kadınları koymasını takmadı
											ve beyaz kadınlarla beraber
en önde yürüdü.
									","
											Hizo todo esto mientras
se privaba de sus derechos.
											Las mujeres no ganaron el derecho al voto
hasta que Wells estuvo en sus 50.
											E incluso entonces, el voto femenino solo
le era permitido a las mujeres blancas.
											Wells fue una pieza clave en la batalla
por la inclusión electoral,
											al iniciar una organización sufragista
de mujeres negras en Chicago.
											Pero a pesar de su profundo compromiso
con los derechos de la mujer,
											chocó con las líderes blancas
del movimiento.
											Durante la marcha por el sufragio
femenino en Washington D.C.
											ignoró el intento de los organizadores
de aplacar la intolerancia del sur
											poniendo a las mujeres negras al fondo
											y marchó al frente junto
a las mujeres blancas.
									","
											Elle fit tout cela tout en se privant
de ses droits de vote.
											Elle s'approchait de 60 ans lorsque
les femmes obtinrent le droit de vote.
											De toute façon, le droit de vote ne fut
d'abord accordé qu'aux femmes blanches.
											Wells joua un rôle clé dans le combat
pour l'inclusion électorale,
											créant une association pour le droit
de vote des femmes noires à Chicago.
											Malgré son profond engagement
pour les droits des femmes,
											elle se heurta aux dirigeants
blancs du mouvement.
											Lors d'une marche pour le droit de vote
des femmes à Washington,
											elle ignora la tentative des organisateurs
d'apaiser le sectarisme sudiste
											en plaçant les femmes noires à l'arrière,
et marcha en première ligne
											aux côtés des femmes blanches.
									",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
"
","
","
","
","
",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
"
											She also chafed with other 
civil rights leaders,
											who saw her as a dangerous radical.
											She insisted on airing, in full detail, 
the atrocities taking place in the South,
											while others thought doing so would be 
counterproductive
											to negotiations with white politicians.
											Although she participated in the founding 
of the NAACP,
											she was soon sidelined 
from the organization.
									","
											Também se agastou com outras
líderes dos direitos civis
											que a consideravam uma perigosa radical.
											Insistiu em denunciar, pormenorizadamente,
as atrocidades que se praticavam no Sul,
											enquanto outras achavam que fazer isso
era contraproducente
											para as negociações
com os políticos brancos.
											Embora tivesse participado
na fundação do NAACP,
											em breve foi posta de lado
pela organização.
									","
											Aynı zamanda
onu tehlikeli bir radikal olarak gören
											diğer insan hakları liderleri ile de
sürtüşmeler yaşadı.
											Güney'de yaşanan vahşeti
tüm detaylarıyla anlatmakta ısrar etti.
											Diğerleri ise bunun
beyaz politikacılarla yapılan anlaşmalara
											zarar vereceğini düşündü.
											Siyahi İnsanların Gelişmesi için 
Ulusal Birliğin kurulmasında
											rol oynasa da yakın zamanda
organizasyonun gözünden düştü.
									","
											También irritó a otros líderes
por los derechos civiles
											que la vieron como una radical peligrosa.
											Insistió en difundir con todo detalle,
las atrocidades que ocurrieron en el sur,
											mientras otros pensaron que hacerlo
sería contraproducente
											para las negociaciones
con los políticos blancos.
											Aunque participó en 
la fundación del NAACP,
											pronto fue marginada por la organización.
									","
											Elle irrita également d'autres
leaders des droits civiques,
											qui la voyaient comme
une dangereuse extrémiste.
											Elle insista pour que soient
exposées en détail
											les atrocités commises dans le Sud
											tandis que d'autres pensaient
que cela irait à l'encontre
											des négociations avec
les politiciens blancs.
											Bien qu'elle ait participé
à la fondation de la NAACP,
											elle fut rapidement mise
à l'écart de l'organisation.
									",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
"
","
","
","
","
",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
"
											Wells’ unwillingness to compromise any 
aspect of her vision of justice
											shined a light on the weak points 
of the various rights movements,
											and ultimately made them stronger—
											but also made it difficult for her 
to find a place within them.
											She was ahead of her time,
											waging a tireless struggle 
for equality and justice
											decades before many had even begun 
to imagine it possible.
									","
											A recusa de Wells em comprometer
qualquer aspeto da sua visão de justiça
											lançou uma luz sobre os pontos fracos
dos diversos movimentos
											e acabou por torná-los mais fortes
											mas também lhe dificultou
encontrar um lugar dentro deles.
											Ela estava avançada no seu tempo,
											travando uma guerra incansável
pela igualdade e pela justiça,
											décadas antes de muita gente
pensar sequer que isso era possível.
									","
											Wells'in adalet görüşünden
hiçbir şekilde ödünç vermemesi
											haklarla ilgili diğer hareketlerin
zayıf noktalarına ışık tuttu.
											Bu hareketler güçlendi
											fakat onların içinde
kendisi için yer bulması zorlaştı.
											Zamanın ilerisindeydi
											insanlar mümkün olduğunu bile düşünemezken
											eşitlik ve adalet adına
zorlu bir mücadele verdi.
									","
											La falta de voluntad de Wells para 
comprometer su visión de la justicia
											arrojó luz sobre las debilidades
de varios movimientos de derechos,
											y al final los hizo más fuertes,
											pero le dificultó encontrar 
un sitio en ellos.
											Estaba adelantada a su tiempo,
											librando una lucha incansable
por la igualdad y la justicia
											décadas antes de que muchos 
empezaran a imaginar que era posible.
									","
											Le refus de Wells de compromettre
tout aspect de sa vision de la justice
											mit en lumière les faiblesses des divers
mouvements de défense des droits,
											et les rendant au final plus forts -
											mais il lui fut aussi difficile
d'y trouver sa place.
											Elle était en avance sur son temps,
											menant une lutte sans relâche
pour l'égalité et la justice,
											des décennies avant même d'imaginer
que cela puisse être possible.
									",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
"
","
","
","
","
",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
