en,pt,tr,es,fr,title,speaker,duration,tags
"
","
","
","
","
",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
											(Laughter)
									","
											(Risos)
									","
											(Kahkaha)
									","
											(Risas)
									","
											(Rires)
									",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
","
","
","
","
",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
											No, it is a good thing.
											96 percent of all fish species died
											during the Hangenberg event,
359 million years ago:
											an interval of fire and ice.
											A crowded world was disrupted
and swept away.
									","
											Não, isso foi bom.
											Morreram 96% de todas
as espécies de peixes
											durante o Hangenberg,
há 359 milhões de anos:
											um intervalo de fogo e gelo.

											Um mundo sobrelotado
foi interrompido e dizimado.
									","
											Hayır, bu güzel bir şey.
											tüm balık türlerinin yüzde 96'sı
											359 milyon yıl önce
Hangenberg olayı esnasında öldü:
											bir buz ve ateş aralığı.
											Kalabalık bir dünya altüst oldu
ve silip süpürüldü.
									","
											No, es algo bueno.
											El 96 % de las especies de peces murieron
											durante el evento de Hangenberg,
hace 359 millones de años:
											en el intervalo de fuego y hielo.
											Un mundo abarrotado fue
interrumpido y barrido.
									","
											Non, c'est une bonne chose.
											96% de toutes les espèces
de poissons sont mortes
											pendant l'événement Hangenberg,
il y a 359 millions d'années,
											un intervalle de feu et de glace.
											Un monde bondé 
a été perturbé et balayé.
									",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
","
","
","
","
",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
											Now, you might think
that's the end of the story.
											The mighty fell,
the meek inherited the earth,
											and here we are.
											But winning is not that simple.
											The handful of survivors
came from many groups —
											all greatly outnumbered by their own dead.
											They ranged from top predator
to bottom-feeder,
											big to small,
											marine to freshwater.
											The extinction was a filter.
											It merely leveled the playing field.
											What really counted was what survivors did
over the next several million years
											in that devastated world.
											The former overlords
should have had an advantage.
											They became even larger,
											storing energy,
											investing in their young,
											spreading across the globe,
											feasting on fishes,
											keeping what had always worked,
and biding their time.
											Yet they merely persisted for a while,
											declining without innovating,
											becoming living fossils.
											They were too stuck in their ways
											and are now largely forgotten.
									","
											Agora, podem pensar, é o fim da historia.
											Os poderosos caíram
os fracos herdaram a terra,
											e cá estamos.
											Mas ganhar não é assim tão simples.
											Os poucos sobreviventes, 
pertenciam a vários grupos
											— em minoria por via das mortes.
											Passaram de predadores de topo
para a situação de alimento,
											de grandes para pequenos,
											do alto mar para a água doce.
											A extinção foi um filtro.
											Apenas nivelou o campo de batalha.
											O importante foi o que os sobreviventes
fizeram nos milhões de anos seguintes
											nesse mundo devastado.
											Os anteriores soberanos
deveriam ter uma vantagem.
											Eles tornaram-se ainda maiores,
											armazenando energia,
investindo nas suas crias,
											expandindo-se pelo globo,
											comendo peixes,
											Mantiveram as coisas como sempre,
e apostaram no tempo.
											Ainda assim persistiram
durante algum tempo,
											definhando sem inovar,
											tornaram-se fósseis ambulantes.
											Estavam demasiado presos
aos seus hábitos
											e agora estão quase esquecidos.
									","
											Bunun hikayenin sonu olduğunu 
düşünebilirsiniz.
											Büyük güç çöktü,
mütevazılar dünyayı miras aldı
											ve bu aşamaya geldik.
											Ancak kazanmak öyle basit değil.
											Az sayıda sağ kalanlar
çok sayıda gruptan gelmişlerdi,
											bu grupların hepsi 
kendi ölen türlerine yenik düştüler.
											En güçlü avcıdan en güçsüz yeme
çok çeşitliydiler,
											büyükten küçüğe,
											denizden tatlı suya.
											Yok oluş bir filtreydi.
											Oyun alanını ancak yıkmıştı.
											Asıl önemli olan sağ kalanların 
sonraki birkaç milyon yıl boyunca
											o perişan dünyada yaptıklarıydı.
											Eski lordların bir avantajı olmalıydı.
											Daha büyük bir hale geldiler,
											enerji depoladılar,
											çocuklarına emek verdiler,
											dünyaya yayıldılar,
											balık ziyafeti yaptılar,
											her zaman işe yarayanı korudular
ve zamanlarını yaşadılar.
											Yine de bir süre dayanabildiler,
											yenilik olmadan düşüşe geçtiler,
											yaşayan fosile dönüştüler.
											Kendi bildikleri yolda takılı kalmışlardı
											ve şimdi büyük çapta unutuldular.
									","
											Ahora, podrían pensar que
ese es el final de la historia.
											El poderoso cayó,
los mansos heredaron la tierra,
											y aquí estamos.
											Pero ganar no es tan sencillo.
											El puñado de sobrevivientes
vinieron de muchos grupos,
											todos superados en número
por sus propios muertos.
											Abarcan desde los depredadores
principales hasta el alimentador inferior,
											desde el grande al pequeño,
											desde el marino al de agua dulce.
											La extinción fue un filtro.
											Simplemente niveló el campo de juego.
											Lo que realmente contó fue,
qué hicieron los sobrevivientes
											durante los siguientes millones de años
en ese mundo devastado.
											Los antiguos dominadores
tenían una ventaja.
											Se hicieron aún más grandes,
											almacenando energía,
											invirtiendo en sus pequeños,
											extendiéndose por todo el mundo,
											alimentándose de peces,
											manteniendo lo que siempre
había funcionado y esperando su momento.
											Sin embargo, solo perduraron un tiempo,
											viniéndose abajo sin innovar,
											convirtiéndose en fósiles vivientes.
											Estaban demasiado atrapados en sus caminos
											y ahora están en gran parte olvidados.
									","
											Maintenant, vous pensez
que l'histoire prend fin.
											Le puissant est vaincu, la Terre
appartient aux gentils, et nous voilà.
											Mais gagner n'est pas
une chose simple.
											La poignée de survivants descend
de plusieurs groupes —
											tous en infériorité numérique
pour leurs propres morts.
											Ils allaient du grand prédateur 
au nourrisseur inferieur,
											du grand au petit,
											de l'eau de mer à l'eau douce.
											L'extinction était un filtre.
											Cela a seulement tracé la voie.
											L'important était ce que les survivants
ont fait sur les millions d'années après
											dans ce monde dévasté.
											Les vieux dominateurs auraient dû
avoir un avantage.
											Ils sont devenus plus grands,
											stockant de l'énergie,
											investissant dans leurs petits,
											se répandant à travers le globe,
											se régalant de poissons,
											gardant ce qui avait toujours marché,
et attendant le bon moment.
											Encore ils n'ont qu'à persister
pendant un certain temps,
											déclinant sans innover,
											devenant des fossiles vivants.
											Ils étaient trop coincés
dans leurs voies
											et sont en grande partie oubliés.
									",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
","
","
","
","
",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
											A few of the long-suffering ray-fins,
sharks and four-legged tetrapods
											went the opposite direction.
											They became smaller —
											living fast,
dying young,
											eating little
and reproducing rapidly.
											They tried new foods,
											different homes,
											strange heads
and weird bodies.
									","
											Alguns dos tubarões de barbatanas ósseas
e dos tetrápodes de quatro patas
											seguiram numa direção oposta.
											Ficaram mais pequenos
											vivendo mais depressa, morrendo novos,
											comendo pouco
e reproduzindo-se rapidamente.
											Experimentaram novas comidas,
											diferentes moradas,
											cabeças estranhas
e corpos estranhos.
									","
											Uzun süre çırpınan az sayıda yüzgeçli,
köpekbalığı ve dört bacaklı tetrapot
											diğer bir yöne gitti.
											Küçüldüler;
											hızlı yaşadılar, genç öldüler,
											çok az yediler ve çok hızlı ürediler.
											Yeni besinleri,
											değişik yuvaları,
											tuhaf baş ve bedenleri denediler.
									","
											Algunos tiburones de aletas de rayas
y tetrápodos de cuatro patas
											fueron en la dirección opuesta.
											Se hicieron más pequeños
											viviendo rápido, muriendo joven,
											comiendo poco
y reproduciéndose rápidamente.
											Probaron nuevas comidas,
											diferentes hogares,
											cabezas extrañas y cuerpos extraños.
									","
											Quelques requins à nageoires rayées,
et tétrapodes à quatre pattes
											sont allés dans la direction opposée.
											ils sont devenus plus petits —
											vivant rapidement,
mourant jeunes,
											mangeant peu 
et reproduisant rapidement.
											Ils ont essayé de nouveaux aliments,
											différents habitats,
											têtes étranges 
et corps mystérieux.
									",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
","
","
","
","
",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
											(Laughter)
									","
											(Risos)
									","
											(Kahkaha)
									","
											(Risas)
									","
											(Rires)
									",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
","
","
","
","
",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
											And they found opportunity, proliferated,
											and won the future
for their 60,000 living species,
											including you.
											That's why they look familiar.
											You know their names.
									","
											Encontraram a oportunidade,
proliferaram,
											e ganharam o futuro para 
as 60 000 espécies vivas,
											incluindo-nos a nós.
											É por isso que parecem familiares.
											Vocês sabem os nomes deles.
									","
											Ve çoğalma fırsatını bularak
											60.000 yaşayan tür için 
geleceği kazandılar;
											siz dahil.
											Bu yüzden tanıdık görünüyorlar.
											İsimlerini biliyorsunuz.
									","
											Y encontraron una oportunidad,
proliferaron,
											y ganaron el futuro
para sus 60 000 especies vivientes,
											incluidos Uds.
											Es por eso que se ven familiares.
											Uds. conocen sus nombres.
									","
											Et ils ont trouvé l'occasion, proliféré,
											et gagné l'avenir 
pour leurs 60 000 espèces vivantes,
											y compris vous.
											C'est pourquoi
ils vous sont familiers.
											Vous connaissez leurs noms.
									",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
","
","
","
","
",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
											Winning is not about random events
											or an arms race.
											Rather, survivors went down alternative,
evolutionary pathways.
											Some found incredible success,
											while others became dead fish walking.
									","
											Ganhar não tem a ver
com acontecimentos aleatórios
											ou corrida às armas.
											É sim, a procura dos sobreviventes
de alternativas evolucionárias.
											Alguns foram incrivelmente
bem sucedidos,
											enquanto outros se tornaram
em peixes zombies.
									","
											Kazanmanın rasgele olaylar 
ve silah yarışıyla
											ilgisi yok.
											Sağ kalanlar alternatif,
evrimsel geçiş yollarına baş koydu.
											Kimisi inanılmaz başarı edindi,
											kimisi de yürüyen ölü balık oldu.
									","
											Ganar no se trata de eventos aleatorios
											o una carrera armamentista.
											Por el contrario, los sobrevivientes
fueron a por alternativas,
											a por caminos evolutivos.
											Algunos encontraron un éxito increíble,
											mientras que otros se convirtieron
en peces muertos andantes.
									","
											Gagner n'est pas un hasard
											ou une course aux armements.
											Au contraire, les survivants ont cherché
des alternatives aux voies de l'évolution.
											Certains ont eu 
un succès incroyable,
											tandis que d'autres sont devenus
des poissons morts-vivants.
									",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
","
","
","
","
",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
											(Laughter)
									","
											(Risos)
									","
											(Kahkaha)
									","
											(Risas)
									","
											(Rires)
									",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
","
","
","
","
",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
											A real scientific term.
									","
											É um termo científico real.
									","
											Gerçek bir bilimsel terim.
									","
											Un verdadero término científico.
									","
											Un vrai terme scientifique.
									",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
","
","
","
","
",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
											(Laughter)
									","
											(Risos)
									","
											(Kahkaha)
									","
											(Risas)
									","
											(Rires)
									",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
","
","
","
","
",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
											I am now investigating
											how these pathways to victory and defeat
repeat across time.
											My lab has already compiled thousands
upon thousands of dead fishes,
											but many more remain.
											However, it is already clear
											that your ancestors' survival
through mass extinction,
											and their responses in the aftermath
											made you who you are today.
									","
											Agora investigo
											como essas vias para a vitória 
e para a derrota se repetem no tempo.
											O meu laboratório já processou
muitos milhares de peixes mortos,
											mas falta processar muitos mais.
											Porém, já é claro
											que a sobrevivência dos nossos
antepassados à extinção em massa,
											e a resposta no rescaldo
											fizeram de nós o que somos hoje.
									","
											Şimdi zafer ve yenilgiye giden
											bu geçişlerin zaman boyunca
nasıl tekrarladığını araştırıyorum.
											Laboratuvarım binlerce ölü balık topladı,
											ama çok daha fazlası duruyor.
											Yine de şu çok açık ki
											atalarınızın kitlesel yok oluş boyunca
hayatta kalması
											ve sonraki süreçteki tepkileri
											sizi bugün olduğunuz kişi yaptı.
									","
											Ahora estoy investigando
											cómo estos caminos hacia la victoria 
y la derrota se repite en el tiempo.
											Mi laboratorio ya compiló miles
y miles de peces muertos,
											pero quedan muchos más.
											Sin embargo, ya está claro
											que la supervivencia de nuestros
antepasados de la extinción masiva,
											y las respuestas después
											nos hicieron quienes somos hoy.
									","
											Maintenant j'investigue
											comment ces voies vers la victoire et 
la défaite se répètent à travers le temps.
											Mon labo a déjà compilé des milliers
et des milliers de poissons morts,
											mais il en reste beaucoup.
											Cependant, il est clair
											que la survie de vos ancêtres
de l'extinction massive,
											et leurs réponses dans la foulée
											ont fait qui vous êtes aujourd'hui.
									",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
","
","
","
","
",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
											What does this tell us for the future?
											As long as a handful of species survive,
											life will recover.
											The versatile and the lucky
will not just replace what was lost,
											but win in new forms.
											It just might take several million years.
									","
											O que nos diz isto para o futuro?
											Enquanto houver um punhado
espécies sobreviventes,
											a vida irá recuperar.
											Os versáteis e os felizardos não
irão apenas substituir o perdido,
											mas ganhar em novas formas.
											Pode é demorar vários milhões de anos.
									","
											Peki bu bize gelecekle ilgili ne söyler?
											Bir grup tür sağ kaldığı sürece,
											yaşam iyileşecektir.
											Çok yönlü ve şanslı yalnızca
kaybolanın yerini almayacak,
											yeni formlar da kazanacak.
											Bu sadece birkaç milyon yıl sürebilir.
									","
											¿Qué nos dice esto para el futuro?
											Mientras sobrevivan un puñado de especies,
											la vida se recuperará.
											Lo versátil y afortunado
no solo reemplazará lo que se perdió,
											sino ganará en nuevas formas.
											Solo tarda varios millones de años.
									","
											Qu'est-ce que cela nous dit
quant au futur ?
											Aussi longtemps 
qu'une poignée d'espèces survit,
											la vie se rétablira.
											Le polyvalent et le chanceux ne seront pas
exactement comme ce qui a été perdu,
											mais gagneront dans d'autres formes.
											cela prendra juste plusieurs
millions d'années.
									",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
","
","
","
","
",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
											Thank you.
									","
											Obrigada.
									","
											Teşekkür ederim.
									","
											Gracias.
									","
											Merci.
									",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
","
","
","
","
",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkış)
									","
											(Aplausos)
									","
											(Applaudissements)
									",How to win at evolution and survive a mass extinction,Lauren Sallan,6:05,"science,fish,TED Fellows,biology,biodiversity,history"
