en,tr,de,pt,title,speaker,duration,tags
"
											LS: So you just saw
two 15-month-old babies
											do entirely different things
											based only on the probability
of the sample they observed.
											Let me show you the experimental results.
											On the vertical axis, you'll see
the percentage of babies
											who squeezed the ball in each condition,
											and as you'll see, babies are much
more likely to generalize the evidence
											when it's plausibly representative
of the population
											than when the evidence
is clearly cherry-picked.
											And this leads to a fun prediction:
											Suppose you pulled just one blue ball
out of the mostly yellow box.
											You [probably won't] pull three blue balls
in a row at random out of a yellow box,
											but you could randomly sample
just one blue ball.
											That's not an improbable sample.
											And if you could reach into
a box at random
											and pull out something that squeaks,
maybe everything in the box squeaks.
											So even though babies are going to see
much less evidence for squeaking,
											and have many fewer actions to imitate
											in this one ball condition than in
the condition you just saw,
											we predicted that babies themselves
would squeeze more,
											and that's exactly what we found.
											So 15-month-old babies,
in this respect, like scientists,
											care whether evidence
is randomly sampled or not,
											and they use this to develop
expectations about the world:
											what squeaks and what doesn't,
											what to explore and what to ignore.
									","
											LS: Az önce 15 aylık iki bebeğin
											yalnızca gözlemledikleri örneğin
											olasılığına dayanarak bambaşka
şeyler yapışını gördünüz.
											Deneysel sonuçlara bakalım.
											Dikey eksende, her iki durumda da
topu sıkan bebeklerin
											yüzdesini görüyorsunuz
											ve gördüğünüz gibi, bebekler;
bulgu, ana kitlenin muhtemel temsilcisi
											olduğunda bulguyu genellemeye,
											bulgu keyfî olarak seçildiğindeki durumda
genellemekten daha yatkınlar.
											Ve bu, eğlenceli bir öngörüye çıkıyor:
											Çoğu sarı top olan kutudan yalnızca bir
mavi top çektiğinizi varsayın.
											Sarı top kutusundan art arda üç kez
mavi topu muhtemelen çekemezsiniz,
											ama rastgele yalnızca
bir mavi top çekebilirsiniz.
											Olasılıksız bir örnek değil.
											Ve bir kutudan rastgele bir şey çekip de
											çektiğiniz şey ses çıkarıyorsa, belki
kutudaki her şey ses çıkarıyordur.
											Bu yüzden, bebekler bu tek top koşulunda
izlediğiniz bir önceki koşula göre
											ses çıkaran daha az bulgu görseler de
											ve taklit edecekleri daha az eylem olsa da
											bebeklerin daha çok
top sıkacağını öngördük
											ve bulduğumuz da tam olarak bu oldu.
											15 aylık bebekler, bu hususta,
tıpkı bilim adamları gibi
											bulgunun rastgele örneklenip
örneklenmediğini önemsiyor
											ve bunu dünyayla ilgili beklentiler
edinmek için kullanıyorlar:
											Ne ses çıkarır, ne ses çıkarmaz,
											ne keşfedilmeli, ne görmezden gelinmeli?
									","
											LS: Sie haben gerade zwei
15-Monate alte Babys
											völlig unterschiedliche Dinge tun sehen,
											und das nur, weil die Wahrscheinlichkeit 
der Stichprobe unterschiedlich war.
											Hier die Ergebnisse des Experiments.
											Auf der vertikalen Achse sehen Sie
den Prozentsatz der Babys,
											die den Ball in jedem Fall gedrückt haben,
											und wie Sie sehen werden, 
ist es wahrscheinlicher,
											dass sie die Stichprobe verallgemeinern,
											wenn es ein plausibler Repräsentant
der Grundgesamtheit ist,
											als wenn die Stichprobe absichtlich
ausgewählt wurde.
											Das führt zu einer lustigen Vorhersage:
											Angenommen, Sie ziehen nur einen blauen 
Ball aus der mehrheitlich gelben Box.
											Sie würden wahrscheinlich nicht zufällig
hintereinander 3 blaue Bälle ziehen,
											aber Sie könnten zufällig nur einen
blauen Ball herausziehen.
											Das wäre keine unmögliche Stichprobe.
											Wenn Sie zufällig in eine Box greifen
											und etwas herausziehen, das quietscht,
dann quietscht vielleicht alles darin.
											Selbst wenn Babys weniger Beweise
für das Quietschen sehen
											und sie weniger Aktionen zur Nachahmung
in dieser Ein-Ball-Bedingung haben,
											als in der Bedingung,
die Sie gerade gesehen haben,
											vermuteten wir, dass Babys 
mehr Bälle drücken würden
											und das ist genau das,
was wir herausfanden.
											Also zählt für 15-Monate alte Babys, 
genauso wie für Wissenschaftler,
											ob eine Stichprobe zufällig 
gezogen wurde oder nicht,
											und sie nutzen dieses Wissen, um 
Vermutungen über die Welt anzustellen:
											was quietscht und was nicht,
											was man entdecken und
was man ignorieren kann.
									","
											LS: Pronto, acabaram de ver 
dois bebés de 15 meses
											a fazer coisas totalmente diferentes,
											com base apenas na probabilidade
da amostra que observaram.
											Vou mostrar os resultados experimentais.
											No eixo vertical, temos
a percentagem de bebés
											que apertaram a bola em cada situação.
											Como podemos ver, os bebés 
tendem a generalizar as evidências
											quando há uma amostra representativa
plausível da população
											em vez de uma amostra
escolhida propositadamente.
											Isto leva a uma previsão divertida:
											suponham que tirávamos uma bola azul
da caixa com maioria de bolas amarelas.
											Provavelmente, não tirávamos
três bolas azuis de seguida,
											mas podíamos tirar aleatoriamente 
uma bola azul.
											Isso não é uma amostra improvável.
											Se pudéssemos mexer
numa caixa ao acaso
											e tirar qualquer coisa que chie,
talvez todas as coisas da caixa chiem.
											Então, mesmo que os bebés estejam
a ver menos evidências para o chiar,
											e tenham muitas menos ações para imitar
											nesta situação de uma bola
que acabámos de ver,
											previmos que os próprios bebés
apertariam mais,
											e foi exatamente isso que vimos.
											Então, os bebés de 15 meses,
como se fossem cientistas,
											reparam se as evidências são
amostras aleatórias ou não,
											e usam isso para desenvolver
expetativas sobre o mundo:
											o que chia e o que não chia,
											o que explorar e o que ignorar.
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											Let me show you another example now,
											this time about a problem
of causal reasoning.
											And it starts with a problem
of confounded evidence
											that all of us have,
											which is that we are part of the world.
											And this might not seem like a problem
to you, but like most problems,
											it's only a problem when things go wrong.
											Take this baby, for instance.
											Things are going wrong for him.
											He would like to make
this toy go, and he can't.
											I'll show you a few-second clip.
											And there's two possibilities, broadly:
											Maybe he's doing something wrong,
											or maybe there's something
wrong with the toy.
											So in this next experiment,
											we're going to give babies
just a tiny bit of statistical data
											supporting one hypothesis over the other,
											and we're going to see if babies
can use that to make different decisions
											about what to do.
									","
											Şimdi size bir başka örnek göstereyim,
											bu seferki nedensel
akıl yürütme sorunuyla ilgili.
											Ve hepimizin yaşadığı bir şaşırtıcı bulgu
											sorunuyla başlıyor,
											dünyanın parçası olmamızın sorunu.
											Ve size bir sorun gibi görünmeyebilir,
fakat çoğu sorun gibi,
											yalnızca işler yoldan çıkınca
sorun hâlini alıyor.
											Örneğin bu bebeği ele alalım.
											Onun için işler yolunda gitmiyor.
											Bu oyuncağı çalıştırmak
istiyor ve yapamıyor.
											Birkaç saniyelik videoyu göstereceğim.
											Ve kabaca iki olasılık var:
											Belki bir şeyleri yanlış yapıyor
											ya da belki oyuncakta
bir bozukluk var.
											Diğerini izleyen bu deneyde,
											bebeklere, bir varsayımı diğerine göre
destekleyen yalnızca küçücük
											istatistiksel veri parçası vereceğiz
											ve bebekler, yapacakları
şeye karar verirken bunu
											kullanabilecekler mi göreceğiz.
									","
											Sehen wir uns ein weiteres Beispiel an,
											dieses Mal ein Problem
des kausalen Denkens.
											Es beginnt mit dem Problem
widersprüchlicher Beweise,
											das jeder hat,
											was der Grund dafür ist, 
dass wir Teil der Welt sind.
											Es mag für Sie nicht wie ein Problem 
aussehen, aber wie die meisten Probleme
											ist es nur dann ein Problem,
wenn Dinge schief gehen.
											Nehmen wir z. B. dieses Baby.
											Für ihn gehen die Dinge schief.
											Er möchte dieses Spielzeug 
in Gang setzen und es geht nicht.
											Ich zeige Ihnen einen kurzes Video.
											Grob gesagt, gibt es zwei Möglichkeiten:
											Entweder er macht etwas falsch
											oder das Spielzeug ist kaputt.
											Im nächsten Experiment
											geben wir den Babys
nur wenige statistische Daten,
											um die eine Hypothese gegenüber 
der anderen vorzuziehen,
											um zu sehen, ob die Babys das nutzen,
um andere Entscheidungen zu treffen.
									","
											Agora vou mostrar outro exemplo,
											desta vez sobre um problema
de raciocínio causal.
											Começa com um problema
de evidências confusas
											que todos nós temos,
											ou seja, que fazemos parte do mundo.
											Isto pode não vos parecer um problema 
mas, como a maioria dos problemas,
											só é um problema
quando as coisas não correm bem.
											Vejam este bebé, por exemplo.
											As coisas não lhe correm bem.
											Ele queria que este brinquedo tocasse, 
mas não consegue.
											Vou mostrar-vos um vídeo
de alguns segundos.
											Há duas possibilidades:
											Talvez ele esteja a fazer algo mal,
											ou talvez haja algo de errado
com o brinquedo.
											Portanto, nesta próxima experiência,
											vamos dar aos bebés
apenas alguns dados estatísticos
											apoiando uma hipótese sobre a outra.
											Vamos ver se os bebés conseguem 
tomar decisões diferentes
											quanto ao que fazer.
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											Here's the setup.
											Hyowon is going to try to make
the toy go and succeed.
											I am then going to try twice
and fail both times,
											and then Hyowon is going
to try again and succeed,
											and this roughly sums up my relationship
to my graduate students
											in technology across the board.
											But the important point here is
it provides a little bit of evidence
											that the problem isn't with the toy,
it's with the person.
											Some people can make this toy go,
											and some can't.
											Now, when the baby gets the toy,
he's going to have a choice.
											His mom is right there,
											so he can go ahead and hand off the toy
and change the person,
											but there's also going to be
another toy at the end of that cloth,
											and he can pull the cloth towards him
and change the toy.
											So let's see what the baby does.
									","
											Böyle bir kurgumuz var.
											Hyowon oyuncağı çalıştırmayı
deneyecek ve başaracak.
											Sonra ben iki kez deneyeceğim
ve ikisinde de başarısız olacağım
											ve sonra Hyowon yeniden
deneyip başaracak
											ve bu durum, kurul boyunca yüksek
lisans öğrencilerimle teknoloji
											durumumu kabaca özetliyor.
											Fakat buradaki önemli nokta,
sorunun oyuncakla ilgili olmadığı;
											kişiyle ilgili olduğuyla ilgili küçük
bulgu sağlanıyor.
											Kimi insanlar bu oyuncağı çalıştırabiliyor
											kimileri yapamıyor.
											Şimdi, bebek oyuncağı alınca
bir seçim yapacak.
											Annesi hemen yanında,
											bu yüzden oyuncağı ona verip
kişiyi değiştirebilir,
											fakat kumaşın ucunda başka bir
oyuncak daha bulunacak
											ve kumaşı kendine çekerek
oyuncağı değiştirebilir.
											Haydi bakalım bebek ne yapıyor.
									","
											Und so läuft es ab:
											Hyowon wird versuchen,
das Spielzeug in Gang zu setzen
											und wird Erfolg haben.
											Ich werde es versuchen und 
beide Male keinen Erfolg haben
											und dann wird Hyowon es erneut versuchen
und wieder Erfolg haben.
											Das fasst die Beziehung 
zu meinen Masterstudenten
											in der Technik allgemein zusammen.
											Aber das Wichtige hier ist, dass es
einen kleinen Beweis dafür erbringt,
											dass das Problem nicht mit dem Spielzeug,
sondern mit der Person zusammenhängt.
											Einige Leute können das Spielzeug 
in Gang setzen, andere eben nicht.
											Bekommt das Baby das Spielzeug,
wird es die Wahl haben.
											Seine Mutter ist in der Nähe,
											also könnte er das Spielzeug
an eine andere Person weitergeben,
											aber es wird noch ein anderes
Spielzeug auf dem Tuch geben,
											und er kann das Tuch zu sich ziehen
und das Spielzeug tauschen.
											Schauen wir, was das Baby macht.
									","
											Aqui está a experiência.
											A Hyowon vai tentar fazer
com que o brinquedo toque e consegue.
											Depois, eu vou tentar duas vezes e falhar.
											A Hyowon vai tentar de novo 
e vai conseguir,
											e isto resume a minha relação
com os meus alunos de pós-graduação
											em tecnologia.
											Mas o importante aqui é fornecer
um pouco de evidências
											de que o problema
não é o brinquedo, é a pessoa.
											Algumas pessoas fazem o brinquedo tocar,
											e outras não.
											Agora, quando o bebé pega no brinquedo,
ele tem uma escolha.
											A mãe dele está ali,
											para ele poder entregar o brinquedo
e mudar de pessoa,
											mas também haverá outro brinquedo,
no final daquele pano.
											Ele pode puxar o pano 
e mudar de brinquedo.
											Então vamos ver o que o bebé faz.
											(Vídeo)
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											(Video) HG: Two, three. Go!
(Music)
											LS: One, two, three, go!
											Arthur, I'm going to try again.
One, two, three, go!
											YG: Arthur, let me try again, okay?
											One, two, three, go!
(Music)
											Look at that. Remember these toys?
											See these toys? Yeah, I'm going
to put this one over here,
											and I'm going to give this one to you.
											You can go ahead and play.
											LS: Okay, Laura, but of course,
babies love their mommies.
											Of course babies give toys
to their mommies
											when they can't make them work.
											So again, the really important question
is what happens when we change
											the statistical data ever so slightly.
											This time, babies are going to see the toy
work and fail in exactly the same order,
											but we're changing
the distribution of evidence.
											This time, Hyowon is going to succeed
once and fail once, and so am I.
											And this suggests it doesn't matter
who tries this toy, the toy is broken.
											It doesn't work all the time.
											Again, the baby's going to have a choice.
											Her mom is right next to her,
so she can change the person,
											and there's going to be another toy
at the end of the cloth.
											Let's watch what she does.
									","
											(Video) HG: İki, üç. Başla!
(Müzik)
											LS: Bir, iki, üç, başla!
											Arthur, yeniden deneyeceğim.
Bir, iki, üç, başla!
											YG: Arthur, ben yeniden
deneyeyim, olur mu?
											Bir, iki, üç, başla!
(Müzik)
											Şuna bak. Bu oyuncakları hatırladın mı?
											Oyuncakları görüyor musun?
Tamam, bunu buraya koyuyorum
											ve bunu da sana veriyorum.
											Alıp oynayabilirsin.
											LS: Tamam Laura, ama tabii ki
bebekler annelerini severler.
											Tabii ki bebekler
oyuncakları çalıştıramayınca
											annelerine verir.
											Bu yüzden yine, önemli soru,
istatistiksel veriyi çok azıcık
											değiştirince ne olacağıdır.
											Bu sefer, bebekler oyuncağın bir öncekiyle
aynı biçimde çalışıp bozulduğunu görecek,
											fakat bulgunun dağılımını değiştireceğiz.
											Bu sefer, Hyowon bir kez başarıp bir kez
yapamayacak, bende de aynısı olacak.
											Ve oyuncağı kimin denediğinin önemi
olmayacak, oyuncak bozuk izlenimi verecek.
											Oyuncak her denemede çalışmıyor.
											Yine, bebek bir seçim yapacak.
											Annesi hemen yanında, bu yüzden
bebek deneyeni değiştirebilir
											ve kumaşın ucunda başka
bir oyuncak daha olacak.
											Bebek ne yapıyor izleyelim.
									","
											(Video) HG: Zwei, drei. Los!
(Musik)
											LS: Eins, zwei, drei, los!
											Arthur, ich versuche es noch einmal.
Eins, zwei, drei, los!
											YG: Arthur, lass es mich nochmal 
versuchen, ja?
											Eins, zwei, drei, los!
(Musik)

											Schau. Erinnerst du dich 
an die Spielsachen?
											Siehst du sie? Ich lege das eine hierüber
											und das andere gebe ich dir.
											Damit kannst du spielen.
											LS: Okay, Laura, aber natürlich
lieben Babys ihre Mütter.
											Natürlich geben Babys
ihren Müttern das Spielzeug,
											wenn sie es selbst 
nicht in Gang setzen können.
											Also ist die wichtige Frage, 
was passieren wird,
											wenn wir die statistischen Daten 
wieder leicht ändern.
											Jetzt sehen die Babys, dass das Spielzeug 
funktioniert und auch versagt,
											aber wir ändern die Beweisverteilung.

											Dieses Mal wird Hyowon einmal Erfolg haben
und einmal versagen, genauso wie ich.
											Das lässt vermuten, dass es egal ist,
wer es versucht, denn es ist kaputt.
											Es funktioniert nicht jedes Mal.
											Wieder wird das Baby die Wahl haben.
											Ihre Mutter sitzt neben ihr,
also kann sie die Person wechseln,
											und es wird auch ein weiteres Spielzeug 
am Ende des Tuchs geben.
											Schauen wir, was sie tut.
									","
											HG: Dois, três. Vai!
											(Música)
											LS: Um, dois, três, vai!
											Arthur, vou tentar novamente.
											Um, dois, três, vai!
											HG: Arthur, vou tentar de novo, está bem?
											Um, dois, três, vai!
											(Música)
											Vê isto. 
Lembras-te destes brinquedos?
											Vês estes brinquedos? 
Sim, vou pôr este aqui,
											e vou dar-te este.
											Podes brincar se quiseres.

											LS: Ok, Laura, mas é óbvio
que os bebés amam as mamãs.
											É claro que os bebés vão dar
os brinquedos às mamãs
											quando não conseguem pô-los a funcionar.
											Novamente, o que importa
é o que acontece,
											quando mudamos ligeiramente
os dados estatísticos.
											Desta vez, os bebés vão ver o brinquedo
funcionar e falhar pela mesma ordem,
											mas mudamos a distribuição das evidências.
											Desta vez, a Hyowon vai conseguir 
uma vez e falhar uma vez, e eu também.
											Isto sugere que não importa quem tenta, 
o brinquedo está avariado.
											Ele nunca funciona.
											De novo, a bebé vai poder escolher.
											A mãe está mesmo ao lado dela,
então ela pode mudar a pessoa,
											e haverá outro brinquedo no fim do pano.
											Vamos ver o que ela faz.
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											(Video) HG: Two, three, go!
(Music)
											Let me try one more time.
One, two, three, go!
											Hmm.
									","
											(Video) HG: İki, üç, başla!
(Müzik)
											Bir kere daha deneyeyim.
Bir, iki, üç, başla!
											Hımm.
									","
											(Video) HG: Zwei, drei, los!
(Musik)
											Lass es mich nochmal versuchen.
Eins, zwei drei, los!
											Hmm.
									","
											(Vídeo)
											HG: Dois, três, vai!
											(Música)
											Deixa-me tentar de novo. 
Um, dois, três, vai!
											Hum.
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											LS: Let me try, Clara.
											One, two, three, go!
											Hmm, let me try again.
											One, two, three, go!
(Music)
											HG: I'm going
to put this one over here,
											and I'm going to give this one to you.
											You can go ahead and play.
											(Applause)
									","
											LS: Ben deneyeyim Clara.
											Bir, iki, üç, başla!
											Hımm, bir daha deneyeyim.
											Bir, iki, üç, başla!
(Müzik)
											HG: Bunu buraya koyuyorum
											ve bunu da sana veriyorum.
											Alıp oynayabilirsin.
											(Alkış)
									","
											LS: Lass es mich versuchen, Clara.
											Eins, zwei, drei, los!
											Hmm, lass es mich nochmal versuchen.
											Eins, zwei, drei, los!
(Musik)
											HG: Ich lege dieses hier dorthin
											und gebe dir das hier.
											Damit kannst du spielen.
											(Gelächter) (Applaus)
									","
											LS: Deixa-me tentar, Clara.
											Um, dois, três, vai!
											Hum, deixa-me tentar de novo.
											Um, dois, três, vai!
											(Música)
											HG: Vou deixar este aqui,
											e vou dar-te este.
											Podes brincar, se quiseres.
											(Aplausos)
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											LS: Let me show you
the experimental results.
											On the vertical axis,
you'll see the distribution
											of children's choices in each condition,
											and you'll see that the distribution
of the choices children make
											depends on the evidence they observe.
											So in the second year of life,
											babies can use a tiny bit
of statistical data
											to decide between two
fundamentally different strategies
											for acting in the world:
											asking for help and exploring.
											I've just shown you
two laboratory experiments
											out of literally hundreds in the field
that make similar points,
											because the really critical point
											is that children's ability
to make rich inferences from sparse data
											underlies all the species-specific
cultural learning that we do.
											Children learn about new tools
from just a few examples.
											They learn new causal relationships
from just a few examples.
											They even learn new words,
in this case in American Sign Language.
									","
											LS: Size deney sonuçlarını göstereyim.
											Dikey eksende,
çocukların her durumla ilgili
											seçimlerini görüyorsunuz
											ve çocukların yaptığı seçimlerin dağılımı
											gözlemledikleri bulguya bağlı.
											Yaşamın ikinci yılında,
											bebekler küçücük
istatistiksel veri parçasını,
											temelde farklı stratejiler arasında
dünyada eylemde bulunmak için
											karara varırken kullanabiliyorlar:
											yardım istemek ve keşfetmek.
											Size az önce iki laboratuvar deneyini
											alandaki abartısız yüzlerce benzer noktaya
vurgu yapanların arasından gösterdim,
											çünkü esas önemli mesele
											çocukların belirsiz verilerden zengin
çıkarımlar yapabilme yeteneği
											türümüze özgü kültürel
öğrenmemizin temelini oluşturuyor.
											Çocuklar yeni araçları yalnızca
birkaç örnekten öğreniyor.
											Nedensel ilişkilerini yalnızca
birkaç örnekten öğreniyor.
											Hatta yeni sözcükleri bile öğreniyorlar,
bu örnekte Amerikan İşaret Dili'ni.
									","
											LS: Hier die Ergebnisse des Experiments.
											Auf der vertikalen Achse
sehen Sie die Verteilung der Wahl,
											die die Kinder in jeder Bedingung
getroffen haben.
											Sie sehen, dass die Verteilung
der Wahl, die die Kinder treffen,
											vom Beweis abhängt, den die Kinder sehen.
											Also können Babys
in ihrem zweiten Lebensjahr
											das bisschen an 
statistischen Daten nutzen,
											um zwischen zwei völlig verschiedenen
Strategien zu wählen,
											wie man sich in der Welt verhalten kann:
											nach Hilfe fragen und selbst entdecken.
											Ich habe Ihnen gerade zwei
von hunderten Laborexperimenten
											in diesem Bereich gezeigt, 
die Ähnliches aussagen,
											denn der wirklich entscheidende Punkt ist,
											dass die Fähigkeit der Kinder,
											aus wenigen Daten zahlreiche
Schlussfolgerungen zu ziehen,
											zu unserem kulturtypischen Lernen gehört.
											Kinder lernen über neue Werkzeuge
aus wenigen Beispielen.
											Sie lernen neue kausale Zusammenhänge
aus wenigen Beispielen.
											Sie lernen sogar neue Wörter, in diesem
Fall amerikanische Zeichensprache.
									","
											LS: Vou mostrar
os resultados experimentais.
											No eixo vertical, temos a distribuição
de escolhas das crianças
											para cada situação.
											Podemos ver que as escolhas 
que as crianças fazem
											dependem das evidências observadas.
											Então, no segundo ano de vida,
											os bebés podem usar alguns
dados estatísticos
											para decidir entre duas estratégias
fundamentalmente diferentes
											para agir no mundo:
											pedir ajuda e explorar.
											Eu só mostrei duas 
experiências de laboratório
											entre centenas de outras
que mostram resultados parecidos,
											pois o ponto essencial
											é mostrar que a capacidade das crianças
de fazerem deduções com poucos dados
											está por trás de toda a aprendizagem 
cultural específica que fazemos.
											As crianças aprendem novas ferramentas
a partir de alguns exemplos.
											Aprendem novas relações causais
a partir de alguns exemplos.
											Até aprendem novas palavras,
neste caso em linguagem gestual.
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
