pt,en,es,tr,fr,title,speaker,duration,tags
"
","
","
","
","
","Don't build your home, grow it!",Mitchell Joachim,2:56,"TED Fellows,architecture,design,environment,urban planning"
"
											Esta é uma típica parede com vigas,
											uma construção arquitetónica.
											E esta é uma secção da nossa proposta
para uma casa de carne.
											Vemos que usamos células gordas
como isolamento,
											cílios para lidar com o vento
											e músculos do esfíncter
para portas e janelas.
									","
											So here is a typical stud wall,
											an architectural construction,
											and this is a section
											of our proposal for a meat house,
											where you can see we use fatty cells as insulation,
											cilia for dealing with wind loads
											and sphincter muscles for the doors and windows.
									","
											He aquí un típico muro de carga
											y la construcción arquitectónica.
											Y esta es una sección
											de nuestra propuesta para una casa de carne
											donde se puede ver que utilizamos células grasas como aislamiento,
											cilios para tratar las cargas de viento
											y músculos del esfínter para puertas y ventanas.
									","
											Ve işte bu tipik bir tavan duvarı,
											mimari bir konstrüksiyon.
											Ve bu da et ev tasarımızdan
											bir kesit, burada gördüğünüz gibi
											yağ hücrelerini izolasyon için kullanıyoruz,
											silleri de hızlı esen rüzgarlar ile baş ederken,
											ayrıca sfinkter kaslarını da kapı ve pencereler için.
									","
											Voici un mur classique
											et une construction architecturale.
											Voici une partie
											de notre proposition pour une maison en viande,
											où nous utilisons des cellules de graisse comme isolant,
											des cils pour le vent
											et des muscles sphincter pour les portes et fenêtres.
									","Don't build your home, grow it!",Mitchell Joachim,2:56,"TED Fellows,architecture,design,environment,urban planning"
"
","
","
","
","
","Don't build your home, grow it!",Mitchell Joachim,2:56,"TED Fellows,architecture,design,environment,urban planning"
"
											(Risos)
									","
											(Laughter)
									","
											(Risas)
									","
											(kahkahalar)
									","
											(Rires)
									","Don't build your home, grow it!",Mitchell Joachim,2:56,"TED Fellows,architecture,design,environment,urban planning"
"
","
","
","
","
","Don't build your home, grow it!",Mitchell Joachim,2:56,"TED Fellows,architecture,design,environment,urban planning"
"
											Sabemos que é extremamente feia.
											Podia ser uma casa inglesa do tempo
dos Tudors ou uma casa colonial espanhola,
											mas nós escolhemos este formato.
											E aqui está, já meio crescida,
pelo menos uma parte dela.
									","
											And we know it's incredibly ugly.
											It could have been an English Tudor or Spanish Colonial,
											but we kind of chose this shape.
											And there it is kind of grown, at least one particular section of it.
									","
											Y sabemos que es muy feo.
											Podría haber sido un tudor inglés o un colonial español,
											pero como que elegimos esta forma.
											Y allí hay una especie de cultivo, al menos una sección particular del mismo.
									","
											Ve evet, inanılmaz çirkin olduğunu biliyoruz.
											Bir ingiliz mimarisi veya ve İspanyol mimarisi olabilirdi,
											ama biz bunu seçtik.
											Ve orada bir çeşit büyümüş halde, en azından bir kısmı öyle.
									","
											Nous savons que c'est peu ragoutant.
											Cela aurait pu être de style Tudor ou Colonial Espagnol,
											mais nous avons choisi cette forme.
											Le voici ayant grandi, au moins une de ces parties.
									","Don't build your home, grow it!",Mitchell Joachim,2:56,"TED Fellows,architecture,design,environment,urban planning"
"
","
","
","
","
","Don't build your home, grow it!",Mitchell Joachim,2:56,"TED Fellows,architecture,design,environment,urban planning"
"
											Tivemos uma grande apresentação em Praga.
											E decidimos colocá-la em frente à catedral
											para que a religião pudesse
confrontar a casa de carne.
											É por isso que cultivamos casas. 
Muito Obrigado.
									","
											We had a big show in Prague,
											and we decided to put it in front of the cathedral
											so religion can confront the house of meat.
											That's why we grow homes. Thanks very much.
									","
											Tuvimos un gran espectáculo en Praga.
											Y decidimos ponerlo delante de la catedral
											para que la religión pudiera confrontar la casa de carne.
											Por eso cultivamos casas. Muchas gracias.
									","
											Prag'da büyük bir gösterimimiz vardı.
											Ve bunu da katedralin önüne koymaya karar verdik ki
											dinler et evle karşı karşıya gelebilsin.
											Biz işte bu nedenle ev yetiştiriyoruz. Çok teşekkürler.
									","
											Nous avons eu un grand spectacle à Prague.
											Nous avons décidé de le mettre devant la cathédrale
											pour que la religion se confronte à la maison en viande.
											Voici pourquoi nous faisons pousser des maisons. Merci beaucoup.
									","Don't build your home, grow it!",Mitchell Joachim,2:56,"TED Fellows,architecture,design,environment,urban planning"
"
","
","
","
","
","Don't build your home, grow it!",Mitchell Joachim,2:56,"TED Fellows,architecture,design,environment,urban planning"
"
											(Aplausos)
									","
											(Applause)
									","
											(Aplausos)
									","
											(alkışlar)
									","
											(Applaudissements)
									","Don't build your home, grow it!",Mitchell Joachim,2:56,"TED Fellows,architecture,design,environment,urban planning"
"
","
","
","
","
","Don't build your home, grow it!",Mitchell Joachim,2:56,"TED Fellows,architecture,design,environment,urban planning"
