en,fr,tr,pt,es,title,speaker,duration,tags
"
","
","
","
","
",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
"
											The ongoing third wave is correcting
the shortcomings of the earlier two.
											If the first wave brought
liberation but not democracy,
											and the second, elections
but only for the elites,
											then it is the third wave
											that is most concerned
with transforming democracy
											into the rule of the people.
											It includes movements
like Y'en a Marre in Senegal,
											Le Balai Citoyen in Burkina Faso,
											Tajamuka in Zimbabwe,
											LUCHA and Filimbi
in the Democratic Republic of Congo,
											movements that work outside of more
conventional nongovernmental organizations
											and political parties
											to challenge the economic
and political system itself,
											often at great risk.
											Brilliant young activists
like LUCHA's Fred Bauma
											have been detained and tortured,
											often with little to no outcry
from the international community.
											The list goes on, as you can see
from some of the data we collected.
											There have been large popular protests
											in over 40 African countries since 2005,
											and if you look,
you'll recognize that in 2011,
											the year of the so-called Arab Spring,
											was actually the spike
of this broader wave.
											Contrary to popular belief,
											many of these protests
have been successful.
											We know of the dictators falling
in Tunisia and in Egypt,
											but popular movements have prevented
presidents from stealing third terms
											in Senegal, in Malawi
and Burkina Faso as well.
									","
											L'actuelle troisième vague corrige
les manquements des deux précédentes.
											Si la première vague a amené
la libération mais pas la démocratie
											et la seconde, les élections
mais seulement pour les élites,
											alors c'est la troisième vague
											qui se soucie le plus
de transformer la démocratie
											en gouvernement du peuple.
											Elle inclut les mouvements
comme « Y'en a Marre » au Sénégal,
											« Le Balai Citoyen » au Burkina Faso,
											Tajamuka au Zimbabwe,
											LUCHA et Filimbi en République
Démocratique du Congo,
											des mouvements qui œuvrent
											en dehors des organisations
non gouvernementales
											et des partis politiques
plus conventionnels
											pour remettre en question le système
économique et politique,
											souvent en prenant de grands risques.
											De jeunes activistes brillants
comme Fred Bauma de LUCHA
											ont été détenus et torturés,
											souvent avec peu ou pas de protestation
de la communauté internationale.
											La liste continue, vous pouvez le voir
des données collectées.
											Il y a de grandes
manifestations populaires
											dans plus de 40 pays africains depuis 2005
											et si vous regardez,
vous verrez qu'en 2011,
											l'année du soi-disant Printemps arabe,
											a été le pic de cette vague plus vaste.
											Contrairement aux croyances populaires,
											nombre de ces manifestations
ont été des réussites.
											Nous avons connaissance des dictateurs
tombés en Tunisie et en Égypte
											mais les mouvements populaires ont empêché
à des présidents de voler un 3ème mandat
											au Sénégal, au Malawi
et au Burkina Faso également.
									","
											Devam eden üçüncü dalga, daha önceki
iki dalganın eksikliklerini düzeltiyor.
											İlk dalga bağımsızlığı getirse de
demokrasiyi eksik bıraktı,
											ikincisi ise seçimleri getirdi
ancak bunu yalnızca seçkinlere özgü kıldı,
											sonrasında ise üçüncü dalga
											dalgalar arasında, 
demokrasiyi insanların yönetimine
											dönüştürmekte en kaygılı olanı.
											Bu, Senegal'deki 
Y'en a Marre hareketlerini de
											Burkina Faso'daki Le Balai Citoyen'i,
											Zimbabwe'deki Tajamuka'yı,
											Demokratik Kongo Cumhuriyeti'ndeki
LUCHA ve Filimbi'yi kapsar;
											daha geleneksel sivil toplum örgütlerinin
dışında çalışan hareketler
											ve siyasi partiler
											çoğu zaman, içinde bulundukları
ekonomik ve siyasi sistemle
											mücadele ederek büyük risktedirler.
											LUCHA'nın Fred Bauma'sı gibi
görkemli genç aktivistler
											gözaltana alındı, onlara işkence edildi,
											buna rağmen uluslararası kamuoyundan
çok az tepki geldi, bazen de hiç gelmedi.
											Gördüğünüz gibi topladığımız verilerin
birkaçında liste uzayıp gidiyor.
											2005'ten bu yana, 
40'tan fazla Afrika ülkesinde
											büyük popüler protestolar gerçekleşti
											ve dikkat ederseniz Arap Baharı olarak
adlandırılan 2011 yılının
											aslında daha büyük bir dalganın
											habercisi olduğunu fark edeceksiniz.
											Popüler inancın aksine
											bu protestoların birçoğu başarılı oldu.
											Tunus ve Mısır'da diktatörlerin
devrildiklerini biliyoruz
											ancak bunun yanında Senegal'de, Malawi'de
ve Burkina Faso'da da popüler hareketler
											üçüncü dönem de başkanlığı
ele geçirmeye çalışan liderleri de önledi.
									","
											A atual terceira onda está a corrigir
as falhas das duas anteriores.
											A primeira onda trouxe
libertação mas não a democracia,
											e a segunda trouxe eleições
mas apenas para as elites.
											Então, é a terceira onda
											que está mais preocupada
em converter a democracia
											no governo do povo.
											Inclui movimentos
como Y'en a Marre no Senegal,
											Le Balai Citoyen no Burkina Faso,
											Tajamuka no Zimbabué,
											LUCHA e Filimbi
na República Democrática do Congo,
											movimentos que funcionam fora
de ONG e partidos políticos
											mais convencionais
											para desafiar o próprio sistema
político e económico,
											muitas vezes com grande risco.
											Jovens ativistas geniais
como o Fred Bauma do LUCHA
											têm sido detidos e torturados,
											geralmente perante a indiferença
da comunidade internacional.
											A lista continua, como podem ver
através dos dados que recolhemos.
											Ocorreram enormes protestos populares
											em mais de 40 países africanos desde 2005
											e, se virem com atenção,
vão perceber que 2011,
											o ano da chamada Primavera Árabe,
											foi o ponto alto
desta onda mais ampla.
											Contrariamente à crença comum,
											muitos destes protestos
têm tido sucesso.
											Nós sabemos da queda de ditadores
na Tunísia e no Egito,
											mas os movimentos populares têm impedido
os presidentes de roubarem mandatos
											no Senegal, no Maláui
e também em Burkina Faso.
									","
											La tercera ola en curso está corrigiendo 
las fallas de las primeras dos.
											La primera ola trajo liberación,
pero no democracia,
											la segunda, elecciones,
pero solo para las élites,
											y es la tercera ola
											la que está más interesada 
en transformar la democracia
											en el gobierno de la gente.
											Incluye movimientos
como Yén a Marre en Senegal,
											Le Balai Citoyen en Burkina Faso,
											Tajamuka en Zimbabue,
											LUCHA y Filimbi
en la República Democrática del Congo,
											movimientos que operan fuera
de las ONG más convencionales
											y los partidos políticos
											para desafiar el sistema económico 
y político en sí,
											a veces con gran riesgo.
											Brillantes jóvenes activistas 
como Fred Bauma de LUCHA
											fueron detenidos y torturados,
											a menudo, con poca o ninguna manifestación
de la comunidad internacional.
											Como se puede ver en algunos datos
que recopilamos, la lista continúa.
											Desde 2005 ha habido
grandes protestas populares
											en más de 40 países africanos,
											y si observan bien, 
reconocerán que desde 2011,
											el año de la llamada ""primavera árabe"",
											fue en realidad el pico de esta ola
que es la más amplia.
											Al revés de la creencia popular,
											muchas de estas protestas
han sido exitosas.
											Sabemos sobre la caída de los dictadores
en Túnez y en Egipto,
											pero estos movimientos impidieron
que los presidentes robaran tres mandatos
											en Senegal, en Malaui
y también en Burkina Faso.
									",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
"
","
","
","
","
",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
"
											What's driving this upsurge of protest?
											Demographically,
Africa is both the youngest
											and the fastest-growing continent,
											with the largest age gap
between the people and their rulers.
											It is urbanizing at a tremendous pace.
											Economically, African countries
have been growing for over a decade now,
											largely driven by investments from Asia.
											But little of this wealth
is trickling down.
											Formal jobs in the industrial sector
are actually decreasing,
											with informal labor the only option left
for people to eke out a living.
											As a result, inequality is skyrocketing,
											and political leaders
are increasingly disconnected
											from their much younger populations.
									","
											Qu'est-ce qui entraîne
cette recrudescence de contestation ?
											Démographiquement,
l'Afrique est le continent
											le plus jeune
et se développant le plus vite,
											avec la plus grande différence d'âge
entre le peuple et ses dirigeants.
											C'est l'urbanisation
à un rythme phénoménal.
											Économiquement, les pays africains
croissent depuis une décennie,
											largement sous l'impulsion
des investissements venus d'Asie.
											Mais peu de cette richesse
est redistribuée.
											Les emplois officiels
dans le secteur industriel diminuent,
											la main d'œuvre informelle
est la seule option
											qui reste aux gens pour subsister.
											En conséquence, les inégalités
montent en flèche
											et les dirigeants politiques
sont déconnectés
											de leur population bien plus jeune.
									","
											Peki protestonun yükselişini sağlayan ne?
											Halkıyla yöneticileri arasında 
en geniş yaş aralığına sahip olan Afrika,
											demografik olarak hem en genç
											hem de en hızlı nüfus artış 
oranına sahip bir kıta.
											Çok büyük bir hızla kentleşiyor.
											On yıldan fazla bir süredir ekonomik
anlamda Afrika ülkeleri
											çoüunluğu Asya kaynaklı 
yatırımlarla büyüyor.
											Ancak bu varlığın bir kısmı tükeniyor.
											Sanayi sektöründe resmi mesleklerde
azalma var ve kayıt dışı çalışmayla
											insanlara hayatlarını sürdürebilecek 
tek seçenek bırakılmakta.
											Sonuç olarak eşitsizlik hızla artmakta
											ve siyasi liderler,
giderek kendi genç nüfuslarından
											uzaklaşıp kopuyor.
									","
											O que levou a este aumento de protestos?
											Demograficamente,
a África é o continente mais jovem
											e o que cresce mais rapidamente,
											com a maior diferença de idades
entre o povo e os seus governantes.
											A urbanização avança a um passo tremendo.
											A nível económico, estes países
estão a crescer há mais de uma década,
											em grande parte devido
a investimentos asiáticos.
											Mas pouco desta riqueza chega a todos.
											Os empregos formais no setor industrial
estão a diminuir,
											o que deixa os empregos informais
como a única opção para muitas pessoas.
											Em resultado, 
a desigualdade está a disparar,
											e os líderes políticos
estão cada vez mais desligados
											das suas populações
muito mais jovens.
									","
											¿Qué es lo que está impulsando 
este aumento significativo de protestas?
											Demográficamente África 
es el continente más joven
											y el de más rápido crecimiento, 

											con la brecha de edad más amplia
entre la gente y sus gobernantes.
											Se está urbanizando a un ritmo tremendo.
											Económicamente, los países africanos 
han ido creciendo por más de una década,
											en gran medida,
impulsados por las inversiones de Asia.
											Sin embargo, algo de esta riqueza
está decayendo.
											El trabajo formal del sector industrial
en realidad, está disminuyendo
											y el trabajo informal, es la única opción
de los trabajadores para ganarse la vida.
											Como resultado, la desigualdad
se está disparando,
											y los líderes políticos
están cada vez más desconectados
											de los ciudadanos más jóvenes.
									",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
"
","
","
","
","
",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
"
											For those of us from outside of Africa,
											we're familiar with parts of this story:
											a massive spike in inequality,
											the product of a decline
in good jobs for good wages
											that were once considered
the hallmark of an advanced society;
											the capture of our
political parties by elites
											accompanied by the hollowing
out of civil society
											that once provided a voice
to ordinary people;
											that sinking feeling
that no matter what you do,
											external factors related
to the global economy
											can disrupt our lives for the worse.
											Our political leaders seem helpless,
											insisting on austerity,
											even as public goods diminish
to levels unseen in decades.
											And this is when they're not succumbing
to exclusionary nationalism,
											blaming our woes on the weak
rather than the powerful.
											What those of us from North America
and Western Europe consider to be new
											has been the normal condition
of African life since the 1970s.
											So who better to learn from
											than those who have been engaged
in resistance to these conditions
											for the longest period of time?
									","
											Pour ceux ne venant pas d'Afrique,
											nous connaissons des bouts de l'histoire :
											une augmentation massive des inégalités,
											le produit d'un déclin
des bons emplois aux bons salaires
											auparavant considérés comme étant
le sceau d'une société évoluée ;
											la saisie de nos partis
politiques par des élites
											accompagnée de l'évidement
de la société civile
											ayant un jour offert une voix
aux gens ordinaires ;
											ce sentiment désagréable
que peu importe nos actions,
											des facteurs extérieurs
liés à l'économie mondiale
											peuvent perturber négativement notre vie.
											Nos dirigeants politiques
semblent impuissants,
											insistant sur l'austérité,
											même lorsque les biens publics
sont au plus bas depuis des décennies.
											Et c'est quand ils ne succombent pas
au nationalisme sectaire,
											reprochant nos misères aux faibles
plutôt qu'aux puissants.
											Ce que nous, venant d'Amérique du Nord
et d'Europe, considérons nouveau
											est la situation normale de la vie
en Afrique depuis les années 70.
											Qui de mieux pour tirer des leçons
											que ceux engagés dans la résistance
face à ces conditions
											depuis le plus longtemps ?
									","
											Afrika'nın dışında bulunan bizler,
											şu hikâyeye oldukça aşinayız:
											bir zamanlar gelişmiş toplumların
											göstergesi olan ""iyi bir maaş için 
iyi bir iş"" anlayışının
											düşüşüyle çıkmış eşitsizlikteki
devasa bir uçurum;
											bir zamanlar sıradan insanların sesi olmuş
											siyasi partilerin, sivil toplumun
kökünün kazınmasına eşlik eden
											seçkinler tarafından
ele geçirilmesi;
											küresel ekonomiyle ilişkili olan
dış faktörlerin
											hayatlarımızı daha da
kötüleştirebileceğine dayanan
											çaresizlik içindeki dibe vurma hissi.
											Kamu mallarının azalışı
yıllarca görülmeyen
											seviyelerde olsa dahi,
											siyasi liderlerimiz çaresizce kemer sıkma
poilitikalarında ısrar ediyor.
											Bu noktada, dışlayıcı milliyetçiliğe 
yenik düşmediklerinde,
											beceriksizliklerini güçlüye değil,
güçsüzün üstüne atıyorlar.
											Kuzey Amerika ve Batı Avrupalı olan
bizlerin yeni olduğunu düşündüğü şey
											1970'lerden beri Afrika'da 
normal bir hayat koşulu.
											O hâlde, bu şartlara en uzun süre
											dayanıklıık gösterip 
demokrasiyi böyle öğrenenlerden
											kim daha iyi olabilir ki?
									","
											Para aqueles que não vêm de África,
											esta história é-nos familiar:
											um enorme aumento da desigualdade,
											o produto de um declínio
de bons empregos e bons salários
											que eram vistos como a marca
de uma sociedade avançada;
											a captura dos nossos
partidos políticos pela elite,
											acompanhada pelo esvaziamento
da sociedade civil
											que costumava dar voz
às pessoas comuns;
											aquele sentimento de que,
independentemente do que se faça,
											os fatores externos relacionados
com a economia global
											podem levar a nossa vida a algo pior.
											Os líderes políticos parecem perdidos,
											insistindo na austeridade,
											mesmo quando os bens públicos diminuem
a níveis nunca vistos em décadas.
											E isto quando não estão a ceder
ao nacionalismo exclusivo,
											atirando a culpa das aflições
para os fracos em vez dos poderosos.
											O que nós, americanos e europeus,
consideramos ser novo
											tem sido a condição de vida
normal africana desde os anos 70.
											Portanto, quem melhor para nos ensinar
											senão aqueles que têm estado
a resistir a estas condições
											durante o maior período de tempo?
									","
											Para aquellos que no vivimos en África,
											estamos familiarizados con partes
de esta historia:
											aumento masivo de desigualdad,
											producto de la disminución 
de buenos empleos por buenos salarios
											que alguna vez fueron considerados
la insignia de una sociedad avanzada;
											la captura de los partidos políticos 
por las élites
											acompañada por el hueco
de la sociedad civil
											que alguna vez dio voz a la gente común;
											ese sentimiento de naufragio 
que no importa lo que hagas,
											factores externos relacionados 
a la economía global
											pueden alterar nuestras vidas para peor.
											Nuestros gobernantes parecen indefensos,
											al insistir con la austeridad,
											incluso cuando los bienes públicos 
disminuyen a niveles jamás vistos.
											Y aquí es cuando no sucumben al
nacionalismo elitista,
											al culpar de nuestras adversidades a los 
más débiles y no a los más poderosos.
											Lo que los norteamericanos y los europeos
occidentales consideramos nuevo
											es la condición normal de la vida africana
desde los años setenta.
											Entonces, ¿qué mejor que aprender
											de los que estuvieron involucrados
en la resistencia
											por el período de tiempo más largo?
									",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
"
","
","
","
","
",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
"
											What can we learn
from African protest democracy?
											First, democracy must begin
with ordinary people.
											Viewing democracy as only elections
has led to widespread disillusionment.
											We must instead work to center
ordinary people in democratic life.
											Protest provides us one way to do that.
											Regardless of your age,
sexuality, your gender,
											whether you're a citizen or a non-citizen,
able-bodied or disabled,
											anyone can participate.
											In contrast to elections,
											protests are not confined
by rigid electoral cycles.
											They offer a much more
immediate form of action
											in our era of instant feedback.
									","
											Qu'apprendre de la contestation
africaine de la démocratie ?
											Un : la démocratie doit commencer
avec les gens ordinaires.
											Considérer la démocratie
comme seulement des élections
											a mené à une désillusion généralisée.
											Il nous faut travailler
											pour placer les gens ordinaires
au cœur de la vie démocratique.
											La contestation est une façon de le faire.
											Peu importe votre âge,
votre sexualité, votre genre,
											que vous soyez un citoyen ou non,
valide ou handicapé,
											tout le monde peut participer.
											Contrairement aux élections,
											les manifestations ne sont pas
confinées aux cycles électoraux rigides.
											Elles offrent une forme d'action
plus immédiate
											à notre ère de réaction instantanée.
									","
											Afrika protesto demokrasisinden
ne öğrenebiliriz?
											İlk olarak demokrasi
sıradan insanlarla başlamalı.
											Demokrasiyi sadece seçimler olarak görmek
yaygın bir hayal kırıklığına yol açtı.
											Bunun yerine sıradan insanları demokratik
yaşamın merkezine koymaya çalışmalıyız.
											Protesto bunu yapabilmemiz için 
bize bir yol sağlıyor.
											Yaşınız, cinsiyetiniz ne olursa olsun,
											vatandaş olup olmamanız,
güçlü kuvvetli veya engelli olmanız
											fark etmeksizin herkes katılabilir.
											Seçimlerle karşılaştırıldığında
											protestolar, katı seçim döngüleriyle 
sınırlı değildir.
											İçinde bulunduğumuz
anlık geri bildirim çağına uygun
											daha hızlı bir eylem biçimi sunarlar.
									","
											O que podemos aprender com
a democracia de protesto africana?
											Em primeiro lugar, a democracia
tem de começar com as pessoas normais.
											Ver a democracia só como eleições
tem levado à desilusão geral.
											Em vez disso, temos de centrar
as pessoas comuns na vida democrática.
											O protesto dá-nos um modo de o fazer.
											Independentemente da idade,
da sexualidade, do sexo,
											se são cidadãos ou não-cidadãos,
quer tenham uma deficiência ou não,
											todos podem participar.
											Contrariamente às eleições,
											os protestos não se restringem
a ciclos eleitorais rígidos.
											Eles oferecem uma forma
de ação mais imediata
											nesta era de comentários instantâneos.
									","
											¿Qué podemos aprender
de la democracia de protesta africana?
											Primero, la democracia debe comenzar
con los ciudadanos comunes.
											Ver la democracia como solo elecciones
ha llevado a una desilusión generalizada.
											Debemos trabajar para centrar
a los ciudadanos en la vida democrática.
											La protesta nos proporciona
una manera de hacerlo.
											Independientemente de tu edad,
sexualidad, género,
											si eres ciudadano o no ciudadano,
capacitado o incapacitado,
											cualquiera puede participar.
											A diferencia de las elecciones,
											las protestas no están limitadas
por ciclos electorales rígidos.
											Ofrecen una forma de acción
mucho más inmediata
											en nuestra era de
retroalimentación instantánea.
									",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
"
","
","
","
","
",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
"
											Second, while protests may be messy,
											this is what makes them powerful.
											Protests are contentious
and contested processes,
											defined by contingent actions,
											often devoid of clear messaging,
											characterized by incomplete organization.
											These dynamics are what makes it easy
to dismiss protests as riots
											or to assume they are
of limited political utility.
											But it also makes them easier to suppress.
											Too often, governments do not view
protests as elementary to democracy.
											Instead, they violently crush
social movements
											or work to discredit their message.
									","
											Deux : si les manifestations
peuvent être chaotiques,
											c'est ce qui les rend efficaces.
											Les manifestations sont des processus
contentieux et contestés,
											définis par des actions contingentes,
											souvent dépourvues d'un message clair,
											caractérisées par
une organisation incomplète.
											Ces dynamiques facilitent le rejet
des manifestations comme étant des émeutes
											ou la présomption qu'elles sont
d'une utilité politique limitée.
											Mais cela les rend aussi
plus facile à étouffer.
											Trop souvent, les gouvernements
ne voient pas les manifestations
											comme la base de la démocratie.
											Au lieu de cela, ils écrasent violemment
les mouvements sociaux
											ou travaillent à discréditer leur message.
									","
											İkinci olarak,
protestolar dağınık olabilirler,
											öyle ki onları güçlü kılan budur.
											Protesolar eksik organizasyonlarca
karakterize edilen
											sıklıkla açık bir mesajdan yoksun
											rastlantısal eylemlerle belirlenen
											çekişmeli ve tartışmalı süreçlerdir.
											Bu dinamikler, protestoları, isyan olarak
görmeyi kolaylaştıran şeylerdir
											veya onları sınırlı siyasi yarar 
olarak kabul etmektir.
											Ancak bu onları
zapt etmemizi de kolaylaştırıyor.
											Çoğu kez, hükûmetler, protestoları
demokrasinin temeli olarak görmüyor.
											Bunun yerine, şiddet kulanarak
sosyal hareketleri bastırıyor
											ya da mesajlarını itibarsızlaştırıyorlar.
									","
											Em segundo lugar, mesmo que
os protestos sejam desorganizados,
											isto é o que os torna poderosos.
											Os protestos são processos
contenciosos e contestados,
											definidos por ações contingentes,
											muitas vezes sem mensagens claras,
											caracterizados por uma
organização incompleta.
											Esta dinâmica é o que faz com que seja
fácil repudiar os protestos como motins
											ou assumir que eles tenham
uma utilidade política limitada.
											Mas também os torna
mais fáceis de esmagar.
											Demasiadas vezes, os governos não veem
os protestos como elementos da democracia.
											Em vez disso, esmagam violentamente
movimentos sociais
											ou tentam desacreditar as suas mensagens.
									","
											Segundo, aunque las protestas
pueden ser complicadas,
											esto es lo que las hace más poderosas.
											Las protestas son procesos polémicos
y competitivos,
											definidas por acciones contingentes,
											a veces sin mensajes claros,
											caracterizadas por organizaciones
incompletas.
											Estas dinámicas son las que nos hacen ver
que las protestas no son disturbios
											o suponer que tienen
una unidad política limitada.
											Aunque también las hace
más fáciles de reprimir.
											Los gobiernos casi nunca ven las protestas
como elementales para la democracia.
											Al contrario, las machacan violentamente
											o se toman el trabajo
de desacreditar el mensaje.
									",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
"
","
","
","
","
",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
"
											Third, as I already hinted,
											protest is the space from which
new political imaginations may emerge.
											Protests are about coloring
outside the lines,
											a way for ordinary people
to rewrite the rules of the game
											that too many feel
are stacked against them.
											Many young people in Africa
have grown up in societies
											where a single ruler
has ruled their entire lives.
											Protest is the space
for new possibilities to emerge,
											as young people begin
to discover their own power.
									","
											Trois : j'y ai fait allusion,
											la contestation est l'espace
											d'où peuvent émerger
de nouvelles imaginations politiques.
											Il s'agit de colorier
en dehors des lignes.
											C'est une façon pour les gens ordinaires
de réécrire les règles du jeu
											qui semblent jouer
contre beaucoup d'entre eux.
											Beaucoup de jeunes en Afrique
ont grandi dans des sociétés
											où un seul dirigeant
a dirigé toute leur vie.
											La contestation est l'espace
où de nouvelles possibilités émergent
											alors que les jeunes
découvrent leur pouvoir.
									","
											Üçüncü olarak, daha önce ima ettiğim üzere
											protesto yeni siyasi hayallerin gün yüzüne
çıkabileceği bir alandır.
											Protestolar, çizgilerin dışını da
boyamak gibi
											sıradan insanların çoğunun bu çizgiler
karşısında ezilmiş hissetmesine rağmen
											oyunun kurallarını yeniden
yazması için bir yoldur.
											Afrika'daki çoğu genç, 
hayatlarının tamamının
											tek bir yönetici tarafından yönetildiği
topluluklarda büyür.
											Protesto, gençlerin kendi güçlerini
keşfetmeye başlaması gibi
											yeni olasılıkların günyüzüne
çıktığı bir alandır.
									","
											Em terceiro lugar,
como já dei a entender,
											o protesto é um espaço do qual podem
emergir novas imaginações políticas.
											Os protestos são sobre colorir
por fora das linhas,
											uma maneira de as pessoas normais
reescreverem as regras do jogo
											que muitos sentem estarem contra eles.
											Muitos jovens em África
têm crescido em sociedades
											onde um único líder governa
durante toda a sua vida.
											O protesto é o espaço para
novas possibilidades emergirem,
											visto que os jovens começam
a descobrir o seu próprio poder.
									","
											Tercero, como ya he insinuado,
											las protestas son el espacio por el cual
surgen nuevas ideas políticas.
											Están a punto
de pasarse de la raya,
											una forma para que la gente
reescriba las reglas del juego
											que muchos creen que están en su contra.
											Muchos jóvenes en África
crecieron en sociedades
											en las que ha gobernado un único líder
durante toda su vida.
											La protesta es el espacio para que
surjan nuevas posibilidades,
											a medida que los adolescentes
comienzan a descubrir su propio poder.
									",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
"
","
","
","
","
",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
"
											Consider the situation
of my friend Linda Masarira,
											a single mother of five,
											who is leading protests
against the Mugabe regime in Zimbabwe.
											She has been beaten, arrested, harassed.
											But Linda perseveres, because
as she told me a few months ago,
											protest has given her a sense
of meaning and direction.
											And though she knows the odds against her,
											Linda perseveres.
									","
											Considérez la situation
de mon amie Linda Masarira,
											mère célibataire de cinq enfants,
											qui mène les manifestations contre
le régime Mugabe au Zimbabwe.
											Elle a été frappée, arrêtée, harcelée.
											Mais Linda persévère car,
m'a-t-elle dit il y a quelques mois,
											la contestation lui a donné
un sens et une direction.
											Et même si la chance
n'est pas de son côté,
											Linda persévère.
									","
											Arkadaşım Linda Masarira'nın durumunu
göz önüne alın;
											5 çocuk annesi,
											Zimbabwe'deki Mugabe rejimine karşı
protestolara liderlik eden biri.
											Dövüldü, tutuklandı, taciz edildi.
											Ancak Linda sabrediyor çünkü
birkaç ay önce bana dediği üzere
											protesto ona bir anlam
ve yön hissi vermişti.
											Karşısındaki ihtimalleri bildiği hâlde
											Linda sabrediyor.
									","
											Considerem a situação
da minha amiga Linda Masarira,
											uma mãe solteira de cinco filhos,
											que está a liderar protestos
contra o regime de Mugabe no Zimbabué.
											Ela já foi espancada, presa, assediada.
											Mas a Linda continua porque, 
como me disse há uns meses,
											o protesto deu-lhe um sentido
de significado e direção.
											E mesmo que ela saiba que
as probabilidades estão contra ela,
											a Linda continua.
									","
											Tengan en cuenta la situación
de mi amiga Linda Masarira,
											madre soltera de 5 hijos,
											que lidera protestas contra el régimen
de Mugabe en Zimbabue,
											ha sido golpeada, arrestada y acosada.
											Sin embargo, ella resiste.
Ya que, como me dijo hace unos meses,
											la protesta le dio un sentido
de significado y dirección.
											Y aunque conoce 
todo lo que está en su contra
											Linda persevera.
									",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
"
","
","
","
","
",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
"
											Like Linda and other
young African activists,
											we all must work to redefine democracy
											as something more than just
elections and political parties.
											Democracy is a creative process,
											and protest has always been the vehicle
											for expanding our political imaginations
beyond what we are told is possible.
									","
											Comme Linda et d'autres
jeunes activistes africains,
											nous devons tous travailler
à redéfinir la démocratie
											comme étant plus que des élections
et des partis politiques.
											La démocratie est un processus créatif
											et la contestation a toujours été le moyen
											d'élargir nos imaginations politiques
au-delà de ce que l'on nous dit possible.
									","
											Linda gibi diğer genç
Afrikalı aktivistlerle
											hep birlikte, seçim ve siyasi partilerden
											daha fazlası olan demokrasiyi,
yeniden tanımlamalıyız.
											Demokrasi yaratıcı bir süreç
											ve protesto her zaman bizim aracımızdı,
											ki bize mümkün olduğu söylenenin ötesinde
siyasi hayallerimizi genişletsin.
									","
											Como a Linda e outros
jovens ativistas africanos,
											temos todos de trabalhar
para redefinir a democracia
											como algo mais do que simples
eleições e partidos políticos.
											A democracia é um processo criativo,
											e o protesto tem sido sempre o veículo
											para expandir o nosso imaginário político
para além do que nos dizem ser possível.
									","
											Así como Linda
y otros jóvenes activistas africanos,
											todos tenemos que trabajar
para redefinir la democracia
											como algo más que solo elecciones
y partidos políticos.
											La democracia es un proceso creativo
											y la protesta siempre ha sido el medio
para expandir
											nuestras imaginaciones políticas más allá 
de lo que nos dicen que es posible.
									",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
"
","
","
","
","
",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
"
											(In Swahili) Thank you very much.
									","
											(Swahili) Merci beaucoup.
									","
											(Svahili dilinde) Çok teşekkürler.
									","
											(Em suaíli) Muito obrigado.
									","
											(En suajili) Muchas gracias.
									",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
"
","
","
","
","
",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Aplausos)
									",How protest is redefining democracy around the world,Zachariah Mampilly,10:15,"activism,Africa,corruption,leadership,democracy,politics,social change,society,protests"
