en,es,fr,tr,de,title,speaker,duration,tags
"
											So a few of my friends
were also pretty addicted to the game,
											and I invited them to play as well.
									","
											Algunos amigos eran bastante 
adictos al juego también,
											así que los invité a jugar.
									","
											Et comme certains de mes amis
étaient également accros au jeu,
											je les ai invités à jouer.
									","
											Birkaç arkadaşım da bu oyunun bağımlısıydı
											ve ben onları da bu oyuna davet ettim.
									","
											Einige meiner Freunde 
waren dem Spiel auch ziemlich verfallen
											und ich habe sie zum Spielen eingeladen.
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											(Video) Friend: Ah!
									","
											(Video) Amiga: ¡Ah!
									","
											(Vidéo) Un ami : « Ah ! »
									","
											(Video) Arkadaşı: Ah!
									","
											(Video) Freund: Ah!
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Gelächter)
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											(Video) Friend: What the heck?
									","
											(Video) Amiga: ¿Qué diablos?
									","
											(Vidéo) Un ami :
« C'est quoi ce truc ? »
									","
											(video) Arkadaşı: Bu da ne?
									","
											(Video) Freundin: Was zum Henker?
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Gelächter)
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											And they told me that it was
just as infuriating as the original game.
									","
											Y me dijeron que era tan exasperante 
como el juego original.
									","
											Et il m'ont dit que mon jeu était
aussi exaspérant que l'original.
									","
											Bana bu oyunun gerçeği kadar
sinir bozucu olduğunu söylediler.
									","
											Die fanden es genau so
aufreibend wie das Original.
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Gelächter)
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											So I uploaded a demo
of this project online,
											and to my surprise it went viral.
											It had over two million views
in just a few days.
									","
											Así que subí una demo de este proyecto
											y, para mi sorpresa, se hizo viral.
											Tuvo unas dos millones de vistas
en solo unos días.
									","
											Donc j'ai téléchargé
une démo du projet en ligne,
											et à ma grande surprise,
la vidéo est devenue virale.
											En quelques jours,
j'avais plus de deux millions de vues.
									","
											Ben de bu projenin
tanıtımını internete yükledim
											ve bu meğerse internette yayılmış.
											Video sadece birkaç gün içinde
iki milyondan fazla izlendi.
									","
											Daher habe ich ein Demo 
des Projekts online gestellt
											und überraschenderweise
wurde es ein Riesenerfolg.
											In nur wenigen Tagen wurde es 
über 2 Millionen mal angeklickt.
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Gelächter)
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											And what's more interesting
are people's comments.
											A lot of people
wanted to make it their own,
											or asked me how it was made.
											So this kind of confirmed my idea
that through a creative project,
											we can teach people about engineering.
									","
											Y lo más interesante son 
los comentarios de la gente.
											Mucha gente quería hacer 
su propia versión,
											o preguntarme cómo lo hice.
											Esto confirmó mi idea de que 
mediante un proyecto creativo,
											podemos enseñar ingeniería.
									","
											Et le plus intéressant,
ce sont les commentaires des internautes.
											Bon nombre de personnes
voulaient fabriquer le leur,
											ou me demandaient
comment il avait été fabriqué.
											Cela m'a confirmé que,
par le biais d'un projet créatif,
											on peut enseigner l'ingénierie aux gens.
									","
											Daha ilginç olanı insanların yorumları.
											Birçok kişi bu oyuna sahip olmak istedi
											ya da bana nasıl yapıldığını sordu.
											Bu, yaratıcı bir projeyle insanlara 
mühendisliği öğretebileceğimizin
											bir çeşit teyit edilmesiydi.
									","
											Die Kommentare der Leute 
sind dabei viel interessanter.
											Viele wollten ihre eigene Version bauen
											oder haben mich 
nach der Anleitung gefragt.
											Das bestätigte meine Vermutung,
dass wir durch ein kreatives Projekt
											Leuten Ingenieurwissenschaften
näherbringen können.
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											With the money made from the viral video,
											we were able to let students
in our classroom
											all make their own game in a box.
											Although it was pretty challenging,
											they learned a lot of new concepts
in engineering and programming.
											And they were all eager to learn
so they could finish the game as well.
									","
											Con el dinero ganado con el video viral,
											pudimos hacer que los estudiantes
en el aula
											construyeran su propio juego.
											Aunque fue bastante desafiante,
											aprendieron muchos conceptos nuevos
de ingeniería y programación.
											Y todos estaban ansiosos por aprender
para poder terminar el juego también.
									","
											Avec l'argent gagné 
grâce à la vidéo virale,
											nous avons été en mesure
de permettre à nos élèves
											de faire leur propre jeu
dans une boîte.
											Bien que le défi fut de taille,
											ils apprirent plusieurs concepts nouveaux
sur l'ingénierie et la programmation.
											Et ils avaient tous très envie d'apprendre
pour pouvoir aussi terminer leur jeu.
									","
											Bu videodan elde edilen parayla,
											sınıfımızdaki öğrencilere,
											kutulu oyunlarını yapmalarını sağladık.
											Bu oldukça uğraştırıcı olmasına rağmen
											mühendislik ve programcılıkla ilgili 
birçok yeni kavram öğrendiler.
											Hepsi öğrenmeye çok hevesliydiler
böylece oyunu da bitirebildiler.
									","
											Mit dem durch das Video
eingenommenem Geld
											konnten unsere Schüler
											alle ein eigenes Spiel
in einer Box entwerfen.
											Obwohl es ziemlich anspruchsvoll war,
											konnten sie dabei viele neue
technische Konzepte kennenlernen.
											Dabei waren alle wissbegierig,
um ihr eigenes Spiel fertigzustellen.
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Gelächter)
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											So before Flappy Bird Box,
											I had the idea of using creative
engineering projects to teach students.
											When I was teaching at a middle school,
											we asked our students to build a robot
from a standard technology kit.
											And I noticed that
a lot of them seemed bored.
											Then a few of them
started taking pieces of paper
											and decorating their robots.
											And then more of them got into it,
											and they became
more interested in the project.
											So I started looking
for more creative ways
											to introduce technology to students.
											What I found was that most technology kits
available in school
											look a little intimidating.
											They're all made of plastic parts
that you can't customize.
											On top of that,
they're all very expensive,
											costing hundreds of dollars per kit.
											So that's certainly not very affordable
for most classroom budgets.
									","
											Y antes de la caja de Flappy Bird,
											tuve la idea de usar proyectos de 
ingeniería creativa en la enseñanza.
											Cuando enseñaba en la primaria,
											le pedimos a los estudiantes crear un 
robot con un kit de tecnología estándar.
											Y noté que muchos parecían aburrirse.
											Luego algunos empezaron a decorar
											sus robots con papeles.
											Y luego se sumaron otros,
											y así se interesaron por el proyecto.
											Así que empecé a buscar 
formas más creativas
											de presentar tecnología a los estudiantes.
											Encontré que muchos kits de tecnología
disponibles en las escuelas
											parecen un poco intimidantes.
											Están hechos de partes plásticas
que no pueden personalizarse.
											Además de eso, todos son muy caros,
											cuesta cientos de dólares cada kit.
											No es muy asequible para la mayoría 
de los presupuestos de las aulas.
									","
											Avant la boîte Flappy Bird,
											j'avais eu l'idée d'utiliser des projets 
créatifs d'ingénierie pour enseigner.
											Quand j'enseignais au collège,
											nous avions demandé aux élèves
											de construire un robot
à partir d'un kit standard.
											Et j'ai remarqué que 
beaucoup d'entre eux semblaient s'ennuyer.
											Puis certains commencèrent à prendre
des morceaux de papier
											et décorèrent leurs robots.
											Puis d'autres suivirent,
											et s'intéressèrent davantage au projet.
											Je me suis donc mise à réfléchir
à des moyens plus créatifs
											pour présenter la technologie aux élèves.
											J'ai constaté que la plupart des kits
technologiques proposés aux écoles
											peuvent paraître intimidants.
											Ils sont tous faits de pièces en plastique
que l'on ne peut pas customiser.
											En plus, ils sont très chers,
											plusieurs centaines de dollars par kit.
											Cela ne rentre certainement pas
dans le budget de la plupart des classes.
									","
											Flappy Bird kutusundan önce de öğrencilere
											öğretmek için yaratıcı mühendislik
projelerini kullanma fikrine sahiptim.
											Ortaokulda eğitmenlik yaptığım zamanlarda
											öğrencilerimizden standart malzemelerden
bir robot yapmalarını istedik.
											Birçoğunun sıkıldığını fark ettim.
											Sonra öğrencilerin birkaçı
kâğıt parçalarını almaya
											ve robotlarını süslemeye başladı.
											Ardından daha fazlası buna katıldı
											ve projeyle daha fazla ilgili oldular.
											Bunun üzerine teknolojiyi
öğrencilere tanıtmak için
											daha yaratıcı yollar aramaya başladım.
											Okulda bulduğum kullanılabilir
teknolojik malzemelerin çoğu
											korkunç durumdaydı.
											Hepsi özelleştiremeyeceğiniz
plastikten yapılmış malzemeler.
											Üstelik hepsi çok pahalıdır,
											her bir set yüzlerce dolara mal oluyor.
											Bu nedenle sınıfların çoğunun
bütçesine uygun değildir.
									","
											Vor der Flappy-Bird-Box 
hatte ich die Idee,
											mit kreativen technischen Projekten 
zu unterrichten.
											Als ich in der Mittelstufe unterrichtete,
											haben wir unsere Schüler Roboter 
aus herkömmlichen Bausätzen bauen lassen.
											Dabei bemerkte ich,
dass viele Schüler gelangweilt wirkten.
											Dann fingen einige an,
											ihre Roboter mit Papier zu dekorieren.
											Dann kamen immer mehr Schüler darauf
											und schließlich stieg 
das Interesse am Projekt.
											Also habe ich nach noch
kreativeren Methoden gesucht,
											um Schüler an Technologie heranzuführen.
											Dabei fand ich heraus, dass die meisten
Technik-Bausätze für Schulen
											ziemlich einschüchternd aussehen.
											Sie bestehen alle aus Plastikteilen,
die sich nicht anpassen lassen.
											Zusätzlich sind sie alle sehr teuer
											und kosten jeweils 
mehrere Hundert Dollar.
											Das ist für die wenigsten
Klassenbudgets erschwinglich.
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											Since I didn't find anything,
											I decided to make something on my own.
											I started with paper and fabric.
											After all, we all played
with those since we were kids,
											and they are also pretty cheap
											and can be found
anywhere around the house.
											And I prototyped a project
											where students
can create a light-up creature
											using fabric and googly eyes.
											They were all helping
each other in classrooms,
											and were laughing
and discussing the project.
											And most importantly,
											they were able to insert
their own creativity into the project.
									","
											Como no encontré nada,
											decidí crear algo sola.
											Empecé con papel y tela.
											Después de todo, todos jugamos
con eso desde niños,
											y son bastante baratos
											y pueden encontrarse
en cualquier parte de la casa.
											Hice el prototipo de un proyecto
											en el que los estudiantes 
pueden crear una criatura luminosa
											con telas y ojos de plástico.
											Se ayudaban unos a otros en clase,
											se reían y discutían el proyecto.
											Y, más importante,
											podían poner su propia creatividad
en el proyecto.
									","
											Comme je ne trouvais rien,
											j'ai décidé de fabriquer quelque chose 
avec mes moyens.
											J'ai commencé avec du papier et du tissu.
											Après tout, on a tous joué avec ça
depuis notre enfance,
											c'est plutôt bon marché,
											et on en trouve partout dans les maisons.
											J'ai prototypé un projet
											dans lequel les élèves fabriquent
une créature qui s'allume
											en utilisant du tissu 
et des yeux qui bougent.
											Ils s'entraidaient tous dans la classe,
											rigolaient et parlaient du projet.
											Et, plus important encore,
											ils pouvaient apporter
leur touche personnelle au projet.
									","
											Herhangi bir şey bulamadığımdan
											kendim bir şeyler yapmaya karar verdim.
											Kâğıt ve kumaşla işe başladım.
											Ne de olsa çocukluğumuzdan beri
hepimiz bu malzemelerle oynamıştık,
											üstelik malzemeler oldukça ucuz
											ve evin yakınında herhangi
bir yerde bulunabilirler.
											Ben de, kumaş ve sahte-gözler
											kullanarak öğrencilerin
ışıklı bir nesne yaratabileceği
											bir proje prototipi oluşturdum.
											Öğrenciler sınıfta
birbirlerine yardım edip
											gülüyor ve proje üzerine tartışıyorlardı.
											En önemlisi,
											projeye kendi yaratıcılıklarını
dâhil edebilmeleriydi.
									","
											Da ich nichts fand,
											beschloss ich, etwas selbst zu machen.
											Ich fing mit Papier und Stoff an,
											schließlich haben wir damit
schon als Kinder gespielt.
											Sie sind ziemlich günstig
											und gibt es überall im Haushalt.
											Dann entwickelte ich ein Projekt,
bei dem Schüler
											eine leuchtende Kreatur
aus Stoff und Wackelaugen bauen können.
											Die Schüler halfen sich alle gegenseitig,
											lachten und diskutierten das Projekt.
											Vor allem konnten dabei 
ihre Kreativität einfließen.
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											So because of the success of this project,
											I continued to create
more engineering projects
											to challenge my students.
											And I also started to take
these workshops outside of school
											and into the community.
											And something really interesting happened.
											I noticed a lot of people
from very diverse backgrounds
											started coming to our workshops.
											And specifically,
											there were a lot more women
and minorities than I expected,
											and that you wouldn't usually see
at a traditional engineering workshop.
									","
											Y dado el éxito de este proyecto,
											seguí creando más proyectos de ingeniería
											para desafiar a mis estudiantes.
											Y empecé a llevar estos talleres
afuera de la escuelas
											y a la comunidad.
											Y ocurrió algo muy interesante.
											Noté que muchas personas 
de orígenes muy diversos
											empezaron a venir a nuestros talleres.
											Y, sobre todo,
											había muchas más mujeres 
y minorías de lo que esperaba,
											y eso no se ve generalmente 
en los talleres de ingeniería.
									","
											Grâce au succès du projet,
											j'ai continué à développer 
d'autres projets d'ingénierie
											pour piquer la curiosité
des élèves.
											Et j'ai aussi commencé à essaimer 
ces projets en dehors du cadre scolaire,
											dans la société civile.
											Là, quelque chose de très
intéressant s'est produit.
											J'ai remarqué que de nombreuses personnes
de diverses origines
											ont commencé à venir à ces stages.
											En particulier,
											il y avait bien plus de femmes
et de gens issus des minorités
											que je n'en attendais,
											et que l'on ne rencontre pas d'habitude
											dans ce genre de stages
tournés vers l'ingénierie.
									","
											Böylece bu projenin başarısı sayesinde
											öğrencilerimi zorlamak için
daha fazla mühendislik
											projesi yaratmaya devam ettim.
											Dahası, bu çalışmaları okul dışında
											halk arasında da başlattım.
											Gerçekten ilginç şeyler oldu.
											Farklı gruplardan birçok insanın
											atölyemize gelmeye
başladıklarını fark ettim.
											Özellikle
											kadınlar ve azınlıklar
beklediğimden daha fazlaydı
											ve genellikle bunu geleneksel
mühendislik atölyesinde görmezsiniz.
									","
											Aufgrund des Erfolgs des Projektes
											habe ich weitere
technische Projekte erschaffen,
											um meine Schüler herauszufordern.
											Ich fing auch an, die Workshops
außerhalb der Schule
											der Allgemeinheit anzubieten.
											Dabei ist etwas Interessantes passiert.
											Ich bemerkte, dass viele Leute 
unterschiedlichster Herkunft
											die Workshops besuchten.
											Besonders Frauen und Minderheiten
											waren viel stärker vertreten, 
als ich erwartet hatte.
											Das würde man in einem herkömmlichen
technischen Workshop nicht erwarten.
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
