en,pt,es,fr,title,speaker,duration,tags
"
											Let's look at an example.
											You have a gun.
											There's a crisis going on:
											rioting, violence, people running around.
											A stranger is running at you
in an agitated state —
											you can't quite tell if the expression
is frightened, threatening, angry —
											holding something
that kind of looks like a handgun.
											You're not sure.
											The stranger comes running at you
											and you pull the trigger.
											And it turns out
that thing in this person's hand
											was a cell phone.
									","
											Vamos ver um exemplo.
											Temos uma arma.
											Há uma crise a acontecer:
											tumultos, violência, pessoas
a correr por todo o lado.
											Um estranho corre contra nós,
num estado agitado,
											— não conseguimos distinguir
se a expressão dele
											demonstra pânico, ameaça ou raiva —
											segurando algo
que parece ser uma pistola.
											Não temos a certeza.
											O estranho corre para nós
											e nós apertamos o gatilho.
											Acontece que o que essa pessoa
tinha na mão
											era um telemóvel.
									","
											Veamos un ejemplo.
											Uno tiene una pistola.
											Hay una crisis:
											tumultos, violencia, gente corriendo.
											Un extraño está corriendo hacia ti
y en un estado agitado
											no puedes ver si la expresión 
es de miedo, amenazadora, furiosa,
											pero tiene algo en la mano
que parece una pistola.
											No estás seguro.
											El extraño viene corriendo hacia ti
											y tú aprietas el gatillo.
											Y resulta que la cosa
en la mano de la persona
											era un celular.
									","
											Prenons un exemple.
											Vous avez un fusil.
											Il y a une crise :
											émeutes, violence,
les gens courent partout.
											Un inconnu court vers vous.
Il est visiblement très agité.
											Impossible de lire son expression.
											Est-ce de la peur,
de la menace, de la colère ?
											Il tient en main un objet
qui ressemble à une arme de poing.
											Mais vous n'êtes pas certain.
											L'inconnu court vers vous,
											et vous tirez.
											Cependant, la chose
dans les mains de cet inconnu,
											c'était un téléphone portable.
									",The biology of our best and worst selves,Robert Sapolsky,15:51,"biology,brain,life,genetics,mind,motivation,personality,nature,physiology,neuroscience,society,science,war,violence"
"
","
","
","
",The biology of our best and worst selves,Robert Sapolsky,15:51,"biology,brain,life,genetics,mind,motivation,personality,nature,physiology,neuroscience,society,science,war,violence"
"
											So we asked this biological question:
											what was going on
that caused this behavior?
											What caused this behavior?
											And this is a multitude of questions.
									","
											Por isso, fazemos
esta pergunta biológica:
											O que estava a acontecer
que causou este comportamento?
											O que é que causou este comportamento?
											Isto é uma multitude de perguntas.
									","
											Así que planteamos
esta pregunta biológica:
											¿qué pasó para causar esta acción?
											¿que causó el comportamiento?
											Y esto es una multitud de preguntas.
									","
											La question biologique est la suivante :
											qu'est-ce qui a provoqué ce comportement ?
											Quelle est la cause de ce comportement ?
											En fait, il s'agit
d'une multitude de questions.
									",The biology of our best and worst selves,Robert Sapolsky,15:51,"biology,brain,life,genetics,mind,motivation,personality,nature,physiology,neuroscience,society,science,war,violence"
"
","
","
","
",The biology of our best and worst selves,Robert Sapolsky,15:51,"biology,brain,life,genetics,mind,motivation,personality,nature,physiology,neuroscience,society,science,war,violence"
"
											We start.
											What was going on in your brain
one second before you pulled that trigger?
											And this brings us into the realm
of a brain region called the amygdala.
											The amygdala, which is
central to violence, central to fear,
											initiates volleys of cascades
											that produce pulling of a trigger.
											What was the level of activity
in your amygdala one second before?
									","
											Vamos começar.
											O que estava a acontecer no cérebro 
um segundo antes de apertarmos o gatilho?
											Isso leva-nos para o reino
da região do cérebro chamada amígdala.
											A amígdala, fundamental para a violência,
fundamental para o medo,
											inicia uma série em cascata
											que produz o aperto do gatilho.
											Qual era o nível de atividade 
na amígdala um segundo antes?
									","
											Empezamos.
											¿Qué pasaba en tu cerebro
											un segundo antes de apretar el gatillo?
											Y esto nos lleva a 
una región cerebral llamada amígdala.
											La amígdala, que es 
central en la violencia,
											central en el miedo,
inicia descargas en cascada
											que tienen como consecuencia 
apretar el gatillo.
									","
											La première.
											Que se passait-il dans votre cerveau
une seconde avant de tirer ?
											Ceci nous emmène dans une région
du cerveau appelée l'amygdale.
											L'amygdale, qui a un rôle central
dans la violence ou la peur,
											initie des vagues de cascades
											qui mènent à appuyer sur la gâchette.
											Quel était le niveau d'activité
de l'amygdale une seconde avant ça ?
									",The biology of our best and worst selves,Robert Sapolsky,15:51,"biology,brain,life,genetics,mind,motivation,personality,nature,physiology,neuroscience,society,science,war,violence"
"
","
","
","
",The biology of our best and worst selves,Robert Sapolsky,15:51,"biology,brain,life,genetics,mind,motivation,personality,nature,physiology,neuroscience,society,science,war,violence"
"
											But to understand that,
we have to step back a little bit.
											What was going on in the environment
seconds to minutes before
											that impacted the amygdala?
											Now, obviously, the sights,
the sounds of the rioting,
											that was pertinent.
											But in addition,
											you're more likely to mistake
a cell phone for a handgun
											if that stranger was male
											and large and of a different race.
											Furthermore, if you're in pain,
											if you're hungry, if you're exhausted,
											your frontal cortex
is not going to work as well,
											part of the brain whose job it is
to get to the amygdala in time
											saying, ""Are you really sure
that's a gun there?""
									","
											Mas para compreendermos isso, 
temos que recuar um bocado.
											O que estava a acontecer no ambiente
segundos ou minutos antes,
											que teve impacto na amígdala?
											Obviamente, a visão,
os sons do tumulto,
											eram pertinentes.
											Mas, para além disso,
											tendemos a confundir 
um telemóvel com uma pistola,
											se o estranho for um homem,
											for grande e de uma etnia diferente.
											Para além disso, se estamos a sofrer,
											se estamos com fome,
se estamos exaustos,
											o córtex frontal 
também não funcionará bem,
											a parte do cérebro que tem a função
de comunicar à amígdala a tempo de dizer:
											""Tens a certeza que aquilo é uma pistola?""
									","
											¿Cuál era el nivel de actividad
en tu amígdala un segundo antes?
											Pero para comprender esto
tenemos que retroceder un poquito.
											¿Qué pasaba en el ambiente
segundos minutos antes
											de impactar en la amígdala?
											Ahora, obviamente, las escenas,
los sonidos de tumultuo,
											eso fue pertinente.
											Pero encima,
											es más posible que confundas
un celular con una pistola
											si el desconocido es hombre,
											voluminoso y de otra raza.
											Aún más, si tienes dolores,
											si estás con hambre, 
si estás agotado,
											tu córtex frontal
no va a funcionar tan bien,
											la parte del cerebro que tiene
que llegar a la amígdala a tiempo
											para preguntar: 
""¿Estás seguro de que es una pistola?
									","
											Pour comprendre, il convient néanmoins
de remonter en arrière.
											Que se passait-il dans l'environnement
quelques secondes, voire minutes,
											qui a pu affecter l'amygdale ?
											Naturellement, la vision
et le bruit de l'émeute
											sont pertinents.
											Mais en plus,
											on a plus facilement tendance à confondre
un téléphone et une arme de poing
											si l'étranger est un homme,
											fort et de couleur différente.
											En plus, pour peu que nous ayons mal,
											ou faim, ou que nous soyons fatigué,
											notre cortex frontal
ne fonctionne plus aussi bien.
											C'est la région du cerveau qui est censée
communiquer avec l'amygdale à temps
											et lui demander :
« T'es certain que c'est une arme ? »
									",The biology of our best and worst selves,Robert Sapolsky,15:51,"biology,brain,life,genetics,mind,motivation,personality,nature,physiology,neuroscience,society,science,war,violence"
"
","
","
","
",The biology of our best and worst selves,Robert Sapolsky,15:51,"biology,brain,life,genetics,mind,motivation,personality,nature,physiology,neuroscience,society,science,war,violence"
"
											But we need to step further back.
											Now we have to look
at hours to days before,
											and with this, we have entered
the realm of hormones.
											For example, testosterone,
											where regardless of your sex,
											if you have elevated
testosterone levels in your blood,
											you're more likely to think
a face with a neutral expression
											is instead looking threatening.
											Elevated testosterone levels,
elevated levels of stress hormones,
											and your amygdala
is going to be more active
											and your frontal cortex
will be more sluggish.
									","
											Mas temos que recuar ainda mais.
											Agora temos que olhar
para horas ou dias antes,
											e, com isso, entramos 
no reino das hormonas.
											Por exemplo, a testosterona
											que, independentemente do sexo,
											se houver elevados níveis
de testosterona no sangue,
											tendemos a pensar que um rosto
com uma expressão neutra
											tem um ar ameaçador.
											Elevados níveis de testosterona,
elevados níveis de hormonas de ""stress"",
											e a amígdala estará mais ativa,
											o córtex frontal estará mais lento.
									","
											Pero debemos retroceder un paso.
											Ahora tenemos que examinar
las horas o días anteriores,
											y así, llegamos al ámbito de las hormonas.
											Por ejemplo, la testosterona,
											donde sin importar tu sexo,
											si tus niveles de testosterona 
en la sangre son elevados,
											es más probable pensar 
que una cara con expresión neutra
											parece amenazadora.
											Niveles altos de testosterona,
niveles altos de hormonas del estrés,
											causan que tu amígdala esté más activa
											y que tu córtex frontal sea más lento.
									","
											Revenons encore en arrière.
											de quelques heures à plusieurs jours
avant l'événement.
											Nous entrons dans le domaine des hormones.
											Par exemple, la testostérone.
											Peu importe notre sexe,
											avec des taux élevés
de testostérone dans le sang,
											on a davantage propension à interpréter
une expression neutre sur un visage
											comme étant menaçante.
											Des taux élevés de testostérone
et des hormones du stress
											vont rendre votre amygdale plus active
											et ralentir votre cortex frontal.
									",The biology of our best and worst selves,Robert Sapolsky,15:51,"biology,brain,life,genetics,mind,motivation,personality,nature,physiology,neuroscience,society,science,war,violence"
"
","
","
","
",The biology of our best and worst selves,Robert Sapolsky,15:51,"biology,brain,life,genetics,mind,motivation,personality,nature,physiology,neuroscience,society,science,war,violence"
"
											Pushing back further,
weeks to months before,
											where's the relevance there?
											This is the realm of neural plasticity,
											the fact that your brain
can change in response to experience,
											and if your previous months
have been filled with stress and trauma,
											your amygdala will have enlarged.
											The neurons will have become
more excitable,
											your frontal cortex would have atrophied,
											all relevant to what happens
in that one second.
									","
											Recuar ainda mais, 
semanas ou meses antes,
											onde está a relevância aí?
											Este é o reino da plasticidade neuronal,
											o facto de que o cérebro consegue mudar
em resposta à experiência.
											Se os meses anteriores foram
preenchidos de ""stress"" e de traumas,
											a amígdala terá aumentado.
											Os neurónios terão ficado mais excitáveis,
											o córtex frontal ter-se-á atrofiado,
											tudo isso é relevante para o que 
acontece naquele segundo.
									","
											Retrocediendo aún más,
semanas y meses atrás,
											¿cuál es la relación aquí?
											Se trata del ámbito de 
la plasticidad cerebral,
											el hecho de que el cerebro puede
cambiar como resultado de experiencias
											y si los meses pasados han estado
llenos de estrés y traumas,
											tu amígdala se ha agrandado.
											Las neuronas están más irritables,
											mientras que tu córtex frontal 
se ha atrofiado.
											Todo es significativo para
lo que pasa en ese segundo.
									","
											Allons plus loin encore,
des semaines ou des mois plus tôt.
											Est-ce vraiment pertinent ?
											On est dans le domaine
de la neuroplasticité,
											c'est-à-dire le fait que notre cerveau
peut changer en réaction à l'expérience.
											Si les mois qui précèdent ont été
stressants et traumatisants,
											notre amygdale aura grossi.
											Les neurones seront devenus
plus aisément excitables.
											Le cortex frontal se sera atrophié.
											Tout cela est lié à ce qu'il se passe
une seconde avant de tirer.
									",The biology of our best and worst selves,Robert Sapolsky,15:51,"biology,brain,life,genetics,mind,motivation,personality,nature,physiology,neuroscience,society,science,war,violence"
"
","
","
","
",The biology of our best and worst selves,Robert Sapolsky,15:51,"biology,brain,life,genetics,mind,motivation,personality,nature,physiology,neuroscience,society,science,war,violence"
