es,tr,en,fr,de,pt,title,speaker,duration,tags
"
","
","
","
","
","
",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
"
											Bueno,
											""¿Y qué pasa con la investigación?""
											os preguntaréis.
											""Está toda en inglés"".
											Los libros están en inglés,
											las revistas científicas también...
											pero eso es una profecía autocumplida.
											Cumple los requisitos lingüísticos
											y se perpetúa.
											¿Qué ha pasado con la traducción?
											En el Renacimiento islámico
											se traducía muchísimo.
											Traducían del latín y el griego
											al árabe y al farsi,
											y de esas
											a las lenguas germánicas
											y romances de Europa.
											Y así iluminaron la Edad Media europea.
											No me entendáis mal:
											profesores de inglés,
											no estoy en contra de lo que enseñáis.
											Me encanta que tengamos una lengua mundial.
											Hoy la necesitamos más que nunca.
											Pero no debe ser
											un obstáculo.
											¿De verdad queremos quedarnos con 600 lenguas
											y que la principal sea el inglés o el chino?
											Necesitamos mucho más. ¿Dónde poner los límites?
											Nuestro sistema
											equipara inteligencia
											con saber inglés,
											algo completamente arbitrario.
									","
											Tamam.
											''Ama,'' Dediğinizi duyar gibiyim,
											''Araştırmadan ne haber?
											Hepsi İngilizce.''
											Kitaplar İngilizce,
											makaleler İngilizce yapılıyor,
											ama bu kendi kendini tatmin eden bir kehanet.
											İngilizce gerekliliğini besliyor.
											Ve bu şekilde gidiyor.
											Size soruyorum, çeviriye ne oldu?
											İslamik altın çağı düşünüyorsanız,
											o zaman bir sürü çeviri vardı.
											Latince ve Yunancadan çeviri yaptılar,
											Arapçaya, Farsçaya,
											ve sonra avrupanın Germen
											dillerine ve Romen dillerine
											çevrildi.
											Ve sonra ışık avrupanın karanlık çağları üzerine doğdu.
											Beni yanlış anlamayın;
											İngilizce öğretmenin karşısında değilim,
											hepiniz ingilizce öğretmenlerisiniz.
											Küresel bir dile sahip olmamızı seviyorum.
											Her zaman olduğundan daha çok ihtiyacımız var.
											Ama bunu bir bariyer
											olarak kullanmaya karşıyım.
											Gerçekten ana dil olarak ingilizce ya da Çince'nin
											olduğu 600 tane dil istiyor muyuz?
											Bundan daha fazlasına ihtiyacımız var.Çizgiyi nereye çekeceğiz?
											Bu sistem zekayı ve
											İngilizce bilgisini ki
											biraz keyfi—
											bir araya getiriyor.
									","
											Okay.
											""But,"" I hear you say,
											""what about the research?
											It's all in English.""
											So the books are in English,
											the journals are done in English,
											but that is a self-fulfilling prophecy.
											It feeds the English requirement.
											And so it goes on.
											I ask you, what happened to translation?
											If you think about the Islamic Golden Age,
											there was lots of translation then.
											They translated from Latin and Greek
											into Arabic, into Persian,
											and then it was translated on
											into the Germanic languages of Europe
											and the Romance languages.
											And so light shone upon the Dark Ages of Europe.
											Now don't get me wrong;
											I am not against teaching English,
											all you English teachers out there.
											I love it that we have a global language.
											We need one today more than ever.
											But I am against using it
											as a barrier.
											Do we really want to end up with 600 languages
											and the main one being English, or Chinese?
											We need more than that. Where do we draw the line?
											This system
											equates intelligence
											with a knowledge of English,
											which is quite arbitrary.
									","
											Bon.
											""Mais"", je vous entends dire,
											""et la recherche?
											Elle se fait tout en anglais.""
											Donc les livres sont en anglais,
											les revues sont faites en anglais,
											mais c'est une prophétie qui s'auto-accomplit.
											Elle nourrit les impératifs anglais.
											Et ainsi de suite.
											Je vous demande, qu'est-il arrivé à la traduction?
											Si vous pensez à l'âge d'or de l'islam,
											il y avait beaucoup de traductions à l'époque.
											Ils traduisaient du latin et du grec
											en arabe, en farsi,
											et puis on traduisait
											dans les langues germaniques d'Europe
											et dans les langues romanes.
											Et la lumière brillait donc sur l'âge des ténèbres d'Europe.
											Ne me faites pas dire ce que je n'ai pas dit ;
											je n'ai rien contre l'enseignement de l'anglais,
											vous tous, enseignants d'anglais,
											j'adore le fait que nous ayons une langue mondiale.
											Il nous en faut une aujourd'hui plus que jamais.
											Mais je suis contre le fait de l'employer
											comme une barrière.
											Voulons-nous vraiment finir avec 600 langues
											et la principale serait l'anglais ou le chinois?
											Il nous faut plus que ça. Où mettons-nous la limite?
											Ce système
											fait rimer intelligence
											acvec une connaissance de l'anglais
											qui est tout à fait arbitraire.
									","
											Okay.
											""Aber"", höre ich Sie sagen,
											""was ist mit der Forschung?
											Es geschieht alles in Englisch.""
											Die Bücher sind Englisch,
											die Publikationen werden in Englisch gemacht,
											aber das ist eine sich selbst erfüllende Prophezeihung.
											Sie befördert die Englisch-Anforderungen.
											Und so geht es immer weiter.
											Ich frage Sie, was ist mit dem Übersetzen passiert?
											Denken Sie an das Islamische Goldene Zeitalter,
											da gab es eine Menge Übersetzung.
											Sie übersetzten aus dem Lateinischen und Griechischen
											ins Arabische, ins Persische
											und dann wurde es in die
											germanischen und romanischen Sprachen
											von Europa übersetzt.
											Und so strahlte Licht in die dunklen Zeitalter von Europa.
											Verstehen Sie mich nicht falsch;
											ich bin nicht dagegen, Englisch zu unterrichten,
											all ihr Englischlehrer da draussen.
											Ich liebe den Gedanken, eine Weltsprache zu haben.
											Wir brauchen sie heute mehr als je zuvor.
											Aber ich bin dagegen,
											sie als Hürde zu verwenden.
											Wollen wir wirklich mit 600 Sprachen enden,
											von denen die hauptsächliche Englisch oder Chinesisch ist?
											Wir brauchen mehr als das. Wo ziehen wir die Trennlinie?
											Dieses System
											setzt Intelligenz
											mit Englischkenntnissen gleich,
											was ein sehr beliebiger Maßstab ist.
									","
											""Mas"", ouço-vos a dizer,
											""e em relação à investigação?
											""É tudo em Inglês.""
											Os livros estão em inglês
											as revistas científicas
são escritas em inglês,
											mas isso é uma profecia
que se autorrealiza.
											Isso alimenta
estes requisitos linguísticos.
											E assim se perpetua.
											Eu pergunto-vos,
o que aconteceu com a tradução?
											Se vocês pensarem
na Idade de Ouro Islâmica,
											faziam-se muitas traduções.
											Eles traduziam do latim e do grego
											para árabe, para persa
											e daí traduziam
											para as línguas germânicas da Europa
											e as línguas românicas.
											E assim a luz brilhou
sobre a Idade das Trevas da Europa.
											Não me interpretem mal
											A todos os professores de inglês por aí,
											eu não sou contra ensinar Inglês.
											Eu adoro que exista uma língua universal.
											Precisamos dela agora mais do que nunca
											Mas sou contra usá-la como uma barreira.
											Queremos realmente ter apenas 600 idiomas
											e ter como principal o inglês ou o chinês?
											Precisamos de mais do que isso.
Onde traçamos a linha?
											Este sistema iguala a inteligência
											a conhecimento de inglês,
											o que é algo muito arbitrário.
									",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
"
","
","
","
","
","
",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
"
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Aplausos)
									",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
"
","
","
","
","
","
",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
"
											Me gustaría recordarles
											que los gigantes en los que se apoya
											la intelectualidad actual para avanzar
											no tenían que pasar un examen,
											ni siquiera tenían que saber inglés.
											Un claro ejemplo: Einstein.
											De hecho, recibía clases de refuerzo en el colegio
											porque era disléxico.
											Afortunadamente para el mundo,
											no tuvo que aprobar un examen de inglés,
											porque el TOEFL, el examen de inglés
											estadounidense,
											no existía antes de 1964.
											Ahora se han disparado
											y hay cientos de exámenes de inglés.
											Millones y millones de estudiantes
											se examinan todos los años.
											Podríamos pensar que
											la matrícula no es demasiado cara,
											pero es prohibitiva
											para millones de personas pobres.
											Los estamos rechazando de entrada.
									","
											Ve size hatırlatmak istiyorum
											bugünün aydınlarının omuzlarının
											üzerinde durduğu devler
											İngilizce'ye sahip değildi,
											Bir İngilizce sınavını geçmek zorunda değillerdi.
											Örnek olarak, Einstein.
											Bu arada kendisi okulda iken tedavi edilmesi gereken biri olarak
											görüldü, çünkü kendisi disleksikti.
											Ama dünya çok şanslı ki,
											İngilizce sınavını geçmek zorunda değildi.
											Çünkü 1964e kadar TOEFL'a
											başlamadılar,
											Amerikan İngilizce testi.
											Şimdi ise bir patlama hakim.
											İngilizce birçok test var.
											Ve bu testlere giren milyonlarca
											öğrenci var.
											Aslında düşünebilirsiniz, ben de aynı zamanda,
											bu ücretler çok kötü değil, idare eder şekildeler,
											ama fakir olan milyonlarca
											insan için fahiştir.
											Yani sonuç olarak, onları kabul etmiyoruz.
									","
											And I want to remind you
											that the giants upon whose shoulders
											today's intelligentsia stand
											did not have to have English,
											they didn't have to pass an English test.
											Case in point, Einstein.
											He, by the way, was considered remedial at school
											because he was, in fact, dyslexic.
											But fortunately for the world,
											he did not have to pass an English test.
											Because they didn't start until 1964
											with TOEFL,
											the American test of English.
											Now it's exploded.
											There are lots and lots of tests of English.
											And millions and millions of students
											take these tests every year.
											Now you might think, you and me,
											""Those fees aren't bad, they're okay,""
											but they are prohibitive
											to so many millions of poor people.
											So immediately, we're rejecting them.
									","
											Je veux vous rappeler
											que les géants sur les épaules desquels
											l'intelligentsia d'aujourd'hui se tient,
											n'avaient pas besoin de parler anglais,
											il n'avaient pas à passer un examen d'anglais.
											Un exemple typique, Einstein.
											On considérait, d'ailleurs, qu'il avait besoin de cours de rattrapage
											parce qu'en fait il était dyslexique.
											Mais heureusement pour le monde,
											il n'avait pas à passer un examen d'anglais.
											Parce que le TOEFL
											l'examen américain d'anglais,
											n'a été mis en place qu'en 1964,
											Maintenant ça a explosé.
											il y a des tas et des tas d'examens d'anglais.
											Des millions et des millions d'étudiants
											passent des examens chaque année.
											Maintenant on pourrait penser, vous et moi
											ces frais d'inscription ne sont pas si mal, ça peut aller,
											mais ils sont prohibitifs
											pour tant de millions de gens pauvres.
											Donc immédiatement, nous les rejetons.
									","
											Ich will Sie daran erinnern,
											dass die Giganten, auf deren Schultern
											die heutigen Gebildeten stehen
											die englische Sprache nicht brauchten,
											sie mussten keinen Englischtest bestehen.
											Typisches Beispiel, Einstein.
											Er wurde übrigens in der Schule als förderungsbedürftig eingestuft,
											denn tatsächlich war er Legastheniker.
											Aber zum Glück für die Welt
											musste er keinen Englischtest bestehen.
											Denn damit fing man erst 1964 an,
											mit TOEFL zum Beispiel,
											dem Amerikanischen Englischtest.
											Das ist inzwischen explodiert.
											Es gibt Unmengen von Tests in Englisch.
											Und Abermillionen von Studenten
											machen diese Tests jedes Jahr.
											Sie und ich, wir können jetzt sagen,
											diese Gebühren seien nicht schlimm, das sei okay.
											Aber sie sind untragbar
											für Millionen armer Leute.
											Also lehnen wir sie von vorneherein ab.
									","
											E eu quero recordar-vos
											que os gigantes em cujos ombros
											a comunidade cientifica atual se apoia,
											não tinham que usar o inglês,
											não tiveram que passar
num teste de inglês.
											Um exemplo, Einstein.
											Ele, que foi considerado um aluno
com dificuldades na escola
											porque era disléxico.
											Mas felizmente para o mundo,
											ele não teve de passar
num teste de inglês.
											Porque eles só começaram em 1964
											com o TOEFL,
											o teste americano de inglês.
											Hoje isso aumentou exponencialmente.
											Há imensos testes de inglês
											E milhões e milhões de estudantes
											fazem estes testes todos os anos.
											Ora, vocês podem pensar, todos nós,
											que estes preços não são maus,
são razoáveis,
											mas eles são proibitivos
para milhões de pessoas pobres.
											Consequentemente,
nós estamos a rejeitá-los.
									",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
"
","
","
","
","
","
",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
"
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Aplausos)
									",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
"
","
","
","
","
","
",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
"
											Eso me recuerda un titular reciente:
											""La educación: la gran brecha"".
											Ahora lo entiendo,
											entiendo por qué a tantos les interesa el inglés.
											Quieren darle a sus hijos la mejor preparación,
											y para eso necesitan una educación occidental.
											Porque, por supuesto, los mejores
											trabajos son para aquellos que estudian
											en universidades occidentales.
											Es un círculo vicioso.
									","
											Geçenlerde gördüğüm bir manşet aklıma geldi:
											''Eğitim: Büyük ayrım.''
											Şimdi anlıyorum,
											İnsanlar neden ingilizce üzerinde odaklanmalılar anlıyorum.
											Çocuklarına hayatta en iyi şansı vermek istiyorlar.
											Ve bunu yapmak için, batı eğitimine ihtiyaçları var.
											Çünkü, tabi ki, en iyi işler
											batı üniversitelerinden mezun olanlara gidiyor,
											daha öncede belirttiğim gibi.
											Bu döngüsel bir olay.
									","
											It brings to mind a headline I saw recently:
											""Education: The Great Divide.""
											Now I get it,
											I understand why people would want to focus on English.
											They want to give their children the best chance in life.
											And to do that, they need a Western education.
											Because, of course, the best jobs
											go to people out of the Western Universities,
											that I put on earlier.
											It's a circular thing.
									","
											Cela me fait penser à un gros titre que j'ai vu récemment :
											""Education : la fracture.""
											Je comprends maintenant,
											je comprends pourquoi les gens se concentrent sur l'anglais.
											Ils veulent donner à leurs enfants la meilleure chance dans la vie.
											Pour ce faire, il leur faut une éducation occidentale.
											Parce que, bien sûr, les meilleurs emplois
											vont aux gens qui sortent des universités occidentales,
											dont j'ai parlé tout à l'heure.
											C'est un cercle vicieux.
									","
											Das erinnert mich an eine Schlagzeile, die ich kürzlich sah:
											""Bildung: Die große Kluft.""
											Jetzt verstehe ich es,
											ich begreife, warum die Leute sich auf Englisch konzentrieren.
											Sie wollen ihren Kindern im Leben die besten Chancen geben.
											Und dazu brauchen sie eine westliche Ausbildung.
											Denn natürlich gehen die besten Jobs
											an die Leute aus den westlichen Universitäten,
											von denen ich zuvor sprach.
											Es ist ein Kreislauf.
									","
											Isto recorda-me uma notícia
que vi recentemente:
											""Educação: a grande divisão.""
											Agora eu percebo,
											eu compreendo porque as pessoas
dão tanta importância ao inglês.
											Elas querem dar aos seus filhos
a melhor oportunidade possível.
											E para isso, elas precisam
duma educação ocidental.
											Porque, claro, os melhores empregos
											vão para as pessoas que estudaram
nas universidades ocidentais,
											de que falei anteriormente.
											É um círculo vicioso.
									",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
"
","
","
","
","
","
",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
"
											Bien,
											déjenme contarles una historia sobre
											dos científicos ingleses.
											Estaban llevando a cabo
											un experimento genético sobre
											los miembros anteriores y posteriores de animales,
											pero no conseguían los resultados deseados.
											No sabían qué hacer,
											hasta que llegó un científico alemán
											que se dio cuenta de que utilizaban dos palabras diferentes,
											miembro posterior y anterior,
											mientras que la genética no los distingue,
											al igual que el alemán.
											¡Bingo!
											Problema resuelto.
											Si no puedes elaborar un pensamiento,
											estás bloqueado.
											Pero si otra lengua puede hacerlo,
											entonces, así, cooperando,
											podemos aprender y conseguir mucho más.
									","
											Tamam.
											İki bilimadamı ile ilgili hikayeyi anlatayım size.
											iki İngiliz bilimadamı.
											Genetik, hayvanların ön ayakları
											ve arka ayakları ile ilgili
											bir deney yapıyorlardı.
											Ama istedikleri sonuçları alamıyorlardı.
											Gerçekten ne yapacaklarını bilemiyorlardı,
											ön ayak ve arka ayak ile ilgili
											iki kelime kullandıklarını anlayan bir
											Alman bilimadamı gelene kadar,
											genetikte bu ayrım yoktu,
											Almancada da yoktu.
											Yani,
											problem çözüldü.
											Eğer birşeyi düşünemezseniz,
											takılıp kalırsınız.
											Ama başka bir dil o düşünceyi düşünebilirse,
											o zaman, birlikte çalışarak,
											çok daha fazlasını öğrenip başarabiliriz.
									","
											Okay.
											Let me tell you a story about two scientists,
											two English scientists.
											They were doing an experiment
											to do with genetics
											and the forelimbs and the hind limbs of animals.
											But they couldn't get the results they wanted.
											They really didn't know what to do,
											until along came a German scientist
											who realized that they were using two words
											for forelimb and hind limb,
											whereas genetics does not differentiate
											and neither does German.
											So bingo,
											problem solved.
											If you can't think a thought,
											you are stuck.
											But if another language can think that thought,
											then, by cooperating,
											we can achieve and learn so much more.
									","
											Bon.
											Permettez-moi de vous raconter l'histoire de deux scientifiques,
											deux scientifiques anglais.
											Ils faisaient une expérience
											en rapport avec la génétique
											et les pattes avant et les pattes arrières des animaux.
											Mais ils ne pouvaient pas obtenir les résultats qu'ils voulaient.
											Ils ne savaient vraiment pas quoi faire,
											jusqu'à ce qu'un scientifique allemand arrive
											et se rende compte qu'ils employaient deux mots
											pour les pattes avant et les pattes arrières,
											alors que la génétique ne fait pas de différence
											et l'allemand non plus.
											Donc, en plein dans le mille,
											le problème a été résolu.
											Si vous ne pouvez pas concevoir une pensée,
											vous êtes coincé.
											Mais si une autre langue peut concevoir cette pensée,
											alors en coopérant,
											nous pouvons aboutir et apprendre tellement plus.
									","
											Okay.
											Lassen Sie mich Ihnen eine Geschichte erzählen
											über zwei englische Wissenschaftler.
											Sie führten ein Expermient durch,
											das mit Genetik zu tun hatte
											und den vorderen und hinteren Gliedmaßen von Tieren.
											Aber sie bekamen nicht die Resultate, die sie wollten.
											Sie wussten wirklich nicht, was sie machen sollten
											bis sie einen deutschen Wissenschaftler trafen,
											der feststellte, dass sie für die vorderen und hinteren Gliedmassen
											zwei unterschiedliche Wörter verwendeten,
											während die Genetik diese nicht differenzierte,
											ebenso wie die deutsche Sprache.
											Bingo,
											das Problem war gelöst.
											Wenn man einen Gedanken nicht denken kann,
											steckt man fest.
											Aber wenn eine andere Sprache den Gedanken denken kann,
											dann können wir durch Zusammenareit
											viel mehr erreichen und lernen.
									","
											Vou contar-vos a história
de dois cientistas,
											dois cientistas ingleses.
											Eles estavam a fazer uma experiência
na área da genética
											relacionada com os membros
dianteiros e posteriores dos animais.
											Mas não conseguiam obter os resultados
que procuravam.
											Não sabiam o que fazer,
											até que apareceu um cientista alemão
											que percebeu que eles estavam
a usar duas palavras
											para membros dianteiros e posteriores,
											enquanto a genética
não fazia essa distinção
											e nem o alemão.
											E ""bingo"",
											problema resolvido.
											Se não conseguimos pensar um pensamento,
											ficamos bloqueados.
											Mas se outra língua
consegue pensar nele,
											então, por cooperação,
											podemos alcançar e aprender muito mais.
									",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
"
","
","
","
","
","
",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
"
											Mi hija
											llego a Inglaterra desde Kuwait.
											Había estudiado ciencias y matemáticas en árabe
											en la escuela media.
											Tenía que traducirlo al inglés en su escuela primaria,
											y era la mejor de la clase
											en esas asignaturas;
											lo que nos muestra
											que no reconocemos lo suficiente
											lo que los estudiantes extranjeros
											saben
											en su propia lengua.
											Cuando una lengua muere,
											no sabemos lo que se pierde con ella.
									","
											Benim kızım,
											Kuveyt'ten ingiltere'ye geldi.
											Arapça olarak bilim ve matematik okudu.
											Orta düzeyde bir Arapça okuldu.
											Gramer okulunda İngilizce'ye çevirmek zorundaydı.
											Ve o konularda sınıfında
											en iyisiydi.
											Bu da bize gösteriyor ki
											öğrenciler bize yurtdışından geldiğinde,
											onlara bildikleri hakkında yeteri
											kadar kredi vermiyoruz,
											ve bunu kendi dillerinde biliyorlar.
											Bir dil öldüğü zaman,
											o dille beraber neyi kaybettiğimizi bilmiyoruz.
									","
											My daughter
											came to England from Kuwait.
											She had studied science and mathematics in Arabic.
											It's an Arabic-medium school.
											She had to translate it into English at her grammar school.
											And she was the best in the class
											at those subjects.
											Which tells us
											that when students come to us from abroad,
											we may not be giving them enough credit
											for what they know,
											and they know it in their own language.
											When a language dies,
											we don't know what we lose with that language.
									","
											Ma fille
											est venue en Angleterre depuis le Koweït.
											Elle avait étudié les sciences et les mathématiques en arabe.
											C'est un collège arabe.
											Elle devait traduire d'arabe en anglais dans son lycée.
											Et elle était la meilleure de la classe
											dans ces matières.
											Ce qui nous dit
											que quand les étudiants nous viennent de l’étranger,
											nous ne leur accordons pas assez de crédit
											pour ce qu'ils savent,
											et ils le savent dans leur propre langue.
											Quand une langue meurt,
											nous ne savons pas ce que nous perdons avec cette langue.
									","
											Meine Tochter
											kam aus England nach Kuwait.
											Sie hatte in Arabisch Naturwissenschaften und Mathematik gelernt.
											Sie war an einer arabischen Mittelschule.
											In ihrer Oberschule musste sie es ins Englische übersetzen.
											Sie war die Klassenbeste
											in diesen Fächern.
											Das sagt uns, dass,
											wenn Studenten von anderswo kommen,
											wir sie vielleicht nicht genug schätzen dafür,
											was sie wissen
											und dafür, dass sie es in ihrer eigenen Sprache wissen.
											Wenn eine Sprache stirbt,
											wissen wir nicht, was wir mit dieser Sprache verlieren.
									","
											A minha filha,
											foi do Kuwait para Inglaterra.
											Ela estudou ciência e matemática em árabe,
											numa escola árabe média.
											Na escola, teve de traduzir
o que aprendeu para Inglês.
											E ela era a melhor aluna da turma
nessas disciplinas.
											O que nos diz que,
											quando os estudantes vêm de fora,
											nós podemos não estar a dar
o valor suficiente
											àquilo que eles sabem,
											e que sabem na sua própria língua.
											Quando uma língua morre,
											nós não sabemos o que se perde
com o desaparecimento dessa língua.
									",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
"
","
","
","
","
","
",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
"
											No sé si habrán visto una noticia reciente:
											la CNN le dio su premio a los Héroes
											a un joven pastor keniata.
											No podía estudiar por la noche
											como el resto de los chicos
											porque la linterna de queroseno
											suelta humo y le dañaba los ojos;
											y, de todas formas, nunca tenía suficiente queroseno...
											¿qué representa para ustedes un dólar al día?
											Así que inventó
											una linterna solar que no gasta.
											Y ahora todos lo niños de su aldea
											pueden sacar las mismas notas
											que aquellos que tienen electricidad en casa.
											(Aplausos)
											Cuando recibió el premio,
											hizo una declaración enternecedora:
											""Los jóvenes de África, un continente oscuro,
											pueden
											llenarla de luz"".
											Una idea sencilla
											que puede tener consecuencias de gran alcance.
									","
											Bu — bilmiyorum CNN'de gördünüz mü —
											Genç bir Kenya'lı çobana
											Kahramanlar Ödülü verdiler
											Kendi köyünde geceleri çalışamıyordu
											bütün köy çocukları gibi,
											çünkü kerosen lambası,
											dumana sahipti ve gözlere zarar veriyordu.
											Ve neyse, asla yeterli kerosen olmuyordu,
											çünkü bir dollar size ne alabilir?
											O da ücretsiz bir güneş
											lambası icat etti.
											Ve şimdi köyündeki çocuklar
											evinde elektrik olan diğer çocuklar
											ile aynı notları alıyor.
											(Alkışlar)
											Ödülünü aldığı zaman,
											şu tatlı sözeri söyledi:
											''Çocuklar Afrikayı bugün olduğundan öteye taşıyabilir,
											kara kıtadan,
											aydınlık bir kıtaya.''
											Çok basit bir fikir,
											ama çok daha uzaklara erişebilir.
									","
											This is — I don't know if you saw it on CNN recently —
											they gave the Heroes Award
											to a young Kenyan shepherd boy
											who couldn't study at night in his village,
											like all the village children,
											because the kerosene lamp,
											it had smoke and it damaged his eyes.
											And anyway, there was never enough kerosene,
											because what does a dollar a day buy for you?
											So he invented
											a cost-free solar lamp.
											And now the children in his village
											get the same grades at school
											as the children who have electricity at home.
											(Applause)
											When he received his award,
											he said these lovely words:
											""The children can lead Africa from what it is today,
											a dark continent,
											to a light continent.""
											A simple idea,
											but it could have such far-reaching consequences.
									","
											C'est — je ne sais pas si vous avez vu sur CNN récemment —
											Ils ont donné la Médaille des Héros (Heroes Award)
											à un jeune berger kényan
											qui ne pouvait pas étudier la nuit dans son village
											comme tous les enfants du village,
											parce que la lampe au kérosène,
											dégageait de la fumée et abimait ses yeux.
											De toute façon, il n'y avait jamais assez de kérosène,
											parce que qu'est-ce que vous pouvez avoir pour un dollar par jour?
											Il a donc inventé
											une lampe solaire qui ne coûte rien.
											Maintenant les enfants de son village
											obtiennent les mêmes notes à l'école
											que les enfants qui ont l'électricité chez eux.
											(Applaudissements)
											Quand il a reçu sa récompense,
											il a dit ces mots adorables :
											""Les enfants peuvent transformer l'Afrique d'aujourd'hui,
											un continent sombre,
											en un continent de lumière.""
											Une idée simple,
											mais elle pourrait avoir des conséquences si grandes.
									","
											Das ist – ich weiß nicht, ob Sie das kürzlich auf CNN gesehen haben –
											sie haben den Heroes Award
											einem kenianischen Hirtenjungen verliehen,
											der nachts nicht lernen konnte in seinem Dorf,
											genau wie alle anderen Kinder auch,
											weil die Kerosinlampe
											rauchte und seine Augen schädigte.
											Und überhaupt gab es nie genug Kerosin,
											denn was kann man sich von einem Dollar am Tag schon kaufen?
											Also erfand er
											eine kostenfreie Solarlampe.
											Und jetzt bekommen die Kinder aus seinem Dorf
											dieselben Noten in der Schule
											wie die Kinder, die zu Hause Elektrizität haben.
											(Applaus)
											Als er diesen Preis erhielt,
											sagte er diese wundervollen Worte:
											""Die Kinder können Afrika von dem, was es heute ist,
											einem dunklen Kontinent,
											in einen hellen Kontinenten überführen.""
											Eine einfache Idee,
											aber sie könnte so weitreichende Konsequenzen haben.
									","
											Não sei se vocês viram isto
recentemente na CNN.
											Atribuíram o Heroes Award
											a um jovem pastor queniano
											que não podia estudar
à noite na sua aldeia
											como todas as outras crianças,
											porque o candeeiro a petróleo
											deitava fumo e isso feria-lhe os olhos.
											De qualquer modo,
nunca havia petróleo suficiente,
											porque o que se consegue comprar
com um dólar por dia ?
											Então ele inventou
											um candeeiro solar sem custos associados.
											E agora as crianças da sua aldeia
											têm as mesmas notas na escola
											que as crianças
que têm eletricidade em casa.
											(Aplausos)
											Quando ele recebeu o seu prémio,
											disse estas palavras adoráveis:
											""As crianças podem levar a África
											""daquilo que é hoje, um continente escuro,
											""para um continente de luz"".
											Uma ideia simples,
											mas que pode ter implicações
de tão longo alcance.
									",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
"
","
","
","
","
","
",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
"
											Aquellos que no tienen luz,
											ya sea física o metafórica,
											no pueden aprobar nuestros exámenes,
											y nunca sabremos todo lo que saben.
											No nos quedemos todos, ellos y nosotros,
											en la oscuridad.
											Celebremos la diversidad.
											Cuiden su lengua,
											utilícenla para compartir ideas.
									","
											Işığı olmayan insanlar,
											fiziksel olarak ya da düşünsel olarak,
											sınavlarımızı geçemezler,
											ve ne bildiklerini asla bilemeyiz.
											Onları ve kendimiz karanlıkta
											bırakmayalım.
											Farklılığı kutlayalım.
											Dilinize önem verin.
											Güzel fikirleri yaymak için kullanın.
									","
											People who have no light,
											whether it's physical or metaphorical,
											cannot pass our exams,
											and we can never know what they know.
											Let us not keep them and ourselves
											in the dark.
											Let us celebrate diversity.
											Mind your language.
											Use it to spread great ideas.
									","
											Les gens qui n'ont pas de lumière,
											que ce soit physique ou métaphorique,
											ne peuvent pas réussir nos examens,
											et nous ne saurons jamais ce qu'ils savent.
											Ne les laissons pas dans le noir,
											et n'y restons pas nous-mêmes.
											Célébrons la diversité.
											Faites attention à votre langue.
											Utilisez-la pour propager de grandes idées.
									","
											Menschen, die kein Licht haben
											ob es nun physisch oder metaphorisch sei,
											können unsere Prüfungen nicht bestehen,
											und wir können niemals erfahren, was sie wissen.
											Lassen Sie uns sie und uns selber
											nicht im Dunkeln lassen.
											Lassen Sie uns die Verschiedenheit feiern.
											Kümmern Sie sich um Ihre Sprache.
											Nutzen Sie sie, um großartige Ideen zu verbreiten.
									","
											Pessoas que não têm luz,
											seja física ou metaforicamente,
											não podem passar os nossos exames,
											e nós nunca saberemos
o que é que elas sabem.
											Não os mantenhamos a eles nem a nós
											na escuridão.
											Vamos celebrar a diversidade.
											Cuidem da vossa linguagem.
											Usem-na para transmitir grandes ideias.
									",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
"
","
","
","
","
","
",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
"
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Aplausos)
									",Don't insist on English!,Patricia Ryan,10:35,"TEDx,culture,global issues,language"
