en,fr,de,es,tr,title,speaker,duration,tags
"
","
","
","
","
",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
											Now, before going into some details
of specific solutions,
											you may be wondering
how we came to these calculations.
											Well, first of all,
we collected a lot of data,
											and we used statistical analysis
to create ranges
											that allow us to choose reasonable choices
											for every input used
throughout the models.
											And we chose a conservative approach,
which underlies the entire project.
											All that data is entered in the model,
											ambitiously but plausibly
projected into the future,
											and compared against
what we would have to do anyway.
											The 84 gigatons reduced
from onshore wind turbines, for example,
											results from the electricity
generated from wind farms
											that would otherwise be produced
from coal or gas-fired plants.
											We calculate all the costs
to build and to operate the plants
											and all the emissions generated.
											The same process is used
to compare recycling versus landfilling,
											regenerative versus
industrial agriculture,
											protecting versus
cutting down our forests.
											The results are then integrated
within and across systems
											to avoid double-counting
											and add it up to see
if we actually get to drawdown.
									","
											Avant d'entrer dans les détails
de solutions spécifiques,
											vous vous demandez peut-être
comment nous avons fait ces calculs.
											Pour commencer, nous avons
collecté beaucoup de données
											et avons utilisé une analyse statistique
pour établir des échelles
											nous permettant de faire
des choix raisonnables
											pour chaque donnée d'entrée des modèles.
											Nous avons choisi
une approche conservative,
											qui sous-tend tout le projet.
											Toutes les données
sont entrées dans le modèle,
											estimées pour l'avenir
de façon ambitieuse mais plausible
											et comparées à ce que
nous devrions quand même faire.
											Par exemple, la réduction de 84 gigatonnes
grâce aux éoliennes terrestres
											découle de l'électricité
générée par les parcs éoliens
											qui serait autrement produite
par des centrales à charbon ou au gaz.
											Nous calculons tous les coûts
											de construction
et fonctionnement des centrales
											et toutes les émissions générées.
											Le même processus est utilisé
											pour comparer le recyclage
et l'enfouissement,
											l'agriculture régénératrice
et industrielle,
											la protection et l'abattage de nos forêts.
											Les résultats sont intégrés
dans nos systèmes
											pour éviter toute double comptabilisation
											et additionner le tout pour voir
si nous atteignons le drawdown.
									","
											Bevor wir in die Detail
bestimmter Lösungen gehen,
											vielleicht fragen Sie sich, wie wir
zu diesen Berechnungen kamen.
											Zuerst haben wir viele Daten erhoben,
											und mittels statistischer Analysen
Variationsbreiten erstellt,
											die uns erlauben, angemessene
Entscheidungen zu treffen,
											für jeden Eintrag innerhalb der Modelle.
											Wir wählten einen vorsichtigen Ansatz,
der dem gesamten Projekt zugrunde liegt.
											All die Daten werden
in das Modell eingegeben,
											ambitioniert, aber plausibel
in die Zukunft projiziert
											und mit dem verglichen,
was wir sowieso machen müssten.
											Die 84 Gigatonnen, die wir beispielsweise
durch Onshore-Windräder sparen,
											stammt aus Elektrizität aus Windfarmen,
											die ansonsten durch Kohle- oder
Gaskraftwerke produziert worden wäre.
											Wir berechnen alle Kosten,
um Anlagen zu bauen und zu betreiben,
											und alle enstehenden Emissionen.
											Der gleiche Prozess erfolgt beim Vergleich
von Recycling gegenüber Deponierung,
											regenerativer gegenüber
industrieller Landwirtschaft,
											beim Schutz gegenüber
der Abholzung unserer Wälder.
											Die Ergebnisse werden dann in
und über die Systeme hinweg integriert,
											um Doppelzählung zu vermeiden,
											und aufsummiert, um zu sehen,
ob die Absenkung wirklich erreicht wird.
									","
											Ahora, antes de entrar en algunos
detalles de soluciones específicas,
											puede que se estén preguntando
cómo llegamos a estos cálculos.
											En primer, lugar recopilamos
una gran cantidad de datos
											y utilizamos el análisis
estadístico para crear rangos
											que nos permiten elegir
opciones razonables
											para cada entrada
utilizada en los modelos.
											Y elegimos un enfoque conservador,
que subyace a todo el proyecto.
											Todos los datos se ingresan en el modelo,
											se proyectan de forma ambiciosa
pero plausible hacia el futuro
											y se comparan con lo que tendríamos
que hacer de todos modos.
											Las 84 gigatoneladas reducidos de las
turbinas eólicas terrestres, por ejemplo,
											resultan de la electricidad generada
por las instalaciones eólicas
											que de otra forma se producirían a
partir de plantas de carbón o de gas.
											Calculamos todos los costos 
para construir y operar las plantas
											y todas las emisiones generadas.
											El mismo proceso se usa para comparar
el reciclaje frente al relleno sanitario,
											la agricultura regenerativa
frente a la industrial,
											la protección frente a la
tala de nuestros bosques.
											Luego, los resultados se integran
dentro de los sistemas y entre sí,
											para evitar el doble conteo
											y sumarlos para ver 
si realmente podemos reducirlos.
									","
											Şimdi, belirli çözümlerin 
ayrıntılarına girmeden önce,
											bu hesaplamalara nasıl geldiğimizi 
merak ediyorsunuzdur.
											Öncelikle, çok fazla veri topladık 

											ve veri dizileri oluşturmak için 
istatistiksel analizler kullandık,
											bu da bizim modellemeler boyunca 
yapılan her yüklemede
											makul seçenekleri
tercih edebilmemizi sağladı.
											Bütün projenin temelinde 
ölçülü bir yaklaşımı tercih ettik.
											Bütün bu verilerin modele girişi yapılarak
											azimle ama makul biçimde
geleceğe yansıtıldı
											ve yapmak zorunda olduğumuz
şeyle karşılaştırıldı.
											Kıyıya yakın olan rüzgar tribünlerinden 
84 milyar ton düşüş sağlandı;
											rüzgar çiftliklerinden elektrik üretilmese
											kömür ve gazla üretim yapan
tesisler ile sağlanacaktı.
											Santralleri inşa ederken 
ve işletirken üretilen
											tüm emisyonların 
maliyetlerini hesapladık.
											Aynı süreç geri dönüşüme
karşı çöp sahaları,
											yenileyici tarıma karşı endüstriyel tarım,
											ormanlarımızı korumaya karşı yok etmeyi
kıyaslamak için de kullanıldı.
											Sonuçları, daha sonra bütünleşmiş ve 
karşıt sistemler arasında
											çift sayımı önlemek
											ve düşümün aşağı yönde olup
olmadığını görmek için ekliyoruz.
									",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
","
","
","
","
",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
											OK, let's go into some specific solutions.
											Rooftop solar comes in ranked number 10.
											When we picture rooftop solar in our minds
											we often envision a warehouse in Miami
covered in solar panels.
											But these are solutions that are relevant
in urban and rural settings,
											high and low-income countries,
											and they have cascading benefits.
											This is a family
on a straw island in Lake Titicaca
											receiving their first solar panel.
											Before, kerosene was used
for cooking and lighting,
											kerosene on a straw island.
											So by installing solar, this family
is not only helping to reduce emissions,
											but providing safety
and security for their household.
									","
											Discutons de quelques
solutions spécifiques.
											Les panneaux solaires
sont classés au 10ème rang.
											Quand nous pensons aux panneaux solaires,
											nous envisageons souvent un entrepôt
à Miami couvert de panneaux solaires.
											Mais ces solutions sont pertinentes
dans des environnements urbains et ruraux,
											des pays à revenus faibles et élevés,
											et dont les bénéfices
en entraînent d'autres.
											Voici une famille sur une île
de production de paille du lac Titicaca
											recevant son premier panneau solaire.
											Avant, du kérosène était utilisé
pour la cuisine et l'éclairage,
											du kérosène sur une île de paille.
											En installant un panneau solaire,
cette famille aide à réduire les émissions
											mais garantit aussi la sûreté
et la sécurité de son foyer.
									","
											Okay, jetzt betrachten wir
mal konkrete Lösungen.
											Auf dem 10. Platz stehen Solardächer.
											Wenn wir uns Solardächer vorstellen,
											malen wir uns häufig ein Lagerhaus aus,
das ganz mit Solarpanelen bedeckt ist.
											Aber diese Lösugen sind relevant für
den städtischen und ländlichen Raum,
											Länder mit hohen und niedrigen Einkommen,
											und sie bringen Vorteile mit sich.
											Das ist eine Familie auf
einer Strohinsel auf dem Titicacasee
											wie sie ihr erstes Solarpaneel erhalten.
											Früher wurde Kerosin zum Kochen
und zur Beleuchtung genutzt,
											Kerosin auf einer Strohinsel.
											Durch die Solar-Installation reduziert
diese Familie nicht nur Emissionen,
											sie sorgt auch für
die Sicherheit ihres Haushalts.
									","
											Bueno, vamos a entrar en
algunas soluciones específicas.
											La energía solar en techos
ocupa el puesto número 10.
											Cuando imaginamos la energía
solar de techos en nuestra mente,
											a menudo imaginamos un almacén
en Miami cubierto de paneles solares.
											Pero estas son soluciones relevantes 
en entornos urbanos y rurales,
											países de ingresos altos y bajos
											y tienen beneficios en cascada.
											Esta es una familia en una
isla de paja en el lago Titicaca,
											que recibe su primer panel solar.
											Antes, el queroseno se usaba
para cocinar e iluminar;
											el queroseno en una isla de paja.
											Así que, al instalar energía solar,
											esta familia no sólo está ayudando
a reducir las emisiones,
											sino que también brinda seguridad
y protección a sus hogares.
									","
											Şimdi, bazı belirgin çözümlere bakalım.
											Çatı güneş panelleri onuncu sırada.
											Çatı güneş panellerini aklımızda 
canlandırdığımızda
											gözümüzün önüne Miami'de güneş 
panelleriyle kaplanmış bir depo gelir.
											Ancak bu çözümlerin
kırsal ve kentsel bölgelerde,
											yüksek ve düşük gelirli ülkelerde
											faydaları çok fazladır.
											Titicaca Gölü'nde
saman adasından bir aile
											ilk güneş panellerini alıyor.
											Önceden yemek pişirme 
ve aydınlatma için gaz yağı kullanıyordu,
											samandan bir adada gaz yağı.
											Yani bu aile güneş paneli kurarak
sadece salınım azaltımına yardımcı olmuyor
											aynı zamanda evin emniyet 
ve güvenliğini de sağlıyor.
									",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
","
","
","
","
",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
											And tropical forests tell their own story.
											Protecting currently degraded
land in the tropics
											and allowing natural regeneration to occur
											is the number five solution
to reversing global warming.
											We can think of trees
as giant sticks of carbon.
											This is drawdown in action every year,
											as carbon is removed from
the atmosphere through photosynthesis,
											which converts carbon dioxide to plants'
biomass and soil organic carbon.
									","
											Les forêts tropicales en disent long.
											Protéger les territoires
actuellement dégradés dans les tropiques
											et permettre leur régénération naturelle
											est la cinquième solution pour inverser
le réchauffement climatique.
											Nous pouvons voir les arbres
comme des bâtons de carbone géants.
											C'est le drawdown en action chaque année,
											puisque le carbone est extrait
de l'atmosphère par photosynthèse,
											ce qui convertit le dioxyde de carbone
											en biomasse végétale
et en carbone dans le sol.
									","
											Tropische Regenwälder
erzählen ihre eigene Geschichte.
											Degradiertes Land
in den Tropen zu schützen
											und die natürliche
Regeneration zu erlauben,
											ist die Lösung Nummer 5
zur Umkehr der Erderwärmung.
											Wir sehen Bäume als riesige Kohlestücke.
											Das ist die jährliche Absenkung in Aktion,
											indem Kohlendioxid durch Photosynthese
der Atmosphäre entzogen wird,
											verwandelt es sich in pflanzliche Biomasse
und organisch gebundenes CO2 im Boden.
									","
											Y los bosques tropicales
cuentan su propia historia.
											Proteger la tierra actualmente
degradada en los trópicos
											y permitir que ocurra
la regeneración natural
											es la solución número cinco para
revertir el calentamiento global.
											Podemos pensar en los árboles
como gigantescas varas de carbono.
											Esta es reducción en acción cada año,
											ya que el carbono se elimina de la
atmósfera a través de la fotosíntesis,
											la cual convierte el dióxido de carbono
											en biomasa de las plantas
y carbono orgánico del suelo.
									","
											Tropikal ormanlar da
kendi hikâyelerini anlatıyor.
											Tropikal kuşakta kurak alanları korumak
											ve doğal yenilenmenin 
gerçekleşmesine izin vermek
											küresel ısınmanın tersine çevrilmesinde 
beş numaralı çözümdür.
											Ağaçları dev karbon çubuklar
olarak düşünebiliriz.
											Bu düşüm hareketi her yıl,
											karbonun fotosentezle atmosferden alınarak
											bitki biyokütlesine ve toprağa taşınarak
karbondioksite dönüştürülmesiyle olur.
									",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
","
","
","
","
",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
											And we need to rethink
how we produce our food
											to make it more regenerative.
											There are many ways to do this,
and we researched over 13 of them,
											but these aren't new ways
of producing food.
											They have been practiced
for centuries, for generations.
											But they are increasingly displaced
by modern agriculture,
											which promotes tillage, monocropping
											and the use of synthetic fertilizers
and pesticides which degrade the land
											and turn it into a net emitter
of greenhouse gases.
											Regenerative agriculture,
on the other hand,
											restores soil health and productivity,
											increases yield,
											improves water retention,
											benefits smallholder farmers
and large farming operations alike
											and brings carbon back to the land.
											It's a win-win-win-win-win.
									","
											Nous devons repenser
notre production de nourriture
											pour la rendre plus régénératrice.
											Il y a de nombreuses façons de faire cela
et nous en avons étudié 13,
											qui ne sont pas de nouvelles
méthodes de production.
											Elles ont été pratiquées
durant des siècles, des générations.
											Mais elles sont de plus en plus remplacées
par l'agriculture moderne,
											qui promeut le travail du sol,
la monoculture
											et l'utilisation d'engrais synthétiques
et de pesticides qui dégradent le terrain
											et le transforment en émetteur
de gaz à effet de serre.
											L'agriculture régénératrice,
d'un autre côté,
											restaure la santé
et la productivité du sol,
											augmente le rendement,
											améliore la rétention d'eau,
											profite aux petits exploitants
comme aux grands producteurs
											et retourne le carbone dans le sol.
											C'est gagnant-gagnant-gagnant-
gagnant-gagnant.
									","
											Wir müssen überdenken,
wie wir Nahrung produzieren,
											um es nachhaltiger zu machen.
											Man kann es auf viele Arten tun
und wir haben über 13 davon untersucht,
											aber das ist keine neue Art
der Nahrungsproduktion.
											Sie werden seid Jahrhunderten,
seit Generationen ausgeübt.
											Aber sie werden immer mehr von
moderner Landwirtschaft verdrängt,
											was Ackerbau, Monokultur
											und den Einsatz von synthetischen
Düngern und Pestiziden fördert,
											die Boden zerstören und ihn zum
Nettoemittenten von Treibhausgasen machen.
											Nachhaltige Landwirtschaft dagegen
											stellt die Bodengesundheit
und -produktivität wieder her,
											erhöhen den Ertrag,
											verbessert die Wasseraufnahme,
											nützt Kleinbauern genauso
wie Großbetrieben
											und führt den CO2 wieder dem Boden zu.
											Das ist ein Win-Win-Win-Win-Win.
									","
											Y tenemos que repensar cómo
producimos nuestros alimentos
											para hacerlos más regenerativos.
											Hay muchas maneras de hacer esto,
e investigamos más de 13 de ellas,
											pero estas no son nuevas
formas de producir alimentos.
											Se han practicado durante siglos,
durante generaciones,
											pero cada vez más son desplazadas
por la agricultura moderna
											que promueve la labranza, el monocultivo
											y el uso de fertilizantes sintéticos
y pesticidas que degradan el suelo
											y la convierten en un emisor neto
de gases de efecto invernadero.
											Por otro lado, la agricultura regenerativa
											restaura la salud y
la productividad del suelo,
											aumenta el rendimiento,
											mejora la retención de agua,
											beneficia a los pequeños agricultores
											y las grandes operaciones
agrícolas por igual
											y devuelve el carbono al suelo.
											Es un ganar-ganar-ganar
											ganar-ganar.
									","
											Besinlerimizi nasıl daha yenilikçi
şekilde üreteceğimizi
											yeniden düşünmemiz gerekir.
											Bunun birçok yolu var ve biz 
bunlardan 13 tanesini araştırdık
											fakat bunlar gıda üretiminde
yeni yöntemler değil.
											Yüzyıllar ve nesiller boyunca uygulandılar
											ancak onlar giderek modern
tarım yöntemleriyle yer değiştirdi,
											ki toprağı işleme, tek tip ürün tarımı,
											yapay gübre kullanma ve toprağı zehirleyen
böcek ilaçlamaları yapmak da
											onu sera gazı kaynağına dönüştürüyor.
											Diğer taraftan yenilikçi tarım,
											toprak sağlığını ve verimliliği
geri kazandırır,
											üretimi arttırır,
											su tutuşunu arttırır,
											küçük çiftçilere ve büyük tarım
faaliyetlerine faydaları olduğu gibi
											karbonu da toprağa geri kazandırır.
											Bu bir kazan kazanlar silsilesi.
									",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
","
","
","
","
",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
											(Laughter)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risas)
									","
											(Kahkahalar)
									",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
","
","
","
","
",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
											And it's not just how we produce food,
											but what we consume
											that has a massive impact
on global warming.
									","
											Et ce n'est pas que notre production
											mais ce que nous consommons
											qui a une grande incidence
sur le réchauffement climatique.
									","
											Es geht nicht nur um Nahrungsproduktion,
											sondern darum, was wir konsumieren,
											das einen massiven Einfluss
auf die Klimaerwärmung hat.
									","
											Y no es sólo la forma 
como producimos alimentos,
											sino lo que consumimos
											lo que tiene un impacto masivo
en el calentamiento global.
									","
											Sadece nasıl gıda ürettiğimiz değil,
											ne tükettiğimizin de
											küresel ısınmaya büyük etkisi var.
									",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
","
","
","
","
",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
											A plant-rich diet is not
a vegan or a vegetarian diet,
											though I applaud any
who make those choices.
											It's a healthy diet
in terms of how much we consume,
											and particularly
how much meat is consumed.
											In the richer parts of the world,
											we overconsume.
											However, low-income countries
											show an insufficient
caloric and protein intake.
											That needs rebalancing,
											and it's in the rebalancing
											that a plant-rich diet
becomes the number four solution
											to reversing global warming.
									","
											Riche en plantes, ce n'est pas
végétalien ou végétarien,
											même si je salue ceux qui font ce choix.
											C'est une alimentation saine
en termes de quantités consommées
											et en particulier, en quantité
de viande consommée.
											Dans les parties riches du monde,
											nous surconsommons.
											Cependant, les pays à bas revenus
											affichent un apport insuffisant
de calories et de protéines.
											Il faut rééquilibrer cela
											et c'est dans le rééquilibre
											qu'une alimentation riche en plantes
devient la 4ème solution
											pour inverser le réchauffement climatique.
									","
											Eine pflanzenreiche Diät ist keine
vegane oder vegetarische Diät,
											obwohl ich jedem Respekt zolle
für diese Entscheidung.
											Es ist eine gesunde Diät,
in Bezug darauf, wie viel wir essen,
											insbesondere wie viel Fleisch wir essen.
											In den reicheren Teilen der Welt
											konsumieren wir zu viel.
											Einkommensschwache Länder dagegen
											zeigen eine unzureichende
Kalorien- und Proteinzufuhr.
											Das erfordert eine Neujustierung,
											und bei dieser Neujustierung
											wird eine pflanzenreiche Diät
zur Lösung Nummer 4,
											um den globalen Klimawandel umzukehren.
									","
											Una dieta rica en plantas no es
una dieta vegana o vegetariana,
											aunque aplaudo a cualquiera
que tome esas decisiones.
											Es una dieta saludable en
términos de cuánto consumimos
											y en particular, de cuánta
carne se consume.
											En las partes más ricas del mundo,
											consumimos en exceso.
											Sin embargo, los países de bajos ingresos
											muestran una ingesta insuficiente
de calorías y proteínas.
											Eso requiere un reequilibrio
											y es en el rebalanceo
											que una dieta rica en plantas se
convierte en la solución No. 4
											para revertir el calentamiento global.
									","
											Bitki açısından zengin bir beslenme, 
vegan ya da vejeteryan beslenmesi değildir
											ancak bu seçimleri yapanları alkışlıyorum.
											Sağlıklı bir beslenme düzeni,
ne kadar tükettiğimiz açısından
											ve özellikle ne kadar
et tükettiğimiz ile ilgilidir.
											Dünyanın daha zengin bölgelerinde
											aşırı tüketmekteyiz.
											Ancak düşük gelirli ülkelerde
											eksik kalori ve protein alımı görülüyor.
											Bunun dengelenmesi gerekiyor
											ve bitki açısından zengin 
bir beslenme dengesi
											küresel ısınmanın tersine çevrilmesinde
											dört numaralı çözüm oluyor.
									",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
","
","
","
","
",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
											Moreover, approximately a third
of all food produced is not eaten,
											and wasted food emits an astounding
eight percent of global greenhouse gases.
											We need to look
where across the supply chain
											these losses and wastage occurs.
											In low-income countries,
after food leaves the farm,
											most food is wasted
early in the supply chain
											due to infrastructure
and storage challenges.
											Food is not wasted by consumers
in low-income countries
											which struggle to feed their population.
											In the developed world, instead,
after food leaves the farm,
											most food is wasted
at the end of the supply chain
											by markets and consumers,
											and wasted food ends up in the landfill
											where it emits methane
											as it decomposes.
											This is a consumer choice problem.
											It's not a technology issue.
											Preventing food waste from the beginning
											is the number three solution.
											But here's the interesting thing.
											When we look at the food system as a whole
											and we implement
all the production solutions
											like regenerative agriculture,
											and we adopt a plant-rich diet,
											and we reduce food waste,
											our research shows that we would produce
enough food on current farmland
											to feed the world's growing population
a healthy, nutrient-rich diet
											now until 2050 and beyond.
											That means we don't need
to cut down forests for food production.
											The solutions to reversing global warming
are the same solutions to food insecurity.
									","
											De plus, environ un tiers
de la nourriture produite n'est pas mangée
											et la nourriture gaspillée
émet 8% des gaz à effet de serre.
											Nous devons chercher
où dans la chaîne logistique
											ces pertes et gaspillages se produisent.
											Dans les pays à bas revenus,
après avoir quitté la ferme,
											la nourriture est surtout gaspillée
au début de la chaîne
											du fait des défis liés
à l'infrastructure et au stockage.
											Les consommateurs ne gaspillent pas
dans les pays à bas revenus
											ayant du mal à nourrir leur population.
											Dans le monde développé,
après avoir quitté la ferme,
											la nourriture est gaspillée
à la fin de la chaîne
											par les marchés et consommateurs
											et la nourriture gaspillée
finit à la décharge
											où elle émet du méthane
											en se décomposant.
											C'est un problème
de choix des consommateurs.
											Ce n'est pas un problème
lié à la technologie.
											Éviter tout gaspillage alimentaire
											est la troisième solution.
											Mais voici ce qui est intéressant.
											Quand nous considérons
le système alimentaire entier
											et nous instaurons
toutes les solutions de production,
											comme l'agriculture régénératrice,
											adoptons une alimentation riche en plantes
											et réduisons le gaspillage alimentaire,
											notre recherche montre
											que nous produirions assez de nourriture
sur les terres agricoles actuelles
											pour nourrir sainement, nutritivement
la population mondiale croissante
											jusqu'à 2050 et au-delà.
											Nous n'avons pas besoin d'abattre
des forêts pour produire de la nourriture.
											Les solutions pour inverser
le réchauffement climatique
											sont les mêmes que celles
pour l'insécurité alimentaire.
									","
											Zudem wird etwa ein Drittel der
produzierten Nahrung nicht gegessen,
											und verschwendet Nahrungsmittel macht
8 % des globalen Treibhausgases aus.
											Wir müssen sehen,
wo in der Versorgungskette
											die Verluste und Abfälle entstehen.
											Verlässt die Nahrung
in Niedriglohnländern die Farm,
											wird die meiste Nahrung
frühzeitig in der Lieferkette
											aufgrund der Infrastruktur-
und Lagerprobleme.
											In Niedriglohnländern wird Nahrung
nicht durch Verbraucher verschwendet,
											dort kämpfen sie darum,
ihre Bevölkerung zu ernähren.
											In Industrieländern wird Nahrung
nach dem Verlassen der Farm
											dagegen meist am Ende
der Versorgungskette vergeudet,
											durch Märkte und Verbraucher,
											und vergeudete Nahrungsmittel
landen in der Deponie,
											wo sie bei der Zersetzung
											Methan ausstoßen.
											Die Konsumenten haben das Wahlproblem.
											Es ist keine Technologiefrage.
											Lebensmittelverschwendung
von Beginn an zu vermeiden,
											ist Lösung Nummer 3.
											Aber hier kommt das Interessante.
											Wenn wir das Nahrungssystem
ganzheitlich sehen,
											alle Produktionslösungen umsetzen,
											wie regenerative Landwirtschaft,
											eine pflanzenreiche Diät befolgen
											und Nahrungsverschwendung reduzieren,
											zeigt unsere Forschung, auf heutigen
Agrarflächen produzieren wir genug Nahrung
											für eine gesunden, nahrungsreichen Diät
für die wachsende Weltbevölkerung,
											von jetzt bis 2050 und darüber hinaus.
											Wir müssen also keine Wälder abholzen
zur Nahrungsmittelerzeugung.
											Die Lösungen zur Umkehr des Klimawandels
lösen auch die Ernährungsunsicherheit.
									","
											Además, casi un tercio de los alimentos 
producidos no se consumen
											y los alimentos desperdiciados emiten
											un asombroso 8 % de los gases de
efecto invernadero a nivel mundial.
											Necesitamos ver dónde
se producen estas pérdidas
											y desperdicios en toda
la cadena de suministro.
											En los países de bajos ingresos,
											después de que los alimentos
salen de la granja,
											la mayoría se desperdicia al
comienzo de la cadena de suministro
											por los desafíos de infraestructura
y almacenamiento.
											El alimento no se desperdicia
en países de bajos ingresos
											que sufren para alimentar a su población.
											En cambio, en el mundo desarrollado
											luego de que el alimento sale de la granja
											la mayoría se desperdicia al final
de la cadena de suministro
											por los mercados y consumidores
											y los desperdicios terminan en el relleno
sanitario donde emiten metano
											mientras se descompone.
											Este es un problema de
elección del consumidor.
											No es un problema de tecnología.
											Prevenir el desperdicio de alimentos
desde el principio es la solución No. 3
											Pero aquí está lo interesante.
											Cuando observamos el sistema
alimentario en su totalidad
											e implementamos todas
las soluciones de producción,
											como la agricultura regenerativa
											y adoptamos una dieta rica en plantas
											y reducimos el desperdicio de alimentos,
											nuestra investigación muestra
											que produciríamos alimentos suficientes
en las tierras agrícolas actuales,
											para alimentar la creciente
población del mundo
											con una dieta saludable y rica en
nutrientes hasta 2050 y más allá.
											Esto es que no necesitamos talar
bosques para producir alimento.
											Las soluciones para revertir
el calentamiento global
											son las mismas soluciones
para la inseguridad alimentaria.
									","
											Dahası üretilen tüm gıdaların 
yaklaşık üçte biri yenmiyor
											ve atık gıdalar küresel sera gazlarının 
yüzde sekizini yaymakta.
											Tedarik zincirinde kayıp ve israfların
											nerede meydana geldiğine bakmalıyız.
											Düşük gelirli ülkelerde,
ürünler çiftlikten ayrıldıktan sonra
											çoğu ürün altyapı ve depolama 
sorunları nedeniyle
											tedarik zincirine ulaşamadan bozulur.
											Gıdalar, nüfuslarını beslemeye çalışan
düşük gelirli ülkelerde
											tüketiciler tarafından israf edilmez.
											Gelişmiş dünyada, ürünler
çiftlikten ayrıldıktan sonra
											çoğu ürünün tedarik zinciri 
sonundaki israfı
											pazar ve tüketiciler tarafından olurken,
											israf edilen ürünlerin sonu çürüdükleri
											ve çürürken metan gazı yaydıkları
											atık alanları olmakta.
											Bu bir tüketici seçim problemidir,
											bir teknoloji sorunu değil.
											Yiyecek israfını en baştan önlemek 

											üç numaralı çözümdür.
											Fakat burada ilginç bir şey var.
											Gıda sistemine bütün olarak baktığımızda,
											yenilikçi tarım gibi
											bütün üretim çözümlerini uyguladığımızda
											ve bitki zengini beslenmeyi
benimseyerek
											gıda israfını azalttığımızda
											araştırmalarımız bize dünyanın 
artan nüfusunu sağlıklı şekilde
											beslemek için elimizde 
yeterli tarım alanı olduğunu
											2050 yılı ve sonrası için 
şimdiden gösterdi.
											Bu gıda üretimi için ormanları kesmemiz
gerekmediği anlamına gelir.
											Küresel ısınmaya karşı çözümler, 
gıda güvensizliği için de aynı.
									",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
","
","
","
","
",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
