en,fr,pt,tr,es,title,speaker,duration,tags
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											Now, for many people,
											it sounds like a scary idea
to be talking about all these topics
											so publicly and so openly on the internet.
											I feel like a lot of people
think that it is a big, scary thing
											to be online if you're not
already perfectly and fully formed.
											But I think the internet can be
actually a great place to not know,
											and I think we can
treat that with excitement,
											because to me there's something
important about sharing your imperfections
											and your insecurities
and your vulnerabilities
											with other people.
									","
											Pour beaucoup de gens,
											cela semble être une idée effrayante
de parler de tous ces sujets
											si publiquement
et ouvertement sur internet.
											J'ai l'impression que beaucoup de gens
pensent que c'est énorme et effrayant
											d'être en ligne si vous n'êtes pas déjà
parfaitement et complètement constitué.
											Mais je pense qu'Internet peut être
un très bon lieu où ne pas savoir
											et je pense que nous pouvons
aborder cela avec enthousiasme
											car à mes yeux, il est important
de partager vos imperfections,
											vos incertitudes et vos vulnérabilités
											avec d'autres gens.
									","
											Para muitas pessoas,
											parece ser uma ideia assustadora
falar sobre estes tópicos
											tão pública e abertamente na Internet.
											Sinto que muitas pessoas pensam
que é algo grande e assustador,
											estar na Internet se não estivermos
desde logo perfeitamente formados.
											Mas eu acho que a Internet pode ser
um ótimo lugar para não se saber
											e acho que podemos ver isso
com entusiasmo,
											porque, para mim, há algo importante
na partilha das nossas imperfeições,
											das nossas inseguranças
e das nossas vulnerabilidades
											com outras pessoas.
									","
											Tüm bu konuları internette
herkesin önünde açıkça konuşmak
											birçok insan için
korkunç bir fikir olabilir.
											Mükemmel ve tamamen biçimlenmeden
çevrim içi olmak,
											birçok insana göre çok korkunç bir şey.
											Ama bence aslında internet,
bilmemek için güzel bir yer olabilir
											ve sanırım bu duruma
heyecanla yaklaşabiliriz
											çünkü eksikliğinizi, kırılganlığınızı
ve güvensizliğinizi
											başka insanlarla paylaşmak önemli bir şey.
									","
											Ahora, para mucha gente,
											parece una idea aterradora 
hablar sobre todos estos temas
											tan pública y abiertamente en Internet.
											Siento que mucha gente piensa 
que es algo grande y aterrador
											estar en línea si aún no está 
perfectamente y completamente formado.
											Pero creo que Internet puede ser 
un gran lugar para no saberlo,
											y creo que podemos 
tratar eso con entusiasmo,
											porque para mí hay algo importante 
en compartir nuestras imperfecciones,
											nuestras inseguridades
y nuestras vulnerabilidades
											con otras personas.
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											[Tüm bu katlarımın altında daha küçük,
daha korkmuş bir soğan var]
									","
											(Risas)
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											Now, when someone shares
that they feel sad or afraid
											or alone, for example,
											it actually makes me feel less alone,
											not by getting rid of any of my loneliness
											but by showing me that I am not alone
											in feeling lonely.
											And as a writer and as an artist,
											I care very much about making
this comfort of being vulnerable
											a communal thing, something that we
can share with each other.
											I'm excited about
externalizing the internal,
											about taking those invisible personal
feelings that I don't have words for,
											holding them to the light,
putting words to them,
											and then sharing them with other people
											in the hopes that it might help them
find words to find their feelings as well.
									","
											Quand quelqu'un partage le fait
qu'il se sent triste, effrayé
											ou seul, par exemple,
											cela me fait me sentir moins seul,
											pas en me débarrassant de ma solitude,
											mais en me montrant
que je ne suis pas seul
											à me sentir seul.
											En tant qu'écrivain et artiste,
											cela m'importe de faire
de ce réconfort d'être vulnérable
											quelque chose de commun,
que nous pouvons partager avec l'autre.
											Je suis enthousiaste à l'idée
d'externaliser l'interne,
											de parler de ces sentiments
personnels invisibles
											pour lesquels je n'ai pas de mots,
											de les mettre en lumière,
d'y mettre des mots
											et de les partager avec d'autres gens
											dans l'espoir que cela les aide à trouver
les mots pour leurs émotions.
									","
											Quando alguém partilha
que se sente triste ou com medo
											ou sozinho, por exemplo,
											faz-me sentir menos sozinho,
											não por me livrar
de qualquer solidão minha
											mas por me mostrar que não só eu
que me sinto sozinho.
											Enquanto escritor e artista,
											é muito importante para mim
ter este conforto de ser vulnerável,
											algo comum que podemos partilhar
uns com os outros.
											Entusiasma-me exteriorizar o interior,
											pegar nos sentimentos invisíveis 
pessoais que não sei pôr em palavras,
											expô-los a uma outra luz,
associar-lhes palavras
											e depois partilhá-los com outras pessoas,
											na esperança de poder ajudá-las
a encontrar palavras para o que sentem.
									","
											Birisi üzgün, korkmuş
veya yalnız hissettiğini paylaştığında
											bu benim daha az
yalnız hissetmemi sağlıyor,
											yalnızlığımı azaltarak değil
											ama yalnız hissetmekte
tek başıma olmadığımı göstererek.
											Yazar ve ressam olarak ben,
savunmasız olmanın rahatlığını
											toplumsal ve birbirimizle paylaştığımız
bir şey hâline getirmekle ilgileniyorum.
											İçsel şeyleri dışsal hâle getirmek
konusunda heyecanlıyım.
											Dile getiremediğim görünmez
kişisel duygularıma ışık tutmak,
											onları dile getirmek
											ve başkalarının kendi duygularını
dile getirmelerine yardım eder umuduyla
											bu duygularımı başka insanlarla
paylaşmak için heyecanlıyım.
									","
											Ahora, cuando alguien comparte 
que se siente triste o asustado
											o solo, por ejemplo,
											en realidad me hace sentir menos solo,
											no librándome de mi soledad
											pero mostrándome que no estoy solo
											al sentirme solo.
											Y como escritor y como artista,
											me importa mucho hacer que 
este consuelo de ser vulnerable
											algo comunal, algo que podemos 
compartir entre nosotros.
											Me entusiasma poder
externalizar lo interno,
											tomar esos sentimientos personales 
invisibles para los que no tengo palabras,
											mostrarlos a la luz,
nombrarlos con palabras,
											y luego compartirlos con otras personas
											para así ayudarles a encontrar palabras
para poder definir sus sentimientos.
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											Now, I know that sounds like a big thing,
											but ultimately I'm interested
in putting all these things
											into small, approachable packages,
											because when we can hide them
into these smaller pieces,
											I think they are easier to approach,
I think they're more fun.
											I think they can more easily help us
see our shared humanness.
											Sometimes that takes the form
of a short story,
											sometimes that takes the form of
a cute book of illustrations, for example.
											And sometimes that takes the form
											of a silly joke
that I'll throw on the internet.
											For example, a few months ago,
I posted this app idea
											for a dog-walking service
											where a dog shows up at your door
and you have to get out of the house
											and go for a walk.
									","
											Je sais que cela semble être considérable,
											mais ce qui m'intéresse
est de mettre toutes ces choses
											dans de petits ensembles abordables,
											car quand nous pouvons les cacher
dans ces plus petits éléments,
											elles sont plus faciles à aborder
et plus amusantes.
											Je pense que cela peut nous aider
à voir notre humanité commune.
											Parfois, cela prend la forme
d'une nouvelle,
											parfois, cela prend la forme
d'un petit livre d'illustrations.
											Et parfois, cela prend la forme
											d'une blague idiote
que je lance sur Internet.
											Par exemple, il y a quelques mois,
j'ai posté cette idée pour une appli
											de service de promenade de chien
											où un chien vient à votre porte
et vous devez sortir de chez vous
											et aller faire une promenade.
									","
											Eu sei que isto parece ser
uma coisa importante,
											mas, no fundo, estou interessado
em pôr tudo isto
											em caixas, pequenas e acessíveis,
											porque podemos escondê-lo
nestas peças mais pequenas.
											Acho que são mais fáceis de aceder,
são mais divertidas,
											podem ajudar-nos mais facilmente
a ver a nossa humanidade comum
											Às vezes é através de uma pequena história
											outras vezes, é um livro
com ilustrações giras, por exemplo.
											E, às vezes, vem sob a forma
											de uma piada parva que coloco na Internet.
											Por exemplo, há uns meses,
publiquei uma ideia de uma aplicação
											para um serviço de passear o cão
											em que um cão aparece à nossa porta
e temos de sair de casa
											e dar um passeio.
									","
											Bunun büyük bir şey gibi
geldiğini biliyorum
											ama bütün bunları küçük, ulaşılabilir
paketler hâline getirmek istiyorum
											çünkü onları daha küçük parçalar
hâline getirirsek
											daha ulaşılabilir ve daha eğlenceli
olurlar diye düşünüyorum.
											Böylece, paylaştığımız insanlığı görmemize
daha çok yardımcı olabilirler.
											Bazen kısa bir hikâye olurlar;
											bazen sevimli çizimlerin olduğu
bir kitap olurlar;
											bazense internette paylaşacağım
saçma bir espri olurlar.
											Örneğin birkaç ay önce,
bir uygulama fikri paylaşmıştım.
											Köpek gezdirme servisi gibi bir şeydi.
											Kapınıza bir köpek geliyor
ve onu gezdirmek için evden çıkıyorsunuz.
									","
											Sé que eso suena como algo grande,
											pero estoy interesado
en poner todas estas cosas
											en paquetes pequeños y accesibles,
											porque al esconderlos 
en estas piezas más pequeñas,
											son más fáciles de abordar, 
creo que son más divertidos.
											Creo que pueden ayudarnos más fácilmente
a ver nuestra humanidad compartida.
											A veces eso toma la forma 
de una narración breve,
											a veces la de un lindo libro 
de ilustraciones, por ejemplo.
											Y a veces toma la forma
											de una broma tonta 
que lanzaré en Internet.
											Por ejemplo, hace unos meses 
publiqué la idea de una aplicación
											para un servicio para pasear perros
											donde se les aparece un perro en la puerta
y tienen que salir de la casa
											para llevarlo a pasear.
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Risas)
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											If there are app developers
in the audience,
											please find me after the talk.
									","
											S'il y a des développeurs d'applis ici,
											venez me voir après mon intervention.
									","
											Se há por aqui programadores
de aplicações no público,
											por favor venham ter comigo no final.
									","
											Eğer aranızda uygulama geliştiricisi varsa
lütfen konuşmamdan sonra beni bulun.
									","
											Si hay desarrolladores 
de aplicaciones en la audiencia,
											búsquenme después de la charla.
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											Or, I like to share every time
I feel anxious about sending an email.
											When I sign my emails ""Best,""
											it's short for ""I am trying my best,""
											which is short for ""Please don't hate me,
I promise I'm trying my best!""
									","
											Ou j'aime partager qu'à chaque fois
que je suis nerveux
											pour l'envoi d'un mail,
											quand je signe « Bien à vous »,
											c'est « J'essaye de bien faire » en court,
											qui est « S'il vous plaît,
ne me haïssez pas,
											je promets que j'essaye
de bien faire ! » en court.
									","
											Também gosto de partilhar sempre que
me sinto ansioso ao mandar um ""email""
											Quando o assino ""o melhor"",
											é como quem diz
""estou a fazer o meu melhor""
											um resumo para ""Por favor não me odeie,
prometo que estou a fazer o meu melhor!""
									","
											Veya başka bir örnek,
her eposta gönderişimde huzursuzlanıyorum.
											""En iyi"" diye bitirdiğimde
											bu, ""Elimden gelenin en iyisini
yapıyorum""un kısaltması
											ve bu da ""Lütfen benden nefret etme,
											yemin ederim elimden gelenin en iyisini
yapıyorum""un kısaltması.
									","
											Les comento que cada vez que me siento
ansioso al enviar un correo electrónico,
											o cuando lo firmo con un ""todo lo mejor"",
											que significa ""este es mi mejor esfuerzo"",
											la abreviatura de ""por favor no me odien
odien, prometo que hago mejor que puedo.
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											Or my answer to the classic icebreaker,
											if I could have dinner with anyone,
dead or alive, I would.
											I am very lonely.
									","
											Ou ma réponse à la question classique,
											si je pouvais dîner avec quiconque,
mort ou en vie, je le ferais.
											Je me sens très seul.
									","
											Ou a minha resposta
ao clássico quebra-gelo,
											se pudesse jantar com alguém,
vivo ou morto, eu jantava...
											sinto-me muito sozinho.
									","
											Başka bir örnek,
klasik espriye benim cevabım:
											Eğer ölü ya da canlı biriyle yemeğe
gidebilseydim giderdim. Çok yalnızım.
									","
											O mi respuesta al rompehielos clásico,
											si pudiera cenar con alguien, 
vivo o muerto, lo haría.
											Estoy muy solo.
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											(Kahkahalar)
									","
											(Risas)
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											And I find that when
I post things like these online,
											the reaction is very similar.
											People come together to share a laugh,
											to share in that feeling,
											and then to disburse just as quickly.
									","
											J'ai découvert que quand je postais
de telles choses en ligne,
											la réaction était très similaire.
											Les gens se réunissent pour en rire,
											pour partager ce sentiment,
											puis se dissipent tout aussi vite.
									","
											Chego à conclusão de que,
quando publico estas coisas ""online"",
											a reação é muito semelhante.
											As pessoas juntam-se
para partilhar uns risos,
											para partilhar esse sentimento
											e depois dispersam-se rapidamente.
									","
											Çevrim içinde bu tür şeyler paylaştığımda
tepkilerin çok benzer olduğunu görüyorum.
											İnsanlar bir kahkahayı ve bu hissi
paylaşmak için bir araya geliyorlar
											ve aynı hızla dağılıyorlar.
									","
											Y cuando publico cosas 
como estas en línea,
											la reacción es muy parecida.
											La gente se une para compartir una risa,
											para compartir ese sentimiento,
											y luego desaparecer con la misma rapidez.
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Risas)
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
