en,tr,fr,pt,de,title,speaker,duration,tags
"
","
","
","
","
",How to speak up for yourself,Adam Galinsky,15:08,"motivation,business,communication,decision-making,empathy,personal growth,leadership,identity,personality,relationships,society,TEDx,work,women in business"
"
											Now, the first thing we need to know is:
											What is my range?
											But the key thing is,
our range isn't fixed;
											it's actually pretty dynamic.
											It expands and it narrows
based on the context.
											And there's one thing that determines
that range more than anything else,
											and that's your power.
											Your power determines your range.
											What is power?
											Power comes in lots of forms.
											In negotiations, it comes
in the form of alternatives.
											So my brother had no alternatives;
											he lacked power.
											The company had lots of alternatives;
											they had power.
											Sometimes it's being new
to a country, like an immigrant,
											or new to an organization
											or new to an experience,
											like my wife and I as new parents.
											Sometimes it's at work,
											where someone's the boss
and someone's the subordinate.
											Sometimes it's in relationships,
											where one person's more invested
than the other person.
									","
											Şimdi, bilmemiz gereken ilk şey:
											Benim yelpazem nedir?
											İşin kilit noktası,
yelpazemiz sabit değildir;
											oldukça dinamiktir.
											İçeriğe bağlı olarak açılır veya kapanır.
											Ve bir şey bu yelpazeyi
diğer şeylerden daha fazla belirler
											ve bu da sizin gücünüzdür.
											Gücünüz yelpazenizi belirler.
											Güç nedir?
											Güç çok farklı formlarda gelir.
											Pazarlık sırasında, alternatifler
formunda gelir.
											Ve kardeşimin hiç alternatifi yoktu;
											gücü eksikti.
											Şirketin çok fazla alternatifi vardı;
											gücü vardı.
											Bazen bir ülkeye yabancı olmak gibidir,
bir göçmen gibi veya
											bir şirkette yeni olmak gibi
											veya yeni bir deneyim gibi,
											yeni ebeveyn olarak eşim ve ben gibi.
											Bazen işte olduğu gibidir,
											birisi patrondur ve
birisi emir altındadır.
											Bazen ilişkilerdeki gibidir,
											bir taraf diğerinden daha özverilidir.
									","
											La première chose à faire
est de connaître notre éventail.
											Mais la clé est
que notre éventail n'est pas figé,
											il est assez dynamique.
											Il s'étend et se rétrécit
selon le contexte.
											Il y a une chose qui détermine
cet éventail plus que le reste
											et c'est votre pouvoir.
											Votre pouvoir détermine votre éventail.
											Qu'est-ce que le pouvoir ?
											Le pouvoir a plein de formes.
											En négociations, ce sont les alternatives.
											Mon frère n'avait aucune alternative,
											il manquait de pouvoir.
											L'entreprise avait des alternatives,
											ils avaient du pouvoir.
											Parfois, c'est d'être nouveau
dans un pays, comme un immigrant,
											nouveau dans une organisation,
											ou nouveau face à une expérience
											comme ma femme et moi en tant que parents.
											Parfois, c'est au travail,
											où quelqu'un est le patron,
quelqu'un le subordonné.
											Parfois, c'est dans les relations,
											où une personne
est plus investie que l'autre.
									","
											A primeira coisa que temos de saber é:
											Qual é o meu limite?
											Mas o ponto chave é
que o nosso limite não é fixo;
											é na verdade bastante dinâmico.
											Expande-se ou estreita-se
conforme o contexto.
											O que determina o nosso limite,
mais do que qualquer outra coisa,
											é o nosso poder.
											O nosso poder determina o nosso limite.
											Que poder é esse?
											O poder surge de muitas formas.
											Em negociações, surge
na forma de alternativas.
											O meu irmão não tinha alternativas,
											faltava-lhe poder.
											A empresa tinha muitas alternativas;
											eles tinham poder.
											Por vezes é ser-se novo num país,
como um imigrante,
											ou novo numa organização
											ou novo numa experiência,
											como a minha mulher
e eu enquanto pais.
											Por vezes é no trabalho,
											quando alguém é o chefe
e alguém é o subordinado.
											Por vezes é nas relações,
											quando uma pessoa é mais dotada
do que a outra.
									","
											Als Erstes müssen wir wissen:
											Welchen Spielraum habe ich?
											Wichtig ist: Dieser
Spielraum ist nicht fix.
											Er ist sehr dynamisch.
											Je nach Kontext vergrößert
und verkleinert er sich.
											Ein Aspekt bestimmt diesen 
Spielraum mehr als alles andere,
											das ist Ihre Stärke.
											Ihre Stärke bestimmt
Ihren Handlungsspielraum.
											Was ist Stärke?
											Stärke kommt in vielen Verpackungen.
											Bei Verhandlungen kommt sie
in Form von Alternativen.
											Mein Bruder hatte keine Alternativen.
											Er hatte keine Stärke.
											Die Firma hatte viele Alternativen.
											Sie hatten Macht.
											Manchmal ist man neu
in einem Land, als Immigrant,
											in einer Firma,
											in einer neuen Situation,
											wie meine Frau und ich als junge Eltern.
											Manchmal ist es bei der Arbeit,
											wo einer der Boss
und einer der Untergebene ist.
											Manchmal in Partnerschaften,
											wo einer mehr investiert als der andere.
									",How to speak up for yourself,Adam Galinsky,15:08,"motivation,business,communication,decision-making,empathy,personal growth,leadership,identity,personality,relationships,society,TEDx,work,women in business"
"
","
","
","
","
",How to speak up for yourself,Adam Galinsky,15:08,"motivation,business,communication,decision-making,empathy,personal growth,leadership,identity,personality,relationships,society,TEDx,work,women in business"
"
											And the key thing is that when
we have lots of power,
											our range is very wide.
											We have a lot of leeway in how to behave.
											But when we lack power, our range narrows.
											We have very little leeway.
											The problem is that when
our range narrows,
											that produces something called
the low-power double bind.
											The low-power double bind happens
											when, if we don't speak up,
we go unnoticed,
											but if we do speak up, we get punished.
									","
											Ve kilit nokta, çok gücümüz olduğunda,
											yelpazemizin çok geniş olmasıdır.
											Nasıl davranacağımız konusunda
çok fazla seçenek vardır.
											Ama gücümüz az olduğunda,
yelpazemiz daralır.
											Çok az seçeneğimiz vardır.
											Problem şu ki, yelpazemiz daraldığında,
											düşük güçlü çifte açmaz
denilen bir şey ortaya çıkar.
											Düşük güçlü çifte açmaz
meydana geldiğinde
											açıkça konuşmayız, gözden kaçarız,
											fakat açıkça konuşursak,
cezalandırılırız.
									","
											La clé est que, quand vous avez
beaucoup de pouvoir,
											votre éventail est très large.
											Vous avez beaucoup de latitude
dans votre comportement.
											Si vous manquez de pouvoir,
l'éventail se restreint.
											Vous avez peu de latitude d'action.
											Le problème est que,
quand notre éventail se restreint,
											cela produit ce que l'on appelle
« double contrainte du faible pouvoir ».
											La double contrainte
du faible pouvoir arrive
											quand, si vous ne vous exprimez pas,
vous passez inaperçu
											mais, si vous vous exprimez,
vous êtes puni.
									","
											E o ponto chave é que,
quando se tem muito poder,
											o nosso limite é mais amplo.
											Temos muita margem
na forma como nos comportamos.
											Mas quando não temos poder,
o nosso limite estreita-se.
											Temos muito pouca margem.
											O problema é que, quando
o nosso limite se estreita,
											isso produz algo chamado
de vínculo duplo de pouco poder.
											Este vínculo duplo do pouco poder acontece
											quando, se não dissermos o que pensamos,
passamos despercebidos,
											mas se o fizermos, somos castigados.
									","
											Entscheidend ist:
Wenn wir viele Stärken haben,
											ist unser Spielraum sehr groß.
											Wir haben einen großen
Handlungsspielraum.
											Aber wenn wir keine Stärken
haben, verengt er sich.
											Dann haben wir nur
einen kleinen Spielraum.
											Wenn sich unser Spielraum verkleinert,
											dann haben wir eine
Doppelbindung aus Schwäche.
											Wir sind in einer Ohnmachts-Zwickmühle,
											wenn wir den Mund nicht aufmachen,
bleiben wir unbemerkt,
											wenn wir den Mund auftun,
werden wir bestraft.
									",How to speak up for yourself,Adam Galinsky,15:08,"motivation,business,communication,decision-making,empathy,personal growth,leadership,identity,personality,relationships,society,TEDx,work,women in business"
"
","
","
","
","
",How to speak up for yourself,Adam Galinsky,15:08,"motivation,business,communication,decision-making,empathy,personal growth,leadership,identity,personality,relationships,society,TEDx,work,women in business"
"
											Now, many of you have heard
the phrase the ""double bind""
											and connected it with one thing,
and that's gender.
											The gender double bind is women
who don't speak up go unnoticed,
											and women who do speak up get punished.
											And the key thing is that women have
the same need as men to speak up,
											but they have barriers to doing so.
											But what my research has shown
over the last two decades
											is that what looks
like a gender difference
											is not really a gender double bind,
											it's a really a low-power double bind.
											And what looks like a gender difference
											are really often just power
differences in disguise.
											Oftentimes we see a difference
between a man and a woman
											or men and women,
											and think, ""Biological cause.
There's something fundamentally different
											about the sexes.""
											But in study after study,
											I've found that a better explanation
for many sex differences
											is really power.
											And so it's the low-power double bind.
											And the low-power double bind
means that we have a narrow range,
											and we lack power.
											We have a narrow range,
											and our double bind is very large.
									","
											Şimdi, birçoğunuz ""çifte açmaz""
ifadesini duymuş ve bunu
											cinsiyetle bağdaştırmışsınızdır.
											Cinsiyet çifte açmazı açıkça konuşmayan,
gözden kaçan kadındır
											ve açıkça konuşmayan kadın
cezalandırılır.
											Aslında, kadınların da erkekler gibi
açıkça konuşma ihtiyacı vardır
											ama bunu yapmalarına engel vardır.
											Fakat araştırmalarım gösterdi ki
son 20 yıl süresince
											cinsiyet farklılığı gibi gözüken şey
											gerçek bir cinsyet çifte açmazı değil,
											aslında düşük güçlü çifte açmazdır.
											Ve cinsiyet farklılığı olarak görülen şey
											aslında daha çok
kılık değiştirmiş güç farklılığıdır.
											Çoğu kez erkekler ve kadınlar arasında
											bir fark görürüz
											ve ""Biyolojik sebep.
Cinsiyet konusunda temel farklar var.""
											diye düşünürüz.
											Fakat çalışmalar sonrasında,
											birçok cinsiyet farkı için
daha iyi bir açıklamanın
											aslında güç olduğunu buldum.
											Yani bu düşük güçlü çifte açmazdır.
											Ve düşük güçlü çifte açmaz
dar bir yelpazemiz olduğu
											ve güç eksikliği anlamına gelir.
											Dar bir yelpazemiz var
											ve çifte açmazımız çok büyük.
									","
											Nombre d'entre vous ont entendu
« double contrainte »
											et l'ont liée à une chose : le sexe.
											La double contrainte du sexe, c'est :
											les femmes passent inaperçues
si elles ne s'expriment pas
											et sont punies si elles s'expriment.
											Les femmes ont le même besoin
d'expression que les hommes
											mais elles rencontrent des obstacles.
											Au court des vingt dernières années,
ma recherche a montré
											que ce qui semble être
une différence entre les sexes
											n'est pas une double contrainte du sexe
											mais une double contrainte
du faible pouvoir.
											L'apparente différence entre les sexes
											est en fait souvent
une différence de pouvoir déguisée.
											Souvent, en voyant une différence
entre un homme et une femme,
											nous pensons : « Cause biologique.
Il y a une différence fondamentale
											entre les deux sexes. »
											Mais, étude après étude,
											j'ai découvert que le pouvoir
est une meilleure explication
											aux différences entre les sexes.
											C'est la double contrainte
du faible pouvoir.
											La double contrainte du faible pouvoir
signifie que vous avez un faible éventail
											et un manque de pouvoir.
											Vous avez un faible éventail
et votre double contrainte est forte.
									","
											Muitos de vocês já ouviram
falar do termo ""vínculo duplo""
											e relacionam-no
com uma coisa, o sexo.
											Neste vínculo, as mulheres que não dizem
o que pensam passam despercebidas,
											e as que o fazem são castigadas.
											A questão é que as mulheres precisam
de se afirmar, tal como os homens,
											mas têm barreiras para o fazer.
											O que a minha pesquisa mostrou
nas últimas duas décadas
											é que o que parece ser
uma diferença de sexos
											não é realmente
um vínculo duplo de sexo,
											é na verdade um vínculo duplo
de pouco poder.
											E o que parece ser
uma diferença de sexos
											é muitas vezes uma diferença
de poder disfarçada.
											Muitas vezes vemos uma diferença
entre um homem e uma mulher
											ou entre homens e mulheres,
e pensamos:
											""Causa biológica.
											""Existe algo fundamentalmente
diferente nos dois sexos.""
											Mas, estudo após estudo,
											descobri que a melhor explicação
para tantas diferenças nos sexos
											é, na verdade, o poder.
											Por isso, é o vínculo duplo
de pouco poder.
											E este vínculo significa
que temos um limite estreito,
											e que nos falta poder.
											Temos um limite estreito,
											e o nosso vínculo duplo
é muito grande.
									","
											Viele haben den Begriff
Doppelbindung schon mal gehört,
											und ihn sofort mit Genderthemen verbunden.
											Es sind die Frauen, die nicht reden,
und nicht gehört werden,
											Frauen, die reden und bestraft werden.
											Frauen müssen genauso
wie Männer den Mund aufmachen,
											aber ihnen werden Grenzen gesetzt.
											Meine Studien der letzten
zwei Jahrzehnte haben gezeigt,
											dass das, was wie ein
Gender-Unterschied aussieht,
											gar keine reale Gender-Doppelbindung ist.
											Eigentlich ist es eine
Schwäche-Doppelbindung
											Was aussieht wie
ein Geschlechterunterschied,
											sind meist verkappte Stärkenunterschiede.
											Oft sehen wir Unterschiede zwischen
einem Mann und einer Frau
											oder Männern und Frauen,
											und denken: ""Biologische Gründe.
Es gibt fundamentale Unterschiede
											bei den Geschlechtern.""
											Aber alle Studien haben mir gezeigt,
											dass es eine bessere Erklärung
gibt als das Geschlecht,
											es sind die Stärken.
											Es geht also um die
Doppelbindung der Schwächen.
											Schwäche-Doppelbindung bedeutet,
wir haben einen kleinen Spielraum,
											wir haben keine Stärke.
											Wir haben einen enges Spektrum.
											Unsere Doppelbindung ist groß.
									",How to speak up for yourself,Adam Galinsky,15:08,"motivation,business,communication,decision-making,empathy,personal growth,leadership,identity,personality,relationships,society,TEDx,work,women in business"
"
","
","
","
","
",How to speak up for yourself,Adam Galinsky,15:08,"motivation,business,communication,decision-making,empathy,personal growth,leadership,identity,personality,relationships,society,TEDx,work,women in business"
"
											So we need to find ways
to expand our range.
											And over the last couple decades,
											my colleagues and I have found
two things really matter.
											The first: you seem powerful
in your own eyes.
											The second: you seem powerful
in the eyes of others.
											When I feel powerful,
											I feel confident, not fearful;
											I expand my own range.
											When other people see me as powerful,
											they grant me a wider range.
											So we need tools to expand
our range of acceptable behavior.
											And I'm going to give you
a set of tools today.
											Speaking up is risky,
											but these tools will lower
your risk of speaking up.
									","
											Bu yüzden yelpazemizi açacak
yollar bulmamız gerekiyor.
											Ve son birkaç on yıldır,
											iş arkadaşlarımla iki şeyin
gerçekten önemli olduğunu bulduk.
											Birincisi: kendi gözünüzde
çok güçlü gözüküyorsunuz.
											İkincisi: diğerlerinin gözünde
çok güçlü gözüküyorsunuz.
											Kendimi güçlü hissettiğimde,
											ürkek değil kendimden emin hissediyorum.
											Kendi yelpazemi açıyorum.
											Başka insanlar beni güçlü gördüğünde,
											bana daha geniş yelpaze sunuyorlar.
											Kabul edilebilir davranış yelpazesini
açmak için araçlara ihtiyacımız var.
											Ve bugün size bir takım araç vereceğim.
											Açıkça konuşmak risklidir,
											fakat bu araçlar açıkça konuşma
riskinizi azaltacaktır.
									","
											Nous devons trouver
comment élargir notre éventail.
											Les vingt dernières années,
											mes collègues et moi avons découvert
deux choses importantes.
											Un : vous paraissez puissant à vos yeux.
											Deux : vous paraissez puissant
aux yeux des autres.
											Quand je me sens puissant,
											je suis confiant, je n'ai pas peur ;
											j'élargis mon propre éventail.
											Quand je parais puissant
aux yeux des autres,
											ils m'accordent un plus grand éventail.
											Nous avons besoin d'outils
											pour élargir notre éventail
de comportements acceptables.
											Je vais vous donner un ensemble d'outils.
											S'exprimer est risqué
											mais ces outils vont baisser
le risque que vous vous exprimiez.
									","
											Temos de procurar formas
de expandir o nosso limite.
											Nas últimas duas décadas,
											os meus colegas e eu descobrimos
duas coisas importantes.
											A primeira: Parecemos
poderosos aos nossos olhos.
											A segunda: Parecemos poderosos
aos olhos dos outros.
											Quando me sinto poderoso,
											sinto-me confiante, não receoso.
											Expando o meu limite.
											Quando os outros
me veem como poderoso,
											eles dão-me um limite mais amplo.
											Então, precisamos de ferramentas
para expandir o nosso limite.
											E hoje vou dar-vos
um conjunto de ferramentas.
											Dizer o que pensamos é arriscado,
											mas estas ferramentas
vão fazer baixar esse risco.
									","
											Wir müssen Wege finden,
unseren Spielraum zu vergrößern.
											Die letzten paar Jahrzehnte
											haben meine Kollegen und ich
herausgefunden, was zählt.
											1. Sie müssen sich selber stark fühlen.
											2. Die anderen müssen Sie
für stark halten.
											Wenn ich mich stark fühle,
											bin ich selbstbewusst, nicht ängstlich;
											Ich erweitere mein Spektrum.
											Wenn andere mich stark erleben,
											gewähren sie mir ein größeres Spektrum.
											Wir brauchen Methoden,
die unseren Handlungsspielraum erweitern.
											Ich stelle Ihnen ein paar davon vor.
											Den Mund aufzumachen ist gefährlich,
											diese Methoden werden
das Risiko minimieren.
									",How to speak up for yourself,Adam Galinsky,15:08,"motivation,business,communication,decision-making,empathy,personal growth,leadership,identity,personality,relationships,society,TEDx,work,women in business"
"
","
","
","
","
",How to speak up for yourself,Adam Galinsky,15:08,"motivation,business,communication,decision-making,empathy,personal growth,leadership,identity,personality,relationships,society,TEDx,work,women in business"
"
											The first tool I'm going to give you
got discovered in negotiations
											in an important finding.
											On average, women make
less ambitious offers
											and get worse outcomes than men
at the bargaining table.
											But Hannah Riley Bowles
and Emily Amanatullah have discovered
											there's one situation
where women get the same outcomes as men
											and are just as ambitious.
											That's when they advocate for others.
											When they advocate for others,
											they discover their own range
and expand it in their own mind.
											They become more assertive.
											This is sometimes called
""the mama bear effect.""
											Like a mama bear defending her cubs,
											when we advocate for others,
we can discover our own voice.
									","
											Size vereceğim ilk araç
pazarlıklarda keşfedildi
											ve önemli bir buluş.
											Ortalama olarak, kadınlar
daha az iddialı teklifte bulunur
											ve pazarlık masasında erkeklerden
daha kötü sonuçlar elde ederler.
											Fakat Hannah Riley Bowles ve
Emily Amanatullah'ın keşfine göre,
											bir durumda kadınlar erkeklerle
aynı sonucu alıyor ve
											aynı şekilde iddialı olabiliyor.
											Bu da başkaları için
avukatlık yaptıkları zaman.
											Başkaları için avukatlık yaparlarken
											kendi yelpazelerini keşfediyorlar ve
zihinlerinde bunu açıyorlar.
											Daha zorlayıcı oluyorlar.
											Bu bazen ""anne ayı etkisi"" olarak anılır.
											Başkaları için avukatlık yaptığımız zaman
											bir anne ayı gibi yavrularını koruyor,
kendi sesimizi keşfedebiliyoruz.
									","
											Le premier outil que je vais vous donner
a été découvert lors de négociations
											sur une découverte importante.
											En moyenne, les femmes
font des offres moins ambitieuses
											et ont de moins bons résultats
que les hommes en négociations.
											Mais Hannah Riley Bowles
et Emily Amanatullah ont découvert
											qu'il y a une situation où les femmes
ont les mêmes résultats que les hommes
											et sont aussi ambitieuses.
											C'est lorsqu'elles défendent les autres.
											Quand elles défendent les autres,
											elles découvrent leur éventail
et l'élargissent dans leur tête.
											Elles sont plus assertives.
											Cela est parfois appelé
« l'effet maman ours ».
											Comme une maman ours défendant ses petits,
											en défendant les autres,
nous pouvons découvrir notre voix.
									","
											A primeira ferramenta que vos vou dar
foi descoberta nas negociações
											num achado importante.
											Em média, as mulheres fazem
propostas menos ambiciosas
											e têm menos contrapartidas
do que os homens nas negociações.
											Mas a Hannah Riley Bowles
e a Emily Amanatullah descobriram
											uma situação em que as mulheres têm
as mesmas contrapartidas do que os homens
											e são igualmente ambiciosas.
											É quando defendem outros.
											Quando defendem outros,
											descobrem o seu limite
e expandem-no nas suas mentes.
											Tornam-se mais assertivas.
											Isto, por vezes, chama-se:
""o efeito mãe galinha.""
											Como uma galinha
a defender os seus pintos,
											quando defendemos os outros,
podemos descobrir a nossa própria voz.
									","
											Die erste Regel kommt
aus der Geschäftswelt.
											Man fand etwas Wichtiges heraus.
											Frauen machen in der Regel
weniger ambitionierte Angebote
											und erzielen dadurch geringere
Verhandlungserfolge als Männer.
											Hannah Riley Bowles
und Emily Amanatullah entdeckten,
											dass Frauen in einer Situation
dasselbe wie Männer erzielen
											und sich genauso ehrgeizig verhalten.
											Nämlich, wenn sie sich
für andere einsetzen.
											Wenn sie sich für andere einsetzen,
											entdecken sie ihre Stärken
und fühlen sich größer.
											Sie werden durchsetzungsfähiger.
											Man nennt das: Den Mama-Bär-Effekt.
											Wie eine Bärenmama ihre Kinder verteidigt.
											Wenn wir für andere einstehen,
entdecken wir unsere eigene Stimme.
									",How to speak up for yourself,Adam Galinsky,15:08,"motivation,business,communication,decision-making,empathy,personal growth,leadership,identity,personality,relationships,society,TEDx,work,women in business"
"
","
","
","
","
",How to speak up for yourself,Adam Galinsky,15:08,"motivation,business,communication,decision-making,empathy,personal growth,leadership,identity,personality,relationships,society,TEDx,work,women in business"
"
											But sometimes, we have
to advocate for ourselves.
											How do we do that?
											One of the most important tools
we have to advocate for ourselves
											is something called perspective-taking.
											And perspective-taking is really simple:
											it's simply looking at the world
through the eyes of another person.
											It's one of the most important tools
we have to expand our range.
											When I take your perspective,
											and I think about what you really want,
											you're more likely to give me
what I really want.
									","
											Fakat bazen, kendimiz için
avukatlık yapmamız gerekiyor.
											Bunu nasıl yapacağız?
											Kendimiz için avukatlık yaparken
en önemli araçlardan biri
											bakış açısı alma denen şeydir.
											Ve bakış açısı alma çok basittir:
											Basit olarak dünyaya başka bir kişinin
gözünden bakmaktır.
											Yelpazemizi geliştirecek
en önemli araçtan biridir bu.
											Senin bakış açını aldığımda
											ve senin ne istediğini düşününce
											bana gerçekten istediğimi vermen
daha muhtemeldir.
									","
											Mais parfois, c'est nous
que nous devons défendre.
											Comment faire cela ?
											Un des outils les plus importants
pour nous défendre nous-mêmes
											est la prise de perspective.
											La prise de perspective est très simple :
											c'est regarder le monde
à travers les yeux de quelqu'un d'autre.
											C'est l'un des outils les plus importants
pour élargir notre éventail.
											Quand j'adopte votre perspective
											et que je pense
à ce que vous voulez vraiment,
											vous aurez plus de chances
de me donner ce que je veux.
									","
											Mas, por vezes, temos
de nos defender a nós próprios.
											Como é que fazemos isso?
											Umas das ferramentas mais importantes
que temos para nos defendermos
											é algo chamado
tomada de perspetiva.
											A tomada de perspetiva
é algo muito simples:
											é simplesmente olhar para o mundo
através dos olhos de outra pessoa.
											É uma das ferramentas mais importantes
que temos para expandir o nosso limite.
											Quando eu assume a vossa perspetiva,
											e penso no que vocês querem realmente,
											é mais provável que me deem
o que eu quero realmente.
									","
											Aber manchmal müssen wir
für uns selber kämpfen.
											Wie tun wir das?
											Eins der wichtigsten Hilfsmittel ist:
											Abstand gewinnen.
											Das ist ganz einfach:
											Sehen Sie einfach die Welt
durch die Augen eines anderen.
											Das ist das hilfreichste Mittel, den
eigenen Handlungsspielraum zu erweitern.
											Wenn ich Ihren Standpunkt einnehme
											und mir klar wird,
was Sie wirklich brauchen,
											ist es wahrscheinlicher, dass Sie
mir geben, was ich wirklich brauche.
									",How to speak up for yourself,Adam Galinsky,15:08,"motivation,business,communication,decision-making,empathy,personal growth,leadership,identity,personality,relationships,society,TEDx,work,women in business"
"
","
","
","
","
",How to speak up for yourself,Adam Galinsky,15:08,"motivation,business,communication,decision-making,empathy,personal growth,leadership,identity,personality,relationships,society,TEDx,work,women in business"
"
											But here's the problem:
											perspective-taking is hard to do.
											So let's do a little experiment.
											I want you all to hold
your hand just like this:
											your finger — put it up.
											And I want you to draw
a capital letter E on your forehead
											as quickly as possible.
											OK, it turns out that we can
draw this E in one of two ways,
											and this was originally designed
as a test of perspective-taking.
											I'm going to show you two pictures
											of someone with an E on their forehead —
											my former student, Erika Hall.
											And you can see over here,
											that's the correct E.
											I drew the E so it looks like
an E to another person.
											That's the perspective-taking E
											because it looks like an E
from someone else's vantage point.
											But this E over here
is the self-focused E.
											We often get self-focused.
											And we particularly get
self-focused in a crisis.
									","
											Ama problem şu:
											Bakış açısı alma işi zordur.
											Şimdi küçük bir deney yapalım.
											Hepinizden elinizi bu şekilde
tutmasını istiyorum:
											Parmağınız — yukarı kaldırın.
											Ve alnınızda hızlı bir şekilde
											büyük E çizmenizi istiyorum.
											Tamam, bu E'yi iki yoldan
biriyle çizebileceğimiz anlaşıldı
											ve bu aslında bakış açısı alma
testi olarak tasarlandı.
											Size alnında E olan bir kişinin
											iki resmini göstereceğim —
											eski öğrencim, Erika Hall.
											Ve burada görebileceğiniz gibi,
											doğru E bu.
											E'yi başkasına E gözükecek şekilde çizdim.
											Bu bakış açısı alan E,
											çünkü bu başkasının
bakış açısından bir E gibi.
											Ancak buradaki E,
kendine odaklanmış E'dir.
											Kendimize çok sık odaklanırız.
											Ve özellikle de bir kriz anında
kendimize odaklanırız.
									","
											Mais voici le problème :
											la prise de perspective
est difficile à faire.
											Faisons une petite expérience.
											Je veux que vous leviez tous
la main ainsi :
											levez votre doigt.
											Et je veux que vous dessiniez
un E majuscule sur votre front
											aussi rapidement que possible.
											Il s'avère que nous pouvons dessiner ce E
de deux façons différentes
											et ce test a été conçu
pour la prise de perspective.
											Je vais vous montrer deux photos
											de quelqu'un avec un E sur le front —
											une ancienne étudiante, Erika Hall.
											Vous le voyez ici,
											c'est le bon E.
											J'ai dessiné un E pour qu'il puisse
être lu par quelqu'un d'autre.
											C'est le E de la prise de perspective
											car il apparaît comme étant un E
du point de vue d'un autre.
											Mais ce E, ici,
est le E centré sur lui-même.
											Nous sommes souvent
centrés sur nous-mêmes,
											surtout en temps de crise.
									","
											Mas eis o problema:
											A tomada de perspetiva é muito difícil.
											Vamos fazer uma pequena experiência.
											Quero que levantem as mãos assim:
											o vosso dedo — para cima.
											E quero que escrevam
um ""E"" maiúsculo na testa,
											o mais depressa possível.
											Ok, parece que podemos escrever
este ""E"" de duas maneiras possíveis.
											Isto foi originalmente criado como
um teste de tomada de perspetiva.
											Vou mostrar-vos duas fotografias
											de alguém com um ""E"" na sua testa
											— a minha antiga aluna, Erika Hall.
											E podem ver ali,
											que é o ""E"" correto.
											Desenhei a letra de forma
a parecer um ""E"" a outra pessoa.
											Esta é o ""E"" da tomada de perspetiva
											porque parece um ""E""
do ponto de vista de outra pessoa.
											Mas este ""E"" aqui é focado
apenas em si mesmo.
											Estamos muitas vezes focados em nós.
											Particularmente, se estivermos numa crise.
									","
											Aber es gibt da ein Problem:
											Perspektivenwechsel sind schwer.
											Machen wir ein kleines Experiment:
											Halten Sie mal die Hand so,
											den Zeigefinger nach oben.
											Malen Sie jetzt den
Buchstaben E auf Ihre Stirn,
											so schnell wie möglich.
											Wir können das E
auf zwei Weisen malen.
											Dies ist ursprünglich
ein Perspektivwechseltest.
											Schauen Sie sich zwei Fotos an,
											mit jemandem, der ein E auf der Stirn hat.
											Das ist Erika Hall,
meine damalige Studentin.
											Hier sehen Sie
											das richtige E.
											Ich male das E so, dass es
für einen anderen so wie ein E aussieht.
											Das ist das 'Perspektivwechsel-E',
											denn es sieht für mein Gegenüber
so aus wie ein E.
											Dieses E dagegen ist selbst fokussiert.
											Oft fokussieren wir uns
nur auf uns selbst.
											Insbesondere, wenn wir
in einer Krise stecken.
									",How to speak up for yourself,Adam Galinsky,15:08,"motivation,business,communication,decision-making,empathy,personal growth,leadership,identity,personality,relationships,society,TEDx,work,women in business"
"
","
","
","
","
",How to speak up for yourself,Adam Galinsky,15:08,"motivation,business,communication,decision-making,empathy,personal growth,leadership,identity,personality,relationships,society,TEDx,work,women in business"
"
											I want to tell you
about a particular crisis.
											A man walks into a bank
in Watsonville, California.
											And he says, ""Give me $2,000,
											or I'm blowing the whole bank
up with a bomb.""
											Now, the bank manager
didn't give him the money.
											She took a step back.
											She took his perspective,
											and she noticed something
really important.
											He asked for a specific amount of money.
									","
											Size bir kriz anı anlatmak istiyorum.
											Bir adam Watsonville, Kaliforniya'da
bir bankaya yürüyor.
											Ve, ""Bana 2 bin dolar verin,
											yoksa tüm bankayı havaya uçururum."" diyor.
											Banka müdürü ona parayı vermiyor.
											Bir adım geri çekiliyor.
											Onun bakış açısını alıyor
											ve önemli bir şeyi fark ediyor.
											Belirli bir miktarda para istiyor.
									","
											Je veux vous parler
d'une crise en particulier.
											Un homme rentre dans une banque
à Watsonville, en Californie.
											Il dit : « Donnez-moi 2 000 dollars
											ou je fais exploser la banque
avec une bombe. »
											La directrice de la banque
ne lui a pas donné l'argent.
											Elle a pris du recul.
											Elle a pris sa perspective
											et a remarqué quelque chose
de très important.
											Il avait demandé
une somme d'argent précise.
									","
											Quero falar-vos
de uma crise em particular.
											Um homem entra num banco
em Watsonville, na Califórnia e diz:
											""Dê-me 2000 dólares,
											""ou faço o banco ir pelo ar
com uma bomba.""
											A gestora do banco não lhe deu o dinheiro.
											Deu um passo atrás.
											Assumiu a perspetiva dele
											e percebeu algo muito importante.
											Ele tinha pedido uma quantia
específica de dinheiro.
									","
											Einmal gab es eine ganz besondere Krise.
											In Watsonville, Kalifornien,
kam ein Mann in die Bank.
											Er sagte: ""Geben Sie mir 2.000 USD
											oder die Bank fliegt in die Luft.""
											Die Bankleiterin gab ihm das Geld nicht.
											Sie wechselte die Perspektive.
											Sie nahm seine Perspektive ein
											und merkte etwas Wichtiges.
											Er wollte einen ganz bestimmten Betrag.
									",How to speak up for yourself,Adam Galinsky,15:08,"motivation,business,communication,decision-making,empathy,personal growth,leadership,identity,personality,relationships,society,TEDx,work,women in business"
