pt,tr,en,de,title,speaker,duration,tags
"
","
","
","
",A shark-deterrent wetsuit (and it's not what you think),Hamish Jolly,12:32,"TEDx,biomimicry,design,oceans,sports"
"
											Eu queria testar esta ideia.
											Queria introduzir alguma ciência
											neste indício tradicional,
											porque, se a ciência apoiasse este conceito,
											podia haver, pelo menos, 
uma parte da solução
											para os ataques de tubarões, 
mesmo em frente do nosso nariz.
											Para isso, precisava de alguns especialistas
											em visão de tubarões e neurologia 
de tubarões,
											e, de novo, uma pesquisa mundial
											efectuada pela Universidade da A.O.
											aqui mesmo ao pé do Instituto dos Oceanos.
											E o professor Nathan Hart e a sua equipa
											tinham acabado de escrever um artigo 
que nos diz,
											que confirma que os tubarões predatórios
											vêem a preto e branco, 
ou seja, numa escala de cinzentos.
											Assim, telefonei a Nathan,
											um bocado envergonhado com a ideia
											de que talvez pudéssemos 
usar esses padrões e formas
											para fabricar um fato de mergulho, para
tentar minimizar o risco de ataque de tubarões,
											e, felizmente, ele achou que 
era uma boa ideia.
											Então, o que se seguiu foi 
uma primeira pesquisa de colaboração
											apoiada pelo governo estatal 
da Austrália Ocidental.
											E fizemos três coisas importantes.
											A primeira é que mapeámos as características,
											as características físicas dos olhos
											dos três principais tubarões predatórios,
											ou seja, o grande tubarão branco, 
o tubarão-tigre e o tubarão-touro.
											Fizemos isso geneticamente
											e fizemo-lo anatomicamente.
											A seguir, tentámos perceber,
											usando modelos computacionais complexos,
											o que aquele olho conseguia ver
											a diferentes profundidades, distâncias,
											condições de luz, e claridade da água 
no oceano.
											E a partir daí, conseguimos localizar
											duas características principais:
											quais os padrões e as formas 
que o utilizador apresenta
											escondidas ou difíceis de distinguir 
na água, crípticas,
											e quais os padrões e formas 
que podiam proporcionar
											o maior contraste, mas proporcionavam
											a maior quebra de perfil
											de modo que a pessoa não fosse confundida 
com uma presa de tubarão
											ou comida de tubarão.
									","
											Bu fikri test etmek istedim.
											Bu hikâyelere dayalı kanıtlara
											biraz bilim eklemek istedim,
											çünkü eğer bilim bu görüşü desteklerse,
											o zaman burnumuzun dibindeki köpek balığı saldırılarına
											bir nebze olsun çözümümüz olabilir.
											Bunu yapmak için, köpek balığı görüşü ve
											köpek balığı sinir biliminde bazı uzmanlara ihtiyacım vardı
											ve dünya çapında bir araştırma beni tekrar
											University of W.A. (Batı Avustralya Üniversitesi)'ya götürdü,
											burada yanıbaşında Okyanus Enstitüsü olan.
											Profesör Nathan Hart ve ekibi,
											yırtıcı köpek balıklarının siyah-beyaz veya gri tonda
											gördüklerini teyit eden, bunu söyleyen
											yeni bir makale yazmışlardı.
											Bunun üzerine Nathan'ı bu fikir hakkında aradım,
											aslında biraz da korkarak,
											belki bu desen ve şekilleri köpek balığı saldırısı riskini
											azaltmaya çalışmak için dalış kıyafeti üretmek üzere kullanabiliriz diye
											ve neyse ki, o da bunun iyi bir fikir olduğunu düşündü.
											Böylece Batı Avustralya Eyalet İdaresi tarafından desteklenen
											işbirliğine dayalı bir araştırma ortaya çıktı.
											Ve üç önemli şey yaptık.
											Öncelikle üç ana yırtıcı köpek balığının,
											yani büyük beyaz, kaplan ve boğa köpek balığının
											gözlerinin karakteristiklerini,
											fiziksel karakteristiklerini çıkardık.
											Bunu genetik olarak yaptik ve
											bunu anatomik olarak yaptık.
											Yaptığımız bir sonraki şey,
											kompleks bilgisayar modellemeyi kullanarak
											gözün farklı derinliklerde, mesafelerde,
											ışık koşulları ve okyanustaki su berraklığında
											ne gördüğünü anlamaktı.
											Ve bundan sonra iki temel karakteristiği
											saptamayı başardık:
											Hangi desenler ve şekiller giyeni suda gizli
											veya zor anlaşılır, kriptik olarak gösterir
											ve hangi desenler ve şekiller en fazla
											kontrastı, daha bozuk bir görünüşü sağlar.
											Bu sayede kişi köpek balığı
											avı veya köpek balığı yemi
											ile karıştırılmaz.
									","
											I wanted to test this idea.
											I wanted to put some science
											to this anecdotal evidence,
											because if science could support this concept,
											then we might have at least part of the solution
											to shark attack right under our very nose.
											To do that, I needed some experts
											in shark vision and shark neurology,
											and a worldwide search, again,
											led to the University of W.A.
											on the doorstep here, with the Oceans Institute.
											And professor Nathan Hart and his team
											had just written a paper which tells us,
											confirms that predatory sharks see
											in black and white, or grayscale.
											So I called up Nathan,
											a little bit sheepishly, actually, about this idea
											that maybe we could use these patterns and shapes
											to produce a wetsuit to try and
mitigate the risk of shark attack,
											and fortunately, he thought that was a good idea.
											So what ensued is a collaborative bit of research
											supported by the West Australian State Government.
											And we did three key things.
											The first is that we mapped the characteristics,
											the physical characteristics of the eyes
											of the three main predatory sharks,
											so the great white, tiger and bull shark.
											We did that genetically
											and we did that anatomically.
											The next thing we did was to understand,
											using complex computer modeling,
											what that eye can see
											at different depths, distances,
											light conditions, and water clarity in the ocean.
											And from there, we were able to pinpoint
											two key characteristics:
											what patterns and shapes would present the wearer
											as hidden or hard to make out in the water, cryptic,
											and what patterns and shapes might provide
											the greatest contrast but provide the greatest
											breakup of profile
											so that that person wasn't confused for shark prey
											or shark food.
									","
											Beeinflusst der Gedanke, 
dass es darin einen wahren Kern gibt,
											der über viele Generationen
											weitergegeben wird,
											nicht auch das Verhalten von Menschen?
											Ich wollte das wissenschaftlich testen.
											Denn sollte sich herausstellen,
											dass dieses Konzept aufgeht,
											so hätten wir jedenfalls teilweise
die Lösung des Problems gefunden.
											Hierfür brauchte ich Experten
											für das Sehvermögen und 
die Neurologie von Haien.
											Meine neue, weltweite Suche
											brachte mich zur W.-A.-Universität,
ihrer Abteilung für Meeresforschung.
											Prof. Nathan Hart und sein Team dort
											hatten gerade ein Dokument veröffentlicht,
											das besagt, dass Raubhaie in Schwarz,
Weiß und Grauschattierungen sehen.
											Ich rief Nathan an und erzählte ihm —
											etwas verlegen — von dieser Idee:
											Man könnte diese Muster und Formen
											doch für Neoprenanzüge nutzen,
											um das Angriffsrisiko zu verringern.
											Zum Glück fand er diese Idee gut.
											Mit Hilfe der Regierung Westaustraliens
											begannen wir eine Untersuchung
											mit drei Hauptteilen:
											Erfassung der physischen Merkmale 
der Augen der drei größten Raubhaie —
											Weißer Hai, Tiger- und Bullenhai —
											sowohl genetisch als auch anatomisch.
											Dann untersuchten wir

											mit komplexer Computersimulation,
											was Haiaugen im Meer sehen können:
											in diversen Tiefen, Entfernungen,
											Lichtverhältnissen und Wassertrübungen.
											Hieraus ergaben sich dann
zwei Hauptmerkmale:
											Die Muster und Formen, die ihre Träger
											im Wasser kaum bis unsichtbar machen,
											den Träger also verbergen.
											Und diejenigen Muster, 
die maximalen Kontrast erzeugen
									",A shark-deterrent wetsuit (and it's not what you think),Hamish Jolly,12:32,"TEDx,biomimicry,design,oceans,sports"
"
","
","
","
",A shark-deterrent wetsuit (and it's not what you think),Hamish Jolly,12:32,"TEDx,biomimicry,design,oceans,sports"
"
											A seguir, precisávamos de transformar isso
											em fatos de mergulho 
que as pessoas pudessem usar,
											e, para isso, convidei Ray Smith,
											um surfista, ""designer"" industrial, 
""designer"" de fatos de mergulho,
											o tipo que desenhou o logótipo original 
Quicksilver,
											para aparecer e juntar-se 
à equipa científica
											e interpretar aquela ciência
											em fatos de mergulho estéticos 
que as pessoas pudessem usar.
											E eis aqui um exemplo 
de um dos primeiros desenhos.
											Portanto, isto é aquilo a que eu chamo 
um fato de mergulho ""não-me-comas"".
											Agarra naquela ideia das listras, 
muito visíveis,
											fornece um perfil altamente perturbador,
											e pretende impedir o tubarão
											de achar que somos comida vulgar,
											e possivelmente até confundir o tubarão.
											E este está configurado para 
uma prancha de ""surf"".
											Podemos ver aquela mancha 
escura e opaca na frente,
											e é melhor especialmente para a superfície,
											onde o facto de estar iluminado por detrás, 
formando uma silhueta
											é problemático.
											A segunda iteração 
é o fato de mergulho críptico,
											ou o fato que tenta esconder quem o usa
											na coluna de água.
											Há três painéis neste fato
											e, em determinadas situações,
											um painel destes, ou mais,
											acompanha o espectro reflexivo da água
											de modo a desaparecer total ou parcialmente,
											deixando o último ou últimos painéis
											criar um perfil perturbador 
na coluna de água.
											E este está especialmente bem adequado
											à configuração de mergulho.
											quando estamos mais profundamente na água.
									","
											Bir sonraki yapmamız gereken şey, bunu insanların
											gerçekte giyebileceği dalış kıyafetlerine çevirmekti
											ve bu sebeple bir sörfçü, endüstriyel tasarımcı,
											dalış kıyafeti tasarımcısı olan Ray Smith'i davet ettim,
											ki kendisi aslında orijinal Quiksilver logosunu tasarımlayan kişiydi,
											gelip bilim ekibiyle oturarak
											bu bilimi insanların giyebileceği
											estetik dalış kıyafetlerine dönüştürecekti.
											Ve işte ilk çizimlerden bir örnek.
											Bu, benim ""beni yeme"" olarak adlandırdığım dalış kıyafeti.
											İşte bu kıyafet, bantlama fikrini alıyor,
											bantlama fikrini alıyor, oldukça dikkat çekici,
											oldukça rahatsız edici bir profil sağlıyor,
											köpek balığını sıradan bir yiyecek olabileceğiniz
											fikrinden alıkoymak için tasarlanmış
											ve köpek balığında kafa karışıklığı dahi yaratabilir.
											Ve bir sörf tahtası ile de beraber kullanılmak üzere tasarlanmıştır.
											Öndeki koyu, opak parçayı görüyorsunuz
											ve bu özellikle arkadan ışığın gelip
											bir siluet yaratmasının problem olduğu bir durumda
											yüzey için daha iyi.
											İkinci iterasyon ise kriptik dalış kıyafeti
											veya giyen kişiyi su sütununda
											saklamaya çalışanı.
											Bu giyside üç tane parça bulunuyor
											ve hangi koşulda olursa olsun
											bu parçalardan biri veya birkaçı
											tamamen veya kısmen kaybolmak için
											suyun yansıtıcı tayfına uyacaktır,
											son parça veya parçalar da su sütununda
											karmaşa sağlayan bir profil yaratacaktır.
											Bu kıyafet de, özellikle dalış konfigürasyonu için
											daha uygundur,
											yani suyun derinlerindeyken.
									","
											The next thing we needed to do was to convert this
											into wetsuits that people might actually wear,
											and to that end, I invited Ray Smith,
											a surfer, industrial designer, wetsuit designer,
											and in fact the guy that designed
the original Quiksilver logo,
											to come over and sit with the science team
											and interpret that science
											into aesthetic wetsuits that
people might actually wear.
											And here's an example of one of the first drawings.
											So this is what I call a ""don't eat me"" wetsuit.
											So this takes that banding idea,
											takes that banding idea, it's highly visible,
											provides a highly disruptive profile,
											and is intended to prevent the shark
											from considering that you would be ordinary food,
											and potentially even create confusion for the shark.
											And this one's configured to go with a surfboard.
											You can see that dark, opaque panel on the front,
											and it's particularly better for the surface,
											where being backlit and providing a silhouette
											is problematic.
											Second iteration is the cryptic wetsuit,
											or the one which attempts to hide the wearer
											in the water column.
											There are three panels on this suit,
											and in any given conditions,
											one or more of those panels
											will match the reflective spectra of the water
											so as to disappear fully or partially,
											leaving the last panel or panels
											to create a disruptive profile in the water column.
											And this one's particularly well-suited
											to the dive configuration,
											so when you're deeper under the water.
									","
											und gleichzeitig den besten Profilbruch,
											sodass die Person nicht
											als Beute oder Futter 
des Hais gesehen wird.
											Als Nächstes galt es, das Herausgefundene
											auf tragbare Neoprenanzüge anzuwenden.
											Dafür lud ich Ray Smith ein —
											einen Surfer und Designer,
											der übrigens das Quiksilver Logo
entworfen hat —
											mit mir und dem Team
											die Forschung auf optisch ansprechende
											und tragbare Neoprenanzüge zu übertragen.
											Hier ein Beispiel der ersten Entwürfe:
											Ich nenne ihn den
											""Friss-mich-nicht""-Neoprenanzug.
											Er hat diese Streifen,
(Lachen)
											ist im Wasser gut sichtbar
											und erzeugt ein stark störendes Profil.
											Der Hai soll von der Idee abkommen,
											Sie als Futter zu sehen
											und ihn vielleicht sogar verwirren.
											Dieses Modell passt zu einem Surfbrett.
											Es hat dunkle, deckende Teile vorn
											und wirkt besonders gut 
an der Wasseroberfläche,
											wo Licht von hinten
											und Silhouetten ein Problem sind.
											Eine zweite Option ist 
ein Anzug mit Tarnfunktion.
											Er verbirgt seinen Träger im Wasser.
											Dieser Anzug hat drei Flächen,
											von der stets mindestens eine

											zum reflektierenden Wasserspektrum passt
											und man teilweise oder ganz verschwindet.
											Die anderen Flächen erzeugen dann
									",A shark-deterrent wetsuit (and it's not what you think),Hamish Jolly,12:32,"TEDx,biomimicry,design,oceans,sports"
"
","
","
","
",A shark-deterrent wetsuit (and it's not what you think),Hamish Jolly,12:32,"TEDx,biomimicry,design,oceans,sports"
"
											Sabíamos, pois, que tínhamos ali
											uma ciência bem sólida.
											Sabíamos que, se nos queríamos destacar,
											precisávamos de ter um aspecto listrado,
											e sabíamos que, se queríamos 
passar despercebidos,
											precisávamos de ter este aspecto.
											Mas o teste difícil vai ser sempre,
											como é que os tubarões 
se comportam realmente
											no contexto destes padrões e formas.
											E fazer um teste, simulando uma pessoa 
num fato de mergulho
											na água, com um tubarão predatório
											num ambiente natural,
											é de facto muito mais difícil 
do que possam pensar.
											(Risos)
									","
											Biliyorduk ki, burada gerçekten de
											sağlam bir bilgiye sahibiz.
											Biliyorduk ki, eğer dikkat çekmek istiyorsanız,
											çizgili görünmek zorundaydınız
											ve biliyorduk ki, eğer kriptik olmak istiyorsanız,
											buna benzemek zorundaydınız.
											Ancak köpek balıklarının bu desen ve şekiller söz konusu olduğunda
											gerçekten nasıl davranacağına
											ilişkin asit testi her zaman olacaktır.
											Ve doğal ortamındaki yırtıcı bir köpek balığı ile birlikte
											suyun içinde dalış kıyafeti giyen
											bir kişiyi simule etmek için test yapmak
											aslında düşündüğünüzden daha zor olabilir.
											(Gülüşmeler)
									","
											So we knew that we had
											some really solid science here.
											We knew, if you wanted to stand out,
											you needed to look stripy,
											and we knew if you wanted to be cryptic,
											you needed to look like this.
											But the acid test is always going to be,
											how would sharks really behave
											in the context of these patterns and shapes.
											And testing to simulate a person in a wetsuit
											in the water with a predatory shark
											in a natural environment
											is actually a lot harder than you might think.
											(Laughter)
									","
											das Störprofil für die Wassertiefe.
											Dieses Modell ist besonders geeignet
											für das Tauchen,
											wenn man also tiefer unter Wasser ist.
											Wir wusste also, dass wir hier
											wissenschaftlich fundiert vorgingen.
											Uns war klar, um aufzufallen, 
braucht man den Streifen-Look,
											und um sich zu verbergen,
											muss man so aussehen.
											Doch die Feuerprobe
											besteht in der Reaktion des Hais
											auf diese Muster und Formen.
									",A shark-deterrent wetsuit (and it's not what you think),Hamish Jolly,12:32,"TEDx,biomimicry,design,oceans,sports"
"
","
","
","
",A shark-deterrent wetsuit (and it's not what you think),Hamish Jolly,12:32,"TEDx,biomimicry,design,oceans,sports"
"
											Por isso, temos que pôr isco 
num equipamento,
											porque precisamos de obter 
o número estatístico
											de amostras para obter a prova científica,
											e, ao pôr um isco no equipamento,
											estamos obviamente a alterar 
o comportamento do tubarão.
											Não podemos pôr seres humanos na água.
											Estamos eticamente impedidos de usar
											formas humanóides e 
de colocá-las na água como iscos.
											Mas, apesar de tudo, começámos 
com o processo dos testes
											em Janeiro deste ano.
											Inicialmente com os tubarões-tigre
											e, subsequentemente, 
com os tubarões brancos.
											A forma como fizemos isso
											foi arranjar um tambor perfurado 
cheio de isco,
											envolvido numa pele de neopreno,
											e depois pusemos 
duas câmaras estéreo submarinas
											para observar como o tubarão reage 
àquele equipamento.
											E, como usamos estéreo,
											podemos captar todas as estatísticas 
sobre o tamanho do tubarão,
											qual o ângulo em que ele aparece, 
a que velocidade se vai embora,
											e qual é o seu comportamento,
											duma forma mais empírica do que subjectiva.
											Como precisávamos 
de preservar o método científico,
											pusemos um equipamento de controlo
											que era um equipamento de neopreno preto
											como um fato de mergulho preto normal,
											em contraponto daquilo a que chamamos
											o equipamento de tecnologia SAMS.
											E os resultados não só foram excitantes,
											como encorajadores.
											Hoje queria dar-vos um instantâneo
											de dois desses comportamentos.
									","
											Yani tuzak kurmak zorundaydık,
											çünkü bilimsel kanıt elde etmek için
											yeterli sayıda numuneyi almaya ihtiyacımız vardı
											ve tuzak kurarak bariz olarak
											köpek balığının davranışını değiştiriyoruz.
											İnsanları suya koyamıyoruz.
											Suda insana benzer şekiller kullanarak tuzak
											kurmamız dahi etik olarak mümkün değil.
											Ancak bütün bunlara rağmen, test etme sürecine
											bu yılın Ocak ayında
											önce kaplan köpek balıkları ile,
											ardından da büyük beyaz köpek balıkları ile başladık.
											Bunu yapmamızın yolu,
											içi yemle dolu bir delikli bidon alarak suni kauçukla
											sarmalayıp,
											sonra da köpek balığının bu tuzağa
											ne şekilde davrandığını seyretmek üzere iki stereo su altı kamerası ile çekim yapmaktı.
											Stereo kullandığımız için de,
											köpek balığının ne büyüklükte olduğu, hangi açıdan geldiği,
											ne hızda ayrıldığı ve davranışının nasıl olduğu
											konusunda subjektif değil, gözleme dayalı
											tüm istatistikleri elde edebiliyorduk.
											Bilimsel metodu korumamız gerektiği için de,
											normal siyah bir dalış kıyafetine benzeyen
											siyah bir suni kauçuk tuzak
											olan kontrol tuzağını
											SAMS teknolojisi tuzağı adını verdiğimiz
											olanla karşılaştırdık.
											Sonuçlar sadece heyecan verici değil,
											aynı zamanda umut vericiydi
											ve size bugün bu deneylerin
											ikisinden görüntüler göstermek istiyorum.
									","
											So we have to bait the rig,
											because we need to get the statistical number
											of samples through to get the scientific evidence,
											and by baiting the rig,
											we're obviously changing shark behavior.
											We can't put humans in the water.
											We're ethically precluded from even using
											humanoid shapes and baiting them up in the water.
											But nevertheless, we started the testing process
											in January of this year,
											initially with tiger sharks
											and subsequently with great white sharks.
											The way we did that
											was to get a perforated drum which is full of bait,
											wrap it in a neoprene skin,
											and then run two stereo underwater cameras
											to watch how the shark
actually engages with that rig.
											And because we use stereo,
											we can capture all the statistics
on how big the shark is,
											what angle it comes in at, how quickly it leaves,
											and what its behavior is
											in an empirical rather than a subjective way.
											Because we needed to
preserve the scientific method,
											we ran a control rig
											which was a black neoprene rig
											just like a normal black wetsuit
											against the, what we call,
											SAMS technology rig.
											And the results were not just exciting,
											but very encouraging,
											and today I would like to just give you a snapshot
											of two of those engagements.
									","
											Einen solchen Test —
											eine Person im Wasser
											plus ein Raubhai
											in natürlicher Umgebung —
											ist viel schwieriger, als Sie denken.
											(Lachen)
											Wir müssen die Ausrüstung 
mit Ködern bestücken,
											um genügend Testläufe
											für eine relevante Statistik zu bekommen.
											Damit beeinflussen wir aber
											das Verhalten des Hais.
											Wir können keine Menschen
als Köder nehmen,
											und ethisch gesehen, auch keine Formen,
											die menschlichen Körpern ähneln.
											Trotzdem begannen wir die Tests
											dieses Jahr im Januar.
											Erst mit dem Tigerhai,
											danach mit dem Weißen Hai.
											Wir packten hierfür
											eine perforierte Trommel voller Köder
											in eine Neoprenhülle,
											und filmten dann mit 2 Stereokameras,
											wie der Hai damit umging.
											Die Stereokameras 
lieferten uns alle Daten:
											die Größe des Hais,
											von wo er kommt,
											wie lange er bleibt,
											und wie er sich verhält —
											empirisch, nicht subjektiv gesehen.
											Da wir dabei wissenschaftlich arbeiteten,
											testeten wir als Kontrollversion
									",A shark-deterrent wetsuit (and it's not what you think),Hamish Jolly,12:32,"TEDx,biomimicry,design,oceans,sports"
"
","
","
","
",A shark-deterrent wetsuit (and it's not what you think),Hamish Jolly,12:32,"TEDx,biomimicry,design,oceans,sports"
"
											Temos aqui um tubarão-tigre de 4 metros
											a atacar o equipamento de controlo preto,
											que encontrara cerca de
											um minuto e meio antes.
											Este mesmo tubarão tinha sido atraído,
											ou encontrado este equipamento SAMS,
											que é o equipamento Elude SAMS,
											cerca de oito minutos antes,
											e passara seis minutos à roda dele, 
tentando encontrá-lo,
											procurando o que podia cheirar e sentir 
mas não conseguia ver,
											e este foi o resultado final.
											Os tubarões brancos são mais confiantes 
do que os tigres,
											e vemos aqui um tubarão branco
											a atacar um equipamento de controlo,
											ou seja um fato de mergulho 
de neopreno preto,
											a mergulhar directamente até ao fundo,
											a voltar acima
											e a atacar.
											Em contraste com o 
equipamento de tecnologia SAMS,
											ou seja, o que tem listras,
											em que ele é mais táctil,
											é mais investigativo,
											é mais apreensivo,
											e mostra relutância de avançar 
directamente e ir-se embora
											(Aplausos)
									","
											İşte burada yaklaşık bir buçuk dakika
											önce karşılaştığı
											siyah kontrol tuzağı ile ilgilenen
											dört metrelik bir kaplan köpek balığımız var.
											Aynı köpek balığı yaklaşık sekiz dakika önce
											bu SAMS tuzağıyla, Elude SAMS
											tuzağıyla uğraşmıştı
											veya karşılaşmıştı,
											altı dakika çevresinde dolanarak,
											avlanmaya çalışarak, koklayıp hissetmeye çalışarak
											zaman harcamış, ancak görememişti ve bu son yaptığı hareketti.
											Büyük beyaz köpek balıkları, kaplan köpek balıklarından daha çok kendine güvenir
											ve burada büyük beyaz köpek balığının
											kontrol tuzağıyla karşılaşmasını görüyorsunuz,
											işte siyah suni kauçuk dalış elbisesi
											ve doğrudan altına doğru gidiyor,
											yukarı yönelip
											üzerine atlıyor.
											SAMS teknolojisi tuzağının tam tersi,
											bu ise bantlı olanı,
											burada daha duyarlı,
											daha araştırmacı,
											daha kaygılı
											ve doğrudan gelip saldırmak konusunda tereddüt gösteriyor.
											(Alkış)
									","
											So here we've got a four-meter tiger shark
											engaging the black control rig,
											which it had encountered about
											a minute and a half before.
											Now that exact same shark had engaged,
											or encountered this SAMS rig,
											which is the Elude SAMS rig,
											about eight minutes before,
											and spent six minutes circling it, hunting for it,
											looking for what it could
smell and sense but not see,
											and this was the final engagement.
											Great white sharks are more
confident than the tigers,
											and here you see great white shark
											engaging a control rig,
											so a black neoprene wetsuit,
											and going straight to the bottom,
											coming up
											and engaging.
											In contrast to the SAMS technology rig,
											this is the banded one,
											where it's more tactile,
											it's more investigative,
											it's more apprehensive,
											and shows a reluctance to come straight in and go.
											(Applause)
									","
											eine schwarz gefärbte Neoprenhülle,
											die wie der normale Anzug aussah,
											gegen die sogenannten 
SAMS-Technology Variante.
											Die Ergebnisse waren nicht nur aufregend,
											sondern auch sehr ermutigend.
											Ich möchte Ihnen zwei Aufnahmen zeigen,
											von beiden Testläufen.
											Hier sehen Sie den 
vier Meter langen Tigerhai,
											der mit der schwarzen Hülle 
beschäftigt ist,
											die er erst eineinhalb Minuten 
zuvor gefunden hat.
											Exakt derselbe Hai hatte
knapp acht Minuten davor
											das SAMS-Modell gefunden
											und es sechs Minuten lang umrundet,
											versucht, zu erkennen,
											was er roch, fühlte, aber nicht sah.
											Und hier gibt er schließlich auf.
											Große weiße Haie sind 
selbstsicherer als Tigerhaie.
											Hier sehen Sie einen am Kontrollmodell
											mit der schwarzen Hülle.
											Er schwimmt direkt nach unten,
dann hoch ...
											... und greift an.
											Ganz anders beim SAMS-Modell
											mit den Streifen.
									",A shark-deterrent wetsuit (and it's not what you think),Hamish Jolly,12:32,"TEDx,biomimicry,design,oceans,sports"
"
","
","
","
",A shark-deterrent wetsuit (and it's not what you think),Hamish Jolly,12:32,"TEDx,biomimicry,design,oceans,sports"
"
											Para nós é importante que todos os testes 
sejam feitos independentemente,
											e a Universidade da A. O. 
está a fazer os testes.
											Vai ser um processo prolongado.
											Está sujeito à revisão dos pares 
e sujeito a publicação.
											É muito importante que este conceito
											seja liderado pela ciência.
											Na perspectiva do 
Shark Attack Mitigation Systems,
											somos uma empresa 
de licenciamento de biotecnologia,
											portanto não fazemos fatos de mergulho.
											Licenciamos terceiros que os fazem.
									","
											Bizim için bütün testlerin bağımsız olarak yapılması önemli
											ve testleri Batı Avustralya Üniversitesi yapıyor.
											Bu devam eden bir süreç olacak.
											Emsal değerlendirmeleri yapılacak ve yayınlar çıkarılacak.
											Bu konseptin bilimle
											yürütülmesi çok önemli.
											Köpek balığı Saldırısı Azaltma Sistemleri'nin bakış açısına göre,
											biz bir biyoteknoloji lisanslama şirketiyiz,
											yani dalış kıyafetlerini tek başımıza yapmıyoruz.
											Bunu yapmaları için başkalarına lisans vereceğiz.
									","
											So, it's important for us that all 
the testing is done independently,
											and the University of W.A. is doing the testing.
											It'll be an ongoing process.
											It's subject to peer review and subject to publication.
											It's so important that this concept
											is led with the science.
											From the perspective of Shark 
Attack Mitigation Systems,
											we're a biotechnology licensing company,
											so we don't make wetsuits ourselves.
											We'll license others to do that.
									","
											Dort ist er viel zögerlicher,
											etwas untersuchender,
											er ist vorsichtiger und zögert,
											direkt zum Modell zu schwimmen.
											(Lachen)
											(Applaus)
											Für uns ist wichtig,

											dass die Tests unabhängig gemacht werden.
											Die W.-A.-Universität macht die Tests,
											das ist ein andauernder Prozess,
									",A shark-deterrent wetsuit (and it's not what you think),Hamish Jolly,12:32,"TEDx,biomimicry,design,oceans,sports"
"
","
","
","
",A shark-deterrent wetsuit (and it's not what you think),Hamish Jolly,12:32,"TEDx,biomimicry,design,oceans,sports"
"
											Mas pensei que vocês 
podiam estar interessados
											em ver como é a tecnologia SAMS
											inserida num fato de mergulho e, 
para isso,
											pela primeira vez, ao vivo, 
a nível mundial...
											(Risos)
											... posso mostrar-vos o que 
a adaptação biológica,
											a ciência e o ""design"" parecem na vida real.
											Por isso, posso dar as boas-vindas a 
Sam, o surfista.
											Sam, onde é que estás?
											(Aplausos)
											E Eduardo.
											(Aplausos)
											Olá, companheiro.
											Olá.
											Obrigado, meus senhores.
									","
											SAMS teknolojisinin dalış kıyafetine
											uyarlanmış hâlini görmek istersiniz
											diye düşündüm, bu sebeple,
											ilk kez canlı olarak tüm dünyada...
											(Gülüşmeler)
											Size biyolojik adaptasyonun,
											bilim ve tasarımın gerçek hayatta nasıl göründüğünü gösterebilirim.
											İşte sörfçü Sam'i davet ediyorum
											bu taraftan. Neredesin Sam?
											(Alkış)
											Ve Eduardo.
											(Alkış)
											Sağol dostum.
											Teşekkürler.
											Teşekkürler, baylar. (Alkış)
									","
											But I thought you might be interested
											in seeing what SAMS technology looks like
											embedded in a wetsuit, and to that end,
											for the first time, live, worldwide —
											(Laughter) —
											I can show you what biological adaptation,
											science and design looks like in real life.
											So I can welcome Sam, the surfer,
											from this side. Where are you, Sam?
											(Applause)
											And Eduardo.
											(Applause)
											Cheers, mate.
											Cheers.
											Thanks, gentlemen. (Applause)
									","
											der von Experten beurteilt 
und veröffentlicht wird.
											Es ist sehr wichtig,
											dass dieses Projekt 
wissenschaftlich durchgeführt wird.
											Und aus der SAMS-Sicht sage ich:
											Wir vergeben Lizenzen für Biotechnologie,
											das heißt, wir produzieren 
keine Anzüge selbst.
											Wir geben anderen die Lizenz,
das zu machen.
											Vielleicht wollen Sie noch gerne sehen,
											wie die SAMS-Technologie
dann umgesetzt aussieht.
											Dafür zeige ich Ihnen —
											zum weltweit ersten Mal live —
											(Lachen)
									",A shark-deterrent wetsuit (and it's not what you think),Hamish Jolly,12:32,"TEDx,biomimicry,design,oceans,sports"
"
","
","
","
",A shark-deterrent wetsuit (and it's not what you think),Hamish Jolly,12:32,"TEDx,biomimicry,design,oceans,sports"
