en,tr,de,es,title,speaker,duration,tags
"
","
","
","
",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
											And that plastic we collect,
											and we add value to,
											we sort it,
											we remove labels,
											we remove caps.
											We either shred it
											or we pack it into bales
and get it ready for export.
											Now, it's no different
than walking over acres of diamonds.
											If Lise was to walk over acres of diamonds
											but there was no store, no bank,
											no way to use the diamonds,
no way to exchange them,
											they'd be worthless, too.
											And Lise was widowed
											after the 2010 Haitian earthquake,
											left homeless without an income.
											And as a result of the program,
											Lise can afford her two
daughters' school tuition
											and uniforms.
									","
											Plastiği topluyoruz,
											değer ekliyoruz,
											ayrıştırıyoruz,
											etiketleri kaldırıyoruz,
											kapakları çıkartıyoruz.
											Ya parçalara ayırıyoruz
											ya da balyalar halinde paketleyip
ihracat için hazırlıyoruz.
											Elmas dolu bir arazide
yürümekten hiç de farklı değil.
											Lisa elmas arazisinde yürüyor olsa
											fakat elmasları değerlendirecek
											mağaza, banka veya takas yapacak
hiçbir yol olmasa,
											elmaslar da değersiz olurdu.
											2010 Haiti depreminden sonra
											Lisa eşini kaybetti
											ve evsiz ve gelirsiz kaldı.
											Bu program sayesinde,
											Lisa iki kızının da
okul ve forma masraflarını
											karşılayabiliyor.
									","
											Dem von uns gesammelten Plastik
geben wir einen Mehrwert.
											Wir sortieren es, entfernen Etiketten,
											wir entfernen Deckel.
											Entweder schreddern wir es
oder verpacken es zu Ballen
											und bereiten es zum Export vor.
											Es ist nicht anders,
als über Diamantwiesen zu laufen.
											Wenn Lise über Diamantwiesen liefe,
											aber es keinen Laden, keine Bank gäbe,
											keine Art, die Diamanten zu verwenden
oder einzutauschen,
											dann wären sie auch wertlos.
											Lise ist seit dem Erdbeben
2010 auf Haiti verwitwet.
											Sie hatte weder Obdach noch Einkommen.
											Mit Hilfe dieses Programms
											kann Lise das Schulgeld
für ihre zwei Töchter bezahlen
											sowie Schuluniformen.
									","
											Y ese plástico que recolectamos
											y al que agregamos valor,
											lo clasificamos,
											le quitamos las etiquetas,
											le quitamos las tapas.
											Lo trituramos,
											o lo embalamos y lo dejamos
listo para la exportación.
											Ahora, esto es lo mismo que caminar
sobre una mina de diamantes.
											Si Lise caminara sobre
una mina de diamantes
											pero no hubiera tienda, ni banco,
											ni forma de usarlos o canjearlos,
											los diamantes no valdrían nada tampoco.
											Lise enviudó
											después del terremoto de 2010 en Haití;
											se quedó sin casa y sin ingresos.
											Gracias al programa,
											Lise puede pagar
la escuela de sus dos hijas
											y puede comprarles los uniformes.
									",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
","
","
","
",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
											Now, that plastic
											we sell.
											We sell it to suppliers of great brands
											like Marks and Spencer,
											who have commissioned
the use of social plastic
											in their products.
											Or like Henkel,
											the German consumer-goods company,
											who are using social plastic
directly into their manufacturing.
											We've closed the loop
											in the circular economy.
											Now buy shampoo
											or laundry detergent
											that has social plastic packaging,
											and you are indirectly contributing
											to the extraction of plastic
from ocean-bound waterways
											and alleviating poverty
											at the same time.
									","
											Bu plastiği...
											satıyoruz.
											Marks and Spencer gibi büyük markaların
											tedarikçilerine satılıyor.
											Bu markalar sosyal plastiği
											ürünlerinde kullanıyor.
											Örneğin, Alman şirketi Henkel
											sosyal plastiği doğrudan
üretimde kullanıyor.
											Geri dönüşüm ekonomisindeki
											açığı kapattık.
											Plastik paketleme içinde
											şampuan veya deterjan aldığızda
											plastiğin okyanus sularından
											uzaklaştırılmasına katkıda bulunuyor
											ve yoksulluğun giderilmesine
											yardım ediyorsunuz.
									","
											Das Plastik verkaufen wir.
											Wir verkaufen es
an die Zulieferer großer Marken,
											wie Marks and Spencer,
die in ihren Produkten
											die Verwendung von sozialem Plastik
in Auftrag gegeben haben.
											Oder Henkel,
											die deutsche Firma für Verbrauchergüter,
											die soziales Plastik direkt
im Herstellungsprozess verwenden.
											Wir haben in der Kreislaufwirtschaft
											den Kreis geschlossen.
											Wenn Sie jetzt Shampoo
oder Waschmittel kaufen,
											das eine Verpackung
aus sozialem Plastik hat,
											dann tragen Sie indirekt
zur Entfernung von Plastik
											auf dem Weg zum Ozean bei.
											Gleichzeitig lindern Sie Armut.
									","
											Ahora bien, ese plástico
											lo vendemos.
											Se lo vendemos a proveedores
de grandes marcas
											como Marks and Spencer,
											que han autorizado
el uso de plástico social
											en la fabricación de sus productos.
											O como Henkel,
											la empresa alemana de bienes de consumo,
											que está usando plástico social
directamente en su producción.
											Hemos cerrado el ciclo
											de la economía circular.
											Si Uds. ahora compran champú
											o jabón para la ropa
											con envases de plástico social,
											estarán contribuyendo indirectamente
											a la eliminación de plástico
de las vías navegables que van al mar
											y aliviando la pobreza
											al mismo tiempo.
									",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
","
","
","
",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
											And that model
											is completely replicable.
											In São Paulo,
											a church sermon encourages parishioners
											to not just bring offering on Sunday,
											but the recycling, too.
											We then match the church with the poor.
											Or, I believe more powerfully,
											we could match a mosque in London
with an impoverished church in Cairo.
											Or like in Vancouver,
											with our bottle-deposit program:
											now any individual
											or any group
											can now return
											their deposit-refundable recyclables,
											and instead of taking back the cash,
											they have the opportunity
to deposit that value
											into the account of the poor
around the world.
									","
											Geliştirdiğimiz model
											tamamen kopyalanabilir.
											Sao Paolo'da bir kilise
											insanları Pazar günleri
											sadece bağış yapmaları için değil
											geri dönüşüm yapmaları 
için de teşvik ediyor.
											Sonra kiliseyi yoksullarla buluşturuyoruz.
											Şuna inanıyorum ki
											Londra'da bir camiyle
Kahire'de bir kilise aynısını yapabilir.
											Mesela Vancouver'daki
											depozitolu şişe programımız sayesinde
											her birey veya her grup
											depozitolu materyali iade ederek
											parasını geri almak yerine
											tüm dünyada yoksulların hesabına 
yatırma fırsatları var.
									","
											Dieses Modell ist absolut reproduzierbar.
											In São Paulo ermutigt eine Kirche
ihre Gemeinde dazu,
											am Sonntag nicht nur Geld
für die Kollekte mitzubringen,
											sondern auch ihre Recyclingware.
											Wir bringen die Kirche dann
mit den Armen zusammen.
											Um es noch stärker auszudrücken:
											Wir könnten eine Moschee in London
											mit einer verarmten Kirche
in Kairo zusammenbringen.
											Oder wie in Vancouver
mit unserem Pfandflaschenprogramm:
											Jeder Einzelne oder jede Gruppe
											kann Wertstoffe mit Pfand
nun zurückbringen.
											Statt den Pfand zurückzunehmen,
											können sie diesen Wert auf das Konto
armer Leute weltweit einzahlen.
									","
											Y ese modelo
											es completamente reproducible.
											En San Pablo,
											una iglesia alienta a sus feligreses,
											no solo a traer una ofrenda el domingo,
											sino también su material para reciclar.
											Luego conectamos la iglesia
con la gente pobre.
											O, más impactante aún,
											sería conectar una mezquita en Londres
con una iglesia pobre en El Cairo.
											O como en Vancouver,
											con nuestro programa
de depósito de botellas,
											ahora cualquier individuo
											o cualquier grupo
											puede devolver sus envases reciclables
											y, en lugar de quedarse con el efectivo,
											tiene la oportunidad
de depositar ese monto
											en la cuenta de gente pobre
en cualquier parte del mundo.
									",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
","
","
","
",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
											We can now use our recycling
											to support and create recyclers.
											One bottle deposited at home
											could help extract
hundreds around the world.
											Or, like Shell,
											the energy company,
											who's invested in our
plastic-neutral program.
											Plastic neutrality is like carbon-neutral.
											But plastic neutrality invests
in recycling infrastructure
											where it doesn't exist.
											And it provides an incentive for the poor
											by providing a price increase.
											Or —
											like in the slums of Manila,
											where the smallest market
											with a simple scale and a phone
											can now accept social plastic
											as a new form of payment by weight,
											allowing them to serve more people
											and have their own greater social impact.
									","
											Artık geri dönüşümü
											teşvik ve destek için de kullanabiliyoruz.
											Evdeki bir depozitolu şişe
											tüm dünyadan yüzlercesini çıkartabilir.
											Örneğin enerji şirketi Shell
											plastiği desteklememe
projemize katıldı.
											Plastiği desteklememe
karbona karşı olmakla aynı
											fakat plastik konusunda
geri dönüşüm altyapısına ihtiyaç var
											ve buna sahip değiliz.
											Fiyat artışı yoksullar için de
teşvik sağlıyor.
											Örneğin, Manila gecekondularını düşünün,
											küçük ölçekli ve telefonu olan
en küçük pazar bile
											ağırlığına bakarak artık
sosyal plastiği kabul edebiliyor.
											Bu da, daha fazla kişiye hizmet ederek
											kendi büyük sosyal etkilerini
yaratmalarına yardım ediyor.
									","
											Wir können unser Recycling verwenden,
											um Recycler zu unterstützen
und zu erschaffen.
											Eine Flasche, die zu Hause
zurückgegeben wird,
											könnte hundert weitere
auf der Welt zu Tage bringen.
											Oder wie Shell, die Energie-Firma,
											die in unser plastikneutrales
Programm investiert hat.
											Plastik-Neutralität
ist wie Kohlenstoff-Neutralität.
											Aber Plastik-Neutralität
investiert in Recycling-Infrastrukturen,
											wo noch keine sind.
											Und sie geben den Armen einen Anreiz,
											indem sie eine Preiserhöhung bieten.
											Oder ...
											wie in den Slums von Manila,
											wo der kleinste Markt
											mit einer Waage und einem Telefon
											nun soziales Plastik
											als neue Form der Bezahlung
nach Gewicht akzeptieren kann.
											So können sie mehr Kunden anziehen
											und ihren eigenen
sozialen Einfluss vergrößern.
									","
											Ahora podemos usar
nuestro material de reciclaje
											para apoyar y crear recicladores.
											Una botella depositada en casa
											podría ayudar a eliminar cientos
de botellas en todo el mundo.
											O, como Shell,
											la empresa de energía,
											que ha invertido en nuestro
programa de neutralidad en plástico.
											La neutralidad en plástico
es como la neutralidad en carbono.
											Pero la neutralidad en plástico invierte
en infraestructura de reciclaje
											donde no la hay.
											Y le da un incentivo a personas pobres
											pagándoles un precio más alto.
											O bien,
											como en los barrios pobres de Manila,
											donde el mercado más pequeño
											con una simple balanza y un teléfono
											ahora puede aceptar el plástico social
											como una nueva forma de pago por peso,
											permitiéndoles servir a más gente
											y tener un mayor impacto social.
									",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
","
","
","
",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
											And what's common here
											is that social plastic
											is money.
											Social plastic is money,
											a globally recognizable and tradable
currency that, when used,
											alleviates poverty
and cleans the environment
											at the same time.
											It's not just plastic.
											It's not recycled plastic,
it's social plastic,
											a material whose value is transferred
											through the lives
of the people who encounter it,
											rich and poor.
									","
											Burada ortak olan şey,
											sosyal plastiğin para olması.
											Sosyal plastik artık para ediyor,
											tıpkı küresel olarak tanınan
ve ticareti mümkün para birimi gibi,
											kullanıldığı takdirde,
hem yoksulluğa çare niteliği taşıyor
											hem de çevre temizleniyor.
											Artık sadece plastik değil.
											Geridönüşümlü plastik de değil,
											değeri zengin veya yoksul
											plastikle karşılaşan herkesin
hayatına transfer edilen
											sosyal plastik adında bir materyal.
									","
											All dem ist gemeinsam,
											dass soziales Plastik Geld ist.
											Soziales Plastik ist Geld.
											Eine global erkennbare
und tauschbare Währung,
											deren Einsatz Armut lindert
und zugleich die Umwelt reinigt.
											Es ist nicht einfach Plastik.
											Es ist kein recyceltes Plastik,
es ist soziales Plastik.
											Ein Material, dessen Wert durch die Leben
der Menschen übertragen wird,
											die darauf treffen, ob reich oder arm.
									","
											Y lo que tienen en común
todos estos ejemplos
											es que el plástico social
											es dinero.
											El plástico social es dinero,
											una moneda intercambiable,
reconocida globalmente,
											cuyo uso alivia la pobreza
y limpia el medio ambiente
											al mismo tiempo.
											No es solo plástico.
											No es plástico reciclado,
es plástico social.
											Un material cuyo valor se transmite
											a través de las vidas
de la gente que lo encuentra,
											ricos y pobres.
									",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
","
","
","
",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
											Humans have produced
											over eight trillion kilograms of plastic,
											most of it still here as waste.
											Eight trillion kilograms.
											Worth roughly 50 cents a kilo,
											we're potentially unleashing
a four-trillion-dollar value.
											See, I see social plastic
											as the Bitcoin for the earth —
									","
											İnsanlar bugüne kadar
											8 trilyon kilo plastik ürettiler,
											hâlâ çoğu atık durumunda.
											Tam 8 trilyon kilo,
											kilosu 50 cent üzerinden hesaplansa
											4 trilyon dolarlık
bir değer ortaya çıkarmış oluruz.
											Ben aslında plastiği
											dünyanın Bitcoin'i olarak görüyorum.
									","
											Die Menschen haben über acht Billionen
Kilogramm Plastik produziert.
											Das meiste davon ist immer noch
als Müll vorhanden.
											Acht Billionen Kilogramm.
											Bei einem Wert von circa 50 Cent pro Kilo
											ist das potentiell ein Wert
von vier Billionen Dollar.
											Ich sehe soziales Plastik
als eine Art Bitcoin für die Erde.
									","
											El ser humano ha producido
											más de ocho billones de kilos de plástico,
											y la mayor parte aún sigue aquí,
en forma de desechos.
											Ocho billones de kilos.
											A unos 50 centavos el kilo,
											podríamos obtener una ganancia
potencial de USD 4 billones.
											Para mí, el plástico social
											es el bitcoin de la Tierra,
									",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
","
","
","
",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Lachen)
									","
											(Risas)
									",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
","
","
","
",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
											and available for everyone.
									","
											Herkes için de ulaşılabilir.
									","
											Es ist für alle verfügbar.
									","
											al alcance de todos.
									",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
","
","
","
",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
