fr,en,de,es,title,speaker,duration,tags
"
											Ainsi, les - l'une des questions que je me pose
											est, était-ce le TED le plus pénible que nous ayons eu ?
											Essayons de résumer les choses, voulez-nous?
											Des images de la régénération d'un membre
											et de visages criblés de variole :
											21 pour cent de la conférence.
									","
											So, one of the questions I ask myself
											is, was this the most distressing TED ever?
											Let's try and sum things up, shall we?
											Images of limb regeneration
											and faces filled with smallpox:
											21 percent of the conference.
									","
											Eine der Fragen, die ich mir stelle, ist:
											War dies die bedrückendste TED 
aller Zeiten?
											Fassen Sie zusammen, ja?
											Bilder von der Wiederherstellung 
von Gliedmaßen
											und Gesichter voller Pocken:
											21 Prozent der Konferenz.
									","
											Entonces, una de las preguntas que me hago a mi mismo
											si este fue el evento TED más preocupante?
											Revisemos algunos cosas que se dijeron,
											Imagenes de regeneracion del higado
											Caras llenas con viruela:
											21% de la conferencia
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Rires)
									","
											(Laughter)
									","
											(Lachen)
									","
											(risas)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											Mentions de la noyade des ours polaires : quatre pour cent.
											Des images de la Terre annihilée par les inondations ou la grippe aviaire : 64 pour cent.
									","
											Mentions of polar bears drowning: four percent.
											Images of the earth being wiped out by flood or bird flu: 64 percent.
									","
											Bemerkungen über das Ertrinken
von Polarbären: 4 Prozent.
											Bilder von der Erde, die durch eine Flut
oder Vogelgrippe ausgelöscht wird: 64 %.
									","
											Menciones a osos polares ahogandose, 4 %
											imagenes de la tierra desapareciendose por inundacion o gripe aviar: 64 %
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Rires)
									","
											(Laughter)
									","
											(Lachen)
									","
											(risas)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											Et David Pogue qui chante des génériques d'émissions.
									","
											And David Pogue singing show tunes.
									","
											Und David Pogue, 
der Showlieder zum Besten gibt.
									","
											Y David Pogue cantando sus músicas.
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Applaudissements)
									","
											(Applause)
									","
											(Applaus)
									","
											(aplausos)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											Parce que c'est le TED le plus pénible qu'on ai jamais eu,
											j'ai travaillé avec Neil Gershenfeld sur le sac TED de l'année prochaine.
											Et si le - si la conférence est à moitié aussi pénible -
											alors - nous aurons un sac à hurlements l'année prochaine.
									","
											Because this is the most distressing TED ever,
											I've been working with Neil Gershenfeld on next year's TED Bag.
											And if the — if the conference is anywhere near this distressing,
											then we're going to have a scream bag next year.
									","
											Und weil dies die bedrückendste TED
aller Zeiten war,
											haben Neil Gershenfeld und ich
die TED-Tasche für nächstes Jahr entworfen.
											Und falls die Konferenz
annähernd so bedrückend ausfällt,
											wird es kommendes Jahr
eine Schrei-Tasche geben.
									","
											Debido a que este es el evento TED mas preocupante,
											He estado trabajando con Neils Gershenfeld en el morral TED del proximo año.
											Y si —Y si la conferencia está siquiera cerca de ser tan preocupante—
											entonces, tendremos un morral para gritar el proximo año.
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Rires)
									","
											(Laughter)
									","
											(Lachen)
									","
											(risas)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											Ça va être un sac à hurlements du berceau au berceau , bien sûr.
									","
											It's going to be a cradle-to-cradle scream bag, of course.
									","
											Das wird natürlich eine
recyclebare Schrei-Tasche sein.
									","
											Va a ser un morral de viruela a viruela para gritar, claro esta.
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Rires)
									","
											(Laughter)
									","
											(Lachen)
									","
											(risas)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											Alors vous allez pouvoir faire ça.
									","
											So you're going to be able to go like this.
									","
											Damit können Sie folgendes tun.
									","
											Por lo que se veran de esta manera.
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Rires)
									","
											(Laughter)
									","
											(Lachen)
									","
											(risas)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											Apportez-le ici
											et ouvrez-le. Aaaah!
									","
											Bring it over here
											and open it up. Aaaah!
									","
											Dann bringen Sie sie hier rüber
											und öffnen sie. Aaaah!
									","
											Si lo traemos a este lado
											y lo abrimos , Aaaaaaaah!
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Rires)
									","
											(Laughter)
									","
											(Lachen)
									","
											(risas)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											Pendant ce temps, à l'Université TED,
											cette femme merveilleuse vous enseigne comment émincer des chips.
									","
											Meanwhile, back at TED University,
											this wonderful woman is teaching you how to chop Sun Chips.
									","
											Inzwischen, an der TED-Universität,
											zeigt uns diese tolle Frau,
wie man Sun Chips zerhackt.
									","
											Mientras tanto retornando a la Universidad TED,
											Esta mujer encantadora está enseñando como to cortar patatas fritas,
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Rires)
											Ainsi, Robert Wright - Je ne sais pas,
									","
											(Laughter)
											So Robert Wright — I don't know,
									","
											(Lachen)
											Also, Robert Wright — ich weiß nicht.
									","
											(risas)
											Asi que Robert Wright, yo no sé,
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											j'ai eu l'impression que si il y avait quelqu'un à qui Helen devait donner des antidépresseurs,
											ce pourrait être lui.
											Je tiens à interférer de façon délibérée avec son taux de dopamine.
									","
											I felt like if there was anyone that Helen needed to give antidepressants to,
											it might have been him.
											I want to deliberately interfere with his dopamine levels.
									","
											Falls da irgendjemand war,
dem Helen Antidepressiva geben sollte,
											dann er.
											Seinem Dopamin-Spiegel würde ich gern
auf die Sprünge helfen.
									","
											sentí que si existe alguien a quien Helen necesitaba dar antidepresivos
											sería él.
											Yo quiero deliberadamente interferir con sus niveles de dopamina
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Rires)
									","
											(Laughter)
									","
											(Lachen)
									","
											(risas)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											Il parlait de la morale.
											La morale de la classe économique c'est :
											"" Nous voulons vous réduire à l'âge de pierre à coup de bombes.""
											La morale de classe affaires c'est :
											""Ne bombardez pas le Japon - ils ont construit ma voiture.""
											Et la morale de première classe c'est : ""Ne bombardez pas le Mexique - ils nettoient ma maison.""
									","
											He was talking about morality.
											Economy class morality is,
											we want to bomb you back to the Stone Age.
											Business class morality is,
											don't bomb Japan — they built my car.
											And first-class morality is, don't bomb Mexico — they clean my house.
									","
											Er hat etwas über Moral erzählt.
											Einfache Moral ist:
											Wir bomben euch zurück in die Steinzeit.
											Zweite-Klasse-Moral ist:
											Verschont Japan — die bauen mein Auto.
											Und Erste-Klasse-Moral ist:
Verschont Mexiko — die putzen mein Haus.
									","
											Él estaba hablando acerca de la moralidad.
											La clase de moralidad económica es,
											Queremos bombardearlo hasta que vuelva a la edad de piedra,
											La clase de moralidad de negocios es,
											no bombardeen a Japon — ellos hacen mi carro.
											y la moralidad de primera claes es, no bombardeen Mexico, ellos limpian mi casa.
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Rires)
									","
											(Laughter)
									","
											(Lachen)
									","
											(risas)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											Oui, c'est politiquement incorrect.
											- Très bien.
											maintenant je veux faire un peu d'un truc pour vous ...
									","
											Yes, it is politically incorrect.
											All right,
											now I want to do a little bit of a thing for you ...
									","
											Ja, das ist politisch nicht korrekt.
											Also dann,
											ich will Ihnen eine Kleinigkeit vorführen.
									","
											Si, es políticamente incorrecto.
											bueno
											Ahora, quiero hacer algo para ustedes,
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Rires)
									","
											(Laughter)
									","
											""Magie"" (Lachen)
									","
											(risas)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											Bon, maintenant ce sont les que -
											Je dirais que, bla, bla-
											bla, bla, bla, bla,
											bla-aaaah!
									","
											All right, now these are the wha —
											I'd say, [mumble, mumble —
											mumble, mumble, mumble, mumble,
											mumble] — ahh!
									","
											Also, das hier sind die —
											Würd' sagen, [nuschel, nuschel —
											nuschel, nuschel, nuschel, nuschel,
											nuschel] — tadaah!
									","
											Bueno, ahora,
											yo digo (palabras inentendibles)
											(palabras inentendibles)
											mumble — aighh!
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Rires)
									","
											(Laughter)
									","
											(Lachen)
									","
											(risas)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											Donc, je voulais vous montrer -
											je voulais parler d'une nouvelle interface informatique révolutionnaire
											qui vous permet de travailler avec des images tout aussi facilement -
											que vous - qu'une interface utilisateur entièrement naturelle.
									","
											So I wanted to show you guys —
											I wanted to talk about a revolutionary new computer interface
											that lets you work with images just as easily
											as you — as a completely natural user interface.
									","
											Ich wollte euch zeigen —
											Ich wollte über eine neue revolutionäre
Computer-Bedienung sprechen,
											die Sie mit Bildern
ebenso einfach arbeiten lässt
											wie mit einer ganz natürlichen Benutzeroberfläche.
									","
											Entonces quiero mostrarles a ustedes,
											Quiero hablar acerca de una revolucionaria interfaz de computadores
											que le permite trabajar con imagenes asi de facil
											como si utilizara una interfaz muy natural.
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Rires)
									","
											(Laughter)
									","
											(Lachen)
									","
											(risas)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											Et vous pouvez -
											vous pouvez utiliser des gestes de la main vraiment naturels
											pour faire, genre, comme ça.
									","
											And you can —
											you can use really natural hand gestures
											to like, go like this.
									","
											Und man kann —
											ganz natürliche Handgesten verwenden,
											um das so zu machen.
									","
											y ustedes pueden—
											pueden usar movimientos muy naturales
											como estos.
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Applaudissements)
									","
											(Applause)
									","
											(Applaus)
									","
											(aplausos)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											Maintenant, nous avons eu un professeur de Harvard ici -
											elle était de Harvard, je voulais juste le dire et -
											et elle était effectivement professeur à Harvard.
											Et elle parlait d'univers inversés à sept dimensions.
											Avec, vous savez, bien sûr, il y a le cerveau gravitationnel,
											il y a le cerveau faible, et puis il y a mon cerveau faible,
											qui est trop - trop - absolument trop faible pour comprendre
											de quel putain de truc elle peut bien parler.
									","
											Now we had a Harvard professor here —
											she was from Harvard, I just wanted to mention and —
											and she was actually a professor from Harvard.
											And she was talking about seven-dimensional, inverted universes.
											With, you know, of course, there's the gravity brain.
											There's the weak brain. And then there's my weak brain,
											which is too — too — absolutely too weak to understand
											what the fuck she was talking about.
									","
											Und dann hatten wir
eine Harvard-Professorin hier —
											sie war von Harvard,
das wollte ich nur sagen —
											und sie war tatsächlich
eine Professorin an Harvard.
											Sie hat von siebendimensionalen,
invertierten Universen gesprochen.
											Sie wissen, es gibt geniale Köpfe,
											Es gibt langsame Köpfe,
und es gibt meinen Kopf,
											der viel zu langsam ist,
um zu verstehen,
											worum es da eigentlich ging.
									","
											Bueno, aqui tenemos a una profesora de Harvard,
											ella es de Harvard, y yo sólo quiero mencionar y
											ella es realmente una profesora de Harvard.
											Ella estaba hablando acerca de 7 universos dimensionales invertidos.
											Con, ustedes saben, claro, está el cerebro de gravedad.
											está el cerebro débil, y está mi débil cerebro,
											que es muy, muy absolutamente débil para entender
											de que carajos estaba hablando ella?
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Rires)
									","
											(Laughter)
									","
											(Lachen)
									","
											(risas)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											Maintenant !
									","
											Now —
									","
											Also ...
									","
											Ahora—
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Rires)
									","
											(Laughter)
									","
											(Lachen)
									","
											(risas)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											l'une des choses qui est très importante pour moi
											est d'essayer de comprendre ce que je fais sur Terre.
											Et c'est pourquoi je suis allé faire des courses
											et j'ai choisi un best-seller sur la réussite en affaires.
											Vous savez, il se fonde essentiellement sur la mythologie grecque.
											Et c'est un gars nommé pasteur Rick Warren qui l'a écrit,
											et il est intitulé
											""La vie guidée par un marsouin"".
									","
											one of the things that is very important to me
											is to try and figure out what on Earth am I here for.
											And that's why I went out
											and I picked up a best-selling business book.
											You know, it basically uses as its central premise Greek mythology.
											And it's by a guy named Pastor Rick Warren,
											and it's called
											""The Porpoise Driven Life.""
									","
											Eine Sache, die mir wichtig ist,
											ist herauszufinden:
Wozu um alles in der Welt lebe ich?
											Also hab ich mich aufgemacht
											und mir einen Verkaufsschlager
unter den Geschäftsbüchern gekauft,
											dem als zentrale Prämisse die
griechische Mythologie zugrunde liegt.
											Es ist von einem Typen
namens Pastor Rick Warren
											und es heißt:
											""Leben mit dem Schweinswal.""
									","
											Una de las cosas que es muy importante para mi
											es tratar de entender porque carajos estoy yo aquí.
											Por esa razón salí.
											y recogi un Best seller de negocios.
											Ustedes saben, básicamente usa como premisa central a la mitologia griega,
											y es de un hombre llamado el Pastor Rick Warren,
											y se llama
											""La vida conducida por el delfín""
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Rires)
									","
											(Laughter)
									","
											(Lachen)
									","
											(risas)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											Et Rick est comme
											un dieu païen,
											que qui m'a semblé approprié,
											d'une certaine manière.
											Et maintenant, nous allons voir
											quelques visuels sur Rick Warren.
											OK
									","
											And Rick is as
											a pagan god,
											which I thought was kind of appropriate,
											in a certain way.
											And now we're going to have kind of
											a little more visualization about Rick Warren.
											OK.
									","
											Sie sehen Rick
											als heidnischen Gott,
											was ich irgendwie passend fand,
											in gewisser Weise.
											Und jetzt habe ich
											eine kleine Veranschaulichung
über Rick Warren für Sie.
											OK.
									","
											Y Rick es como
											un dios pagano,
											lo que pienso que es apropiado,
											de una cierta manera,
											Y ahora vamos a tener un tipo de
											ahora vamos a tener un poco más de visualización acerca de Rick Warren
											Ok
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Rires)
									","
											(Laughter)
									","
											(Lachen)
									","
											(risas)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											Bien.
											Maintenant, le rouge est Rick Warren,
											et le vert, Daniel Dennett, OK ?
									","
											All right.
											Now, red is Rick Warren,
											and green is Daniel Dennett, OK?
									","
											Also.
											Rot ist Rick Warren
											und Grün ist Daniel Dennett, OK?
									","
											Muy bien,
											ahora, el rojo es Rick Warren
											y El verde es Daniel Dennett , oK?
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Rires)
									","
											(Laughter)
									","
											(Lachen)
									","
											(risas)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											L'échelle représente ici la religiosité à partir de zéro pour cent, ou athée
											à 100 pour cent, l'interprétation littérale de la Bible.
											Et puis là ce sont les livres vendus - à l'échelle logarithmique.
									","
											The scales here are religiosity from zero percent,
											or atheist, to 100 percent, Bible literally true.
											And then this is books sold — the logarithmic scale.
									","
											Die Achsen sind: Religiosität
von null Prozent, Atheist,
											bis zu 100 Prozent,
die Bibel wörtlich genommen.
											Und dies hier sind die verkauften Bücher —
logarithmisch ansteigend.
									","
											Estas escalas son religiosidad desde de 0%,
											o ateísmo, a 100%, biblicamente cierto.
											y estos son los libros vendidos, en escala algorítmica
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Rires)
									","
											(Laughter)
									","
											(Lachen)
									","
											(risas)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											30 mille, 300 mille, 3 millions, 30 millions, 300 millions.
											OK, maintenant, ils s'affrontent. Maintenant, ils s'affrontent.
									","
											30,000, 300,000, three million, 30 million, 300 million.
											OK, now they're duking it out. Now they're duking it out.
									","
											30 000, 300 000, drei Millionen,
30 Millionen, 300 Millionen.
											OK, jetzt fechten sie es aus,
jetzt fechten sie es aus.
									","
											30 mil, 300 mil, 3 millones, 30 millones, 300 millones.
											ok, ahora se mueven, ahora se mueven.
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											(Rires)
									","
											(Laughter)
									","
											(Lachen)
									","
											(risas)
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
											Et Rick Warren prend l'avantage, il prend l'avantage.
											Ouaip, et emprise devient un peu plus grande.
									","
											And Rick Warren's kind of pulling ahead, kind of pulling ahead.
											Yup, and his installed base is getting a little bigger.
									","
											Und Rick Warren zieht vorbei,
er zieht vorbei.
											Ja, und sein Marktanteil nimmt etwas zu.
									","
											y Rick Warren comienza a tomar la delantera,comienza a tomar la delantera,
											si, y su base instalada se vuelve un poco más grande.
									",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
"
","
","
","
",A comic sendup of TED2006,Tom Rielly,19:55,"comedy,culture,performance,humor"
