en,fr,es,pt,tr,de,title,speaker,duration,tags
"
","
","
","
","
","
",How fungi recognize (and infect) plants,Mennat El Ghalid,4:36,"TED Fellows,fungi,science,nature,biology,communication,biodiversity,plants"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
									",How fungi recognize (and infect) plants,Mennat El Ghalid,4:36,"TED Fellows,fungi,science,nature,biology,communication,biodiversity,plants"
"
","
","
","
","
","
",How fungi recognize (and infect) plants,Mennat El Ghalid,4:36,"TED Fellows,fungi,science,nature,biology,communication,biodiversity,plants"
"
											Thank you.
									","
											Merci.
									","
											Gracias.
									","
											Obrigada.
									","
											Teşekkürler.
									","
											Vielen Dank.
									",How fungi recognize (and infect) plants,Mennat El Ghalid,4:36,"TED Fellows,fungi,science,nature,biology,communication,biodiversity,plants"
"
","
","
","
","
","
",How fungi recognize (and infect) plants,Mennat El Ghalid,4:36,"TED Fellows,fungi,science,nature,biology,communication,biodiversity,plants"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
									",How fungi recognize (and infect) plants,Mennat El Ghalid,4:36,"TED Fellows,fungi,science,nature,biology,communication,biodiversity,plants"
"
","
","
","
","
","
",How fungi recognize (and infect) plants,Mennat El Ghalid,4:36,"TED Fellows,fungi,science,nature,biology,communication,biodiversity,plants"
"
											The understanding
of such molecular processes
											offers a panel of potential molecules
											that can be used to create
novel antifungal treatments.
											And those treatments would disrupt
											the interaction between
the fungus and the plant
											either by blocking the plant signal
											or the fungal reception system
which receives those signals.
											Fungal infections have devastated
agriculture crops.
											Moreover, we are now in an era
											where the demand of crop production
is increasing significantly.
											And this is due to population growth,
economic development,
											climate change and demand for bio fuels.
											Our understanding
of the molecular mechanism
											of interaction between
a fungus and its host plant,
											such as the tomato plant,
											potentially represents a major step
towards developing more efficient strategy
											to combat plant fungal diseases
											and therefore solving of problems
that affect people's lives,
											food security and economic growth.
									","
											La compréhension
de tels processus moléculaires
											offre une palette
de molécules potentielles
											utilisables pour créer des traitements
antifongiques innovants.
											Ces traitements vont interrompre
											l'interaction entre
le champignon et la plante
											soit en bloquant le signal
émis par la plante,
											soit en bloquant le système de réception
du champignon concerné.
											Les infections fongiques ont dévastés
nos cultures agricoles.
											Nous vivons en outre dans une époque
											où la demande en culture agricole
augmente significativement
											de par la croissance de la population,
le développement économique,
											le changement climatique
et la demande en biocarburant.
											Notre connaissance
des mécanismes moléculaires
											des interactions entre les champignons
et leur plante hôte,
											comme la tomate,
											pourrait représenter un grand pas
vers des stratégies plus efficaces
											pour combattre les pathologies
fongiques des plantes
											et ainsi, résoudre des problèmes
qui touchent la vie des gens,
											la sécurité alimentaire
et la croissance économique.
									","
											El entendimiento de esta clase 
de procesos moleculares
											ofrece un panel de moléculas potenciales
											que pueden ser usadas para crear
tratamientos antimicóticos novedosos.
											Y dichos tratamientos interrumpirían
											la interacción entre el hongo y la planta
											bien sea al bloquear la señal de la planta
											o el sistema receptor del hongo que
recibe estas señales.
											Las infecciones micóticas han devastado 
a los cultivos agrícolas.
											Además, ahora estamos en una era
											donde la demanda de producción de cultivos
está incrementando significativamente.
											Y esto se debe al crecimiento poblacional,
al desarrollo económico,

											cambios climáticos y a la demanda
de biocombustibles.
											Nuestro entendimiento de este
mecanismo molecular
											de interacción entre un hongo y
su planta huésped,
											como la planta de tomate,
											potencialmente representa un gran paso
hacia el desarrollo de una estrategia más
											eficiente para combatir enfermedades 
micóticas en plantas
											y, por lo tanto, resolviendo problemas
que afectan la vida de las personas,
											la seguridad alimentaria y al
crecimiento económico
									","
											A compreensão
destes processos moleculares
											oferece um painel
de moléculas potenciais
											que podem ser usadas para criar
tratamentos antifúngicos novos.
											E esses tratamentos impedirão
											a interação entre
o fungo e a planta
											quer bloqueando o sinal da planta
											ou o sistema de receção fungífero
que recebe esses sinais.
											As infeções por fungos
têm devastado culturas agrícolas.
											Além disso, estamos numa era
											em que a procura da produção agrícola
está a aumentar significativamente.
											Isso deve-se ao aumento da população,
ao desenvolvimento económico,
											à alteração climática
e à procura de biocombustíveis.
											A nossa compreensão
do mecanismo molecular
											da interação entre
um fungo e a sua planta hospedeira,
											como o tomateiro,
											representa potencialmente
um importante passo
											para o desenvolvimento
duma estratégia mais eficaz
											para combater as doenças
fungíferas das plantas
											e, portanto, para resolver os problemas
que afetam a vida das pessoas,
											a segurança alimentar
e o crescimento económico.
									","
											Böyle bir moleküler süreci anlamak
											bize küf mantarı için yenilikçi önlemler
											geliştirmede kullanılabilecek 
bir molekül paneli (yelpazesi) sağlar.
											Ve bu müdahale yöntemleri
											ya bitkiden giden sinyalleri

											ya da bu sinyalleri algılayan

											küfün algılama sistemini bloke edecektir.
											Küf mantarı hastalıkları
ekinleri mahvediyor.
											Üstelik tarımsal üretim ihtiyacının
											önemli ölçüde arttığı bir zamandayız.
											Bunun nedeni ise artan nüfus ve 
ekonomik gelişmişlik düzeyi,
											iklim değişikliği ve biyo yakıt talebidir.
											Küf mantarı ile domates 
bitkisi gibi konukçu arasındaki
											moleküler etkileşimi
											anlamamız,
											küf mantarı hastalıklarıyla mücadelede
daha etkili stratejiler geliştirmede
											ve böylece insanların
hayatlarını, gıda güvenliği
											ve ekonomik büyümeyi etkileyen
sorunları çözmede
											potansiyeli büyük bir adımdır.
									","
											Das Wissen um diese molekularen Prozesse
											gibt uns potenzielle Moleküle,
											mit welchen neue Schimmelbekämpfungsmittel
entwickelt werden können.
											Solche Mittel würden
											die Wechselwirkung zwischen Pilz und
Pflanze unterbinden,
											entweder durch Blockierung des
Pflanzensignals
											oder des Pilzrezeptors,
der diese Signale empfängt.
											Schimmelbefall hat ganze Ernten zerstört.
											Wir befinden uns in einer Zeit,
											in der ständig mehr erzeugt werden muss.
											Das liegt an Bevölkerungswachstum,
wirtschaftlicher Entwicklung,
											Klimawandel und
der Nachfrage nach Biokraftstoff.
											Unser Verständnis der
molekularen Mechanismen
											hinter dem Zusammenspiel von
Schimmelpilz und Wirt,
											wie zum Beispiel der Tomatenpflanze,
											ist potenziell ein großer Schritt
											in Richtung Entwicklung eines besseren
Schimmelschutzes für Pflanzen.
											Dadurch würden Probleme gelöst werden,
											die sich auf Mensch, Ernährungssicherung
und wirtschaftliches Wachstum auswirken.
									",How fungi recognize (and infect) plants,Mennat El Ghalid,4:36,"TED Fellows,fungi,science,nature,biology,communication,biodiversity,plants"
"
","
","
","
","
","
",How fungi recognize (and infect) plants,Mennat El Ghalid,4:36,"TED Fellows,fungi,science,nature,biology,communication,biodiversity,plants"
"
											Thank you.
									","
											Merci.
									","
											Gracias.
									","
											Obrigada.
									","
											Teşekkürler.
									","
											Vielen Dank.
									",How fungi recognize (and infect) plants,Mennat El Ghalid,4:36,"TED Fellows,fungi,science,nature,biology,communication,biodiversity,plants"
"
","
","
","
","
","
",How fungi recognize (and infect) plants,Mennat El Ghalid,4:36,"TED Fellows,fungi,science,nature,biology,communication,biodiversity,plants"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Alkışlar ve tezahüratlar)
									","
											(Applaus)
									",How fungi recognize (and infect) plants,Mennat El Ghalid,4:36,"TED Fellows,fungi,science,nature,biology,communication,biodiversity,plants"
"
","
","
","
","
","
",How fungi recognize (and infect) plants,Mennat El Ghalid,4:36,"TED Fellows,fungi,science,nature,biology,communication,biodiversity,plants"
