es,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
",Your elusive creative genius,Elizabeth Gilbert,19:09,"creativity,culture,entertainment,poetry,work,writing,personality"
"
											Y definitivamente creo que, en mi caso — en mi situación —
											sería muy peligroso para mí empezar a fugarme por ese camino oscuro
											de suposición, particularmente dada la circunstancia
											en la que estoy justo en este punto de mi carrera.
											La cual es — ustedes saben, bueno,
											soy bastante joven, sólo tengo alrededor de 40 años.
											Tal vez tengo todavía otras cuatro décadas de trabajo en mí.
											Y es extremadamente posible que cualquier cosa que escriba de ahora en adelante
											sea juzgada por el mundo como el trabajo que vino después
											del extraño éxito de mi libro pasado, ¿verdad?
											Debería decirlo sin rodeos, porque somos todos como amigos aquí —
											es extremadamente probable que mi mayor éxito ya haya pasado.
											¡Oh, Jesús, qué idea!
											Saben que es el tipo de pensamiento que guía a una persona
											a beber ginebra a las nueve de la mañana
											y no quiero hacer eso.
											(Risas)
											Preferiría continuar haciendo este trabajo que amo.
									","
											E eu definitivamente sei que,
no meu caso — na minha situação —
											seria muito perigoso para mim
começar a cair nesse caminho escuro
											desta assunção, particularmente
dadas as circunstâncias
											em que estou neste momento,
na minha carreira.
											Que é — bom, a ver como é.
											Sou jovem, só tenho cerca de 40 anos.
											Talvez ainda tenha mais quatro décadas
de trabalho à minha frente
											E é extremamente provável que
qualquer coisa que escreva daqui em diante
											seja julgado pelas pessoas
como o trabalho que sucedeu
											ao sucesso louco do meu último livro.
											Devo dizê-lo sem modéstia,
porque todos aqui somos como amigos.
											É extremamente provável
que o meu maior êxito esteja atrás de mim.
											Oh Deus, que pensamento!
											Este é o tipo de pensamento
que pode levar uma pessoa
											a começar a beber gim às nove da manhã,
											e eu não quero ir por aí.
											(Risos)
											Eu prefiro continuar a fazer
este trabalho que adoro.
									","
											Kendi hesabıma şunu diyebilirim:
											böyle karanlık düşüncelere kapılıp aşağılara çekilmemin
											- hele hele kariyerim içinde bulunduğu bu özel durumda -
											benim için çok tehlikeli olduğunu biliyorum.
											Bakın şöyle ifade edeyim,
											Oldukça genç sayılırım; daha kırk yaşındayım.
											Önümde belki de kırk yıllık daha çalışma hayatı var.
											Bugünden sonra ne yazarsam yazayım, çok büyük ihtimalle
											bütün bir dünya ""son büyük başarısının
											ardından gelen çalışma"" deyip geçecek.
											Hepimiz burada arkadaş sayılırız; onun için söyleyip geçeceğim:
											öyle sanıyorum ki benim en büyük başarım arkamda kaldı.
											Aman Yarabbi, ne korkunç!
											Bu tür düşünceler insanı sabah saat dokuzda cin tonik
											içmeye başlatabilir; ben de o yöne doğru
											gitmek istemiyorum.
											(Kahkaha)
											Çok sevdiğim işimi yapmayı tercih ederim.
									","
											Et je sais avec certitude que dans mon cas
											il serait très dangereux de commencer à glisser sur cette pente
											d'affirmations négatives, surtout étant donné
											le point où j'en suis dans ma carrière.
											C'est-à-dire qu'en résumé,
											je suis plutôt jeune, je n'ai que 40 ans.
											J'ai peut-être encore quatre décennies de travail devant moi.
											Et il est fort probable que tout ce que j'écrirai dorénavant
											sera jugé comme l'œuvre qui aura suivi
											le succès monstrueux de mon dernier livre.
											Je dois le dire franchement, parce que nous sommes tous un peu amis ici,
											il est fort probable que mon plus grand succès soit derrière moi.
											Mon Dieu, quelle idée !
											Vous savez, c'est le genre d'idée qui peut pousser quelqu'un
											à se mettre à boire du gin à neuf heures du matin
											et je ne veux pas en arriver là.
											(Rires)
											Je préfèrerais continuer de faire le travail que j'aime.
									",Your elusive creative genius,Elizabeth Gilbert,19:09,"creativity,culture,entertainment,poetry,work,writing,personality"
"
","
","
","
",Your elusive creative genius,Elizabeth Gilbert,19:09,"creativity,culture,entertainment,poetry,work,writing,personality"
"
											Así que, la pregunta se vuelve ¿cómo?
											Y a mí me parece, después de mucha reflexión,
											que la forma en la que tengo que trabajar ahora, para seguir escribiendo,
											es que tengo que crear algún tipo de constructo psicológico de protección, ¿verdad?
											Tengo que encontrar algún modo de tener una distancia segura
											entre mí, mientras escribo, y mi ansiedad natural
											sobre lo que será la reacción a lo que escriba, de ahora en adelante.
											Y, mientras estuve buscando durante el año pasado modelos de cómo hacer eso
											he estado mirando a través del tiempo,
											y he intentado encontrar otras sociedades
											para ver si podrían tener ideas mejores y más lúcidas que las que tenemos
											acerca de cómo ayudar a la gente creativa, a administrar
											los inherentes riesgos emocionales de la creatividad.
									","
											E, assim, a pergunta é: como?
											Parece-me, depois de muita reflexão,
											que a forma como tenho de trabalhar agora,
para poder continuar a escrever,
											é que tenho de criar
uma estrutura psicológica protetora..
											Tenho de arranjar uma forma
de ter uma distância segura
											entre mim, enquanto escrevo,
e a minha ansiedade natural
											sobre a reação que vai haver
a essa escrita, daqui para a frente.
											Como no ano passado, andei
à procura de modelos para fazer isso,
											andei a ver ao longo do tempo,
											e tentei encontrar outras sociedades
											para ver se elas tiveram ideias melhores
e mais sãs do que as que nós temos
											sobre como ajudar os criativos
a gerir os riscos emocionais
											inerentes à criatividade.
									","
											Peki bu nasıl mümkün?
											Bunun üzerine çok düşündüm ve şu kanıya vardım:
											bundan sonra çalışabilmek, yazmaya devam edebilmek için,
											ruh sağlığımı koruyacak bir tür düzenek geliştirmeliyim.
											Bundan böyle, yazarlığa devam edebilmek için, kendimle,
											kitaplarıma halkın vereceği tepkiye dair endişem
											arasına güvenli bir mesafe koymalıyım.
											Geçen sene boyunca, böyle bir bakış açısı ararken,
											biraz değişik çağlara ve
											değişik toplumlara bakıp,
											yaratıcı insanlara yardımcı olacak, yaratıcılığın doğasındaki
											duygusal riskleri idare etmelerini sağlayacak,
											bizimkilerden daha iyi ve daha aklıselim görüşler aradım.
									","
											Donc, la question devient : comment ?
											Et il me semble, après maintes réflexions,
											que ce que je dois faire pour pouvoir continuer à écrire
											c'est créer une sorte de construction mentale protectrice.
											Je dois trouver une manière de garder une distance saine
											entre moi, qui écris, et mon anxiété très naturelle
											qui concerne la réaction que mes écrits provoqueront dorénavant.
											Et, l'an dernier, en cherchant des modèles pour m'inspirer,
											j'ai cherché dans le passé
											et j'ai aussi cherché dans d'autres sociétés
											pour voir si elles avaient des idées meilleures, plus saines que les nôtres
											pour aider les créateurs à gérer
											les risques émotionnels inhérents à la créativité.
									",Your elusive creative genius,Elizabeth Gilbert,19:09,"creativity,culture,entertainment,poetry,work,writing,personality"
"
","
","
","
",Your elusive creative genius,Elizabeth Gilbert,19:09,"creativity,culture,entertainment,poetry,work,writing,personality"
"
											Y esa búsqueda me ha llevado a la antigua Grecia y a la antigua Roma.
											Así que manténganse conmigo, porque esto da la vuelta completa.
											Pero, en la Grecia y Roma antiguas —
											la gente no creía que la creatividad
											venía de los seres humanos, ¿OK?
											La gente creía que la creatividad era este espíritu asistente divino
											que venía a los humanos de una fuente distante y desconocida,
											por razones distantes y desconocidas.
											Los griegos llamaron a estos espíritus divinos asistentes de la creatividad, ""daimones.""
											Sócrates, popularmente se creía que tenía un daimon
											que le hablaba con sabiduría desde lejos.
											Los Romanos tenían la misma idea,
											pero llamaban a este espíritu creativo incorpóreo un genio.
											Lo que es genial, porque los Romanos no creían
											que un genio era un individuo particularmente inteligente.
											Ellos creían que un genio era este tipo de entidad mágica y divina,
											que se creía, vivía, literalmente, en las paredes
											del estudio de un artista, algo así como Dobby el elfo domestico,
											y que salía y asistía invisiblemente al artista con su trabajo
											y daba forma al resultado de ese trabajo.
									","
											Essa busca levou-me 
à Grécia e Roma antigas.
											Sigam-me porque vamos andar aos círculos
											Mas a Grécia e a Roma antigas...
											as pessoas não acreditavam
											que a criatividade
vinha dos seres humanos.
											As pessoas acreditavam que a criatividade
era um espírito divino criador
											que vinha para os seres humanos
de uma fonte distante e desconhecida,
											por razões distantes e desconhecidas.
											Os gregos chamavam ""demónios""
											a estes espíritos divinos
criadores da criatividade.
											Sócrates acreditava que tinha um demónio
											que lhe transmitia sabedoria de longe
											Os romanos tinham a mesma ideia,
											mas chamavam ""génio""
											a este tipo de espírito criativo
desencarnado de génio.
											O que era fantástico
porque os romanos não pensavam
											que um génio era um indivíduo
particularmente esperto.
											Eles acreditavam que um génio
era uma espécie de entidade mágica divina,
											que acreditavam vivia
literalmente nas paredes
											do estúdio do artista, uma espécie
de Dobby, o duende da casa,
											que saia e invisivelmente assistia
o artista no seu trabalho
											e modelaria o resultado desse trabalho.
									","
											Aradıkça, kendimi antik Yunan ve antik Roma'da buldum.
											Beni izlemeye devam edin, çünkü dönüp dolaşıp başa döneceğim.
											Antik Yunan ve antik Roma'ya dönersek,
											o zamanlarda insanlar yaratıcılığın
											insanın kendinden kaynaklandığına inanmıyorlardı.
											Yaratıcılığın, insana refakat eden kutsal bir ruh olup,
											insanlara, meçhul ve uzak bir kaynaktan, anlaşılmaz sebeplerle
											geldiğine inanıyorlardı.
											Yunanlılar, yaratıcılığı sağlayan bu refakatçi kutsal ruhlara ""demon"" diyorlardı.
											Sokrat, kendine gaipten bilgelik anlatan bir demonu
											olduğuna inanmasıyla ünlüdür.
											Romalılar da aynı düşüncedeydiler, ama
											onlar bu vücutsuz yaratıcı ruhlara ""genius"" (""deha"") adını vermişlerdi.
											Bunu öğrenince çok hoşuma gitti; çünkü Romalılar, ""dehanın""
											zeki bir birey anlamına geldiğini düşünmüyorlardı.
											""Dehanın,"" böyle büyülü bir varlık olduğuna,
											sanatçıların stüdyolarının duvarlarında yaşadığına
											- şu ev cini Dobby gibi -
											bazen de ortaya çıkıp böyle gizlice sanatçıya eserinde yardımcı olduğuna,
											esere biçim verdiğine inanıyorlardı.
									","
											Cette recherche m'a menée jusqu'à l'Antiquité grecque et romaine.
											Soyez attentifs, parce que je vais faire quelques détours.
											Dans l'Antiquité grecque et romaine,
											les gens ne croyaient pas que la créativité
											venait des êtres humains à l'époque, OK ?
											Les gens croyaient que la créativité était un esprit divin bienveillant
											qui venait vers les gens à partir d'une source distante et impénétrable,
											pour des raisons distantes et impénétrables.
											Les Grecs appelaient ces esprits créatifs divins et bienveillants les « démons ».
											Socrate, notamment, croyait qu'il avait un démon
											qui lui inspirait la sagesse de très loin.
											Les Romains pensaient de même,
											mais ils appelaient cet esprit créatif désincarné un génie.
											Ce qui est formidable, car les Romains ne pensaient pas
											qu'un génie était une personne particulièrement douée.
											Ils croyaient qu'un génie était une sorte d'entité divine et magique
											censée vivre littéralement dans les murs
											d'un atelier d'artiste, comme Dobby l'elfe de maison,
											et qui se manifestait pour aider l'artiste dans son œuvre sans être vu
											et influencer cette œuvre.
									",Your elusive creative genius,Elizabeth Gilbert,19:09,"creativity,culture,entertainment,poetry,work,writing,personality"
"
","
","
","
",Your elusive creative genius,Elizabeth Gilbert,19:09,"creativity,culture,entertainment,poetry,work,writing,personality"
"
											Tan brillante — ahí está, justo ahí esa distancia de la que estoy hablando —
											ese constructo psicológico para protegerse de los resultados de tu trabajo.
											Y todos sabían que así es como funcionaba, ¿verdad?
											Así el artista antiguo estaba protegido de ciertas cosas,
											como, por ejemplo, demasiado narcisismo, ¿verdad?
											Si tu trabajo era brillante no te podías atribuir todo el mérito por él,
											todos sabían que tuviste este genio incorpóreo que te había ayudado.
											Si tu trabajo fracasaba, no era totalmente tu culpa, ¿saben?
											Todos sabían que tu genio era algo débil.
											Y eso es lo que la gente pensaba sobre la creatividad en Occidente por mucho tiempo.
									","
											Tão brilhante — ali está, mesmo ali,
aquela distância de que falava -
											aquela estrutura psicológica
											para nos proteger
dos resultados do nosso trabalho.
											E toda a gente sabia
que era assim que isto funcionava,
											O artista antigo era protegido
de certas coisas,
											como, por exemplo, muito narcisismo.
											Se o nosso trabalho fosse brilhante
											não podíamos ficar
com todos os créditos.
											Todos sabiam que tínhamos aquele génio
desencarnado que nos tinha ajudado.
											Se o trabalho não prestasse,
não era só culpa nossa.
											Todos sabiam que o nosso génio
era imperfeito.
											E foi assim que no Ocidente,
durante muito tempo,
											as pessoas pensavam na criatividade.
									","
											İşte budur! Aradığım o ""ruhsal mesafeyi"" bulmuştum,
											eserimin sonuçlarından kendimi koruyacak düzenek buydu.
											Üstelik herkes de bu işin böyle işlediğini biliyordu.
											Böylece antik çağdaki sanatçı, çeşitli sorunlardan korunuyordu:
											Mesela, kendini beğenmişlik.
											Eserin görkemli de olsa, itibarı tümüyle sana ait değildi,
											herkes bu vücutsuz ""dehanın"" sana yardımcı olduğunu bilirdi.
											Berbat bir eser çıkarsan da, bu sefer bütün hata sende değildi,
											senin ""dehan"" tembellik yapmış, Hay Allah.
											Batı'da insanlar yaratıcılığa gerçekten çok uzun bir süre böyle baktılar.
									","
											C'est une idée brillante : la voilà, la distance dont je parle,
											cette construction mentale pour se protéger des résultats de son travail.
											Tout le monde savait que ça se passait comme ça,
											donc l'artiste dans l'Antiquité était protégé de certaines choses,
											comme d'un narcissisme excessif, par exemple.
											Si l'œuvre était superbe, on n'en était pas entièrement responsable,
											tout le monde savait qu'un génie désincarné était venu apporter son aide.
											Si l'œuvre faisait un flop, on n'était pas le seul coupable.
											Tout le monde savait qu'on avait un génie minable.
											Longtemps, c'est ainsi qu'on a envisagé la créativité en Occident.
									",Your elusive creative genius,Elizabeth Gilbert,19:09,"creativity,culture,entertainment,poetry,work,writing,personality"
"
","
","
","
",Your elusive creative genius,Elizabeth Gilbert,19:09,"creativity,culture,entertainment,poetry,work,writing,personality"
"
											Y entonces llegó el Renacimiento y todo cambió,
											y tuvimos esta gran idea, y la gran idea fue
											vamos a poner al ser humano individual en el centro del universo
											sobre todos los dioses y misterios, y no hay más espacio
											para criaturas místicas que toman dictado de lo divino.
											Y es el principio del humanismo racional,
											y la gente empezó a creer que la creatividad
											venía completamente del individuo mismo.
											Y por primera vez en la historia,
											empiezas a escuchar a gente referirse a este o aquel artista como si fuera un genio
											en vez de tener un genio.
									","
											Depois veio o Renascimento
e tudo mudou,
											e tivemos esta grande ideia:
											vamos pôr o ser humano individual
no centro do universo
											acima de todos os deuses e mistérios,
											e deixou de haver espaço para criaturas
místicas que ditavam a vontade divina.
											Este é o início do humanismo racional,
											e as pessoas começaram a acreditar
											que a criatividade vinha completamente
do próprio individuo.
											Pela primeira vez na história,
											começámos a ouvir as pessoas
referirem-se a este ou àquele artista
											como sendo um génio
em vez de ter um génio.
									","
											Sonra Rönesans geldi ve her şey değişti,
											yeni bir fikir ortaya atıldı, dendi ki:
											bireyi, evrenin ortasına, bütün tanrıların ve bilinmezliklerin
											üstüne yerleştirelim. Artık,
											kutsal emirler alan mitolojik yaratıklara yer yok.
											Bu, akılcı hümanizmi başlattı ve insanlar
											yaratıcılığın kişinin tümüyle kendisinden
											geldiğine inanmaya başladılar.
											Tarih boyunca ilk defa,
											şu veya bu sanatçıya ""dehanın gelmiş olması"" yerine, doğrudan
											kendisinin ""dahi"" olduğunu duymaya başladık.
									","
											Puis la Renaissance est arrivée et tout a changé,
											nous avons eu une grande idée :
											mettons l'être humain au centre de l'univers
											au-dessus des dieux et des mystères. Plus de place
											pour les créatures mystérieuses inspirées par le divin.
											C'est le début de l'humanisme rationnel
											et les gens se sont mis à croire que la créativité
											venait entièrement de l'individu.
											Pour la première fois dans l'histoire,
											on a commencé à qualifier tel ou tel artiste de génie
											au lieu de dire qu'il avait un génie.
									",Your elusive creative genius,Elizabeth Gilbert,19:09,"creativity,culture,entertainment,poetry,work,writing,personality"
"
","
","
","
",Your elusive creative genius,Elizabeth Gilbert,19:09,"creativity,culture,entertainment,poetry,work,writing,personality"
"
											Y debo decirles, creo que eso fue un gran error.
											Saben, creo que permitir a alguien, una simple persona
											creer que él o ella es como, el contenedor,
											como la fuente, la esencia y el origen
											de todo misterio divino, creativo, desconocido
											es quizá demasiada responsabilidad para una frágil psique humana.
											Es como pedirle a alguien que se trague el sol.
											Deforma y distorsiona egos,
											y crea todas estas expectativas inmanejables sobre el rendimiento.
											Y creo que la presión de eso
											ha estado matando a nuestros artistas los últimos 500 años.
									","
											E tenho de dizer-vos,
acho que isso foi um erro enorme.
											Penso que permitir que alguém,
uma mera pessoa,
											acredite que é como que o recipiente,
											como a fonte e a essência e a origem
											de todo o mistério divino, criativo,
desconhecido, eterno
											é demasiada responsabilidade
											para se colocar
numa psique humana, frágil.
											É como pedir a alguém para engolir o sol.
											Envolve e distorce completamente os egos,
											e cria todas estas expetativas
não geríveis sobre desempenho.
											E penso que a pressão disso
											tem matado os nossos artistas
nos últimos 500 anos.
									","
											Fikrimi sorarsanız, bunun büyük bir hata olduğunu düşünüyorum.
											Yani tutup da, bir kişiye, tek bir insancığa,
											kendi başına bütün kutsal, bilinmez, ebedi sırların
											hepsinin yayıldığı bir pınar, bir kaynak ve bir cevher olduğunu
											söylemek, bütün bu sorumluluğu üstüne yüklemek,
											zaten kırılgan insan ruhu üzerinde biraz fazla bir yük.
											Gidip de birine ""sen güneşi yut"" demek gibi.
											İnsan benliğini tümüyle bozup eğreltiyor,
											ve karşılanamayacak yüksek beklentilerin oluşmasına yol açıyor.
											Sanıyorum, bunun baskısı,
											sanatçılarımızı beş yüz yıldır öldürüyor.
									","
											Selon moi, ce fut une grosse erreur.
											Je pense qu'autoriser un simple individu
											à croire qu'il ou elle est le contenant,
											la fontaine, l'essence et la source
											de tous les mystères divins, créateurs, impénétrables et éternels
											revient à imposer un brin trop de responsabilité à un fragile esprit humain.
											C'est comme demander à quelqu'un d'avaler le soleil.
											Cela déforme et pervertit l'ego
											et crée des attentes ingérables sur la performance.
											Et je pense que c'est cette pression
											qui tue nos artistes depuis 500 ans.
									",Your elusive creative genius,Elizabeth Gilbert,19:09,"creativity,culture,entertainment,poetry,work,writing,personality"
"
","
","
","
",Your elusive creative genius,Elizabeth Gilbert,19:09,"creativity,culture,entertainment,poetry,work,writing,personality"
"
											Y, si esto es verdad,
											y yo creo que es verdad,
											la pregunta se vuelve, ¿ahora qué?
											¿Podemos hacer esto de una manera diferente?
											Tal vez regresar a una comprensión más antigua
											sobre la relación entre humanos y el misterio creativo.
											Tal vez no.
											Tal vez no podemos simplemente borrar 500 años de pensamiento humanístico racional
											en un discurso de 18 minutos.
											Y probablemente hay gente en esta audiencia
											que puede tener legítimas sospechas científicas
											sobre la noción de hadas, básicamente,
											que siguen a la gente frotando zumo de hada en sus proyectos y cosas así.
											No voy a conseguir que todos estén de acuerdo conmigo.
									","
											E, se isto é verdade,
											e penso que isto é verdade,
											a questão torna-se, e agora?
											Podemos fazer diferente?
											Talvez recuar
para uma perceção mais antiga
											acerca da relação entre seres humanos
e o mistério criativo.
											Talvez não.
											Talvez não possamos apagar 500 anos
de pensamento humanista racional
											num discurso de 18 minutos.
											E provavelmente há pessoas nesta audiência
											que levantam suspeições científicas
realmente legitimas
											sobre a noção de fadas
que seguem as pessoas
											e espalham pós-de-fada
nos seus projetos e coisas assim.
											Talvez não vos convença a todos nisto.
									","
											Eğer bu doğruysa,
											- ki ben doğru olduğunu düşünüyorum -
											sormamız gereken: ne yapsak?
											Yani bunun başka yolu var mıdır?
											Belki insanlar ve yaratıcı bilinmezlik arasındaki ilişkiyi
											açıklayacak daha eski görüşlere geri dönebiliriz.
											Belki de dönemeyiz.
											Belki beş yüz yıllık akılcı insan merkezli düşünceyi, 18 dakikalık
											bir konuşmada silip atamayız.
											Ve bir de herhalde bu dinleyiciler arasından
											böyle anlattığım gibi insanları takip edip de üzerlerine
											peri tozu serpen perilere karşı
											çok haklı bilimsel itirazlarda bulunacaklar çıkabilir.
											Hepinizi ikna edebileceğimi sanmıyorum.
									","
											Et si cela est vrai,
											et je crois que c'est vrai,
											la question devient : et maintenant ?
											Peut-on procéder autrement ?
											Peut-être pourrions-nous revenir à une compréhension plus ancienne
											de la relation entre les êtres humains et le mystère de la création.
											Peut-être pas.
											Nous ne pouvons peut-être pas effacer 500 ans de pensée humaniste rationnelle
											en un seul discours de 18 minutes.
											Il y a probablement des gens ici
											qui souleveraient des doutes scientifiques légitimes
											sur, finalement, le concept de fées
											qui suivent les gens et jetent de la poudre de perlimpinpin sur leurs travaux.
											Je ne vais probablement pas vous convaincre tous.
									",Your elusive creative genius,Elizabeth Gilbert,19:09,"creativity,culture,entertainment,poetry,work,writing,personality"
"
","
","
","
",Your elusive creative genius,Elizabeth Gilbert,19:09,"creativity,culture,entertainment,poetry,work,writing,personality"
"
											Pero la pregunta que quiero presentar es —
											¿Por qué no?
											¿Por qué no pensar de esta manera?
											Porque tiene tanto sentido como cualquier otra cosa que yo haya escuchado
											en términos de explicar la enloquecedora arbitrariedad absoluta
											del proceso creativo.
											Un proceso que, como cualquiera que alguna vez haya intentado hacer algo conoce —
											lo que es decir, básicamente todos los presentes —
											no siempre se comporta racionalmente.
											Y, de hecho, a veces puede sentirse definitivamente paranormal.
									","
											Mas a questão que quero colocar é:
											Sabem, porque não?
											Porque não pensar nisto desta forma?
											Porque faz tanto sentido
como qualquer outra coisa que já ouvi
											para explicar a extrema loucura caprichosa
											do processo criativo.
											Um processo que alguém que já
tenha tentado fazer alguma coisa
											— ou seja, toda a gente aqui —
											sabe que nem sempre
se comporta racionalmente.
											De facto, por vezes,
podemos sentir algo paranormal.
									","
											Ama sormak istediğim soru şu:
											neden olmasın ki?
											Neden bu şekilde bakmayalım?
											Çünkü bu söylediğim de, yaratıcı sürecin
											insanı tımarhanelik eden kaprisi üzerine duyduğum
											diğer açıklamalar kadar mantıklı.
											Herhangi bir şey yaratmaya kalkışmış olan herkes
											- mesela bu salondaki herkes -
											bu sürecin hep akılcı işlemediğini bilir.
											Hatta, bazen, bariz akıldışı gibi gelebilir.
									","
											Mais la question que je voudrais poser est :
											pourquoi pas ?
											Pourquoi ne pas voir les choses ainsi ?
											Ce n'est pas moins raisonnable que tout ce que j'ai entendu
											pour expliquer les caprices exaspérants
											du processus de création.
											Ce processus, tous ceux qui ont essayé de faire quelque chose —
											c'est-à-dire tout le monde ici —
											savent qu'il n'est pas toujours logique.
											Parfois il peut même sembler complètement paranormal.
									",Your elusive creative genius,Elizabeth Gilbert,19:09,"creativity,culture,entertainment,poetry,work,writing,personality"
"
","
","
","
",Your elusive creative genius,Elizabeth Gilbert,19:09,"creativity,culture,entertainment,poetry,work,writing,personality"
