en,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
											Today, many of the biological
sciences only see value
											in studying deeper what we already know —
											in mapping already-discovered continents.
											But some of us are much more
interested in the unknown.
											We want to discover
completely new continents,
											and gaze at magnificent
vistas of ignorance.
											We crave the experience
of being completely baffled
											by something we've never seen before.
											And yes, I agree
											there's a lot of little ego satisfaction
in being able to say,
											""Hey, I was the first one
to discover that.""
											But this is not
a self-aggrandizing enterprise,
											because in this type
of discovery research,
											if you don't feel like a complete
idiot most of the time,
											you're just not sciencing hard enough.
									","
											Aujourd'hui, beaucoup de sciences
biologiques se consacrent uniquement
											à l'étude plus approfondie
de ce que nous connaissons déjà,
											à la cartographie
des continents déjà découverts.
											Mais certains d'entre nous accordent
beaucoup plus d'intérêt à l'inconnu.
											Nous voulons découvrir
des continents totalement nouveaux,
											et contempler de magnifiques
panoramas d'ignorance.
											Nous voulons être complètement déroutés
											par la découverte
de quelque chose de nouveau.
											En effet, j'avoue qu'on ressent
une grande satisfaction personnelle
											quand on est capable de dire :
											« J'ai été le premier à le découvrir. »
											Mais ce n'est pas
une entreprise d’auto-glorification,
											parce que dans ce genre de recherches,
											si vous ne vous sentez pas bête
la plupart du temps,
											c'est que vous ne cherchez pas assez.
									","
											Hoje em dia, muitas das ciências
biológicas apenas veem valor
											em aprofundar o que já sabemos,
											em mapear continentes já descobertos.
											Mas alguns de nós estamos
muito mais interessados no desconhecido.
											Queremos descobrir
continentes completamente novos,
											e olhar para vistas
magníficas de ignorância.
											Desejamos a experiência de ficarmos
completamente perplexos
											por algo nunca antes visto.
											E sim, concordo
											existe um pouco de satisfação
egoísta em poder dizer,
											""Ei, eu fui o primeiro a descobrir isso.""
											Mas isto não é uma iniciativa
em proveito próprio,
											porque neste tipo
de pesquisa de descoberta,
											se não nos sentirmos a maior
parte do tempo como um completo idiota,
											não nos estamos a esforçar o suficiente.
									","
											Bugün, biyoloji bilimlerinin çoğu
yalnızca hali hazırda bildiğimizin
											daha derinine inmeyi değerli buluyor —
											zaten keşfedilmiş olanın 
detaylandırılmasını.
											Ama bazılarımız bilinmeyenle
çok daha fazla ilgileniyor.
											Tamamen yeni şeyler
keşfetmek
											ve cehaletimizin muhteşem manzaralarını
izlemek istiyoruz.
											Daha önce hiç görmediğimiz
bir şey ile allak bullak olmaya
											can atıyoruz.
											Ve evet,
											""Hey, bunu ilk defa keşfeden ben oldum.""
diyebilmenin getirdiği
											bir sürü minik ego tatmininin
olduğuna katılıyorum.
											Ama bu övünmek için
bir girişim değil.
											Çünkü bu tarz bir
keşif araştırmasında,
											çoğu zaman aptal gibi
hissetmiyorsanız,
											yeterince iyi bilim yapmıyorsunuzdur.
									","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
","
","
","
","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
","
","
","
","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
											So every summer I bring onto the deck
of this little boat of ours
											more and more things
that we know very little about.
											I would like tonight
to tell you a story about life
											that rarely gets told
in an environment like this.
											From the vantage point of our 21st-century
biological laboratories,
											we have begun to illuminate
many mysteries of life with knowledge.
											We sense that after centuries
of scientific research,
											we're beginning to make
significant inroads
											into understanding some of the most
fundamental principles of life.
									","
											Alors chaque été, j'apporte
sur le pont de notre petit bateau
											de plus en plus de choses
dont on a très peu connaissance.
											Ce soir, je voudrais
vous raconter une histoire sur la vie
											qui est très rarement racontée
dans un environnement comme celui-là.
											Du point de vue de nos laboratoires
biologiques du XXIe siècle,
											nous avons éclairci beaucoup de mystères
sur la vie grâce à nos connaissances.
											Nous avons le sentiment qu’après
des siècles de recherches scientifiques,
											nous faisons
des découvertes significatives
											dans la compréhension des principes
de vie les plus fondamentaux.
									","
											Então todos os verões eu trago
para este nosso pequeno barco
											mais e mais coisas das quais
não sabemos quase nada.
											Esta noite gostaria de vos contar
uma história sobre a vida
											que raramente é contada
num ambiente destes.
											Do ponto de vantagem dos nossos
laboratórios biológicos do século XXI,
											começámos a iluminar muitos
dos mistérios da vida com conhecimento.
											Sentimos que depois de séculos
de pesquisa cientifica,
											estamos a começar a criar incursões
											para entender alguns dos princípios
fundamentais da vida.
									","
											Haliyle her yaz
küçük teknemizdeki güverteye
											hakkında çok az bildiğimiz
daha fazla şey getiriyorum.
											Bu gece sizlere, böyle bir
ortamda nadiren duyacağınız,
											hayata dair bir hikaye
anlatmak istiyorum.
											21. yüzyılın biyoloji laboratuvarlarının
bakışıyla,
											hayatın bir çok gizemini bilgiyle
açığa çıkardık.
											Yüzyıllar süren bilimsel araştırma
sonucunda biz,
											yaşamın en temel prensiplerini kavrayışta
											önemli başarılar elde etmeye
başladığımızı hissediyoruz.
									","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
","
","
","
","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
											Our collective optimism is reflected
by the growth of biotechnology
											across the globe,
											striving to utilize scientific knowledge
to cure human diseases.
											Things like cancer, aging,
degenerative diseases;
											these are but some
of the undesirables we wish to tame.
											I often wonder:
											Why is it that we are having
so much trouble
											trying to solve the problem of cancer?
											Is it that we're trying to solve
the problem of cancer,
											and not trying to understand life?
									","
											Notre optimisme collectif se reflète

											à travers la croissance
de la biotechnologie dans le monde.
											On s'efforce de mettre nos connaissances
au service du traitement des maladies,
											comme le cancer, le vieillissement,
les maladies dégénératives,
											ce ne sont que quelques-uns
des fléaux que l'on souhaite limiter.
											Je me demande souvent :
											pourquoi avons-nous tant de mal
											à essayer de résoudre
le problème du cancer ?
											Est-ce parce que nous essayons
de résoudre le problème du cancer
											sans tenter de comprendre la vie ?
									","
											O nosso otimismo coletivo reflete-se
no crescimento da biotecnologia
											pelo globo,
											um esforço para utilizar o conhecimento
cientifico para curar doenças humanas.
											Coisas com cancro, envelhecimento,
doenças degenerativas;
											estas são apenas algumas das coisas
indesejáveis que queremos domar.
											Questiono-me muitas vezes:
											Porque é que temos
tanta dificuldade
											em resolver o problema do cancro?
											Será por estarmos a tentar
resolver o problema do cancro,
											e não a tentar entender a vida?
									","
											Kolektif iyimserliğimiz,
bilimsel bilgiyi,
											biyoteknolojinin gelişmesi ile, 
insan hastalıklarını
											iyileştirmek için kullanmamızda 
kendini gösteriyor.
											Kanser, yaşlanma, dejeneratif hastalıklar
gibi şeyler
											kontrol altına almak istediğimiz
istenmeyenlerden bazıları.
											Sıklıkla düşünüyorum:
											Neden kanser problemini
çözmeye çalışmakta
											bu kadar sıkıntı çekiyoruz?
											Kanser problemini çözmeye çalışırken,
											hayatı anlamaya çalışmadığımızdan mı?
									","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
","
","
","
","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
											Life on this planet
shares a common origin,
											and I can summarize 3.5 billion years
of the history of life on this planet
											in a single slide.
											What you see here are representatives
of all known species in our planet.
											In this immensity of life
and biodiversity,
											we occupy a rather unremarkable position.
									","
											La vie sur cette planète
partage une origine commune
											et je peux résumer 3,5 milliards d'années
de l'histoire de la vie sur cette planète
											en une seule diapositive.
											Voici une représentation de toutes
les espèces connues sur notre planète.
											Dans l'immensité de la vie
et de la biodiversité,
											nous occupons une place plutôt minime.
									","
											A vida neste planeta
partilha uma origem comum,
											e posso resumir 3500 milhões de anos
da história da vida neste planeta
											num único slide.
											O que estão a ver são representações
das espécies conhecidas no nosso planeta.
											Nesta imensidão de vida
e biodiversidade,
											ocupamos uma posição algo banal.
									","
											Bu gezegendeki yaşam
ortak bir kaynağa sahip
											ve gezegendeki
3.5 milyar yıllık yaşamın tarihi
											tek bir slaytta özetlenebilir.
											Burada gördüğünüz dünyadaki
tüm bilinen türlerin temsilcileri.
											Hayatın bu enginliğinin
ve biyoçeşitliliğin içinde
											biz göze çarpmayan bir pozisyondayız.
									","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
","
","
","
","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
","
","
","
","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
											Homo sapiens.
											The last of our kind.
											And though I don't really want
to disparage at all
											the accomplishments of our species,
											as much as we wish it to be so
and often pretend that it is,
											we are not the measure of all things.
											We are, however, the measurers
of many things.
											We relentlessly quantify,
analyze and compare,
											and some of this is absolutely invaluable
and indeed necessary.
									","
											Homo sapiens.
											Les derniers de notre espèce.
											Bien que je ne souhaite pas dénigrer
											les réalisations de notre espèce,
											même si nous désirons qu'il en soit ainsi
et prétendons souvent que c'est le cas,
											nous ne sommes pas
la mesure de toutes choses.
											Nous sommes, en revanche,
les mesureurs de quantité de choses.
											Nous mesurons sans relâche,
analysons et comparons,
											et une partie de cela est absolument
inestimable et effectivement nécessaire.
									","
											Homo Sapiens
											O último da nossa espécie.
											E apesar de não querer desvalorizar
											os feitos da nossa espécie,
											por muito que queiramos ser
— e muitas vezes fingimos ser —
											não somos a medida de todas as coisas.
											Somos, no entanto,
os medidores de muitas coisas.
											Nós quantificamos, analisamos
e comparamos de forma incessante
											e parte disso é absolutamente
inestimável e de facto necessário.
									","
											Homo sapienler.
											Türümüzün son örneği.
											Ve türümüzün, gerçekleşmesini
istediğimiz kadar,
											çoğu zaman da, öyleymiş gibi düşündüğümüz
											başarılarının hiçbirini kesinlikle
küçümsemek istemememe rağmen
											her şeyin ölçüsü biz değiliz.
											Yine de birçok şeyin ölçücüsüyüz.
											Bıkmadan usanmadan miktarını ölçüyor,
analiz ediyor ve karşılaştırıyoruz,
											ve kimi zaman bu kesinlikle
değersiz ve gerçekten gerekli.
									","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
","
","
","
","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
											But this emphasis today on forcing
biological research to specialize
											and to produce practical outcomes
											is actually restricting our ability
to interrogate life
											to unacceptably narrow confines
and unsatisfying depths.
											We are measuring an astonishingly
narrow sliver of life,
											and hoping that those numbers
will save all of our lives.
											How narrow do you ask?
											Well, let me give you a number.
											The National Oceanic and Atmospheric
Administration recently estimated
											that about 95 percent of our oceans
remain unexplored.
											Now let that sink in for a second.
											95 percent of our oceans
remain unexplored.
											I think it's very safe to say
											that we don't even know
how much about life we do not know.
									","
											Notre insistance sur la spécialisation
des recherches biologiques
											et sur la production
de résultats concrets,
											restreint notre capacité
à nous questionner sur la vie
											en nous réduisant à un espace étroit
et des profondeurs non satisfaisantes.
											Nous mesurons une tranche de vie
étonnamment restreinte,
											en espérant que nos chiffres
sauveront la vie de chacun.
											Restreinte à quel point ?
Laissez-moi vous donner un chiffre.
											L'agence américaine d'observation
océanique et atmosphérique
											a récemment estimé que 95%
de nos océans restent inexplorés.
											Réfléchissons-y une seconde.
											95% de nos océans restent inexplorés.
											Je pense qu'il est
tout à fait juste de dire
											que nous ne savons même pas combien
d'êtres vivants nous ne connaissons pas.
									","
											Mas esta ênfase em forçar
a pesquisa biológica a especializar-se
											e a produzir resultados práticos
											está na verdade a restringir
a nossa capacidade de interrogar a vida
											de não aceitar confins estreitos
e profundidades insatisfatórias.
											Estamos a estudar uma franja da vida
surpreendentemente curta,
											e esperamos que esses números
salvem a vida de todos nós.
											""Quão estreita?""
perguntam vocês.
											Bem, vou dar-vos um número.
											A Administração Nacional dos Oceanos
e Atmosfera estimou recentemente
											que cerca de 95% dos nossos
oceanos permanecem inexplorados.
											Agora reflitam nisto por um segundo.
											95% dos nossos oceanos
permanecem inexplorados.
											Penso que é seguro dizer
											que nem sequer sabemos o quanto
não sabemos sobre a vida.
									","
											Ama bugün, biyolojik araştırmada
tek bir alan üzerine uzmanlaşmak
											ve araştırmayı uygulanabilir sonuçlar 
üretmek için zorlamak
											aslında sorgulama kabiliyetimizi
kabul edilemez şekilde dar sınırlara
											ve tatminkar olmayan derinliklere
mahkum ediyor.
											Hayatın şaşılacak derecede
dar bir bandını ölçüyoruz,
											ve umuyoruz ki bu sonuçlar
hepimizin hayatını kurtaracak.
											Ne kadar dar diye sorarsanız,
											size bir sayı vermeme izin verin.
											Ulusal Okyanus ve Atmosfer Dairesi
son dönemlerde,
											okyanusların yüzde 95'inin
keşfedilmemiş olduğunu hesapladı.
											Bir an durup düşünelim.
											Okyanuslarımızın yüzde 95'i
keşfedilmemiş halde.
											Bence yaşama dair 
ne kadar çok şeyi
											bilmediğimizi bile bilmediğimizi
söylemek gayet makul.
									","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
","
","
","
","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
