en,tr,pt,es,fr,title,speaker,duration,tags
"
","
","
","
","
",Why should you read Sylvia Plath?,Iseult Gillespie,4:28,"TED-Ed,depression,mental health,animation,literature,novel,poetry,culture,book,world cultures,books"
"
											In one of ""Ariel's"" most forceful poems,
											""Lady Lazarus,"" she explores her attempts 
to take her own life through Lazarus,
											the biblical figure who rose 
from the dead.
											She writes, “and I a smiling woman/
I am only thirty/
											And like the cat I have
nine times to die.”
											But the poem is also a testament 
to survival:
											“I rise with my red hair/
And I eat men like air.”
											This unflinching language has made Plath 
an important touchstone
											for countless other readers and writers
											who sought to break the silence
											surrounding issues of trauma, 
frustration, and sexuality.
									","
											""Ariel’in"" en güçlü
şiirlerinden ""Lady Lazarus"" la,
											kendi hayatını alma
girişimlerini, ölülerden doğan
											İncilsel şahıs olan
Lazarus üzerinden keşfediyor.
											“Ve ben gülümseyen bir kadınım /
sadece otuz yaşındayım
											/ Ve kedi gibi ölmek için
dokuz canım var” yazıyor.
											Ancak şiir ayrıca
hayatta kalmanın bir kanıtıdır:
											“Kızıl saçlarımla yükseliyorum/
Hava gibi adamlar yiyorum”.
											Nefes kesici bakış açıları
ve korkusuz bir dil,
											onu travma, hayal kırıklığı 
ve cinsellik sorunları
											etrafındaki sessizliği kırmak isteyen
okuyucular için bir mihenk taşı yaptı.
									","
											Num dos poemas mais potentes de ""Ariel"",
""Lady Lazarus"",
											explora as suas tentativas
de tirar a própria vida através de Lázaro,
											a figura bíblica
que ressuscitou dos mortos.
											Escreve: ""e sou uma mulher sorridente/
tenho apenas trinta anos/
											""E como o gato, tenho
nove vidas para morrer"".
											Mas o poema é também
um testamento à sobrevivência:
											""Eu surjo com o meu cabelo ruivo/
E devoro homens como ar"".
											Esta linguagem incisiva fez
de Plath um ponto de referência
											para inúmeros outros leitores e escritores
											que tentaram quebrar o silêncio
											sobre as questões do trauma,
da frustração e da sexualidade.
									","
											En ""Señora Lázaro"", uno de los poemas
más potentes de la colección,
											examina sus propios intentos de suicidio
a través de la figura bíblica de Lázaro,
											quien resucitó de entre los muertos.
											Plath escribe: ""y yo, mujer sonriente/
tengo solo treinta años/
											Y como el gato puedo morir nueve veces"".
											Pero el poema también
se trata del sobrevivir:
											""Me levanto con mi cabello rojo/
Y devoro hombres como el aire"".
											Este lenguaje tan directo
convirtió a Plath en referente
											para un sinnúmero de lectores y escritores
											que intentaron romper el silencio
											en torno a temas como el trauma,
la frustración y la sexualidad.
									","
											Dans l'un des poèmes forts d'« Ariel »,
											« Dame Lazare », elle explore
ses atteintes à sa vie à travers Lazare,
											la figure biblique
revenue d'entre les morts.
											Elle écrit : « Et moi, femme souriante.
Je n'ai que trente ans.
											Et comme les chats,
je dois mourir neuf fois. »
											Mais le poème est aussi
une ode à la survie :
											« Je m'élève avec mes cheveux roux
Et je dévore les hommes comme de l'air ».
											Ce langage indéfectible a fait de Plath
une importante pierre de touche
											pour de nombreux autres
lecteurs et écrivains
											cherchant à rompre le silence
											autour des sujets comme le traumatisme,
la frustration et la sexualité.
									",Why should you read Sylvia Plath?,Iseult Gillespie,4:28,"TED-Ed,depression,mental health,animation,literature,novel,poetry,culture,book,world cultures,books"
"
","
","
","
","
",Why should you read Sylvia Plath?,Iseult Gillespie,4:28,"TED-Ed,depression,mental health,animation,literature,novel,poetry,culture,book,world cultures,books"
"
											""Ariel"" is also filled with moving 
meditations on heartbreak and creativity.
											The title poem begins “Stasis in darkness/
											Then the substanceless blue/
Pour of tor and distances.”
											This sets the scene for a naked ride 
on horseback in the early morning—
											one of Plath’s most memorable expressions
of the elation of creative freedom.
											But it is also full of foreboding 
imagery,
											such as “a child's cry” that “melts 
in the wall”
											and a “red/eye, the cauldron 
of morning.”
									","
											""Ariel"" ayrıca, kalp kırığı ve yaratıcılık
üzerine etkili meditasyonlarla doludur.
											Başlık şiiri “Karanlıkta durgunluk /
											Sonra esassız mavi / tepelerin
ve mesafelerin dökülmesi” diye başlıyor.
											Bu, sabahın erken saatlerinde Plath’ın
yaratıcı özgürlük sevincinin en unutulmaz
											ifadelerinden biri olan at sırtında
çıplak bir gezinti için sahneyi hazırlar.
											Ama aynı zamanda “duvarda eriyen”
“çocuğun ağlaması” gibi
											ve “sabahın kazanı” kırmızı / göz gibi
											ön plana çıkmış görüntülerle doludur.
									","
											""Ariel"" está também cheio
de comoventes reflexões
											sobre o desgosto e a criatividade.
											O poema que lhe dá o título começa:
""Inércia na escuridão/
											""Um azul sem substância
Emana de rochedos e distâncias"".
											Isso prepara a cena para um passeio,
""nua, a cavalo, de manhã cedo""
											— uma das expressões
mais inesquecível de Plath
											sobre a euforia da liberdade criativa.
											Mas também está cheio
de imagens de presságio,
											como ""um choro de criança""
que ""se dissolve no muro""
											e um ""olho/vermelho,
a cratera da manhã"".
									","
											""Ariel"" contiene también
numerosas y emotivas reflexiones
											sobre la pena y la creatividad.
											El poema del título comienza:
""Estasis en la oscuridad/
											Luego el azul sin sustancia/
Vertido de colinas y distancias"".
											Esta escena, que describe el comienzo
de una cabalgata desnuda al amanecer,
											es una de las expresiones
más memorables de Plath
											sobre la euforia de la libertad creativa.
											Pero también está llena
de imágenes ominosas,
											como ""el grito de un niño""
que ""se derrite en la pared""
											y el ""rojo/ojo, el caldero de la mañana"".
									","
											« Ariel » est également
plein de méditations émouvantes
											sur les chagrins d'amour et la créativité.
											Le poème éponyme commence :
« Stase dans l'obscurité
											Puis le bleu sans substance
Se déverse du sommet et du lointain ».
											Cela plante le décor d'une promenade,
nue sur un cheval tôt le matin —
											l'une des expressions
les plus mémorables de Plath
											quant à l'allégresse
de la liberté créative.
											Mais elle est également pleine
d'images menaçantes
											comme « le cri d'un enfant »
qui « se fond au mur »
											et un « œil rouge, le chaudron du matin ».
									",Why should you read Sylvia Plath?,Iseult Gillespie,4:28,"TED-Ed,depression,mental health,animation,literature,novel,poetry,culture,book,world cultures,books"
"
","
","
","
","
",Why should you read Sylvia Plath?,Iseult Gillespie,4:28,"TED-Ed,depression,mental health,animation,literature,novel,poetry,culture,book,world cultures,books"
"
											This darkness is echoed throughout 
the collection,
											which includes controversial references 
to the holocaust and the Kamikazes.
											Even the relics of seemingly happier times
are described as crucifying the author:
											“My husband and child smiling out 
of the family photo;
											Their smiles catch onto my skin, 
little smiling hooks.”
									","
											Bu karanlık, büyük yangın
ve Kamikazes için tartışmalı
											referanslar içeren
koleksiyon boyunca yankılanıyor.
											Mutlu görünen zamanların kalıntıları bile
işkence gördüğü şeklinde tanımlanıyor:
											“Kocam ve çocuğum
aile fotoğrafında gülümsüyor;
											Gülüşleri cildime tutunuyor,
küçük gülümseyen kancalar. ”
									","
											Essa escuridão reflete-se
por toda a coletânea,
											que inclui referências controversas
ao Holocausto e aos ""kamikazes"".
											Mesmo os vestígios de tempos
aparentemente mais felizes
											são descritos como aflitivos pela autora:
											""O meu marido e a minha filha
sorriem na foto de família;
											""Os seus sorrisos lançam na minha pele,
pequenos anzóis sorridentes"".
									","
											Estas imágenes sombrías
se repiten en toda la colección,
											que incluye referencias polémicas
al Holocausto y los kamikazes.
											Hasta los recuerdos aparentemente felices
											son vividos por la autora
con profundo dolor:
											""Mi esposo e hija me sonríen
desde la foto familiar;
											Sus sonrisas se me clavan en la piel,
como pequeños ganchos sonrientes"".
									","
											Cette noirceur se retrouve
dans toute la collection,
											qui inclut des références controversées
à l'holocauste et aux kamikazes.
											Même les reliques de temps
apparemment plus heureux
											sont décrits comme crucifiant l'auteure :
											« Mon mari et mon enfant
souriant sur la photo de famille ;
											Leurs sourires s'accrochent à ma peau,
de petits crochets souriants. »
									",Why should you read Sylvia Plath?,Iseult Gillespie,4:28,"TED-Ed,depression,mental health,animation,literature,novel,poetry,culture,book,world cultures,books"
"
","
","
","
","
",Why should you read Sylvia Plath?,Iseult Gillespie,4:28,"TED-Ed,depression,mental health,animation,literature,novel,poetry,culture,book,world cultures,books"
"
											Her domestic dissatisfaction and her 
husband’s mistreatment of her
											are constant themes in her later poetry.
											After her death, he inherited her estate,
											and has been accused of excluding 
some of her work from publication.
									","
											Evdeki memnuniyetsizliği
ve kocasının ona kötü muamelesi,
											daha sonraki şiirlerinde
devam eden temalardır.
											Ölümünden sonra, eşi mülkünü devraldı
											ve eserlerinin bir kısmını
yayın dışında bırakmakla suçlandı.
									","
											A sua insatisfação doméstica
e os maus tratos que o marido lhe infligia
											são tópicos constantes
na sua poesia posterior.
											Depois da sua morte,
ele herdou os bens dela,
											e foi acusado de ter impedido a publicação
de uma parte do trabalho dela.
									","
											La insatisfacción de la vida doméstica
y el maltrato de su marido
											son temas que se repiten
en sus últimos poemas.
											Su marido fue el heredero
después de su muerte,
											y fue acusado de no publicar
la totalidad de su trabajo.
									","
											Son insatisfaction domestique
et la maltraitance de son mari
											sont des sujets récurrents
dans ses dernières œuvres.
											Après sa mort, il a hérité de ses biens
											et a été accusé d'interdire la publication
de certaines de ses œuvres.
									",Why should you read Sylvia Plath?,Iseult Gillespie,4:28,"TED-Ed,depression,mental health,animation,literature,novel,poetry,culture,book,world cultures,books"
"
","
","
","
","
",Why should you read Sylvia Plath?,Iseult Gillespie,4:28,"TED-Ed,depression,mental health,animation,literature,novel,poetry,culture,book,world cultures,books"
"
											Despite these possible omissions 
and her untimely death,
											what survives is one of the most 
extraordinary bodies of work
											by a twentieth century poet.
											While her work can be shocking in 
its rage and trauma,
											Plath casts her readers as witnesses–
											not only to the truth of her 
psychological life,
											but to her astounding ability to express 
what often remains inexpressible.
									","
											Bu olası ihmallere
ve zamansız ölümüne rağmen,
											hayatta kalan, yirminci yüzyıl 
şairi tarafından yapılan
											en olağanüstü çalışmalarından biridir.
											Çalışmalarının öfke
ve travması şok edici olsa da,
											Plath okuyucularına şahit olarak
rol veriyor - yalnızca
											psikolojik yaşamının gerçeğine değil,
aynı zamanda ifade edilemeyecek şeyleri
											ifade etme konusundaki şaşırtıcı
yeteneğine de dikkat çekiyor.
									","
											Apesar dessas possíveis omissões
e da sua morte prematura,
											o que sobrevive é um dos mais
extraordinários conjuntos de obras
											de uma poetisa do século XX.
											Embora os seus poemas possam
chocar pela sua raiva e trauma,
											Plath elege os seus leitores
como testemunhas,
											não apenas da verdade
da sua vida psicológica,
											mas da sua espantosa capacidade
											para exprimir o que muitas vezes
fica inexprimível.
									","
											A pesar de esas posibles omisiones
y de su temprana muerte,
											el material que sobrevive
constituye una de las obras poéticas
											más extraordinarias del siglo XX.
											Si bien la furia y el trauma de su obra
pueden resultar chocantes,
											Plath convierte al lector en testigo,
											no solo de su verdadera vida psicológica,
											sino de su asombrosa habilidad de expresar
lo que muchas veces resulta inexplicable.
									","
											Malgré ces omissions possibles
et sa mort prématurée,
											ce qui survit est l'un des corpus d’œuvres
les plus extraordinaires
											issus d'un poète du XXe siècle.
											Si son œuvre peut être choquante
de par sa rage et son traumatisme,
											Plath fait de ses lecteurs ses témoins —
											pas seulement de la vérité
de sa vie psychologique,
											mais de son incroyable capacité à exprimer
ce qui demeure souvent indicible.
									",Why should you read Sylvia Plath?,Iseult Gillespie,4:28,"TED-Ed,depression,mental health,animation,literature,novel,poetry,culture,book,world cultures,books"
"
","
","
","
","
",Why should you read Sylvia Plath?,Iseult Gillespie,4:28,"TED-Ed,depression,mental health,animation,literature,novel,poetry,culture,book,world cultures,books"
