pt,de,fr,title,speaker,duration,tags
"
","
","
",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
											Os meus pais emigraram da Líbia,
no Norte de África, para o Canadá,
											no início dos anos 80.
											Eu sou a filha do meio de onze irmãos.
											Sim, onze!
											Enquanto crescia, via os meus pais,
											ambos pessoas espirituais
e devotas à religião,
											rezar e agradecer a Deus
pelas suas bênçãos,
											entre as quais eu, claro está,
mas não exclusivamente.
											Eram bondosos, engraçados e pacientes,
											duma paciência ilimitada — o tipo de 
paciência que 11 filhos nos força a ter.
											(Risos)
											E eram justos.
											Nunca fui submetida à religião
sob qualquer perspetiva cultural.
											Eu era tratada como todos os outros
											e esperavam o mesmo de mim.
											Nunca me transmitiram que Deus 
julgava as pessoas com base no sexo.
											Os meus pais viam Deus como um amigo
misericordioso e benéfico e um pai.
											Isso modelou a forma
como eu via o mundo.
									","
											Meine Eltern zogen zu Beginn der 1980er
von Libyen in Nordafrika nach Kanada.
											Ich bin das mittlere von 11 Kindern.
											Richtig, 11.
											Als Kind sah ich meine Eltern,
											die tiefreligiös und spirituell waren,
											zu Gott beten und ihm 
für seine Gaben danken,
											also für mich — unter anderem.
(Lachen)
											Sie waren gütig, lustig, geduldig,
											sie besaßen die unendliche Geduld, die
Eltern von 11 Kindern einfach brauchen.
											Und sie waren gerecht.
											Sie haben mir die Religion nie durch
einen kulturellen Filter vermittelt.
											Ich wurde gleich behandelt,
											von mir wurde das Gleiche erwartet.
											Mir wurde nie gesagt, dass Gott
nach Geschlecht urteilt.
											Meine Eltern sahen in Gott einen Freund
und Fürsorger, barmherzig und gnädig,
											und formten damit mein Weltbild.
									","
											Mes parents ont émigré de la Libye
vers le Canada
											au début des années 80,
											et je suis l'enfant du milieu
entre 11 enfants.
											Oui, 11.
											Mais en grandissant, j'ai vu mes parents,
											à la fois pieux et spirituels,
											prier et louer Dieu
pour ses bénédictions,
											à savoir moi bien sûr, mais pas seulement.
(Rires)
											Ils étaient gentils, drôles et patients,
											d'une patience sans limite,
											celle qu'on est
obligé d'avoir avec 11 enfants.
											Ils étaient justes.
											Je n'étais jamais été soumise
à la religion sur la base des coutumes.
											J'étais traitée de la même façon,
									",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
","
","
",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
											A educação que recebi, claro está,
teve benefícios adicionais.
											Ser uma entre onze filhos é 
Introdução à Diplomacia.
											(Risos)
											Ainda hoje, me perguntam
que escola frequentei:
											""Frequentaste a 
Kennedy School of Government?""
											Eu olho para a pessoa e respondo:
											""Não, eu frequentei a
Escola de Relações Internacionais Murabit.
											(Risos)
											""É extremamente exclusiva.
											""Teriam que falar com a minha mãe
para conseguirem entrar
											""Para sorte vossa, ela está aqui.""
											Mas ser uma de onze filhos
e ter dez irmãos
											ensina-nos muito acerca de
estruturas de poder e alianças.
											Ensina-nos a ter foco. Obriga-nos a
falar mais rápido ou a falar menos,
											pois sabemos que 
seremos sempre interrompidos.
											Ensina-nos a importância da
capacidade de passar a mensagem.
											Temos que fazer as perguntas
da forma correta,
											para obter as respostas que procuramos,
											e temos que saber dizer não
da forma correta, para manter a paz.
									","
											Meine Erziehung hatte weitere Vorteile.
											Eins von 11 Kindern zu sein, lehrt einem
diplomatisches Geschick. (Lachen)
											Noch heute werde ich
nach meiner Ausbildung gefragt:
											""Haben Sie die Politikschule 
in Harvard besucht?""
											Ich sehe sie an und antworte:
											""Nein, die Murabit-Schule für 
Internationale Angelegenheiten.""
											Sehr exklusiv. Um reinzukommen, 
müssen Sie mit meiner Mutter sprechen.
											Sie haben Glück, sie ist hier.
											Eins von 11 Kindern zu sein,
10 Geschwister zu haben,
											vermittelt ein gutes Verständnis für
Machtstrukturen und Allianzen.
											Es lehrt Fokus, man muss
schnell reden oder sich kurz fassen,
											denn man wird immer unterbrochen.
											Man lernt, wie wichtig Verständigung ist.
											Man muss geschickt fragen, um die
gewünschten Antworten zu erhalten,
											man muss wissen, wie man Nein sagt,
ohne den Frieden zu gefährden.
									","
											les attentes étaient les mêmes.
											Ils ne m'ont jamais enseigné que Dieu juge
différemment en fonction du sexe.
											Mes parents définissent Dieu comme
Miséricordieux, Bienfaiteur et Donneur ;
											cela a influencé ma vision du monde.
									",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
","
","
",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
											No entanto, a lição mais importante 
que aprendi. enquanto crescia.
											foi a importância de estar presente.
											Quando o candeeiro preferido da minha
mãe se partiu, eu tive que estar presente
											quando ela tentou descobrir quem 
o partira, pois tinha que me defender,
											caso contrário, seria eu a acusada
											e seria castigada.
											Não falo por experiência 
própria, claro está.
									","
											Doch die allerwichtigste Lehre war,
											dass man am Tisch sitzen muss.
											Zerbrach Mutters Lieblingslampe
und sie suchte den Schuldigen,
											musste ich anwesend sein,
um mich zu verteidigen,
											um zu verhindern, dass alle
anderen auf mich zeigten
											und ich Hausarrest bekam.
											Ich spreche natürlich nicht aus Erfahrung.
									","
											Bien entendu, mon éducation avait
des avantages supplémentaires.
											Être l'une de 11 enfants,
est un leçon de diplomatie. (Rires)
											À ce jour, on me demande
le nom de mon université,
											« Avez-vous allé
au Kennedy School of Government ? »
											et je les regarde et réponds : « Non,
											j'étais à la faculté Murabit
des affaires internationales. »
											C'est extrêmement exclusif.
											Il vous faudra parler à ma mère
pour y accéder.
											Vous avez de la chance, elle est là.
											Mais être l'une des 11 enfants
et ayant 10 frères et sœurs,
											vous apprend beaucoup sur les structures
du pouvoir et les alliances.
											Il vous apprend la vigilance ; quand
il faut parler vite ou peu,
											car on vous coupera toujours la parole.
											Ça vous apprend
l'importance de la communication,
											à savoir poser les questions d'une façon
à avoir les réponses que vous voulez,
											et dire non de la bonne manière
pour préserver la paix.
									",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
","
","
",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
											Quando tinha 15 anos, em 2005,
terminei o secundário
											e mudei-me de Saskatoon, no Canadá,
											para Zawiya, a terra natal 
dos meus pais, na Líbia,
											uma cidade muito tradicional.
											Eu só estivera na Líbia 
uma vez antes, de férias
											e, para uma menina de 
sete anos, fora mágico.
											Gelados e idas à praia
e familiares muito entusiasmados.
									","
											2005, im Alter von 15 Jahren,
beendete ich die Oberschule
											und zog von Saskatoon in Kanada
											nach Zawiya in Libyen,
der Heimatstadt meiner Eltern,
											eine sehr traditionelle Stadt.
											Zuvor hatte ich Libyen
nur im Urlaub besucht,
											und als 7-jährige war ich entzückt.
											Es gab Eis, Strandausflüge
und begeisterte Verwandte.
									","
											Mais la plus importante leçon
que j'ai apprise étant petite
											était l'importance d'être à la table.
											Quand on a cassé la lampe de ma mère,
je devais être là, lorsqu'elle essayait
											de trouver le comment et le qui,
car il fallait que je me défende,
											car si vous ne le faites pas,
le doigt sera pointé vers vous,
											et en un rien de temps,
vous êtes puni.
											Je ne parle pas par expérience, bien sûr.
									",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
","
","
",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
											Ao que parece, a experiência não
é a mesma para uma rapariga de 15 anos.
											Muito cedo, travei conhecimento
com o aspeto cultural da religião.
											As palavras ""haram"",
religiosamente proibido,
											e ""aib"", culturalmente impróprio,
											eram trocadas descuidadamente,
											como se carregassem o mesmo significado
e tivessem as mesmas consequências.
											Tive inúmeras conversas com colegas,
											professores, amigos e até familiares,
											que me levaram a questionar
o meu papel e as minhas aspirações.
											Mesmo com as bases 
que adquirira dos meus pais,
											fui levada a questionar o papel 
das mulheres na minha religião.
									","
											Doch als 15-jährige junge Frau
empfand ich es ganz anders.
											Schon bald erlebte ich die
kulturelle Seite der Religion.
											Worte wie ""haram"" 
— aus religiöser Sicht verboten —
											und ""aib"" — kulturell unangebracht —
											wurden leichtfertig vertauscht,
											als hätten sie die gleiche Bedeutung,
die gleichen Konsequenzen.
											Ich führte unzählige Gespräche
mit Klassenkameraden,
											Kollegen, Lehrern, Freunden,
sogar Verwandten
											und hinterfragte meine
eigenen Prinzipien und Ziele.
											Trotz der soliden Vorprägung
durch meine Eltern
											zweifelte ich nun an der Rolle
der Frau in meiner Religion.
									","
											Quand j'avais 15 ans en 2005,
j'ai terminé le lycée et déménagé
											de Canada — Saskatoon —
											à Zaouïa,
la ville natale de mes parents, en Libye,
											une ville très traditionnelle.
											Voyez-vous, je n'étais jamais allée 
en Libye en dehors des vacances,
											et pour une fille de 7 ans,
c'était magique.
											Il y avait des glaces, 
des sorties à la plage
											et des proches très enthousiastes.
									",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
","
","
",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
											Na Escola de Assuntos 
Internacionais Murabit,
											damos muita importância ao debate.
											A regra número um 
dita que pesquisemos.
									","
											An der Murabit-Schule für
Internationale Angelegenheiten
											legen wir viel Wert auf Debatten,
											und Regel Nr. 1 ist,
sich gut zu informieren.
											Und das tat ich.
											Ich war überrascht, wie einfach es war,
											in meinem Glauben 
religiöse Führerinnen zu finden,
											Frauen, die innovativ und stark waren,
											politisch, wirtschaftlich
und sogar militärisch.
											Khadija finanzierte
die ersten Schritte des Islams.
											Ohne sie wären wir heute nicht hier.
											Und trotzdem lernen wir nichts über sie.
											Warum hören wir nichts von diesen Frauen?
											Warum werden Frauen in Rollen
											aus vor-islamischen Epochen
zurückgedrängt?
											Warum sind wir alle gleich vor Gott
											und ungleich in den Augen der Männer?
									","
											Il s'est avéré que ce n'est pas
la même chose
											pour une jeune fille de 15 ans.
											Très vite, j'ai fait connaissance
avec l'aspect culturel de la religion.
											Les mots « haram » —
religieusement interdit —
											et « aib » — culturellement
inapproprié —
											avaient été négligemment interchangés,
											comme s'ils signifiaient la même chose
et avaient les mêmes conséquences.
											Et je me suis trouvée à mener débat
après débat avec des camarades de classe,
											des collègues, des professeurs,
des amis et même avec des proches,
											j'ai commencé à douter
de mes propres règles et aspirations.
											Même avec les bases
que mes parents m'ont inculquées,
											Je me suis trouvée à douter
du rôle des femmes dans ma religion.
									",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
","
","
",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
											Foi o que eu fiz 
e surpreendi-me com a facilidade
											em encontrar mulheres, na minha
religião, que tinham sido líderes,
											que tinham sido inovadoras,
											que tinham sido fortes
a nível político, económico e até militar.
											Khadija financiou o movimento Islâmico
no seu começo.
											Não estaríamos aqui se não fora por ela.
											Por que razão, não ouvimos falar nela?
											Por que razão não ouvimos falar
de todas estas mulheres?
											Por que razão estão as mulheres a ser
relegadas para posições
											anteriores aos ensinamentos da nossa fé?
											E por que razão, se todos
somos iguais aos olhos de Deus,
											não somos iguais aos olhos dos homens?
									","
											Das alles hat mich an die Lektionen
meiner Kindheit erinnert.
											Leute, die Entscheidungen treffen
und Meinungen vertreten,
											sitzen am Tisch
											und in allen Weltreligionen
sind das leider nicht die Frauen.
											Religiöse Institutionen werden
von Männern dominiert,
											von Männern gelenkt,
											ihre Maßnahmen sind auf sie zugeschnitten.
											Solange wir das System
nicht völlig umstellen,
											können wir nicht erwarten,
											dass sich Frauen voll an
Wirtschaft und Politik beteiligen.
											Unser Fundament ist kaputt.
											Meine Mutter sagt: ""Auf einem schiefen
Fundament kann kein gerades Haus stehen.""
									","
											A la faculté Murabit
des affaires internationales,
											on n'y va pas de main morte dans le débat,
											et la première règle est de faire
de la recherche, ce que j'ai fait,
											et j'ai été surprise
de la facilité avec laquelle
											j'ai trouvé que des femmes de ma religion
étaient des meneuses,
											des innovatrices, de forte personnalité —
											sur les plans politiques,
économiques et même militaires.
											Khadija a financé l'Islam
											à ses débuts.
											Nous ne serions pas là, sans elle.
											Alors, pourquoi 
n'apprenons-nous rien d'elle ?
											Pourquoi ne sait-on rien de ces femmes ?
											Pourquoi sont-elles reléguées
à des positions précédant
											les enseignements de notre foi ?
											Et pourquoi,
si nous sommes égaux devant Dieu,
											nous ne le serons pas
aux yeux de l'homme ?
									",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
","
","
",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
											Para mim, tudo remete para
as lições que aprendi em criança.
											A pessoa que decide, a que tem 
o poder de controlar a mensagem,
											está sentada à mesa.
											Infelizmente, em nenhuma
religião do mundo
											essa pessoa é uma mulher.
											As instituições religiosas
são dominadas por homens
											e conduzidas pela liderança masculina.
											São eles que criam as políticas
à sua semelhança
											e, enquanto não conseguirmos 
alterar inteiramente este sistema,
											não podemos, realistamente,
esperar ter uma participação
											económica e política completa
das mulheres.
											As nossas bases estão falidas.
											A minha mãe costuma dizer
											que não podemos construir 
uma casa direita sobre uma base defeituosa.
									","
											2011 brach die libysche Revolution aus.
Meine Familie kämpfte ganz vorne mit.
									","
											Pour moi, tout cela est dû aux leçons
que j'ai apprises dans mon enfance.
											Le décideur,
la personne qui a le contrôle du message,
											qui est assis à la table,
											et malheureusement,
dans chaque groupe de croyance,
											il n'y a pas de femmes.
											Les institutions religieuses sont dominées
par les hommes
											et dirigées par un leadership masculin,
											et ils mettent en place des politiques
à leur image,
											jusqu'à ce que nous arrivions
à changer tout le système,
											on ne peut pas
raisonnablement s'attendre
											à une pleine participation 
économique et politique des femmes,
											Nos fondations sont brisées.
											En fait ma mère dit :
											« On ne peut pas bâtir une maison
solide sur de mauvaises fondations. »
									",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
","
","
",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
											Em 2011, eclodiu a Revolução Líbia.
A minha família estava na linha da frente.
											Há uma coisa incrível que acontece
nos períodos de guerra,
											uma quase mudança cultural,
muito temporária.
											Foi a primeira vez que senti
que, não só era aceitável
											que eu me envolvesse,
como era encorajado.
											Era uma exigência.
											Eu e outras mulheres 
tínhamos um lugar à mesa.

											Não estávamos de mãos dadas
nem éramos intermediárias.
											Éramos parte da tomada de decisões.
											Partilhávamos informação.
Éramos fundamentais.
											Eu queria e precisava que
essa mudança fosse permanente.
									","
											In Kriegen passiert Außergewöhnliches,
											fast ein kultureller Wandel, 
nur vorübergehend.
											Zum ersten Mal wurde meine Beteiligung
nicht nur akzeptiert, sondern begrüßt.
											Sie wurde gefordert.
											Ich und andere Frauen
bekamen einen Platz am Tisch.
											Nicht aus zeremoniellen Gründen,
											sondern um Entscheidungen zu treffen.
											Unser Wissen war gefragt,
wir waren ausschlaggebend.
											Gern hätte ich diese Errungenschaft
für immer beibehalten.
									","
											En 2011, la révolution libyenne a éclaté,
et ma famille était sur la ligne de front.
											Des choses incroyables 
se passent pendant la guerre,
											un quasi-changement culturel,
dans un laps de temps très court.
											Et c'était la première fois que je sentais
que, non seulement
											j'avais le droit de m'impliquer,
mais que j'y étais encouragée.
											C'était exigé.
											Les autres femmes et moi
avions une place à la table.
											Nous n'étions pas là pour être les yeux 
ou les oreilles de quelqu'un.
											Nous faisions partie des décideurs.
											Nous nous échangions des informations.
Nous étions cruciales.
											Je voulais et espérais
que ce changement soit permanent.
									",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
","
","
",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
											Porém, não é assim tão fácil.
											Passaram-se poucas semanas até que 
as mulheres com que eu trabalhara
											voltassem aos seus papéis habituais,
											a maioria guiada por
palavras de encorajamento
											por parte de líderes 
religiosos e políticos,
											dos quais a maior parte citava
escrituras religiosas em defesa própria.
											Foi desta forma que conseguiram 
apoio popular em relação às suas opiniões.
									","
											Doch das ging nicht so einfach.
											Nur wenige Wochen später
waren meine Mitstreiterinnen
											in ihre alten Rollen zurück geschlüpft,
											oft von religiösen oder politischen
Figuren dazu ermuntert,
											die sich meistens auf
religiöse Schriften beriefen.
											So bildeten sie ihre Anhängerschaft.
									","
											Il s'avère que cela
n'est pas des plus aisés.
											Il n'a fallu que quelques semaines avant
que les femmes avec qui j'avais travaillé
											ne reprennent leurs rôles initiaux,
											dont la majorité mises à la porte
avec les remerciements
											des décideurs religieux et politiques,
											dont la plupart citaient
des Écritures saintes pour leur défense.
											C'est comme ça qu'ils gagnent
le soutien du peuple pour leurs opinions.
									",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
","
","
",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
											Inicialmente, concentrei-me na
emancipação económica e política da mulher.
											Pensei que levasse a 
uma mudança sociocultural.
											Acontece que esta gera 
alguma mudança, mas não muita.
											Decidi, então, usar as armas deles
como a minha ofensiva,
											começando também eu 
a citar e a destacar escrituras Islâmicas.
									","
											Anfangs kämpfte ich für die politische
und wirtschaftliche Stärkung der Frauen.
											Ich dachte, gesellschaftlicher und
kultureller Wandel würden folgen.
											Doch es bewirkte nur wenig.
											Also beschloss ich, sie mit
ihren eigenen Waffen zu schlagen
											und zitierte islamische Schriften.
									","
											Au début, j'étais axée sur l'émancipation
économique et politique des femmes.
											Je pensais que cela mènerait
à un changement culturel et social.
											Il s'est avéré que c'était
un petit changement.
											J'ai décidé de contre-attaquer
en utilisant leur défense,
											et j'ai commencé également à citer
et mentionner des Écritures islamiques.
									",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
","
","
",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
											Em 2012 e 2013, a minha 
organização liderou
											a maior e mais difundida 
campanha na Líbia.
											Estivemos presentes em casas, 
escolas, universidades e até mesquitas.
											Falámos diretamente com 50 000 pessoas,
											e com mais centenas de milhares 
através de cartazes e anúncios televisivos,
											anúncios de rádio e posters.
									","
											In den Jahren 2012 und 2013
führte meine Organisation
											die größte und verbreitetste
Kampagne Libyens.
											Wir besuchten Haushalte, Schulen,
Universitäten, sogar Moscheen.
											Wir sprachen mit 50 000 Personen
											und erreichten Hunderttausende mehr
durch Anschlagtafeln, Fernsehwerbung,
											Radiowerbung und Plakate.
									","
											En 2012 et 2013, mon organisation a mené
la plus grande
											et la plus vaste campagne en Libye.
											Nous sommes entrés dans les maisons,
les écoles, les universités
											et même les mosquées.
											Nous avons discuté
avec 50 000 personnes,
											et avec des centaines de milliers d'autres
par des panneaux et des annonces télé,
											des clips radio et des affiches.
									",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
","
","
",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
											Provavelmente, estão a pensar como 
é que uma organização de direitos da mulher
											foi capaz de fazer isto em comunidades
que se tinham já oposto
											à nossa simples existência.
											Usei as escrituras.
											Usei versículos do Alcorão
e citações do Profeta.
											No ""Hadith"", encontramos citações como:
											""O melhor de ti é o melhor 
para a tua família.""
											""Não deixes o teu irmão oprimir o próximo.""
											Pela primeira vez, 
os sermões de sexta-feira,
											dirigidos pelos Imãs das comunidades
											promoveram os direitos da mulher.
											Foram discutidos assuntos tabu,
como a violência doméstica.
											Alteraram-se políticas.
											Em certas comunidades,
tivemos mesmo que chegar ao ponto
											de dizer que a Declaração Internacional 
dos Direitos Humanos,
											a que se haviam oposto, por não ter sido
escrita por estudiosos da religião,
											seguia os mesmos princípios
que o nosso livro.
											Que, na verdade, as Nações Unidas 
apenas nos haviam copiado.
									","
											Wie gelang einer Frauenrechtsorganisation
											so eine Kampagne in
frauenfeindlichen Gemeinden?
											Ich zitierte religiöse Texte.
											Ich entnahm Verse aus dem Koran
und Worte des Propheten,
											im Hadith wird er wie folgt zitiert:
											""Die Besten unter euch sind jene,
die das Beste für ihre Familie wollen.""
											""Erlaube deinem Bruder nicht,
andere zu unterdrücken.""
											Zum ersten Mal haben die
Freitagsgebete des örtlichen Imam
											Frauenrechte unterstützt.
											Sie haben Tabuthemen,
wie häusliche Gewalt, angesprochen.
											Maßnahmen wurden geändert.
											In manchen Orten mussten wir
einen Schritt weiter gehen
											und erklären: ""Die Internationale
Menschenrechtsdeklaration der UNO,
											der ihr euch widersetzt, weil sie nicht
von religiösen Gelehrten stammt,
											entspricht in Wirklichkeit den
Geboten unserer Heiligen Schrift.
											Die UNO hat uns quasi kopiert.""
									","
											Vous vous demandez sûrement
											comment une organisation des droits
de la femme
											a su faire ça dans une communauté qui, 
au début,
											s'opposait à notre simple existence.
											J'ai utilisé les Écritures.
											J'ai utilisé des versets du Coran
et les paroles du Prophète,
											des Hadiths, qu'il a dit,
comme par exemple,
											« Le meilleur d'entre vous est celui
qui est le meilleur avec sa famille. »
											« Ne laisse pas ton frère
opprimer quelqu'un. »
											Pour la première fois, les sermons
du vendredi donné par les imams locaux
											promouvaient les droits des femmes.
											Ils évoquaient des sujets tabous
comme la violence domestique.
											Des politiques ont été modifiées.
											Dans certaines communautés,
nous avons dû aller plus loin
											en disant : « La Déclaration
Universelle des Droits de l'Homme,
											que vous avez refusée car elle n'a pas été
écrite par des érudits religieux,
											eh bien, les mêmes principes existent
dans notre Livre saint. »
											Vraiment, les Nations Unies,
nous ont simplement copiés.
									",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
"
","
","
",What my religion really says about women,Alaa Murabit,12:13,"gender,peace,religion,women"
