en,es,fr,tr,de,title,speaker,duration,tags
"
","
","
","
","
",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
											Kim Katrin Milan: I am
a cisgender queer woman.
											Cisgender means the gender
I was assigned at birth
											is still and has always been female.
											This doesn't make me natural or normal,
											this is just one way of describing
the many different ways
											that we exist in this world.
											And queer is a cultural term,
											but in this case,
											it refers to the way that I'm not
restricted by gender
											when it comes to choosing partners.
											I've identified in a few different ways —
											as a bisexual, as a lesbian —
											but for me,
											queerness encompasses all of the layers
of who I am and how I've loved.
											I'm layers, and not fractions.
											And for me,
											the fact that he was queer
											meant that I could trust his courtship
from the very beginning.
									","
											Kim Katrin Milan: Yo soy una mujer
cisgénero queer.
											Cisgénero significa que el género 
que me asignaron al nacer,
											era y es todavía femenino.
											Esto no me hace natural o normal,
											solo es una manera de describir
las muchas distintas formas
											en las que existimos en este mundo.
											Y ""queer"" es un termino cultural,
											pero en este caso,
											se refiere a que no estoy restringida
por el género
											al momento de elegir pareja.
											Me he identificado en diferentes
maneras
											como bisexual, como lesbiana
											pero para mí,
											ser ""queer"" envuelve todas las capas
de quién soy yo y cómo he amado.
											Estoy hecha de capas y no de fragmentos.
											Y para mí, el hecho que él era queer
											significaba que podía confiar en su 
cortejo desde el principio.
									","
											Kim Katrin Milan : Je suis
une femme cisgenre queer.
											Cisgenre signifie que le sexe
assigné à ma naissance
											est toujours et a toujours été féminin.
											Cela ne me rend pas naturelle ou normale,
											ce n'est qu'une façon de décrire
les nombreuses différences
											qui existent dans le monde.
											Queer est un terme culturel
											mais dans ce cas,
											il signifie que je ne suis pas
limitée par le sexe
											dans mon choix de partenaire.
											Je me suis identifiée
de plusieurs façons —
											bisexuelle, lesbienne —
											mais pour moi,
											être queer inclut toutes les couches
de mon identité et ma façon d'aimer.
											Je suis faite de couches,
pas de fractions.
											Et pour moi,
											le fait d'être queer
											signifiait que je pouvais faire confiance
à sa séduction dès le début.
									","
											Kim Katrin Milan:
Ben eşcinsel bir kadınım.
											Cinsiyet değiştirmedim,
yani doğumumdan bu yana
											hep kadındım.
											Bu beni doğal ya da normal yapmaz,
											bu yalnızca dünyada var
olduğumuzu açıklamanın farklı
											biçimlerinden birisi.
											Eşcinsel, kültürel bir terim,
											fakat bu durumda
											partner seçerken cinsiyet
konusunda kısıtlı olmadığımı
											ifade ediyor.
											Birkaç farklı şekilde tanımlanıyorum —
											biseksüel, lezbiyen gibi —
											ama bana göre
											eşcinsellik, olduğum kişiyi
ve sevdiğim kişileri kapsıyor.
											Benim zıtlıklarım yok, katmanlarım var.

											Bana göre
											onun eşcinsel olması da
											bu ilişkiye en başından
güvenebileceğim anlamına geliyordu.
									","
											Kim Katrin Milan: Ich bin
eine cissexuelle, queere Frau.
											Cissexuell bedeutet,
das mir zugewiesene Geschlecht
											ist und war immer weiblich.
											Das macht mich nicht 
natürlich oder normal,
											es ist nur ein Weg, die
verschiedenen Arten zu beschreiben,
											auf die wir existieren.
											Und queer ist ein kultureller Begriff.
											Aber hier heißt es,
											dass mich Geschlechter nicht beschränken,
											wenn es zur Partnerwahl kommt.
											Ich definiere mich auf mehreren Arten,
											als bisexuell, als lesbisch,
											aber für mich umfasst queer sein
											alle Schichten meines Ichs
und wie ich liebe.
											Ich bin Schichten und keine Brüche.
											Und für mich bedeutete,
											dass auch er queer ist,
											dass ich dieser Liebe
von Anfang an vertrauen konnte.
									",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
","
","
","
","
",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
											As queer and trans people,
											we're so often excluded
from institutions and traditions.
											We create spaces outside of convention,
											including the conventions of time.
											And in those 3,000 messages between us,
											we collapsed time;
											we queered it;
											we laid it all on the table.
									","
											Como personas queer y trans,
											somos frecuentemente excluidas
de instituciones y tradiciones.
											Nosotros creamos espacios fuera de
lo convencional,
											incluyendo las costumbres del tiempo.
											Y en esos 3000 mensajes 
que intercambiamos,
											colapsamos el tiempo;
											lo hicimos queer;
											lo pusimos todo en la mesa.
									","
											En tant que queer et transgenre,
											nous sommes souvent exclus
des institutions et des traditions.
											Nous créons des espaces
hors des conventions,
											y compris la convention du temps.
											Dans ces 3 000 messages échangés,
											nous avons contracté, détruit le temps
											et l'avons posé sur la table.
									","
											Eşcinsel ve transeksüel olarak biz
											genellikle kurumlardan
ve geleneklerden dışlanırız.
											Zamanın düzeni de dahil olmak üzere,
											düzenin dışında alanlar yaratırız.
											Aramızdaki o 3.000 mesajda biz
											zamanı yıktık,
											onu mahvettik,
											ve masaya yatırdık.
									","
											Als queer und transsexuelle Menschen
											werden wir oft von Institutionen
und Traditionen ausgeschlossen.
											Wir erschaffen Raum
außerhalb der Konventionen,
											der die Konventionen der Zeit einschließt.
											In diesen 3000 Nachrichten zwischen uns
											kollabiert die Zeit;
											wir machten es queer;
											wir brachten alles auf den Tisch.
									",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
","
","
","
","
",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Kahkahalar)
									","
											(Gelächter)
									",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
","
","
","
","
",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
											With no pretense at all.
											And this meant that we were able
to commit to each other
											in a profoundly different way.
									","
											Sin fingir en absoluto.
											Y esto supuso que pudimos 
comprometernos el uno con el otro
											en una forma profundamente diferente.
									","
											Sans aucun faux-semblant.
											Nous étions capables
de nous engager l'un envers l'autre
											d'une façon très différente.
									","
											Hiç hile yapmadan.
											Bu da birbirimize
tamamen farklı bir biçimde
											bağlanabileceğimizi gösterdi.
									","
											Ohne jede Vortäuschung.
											Das bedeutete, wir konnten uns
auf einander einlassen,
											auf eine tiefgreifende Weise.
									",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
","
","
","
","
",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
											So often what we're told is this idea
of the ""Golden Rule,""
											that we should treat other people
the way we want to be treated.
											But the problem with that
											is that it assumes that we are
the standard for other people,
											and we're not.
											We need to treat other people
the way they want to be treated,
											which means we had to ask.
											I couldn't assume that the kind
of love that Tiq needed
											was the same kind of love that I needed.
											So I asked him everything —
about his fears, his insecurities —
											and we started from there.
									","
											Comunmente nos hablan sobre esta
""Regla de Oro"", que deberíamos
											tratar al prójimo de la forma 
que nos gustaría que nos trataran.
											Pero el problema es que
											esta regla asume que nosotros
somos el estándar de otras personas,
											y no lo somos.
											Debemos tratar a otras personas 
cómo ellas quieren ser tratadas,
											lo que implica tener que preguntar.
											No podía presumir que el amor 
que Tiq necesitaba
											era el mismo amor que yo necesitaba.
											Así que le pregunté de todo,
sobre sus miedos e inseguridades,
											y empezamos desde ahí.
									","
											Souvent on nous parle
de cette idée de la « règle d'or » :
											nous devrions traiter les gens
comme nous voulons être traités.
											Le problème avec cela
											est que nous assumons
être le standard des autres
											et ce n'est pas le cas.
											Nous devons traiter les autres
comme ils veulent être traités,
											nous devons donc leur demander.
											Je ne pouvais pas supposer
que l'amour nécessaire à Tiq
											était celui qui m'était nécessaire.
											Je l'ai interrogé sur tout —
ses peurs, ses insécurités —
											et nous avons démarré ainsi.
									","
											Bize hep söylenen bir
""Altın Kural"" fikri vardır, bu fikir,
											bize nasıl davranılmasını istiyorsak
insanlara da öyle davranmalıyız der.
											Fakat sorun şu ki, bu fikir
											diğer insanlar için
standart olduğumuzu varsayar,
											fakat değilizdir.
											İnsanlar kendilerine nasıl
davranılmasını istiyorsa, öyle
											davranmalıyız, yani sormalıyız.
											Tiq'in ihtiyaç duyduğu
sevgi biçimi ile benim ihtiyacım
											olan sevginin aynı
olduğunu varsayamazdım.
											Ona her şeyi sordum —
korkularını, güvensizliklerini —
											ve tam orada başladık.
									","
											Oft wird uns diese
""goldene Regel"" beigebracht,
											wir sollen andere Menschen so behandeln,
wie wir behandelt werden wollen.
											Das Problem dabei ist aber,
											dass wir damit annehmen,
der Standard für andere zu sein,
											und das sind wir nicht.
											Wir müssen andere Menschen so behandeln,
wie sie behandelt werden wollen,
											was bedeutet, dass wir fragen müssen.
											Ich konnte nicht annehmen,
dass die Liebe, die Tiq brauchte,
											dieselbe war, die ich brauchte.
											Also hab ich ihn alles gefragt,
über seine Ängste, seine Unsicherheiten,
											und von dort begannen wir.
									",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
","
","
","
","
",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
											TM: I didn't know what
kind of love I needed.
											I had just come out of a year-long fog
											of being rejected and utterly depleted.
											I had someone look me in my eyes
											and tell me that I was unworthy
of their love because I was trans.
											And there's a culture of lovelessness
											that we've created around
transgender people.
											It's reasoned, justified
and often signed into law.
											And I was a heartbeat away
from internalizing that message,
											that I wasn't worthy.
											But Kim said that I was her ideal —
											the heartbroken mess that I was.
									","
											TM: Yo no sabía 
qué clase de amor necesitaba.
											Apenas acaba de salir de 
todo un año de confusión,
											de ser rechazado y estar agotado.
											Alguien me miró a los ojos
											y me dijo que yo no era merecedor
de su amor por ser trans.
											Y hay una cultura de falta de amor
											que creamos entorno 
a las personas transgénero.
											Y está razonada, justificada y 
a menudo, consensuada como ley.
											Y estaba a punto 
de interiorizar ese mensaje,
											de que yo no valía la pena.
											Pero Kim me dijo que yo era su ideal,
											siendo yo un desastre 
descompuesto en ese momento.
									","
											TM : J'ignorais quel type
d'amour il me fallait.
											Je sortais juste d'un brouillard d'un an
											à être rejeté et diminué.
											Quelqu'un m'avait regardé dans les yeux
											et m'avait dit que je ne méritais pas
son amour car j'étais transsexuel.
											Il y a une culture de manque d'amour
											que nous avons créée
autour des transsexuels.
											Souvent, la loi le raisonne
et le justifie.
											J'étais à deux doigts
d'internaliser ce message :
											je n'en valais pas le coup.
											Kim a dit que j'étais parfait pour elle —
épave au cœur brisé que j'étais.
									","
											TM: Nasıl bir sevgi
istediğimi bilmiyordum.
											Bir yıldır, reddedilmişlik ve
											tükenmişlikle yaşıyordum.
											Transeksüel olduğum için gözlerimin
											içine bakarak sevgisini hak
etmediğimi söyleyen birisi vardı.
											Ayrıca transeksüel insanlar üzerinde
											oluşturduğumuz
bir sevgisizlik kültürü var.
											Sebebi var, meşrulaştırılmış
ve genelde yasalaştırılmış.
											Bu mesajı, yani
değersiz olduğumu benimsemem
											an meselesiydi.
											Fakat Kim bana
ideali olduğumu söyledi
											— oysa kederli bir perişandım.
									","
											TM: Ich wusste nicht,
was für Liebe ich brauchte.
											Gerade noch war ich
einem jahrelangen Nebel
											von Ablehnung und
völliger Auszehrung entkommen.
											Jemand sah mir direkt in die Augen
											und sagte mir, ich sei ihrer Liebe
unwürdig, weil ich transsexuell bin.
											Und es gibt diese Lieblosigkeit,
											die wir um transsexuelle
Personen kreiert haben.
											Sie ist begründet, gerechtfertigt
und oft gesetzlich verankert.
											Und ich war ganz kurz davor,
diese Botschaft zu verinnerlichen,
											dass ich es nicht wert war.
											Aber Kim sagte mir, ich sei ihr Ideal.
											Dieses todesunglückliche Elend.
									",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
","
","
","
","
",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Kahkahalar)
									","
											(Gelächter)
									",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
","
","
","
","
",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
											KKM: He totally was my ideal.
									","
											KKM: El absolutamente era mi ideal.
									","
											KKM : Il était parfait pour moi.
									","
											KKM: Tam olarak idealimdi.
									","
											KKM: Er war sowas von mein Ideal.
									",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
","
","
","
","
",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Kahkahalar)
									","
											(Gelächter)
									",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
","
","
","
","
",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
											In more ways than one.
											Both poets, writers, creatives
											with a long history
of community work behind us,
											and big, huge dreams
of a family in front of us,
											we shared a lot of things in common,
											but we were also incredibly different.
											I've been a lifelong traveler
and a bit of an orphan,
											whereas he comes from a huge family,
											and definitely stays grounded.
											I often kind of sum up
the differences in our strengths
											by saying, ""Keep me safe,
											and I'll keep you wild.""
									","
											En más de un sentido.
											Ambos somos poetas, escritores, creativos
											con una larga historia 
de trabajo comunitario
											y grandes e inmensos sueños 
de tener una familia,
											compartíamos muchas cosas,
											pero también eramos 
increíblemente diferentes.
											Yo he viajado toda mi vida,
y soy algo huérfana,
											mientras que él procede 
de una familia enorme,
											y sin lugar a dudas, tiene raíces.
											Casi siempre sumo nuestras
diferencias en nuestras fortalezas
											diciendo, ""Manténme segura,
											y yo te mantendré salvaje"".
									","
											De bien des façons.
											Tous les deux poètes, écrivains, créatifs
											avec un long parcours
de travail communautaire
											et d'énormes rêves de famille devant nous,
											nous avions beaucoup en commun
											mais étions aussi très différents.
											Toute ma vie, j'ai été
une voyageuse et une orpheline,
											il vient d'une grande famille
											et ne voyage pas.
											Souvent, je résume
les différences de nos forces
											en disant : « Protège-moi
											et je protègerai ta liberté. »
									","
											Birden fazla şekilde.
											Ardımızda ortak yöne sahip şairler,
											yazarlar ve yaratıcı
insanlar vardı ve önümüzde ise
											bir ailenin büyük,
devasa hayalleri vardı ve
											çok fazla ortak noktamız vardı,
											fakat ayrıca oldukça da farklıydık.
											Ben hayatım boyunca bir
gezgin ve biraz da ailesizdim,
											ama o büyük bir aileden geliyor ve
											kesinlikle yerleşik bir hayatı var.
											Güçlerimiz arasındaki
farkı genelde şöyle diyerek
											özetlerim; ""Beni güvende tut,
											ben de seni vahşilikte"".
									","
											In mehrerer Hinsicht.
											Beide Dichter, Autoren, Künstler,
											mit einem langen Weg
an Gemeindearbeit hinter uns
											und riesigen Familienträumen vor uns,
											wir haben viele Dinge gemeinsam,
											sind aber auch total verschieden.
											Ich bin eine lebenslange Reisende
und eine kleine Waise,
											während er aus einer
riesigen Familie kommt
											und definitiv bodenständig bleibt.
											Oft fasse ich die Unterschiede
in unseren Stärken zusammen,
											indem ich sage: ""Beschütz mich
											und ich halte dich auf Trab.""
									",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
","
","
","
","
",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Kahkahalar)
									","
											(Gelächter)
									",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
","
","
","
","
",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
											TM: We have marginalized identities
but we don't live marginalized lives.
											Being queer and trans is about creating
new ways of existing.
											It's about loving people as they are,
											not as they're supposed to be.
											Kim is unapologetically feminine
											in a world that is often cruel and violent
											to women who are
too proud and too freeing.
											And I didn't enter into this union
											under the auspices that she
was going to be my helper or my rib,
											but a fully complex —
									","
											TM: Tenemos identidades marginalizadas
pero no vivimos marginados.
											Ser ""queer"" y trans supone 
crear nuevas formas de existir.
											Es amar a las personas tal y como son,
											no como deberían ser.
											Kim es indiscutiblemente femenina
											En un mundo que es 
frecuentemente cruel y violento
											hacia las mujeres con orgullo
y que son libres.
											Y yo no comencé esta relación
											bajo la pretensión de que ella sería
mi salvación o mi costilla,
											más bien que ella era un complejo entero
									","
											TM : Nos identités sont marginalisées
mais nos vies ne le sont pas.
											Être queer et transsexuel,
c'est créer de nouvelles façons d'exister.
											C'est aimer les gens tels qu'ils sont,
											pas tels qu'ils sont censés être.
											Kim est résolument féminine
											dans un monde qui est souvent
cruel et violent
											envers les femmes
trop fières ou trop libres.
											Je n'ai pas démarré cette relation
											en m'attendant à ce qu'elle soit
mon assistante ou ma côte
											mais un être humain —
									","
											TM: Marjinal kimliklerimiz var,
fakat yaşamlarımız marjinal değil.
											Eşcinsel ve transeksüel olmak,
yeni varoluş biçimleri yaratmakla ilgili.
											İnsanları olmaları gereken şekilde
											değil, oldukları gibi sevmekle ilgili.
											Gururlu ve özgür kadınlara genelde
											acımasız ve sert davranan bir dünyada
											Kim, kadın olmaktan
pişmanlık duymayan bir kadın.
											Bu birliktelikte yola, benim
											yardımcım veya partnerim
olacağı desteğiyle çıkmadım,
											daha karmaşık bir şeydi —
									","
											TM: Wir haben randständige Identitäten,
aber kein an den Rand gedrängtes Leben.
											Queer und transsexuell zu sein,
bedeutet neue Existenzwege zu schaffen.
											Es geht darum, die Leute
zu lieben, wie sie sind,
											nicht wie sie sein sollen.
											Kim ist unmissverständlicherweise feminin
											in einer Welt, die oft grausam 
und gewaltbereit
											gegenüber Frauen ist,
die zu stolz und frei sind.
											Ich betrat diesen Bund nicht
											unter dem Aspekt, dass sie
mein Helfer oder meine Rippe sein würde,
											sondern ein ganzer komplexer —
									",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
"
","
","
","
","
",A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,17:07,"gender,gender equality,Gender spectrum,LGBT,activism,beauty,collaboration,family,compassion,happiness,feminism,humanity,identity,inequality,poetry,relationships,social change,society,Transgender,women,writing,art"
