tr,en,fr,title,speaker,duration,tags
"
											Online olarak kendimizle ilgili
											eskiye göre çok daha fazla bilgi paylaşıyoruz
											ve hakkımızda çok daha fazla bilgi
											firmalar tarafından toplanıyor.
											Böyle büyük çapta bir kişisel bilgi analizinden
											ya da büyük veriden
											kazanılacak ve faydalanılacak çok şey var,
											ama aynı zamanda mahremiyetimizden vazgeçme karşılığında
											oluşan karmaşık takaslar var.
											Ve benim hikayemde bu takaslar ile ilgili.
									","
											We do reveal so much more information
											about ourselves online than ever before,
											and so much information about us
											is being collected by organizations.
											Now there is much to gain and benefit
											from this massive analysis of personal information,
											or big data,
											but there are also complex tradeoffs that come
											from giving away our privacy.
											And my story is about these tradeoffs.
									","
											Nous révélons tellement plus d'informations
											sur nous-mêmes, en ligne,
que jamais auparavant,
											et tant d'informations
qui nous concernent
											sont collectées
par des organisations.
											Nous avons certes
beaucoup à gagner et à bénéficier
											de cette analyse géante
d'informations personnelles,
											ou Big Data,
											mais il y a aussi
des contreparties complexes
											à abandonner notre vie privée.
											Mon histoire
parle de ces contreparties.
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
											Son birkaç yıldır gittikçe aklımda netleşen
											bir gözlem ile başlayalım,
											herhangi bir kişisel bilgi
											hassas bir bilgi haline gelebilir.
											2000'lerde dünya çapında
											100 milyar fotoğraf çekildi
											ancak, sadece bunların çok küçük bir kısmı
											online olarak yüklendi.
											2010 yılında, sadece Facebook'ta , tek bir ayda
											2.5 milyar fotoğraf yüklendi,
											pek çoğu tanımlandı.
											Aynı zaman aralığında,
											bilgisayarların fotoğraflardaki insanları tanıma kabiliyeti
											1000 kat geliştirildi.
											Bu teknolojileri birleştirince
											ne oluyor:
											Yüzsel verinin bulunabilirliğinde artış;
											Bilgisayarların yüzsel tanıma yeteneklerinde gelişme;
											ama aynı zamanda bir kaç yıl önce
											sadece 3 harfli kurumların domainlerinde olan tarzda
											bir hesaplama gücünü
											bu salondaki herkese veren
											bulut hesaplama;
											ve bir süper-bilgisayar olmayan telefonumun
											internete bağlanmasını ve
											orada yüzbinlerce yüzsel hesaplamayı
											bir kaç saniye içinde yapmamızı
											sağlayan ulaşılabilir bilgisayar teknolojileri?
											Pekala; bu teknolojilerin kombinasyonun
											sonucunun; kişisellik ve anonimlik
											ile ilgili algılarımızda radikal bir değişiklik
											yapacağını kestirebiliriz.
									","
											We start with an observation which, in my mind,
											has become clearer and clearer in the past few years,
											that any personal information
											can become sensitive information.
											Back in the year 2000, about 100 billion photos
											were shot worldwide,
											but only a minuscule proportion of them
											were actually uploaded online.
											In 2010, only on Facebook, in a single month,
											2.5 billion photos were uploaded,
											most of them identified.
											In the same span of time,
											computers' ability to recognize people in photos
											improved by three orders of magnitude.
											What happens when you combine
											these technologies together:
											increasing availability of facial data;
											improving facial recognizing ability by computers;
											but also cloud computing,
											which gives anyone in this theater
											the kind of computational power
											which a few years ago was only the domain
											of three-letter agencies;
											and ubiquitous computing,
											which allows my phone, which is not a supercomputer,
											to connect to the Internet
											and do there hundreds of thousands
											of face metrics in a few seconds?
											Well, we conjecture that the result
											of this combination of technologies
											will be a radical change in our very notions
											of privacy and anonymity.
									","
											Commençons par une observation qui,
dans mon esprit,
											est devenue de plus en plus claire
ces dernières années :
											toute information personnelle
											peut devenir une information sensible.
											En 2000,
environ 100 milliards de photos
											ont été prises dans le monde,
											mais seule une infime proportion
de celles-ci
											ont été mises en ligne.
											En 2010, rien que sur Facebook,
en un seul mois,
											2,5 milliards de photos
ont été mises en ligne,
											la plupart identifiées.
											Pendant ce temps,
											la capacité des ordinateurs
à reconnaître des personnes sur photo
											s'est améliorée de trois ordres de grandeur.
											Que se passe-t-il quand on combine
											ces technologies ?
											Disponibilité croissante
des données faciales ;
											capacité améliorée de reconnaissance faciale
par les ordinateurs ;
											mais aussi le cloud computing,
											qui donne à chacun de nous
dans cette salle
											la puissance de calcul
											qui, il y a quelques années à peine,
était du registre
											des services spéciaux ;
											et l'informatique omniprésente,
											qui permet à mon téléphone,
pourtant pas un super-ordinateur,
											de se connecter à Internet
											et d'y réaliser des centaines de milliers
											de mesures faciales
en quelques secondes.
											Et bien, nous émettons l'hypothèse
											que le résultat
de cette combinaison de technologies
											sera un changement radical
de nos conceptions mêmes
											de la vie privée et de l'anonymat.
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
											Bunu sınamak için; Carnegie Mellon Üniversitesi kampüsünde
											bir deney yaptık.
											Gelip geçen öğrencilere; bir çalışmaya
											katılabileceklerini sorduk,
											ve bir webcam ile fotoğraflarını çektik,
											ve laptopta bir anket doldurmalarını istedik.
											Onlar anketi doldururken,
											fotoğraflarını bir bulut hesaplama ünitesine yükledik,
											ve yüz tanıma programı kullanarak
											Facebook profillerinden indirdiğimiz
											yüzbinlerce resimden bazılarına
											eşleştirmeye çalıştık.
											Denek anketteki son sayfaya ulaştığında;
											sayfa dinamik olarak
											yüz tanıma programının bulduğu
											en iyi eşleşen 10 fotoğrafla güncellendi,
											ve deneklere bu fotoğraflarda kendilerinin
											olup olmadıklarını sorduk.
									","
											To test that, we did an experiment
											on Carnegie Mellon University campus.
											We asked students who were walking by
											to participate in a study,
											and we took a shot with a webcam,
											and we asked them to fill out a survey on a laptop.
											While they were filling out the survey,
											we uploaded their shot to a cloud-computing cluster,
											and we started using a facial recognizer
											to match that shot to a database
											of some hundreds of thousands of images
											which we had downloaded from Facebook profiles.
											By the time the subject reached the last page
											on the survey, the page had been dynamically updated
											with the 10 best matching photos
											which the recognizer had found,
											and we asked the subjects to indicate
											whether he or she found themselves in the photo.
									","
											Pour tester cela,
on a réalisé une expérience
											sur le campus
de l'Université Carnegie Mellon.
											On a demandé
à des étudiants qui passaient
											de participer à une étude,
											on a pris une photo d'eux
avec une webcam,
											et on leur a demandé de répondre à un sondage
sur un PC portable.
											Pendant qu'ils répondaient au sondage,
											on a téléchargé leur photo
sur un groupe de cloud-computing,
											et on a utilisé
un outil de reconnaissance faciale
											pour faire correspondre cette photo
à une base de données
											de centaines de milliers d'images,
											qu'on avait téléchargée
depuis des profils Facebook.
											Avant que le sujet
n'ait atteint la dernière page du sondage,
											celle-ci avait été mise à jour
de façon dynamique
											avec les 10 meilleures photos correspondantes
											que l'outil de reconnaissance avait trouvées,
											et on a demandé aux sujets d'indiquer
											si ils ou elles s'étaient reconnus sur la photo.
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
											Deneği görüyor musunuz?
											Eh bilgisayar gördü ve
											3 denekten 1'i si de gördü.
									","
											Do you see the subject?
											Well, the computer did, and in fact did so
											for one out of three subjects.
									","
											Vous voyez le sujet ?
											Et bien, l'ordinateur l'avait vu,
et en fait, il l'a vu
											chez un sujet sur trois.
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
											Bu yüzden, aslında, tamamen anonim bir yüzden başlayıp,
											offline yada online, ve bu anonim yüze bir isim vermek için
											sosyal medya sağolsun,
											bir yüz tanıma programı kullanabiliriz
											Ama bir kaç yıl önce, başka birşey yaptık.
											Sosyal medya verisinden başladık,
											bu veriyi ABD sosyal güvenlik bilgilerindeki
											istatistiksel verilerle birleştirdik,
											ve Amerika'da son derece hassas bir bilgi olan
											sosyal güvenlik numaralarını
											tahmin etmeye başladık.
									","
											So essentially, we can start from an anonymous face,
											offline or online, and we can use facial recognition
											to give a name to that anonymous face
											thanks to social media data.
											But a few years back, we did something else.
											We started from social media data,
											we combined it statistically with data
											from U.S. government social security,
											and we ended up predicting social security numbers,
											which in the United States
											are extremely sensitive information.
									","
											On peut donc partir d'un visage anonyme,
											en ligne ou hors ligne,
et on peut utiliser la reconnaissance faciale
											pour donner un nom à ce visage anonyme
											grâce aux données des réseaux sociaux.
											Mais quelques années auparavant,
on a fait quelque chose d'autre.
											A partir des données des réseaux sociaux,
											combinées statistiquement avec les données
											de la Sécurité Sociale
du gouvernement américain,
											on a réussi à déduire
les numéros de sécurité sociale,
											ce qui est, aux Etats-Unis,
											une information extrêmement sensible.
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
											Bununla nereye varmaya çalıştığımı görüyor musunuz?
											Yani; bu iki çalışmayı birleştirirseniz,
											şu soru geliyor akla,
											bir yüzden başlayarak ve
											yüz tanıma kullanarak bir isim ve
											o isimle ve o kişiyle ilgili
											kamusal olarak açık bilgilere erişip,
											ve bu kamusal bilgilerden
											kamusal olmayan bilgileri çıkarıp,
											daha hassas olanlar
											o yüzle bağlantı kurabilir miyiz?
											ve cevap, evet yapabiliriz ve yaptık.
											Tabi ki, doğruluk gittikçe kötüleşiyor.
											(Deneklerin %27 sinin ilk 5 Sosyal güvenlik numarası rakamı 4 denemede tanımlandı)
											Ama hatta, bir Iphone uygulaması geliştirmeye karar verdik,
											telefonun kamerasını kullanarak
											deneğin fotoğrafının çekecek
											ve bir buluta yükleyecek
											ve daha sonra size anlattıklarımı eş zamanlı olarak yapacak:
											eşleştirme bulmak, kamusal bilgilere erişme,
											hassas bilgiler bulmaya çalışma,
											ve daha sonra bunları telefona geri gönderecek
											ve böylece deneğin yüzünde yazılı,
											arttırılmış gerçekliğin bir kopyası,
											belkide ürpertici bir arttırılmış gerçeklik kopyası.
											Aslında, bu uygulamayı kullanılabilmesi için yapmadık,
											sadece içeriğin bir kanıtı olarak yaptık.
									","
											Do you see where I'm going with this?
											So if you combine the two studies together,
											then the question becomes,
											can you start from a face and,
											using facial recognition, find a name
											and publicly available information
											about that name and that person,
											and from that publicly available information
											infer non-publicly available information,
											much more sensitive ones
											which you link back to the face?
											And the answer is, yes, we can, and we did.
											Of course, the accuracy keeps getting worse.
											[27% of subjects' first 5 SSN digits identified (with 4 attempts)]
											But in fact, we even decided to develop an iPhone app
											which uses the phone's internal camera
											to take a shot of a subject
											and then upload it to a cloud
											and then do what I just described to you in real time:
											looking for a match, finding public information,
											trying to infer sensitive information,
											and then sending back to the phone
											so that it is overlaid on the face of the subject,
											an example of augmented reality,
											probably a creepy example of augmented reality.
											In fact, we didn't develop the app to make it available,
											just as a proof of concept.
									","
											Vous voyez où je veux en venir ?
											Si vous combinez les deux études,
											la question devient :
											peut-on partir d'un visage et,
											en utilisant la reconnaissance faciale,
trouver le nom
											et les informations disponibles
de façon publique
											sur ce nom et sur cette personne,
											puis, à partir de ces informations publiques,
											en déduire des informations
non publiques,
											beaucoup plus sensibles,
											que l'on peut relier au visage ?
											Et la réponse est, oui,
on peut, et on l'a fait.
											Bien sûr,
la précision est de pire en pire.
											[27% des 5 premiers chiffres
du numéro de SS identifiés (après 4 essais)]
											En fait, nous avons même décidé
de développer une application iPhone
											qui utilise la caméra interne du téléphone
											pour prendre un sujet en photo
											et la télécharger sur le cloud
											et puis faire ce que je vous ai décrit
en temps réel :
											chercher une correspondance,
trouver des informations publiques,
											essayer d'en déduire
des informations sensibles,
											et la renvoyer sur le téléphone
											pour qu'elle s'affiche
sur le visage du sujet,
											un exemple de réalité augmentée,
											probablement un exemple effrayant
de réalité augmentée.
											En fait, nous n'avons pas développé l'appli
pour la rendre publique,
											mais seulement
comme une preuve du concept.
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
											Hatta, bu teknolojileri alın
											ve mantıksal en uç sınırlarına itin.
											Çevrenizdeki yabancıların
											size Google Gözlükleriyle baktıkları
											veya bir gün lenslerinden,
											ve sizin hakkınızda yedi yada sekiz veri noktası kullanarak,
											hakkınızda bilinebilecek herhangi bir bilgiye
											ulaşabildikleri bir gelecek hayal edin.
											Hiç bir sırrın olmadığı bir gelecek nasıl olurdu?
											Ve umursamalı mıyız?
									","
											In fact, take these technologies
											and push them to their logical extreme.
											Imagine a future in which strangers around you
											will look at you through their Google Glasses
											or, one day, their contact lenses,
											and use seven or eight data points about you
											to infer anything else
											which may be known about you.
											What will this future without secrets look like?
											And should we care?
									","
											En fait, prenez ces technologies,
											et poussez-les
jusqu'à leur extrémité logique.
											Imaginez un futur
où des inconnus autour de vous
											vous regarderont
à travers leurs Google Glasses
											ou bien, un jour, leurs lentilles de contact,
											et utiliseront 7 ou 8 données sur vous
											pour en déduire n'importe quoi d'autre
											qui pourrait être connu à votre sujet.
											A quoi ressemblera ce futur
sans secrets ?
											Et devons-nous
nous en préoccuper ?
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
											Bu kadar zengin bir veri ile dolu bir geleceğin
											önyargıların olmadığı bir gelecek olacağına
											inanmak isteyebiliriz,
											ancak, aslında, bu kadar fazla bilgi
											daha objektif seçimler yapacağımız
											anlamına gelmiyor.
											Başka bir deneyde, deneklerimize
											muhtemel bir iş adayının bilgilerini sunduk.
											Bu bilgiye bazıları komik,
											tamamı yasal ama belki biraz utanç verici
											deneğin online olarak paylaştığı
											bazı referans bilgileri de koyduk.
											Şimdi, ilginçtir ki, deneklerimiz arasında,
											bazıları benzer bilgiler paylaşmıştı
											ve bazıları paylaşmamıştı.
											Sizce hangi grup deneğimizi
											daha acımasızca eleştirmiştir?
											Paradoksal olarak, ahlaki uyumsuzluğun
											bir örneği olarak,
											benzer bilgileri paylaşan gruptu.
									","
											We may like to believe
											that the future with so much wealth of data
											would be a future with no more biases,
											but in fact, having so much information
											doesn't mean that we will make decisions
											which are more objective.
											In another experiment, we presented to our subjects
											information about a potential job candidate.
											We included in this information some references
											to some funny, absolutely legal,
											but perhaps slightly embarrassing information
											that the subject had posted online.
											Now interestingly, among our subjects,
											some had posted comparable information,
											and some had not.
											Which group do you think
											was more likely to judge harshly our subject?
											Paradoxically, it was the group
											who had posted similar information,
											an example of moral dissonance.
									","
											On pourrait aimer croire
											qu'un futur avec une telle richesse de données
											serait un futur sans plus de parti-pris,
											mais en fait, avoir autant d'informations
											ne veut pas dire
que nous prendrons des décisions
											plus objectives.
											Dans une autre expérience,
nous avons présenté à nos sujets
											des informations à propos
d'un candidat potentiel à un emploi.
											Nous avons inclus dans ces informations
des références à des choses
											plutôt drôles, absolument légales,
											mais peut-être un peu embarrassantes
											que le sujet avait postées en ligne.
											De façon intéressante,
parmi nos sujets,
											certains avaient posté
des choses de même nature,
											et d'autres non.
											Quel groupe, d'après vous,
											a été le plus enclin
à juger durement notre sujet ?
											De façon paradoxale,
c'est le groupe
											qui avait posté des choses similaires,
											un exemple de dissonance morale.
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
											Şimdi şunu düşünebilirsiniz,
											bu bende geçerli olmaz,
											çünkü saklayacak bir şeyim yok.
											Ama aslında mahremiyet saklayacak
											negatif bir şeyleriniz olması ile ilgili değildir.
											Belli bir firma da İ.K müdürü
											olduğunuzu hayal edin ve özgeçmişleri alıyorsunuz,
											ve adaylarla ilgili daha fazla bilgi almak istiyorsunuz.
											Bu yüzden, isimlerini Google'da aratıyorsunuz
											ve belli bir evrende,
											bu bilgiyi buluyorsunuz,
											veya paralel bir evrende, bu bilgiyi buluyorsunuz.
											Bir görüşme için her iki adayı da
											eşit olarak çağırabileceğinizi düşünüyor musunuz?
											Eğer öyleyse; o zaman sizler,
											gerçekten de deneyimizin bir parçası olan ve tam olarak
											bunu yaptığımız, ABD işverenleri gibi değilsiniz.
											Özellikleri değiştirerek ,Facebook profilleri oluşturduk
											daha sonra özgeçmişleri ABD' de ki firmalara göndermeye başladık
											ve adayları araştırıp araştırmadıklarını
											ve sosyal medyada buldukları bilgilere göre
											hareket edip etmediklerini
											tespit edip gözlemledik. Ve öyle davranıyorlarç
											Ayrımcılık,eşit yetkinlikte ki adaylar için
											sosyal medya aracılığı ile olmaktadır.
									","
											Now you may be thinking,
											this does not apply to me,
											because I have nothing to hide.
											But in fact, privacy is not about
											having something negative to hide.
											Imagine that you are the H.R. director
											of a certain organization, and you receive résumés,
											and you decide to find more information about the candidates.
											Therefore, you Google their names
											and in a certain universe,
											you find this information.
											Or in a parallel universe, you find this information.
											Do you think that you would be equally likely
											to call either candidate for an interview?
											If you think so, then you are not
											like the U.S. employers who are, in fact,
											part of our experiment, meaning we did exactly that.
											We created Facebook profiles, manipulating traits,
											then we started sending out résumés to companies in the U.S.,
											and we detected, we monitored,
											whether they were searching for our candidates,
											and whether they were acting on the information
											they found on social media. And they were.
											Discrimination was happening through social media
											for equally skilled candidates.
									","
											Vous pourriez vous dire,
											ceci ne s'applique pas à moi,
											parce que je n'ai rien à cacher.
											Mais en réalité,
la vie privée n'a rien à voir
											avec le fait d'avoir quelque chose
de négatif à cacher.
											Imaginez que vous êtes le directeur des R.H.
											d'une certaine organisation,
et que vous receviez des CV,
											et que vous décidiez de trouver plus d'informations
au sujet de vos candidats.
											Pour cela, vous Googlez leur noms
											et dans un certain univers,
											vous trouvez ces informations.
											Ou, dans un univers parallèle,
vous trouvez celles-ci.
											Pensez-vous que chaque candidat
aurait autant de chance
											que vous l'appeliez
pour un entretien ?
											SI vous pensez ça,
alors vous n'êtes pas
											comme les employeurs américains
qui, en fait, font
											partie de notre expérience,
je veux dire que c'est exactement ce qu'on a fait.
											On a créé des profils Facebook,
déformé certains faits,
											et on a commencé à envoyer nos CV
à des sociétés aux Etats-Unis,
											puis nous avons détecté et suivi
											s'ils faisaient des recherches
sur nos candidats,
											et s'ils agissaient
en fonction des informations
											qu'ils avaient trouvées sur les réseaux sociaux.
Et ils le faisaient.
											La discrimination se faisait à travers
les réseaux sociaux
											pour des candidats
de même niveau de qualification.
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
											Pazarlamacılar bizim,
											hakkımızdaki tüm bilginin
											yararımıza olacak bir şekilde kullanılacağına inanmamızı istiyorlar.
											Ama tekrar düşünün. Neden hep bu şekilde olmak zorunda?
											Bir süre önce çıkmış bir filimde,
											""Azınlık Raporu"", ünlü bir sahnede
											Tom Cruise bir alışveriş merkezinde yürümektedir
											ve holografik kişiselleştirilmiş reklamlar
											çevresinde belirmektedir.
											Şimdi, film 2054 yılında geçmektedir,
											bugünden 40 yıl sonra,
											ve teknoloji ne kadar heyecan verici gözükürse gözüksün,
											sizin hakkınızda bu firmaların toplayabileceği bilgi miktarını
											ve bunları sizi tespit dahi edemeyeceğiniz bir biçimde
											sizi etkilemek için nasıl kullanabileceğini
											ciddi anlamda hafife almaktadır
									","
											Now marketers like us to believe
											that all information about us will always
											be used in a manner which is in our favor.
											But think again. Why should that be always the case?
											In a movie which came out a few years ago,
											""Minority Report,"" a famous scene
											had Tom Cruise walk in a mall
											and holographic personalized advertising
											would appear around him.
											Now, that movie is set in 2054,
											about 40 years from now,
											and as exciting as that technology looks,
											it already vastly underestimates
											the amount of information that organizations
											can gather about you, and how they can use it
											to influence you in a way that you will not even detect.
									","
											Les spécialistes du marketing
voudraient nous faire croire
											que toutes les informations nous concernant
seront toujours
											utilisées pour notre bénéfice.
											Mais pensez-y.
Pourquoi devrait-ce toujours être le cas ?
											Dans un film sorti
il y a quelques années,
											« Minority Report »,
une scène célèbre
											montre Tom Cruise
marchant dans un centre commercial
											alors qu'une une publicité holographique
personnalisée
											apparaît autour de lui.
											Ce film était censé se passer en 2054,
											dans environ 40 ans,
											et aussi excitante que semble cette technologie,
											elle sous-estime déjà largement
											la quantité d'informations
que les organisations
											peuvent recueillir à votre sujet,
et comment elles peuvent les utiliser
											pour vous influencer d'une manière
que vous ne détecterez même pas.
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
											Mesela, bu, şu an yapmakta olduğumuz
											ve henüz bitmemiş bir deneyimiz.
											Hayal edin, bir firma sizin
											tüm Facebook arkadaş listenize ulaşabiliyor
											ve bir algoritma vasıtası ile
											en yakın arkadaşlarınız tespit ediyor.
											Ve eş zamanlı olarak,
											bu iki arkadaşınızın yüzsel birleşimini oluşturuyor.
											Şimdi, önceki çalışmalar bize gösteriyor ki,
											insanlar, kendilerine ait olan yüzsel birleşimlerini dahi
											tanımamaktadır ama bu tarz birleşimlere
											olumlu bir yönde tepki vermektedir.
											Bu yüzden, bir daha ki sefere belli bir ürüne bakarken,
											ve size bunu almanızı öneren bir reklam varsa,
											bu sadece tipik bir sözcü olmayacaktır,
											bu sizin arkadaşlarınızdan birisi olacaktır
											ve sizi bunun olduğunu anlamayacaksınız bile.
									","
											So as an example, this is another experiment
											actually we are running, not yet completed.
											Imagine that an organization has access
											to your list of Facebook friends,
											and through some kind of algorithm
											they can detect the two friends that you like the most.
											And then they create, in real time,
											a facial composite of these two friends.
											Now studies prior to ours have shown that people
											don't recognize any longer even themselves
											in facial composites, but they react
											to those composites in a positive manner.
											So next time you are looking for a certain product,
											and there is an ad suggesting you to buy it,
											it will not be just a standard spokesperson.
											It will be one of your friends,
											and you will not even know that this is happening.
									","
											A titre d'exemple,
voici une autre expérience
											qui est encore en cours,
pas encore terminée.
											Imaginez qu'une organisation ait accès
											à votre liste d'amis sur Facebook,
											et grâce à une sorte d'algorithme
											elle peut détecter les deux amis
que vous aimez le plus.
											Puis elle crée, en temps réel,
											un composé du visage de ces deux amis.
											Des études avant les nôtres
ont démontré que les gens
											ne se reconnaissent même plus eux-mêmes
											dans des visages composés,
mais ils réagissent
											envers ces composés d'une manière favorable.
											Ainsi, la prochaine fois
que vous chercherez un produit donné,
											et qu'il y aura une pub
vous proposant de l'acheter,
											ce ne sera pas juste un acteur standard.
											Ce sera l'un de vos amis,
											et vous ne remarquerez même pas
que cela se passe comme ça.
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
											Şimdi problem ;şu anda
											kişisel bilgilerin suistimalinden korumak için sahip
											olduğumuz kural mekanizmaları
											bir silahlı çatışmaya bıçak getirmek gibi olması.
											Bu mekanizmalardan bir tanesi şeffaflık,
											insanlara onların bilgileri ile ne yapacağınız söylemek.
											Ve prensipte, bu çok güzel bir şey.
											Bu gereklidir ancak yeterli değildir.
											Şeffaflık yanlış yönlendirilebilir.
											İnsanlara ne yapacağınızı söyleyebilirsiniz,
											ve daha sonra onları keyfi miktarlarda
											kişisel bilgi paylaşmaya sürükleyebilir.
									","
											Now the problem is that
											the current policy mechanisms we have
											to protect ourselves from the abuses of personal information
											are like bringing a knife to a gunfight.
											One of these mechanisms is transparency,
											telling people what you are going to do with their data.
											And in principle, that's a very good thing.
											It's necessary, but it is not sufficient.
											Transparency can be misdirected.
											You can tell people what you are going to do,
											and then you still nudge them to disclose
											arbitrary amounts of personal information.
									","
											Aujourd'hui, le problème est que
											les mécanismes de régulations actuels
											pour nous protéger contre les abus
liés à l'utilisation des informations personnelles
											sont comme affronter une mitraillette
armé seulement d'un couteau.
											L'un de ces mécanismes
est la transparence,
											on doit informer les personnes
de ce que l'on va faire avec leurs données.
											Et, en principe,
c'est une très bonne chose.
											C'est nécessaire,
mais pas suffisant.
											La transparence peut être détournée.
											Vous pouvez dire aux gens
ce que vous allez faire,
											et les pousser encore à divulguer
											des quantités arbitraires
d'informations personnelles.
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
