en,tr,de,fr,title,speaker,duration,tags
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Rires)
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											I was raised by my grandparents,
											and they were antiques dealers,
											so I grew up surrounded
by history and beautiful things.
											I had the most amazing dress-up box.
											So as you can imagine, it started then.
											I moved to London when I was 17
to become a model.
											And then I went to study photography.
											I wasn't really happy
with myself at the time,
											so I was always looking for escapism.
											I studied the works of David LaChapelle
											and Steven Arnold,
											photographers who both curated
and created worlds
											that were mind-blowing to me.
											So I decided one day to cross over
from the superficial fashion world
											to the superficial art world.
									","
											Büyükannemler tarafından yetiştirildim,
											antika satıcısıydılar,
											yani büyürken etrafımda
hep tarih ve güzel şeyler vardı.
											Muhteşem bir kıyafet dolabım vardı.
											Yani tahmin edebildiğiniz 
gibi o zamanlarda başladı.
											17 yaşındayken modellik
yapmak için Londra'ya taşındım.
											Sonrasında fotoğrafçılık okuluna gittim.
											O zamanlar olduğum kişiden
çok mutlu değildim,
											bu yüzden hep bir kaçış aradım.
											David LaChapelle ve Steven Arnold'un
											işlerini araştırdım,
											hem küratörlük yapan
											hem de büyüleyici dünyalar yaratan 
fotoğrafçılar.
											Bir gün, bu sığ moda dünyasından ayrılıp
sığ sanat dünyasına
											geçmeye karar verdim.
									","
											Meine Großeltern haben mich aufgezogen,
											sie waren Antiquitätenhändler,
											so wuchs ich zwischen Geschichte
und schönen Dingen auf.
											Ich hatte eine fantastische
Verkleidungskiste.
											Wie Sie sich vorstellen können,
hat es da angefangen.
											Mit 17 Jahren zog ich
nach London und wurde Model.
											Dann studierte ich Fotografie.
											Damals war ich nicht wirklich
zufrieden ich mit mir,
											also suchte ich nach Wegen,
der Realität zu entkommen.
											Ich studierte die Werke
der Fotografen David LaChapelle
											und Steven Arnold,
											die beide eigene Welten
komponiert und erschaffen haben,
											die mich umgehauen haben.
											So beschloss ich eines Tages
von der oberflächlichen Welt der Mode,
											in die oberflächliche Welt
der Kunst zu wechseln.
									","
											Mes grands-parents m'ont élevé.
											C'étaient des antiquaires.
											Alors j'ai grandi entouré
par l'Histoire et les beaux objets.
											J'avais la boîte à costumes
la plus incroyable.
											Vous pouvez deviner sans peine que
tout a commencé à cette époque.
											À 17 ans, j'ai déménagé à Londres
pour devenir mannequin.
											Et puis je suis parti étudier 
la photographie.
											Je ne me sentais pas bien
dans ma peau à l'époque.
											Alors je cherchais toujours à m’évader.
											J'ai étudié les œuvres de David LaChapelle
											et de Steven Arnold,
											des photographes qui ont organisé
et créé des mondes
											qui m'époustouflaient.
											Un jour, j'ai donc décidé de quitter
le monde superficiel de la mode
											pour le monde superficiel de l'art.
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Rires)
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											I decided to live my life
as a work of art.
											I spend hours, sometimes
months, making things.
											My go-to tool is a safety pin,
like this —
									","
											Hayatımı bir sanat eseri olarak 
yaşamaya karar verdim.
											Bir şeyler üretmek için saatlerimi
bazen de aylarımı verdim.
											Kurtarıcı eşyam bir çengelli iğne,
bunun gibi.
									","
											Ich beschloss, mein Leben
als Kunstwerk zu verbringen.
											Ich verbringe Stunden, manchmal
Monate damit, Dinge herzustellen.
											Mein Lieblingswerkzeug
ist eine Sicherheitsnadel, wie diese —
									","
											J'ai décidé de vivre ma vie
comme une œuvre d'art.
											Je passe des heures, parfois
des mois, à confectionner des choses.
											Mon outil de prédilection est
l'épingle de sureté —
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Rires)
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											They're never big enough.
									","
											Asla yeterli değiller.
									","
											Sie können nie groß genug sein.
									","
											Elles ne sont jamais assez grandes.
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Rires)
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											And I use my fabrics time and time again,
											so I recycle everything that I use.
											When I get dressed I'm guided
by color, texture and shape.
											I rarely have a theme.
											I find beautiful objects
from all over the world,
											and I curate them into 3-D tapestries
											over a base layer that covers
my whole body shape ...
											because I'm not very happy with my body.
									","
											Kumaşlarımı tekrar tekrar kullanırım,
											yani hepsini geri dönüştürüyorum.
											Giyinirken renk, doku ve forma
göre hareket ediyorum.
											Nadiren tema kullanırım.
											Dünyanın her yerinden 
güzel nesneler buluyorum
											ve onları tüm vücut şeklimi 
kaplayan bir taban katmanı
											üzerinde 3 boyutlu 
duvar kağıdına basıyorum,
											çünkü vücudumun hâlinden memnun değilim.
									","
											Ich verwende meine Stoffe immer wieder,
											so recycle ich alles, was ich benutze.
											Wenn ich mich ankleide, lasse ich mich
von Farben, Texturen und Formen leiten.
											Nur selten folge ich einem Thema.
											Ich finde schöne Objekte
auf der ganzen Welt.
											und arrangiere sie
zu 3-dimensionalen Wandteppichen
											auf einer Unterlage,
die meinen ganzen Körper bedeckt ...
											Mit meinem Körper
bin ich nicht so zufrieden.
									","
											Et je réutilise mes tissus
à maintes reprises,
											donc je recycle tout ce que j'utilise.
											Quand je m'habille, je suis guidé
par la couleur, la texture et la forme.
											J'ai rarement un thème.
											Je trouve des belles choses dans le monde
											et je les organise en tapisseries
tridimensionnelles
											sur une couche de base
qui recouvre mon corps...
											parce que je ne l'aime pas beaucoup.
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											(Laughs)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Il pouffe.)
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											I ask myself, ""Should I take something off
											or should I put something on?
											100 pieces, maybe?""
											And sometimes, I do that.
											I promise you it's not
too uncomfortable —
											well, just a little —
									","
											Kendime sorarım 
""Bir şeyi çıkartmalı mıyım
											yoksa giymeli miyim?
											Yüz parça, olur mu?""
											Bazen öyle yapıyorum.
											Gerçekten söylüyorum,
o kadar da rahatsız edici değil,
											yani, sadece birazcık.
									","
											Dabei frage ich mich:
""Soll ich etwas wegnehmen
											oder hinzufügen?
											Vielleicht noch 100 Dinge?""
											Und manchmal mache ich das auch.
											Ich garantiere Ihnen,
dass es nicht zu unbequem ist —
											nun, ein bisschen —
									","
											Je me demande s'il n'y a rien de trop
											ou si je dois ajouter autre chose.
											100 pièces, peut-être ?
											Il m'arrive de le faire.
											Je vous jure que ce n'est
pas trop inconfortable -
											enfin, juste un peu.
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Il rit.)
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											I might have a safety pin
poking at me sometimes
											when I'm having a conversation with you,
											so I'll kind of go off —
									","
											Bazen sizinle konuşurken

											bir iğne batabilir
											ben de sinirlenebilirim.
									","
											Hier und da zwickt eine Sicherheitsnadel,
											sodass ich manchmal zucke,
											während ich mich mit Ihnen unterhalte.
									","
											Ça m'arrive qu'une épingle me pique
											pendant une conversation.
											Alors ça me déconcentre.
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Rires)
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											It usually takes me
about 20 minutes to get ready,
											which nobody ever believes.
											It's true —
											sometimes.
											So, it's my version
of a t-shirt and jeans.
									","
											Hazırlanmam genelde 20 dakika sürer,
											buna neredeyse kimse inanmaz.
											Bu doğru,
											bazen.
											Bu da benim tişört ve pantolon kombinim.
									","
											Meistens brauche ich 20 Minuten,
um mich fertig zu machen,
											was nie jemand glaubt.
											Es ist wahr —
											manchmal.
											Es ist also meine Version
von Jeans und T-Shirt.
									","
											Il me faut généralement 20 minutes
pour m'habiller,
											mais personne ne me croit.
											C'est pourtant vrai -
											la plupart du temps.
											Donc, c'est mon interprétation
d'un T-shirt et d'un jeans.
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Rires)
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											When I get dressed,
I build like an architect.
											I carefully place things
till I feel they belong.
											Then, I get a lot of my ideas
from lucid dreaming.
											I actually go to sleep
to come up with my ideas,
											and I've taught myself to wake up
to write them down.
											I wear things till they fall apart,
											and then, I give them a new life.
											The gold outfit, for example —
											it was the outfit that I wore
to the Houses of Parliament in London.
											It's made of armor,
sequins and broken jewelry,
											and I was the first person
to wear armor to Parliament
											since Oliver Cromwell
banned it in the 17th century.
											Things don't need
to be expensive to be beautiful.
											Try making outfits out of bin liners
or trash you found out on the streets.
											You never know,
											they might end up on the pages of ""Vogue.""
									","
											Giyinirken bir mimara dönüşüyorum.
											Bir şeyleri ait oldukları
yerlerine koyuyorum.
											Fikirlerimin çoğunu istihare 
rüyalarımdan alıyorum.
											Hatta aklıma fikir gelmesi için uyuyorum,
											kendime bu fikirleri 
uyanıp yazmayı öğrettim.
											Bir şeyleri yırtılana kadar giyiyorum,
											sonrasında onlara
başka bir hayat veriyorum.
											Örneğin, altın kıyafet
											Londra'daki Parlamento Binası'nda
giydiğim kıyafetti.
											Zırh, payetler ve kırılmış 
mücevherlerden yapıldı
											ve Oliver Cromwell'in 17. yüzyılda
yasaklamasından sonra
											parlamentoda giyen ilk kişi bendim.
											Bir şeylerin güzel olması 
için pahalı olması gerekmez.
											Çöp poşetinden ya da sokakta bulduğunuz
çöplerden kıyafet yapmayı deneyin.
											Kim bilir,
											belki de ""Vogue"" dergisinde yayınlanır.
									","
											Wenn ich mich ankleide,
mache ich das wie ein Architekt.
											Vorsichtig platziere ich Dinge,
											bis ich das Gefühl habe,
dass sie dahin gehören.
											Mir kommen viele Ideen beim Klarträumen.
											Ich gehe tatsächlich schlafen,
um Ideen zu sammeln.
											Ich habe mir beigebracht,
aufzuwachen und sie aufzuschreiben.
											Die Sachen trage ich,
bis sie auseinanderfallen,
											dann gebe ich Ihnen ein neues Leben.
											Das goldene Outfit z. B. —
											Dieses Outfit habe ich im Parlament
in London getragen.
											Es besteht aus einer Rüstung,
Pailletten und zerbrochenem Schmuck.
											Ich war der Erste,
der im Parlament eine Rüstung trug,
											seit Oliver Cromwell das
im 17. Jahrhundert verbat.
											Dinge müssen nicht teuer sein,
um schön auszusehen.
											Versuchen Sie mal Kleidung
aus Müllbeuteln oder Abfall zu machen,
											den Sie auf der Straße finden.
											Man kann nie wissen,
											vielleicht kommen Sie
aufs Cover der ""Vogue"".
									","
											Quand je m'habille,
je suis comme un architecte.
											Je pose soigneusement les choses pour
qu'elles trouvent leur place naturelle.
											Beaucoup de mes idées proviennent
de mes rêves lucides.
											En fait, je vais me coucher
pour trouver mes idées,
											et je me suis appris
à les écrire à mon réveil.
											Je porte mes créations jusqu'à
ce qu'elles deviennent haillons
											et je leur donne une nouvelle vie.
											Ce costume doré, par exemple—
											c'est le costume que j'ai porté 
au Parlement à Londres.
											Il est fait à partir d'une armure,
de paillettes et de bijoux fragmentés.
											J'étais la première personne
à y porter une armure
											depuis qu'Oliver Cromwell
l'a interdit au 17e siècle.
											Les choses n'ont nul besoin
d'être chères pour être belles.
											Essayez de créer un costume
avec des sacs poubelles
											ou des déchets trouvés sur la rue.
											On ne sait jamais,
											ils pourraient finir
sur les pages du « Vogue ».
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											There's over 6,000 pieces
in my collection,
											ranging from 2,000-year-old Roman rings
to ancient Buddhist artifacts.
											I believe in sharing what I do
and what I have with others,
											so I decided to create an art exhibition,
											which is currently traveling
to museums around the world.
											It contains an army of me —
											life-size sculptures
as you can see behind me,
											they're here —
											they are my life, really.
											They're kind of like 3-D tapestries
of my existence as living as art.
											They contain plastic crystals
mixed with diamonds,
											beer cans and royal silks all in one look.
											I like the fact that the viewer
can never make the assumption
											about what's real and what's fake.
											I find it important to explore and share
cultures through my works.
											I use clothing as a means to investigate
											and appreciate people
from all over the world.
									","
											Koleksiyonumda 2000 yıllık
Roma yüzüklerinden
											antik Budist eserlere 
kadar 6000 parça var.
											Yaptıklarımı paylaşmaya inanıyorum,
											bu yüzden şu anda da dünyadaki
müzelerde sergileniyor olan
											bir sanat sergisi yapmaya karar verdim.
											Benim bir ordumu oluşturuyorlar,
											arkamda gördüğünüz
boyutlarda heykeller
											buradalar,
											bunlar benim hayatım, 
gerçekten.
											Bir sanat olarak varoluşumun
üç boyutlu dokuması gibiler.
											Hepsi elmas, bira kutuları
ve kraliyet ipleriyle
											karıştırılmış plastik kristaller içeriyor.
											Seyircinin neyin gerçek neyin
sahte olduğunu ayırt edememesi
											gerçeği beni mutlu ediyor.
											Sanatım yoluyla kültürleri 
keşfetmenin, paylaşmanın
											ve dünyanın her tarafından insanlarla
											iletişim içinde olmanın 
önemli olduğunu düşünüyorum.
									","
											Von 2000 Jahre alten römischen Ringen,
bis zu antiken buddhistischen Artefakten,
											gibt über 6000 Einzelstücke
in meiner Kollektion.
											Ich glaube daran, zu teilen, was man hat,
											also habe ich eine
Kunstausstellung kuratiert.
											Sie ist gerade auf Welttournee
durch die Museen.
											Sie besteht aus einer Armee von Ichs —
											Lebensgroße Skulpturen, wie diese hier.
											hier sind sie —
											Sie sind einfach mein Leben.
											Sie sind wie 3D-Tapisserien
meines Lebens als Kunst.
											Ich habe Strasssteine
mit Diamanten gemischt,
											Bierdosen mit echter Seide,
alles in einem Stück.
											Ich mag es, dass
der Betrachter nicht weiß,
											was echt ist oder nur Schein.
											Ich finde es wichtig, andere Kulturen
mit meiner Arbeit zu erforschen.
											Für mich ist Kleidung eine Art,

											alle Menschen auf dieser Welt
zu erforschen und wert zu schätzen.
									","
											Ma collection comporte
plus de 6 000 pièces,
											allant d'anciennes bagues romaines
de 2 000 ans à des artefacts bouddhistes.
											Je crois dans le partage
de mon art et de ce que j'ai.
											Alors j'ai décidé de créer
une exposition d'art,
											qui est en train de tourner
dans les musées du monde.
											Elle contient une armée de moi-même -
											des sculptures grandeur nature,
comme vous le constatez,
											elles sont là
											et en fait, elles sont ma vie.
											Ce sont des tapisseries 3D
de mon existence en tant qu'art.
											Elles sont faites des cristaux de 
plastique parmi des diamants,
											de canettes de bière et de soie royale,
dans un seul vêtement.
											J'aime quand le spectateur
ne peut pas distinguer le vrai du toc.
											J'accorde de l'importance à explorer
et partager les cultures dans mes œuvres.
											Mes créations sont devenues
un outil d'enquête
											et de respect
des gens du monde entier.
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											Sometimes, people think
I'm a performer or a drag queen.
											I'm not.
											Although my life appears
to be a performance,
											it's not.
											It's very real.
											People respond to me as they would
any other type of artwork.
											Many people are fascinated and engaged.
											Some people walk around me,
staring, shy at first.
											Then they come up to me and they say
they love or absolutely hate what I do.
											I sometimes respond, and other times
I let the art talk for itself.
											The most annoying thing in the world
is when people want to touch the artwork.
											But I understand.
											But like a lot of contemporary art,
											many people are dismissive.
											Some people are critical,
											others are abusive.
											I think it comes from
the fear of the different —
											the unknown.
											There are so many reactions to what I do,
											and I've just learned
not to take them personally.
									","
											Bazen insanlar benim bir müzisyen
ya da zenne olduğumu düşünüyor.
											Değilim.
											Hayatım bir gösteri gibi görünse de
											öyle değil.
											Tamamen gerçek.
											İnsanlar beni, herhangi bir 
sanat yapıtı gibi karşılıyorlar.
											Birçok insan büyüleniyor.
											Bazıları etrafımda yürüyüp
göz gezdiriyor, ilk başta utanıyorlar.
											Daha sonra yanıma gelip beğendiklerini
ya da nefret ettiklerini söylüyorlar.
											Bazen cevap veriyorum, bazense
bırakıyorum sanatım konuşuyor.
											Dünyadaki en sinir bozucu şey insanların
sanat eserlerine dokunmaya çalışması.
											Ama bunu anlıyorum.
											Fakat birçok çağdaş sanat gibi,
											birçok insan da küçümseyici.
											Bazıları eleştirel,
											bazılarının ağzı bozuk.
											Sanırım bu durum farklılığın
											ve bilinmeyenin korkusu.
											Yaptığım işe çok fazla tepki alıyorum
											ve bunları kişisel algılamamayı öğrendim.
									","
											Manchmal werde ich für eine Dragqueen
oder einen Performer gehalten.
											Das bin ich nicht.
											Auch wenn mein Leben
einer Performance gleicht.
											Es ist keine.
											Es ist sehr real.
											Menschen reagieren auf mich,
wie auf jedes andere Kunstwerk.
											Viele Menschen sind
fasziniert und berührt.
											Manche gehen um mich herum,
zuerst starren sie schüchtern.
											Dann gehen sie auf mich zu und sagen mir,
dass sie es absolut hassen oder lieben.
											Manchmal antworte ich, manchmal
lasse ich die Kunst für sich sprechen.
											Das nervigste auf der Welt ist,
wenn Leute die Kunst anfassen wollen.
											Ich kann das verstehen.
											Nur, wie so oft,
bei zeitgenössischer Kunst,
											reagieren Menschen herablassend,
											manche sind kritisch,
											andere beleidigend.
											Ich denke es entsteht aus der Angst
vor dem Andersartigen —
											vor dem Unbekannten.
											Die Reaktionen, auf das, was ich tue,
sind sehr unterschiedlich
											und ich habe erst kürzlich gelernt,
sie nicht persönlich zu nehmen.
									","
											Les gens pensent parfois que
je suis un artiste ou un travesti.
											Mais ce n'est pas le cas.
											Bien que ma vie semble être un spectacle,
											elle ne l'est pas.
											Elle est bien réelle.
											Les gens réagissent comme ils l'auraient
fait avec n'importe quel autre type d'art.
											Beaucoup de personnes sont fascinées 
et enthousiastes.
											Certaines marchent autour de moi,
me dévisageant timidement au début.
											Puis, elles s'approchent et me disent
qu'elles aiment or détestent ça.
											Il m'arrive de leur répondre
mais parfois je laisse la parole à l'art.
											Le plus agaçant, c'est quand les gens
essayent de toucher l'œuvre d'art.
											Mais je comprends.
											Mais comme souvent
avec l'art contemporain,
											beaucoup affichent du dédain.
											D'autres sont critiques,
											d'autres encore sont injurieux.
											Je pense que ça vient
de la peur du différent,
											de l'inconnu.
											Il y a tant de réactions
par rapport à ce que je fais
											que j'ai appris à ne pas
les prendre personnellement.
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
