pt,en,fr,tr,title,speaker,duration,tags
"
											Então, o que são os ""hackers civis""?
											No ano passado, em Honolulu,
a nossa equipa
											— que era formada 
por três pessoas a tempo inteiro,
											que estavam a fazer uma comissão 
de um ano de serviço público —
											foi solicitada pela cidade
a reconstruir o ""website"".
											É uma coisa imensa, 
com dezenas de milhares de páginas
											que não iria ser possível fazer
											nos poucos meses de que dispunham.
											Assim , decidimos construir 
um ""website"" em paralelo
											que estivesse mais conforme
a como os cidadãos
											queriam interagir com as informações 
num ""website"" da cidade.
											Andavam à procura de respostas
a perguntas,
											e queriam agir, depois de as obter,
											o que é muito difícil de fazer
a partir de um ""site""
											que tem este aspeto.
											Assim, a nossa equipa
construiu Honolulu Answers,
											que é uma interface de pesquisa
super simples,
											onde se introduz um termo 
de pesquisa ou uma pergunta
											e se obtêm respostas numa linguagem clara
											que nos orientam para a ação.
											Este ""site"", em si mesmo,
foi muito fácil de construir,
											mas a equipa enfrentou o desafio
											de como preencher todo o conteúdo.
											Ocuparia a nossa equipa de três pessoas,
durante muito tempo,
											principalmente porque nenhum deles 
era de Honolulu.
											Assim, fizeram uma coisa mesmo radical,
											quando pensamos
como o governo costuma trabalhar.
											Pediram aos cidadãos
que escrevessem o conteúdo.
											Já ouviram falar de maratona?
											Eles organizaram uma maratona de escrita.
											Num sábado à tarde...
											[O que é que eu faço
ao raio dos porcos selvagens?""
											(Risos)
											Os porcos selvagens, segundo parece, 
são um grande problema em Honolulu.
											Num sábado à tarde,
											conseguiram preencher
a maior parte do conteúdo
											para as perguntas que surgem
com mais frequência,
											mas, mais importante do que isso,
											criaram uma nova forma de 
os cidadãos participarem no seu governo.
									","
											So what does civic hacking look like?
											Our team last year in Honolulu,
											which in this case was three full-time fellows
											who were doing a year of public service,
											were asked by the city to rebuild the website.
											And it's a massive thing of
tens of thousands of pages
											which just wasn't going to be possible
											in the few months that they had.
											So instead, they decided to build a parallel site
											that better conformed to how citizens actually
											want to interact with information on a city website.
											They're looking for answers to questions,
											and they want to take action when they're done,
											which is really hard to do from a site
											that looks like this.
											So our team built Honolulu Answers,
											which is a super-simple search interface
											where you enter a search term or a question
											and get back plain language answers
											that drive a user towards action.
											Now the site itself was easy enough to build,
											but the team was faced with the challenge
											of how they populate all of the content.
											It would have taken the three of them
											a very long time,
											especially given that none of 
them are actually from Honolulu.
											And so they did something that's really radical,
											when you think about how government
											is used to working.
											They asked citizens to write the content.
											So you've heard of a hack-a-thon.
											They held a write-a-thon,
											where on one Saturday afternoon —
											(""What do I do about wild pigs 
being a nuisance?"") (Laughter) —
											Wild pigs are a huge problem 
in Honolulu, apparently.
											In one Saturday afternoon,
											they were able to populate most of the content
											for most of the frequently asked questions,
											but more importantly than that,
											they created a new way for citizens 
to participate in their government.
									","
											A quoi ressemble 
le piratage civique ?
											L'année dernière, à Honolulu, 
la municipalité a demandé à notre équipe,
											qui était alors constituée de
trois personnes à temps plein
											qui passaient une année
dans le service public,
											de reconstruire leur site web.
											C'était un travail colossal
de dizaines de milliers de pages,
											ce qui était tout simplement
impossible à réaliser
											dans les quelques mois
qu'ils avaient.
											Ils ont donc décidé de plutôt
créer un site parallèle
											qui correspondrait mieux
à la manière dont les citoyens
											souhaitent vraiment interférer avec
											les informations 
sur le site web d'une ville.
											Ils recherchent des réponses
à des questions,
											et ils veulent ensuite agir,
											ce qui est difficile à réaliser
à partir d'un site
											qui ressemble à ça.
											Notre équipe a donc construit
Honolulu Answers
											qui est une interface de 
recherche ultra simple,
											où, si on entre un terme de recherche
ou une question,
											on obtient des réponses 
en langage clair
											ce qui permet à l'utilisateur
de passer à l'action.
											Le site en lui-même était 
assez facile à créer,
											mais l'équipe a dû affronter
le défi de savoir
											comment remplir tout le contenu.
											Il aurait fallu 
aux trois membres de l'équipe
											énormément de temps,
											surtout qu'aucun d'entre eux
ne vient d'Honolulu.
											Alors, ils ont fait quelque chose 
de vraiment radical,
											si on pense à la façon 
dont le gouvernement
											a l'habitude de travailler.
											Ils ont demandé aux habitants
de rédiger le contenu.
											Vous avez entendu parler de 
marathons du piratage.
											Ils ont organisé 
un marathon de la rédaction,
											où, en un samedi après-midi...
											[« Que dois-je faire si les cochons 
sauvages sont un fléau ? »] (Rires)
											Les cochons sauvages sont un énorme
problème à Honolulu, apparemment.
											En un samedi après-midi,
											ils ont réussi à remplir 
la majeure partie du contenu
											pour la plupart des questions 
les plus fréquemment posées,
											mais ce qui est encore 
plus important,
											ils ont créé pour les habitants 
une nouvelle manière
									","
											Peki kentsel korsanlık nasıl olur?
											Geçen yıl, Honolulu'da
											bir yıl tam zamanlı kamu hizmeti yapan
											üç kişinden oluşan takımımızdan
											şehir tarafından web sitelerini
yeniden inşa etmeleri istendi.
											On binlerce sayfadan oluşan,
											verdikleri birkaç ayın yetmeyeceği
heybetli bir işti.
											Bunun yerine, vatandaşların 
şehir web sitesindeki
											bilgiye ulaşmak istedikleri
asıl şekle uyan
											benzer bir paralel site yapmaya
karar verdiler.
											Sorularının cevaplarına ulaşmak
											ve ulaştıklarında
eyleme geçmek istiyorlar.
											Bunları buna benzeyen
bir siteden yapmak oldukça zor.
											Bu yüzden takımımız
											oldukça basit arama arayüzüne sahip
											ve bir terim ya da bir soru girdiğinizde
											sade bir dille cevapları getiren

											ve kullanıcıyı harekete geçiren
Honolulu Answers'ı kurdu.
											Sitenin kendisini kurmak aslında kolaydı
											fakat bütün içeriği
siteye yerleştirme konusunda
											ekibimiz zorluklarla karşılaştı.
											Ekipteki üç kişinin de
											özellikle Honolulu'dan olmadıkları
düşünüldüğünde
											çok uzun zamanlarını alacaktı.
											Bu nedenle hükûmetin çalışma prensibine
											oldukça radikal gelecek bir şey yaptılar.
											İçeriği yazmalarını
vatandaşlardan istediler.
											Hack-a-ton'u önceden duymuşsunuzdur.
											Onlar da bir yaz-a-ton düzenlediler
											bir Cumartesi öğleden sonrası
											""Domuzlarla nasıl başa çıkarım?""
(Kahkahalar)
											Görünen o ki yaban domuzları
Honolulu için büyük dert.
											Bir Cumartesi öğleden sonrası
											sıkça sorulan sorular için olan içeriğin
											çoğunu toplamayı başardılar,
											ama bundan da önemlisi
											vatandaşların hükûmetlerine
katkıda bulunması için bir yol sağladılar.
									",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
"
","
","
","
",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
"
											Ora bem, eu penso que esta 
é uma boa história só por si mesma,
											mas ainda vai ser melhor.
											No Dia Nacional de ""Hacking Civil""
											no passado mês de junho, 
em Oakland, onde eu vivo,
											a equipa do Code For America, em Oakland,
											agarrou no código aberto,
de Honolulu Answers
											e transformou-a em Oakland Answers.
											e, de novo, organizámos
uma maratona de escrita,
											agarrando nas perguntas 
que surgem com maior frequência,
											pusemos os cidadãos
a escrever as respostas,
											e eu entrei nessa ação.
											Fui autora desta resposta
e de outras mais.
											E até hoje ando a tentar articular
											o sentido do poder e da responsabilidade
											que sinto, no lugar onde vivo,
											com base, pura e simplesmente, 
neste pequeno ato de participação.
											E, juntando este meu pequeno ato
											aos milhares de outros 
pequenos atos de participação
											que foram possíveis 
por intermédio de ""hacking civil"",
											achamos que podemos dar 
uma nova energia à cidadania
											e reconquistar a confiança no governo.
									","
											Now, I think this is a really cool story in and of itself,
											but it gets more awesome.
											On the National Day of Civic Hacking
											this past June in Oakland, where I live,
											the Code For America team in Oakland
											took the open source code base of Honolulu Answers
											and turned it into Oakland Answers,
											and again we held a write-a-thon
											where we took the most frequently asked questions
											and had citizens write the answers to them,
											and I got into the act.
											I authored this answer, and a few others.
											And I'm trying to this day to articulate
											the sense of empowerment and responsibility
											that I feel for the place that I live
											based simply on this small act of participation.
											And by stitching together my small act
											with the thousands of other
small acts of participation
											that we're enabling through civic hacking,
											we think we can reenergize citizenship
											and restore trust in government.
									","
											de participer à leur gouvernement. Et
c'est déjà une histoire vraiment géniale.
											Mais elle devient encore
plus incroyable.
											Le jour de la Fête Nationale
du Piratage civique
											en juin dernier à Oakland,
où je vis,
											l'équipe Code For America d'Oakland
											a pris le code source de base
d'Honolulu Answers
											et l'a transformé en
Oakland Answers,
											et nous avons de nouveau
organisé un marathon de rédaction
											où nous avons pris les questions
les plus fréquemment posées,
											et où nous avons demandé aux 
citoyens d'écrire les réponses,
											et je suis passée à l'action.
											J'ai écrit cette réponse
et quelques autres.
											Encore aujourd'hui,
j'essaie d'exprimer
											le sentiment de responsabilisation
et de responsabilité
											que je ressens pour 
l'endroit où je vis,
											en me basant simplement 
sur ce petit acte de participation.
											Et en liant mon petit acte
											à des milliers d'autres 
petits actes de participation
											que nous rendons possibles
grâce au piratage civique,
											nous pensons que l'on peut
rebooster la citoyenneté
											et rétablir la confiance
dans le gouvernement.
									","
											Bana göre bu
başlı başına harika bir hikâye
											fakat daha da mükemmelleşiyor.
											Geçen Haziran'da memleketim Oakland'da
											Milli Kentsel Hack Günü'nde
											Oakland'daki ""Code For America"" ekibi
											Honolulu Answers'ın açık kaynak koduyla
											Oakland Answers'ı yarattı
											ve yine bir yaz-a-ton düzenledi,
											en sık sorulan soruların çoğunu aldık
											ve vatandaşlardan
cevapları yazmalarını istedik
											ben de faaliyet gösterdim.
											Bu cevabı yazdım ve birkaç tane daha.
											Bu küçük katılım eylemiyle birlikte
											yaşadığım yer için hissettiğim
											güçlendirme ve sorumluluk hissini
											bugün dile getirmeye çalışıyorum.
											Küçük eylemimi diğer binlerce
											küçük katılım eylemiyle birleştirerek
											kentsel korsan erişim
gerçekleştirebiliyoruz
											ve vatandaşlığı yeniden canlandırıp
											hükûmete olan güveni
tazeleyebileceğimize inanıyoruz.
									",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
"
","
","
","
",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
"
											Pdem estar a pensar
											no que as autoridades da cidade 
pensam de tudo isto.
											Na verdade, estão encantadas.
											Como muitos de vocês sabem,
											estão sempre a pedir às cidades 
para fazerem mais com menos,
											e estão sempre à procura
de soluções inovadoras
											para problemas crónicos.
											Assim, quando se dá aos cidadãos 
uma forma de participar.
											para além de uma reunião na câmara,
											as cidades podem detetar
											a capacidade das suas comunidades
											para fazerem a função do seu governo.
									","
											At this point, you may be wondering
											what city officials think of all this.
											They actually love it.
											As most of you guys know, cities are being asked
											every day to do more with less,
											and they're always looking for innovative solutions
											to entrenched problems.
											So when you give citizens a way to participate
											beyond attending a town hall meeting,
											cities can actually capture
											the capacity in their communities
											to do the business of government.
									","
											A ce stade, vous vous 
demandez peut-être
											ce que les autorités 
de la ville en pensent.
											En fait, ils adorent.
											Comme la plupart 
d'entre vous le savent,
											on demande sans cesse 
aux municipalités,
											de faire plus avec moins, 
quotidiennement,
											et elles sont en constante recherche
de solutions innovantes
											à des problèmes bien ancrés.
											Si on donne aux habitants
le moyen de participer,
											au delà du fait de participer
à une réunion à la mairie,
											les villes peuvent s'emparer
											de la capacité 
de leurs commmunautés
											à faire le travail du gouvernement.
									","
											Yetkililerinin bu olanlar hakkında
											düşüncelerini merak ediyor olabilirsiniz.
											Aslına bakarsanız çok sevdiler.
											Çoğunuzun bildiği gibi şehirlerden her gün
											daha azıyla daha fazla şey
yapmaları isteniyor
											ve köklü sorunlar için her zaman
											inovatif çözümler arıyorlar.
											Vatandaşlara kasaba meclisi
toplantısı dışında
											bir katılım yolu sunduğunuzda
											şehirler aslında
hükûmetin işlerini yapmak için
											topluluklarındaki kapasiteyi
kullanabilirler.
									",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
"
","
","
","
",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
"
											Não quero deixar a impressão
											de que o ""hacking civil"" é um
fenómeno norte-americano.
											Acontece por todo o globo,
											e um dos meus exemplos preferidos
											vem da cidade do México onde,
no princípio deste ano,
											a Câmara dos Representantes do México
											fez um contrato com uma empresa 
de desenvolvimento de ""software""
											para construir uma aplicação 
que os legisladores pudessem usar
											para acompanhar os projetos-de-lei.
											Servia apenas para a meia dúzia
de legisladores da Câmara
											O contrato era de dois anos,
											no valor de 9,3 milhões de dólares.
											Houve muita gente
que ficou furiosa com isso,
											sobretudo pessoas que sabiam 
que 9,3 milhões de dólares
											eram uma quantia de dinheiro 
totalmente escandalosa
											para o que era
uma aplicação muito simples.
											Mas, em vez de sair à rua,
											avançaram com um desafio.
											Pediram a programadores no México
											que construíssem
uma coisa melhor e mais barata,
											e propuseram um prémio de 9300 dólares
											— 10 000 vezes mais barato —
											do que o contrato do governo,
											e deram 10 dias aos operadores.
											Nesses 10 dias,
											receberam 173 aplicações,
											cinco das quais
foram apresentadas ao Congresso
											e ainda estão disponíveis
na loja das aplicações.
											Por causa dessa ação,
											o contrato foi cancelado.
											Isso desencadeou 
um movimento na cidade do México
											onde existe um dos nossos parceiros,
											o Code for Mexico City.
									","
											Now I don't want to leave the impression
											that civic hacking is just an American phenomenon.
											It's happening across the globe,
											and one of my favorite examples
											is from Mexico City, where earlier this year,
											the Mexico House of Representatives
											entered into a contract with
a software development firm
											to build an app that legislators would use
											to track bills.
											So this was just for the handful of legislators
											in the House.
											And the contract was a two-year contract
											for 9.3 million dollars.
											Now a lot of people were really angry about this,
											especially geeks who knew that 9.3 million dollars
											was an absolutely outrageous amount of money
											for what was a very simple app.
											But instead of taking to the streets,
											they issued a challenge.
											They asked programmers in Mexico
											to build something better and cheaper,
											and they offered a prize of 9,300 dollars —
											10,000 times cheaper
											than the government contract,
											and they gave the entrants 10 days.
											And in those 10 days,
											they submitted 173 apps,
											five of which were presented to Congress
											and are still in the app store today.
											And because of this action,
											that contract was vacated,
											and now this has sparked a movement in Mexico City
											which is home to one of our partners,
											Code for Mexico City.
									","
											Je ne veux pas laisser l'impression
											que le piratage civique n'est
qu'un phénomène américain.
											Il a lieu aux quatre coins
de la planète,
											et un de mes exemples préférés
											vient de Mexico,
où, au début de l'année,
											la Chambre des Représentants de Mexico
											s'est lancée dans un contrat avec une
entreprise de développement de logiciel
											pour créer une application
qu'utiliseraient les législateurs
											pour tracer les documents juridiques.
											C'était donc destiné
aux quelques législateurs
											de la Chambre.
											Le contrat avait 
une durée de deux ans
											pour une somme de
9,3 millions de dollars.
											Ça avait mis en colère 
un grand nombre de gens,
											en particulier des geeks qui savaient
que 9,3 millions de dollars
											représentaient 
une somme scandaleuse
											pour une application très simple.
											Mais au lieu de manifester,
											ils ont créé un défi.
											Ils ont demandé à des
programmeurs du Mexique
											de construire quelque chose
de mieux et de moins cher,
											avec une récompense 
de 9 300 dollars —
											[Ensemble, nous pouvons dépasser
les tweets fâchés et refaire le monde
											un samedi soir avec quelques tequilas.]
10 000 fois moins cher
											que le contrat du gouvernement,
											et ils ont donné 10 jours
aux participants.
											Dans ces 10 jours,
											173 applications 
ont été soumises,
											et cinq d'entre elles
ont été présentées au Congrès
											et font toujours partie
de l'App Store à ce jour.
											Grâce à cette action,
											le contrat a été abandonné,
											et ça a déclenché 
un mouvement à Mexico
											qui est le siège d'un
de nos partenaires,
											Code for Mexico City.
									","
											Kentsel korsan eişimin sadece
bir Amerikan fenomeni olduğu
											etkisini bırakmak istemem.
											Bu dünyanın her tarafında oluyor
ve en sevdiğim örneklerden biri
											Mexico City'de sene başında
											Meksika Temsilciler Meclisi'nin
											kanun koyucuların faturaları
takip etmek için kullanacağı
											bir uygulama kurmak için
bir yazılım firmasıyla anlaşması.
											Bunu uygulamayı sadece meclisteki
birkaç yasa koyucu kullanacaktı.
											Sözleşme, 9,3 milyon dolar değerinde
											iki yıllık bir kontrattı.
											Bu konuya çok fazla insan sinirlendi,
											özellikle basit bir uygulama yazmak için
											9,3 milyon doların tamamen fahiş bir fiyat
olduğunu bilen bilgisayar kurtları.
											Konuyu sokaklara taşımak yerine
bir meydan okuma gerçekleştirdiler.
											Meksika'daki yazılımcılara
9.300 dolar para ödülü sunarak
											yani hükûmet sözleşmesinden
10.000 kat daha ucuza
											daha ucuz ve kaliteli bir şey
yaratmalarını istediler
											ve katılımcılara 10 gün verdiler.
											Bu 10 gün içinde
											173 uygulama başvurusu oldu
											bunlardan beş tanesi meclise sunuldu
											ve şu an App Store'da varlar.
											Bu eylem yüzünden
o sözleşmeden vazgeçildi.
											ve şu anda Mexico City'de
bir hareket yarattı,
											partnerlerimizden birinin memleketinde,
											""Code for Mexico City.""
									",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
"
","
","
","
",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
"
											E, assim, o que vemos
em todos estes três lugares,
											em Honolulu, em Oakland
e na cidade do México,
											são os elementos que estão
no âmago da ""Hacking Civil"".
											São cidadãos que viram coisas 
que podiam estar a funcionar melhor
											e decidiram melhorá-las.
											e, através desse trabalho, estão a criar
											um ecossistema de participação
à século XXI.
											Estão a criar
um novo conjunto de formas
											de envolvimento dos cidadãos,
											para além das eleições ou da assinatura 
duma petição ou de um protesto.
											Na realidade, podem modelar a governação.
									","
											And so what you see in all three of these places,
											in Honolulu and in Oakland and in Mexico City,
											are the elements that are
at the core of civic hacking.
											It's citizens who saw things
that could be working better
											and they decided to fix them,
											and through that work, they're creating
											a 21st-century ecosystem of participation.
											They're creating a whole new set of ways
											for citizens to be involved,
											besides voting or signing a petition or protesting.
											They can actually build government.
									","
											Ce qu'on observe
dans ces trois endroits,
											à Honolulu, à Oakland 
et à Mexico,
											ce sont les éléments qui
sont au cœur du piratage civique.
											Ce sont les citoyens qui ont vu que
les choses pouvaient mieux fonctionner
											et ce sont eux qui ont décidé
de les améliorer
											et par le biais de ce travail,
ils créent
											un écosystème de participation
du XXIe siècle.
											Ils créent un tout nouvel 
ensemble de manières
											pour impliquer les citoyens,
											en plus des faits de voter, de signer 
une pétition, ou de protester.
											En réalité, ils peuvent
construire le gouvernement.
									","
											Bu üç yerde de göreceğiniz şey
											Honolulu, Oakland ve Mexico City'de
											kentsel hack çekirdeğindeki elementler.
											Daha iyi çalışabilecek şeyleri gören
											ve onları tamir etmeye
karar veren vatandaşlar
											ve bu iş üzerinden
											21. yüzyıl katılım
ekosistemini yaratıyorlar.
											Vatandaşların katılım sağlaması için
											oy vermek, dilekçe yazmak
ve protesto etmek dışında
											yeni yollar yaratıyorlar.
											Aslında hükûmet de kurabilirler.
									",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
"
","
","
","
",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
"
											Voltemos então
ao nosso amigo Ben Franklin.
											Uma das suas proezas menos conhecidas
											foi que, em 1736, ele fundou
											a primeira companhia de 
bombeiros voluntários de Filadélfia,
											a que chamou uma brigada.
											E fê-lo porque ele e os seus amigos
repararam
											que a cidade estava a ter problemas
											em dominar os incêndios 
que ocorriam na cidade,
											por isso, numa ação típica
de ""hackers cívicos"",
											arranjaram uma solução.
									","
											So back to our friend Ben Franklin,
											who, one of his lesser-known accomplishments
											was that in 1736 he founded
											the first volunteer firefighting
company in Philadelphia,
											called a brigade.
											And it's because he and his friends noticed
											that the city was having trouble keeping up
											with all the fires that were happening in the city,
											so in true civic hacker fashion,
											they built a solution.
									","
											Revenons à notre ami
Ben Franklin,
											dont l'une des réalisations
les moins connues
											fut de fonder en 1736
											la première compagnie volontaire
de lutte contre les incendies,
											à Philadelphia, nommée brigade.
											Et c'est parce que lui et ses amis
se sont rendu compte
											que la ville avait du mal à s'occuper
											de tous les feux
qui se produisaient dans la ville,
											qu'en bons pirates civiques,
											ils ont créé une solution.
									","
											Dostumuz Ben Franklin'e dönersek
											az bilinen başarılarından bir tanesi
											1736'da Philadelphia'da kurduğu
											ilk gönüllü itfaiye şirketi,
											diğer bir deyişle tugayıdır.
											Bunun sebebi, o ve arkadaşlarının
											şehrin çıkan tüm yangınlarla
baş etmekte zorlandığını fark etmeleriydi
											ve gerçek bir kentsel
bilgisayar korsanı edasıyla
											bir çözüm inşa ettiler.
									",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
"
","
","
","
",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
"
											Nós temos as nossas brigadas 
do Code for America
											a trabalhar nos projetos
que acabei de descrever.
											E queremos pedir-vos
											para seguirem as passadas de Ben Franklin
											e juntarem-se a nós.
											Temos 31 brigadas nos EUA.
											Temos o prazer de anunciar
											que estamos a abrir brigadas 
em cidades internacionais
											pela primeira vez.
											Começámos com cidades na Polónia, 
no Japão e na Irlanda.
											Podem confirmar
se há alguma brigada onde vivem
											em brigade.codeforamerica.org.
											Se não houver uma brigada onde vivem, 
nós ajudar-vos-emos.
											Criámos uma ferramenta que também existe
											em brigade.codeforamerica.org,
											e dar-vos-emos apoio, pelo caminho.
											O nosso objetivo é criar 
uma rede global de ""hackers cívicos""
											que queiram inovar os sistemas existentes
											a fim de construir instrumentos
que possam resolver problemas crónicos,
											que apoiem os governos locais,
											e que deem poder aos cidadãos.
									","
											And we have our own brigades at Code for America
											working on the projects that I've just described,
											and we want to ask you
											to follow in Ben Franklin's footsteps
											and come join us.
											We have 31 brigades in the U.S.
											We are pleased to announce today
											that we're opening up the 
brigade to international cities
											for the first time,
											starting with cities in Poland and Japan and Ireland.
											You can find out if there's a brigade where you live
											at brigade.codeforamerica.org,
											and if there's not a brigade
where you live, we will help you.
											We've created a tool kit which also lives
											at brigade.codeforamerica.org,
											and we will support you along the way.
											Our goal is to create a global
network of civic hackers
											who are innovating on the existing system
											in order to build tools that will solve
											entrenched problems,
											that will support local government,
											and that will empower citizens.
									","
											Nous avons nos propres brigades
chez Code for America
											qui travaillent sur des projets
que je viens de vous décrire,
											et nous voudrions
vous demander
											de suivre les pas 
de Benjamin Franklin,
											et de nous rejoindre.
											Nous avons 31 brigades 
aux États-Unis.
											Nous sommes ravis de 
vous annoncer aujourd'hui
											que nous ouvrons les brigades
aux villes à l'étranger
											pour la première fois,
											en commençant par des villes
en Pologne, au Japon et en Irlande.
											Vous pouvez vérifier s'il y a 
une brigade à côté de chez vous
											sur brigade.codeforamerica.org,
											et s'il n'y en a pas,
nous vous aiderons.
											Nous avons créé une boîte à outils
qui se trouve aussi
											sur brigade.codeforamerica.org,
											et nous vous aiderons
tout au long du parcours.
											Notre objectif est de créer un réseau
mondial de pirates civiques
											qui innovent dans le système actuel
											afin de construire des outils
qui résoudront
											les problèmes bien enracinés,
											pour soutenir 
le gouvernement local,
											et donner du pouvoir 
aux citoyens.
									","
											""Code for America""da bizim de
kendi tugaylarımız var
											ve az önce tanıttığım
projelerde çalışıyorlar.
											Sizden istediğimiz,
											Ben Franklin'in ayak izlerini
takip etmeniz
											ve bize katılmanız.
											ABD'de 31 tugayımız var.
											Ve şunu duyurmaktan mutluluk duyuyoruz ki
											tugayımızı ilk defa
uluslararası şehirlere açıyoruz,
											Polonya, Japonya ve İrlanda'daki 
şehirlerden başlayarak.
											Yaşadığınız yerde bir tugay
olup olmadığını görmek için
											brigade.codeforamerica.org'u
ziyaret edin.
											Yaşadığınız yerde bir ekip yoksa
size yardım edeceğiz.
											brigade.codeforamerica.org'da
ayrıca yer alan bir alet takımı yarattık
											ve size yol boyunca destek olacağız.
											Amacımız kentsel korsanlardan oluşan
küresel bir ağ oluşturmak,
											böylelikle mevcut sistem
üzerinde yenilik yapacaklar,
											yerel hükûmetleri destekleyecek
											ve vatandaşları güçlendirecek,
											köklü sorunları çözecek
											araçlar icat edecekler.
									",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
"
","
","
","
",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
"
											Portanto, por favor, juntem-se a nós.
									","
											So please come hack with us.
									","
											Alors, s'il vous plaît,
venez pirater avec nous.
									","
											Siz de bilgisayar
korsanlığında bize katılın.
									",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
"
","
","
","
",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
"
											Obrigada.
									","
											Thank you.
									","
											Merci.
									","
											Teşekkürler.
									",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
"
","
","
","
",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
"
											(Aplausos)
									","
											(Applause)
									","
											(Applaudissements)
									","
											(Alkışlar)
									",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
"
","
","
","
",Why good hackers make good citizens,Catherine Bracy,9:50,"cities,software,urban planning"
