es,pt,fr,title,speaker,duration,tags
"
											Quiero regresar a Indonesia,
											a donde fui cuando tenía
21 o 22 años, hace mucho tiempo,
											con una beca.
											Y, luego dos años allí,
											actuando y aprendiendo
en la isla de Bali,
											me encontré al borde
del cráter Gunung Batur.
											Estaba en una aldea 
en la que se celebraba
											una ceremonia de iniciación 
para hombres jóvenes,
											un rito de paso.
											Lo que no sabía era
que también lo sería para mí.
									","
											Quero voltar à Indonésia
											onde estive há cerca de 21 ou 22 anos, 
há muito tempo,
											como bolseira.
											Dei por mim, dois anos depois de lá estar,
											a atuar e a aprender na ilha de Bali,
											à beira de uma cratera, Gunung Batur.
											Eu estava numa aldeia que tinha
											uma cerimónia de iniciação para rapazes,
											um ritual de passagem.
											Mal eu sabia que também seria para mim.
									","
											Revenons en Indonésie
											où j'étais il y a 21, 22 ans, 
il y a bien longtemps,
											financée par une bourse.
											Et je me suis retrouvée, 
après 2 ans passés là-bas
											à jouer et apprendre, 
sur l'île de Bali,
											au bord d'un cratère, 
le Gunung Batur.
											J'étais dans un village 
où avait lieu
											une cérémonie d'initiation 
pour les jeunes hommes,
											un rite de passage.
											Je ne me doutais pas 
que ce serait également le mien.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Estaba sentada 
en la plaza de un templo,
											debajo de un gran
árbol beringin banyan,
											en la oscuridad; sin electricidad, 
solo la luz de la luna llena
											iluminaba la plaza,
											cuando escuché
los sonidos más hermosos,
											como un concierto de Charles Ives.
											Mientras escuchaba
la música gamelán
											de todos los aldeanos que venían
											a esta ceremonia que se realiza
una vez cada cinco años,
											me di cuenta de que estaba sola, 
en la oscuridad, debajo de ese árbol.
											De repente, de las sombras,
											del otro lado de la plaza,
											vi espejos destellando
la luz de la luna.
											Y 20 hombres mayores 
que había visto antes,
											de pronto, se pusieron de pie, 
luciendo sus trajes de guerreros,
											sus tocados y lanzas.
											No había nadie más en la plaza
y yo estaba escondida entre las sombras.
											No había nadie más, pero ellos aparecieron
											y ejecutaron una danza increíble.
									","
											Sentei-me na praça do templo
											por baixo de uma figueira-de-bengala 
gigante, no escuro.
											Não havia eletricidade, só a lua cheia
											nessa praça vazia.
											Ouvia os sons mais belos,
											como um concerto do Charles Ives,
											e ouvia a música do gamelão
											dos vários aldeões que vinham
											para essa cerimónia 
que se fazia de 5 em 5 anos.
											Pensava que estava sozinha 
no escuro, debaixo da árvore.
											De repente, no meio da escuridão,
											do outro lado da praça,
											vi o brilho de espelhos 
iluminados pelo luar.
											E uns rapazes de 20 anos, 
que eu já conhecia,
											saíram do nada, com trajes de guerreiros,
											com toucados e com lanças.
											Não havia ninguém na praça 
e eu estava escondida na sombra.
											Não havia lá ninguém.
											Apareceram e dançaram uma dança incrível.
									","
											Alors que j'étais assise 
dans la cour d'un temple,
											sous cet immense arbre banian beringin,
											dans le noir, sans électricité, 
seulement la pleine lune
											tombant dans cette cour vide,
											j'ai entendu de merveilleux sons,
											comme un concert 
de Charles Ives,
											alors que j'écoutais 
la musique du gamelan
											venant de tous les villageois 
qui étaient venus
											pour cette cérémonie 
qui a lieu tous les cinq ans.
											Je pensais être seule dans le noir
sous cet arbre.
											Et tout à coup,
surgissant de l'obscurité,
											de l'autre bout de la cour,
											j'ai vu des miroirs étinceler 
à la lumière de la lune.
											Ces 20 vieillards 
que j'avais déjà vus auparavant
											se sont soudainement levés 
dans leurs costumes de guerrier,
											avec leurs coiffes et leurs lances ;
											il n'y avait personne dans la cour, 
j'étais cachée dans la pénombre.
											Il n'y avait personne, 
et ils ont surgi,
											et ils ont fait 
cette danse incroyable.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											""Huhuhuhuhuhuhuhahahahaha"".
									","
											""Huhuhuhuhuhuhuhahaha...""
									","
											« Houhouhouhouhouhouhouhahahahaha. »
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Movían sus cuerpos 
y avanzaban hacia adelante,
											y la luz rebotaba en sus trajes.
											He trabajado en teatro
desde que tenía 11 años.
											He actuado, creado
y, en ese momento, pensé:
											""¿Para quién están bailando
											con estos trajes tan elaborados
											y estos extraordinarios tocados?""
											Y me di cuenta de
que estaban bailando para Dios,
											lo que sea
que esto signifique.
									","
											E movimentavam os corpos e avançavam
											e as luzes refletiam-se nos fatos.
											Ando no teatro desde os meus 11 anos,
											a representar, a criar, e pensei:
											""Para quem é que eles estão a exibir-se
											""com estes trajes elaborados,
											""estes toucados extraordinários?""
											Percebi que estavam a atuar para Deus,
											seja o que for que isso signifique.
									","
											Ils bougeaient leurs corps 
et ils avançaient,
											et les lumières rejaillissaient 
de leurs costumes.
											Je suis dans le monde du théâtre 
depuis que j'ai 11 ans,
											je joue, je crée, 
et je me disais :
											« Pour qui jouent-ils,
											avec ces costumes élaborés,
											et ces coiffes sublimes ? »
											Et j'ai réalisé 
qu'ils jouaient pour Dieu,
											quel que soit le sens 
qu'on lui donne.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Pero, por alguna razón, 
no importaba la publicidad.
											No se trataba de dinero.
											Nadie iba a escribir nada;
no iba a estar en las noticias.
											Y ahí estaban estos increíbles artistas...
											mientras actuaban sentí que pasaba una eternidad.
											Poco después,
											tan pronto como terminaron
y desaparecieron entre las sombras,
											se acercó un joven
con una linterna de propano,
											la colgó en un árbol 
y puso una cortina.
											En la plaza de la aldea 
había cientos de personas
											que, durante toda la noche, 
pusieron en escena una ópera.
											Los seres humanos
necesitaban la luz.
											Necesitaban la luz para ver.
									","
											De resto, não precisavam de publicidade.
											Não havia dinheiro envolvido.
											Não ia ficar registado. Não era notícia.
											E ali estavam aqueles artistas incríveis
											a representar durante 
o que me pareceu uma eternidade.
											Logo a seguir,
											logo que acabaram 
e desapareceram nas sombras,
											apareceu um rapaz com uma lanterna a gás,
											pendurou-a numa árvore, 
instalou uma cortina.
											A praça da aldeia encheu-se 
com centenas de pessoas
											E apresentaram uma ópera 
durante toda a noite.
											Os seres humanos precisavam de luz.
											Precisavam de luz para ver.
									","
											D'une certaine manière, 
l'absence de public n'avait pas d'importance.
											Il n'y avait pas d'argent en jeu.
											On n'allait pas écrire à leur sujet. 
Ça ne ferait pas la Une.
											Et il y avait ces artistes incroyables
											qui jouaient, ce qui m'a paru 
durer une éternité.
											L'instant d'après,
											dès qu'ils eurent fini 
et disparu dans l'obscurité,
											un jeune homme tenant une lanterne 
au propane est apparu,
											il l'a accrochée à un arbre, 
et a installé un rideau.
											Des centaines de gens ont envahi 
la cour du village.
											Et ils ont donné un opéra 
toute la nuit.
											Les êtres humains avaient besoin 
de la lumière.
											Il leur fallait la lumière 
pour pouvoir voir.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Entonces, lo que aprendí
y deduje de este increíble
											momento crucial,
como una artista joven,
											es que uno debe ser fiel
											a sus creencias como artista,
											pero también 
debe tener presente
											que hay una audiencia 
presente en nuestras vidas
											que también necesita la luz.
											Y, en este increíble equilibrio
											en el que nos encontramos
											cuando creamos
algo completamente nuevo,
											que trata de ser algo 
que no se había visto antes;
											ese mundo imaginario
											en el que, en verdad, 
uno no sabe dónde va a terminar.
											Esa es la línea delgada
al borde de un cráter
											por la que he caminado
durante toda mi vida.
									","
											O que eu ganhei com este 
importante momento incrível
											da minha vida, enquanto jovem artista,
											foi que devemos ser sempre fiéis
											ao que acreditamos enquanto artistas,
sempre,
											mas também temos que ter consciência
											de que a audiência faz parte 
da nossa vida nessa altura
											e também ela precisa de luz.
											E é este incrível equilíbrio
											que acho que vivemos
											quando criamos alguma coisa inovadora,
											que tenta fazer uma coisa 
nunca dantes vista
											esse mundo imaginário,
											em que não sabemos 
onde é que se vai parar.
											É esse o fio da navalha 
da borda da cratera
											em que andei toda a minha vida.
									","
											Ce que j'ai acquis et retiré 
de ce moment incroyable,
											et fondateur dans ma vie de jeune artiste,
											c'est qu'on doit rester fidèle
											à ce qu'on croit, en tant qu'artiste, 
jusqu'au bout,
											mais qu'il faut aussi être conscient
											que le public est présent dans nos vies, 
en même temps,
											et qu'il a aussi besoin de la lumière.
											C'est cet équilibre incroyable
											que nous trouvons, selon moi,
											lorsque nous créons 
quelque chose de novateur,
											quelque chose d'encore jamais vu,
											ce monde imaginaire
											où l'on ne sait pas où on va finir,
											c'est la ligne étroite au bord d'un cratère
											sur laquelle j'ai marché 
toute ma vie durant.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Ahora, me gustaría contarles,
											de forma breve,
											cómo trabajo. 
Analicemos ""El Rey León"".
											Vieron varios ejemplos de lo que hago,
											pero este es uno 
que la gente conoce bien.
									","
											Gostaria de vos falar agora
											um pouco sobre o meu trabalho.
											Por exemplo, ""O Rei Leão"".
											Já viram muitos exemplos do meu trabalho,
											mas este é um que as pessoas conhecem.
									","
											Je voudrais maintenant vous parler
											un peu
											de ma manière de travailler. 
Prenons « Le Roi Lion ».
											Vous avez vu beaucoup d'exemples 
de mon travail,
											mais c'est l'un des plus connus.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Comienzo con un ideograma.
											Un ideograma es parecido a
la técnica japonesa de pintura.
											Luego de tres pinceladas,
se obtiene un bosque de bambú.
											Pienso en el concepto
de ""El Rey León""
											y me pregunto: 
""¿Cuál es su esencia?,
											¿Cuál es su abstracción?
											Si tengo que resumir 
la historia entera
											en una sola imagen, ¿cuál sería?""
											El círculo. El círculo. Es tan obvio.
											El círculo de la vida,
el de la máscara de Mufasa.
											El círculo que, en el segundo acto, 
nos muestra una sequía,
											¿cómo expresamos esta sequía?
											Es un círculo de seda en el piso
											que desaparece 
a través de un agujero del escenario.
											El círculo de la vida 
se ve en las ruedas
											de las gacelas que saltan.
									","
											Começo com a noção do ideógrafo.
											Um ideógrafo é como um pincel, 
um pincel japonês.
											Com três pinceladas, 
fazemos toda a floresta de bambus.
											Pego no conceito de ""O Rei Leão""
											e penso: ""Qual é a sua essência?
											""Qual é a abstração?
											""Se eu tivesse que resumir a história toda
											""numa só imagem, qual seria?""
											O círculo. O círculo. É tão óbvio.
											O círculo da vida. 
O círculo da máscara de Mufasa.
											O círculo do Ato II, 
quando há uma seca.
											Como exprimimos a seca?
											É um círculo de seda no chão
											que desaparece no buraco do palco.
											O círculo da vida aparece
											nas pernas das gazelas que saltam.
									","
											Je pars de la notion d'idéogramme.
											Un idéogramme est comme 
une calligraphie japonaise.
											Trois coups de pinceau, 
et vous avez toute la forêt de bambous.
											Je prends le concept 
du « Roi Lion »,
											et je me dis : 
« Quel en est l'essence ?
											Quelle en est l'abstraction ?
											Si je devais résumer toute l'histoire
											à une image, 
quelle serait-elle ? »
											Le cercle. Le cercle. 
C'est tellement évident.
											Le cercle de la vie. 
Le cercle du masque de Mufasa.
											Le cercle qui, lorsqu'on arrive à l'Acte II, 
et qu'il y a une sécheresse...
											Comment évoquer une sécheresse ?
											C'est un cercle de soie sur le sol
											qui disparaît par un trou de la scène.
											Le cercle de la vie 
se voit dans les roues
											des gazelles qui bondissent.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Pueden ver el mecanismo.
											Al ser una persona 
que ama el teatro, sé
											que cuando la audiencia 
va a ver una obra
											deja de lado su incredulidad;
											cuando se ven hombres
y mujeres caminando
											con una placa de hierba 
sobre sus cabezas
											se sabe que se trata de la sabana,
											es algo que no se cuestiona.
											Me fascina esa verdad
aparente del teatro.
											Disfruto que la gente esté dispuesta
a llenar los espacios en blanco.
											La audiencia está dispuesta a decir:
											""Ya sé que ese sol no es real.
											Tomaron unos palitos,
											les agregaron seda
en la parte inferior,
											colgaron estas piezas,
las dejaron caer al suelo
											y cuando esto se levanta 
con los hilos, puedo ver que es el sol"".
											Sin embargo, la belleza está 
en que esto es solo seda y palitos
											y, de cierta forma, 
lo convierte en algo espiritual.
											Eso es lo que provoca emociones.
											No es literalmente el amanecer,
											es el arte de hacerlo.
									","
											E vemos a mecânica.
											E, enquanto pessoa do teatro, 
o que conheço e amo no teatro
											é que, quando a audiência entra,
											e deixam para trás a sua descrença
											quando veem homens e mulheres
											a andar com uma bandeja de erva à cabeça,
											sabem que se trata da savana.
											Não põem isso em dúvida.
											Adoro a verdade aparente do teatro.
											Adoro que as pessoas estejam dispostas 
a preencher os espaços em branco.
											A audiência está disposta a dizer:
											""Oh, eu sei que não é um sol real.""
											""Vocês agarraram em bocadinhos de madeira,
											""acrescentaram seda na ponta,
suspenderam esses bocados.
											""Deixaram-nos cair no chão.
											""E quando ele sobe com os fios, 
eu vejo que é um sol"".
											Mas a beleza disso 
é que não é só seda e pauzinhos.
											E de certa forma,
é isso que o torna espiritual.
											É o que nos emociona.
											Não é o nascer literal do sol 
que está a aparecer,
											é a arte desse momento.
									","
											Vous voyez les mécanismes.
											Je suis une femme de théâtre, 
et ce que je sais et que j'adore dans le théâtre,
											c'est que quand le public arrive
											et suspend son incrédulité,
											quand on voit des hommes 
ou des femmes marcher
											avec un plateau d'herbe sur la tête,
											on sait que c'est la savane.
											On ne le remet pas en cause.
											J'adore la vérité apparente 
du théâtre.
											J'aime le fait que les gens 
acceptent de combler les silences.
											Le public est d'accord pour dire :
											« Oh, je sais que ce n'est pas un vrai soleil.
											Vous avez pris des bouts de bâtons.
											Vous avez ajouté 
de la soie en bas.
											Vous avez attaché ces morceaux. 
Vous avez mis le tout à plat sur le sol.
											Et quand il se lève à l'aide de ficelles, 
je vois que c'est le soleil. »
											Mais ce qui est beau, c'est que c'est seulement 
de la soie et des bâtons.
											Et d'une certaine façon, 
c'est ce qui le rend spirituel.
											C'est ce qui nous émeut.
											Ce n'est pas un exact et réel lever de soleil 
qui nous atteint.
											C'est l'art d'un lever de soleil.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Por eso, en el teatro, 
es tan fundamental la historia,
											el libro y el lenguaje,
											contar la historia, 
la manera en que se cuenta,
											los mecanismos 
y métodos que se utilizan,
											como la historia en sí misma.
											Y me encanta la tecnología
de punta y la menos avanzada.
											Puedo...
											Por ejemplo, después
les mostraré en ""El hombre araña"",
											estas increíbles máquinas
que desplazan personas.
											Lo cierto es que sin el bailarín,
											que sabe manejar su cuerpo
y columpiarse en esos cables
											no es nada.
									","
											Portanto, no teatro, 
por muito crítica que a história seja,
											ou o livro ou a linguagem,
											a forma de contar 
a minha história, como a conto,
											a mecânica, os métodos que usamos,
											é igual à própria história.
											Eu gosto de alta e de baixa tecnologia.
											Por isso, posso passar do...
											Por exemplo, vou mostrar 
um pouco do ""Homem-Aranha"",
											essas máquinas incríveis 
que movimentam as pessoas.
											Mas a verdade é que, se o dançarino
											não souber como usar o corpo 
e balançar-se naqueles fios,
											não é nada.
									","
											Ainsi, au théâtre, 
même si l'histoire est cruciale,
											ainsi que le texte, 
et la langue,
											la manière de présenter l'histoire, 
comment elle est racontée,
											les mécanismes, 
les moyens utilisés,
											sont aussi importants 
que l'histoire elle-même.
											Je suis quelqu'un qui adore la haute technologie 
et les technologies de base.
											Je vais donc —
											Par exemple, je vous montrerai tout à l'heure 
des extraits de « Spider-Man »,
											ces machines incroyables qui font 
se déplacer les gens.
											Mais en fait, sans le danseur
											qui sait comment utiliser son corps 
et se balancer sur ces câbles,
											ça ne donne rien.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Ahora voy a mostrarles
											unos video clips de otro gran 
proyecto en mi vida, de este año:
											""La tempestad"".
Es una película.
											Monté en escena
""La tempestad"" tres veces
											en teatro desde 1984, 86,
											y me encanta esa obra.
											Siempre lo hice con 
un hombre como Próspero.
											Y, de repente, pensé:
											""¿Quién hará el papel de Próspero?
											¿Por qué no Helen Mirren? 
Es una gran actriz, ¿por qué no?""
											El material funcionó 
muy bien para una mujer.
											Ahora veamos algunas imágenes
											de ""La tempestad"".
									","
											Portanto, agora vou mostrar-vos
											algumas imagens de um 
dos meus grandes projetos este ano
											""A Tempestade"".
											É um filme.
											Fiz ""A Tempestade"" três vezes
no teatro, desde 1984, 1986,
											e adoro esta peça.
											Fi-la sempre com um Próspero masculino.
											E de repente pensei:
											""Quem vou buscar 
para representar Próspero?
											""Porque não Helen Mirren? 
Ela é uma grande atriz. Porque não?""
											E aquele material funcionava 
igualmente bem com uma mulher.
											Vamos ver algumas das imagens
											de ""A Tempestade"".
									","
											Je vais maintenant vous montrer
											des extraits d'un autre projet important 
dans ma vie cette année,
											« La Tempête. »
											C'est un film. J'ai monté sur scène 
« La Tempête » trois fois
											au théâtre depuis 1984, 1986,
											et j'adore cette pièce.
											Je l'ai toujours faite 
avec un Prospero masculin.
											Et tout à coup, j'ai réfléchi :
											« Qui vais-je donc prendre 
pour jouer Prospero ?
											Pourquoi pas Helen Mirren ?
C'est une actrice formidable. Pourquoi pas ? »
											Et le texte fonctionnait également très bien 
pour une femme.
											Voici donc des images
											de « La Tempête ».
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											(Música)
									","
											(Vídeo) (Música)
									","
											(Musique)
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											(Video) Próspera: Espíritu, ¿llevaste a cabo 
fielmente la tempestad que te mandé?
									","
											Próspera: Espírito, provocaste 
a tempestade que te pedi?
									","
											(Vidéo) Prospera : Esprit, as-tu exécuté 
de point en point la tempête que je t'ai commandée ?
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Ariel: Abordé el navío real. En cada camarote
llameé espanto.
									","
											Subi ao barco do rei. 
Em todas as cabinas, incendiei o assombro.
									","
											Ariel : J'ai abordé le vaisseau du roi, 
et partout j'ai allumé la stupeur.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Próspera: No más verse y ya suspiran.
									","
											Próspera: Apaixonaram-se à primeira vista.
									","
											Prospera : Leur regard a changé 
au premier coup d’œil.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Miranda: ¿Me amas?
									","
											Amas-me?
									","
											Miranda : M'aimez-vous ?
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Fernando: Más allá de los límites del mundo.
									","
											De todo o meu coração.
									","
											Ferdinand : Au-delà de toute frontière.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Próspera: Se han rendido el uno al otro.
									","
											Próspera: Estão os dois enfeitiçados.
									","
											HM : Vous êtes chacun au pouvoir de l'autre.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Trínculo: La desgracia nos presenta
extraños compañeros.
									","
											A desgraça familiariza um homem 
com estranhos companheiros.
									","
											Trinculo : La détresse fait se lier à 
d'étranges compagnons.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											(Música)
									","
											(Música)
									","
											(Musique)
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											¿Busca placer, gobernador?
									","
											Anda à procura de negócios,
governador?
									","
											Vous cherchez à faire affaire, Gouverneur ?
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
