en,pt,de,title,speaker,duration,tags
"
											TC: Because, of course,
											classic Latin and ballroom dancing
isn't just a system of dancing;
											it's a way of thinking, of being,
											of relating to each other
											that captured a whole period's values.
											There's one thing that stayed
consistent, though:
											the man leads
											and the woman follows.
											So street salsa, championship tango,
it's all the same —
											he leads, she follows.
									","
											TC: Porque, evidentemente,
											a dança de salão, a latina clássica,
não é apenas um sistema de dança,
											é uma forma de pensar, de ser,
											de nos relacionarmos uns com os outros
											que captam os valores
de todo um período.
											Mas há uma coisa
que se manteve consistente:
											é o homem quem guia
											e a mulher deixa-se conduzir.
											Da salsa de rua ao tango de competição,
é sempre o mesmo:
											ele guia, ela segue-o.
									","
											TC: Denn klassischer
lateinamerikanischer Tanz
											und Standardtanz sind nicht
einfach nur eine Art zu tanzen,
											sondern eine Denkweise, ein Lebensstil,
											eine Verhaltensweise zu einander,
											die die Werte einer ganzen Zeit erfassen.
											Jedoch eine Sache ist gleich geblieben:
											der Mann führt
											und die Frau folgt.
											Ob Street Salsa, Tango
beim Wettkampf, immer dasselbe —
											er führt, sie folgt.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											So this was gender training.
											You weren't just learning to dance —
											you were learning to ""man"" and to ""woman.""
											It's a relic.
											And in the way of relics,
you don't throw it out,
											but you need to know
that this is the past.
											This isn't the present.
											It's like Shakespeare:
respect it, revive it — great!
											But know that this is history.
											This doesn't represent how we think today.
									","
											Então, isto era formação de sexos.
											Não estão apenas a aprender a dançar,
											estão a aprender a serem
""homem"" e ""mulher"".
											É uma relíquia.
											E, quando se trata de relíquias,
não as deitamos fora,
											mas temos que saber
que pertencem ao passado.
											Não são o presente.
											É como Shakespeare:
respeitem-no, revivam-no — ótimo!
											Mas não se esqueçam de que é história.
											Não representa o que pensamos hoje.
									","
											Es war Geschlechterrollentraining.
											Man hat nicht nur tanzen gelernt —
											man hat den Inbegriff des Mannes
und der Frau eingeübt.
											Es ist ein Relikt.
											Und Relikte wirft man nicht weg,
											aber man muss wissen,
es ist Vergangenheit.
											Es ist nicht die Gegenwart.
											Wie bei Shakespeare: Respekt,
Wiederbelebung — großartig!
											Aber das ist Geschichte.
											Das spiegelt nicht unsere
heutige Denkweise wider.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											So we asked ourselves:
											If you strip it all down,
											what is at the core of partner dancing?
									","
											Então, pensámos:
											Se formos ao âmago da questão,
											o que está no cerne da dança de pares?
									","
											Also fragten wir uns:
											Wenn man sich mal besinnt,
											was ist denn eigentlich
der Kern des Partnertanzens?
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											JF: Well, the core principle
of partner dancing
											is that one person leads,
the other one follows.
											The machine works the same,
regardless of who's playing which role.
											The physics of movement doesn't really
give a crap about your gender.
									","
											JF: O princípio central da dança de pares
											é que uma pessoa guia
e a outra deixa-se conduzir.
											Não importa quem desempenha
qual destes dois papéis.
											A física do movimento não quer saber
qual é o nosso sexo.
									","
											JF: Das Kernprinzip
des Partnertanzens ist,
											dass eine Person führt
und die andere folgt.
											Es funktioniert genauso,
egal, wer welche Rolle übernimmt.
											Die Körperbewegungen scheren
sich nicht um Ihr Geschlecht.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											(Laughter)
									","
											(Risos)
									","
											(Lachen)
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											So if we were to update the existing form,
											we would need to make it
more representative
											of how we interact here, now, in 2015.
											When you watch ballroom,
don't just watch what's there.
											Watch what's not.
											The couple is always
only a man and a woman.
											Together.
											Only.
											Ever.
											So, same-sex and gender nonconformist
couples just disappear.
											In most mainstream international
ballroom competitions,
											same-sex couples are rarely
recognized on the floor,
											and in many cases,
											the rules prohibit them completely.
									","
											Se queremos modernizar
a forma existente,
											precisamos de torná-la mais representativa
											de como interagimos aqui,
hoje, em 2015.
											Quando assistirem a danças de salão,
não vejam apenas o que lá se passa.
											Vejam também o que falta.
											Os pares são sempre
um homem e uma mulher.
											Juntos.
											Apenas.
											Sempre.
											Portanto, os pares não conformistas,
do mesmo sexo, desaparecem.
											Na maior parte das competições
internacionais de danças de salão,
											raramente se encontram na pista
pares do mesmo sexo
											e, em muitos casos,
as regras proíbem-nos expressamente.
									","
											Würden wir die bestehende
Form aktualisieren,
											würden wir sie repräsentativer gestalten,
											also so, wie wir heutzutage interagieren.
											Wenn Sie Gesellschaftstanz schauen,
gucken Sie nicht nur, was da ist,
											sondern auch, was nicht da ist.
											Das Paar besteht immer aus
nur einem Mann oder nur einer Frau.
											Zusammen.
											Nur.
											Immer.
											Gleichgeschlechtliche und unangepasste
Paare verschwinden einfach.
											In den meisten etablierten internationalen
Turniertanzwettbewerben
											werden gleichgeschlechtliche Paare
auf dem Parkett selten anerkannt,
											und in vielen Fällen
											verbieten es die Regeln ganz.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											TC: Try this: Google-image,
""professional Latin dancer,""
											and then look for an actual Latino person.
									","
											TC: Experimentem nas imagens do Google:
""dançarino latino profissional"",
											depois observem um verdadeiro latino.
									","
											TC: Geben Sie mal bei Google Bilder
""Latein-Turniertänzer"" ein
											und suchen Sie mal
nach einem richtigen Latino.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											(Laughter)
									","
											(Risos)
									","
											(Lachen)
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											You'll be there for days.
											What you will get is page after page
of white, straight Russian couples
											spray-tanned to the point of mahogany.
									","
											Ficarão ali dias seguidos.
											O que encontrarão são páginas e páginas
de pares russos, brancos, heterossexuais,
											bronzeados a spray, até ficarem
da cor do mogno.
									","
											Da sitzen Sie übermorgen noch da.
											Sie werden Seite um Seite weiße,
heterosexuelle russische Paare finden,
											mahagoni-braun besprüht.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											(Laughter)
									","
											(Risos)
									","
											(Lachen)
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											There are no black people,
there are no Asians,
											no mixed-race couples,
											so basically, non-white people
just disappeared.
									","
											Não há negros, não há asiáticos,
não há pares mistos.
											Basicamente, as pessoas não brancas
desapareceram.
									","
											Es gibt keine Schwarzen, keine Asiaten,
											keine gemischten Paare.
											Also was nicht ""weiß"" ist,
gibt es im Grunde nicht.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											Even within the white-straight-
couple-only paradigm —
											she can't be taller,
											he can't be shorter.
											She can't be bolder,
											he can't be gentler.
									","
											Mesmo dentro do paradigma
""só-brancos-heterossexuais"",
											ela não pode ser mais alta,
											ele não pode ser mais baixo.
											Ela não pode ser mais atrevida,
											ele não pode ser mais gentil.
									","
											Selbst innerhalb dieses
""Weiß-Hetero-Paar-Nur""-Paradigmas
											darf sie nicht größer;
											er nicht kleiner;
											sie nicht kräftiger;
											und er nicht schmächtiger sein.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											If you were to take a ballroom dance
											and translate that into a conversation
											and drop that into a movie,
											we, as a culture,
would never stand for this.
											He dictates, she reacts.
											No relationship — gay,
straight or anything —
											that we would regard as remotely healthy
or functional looks like that,
											and yet somehow,
											you put it on prime time,
you slap some makeup on it,
											throw the glitter on, put it out there
as movement, not as text,
											and we, as a culture,
											tune in and clap.
											We are applauding our own absence.
											Too many people have disappeared
from partner dancing.
									","
											Se pegassem numa dança de salão,
											e a traduzissem num diálogo,
											e o colocassem num filme,
											nós, enquanto cultura,
nunca aceitaríamos.
											Ele dita, ela responde.
											Não há relação — homo,
heterossexual ou outra —
											que consideramos minimamente
saudável ou funcional, que seja assim.
											No entanto, de certa forma,
											pomos isso no horário nobre,
fazemos uma certa maquilhagem,
											enfeitamos com brilhos,
											apresentamo-lo como movimentos,
não como texto,
											e nós, enquanto cultura,
											sintonizamos e batemos palmas.
											Estamos a aplaudir a nossa ausência.
											Já desapareceu demasiada gente
da dança de pares.
									","
											Nähme man Gesellschaftstanz,
											wandelte ihn in ein Gespräch um
											und packte es in einen Film,
											würden wir das, als Kultur, nicht dulden.
											Er diktiert, sie reagiert.
											Keine Beziehung — homo-,
heterosexuell oder irgendwas —
											die wir auch nur im entferntesten
als gesund oder funktional erachten,
											sieht so aus, und dennoch
bringen wir sie zur besten Sendezeit,
											klatschen etwas Make-up drauf,
											fügen Glitzer hinzu, alles
in Bewegung, nicht als Text,
											und wir, als Kultur,
											schalten ein und klatschen.
											Wir applaudieren unserer
eigenen Abwesenheit.
											Zu viele Menschen sind
beim Partnertanzen verschwunden.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											(Music)
									","
											(Música)
									","
											(Musik)
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											JF: Now, you just saw
two men dancing together.
									","
											JF: Acabaram de ver
dois homens a dançarem juntos.
									","
											JF: Jetzt sahen Sie zwei Männer
zusammen tanzen.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											(Laughter)
									","
											(Risos)
									","
											(Lachen)
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											And you thought it looked ...
											a little strange.
											Interesting — appealing, even —
											but a little bit odd.
											Even avid followers of the same-sex
ballroom circuit can attest
											that while same-sex partner dancing
can be dynamic and strong and exciting,
											it just doesn't quite seem to fit.
											Aesthetically speaking,
											if Alida and I take the classic
closed ballroom hold ...
											this is considered beautiful.
									","
											E acharam que tinha um ar...
											um pouco estranho.
											Curioso — até mesmo, aliciante —
											mas um tanto esquisito.
											Até seguidores ávidos do circuito
de dança entre o mesmo sexo
											podem atestar que, embora a dança
entre pares do mesmo sexo
											possa ser dinâmica, forte e excitante,
											parece que não é muito adequada.
											Do ponto de vista da estética,
											se Alida e eu assumirmos
a pose clássica do salão de baile,
											isto é considerado belo.
									","
											Und Sie dachten, es sah ...
											etwas seltsam,
											interessant — gar reizvoll — aus,
											aber doch etwas komisch.
											Selbst wer den gleichgeschlechtlichen
Gesellschaftstanz verfolgt,
											kann bestätigen,
											dass gleichgeschlechtliches Paartanzen
zwar dynamisch und aufregend sein kann,
											aber doch nicht ganz ins Bild passt.
											Ästhetisch gesehen heißt das,
											nehmen Alida und ich die klassisch
geschlossene Standardhaltung ein,
											gilt dies als wunderschön.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											(Laughter)
									","
											(Risos)
									","
											(Lachen)
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											But why not this?
									","
											Então, porque é que isto não é?
									","
											Aber warum dies nicht?
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											(Laughter)
									","
											(Risos)
									","
											(Lachen)
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											See, the standard image that the leader
must be larger and masculine
											and the follower smaller and feminine —
											this is a stumbling point.
									","
											Vejam, a imagem padrão que o líder
tem que ser maior e masculino
											e o seguidor mais pequeno e feminino
											— é um obstáculo.
									","
											Das Standardbild, dass der Führende
größer und maskulin sein muss
											und der, der folgt, kleiner und feminin —
											das ist eine Hürde.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
