en,pt,es,title,speaker,duration,tags
"
","
","
",Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,13:30,"Africa,history,library,leadership,agriculture,resources,philosophy,society,rivers,water"
"
											Does Africa have a food crisis?
											Again, the answer is no.
											It is yet another knowledge crisis
regarding Africa's agricultural resources,
											what and where they are,
											and how they can be best managed
to make Africans live more lives
											that are worth living.
											Otherwise, how does one explain the fact
											that geography puts the source
of the River Nile in Ethiopia,
											and its people cannot
have water for their lives?
											And the same geography
puts California in the desert,
											but it is a breadbasket.
									","
											A África tem uma crise de alimento?
											Novamente, a resposta é não.
											É outra crise de conhecimento relativo
aos recursos da agricultura africana,
											o que são e onde estão,
											e como podem ser geridos de forma eficaz
para o africanos viverem uma vida
											que valha a pena viver.
											Caso contrário, como é que
se explica o facto
											de a geografia colocar
a nascente do Rio Nilo na Etiópia
											e a sua população não ter água
para viver?
											Essa mesma geografia coloca
a Califórnia num deserto,
											mas ela é um celeiro.
									","
											¿África tiene una crisis alimentaria?
											De nuevo, la respuesta es no.
											Es otra crisis de conocimiento relativo 
a los recursos agrícolas de África,
											sobre qué son y dónde están,
											y cómo administrase mejor para hacer 
que los africanos vivan una vida
											que valga la pena vivir.
											De lo contrario, 
¿cómo se explica el hecho de que
											la geografía pone el nacimiento 
del río Nilo en Etiopía,
											y su gente no tiene agua para vivir?
											Y la misma geografía coloca 
a California en el desierto,
											pero es un granero.
									",Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,13:30,"Africa,history,library,leadership,agriculture,resources,philosophy,society,rivers,water"
"
","
","
",Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,13:30,"Africa,history,library,leadership,agriculture,resources,philosophy,society,rivers,water"
"
											The difference, obviously,
is not geography.
											It is knowledge.
											Colorado's aquifers
											grow California's pistachios.
											Why can't Libya's aquifers
											grow sorghum in northern Nigeria?
											Why does Nigeria not aspire
											to feed the world,
											not just itself?
											If Africa's land is so poor,
as we are often told,
											why are outsiders,
											from the United Arab Emirates
all the way to South Korea,
											buying up vast acreages of our land,
											to grow food, no less,
											to feed their people
											in lands that are truly more
geographically stinting?
											The new landowners are not planning
to import new topsoil
											to make their African
acquisitions more arable.
											Again, a singular instance
of knowledge deficiency.
									","
											A diferença, obviamente,
não se encontra na geografia.
											É no conhecimento.
											Os aquíferos do Colorado
											ajudam a crescer
os pistácios da Califórnia.
											Porque é que os aquíferos da Líbia
											não ajudam a crescer sorgo
no norte da Nigéria?
											Porque é que a Nigéria não aspira
											a alimentar o mundo,
											e não apenas a si mesma?
											Se a terra africana é tão pobre,
como nos costumam dizer,
											porque é que existem estrangeiros,
											dos Emirados Árabes Unidos,
até à Coreia do Sul,
											a comprar vastas terras de cultivo
da nossa terra,
											para produzir comida, ainda por cima,
											para alimentar a sua população
											em terras que são mais limitadas
geograficamente?
											Os novos donos das terras não estão
a pensar em importar solo arável
											para tornar as suas aquisições
africanas mais aráveis.
											Novamente, outra situação
de falta de conhecimento.
									","
											La diferencia, obviamente, 
no es la geografía,
											sino el conocimiento.
											Los acuíferos de Colorado
											ayudan a cultivar 
los pistachos de California
											¿Por qué no pueden los acuíferos de Libia
											cultivar sorgo en el norte de Nigeria?
											¿Por qué Nigeria no aspira
											a alimentar al mundo,
											no solo a sí misma?
											Si la tierra de África es tan pobre, 
como a menudo se nos dice,
											¿por qué los de afuera,
											desde Emiratos Árabes Unidos 
hasta Corea del Sur,
											compran vastas extensiones 
de nuestra tierra,
											para cultivar alimentos, nada menos,
											y alimentar a su población
											en tierras que son realmente 
geográficamente más limitadas?
											Los nuevos propietarios no planean 
importar nueva tierra de cultivo
											para hacer sus adquisiciones 
africanas más cultivables.
											De nuevo, una instancia singular 
de deficiencia de conocimiento.
									",Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,13:30,"Africa,history,library,leadership,agriculture,resources,philosophy,society,rivers,water"
"
","
","
",Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,13:30,"Africa,history,library,leadership,agriculture,resources,philosophy,society,rivers,water"
"
											In the 19th century,
											our predecessors,
											just years removed from the ravages
of slavery and the slave trade,
											were exploring the Niger and Congo Rivers
											with a view to turning Africa's resources
to the advantage of its people
											and to the rest of humanity,
											and their 20th-century successors
were dreaming of harnessing
											the powers of the River Congo
											to light up the whole continent.
											Now only buccaneer capitalists from Europe
											are scheming of doing the same,
											but for exports to Europe
and South Africa.
											And they are even suggesting
											that Congolese may not
benefit from this scheme,
											because, according to them,
Congolese communities are too small
											to make providing them with electricity
											a viable concern.
									","
											No século XIX,
											os nossos antepassados,
											pouco depois dos malefícios
da escravatura e do tráfico de escravos,
											estavam a explorar os rios Níger e Congo
											com vista a tornar os recursos
de África em vantagens para o seu povo
											e para o resto da humanidade,
											e os seus sucessores do séc. XX
sonhavam em dominar
											os poderes do Rio Congo
											para iluminar um continente inteiro.
											Agora, apenas capitalistas piratas
da Europa
											estão a planear fazer o mesmo,
											mas para exportar para a Europa
e para a África do Sul.
											E estão ainda a sugerir
											que os congoleses talvez
não benificiem deste plano,
											porque, de acordo com eles,
											as comunidades congolesas
são demasiado pequenas
											para que o fornecimento
de eletricidade seja viável.
									","
											En el siglo XIX
											nuestros predecesores,
											a solo años de los estragos de 
la esclavitud y la trata de esclavos,
											exploraban los ríos Níger y Congo
											para convertir los recursos 
de África en una ventaja para su gente
											y para el resto de la humanidad,
											y sus sucesores del siglo XX 
soñaban con el aprovechamiento
											los poderes del río Congo
											para iluminar todo el continente.
											Ahora solo capitalistas 
piratas de Europa
											están maquinando hacer lo mismo,
											pero para las exportaciones 
a Europa y Sudáfrica.
											E incluso están sugiriendo
											que los congoleños no pueden 
beneficiarse de este esquema,
											porque, según ellos, las comunidades 
congoleñas son demasiado pequeñas
											para que les den electricidad
											una preocupación viable.
									",Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,13:30,"Africa,history,library,leadership,agriculture,resources,philosophy,society,rivers,water"
"
","
","
",Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,13:30,"Africa,history,library,leadership,agriculture,resources,philosophy,society,rivers,water"
"
											The solution?
											Africa must become a knowledge society,
											a defining characteristic
of the modern age.
											We neither are, nor are we
on the path to becoming,
											a knowledge society.
									","
											A solução?
											A África tem que se tornar
numa sociedade de conhecimento,
											uma característica marcante
da idade moderna.
											Nós não o somos, nem estamos
no caminho para nos tornarmos
											numa sociedade de conhecimento.
									","
											¿La solución?
											África debe convertirse 
en una sociedad del conocimiento,
											una característica definitoria 
de la era moderna.
											Nosotros ni somos ni estamos 
en camino de convertirnos
											en una sociedad del conocimiento
									",Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,13:30,"Africa,history,library,leadership,agriculture,resources,philosophy,society,rivers,water"
"
","
","
",Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,13:30,"Africa,history,library,leadership,agriculture,resources,philosophy,society,rivers,water"
"
											Things have not always been this way
											when it comes to knowledge
production and Africa.
											In antiquity, the world went to Africa
for intellectual enrichment.
											There were celebrated centers of learning,
											attracting questers from all parts
of the then-known world,
											seeking knowledge about that world.
											What happened then
has implications for our present.
											For example,
											how Roman Africa managed the relationship
between settlers and natives
											between the second and fourth
centuries of our era
											might have something to teach us
when it comes to confronting
											not-too-dissimilar problems
at the present time.
											But how many classics departments
do we have in our universities?
											Because we do not invest in knowledge,
											people come to Africa now
											not as a place of intellectual enrichment,
											but as a place where they sate
their thirst for exotica.
									","
											As coisas nunca foram sempre assim
											quando se trata da produção
de conhecimento em África.
											Na Antiguidade, o mundo vinha a África
para enriquecimento intelectual.
											Havia centros de ensino renomados,
											atraindo viajantes de todas as partes
do mundo então conhecido,
											à procura de conhecimento sobre o mundo.
											O que aconteceu depois teve
consequências para o nosso presente.
											Por exemplo,
											a forma como a África romana geriu
a relação entre colonizadores e nativos,
											entre os sécilos II e IV da nossa era,
											pode ter algo a ensinar-nos
em termos de confrontar
											problemas não tão diferentes 
nos dias de hoje.
											Quantos departamentos clássicos
temos nas nossas universidades?
											Como não investimos em conhecimento,
											as pessoas hoje vêm a África
											não como um local de 
enriquecimento intelectual,
											mas um sítio onde vêm saciar
a sua sede por coisas exóticas.
									","
											Las cosas no siempre han sido así
											cuando se habla de producción 
de conocimiento y África.
											En la antigüedad, el mundo venía a África 
para el enriquecimiento intelectual.
											Hubo célebres centros de aprendizaje,
											atrayendo buscadores 
de todas las partes del mundo conocido,
											buscando conocimiento sobre ese mundo.
											Lo que sucedió entonces tiene 
implicaciones para nuestro presente.
											Por ejemplo,
											la forma cómo la África romana manejó 
la relación entre colonos y nativos
											entre los siglos II y IV de nuestra era,
											podría tener algo que enseñarnos
cuando se trata de confrontar
											problemas no muy diferentes 
de la actualidad.
											Pero, ¿cuántos departamentos clásicos 
tenemos en nuestras universidades?
											Porque no invertimos en conocimiento,
											la gente viene a África ahora
											no como un lugar de 
enriquecimiento intelectual,
											sino como un lugar donde saciar 
su sed de exotismo.
									",Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,13:30,"Africa,history,library,leadership,agriculture,resources,philosophy,society,rivers,water"
"
","
","
",Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,13:30,"Africa,history,library,leadership,agriculture,resources,philosophy,society,rivers,water"
"
											Yet for the last half-millennium,
											Africa has been hemorrhaging
and exporting knowledge
											to the rest of the world.
											Regardless of the popular description
of it as a trade in bodies,
											the European trans-Atlantic
slave trade and slavery
											was one of the most radical
and longest programs
											of African brains export in history.
											American slave owners may have pretended
that Africans were mere brutes,
											beasts of burden,
											almost as inert and dumb
as other farm implements
											they classified them with
in their ledgers.
											And that's what they did.
									","
											Ainda assim, na segunda metade do milénio,
											a África tem derramado e
exportado conhecimento
											para o resto do mundo.
											Independentemente da descrição popular
relativo ao tráfico de corpos,
											o comércio transatlântico europeu 
da escravatura e a escravatura,
											foi um dos programas 
mais radicais e mais longos
											da exportação de conhecimento
na história de África.
											Os donos de escravos americanos diziam
que os africanos eram meros brutos,
											burros de carga,
											quase tão inertes e estúpidos
como outras alfaias agrícolas
											que os classificavam
nos seus registos.
											E foi isso que fizeram.
									","
											Sin embargo, 
durante el último medio milenio,
											África se ha ido desangrando 
y exportando conocimiento
											al resto del mundo.
											Independientemente de la descripción 
popular como trata de cuerpos,
											el comercio de esclavos 
transatlántico europeo y la esclavitud
											fue uno de los programas 
más radicales y más largos
											de exportación de 
cerebros africanos de la historia.
											Los dueños de esclavos en EE.UU. decían 
que los africanos eran brutos,
											bestias de carga,
											casi tan inertes y tontos 
como otros aperos de labranza
											que los clasificaban 
en sus libros de registro.
											Y eso es lo que hicieron.
									",Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,13:30,"Africa,history,library,leadership,agriculture,resources,philosophy,society,rivers,water"
"
","
","
",Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,13:30,"Africa,history,library,leadership,agriculture,resources,philosophy,society,rivers,water"
"
											The enslaved Africans, on the other hand,
											knew their were embodiments of knowledge.
											They were smiths, they were poets,
											they were political counselors,
they were princes and princesses,
											they were mythologists,
they were herbologists,
											they were chefs.
											The list is endless.
											They, to take a single example,
											brought the knowledge of rice cultivation
											to the American South.
											They created some of the most
original civilizational elements
											for which the United States
is now celebrated.
											They deployed their knowledge,
for the most part,
											without compensation.
									","
											Por outro lado, os africanos escravizados
											sabiam que eram personificações
de conhecimento.
											Eram ferreiros, eram poetas,
											eram conselheiros políticos, 
eram príncipes e princesas,
											eram mitólogos,
eram ervanários,
											eram cozinheiros.
											A lista é interminável.
											Eles, pegando apenas num exemplo,
											levaram o conhecimento
do cultivo do arroz
											para o Sul dos EUA.
											Criaram alguns dos elementos
civilizacionais mais originais
											pelos quais os Estados Unidos da América
são hoje famosos.
											Implementaram o seu conhecimento, 
em grande parte,
											sem compensação.
									","
											Los africanos esclavizados, 
por otro lado,
											sabían que eran 
encarnaciones del conocimiento.
											Eran herreros, eran poetas,
											consejeros políticos, 
príncipes y princesas,
											mitólogos, eran herbólogos,
											eran chefs.
											La lista es interminable.
											Ellos, por mencionar tan solo un ejemplo,
											llevaron el conocimiento 
del cultivo de arroz
											al sur de EE.UU.
											Crearon algunos de los elementos 
de civilización más originales
											por lo que ahora EE.UU. es famoso.
											Desplegaron sus conocimientos, 
en su mayor parte,
											sin compensación.
									",Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,13:30,"Africa,history,library,leadership,agriculture,resources,philosophy,society,rivers,water"
"
","
","
",Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,13:30,"Africa,history,library,leadership,agriculture,resources,philosophy,society,rivers,water"
"
											For the last half-millennium,
beginning with the slave trade,
											Africa has been exporting brains
											while simultaneously breaking
the chains of knowledge transmission
											on the continent itself,
											with dire consequences for the systems
of knowledge production in Africa.
											Successive generations are cut off
from the intellectual production
											of their predecessors.
											We keep producing for external markets
											while beggaring our own internal needs.
											At present,
											much of the best knowledge about Africa
											is neither produced nor housed there,
											even when it is produced by Africans.
											Because we are dominated
by immediate needs
											and relevant solutions when it comes
to what we should know,
											we are happy to hand over to others
											the responsibility to produce knowledge,
											including knowledge about, of and for us,
											and to do so far away from us.
											We are ever eager to consume knowledge
											and have but a mere portion of it
											without any anxiety about
ownership and location.
											African universities
are now all too content
											to have e-connections
with libraries elsewhere,
											having given up ambitions
on building libraries
											to which the world would come
for intellectual edification.
											Control over who decides
what should be stocked on our shelves
											and how access to collections
should be determined
											are made to rest on our trust
in our partners' good faith
											that they will not abandon us
down the road.
									","
											Na segunda metade do milénio,
começando pelo tráfico de escravos,
											a África tem exportado cérebros
											e em simultâneo, quebrado as correntes
da tradução de conhecimento
											no próprio continente,
											com graves consequências para os sistemas
de produção de conhecimento em África.
											Gerações sucessivas são cortadas
da produção intelectual
											dos seus antepassados.
											Continuamos a produzir
para o mercado externo
											enquanto pedinchamos para
as nossas necessidades internas.
											No presente,
											muito do melhor conhecimento sobre África
											não é produzido nem armazenado ali,
											mesmo quando é produzido por africanos.
											Porque estamos dominados 
pelas necessidades imediatas
											e por soluções relevantes quando
se trata do que devíamos saber,
											sentimo-nos satisfeitos em dar aos outros
											a responsabilidade de produzir
conhecimento,
											incluindo o conhecimento
sobre nós, de nós e para nós,
											e em fazê-lo tão longe de nós.
											Estamos sempre ansiosos
para consumir conhecimento
											mas temos apenas uma mera porção dele
											sem qualquer ansiedade sobre
a sua propriedade e localização.
											As universidades africanas estão
demasiado conformadas
											em ter conexões eletrónicas
com bibliotecas espalhadas por aí,
											tendo desistido da ambição
de construir bibliotecas
											onde o mundo viesse procurar
edificação intelectual.
											Controla-se quem decide o que deve
estar guardado nas nossas prateleiras
											e como deve ser determinado
o acesso a essas coleções
											para manter a nossa confiança
na boa fé dos nossos parceiros
											de que não nos irão abandonar
a meio do caminho.
									","
											Durante el último medio milenio, 
comenzando con la trata de esclavos,
											África ha estado exportando cerebros
											y simultáneamente ha roto 
las cadenas de transmisión de conocimiento
											en el propio continente,
											con graves consecuencias
											para los sistemas de 
producción de conocimiento en África.
											Las sucesivas generaciones están aisladas 
de la producción intelectual
											de sus predecesores.
											Seguimos produciendo 
para mercados externos
											mientras mendigamos 
nuestras propias necesidades internas.
											En el presente
											gran parte del mejor 
conocimiento sobre África
											no se produce ni se aloja allí,
											incluso cuando es producido por africanos.
											Porque estamos dominados 
por las necesidades inmediatas
											y soluciones relevantes cuando se trata 
de lo que deberíamos saber,
											estamos felices de entregar a otros
											la responsabilidad 
de producir conocimiento,
											incluido el conocimiento 
sobre, de y para nosotros,
											y hacerlo muy lejos de nosotros.
											Estamos ansiosos 
por consumir el conocimiento
											y solo tiene una mera porción
											sin ningún tipo de ambición 
sobre su propiedad y su ubicación.
											Las universidades africanas 
ahora están demasiado contentas
											de tener conexiones electrónicas 
con bibliotecas en otros lugares,
											habiendo renunciado a la ambición 
de construir bibliotecas
											a las que el mundo vendría 
para su edificación intelectual.
											Controlar quién decide qué almacenar 
en nuestras estanterías
											y cómo determinarse 
el acceso a las colecciones
											se basan en nuestra confianza 
en la buena fe de nuestros socios
											que no nos abandonarán en el camino.
									",Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,13:30,"Africa,history,library,leadership,agriculture,resources,philosophy,society,rivers,water"
"
","
","
",Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,13:30,"Africa,history,library,leadership,agriculture,resources,philosophy,society,rivers,water"
"
											This must change.
											Africa must become
a place of knowledge again.
											Knowledge production
actually expands the economy.
											Take archaeological digs, for instance,
											and their impact on tourism.
											Our desires to unearth our antiquity,
											especially those remote times
of which we have no written records,
											requires investment in archaeology
and related disciplines,
											e.g., paleoanthropology.
											Yet, although it is our past
we seek to know,
											by sheer serendipity,
											archaeology may shed light
on the global human experience
											and yield economic payoffs
											that were no part
of the original reasons for digging.
									","
											Isto tem que mudar.
											África deve tornar-se novamente
num local e conhecimento.
											A produção de conhecimento,
na verdade, expande a economia.
											As escavações arqueológicas, 
por exemplo,
											e o seu impacto no turismo.
											O nosso desejo de desvendar
a nossa antiguidade,
											especialmente aqueles tempos remotos
em que não existem registos escritos,
											requer investimento em arqueologia 
e nas disciplinas relacionadas,
											por exemplo, a paleoantropologia.
											Mesmo assim, ainda que seja o nosso 
passado que tentamos conhecer,
											por pura coincidência,
											a arqueologia pode iluminar
a experiência humana global
											e contém recompensas económicas
											que não fazem parte das razões primárias
para a escavação.
									","
											Esto debe cambiar.
											África debe convertirse en 
un lugar de conocimiento nuevamente.
											La producción de conocimiento 
en realidad expande la economía.
											Pongamos las excavaciones 
arqueológicas como ejemplo
											y su impacto en el turismo.
											Nuestros deseos de 
descubrir nuestra antigüedad,
											especialmente tiempos remotos de 
los cuales no tenemos registros escritos,
											requiere inversión en arqueología 
y disciplinas relacionadas,
											por ejemplo, paleoantropología.
											Sin embargo, aunque es nuestro pasado, 
buscamos saber,
											por pura casualidad,
											la arqueología puede arrojar luz 
sobre la experiencia humana global
											y rinde pagos económicos
											que no formaban parte 
de las razones originales para excavar.
									",Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,13:30,"Africa,history,library,leadership,agriculture,resources,philosophy,society,rivers,water"
"
","
","
",Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,13:30,"Africa,history,library,leadership,agriculture,resources,philosophy,society,rivers,water"
