fr,pt,tr,title,speaker,duration,tags
"
","
","
",The secret to scientific discoveries? Making mistakes,Phil Plait,11:08,"TEDx,science,space,astronomy,technology,nature,discovery,solar system,Planets,universe,NASA"
"
											Bon, sans entrer dans les détails,
on était dégoûtés !
									","
											Bem, não querendo ser muito técnico,
isto foi foleiro.
									","
											Çok teknik detaya girmek istemiyorum
ama kısacası çuvalladık.
									",The secret to scientific discoveries? Making mistakes,Phil Plait,11:08,"TEDx,science,space,astronomy,technology,nature,discovery,solar system,Planets,universe,NASA"
"
","
","
",The secret to scientific discoveries? Making mistakes,Phil Plait,11:08,"TEDx,science,space,astronomy,technology,nature,discovery,solar system,Planets,universe,NASA"
"
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									",The secret to scientific discoveries? Making mistakes,Phil Plait,11:08,"TEDx,science,space,astronomy,technology,nature,discovery,solar system,Planets,universe,NASA"
"
","
","
",The secret to scientific discoveries? Making mistakes,Phil Plait,11:08,"TEDx,science,space,astronomy,technology,nature,discovery,solar system,Planets,universe,NASA"
"
											J'étais très malheureux de cette affaire.
											Mais ça fait partie du jeu.
											Il faut savoir annoncer : « Bon, tu sais,
c'est impossible avec ces données. »
											Puis il m'a fallu affronter le fait
											que les données ultérieures
démontraient à leur tour notre erreur.
											Émotionnellement, c'était plutôt dur.
											Mais si un scientifique
fait bien son travail,
											avoir tort n'est pas si grave,
											car ça signifie qu'on a là devant soi
tellement plus, qui attend d'être exploré.
									","
											Eu fiquei muito triste com isto.
											Mas fazia parte.
											Vocês têm de dizer:
											""Não conseguimos fazer isto
com os dados que temos.""
											Então, tive de enfrentar os factos:
											até os dados complementares
mostravam que estávamos errados.
											Emocionalmente, eu fiquei muito triste.
											Mas, se um cientista
fizer o seu trabalho correctamente,
											estar errado não é assim tão mau,
											porque isso significa
que há mais por descobrir,
											há mais coisas para desvendar.
									","
											Bu, beni epey mutsuz etmişti.
											Ama işin içinde bu da var.
											Şunu da demeniz lazım: 
""Bu işi elimizdeki verilerle yapamayız.""
											Daha sonra takip eden verilerin bile
											yanılgımızı gösterdiği 
gerçeğiyle yüzleştim.
											Duygusal olarak çok mutsuzdum.
											Fakat bir bilim insanı 
işini gerektiği gibi yapıyorsa
											yanılmak o kadar da kötü değil
											çünkü bu yapacak 
daha çok iş olduğunu gösterir,
											anlaşılmamış çok şey var demektir.
									",The secret to scientific discoveries? Making mistakes,Phil Plait,11:08,"TEDx,science,space,astronomy,technology,nature,discovery,solar system,Planets,universe,NASA"
"
","
","
",The secret to scientific discoveries? Making mistakes,Phil Plait,11:08,"TEDx,science,space,astronomy,technology,nature,discovery,solar system,Planets,universe,NASA"
"
											Les scientifiques n'aiment pas avoir tort.
Mais nous adorons les énigmes,
											et l'univers est
la plus grande des énigmes !
											Une fois qu'on a dit ça,
											si une pièce du puzzle refuse d'entrer,
même retournée dans tous les sens,
											rien ne sert de vouloir
l'insérer de force !
											Arrive le moment où il faut accepter
d'abandonner son idée
											si on veut avoir la vue d'ensemble.
											Le prix de la pratique de la science,
c'est d'admettre quand on a tort,
											mais la contrepartie
est la meilleure qui soit :
											savoir et comprendre.
											Je peux vous en donner
mille exemples tirés des sciences,
											mais il en est un que j'adore,
lié à l'astronomie,
											une question qui taraude les astronomes
											littéralement depuis des siècles.
									","
											Os cientistas não adoram estar errados,
mas adoramos quebra-cabeças,
											e o Universo é o maior
quebra-cabeças de todos.
											Assim sendo, se vocês têm uma peça
											e ela não encaixa, qualquer que seja
a forma como a movem,
											forçá-la a encaixar não vai ajudar.
											Haverá um momento em que vocês
terão de desistir da vossa ideia,
											se quiserem entender o todo.
											O preço de fazer ciência
é admitir quando estamos errados,
											mas a recompensa é a melhor que há:
											conhecimento e compreensão.
											Posso dar-vos mil exemplos disto,
											mas há um que me agrada muito.
											Tem a ver com astronomia,

											e era uma questão
que atormentava os astrónomos
											literalmente há séculos.
									","
											Bilim insanları haksız olmayı sevmezler
ama yapboz oynamaya bayılırlar
											ve evren de onlar için en büyük yapboz.
											Unutmamak gerekir ki
											elinizdeki parça uymuyorsa
ne kadar çabalarsanız çabalayın,
											tıkıştırmak işe yaramayacak.
											Eğer büyük resmi görmek istiyorsanız
											fikrinizden vazgeçmeniz 
gereken bir an gelecek.
											Bilimle uğraşmanın bedeli,
yanıldığınızda bunu kabul etmektir
											fakat bunun mükafatı da şu:
											bilgi ve kavrayış.
											Bilimde buna dair size 
binlerce örnek verebilirim
											fakat aralarında birini çok seviyorum.
											Astronomiyle alakalı,
											gök bilimcileri uğraştıran bir soruydu,
											hem de yüzyıllardır.
									",The secret to scientific discoveries? Making mistakes,Phil Plait,11:08,"TEDx,science,space,astronomy,technology,nature,discovery,solar system,Planets,universe,NASA"
"
","
","
",The secret to scientific discoveries? Making mistakes,Phil Plait,11:08,"TEDx,science,space,astronomy,technology,nature,discovery,solar system,Planets,universe,NASA"
"
											Si vous regardez le Soleil,
il paraît unique.
											Il est l'objet le plus brillant du ciel.
											Mais l'astronomie, la physique, 
la chimie, la thermodynamique,
											nous ont appris au fil des siècles
quelque chose de très important.
											Le Soleil n'est pas si unique.
											Il n'est qu'une étoile
parmi des millions d'autres étoiles.
											Cela soulève une question intéressante.
											Si le Soleil est une étoile
											et que le Soleil a des planètes,
											les autres étoiles
ont-elles des planètes ?
											Eh bien ! Comme je le racontais
à propos de mon échec avec ma « planète »,
											les trouver est super compliqué,
											mais les scientifiques
sont plutôt des gens intelligents
											et, grâce à plein de techniques diverses,
											ils ont observé les étoiles.
											Au fil des décennies,
											ils ont trouvé des trucs
assez intéressants,
											là, à l'extrême limite
de leurs capacités de détection.
											Mais, chaque fois,
c'étaient de fausses pistes.
									","
											Quando vocês olham para o Sol,
este parece especial.
											É o objecto mais brilhante no céu,
											mas tendo estudado astronomia, física,
química, termodinâmica, durante séculos,
											aprendemos algo muito importante
sobre ele.
											Não é assim tão especial.
											É uma estrela como milhões
de outras estrelas.
											Mas isso levanta uma questão interessante:
											se o Sol é uma estrela e tem planetas,
											será que as outras estrelas têm planetas?
											Como eu disse sobre o meu fracasso
do ""planeta"" que procurava,
											encontrá-los é muito difícil,
											mas os cientistas tendem a ser
pessoas muito inteligentes,
											usaram muitas técnicas diferentes
											e começaram a observar as estrelas.
											Ao longo das décadas,
											eles começaram a descobrir
coisas bastante interessantes,
											bem no limite difícil e delicado
do que conseguiam detectar.
											Mas muitas vezes se provou
que estavam errados.
									","
											Güneş'e baktığınızda özel görünür.
											Gökyüzündeki en parlak yıldızdır
											ama astronomi, fizik, kimya, termodinamik 
alanlarında yüzyıllardır çalışan bizler,
											Güneş hakkında çok önemli 
bir şey öğrendik.
											O kadar da özel değil.
											Diğer milyonlarca yıldızdan 
sadece bir tanesi.
											Fakat bu durum da 
ilginç bir soruya yol açar.
											Eğer Güneş bir yıldızsa
											ve Güneş'in de gezegenleri varsa
											diğer yıldızların da gezegenleri var mı?
											Sözde gezegeni araştırdığım 
hikayeyi anlatırken belirttiğim gibi
											onları bulmak aşırı zor
											fakat bilim insanları 
genelde çok zeki insanlardır,
											onlar da bu süreçte birçok teknik deniyor
ve yıldızları gözlemlemeye başlıyorlar.
											Yıllar geçiyor
											ve tespit edebildikleri 
ince ve belirsiz şeyin üzerinde
											son derece ilginç şeyler 
bulmaya başlıyorlar.
											Fakat geçen zaman onlara 
yanıldıklarını gösteriyor.
									",The secret to scientific discoveries? Making mistakes,Phil Plait,11:08,"TEDx,science,space,astronomy,technology,nature,discovery,solar system,Planets,universe,NASA"
"
","
","
",The secret to scientific discoveries? Making mistakes,Phil Plait,11:08,"TEDx,science,space,astronomy,technology,nature,discovery,solar system,Planets,universe,NASA"
"
											Puis tout a changé en 1991.
											Deux astronomes,
											Andrew Lyne et Matthew Bailes,
											ont fait une annonce phénoménale.
											Ils avaient trouvé une planète
tournant autour d'une autre étoile.
											Et pas n'importe quelle étoile, un pulsar.
											Un pulsar résulte
de l'explosion d'une étoile
											et émet un très fort rayonnement.
											C'est le dernier endroit de l'univers
où on s'imagine trouver une planète !
											Mais ils avaient étudié
le pulsar très méthodiquement
											et avaient détecté la trace de la planète
gravitant autour du pulsar.
											Ça semblait affaire réglée :
											on avait découvert pour la première fois
une planète autour d'une autre étoile !
											Sauf que, non.
									","
											Tudo mudou em 1991.
											Dois astrónomos,
											Andrew Lyne e Matthew Bailes,
											fizeram um anúncio muito importante:
											tinham encontrado um planeta
a orbitar outra estrela.
											E não era uma estrela qualquer,
era um pulsar,
											isto é, o remanescente de uma estrela
que explodira anteriormente
											e está repleto de radiação.
											Este é o último local no Universo
em que se esperaria encontrar um planeta,
											mas eles tinham observado este pulsar
de forma muito metódica,
											e detectaram a atracção gravitacional
deste planeta
											quando este orbitava o pulsar.
											Parecia tudo muito bem.
											Tinha sido descoberto o primeiro planeta
a orbitar outra estrela...
											mas não.
									","
											Bu durum 1991 yılında değişti.
											Bir grup gök bilimci,
											Alexander Lyne —
pardon, Andrew Lyne —
											ve Matthew Bailes'in
											verecekleri büyük bir haber vardı.
											Bir başka yıldızın etrafında 
dönen bir gezegen bulmuşlardı.
											Üstelik sıradan bir yıldız değildi,
											bu bir pulsardı ve bu yıldız kalıntısı 
geçmişte patlamıştı.
											Radyasyon yayıyordu.
											Burası, evrende bir gezegen bulmayı 
umut edeceğiniz son yerdi
											fakat bu pulsar üzerinde 
düzenli bir çalışma yürüttüler
											ve pulsarın etrafında dönerken
											bu gezegenin yer çekimsel 
kuvvetini tespit ettiler.
											Eldeki bilgi sağlam görünüyordu.
											Bir başka yıldızın etrafında dönen 
ilk gezegen bulunmuştu...
											yani kısmen.
									",The secret to scientific discoveries? Making mistakes,Phil Plait,11:08,"TEDx,science,space,astronomy,technology,nature,discovery,solar system,Planets,universe,NASA"
"
","
","
",The secret to scientific discoveries? Making mistakes,Phil Plait,11:08,"TEDx,science,space,astronomy,technology,nature,discovery,solar system,Planets,universe,NASA"
"
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									",The secret to scientific discoveries? Making mistakes,Phil Plait,11:08,"TEDx,science,space,astronomy,technology,nature,discovery,solar system,Planets,universe,NASA"
"
","
","
",The secret to scientific discoveries? Making mistakes,Phil Plait,11:08,"TEDx,science,space,astronomy,technology,nature,discovery,solar system,Planets,universe,NASA"
"
											Suite à l'annonce, nombre d'astronomes
ont émis des commentaires.
											Aussi ont-ils dû revoir leurs calculs,
											et ils ont découvert
une erreur bien embarrassante.
											Ils avaient négligé
de subtiles caractéristiques
											du mouvement de la Terre autour du Soleil,
											ce qui avait corrompu leur mesure
de l'orbite de la planète.
											La suite ? Ils ont corrigé leurs calculs,
											et paf ! leur planète avait disparu.
											Elle n'existait pas.
									","
											Após o anúncio,
											um grupo de outros astrónomos
opinou a este respeito.
											Então, eles voltaram a olhar
para os seus dados,
											e perceberam que tinham cometido
um erro muito embaraçoso.
											Eles não tinham considerado
algumas características muito subtis
											do movimento da Terra à volta do Sol,
											o que afectara a forma como mediram
a órbita deste planeta ao redor do pulsar.
											Afinal, quando consideraram
todos os factores,
											puf! — o planeta desapareceu.
											Não era real.
									","
											Açıklamayı yapıldıktan sonra
											birtakım gök bilimci 
yorumlarda bulundu,
											keşfedenler de verileri tekrar incelediler
											ve fark ettiler ki son derece 
utanç verici bir hata yapmışlar.
											Dünya'nın Güneş etrafındaki hareketinin
											bazı incelikli özelliklerini
hesaba katmamışlardı,
											bu da pulsarın etrafında dönen 
gezegene dair ölçümlerini etkiledi.
											Sonrasında hesaplamayı 
doğru yaptıklarında gördüler ki...
											Puf! Gezegenleri gitmiş.
											Gerçek değilmiş.
									",The secret to scientific discoveries? Making mistakes,Phil Plait,11:08,"TEDx,science,space,astronomy,technology,nature,discovery,solar system,Planets,universe,NASA"
"
","
","
",The secret to scientific discoveries? Making mistakes,Phil Plait,11:08,"TEDx,science,space,astronomy,technology,nature,discovery,solar system,Planets,universe,NASA"
