en,tr,fr,es,title,speaker,duration,tags
"
","
","
","
",How to build a thriving music scene in your city,Elizabeth Cawein,9:57,"music,live music,performance,entertainment,art,creativity,culture,cities,TEDx"
"
											To do that, first,
we've got to know what we've got.
											That means identifying
and quantifying our assets.
											We need to know them backward and forward,
											from who and what and where they are
to what their impact is on the economy.
											Let's count our recording studios
and our record labels,
											our historic landmarks
and our hard-core punk clubs.
											We should count monthly free jazz nights
and weekly folk jams,
											music schools, artist development,
instrument shops,
											every lathe and every luthier,
											music museums open year round
											and music festivals
open just one weekend a year.
									","
											Bunun için öncelikle
elimizde olanı bilmemiz gerekiyor.
											Yani, varlıklarımızı tanımlamamız 
ve ölçmemiz gerekir.
											Onları baştan sona,
kim, ne ve nerede olduklarından 

											ekonomiye etkilerine kadar
bilmemiz gerekir.
											Kayıt stüdyolarımızı, plak şirketlerimizi,
											tarihi anıtlarımızı ve hard-core punk 
kulüplerimizi hadi bir sayalım.
											Aylık ücretsiz caz gecelerini, 
haftalık folklör şovlarını,
											müzik okullarını, sanatçı geliştirme 
ve enstrüman dükkânlarını,
											tornacıları ve telli müzik aleti yapanları
											yıl boyunca açılan müzik müzelerini,
											yılda bir hafta olan
müzik festivallerini de saymalıyız.
									","
											Pour cela, nous devons
être conscients de ce que l'on a.
											Cela signifie identifier et quantifier
nos atouts.
											Nous devons les connaître par cœur,
											qui ils sont, ce qu'ils sont, 
où ils sont et leur impact sur l'économie.
											Répertorions nos studios
d'enregistrement et nos labels,
											nos monuments historiques
et nos boîtes de punk hardcore.
											Nos nuits du jazz mensuelles
et nos jam-sessions de folk hebdomadaires,
											nos conservatoires, nos programmes 
de développement artistique,
											nos boutiques d'instruments, 
chaque luthier,
											nos musées de la musique ouverts 
toute l'année
											et nos festivals organisés 
seulement un week-end par an.
									","
											Para hacer eso, primero,
tenemos que saber con lo que contamos.
											Eso significa identificar y
cuantificar nuestros recursos.
											Necesitamos conocerlos
al derecho y al revés,
											quién, qué y dónde,
y cuál es su impacto en la economía.
											Contemos nuestros estudios
de grabación y sellos discográficos,
											nuestros sitios históricos y
clubs de punk hard-core.
											Nuestras noches de jazz gratis y
nuestros festivales de folk semanales,
											las escuelas de música,
desarrollo de artistas, tiendas de música,
											cada Lathe y Luthier,
											museos de música abiertos todo el año
											y festivales de música
organizados solo una semana al año.
									",How to build a thriving music scene in your city,Elizabeth Cawein,9:57,"music,live music,performance,entertainment,art,creativity,culture,cities,TEDx"
"
","
","
","
",How to build a thriving music scene in your city,Elizabeth Cawein,9:57,"music,live music,performance,entertainment,art,creativity,culture,cities,TEDx"
"
											Now, ideally through this process,
we'll create an actual asset map,
											dropping a pin for each one,
											allowing us to see exactly what we've got
											and where organic momentum
is already happening.
											Because it's not enough
to paint in broad strokes here.
											When it comes to specific support
for music locally
											and a broad understanding
of a music brand nationally,
											you've got to have the receipts.
									","
											Bunu ideal yolu gerçekten 
bir varlık haritası çıkartmaktır,
											her biri için bir raptiye koyup
											elimizde tam olarak ne olduğunu
											ve organik ivmenin nerede olmaya 
başladığını görerek.
											Çünkü genel hatlarıyla bilmemiz yetmez.
											Müziğe yerel olarak destek vermek
											ve bir ulusal müzik markasını anlamak için
											elinizde tarife olması gerekir.
									","
											Idéalement, avec cette méthode, 
nous créerons une carte de nos atouts,
											nous marquerons chacun d'entre eux,
											ce qui nous permettra de voir
exactement ce que l'on a
											et où une croissance a déjà lieu.
											Il ne suffit pas
de peindre à grands traits.
											En ce qui concerne le soutien
à la musique locale
											et pour une meilleure compréhension
d'un type de musique au niveau national,
											nous devons être précis.
									","
											Idealmente, con este proceso
crearemos un mapa de recursos reales,
											poniendo un pin en cada uno
											que nos permita ver exactamente
qué es lo que tenemos
											y dónde está sucediendo
el impulso orgánico.
											Porque no es suficiente
ver las cosas de manera general.
											Cuando se trata de apoyar la música local
											y de entender ampliamente
una marca de música a nivel nacional,
											tienes que tener los ingresos.
									",How to build a thriving music scene in your city,Elizabeth Cawein,9:57,"music,live music,performance,entertainment,art,creativity,culture,cities,TEDx"
"
","
","
","
",How to build a thriving music scene in your city,Elizabeth Cawein,9:57,"music,live music,performance,entertainment,art,creativity,culture,cities,TEDx"
"
											Next, we'll need
to identify our challenges.
											Now, it's important to know
that, for the most part,
											this won't be just
the opposite of step one.
											We won't gain a whole lot
											by simply thinking
about what's missing from our map.
											Instead, we need to approach this
more holistically.
											There are lots of music venues on our map.
											Awesome.
											But are they struggling?
											Do we have a venue ladder,
											which just means, can an artist
starting out at a coffee house open mic
											see a clear path for how they'll grow
											from that 25-seat room
to a hundred-seat room and so on?
											Or are we expecting them to go
from a coffeehouse to a coliseum?
									","
											Sonrasında, zorluklarımızı
tanımlamamız gerekir.
											Bilinmelidir ki çoğu zaman,
											bu sadece birinci aşamanın 
zıttı olmayacaktır.
											Haritamızda ne eksik diye 
basitçe düşünerek
											çok bir yere varamayız.
											Onun yerine, daha bütün olarak
yaklaşmamız gerekir.
											Haritamızda pek çok müzik mekânı var.
											Harika.
											Fakat durumları iyi mi?
											Müzik mekânlarının basamak basamak
bir sıralanışı var mı?
											Yani, bir kafede açık mikrofonda 
başlayan bir sanatçı,
											25 koltuklu bir salondan
100 koltuklu bir salona ve daha sonrasına
											nasıl büyüyeceğine dair
yolunu açıkça görüyor mu?
											Yoksa onların bir kafeden direkt 
stadyumlara mı gitmesini bekliyoruz?
									","
											Ensuite, nous devons identifier
nos difficultés.
											Il est important de souligner
que dans l'ensemble,
											ce n'est pas l'inverse
de la première étape.
											Nous n'irons pas très loin
											en pensant seulement à ce dont on manque.
											Nous avons besoin d'une approche
plus générale.
											Nous avons beaucoup de salles de concerts.
											C'est super.
											Mais sont-elles en difficulté ?
											Existe-t-il une progression graduelle ?
											Un artiste peut-il commencer
lors de la scène ouverte d'un café
											et voir clairement comment
il pourra passer
											d'une salle de 25 places 
à une salle de 100 et ainsi de suite ?

											Attendons-nous à ce qu'il passe 
directement d'un café à un zénith ?
									","
											A continuación, necesitaremos
identificar nuestros retos.
											Es importante saber que,
en su mayor parte,
											esto no será solo
lo contrario del paso uno.
											No ganaremos mucho
											simplemente pensando sobre
lo que falta en nuestro mapa.
											En vez, debemos abordar esto
más holísticamente.
											Hay muchos sitios de música
en nuestro mapa.
											Fantástico.
											Pero, ¿están teniendo problemas?
											¿Hay oportunidad de crecimiento?
											es decir, ¿un artista que empezó
en un café de micrófono abierto
											puede ver el camino para lograr pasar
											de una sala de 25 asientos
a una sala de cien, y así sucesivamente?
											¿O esperamos que pasen
de una cafetería a un auditorio?
									",How to build a thriving music scene in your city,Elizabeth Cawein,9:57,"music,live music,performance,entertainment,art,creativity,culture,cities,TEDx"
"
","
","
","
",How to build a thriving music scene in your city,Elizabeth Cawein,9:57,"music,live music,performance,entertainment,art,creativity,culture,cities,TEDx"
"
											Maybe our challenges lie
in city infrastructure:
											public transportation, affordable housing.
											Maybe, like in London,
											where the number of music venues
went from 400 in 2010
											to 100 in 2015,
											we need to think about
protections against gentrification.
											The mayor of London,
in December of last year,
											actually added something called
the ""Agent of Change"" principle
											to the city's comprehensive plan.
											And the name says it all.
											If a real-estate developer
wants to build condos
											next to an existing music venue,
											the developer is the agent of change.
											They have to take the necessary steps
for noise mitigation.
									","
											Belki de zorluklarımız 
şehir altyapısıyla ilgilidir:
											toplu taşıma, makul fiyatlı evler.
											Belki de Londra'daki gibi,
											müzik mekânlarının sayısı 2010'da 400 iken
											2015'te 100'e düşen bir yerde,
											kentsel dönüşüme karşı 
korunma yolları düşünmeliyiz.
											Londra valisi, geçen Aralık ayında,
											şehrin kapsamlı planına
											""Değişim Vekili"" prensibi diye
bir şey ekledi.
											İsmi her şeyi anlatıyor.
											Eğer bir müteahhit müzik mekânının
											yanına bir ev dikmek isterse,
											geliştirici, değişim vekilidir.
											Gürültünün hafifletilmesi için gereken
adımları onların atması gerekecek.
									","
											Nos difficultés sont peut-être
dans notre infrastructure.
											Transports en commun,
logements abordables.
											Comme à Londres,
											où le nombre de salles
est passé de 400 en 2010
											à 100 en 2015,
											nous devons penser à nous
protéger contre la gentrification.
											En décembre dernier, le maire de Londres
											a ajouté le principe
« d'agent du changement »
											au plan d'urbanisme de la ville.
											Tout est dans le nom.
											Si un promoteur souhaite construire
des immeubles
											à côté d'une salle de concert,
											le lotisseur est agent du changement.
											Il doit prendre les mesures nécessaires
pour isoler les logements.
									","
											Tal vez el desafío radica en
la infraestructura de la ciudad:
											transporte público, viviendas asequibles.
											Quizás, como en Londres,
											donde el número de salas de música
pasó de 400 en 2010
											a 100 en 2015,
											tenemos que pensar en protecciones
contra el aburguesamiento.
											El alcalde de Londres,
en diciembre del año pasado,
											añadió algo llamado el principio
del ""Agente de cambio""
											al plan integral de la ciudad.
											Y el nombre lo dice todo.
											Si un promotor de bienes raíces
quiere construir condominios
											junto a un local de música ya existente,
											el promotor es el agente del cambio.
											Tienen que tomar las medidas necesarias
para mitigar el ruido.
									",How to build a thriving music scene in your city,Elizabeth Cawein,9:57,"music,live music,performance,entertainment,art,creativity,culture,cities,TEDx"
"
","
","
","
",How to build a thriving music scene in your city,Elizabeth Cawein,9:57,"music,live music,performance,entertainment,art,creativity,culture,cities,TEDx"
"
											Next, and this is a very big one,
											we need leadership,
and we need a strategy.
											Now we know there's a lot
of magic in this mix:
											a lot of right people,
right place, right time.
											And that will never stop being
an important element
											of the way music is made,
											the way some of the best,
most enduring music is made.
											But there cannot be a leadership vacuum.
											In 2018, thriving music cities
don't often happen
											and don't have to happen accidentally.
											We need elected officials
who recognize the power of music
											and elevate the voices of creatives,
											and they're ready to put
a strategy in place.
											In music cities,
from Berlin to Paris to Bogotá,
											music advisory councils
											ensure that musicians
have a seat at the table.
											They're volunteer councils,
											and they work directly
with a designated advocate
											inside of city hall
or even the chamber of commerce.
											The strongest strategies will build music
community supports like this one inward
											while also exporting music outward.
											They go hand in hand.
											When we look inward, we create that place
that musicians want to live.
											And when we look outward,
											we build opportunities for them
to advance their career
											while also driving attention
back to our city
											and leveraging music
as a talent-attraction tool.
									","
											Sonraki aşama, ki büyüklerdendir,
											liderlik ve stratejiye ihtiyacımız var.
											Biliyorum, bu karışımda 
çok fazla sihir var:
											doğru insanlar, doğru yer, doğru zaman.
											Bu, müziğin yapılışında,
											en iyi, kalıcı müziklerin yapılışında,
											her zaman önemli bir unsur olacak.
											Fakat liderlik eksiği olmamalı.
											2018'de, büyüyen müzik şehirleri 
çok sık kazara olmuyor
											ve olması da gerekmez.
											Müziğin gücünü anlayan, 
yaratıcıların seslerini yükselten
											ve bir strateji geliştirmeye hazır
											yetkililer seçilmesi gerekir.
											Berlin'den Paris'e, Bogota'ya 
müzik şehirlerinde,
											müzik danışman konseyleri
											müzisyenlerin de masada
yeri olmasını garanti ederler.
											Bunlar gönüllü konseylerdir
											ve atanmış avukatlarla belediye binasında,
											hatta ticaret odasında çalışırlar.
											En güçlü stratejiler, içeride böyle 
müzik toplum desteklerini yaratırken
											dışarıya da müzik ihraç ederler.
											Bu ikisi bir arada olurlar.
											İçeriye baktığımızda müzisylenlerin
yaşamak istediği bir yer yaratırız.
											Dışarıya baktığımızda
											kariyerlerini geliştirmek için
fırsatlar yaratırken,
											şehrimize ilgiyi arttırıp
											müziği bir yetenek cazibe aracı 
olarak kullanırız.
									","
											Ensuite, et c'est très important,
											nous avons besoin d'une bonne gestion,
et d'une stratégie.
											On sait qu'il y a quelque chose 
de magique à l'œuvre :
											les bonnes personnes, au bon endroit,
au bon moment.
											Et cela ne cessera jamais 
d'être un élément primordial
											dans la création de la musique,
											dans la façon dont certaines 
des meilleures chansons sont faites.
											La gestion doit être efficace.
											En 2018, des villes de musiques prospères 
se développent rarement
											et n'ont pas à se développer par hasard.
											Nous avons besoin d'élus 
qui reconnaissent la portée de la musique,
											qui soutiennent les créatifs,
											et qui sont prêts à mettre 
une stratégie en place.
											Dans les villes de musique, 
de Berlin à Paris ou Bogota,
											les conseils consultatifs
											doivent s'assurer que les musiciens
prennent part à la discussion.
											Ce sont des bénévoles
											qui travaillent en lien
avec un porte-parole désigné
											au sein de la mairie ou bien 
au sein de la chambre de commerce.
											Les meilleures stratégies créent 
un soutien communautaire local
											et partagent la musique à l'extérieur.
											Les deux sont indissociables.
											Au niveau local, nous pouvons créer
un endroit propice aux musiciens.
											Au niveau international,
											nous créons des opportunités 
pour l'avancement de leur carrière
											tout en attirant l'attention
sur nos villes
											et en utilisant la musique 
pour attirer le talent.
									","
											A continuación, esta es muy importante,
											necesitamos liderazgo y
necesitamos una estrategia.
											Ahora sabemos que hay
mucha magia en esta mezcla:
											muchas personas adecuadas,
el lugar y el momento exactos.
											Y esto nunca dejará de ser
un elemento importante
											en la forma en que la música está hecha,
											la manera en que parte de la mejor
y más duradera música está hecha.
											Pero no puede haber ausencia de liderazgo.
											En 2018, las ciudades musicales
prósperas no se ven a menudo
											y no tiene que ocurrir accidentalmente.
											Necesitamos oficiales electos que
reconozcan el poder de la música
											y den importancia
a las voces de la creatividad,
											y estén dispuestos
a implementar estrategias.
											En las ciudades musicales,
como Berlín, París, y Bogotá,
											consejos asesores de música
											aseguran que los músicos
tengan un sitio en la mesa.
											Son consejos voluntarios
											y trabajan directamente
con un abogado designado
											dentro del ayuntamiento
o incluso de la cámara de comercio.
											Las estrategias más fuertes propiciarán 
el apoyo de la comunidad a la música local
											y también la exportación de la música.
											Van de la mano.
											Cuando miramos hacia dentro, creamos
un lugar donde los músicos quieren vivir.
											Y cuando miramos al exterior,
											construimos oportunidades para ellos
de avanzar en sus carreras
											mientras que redirigimos la atención
de vuelta a nuestra ciudad
											y aprovechamos la música
para atraer el talento.
									",How to build a thriving music scene in your city,Elizabeth Cawein,9:57,"music,live music,performance,entertainment,art,creativity,culture,cities,TEDx"
"
","
","
","
",How to build a thriving music scene in your city,Elizabeth Cawein,9:57,"music,live music,performance,entertainment,art,creativity,culture,cities,TEDx"
