en,pt,fr,tr,es,title,speaker,duration,tags
"
","
","
","
","
",Will there ever be a mile-high skyscraper?,Stefan Al,4:44,"TED-Ed,animation,physics,architecture,cities,technology,infrastructure,innovation,invention"
"
											Of course, even if a building 
supports itself,
											it still needs support from the ground.
											Without a foundation,
											buildings this heavy would sink, fall, 
or lean over.
											To prevent the roughly half a million 
ton tower from sinking,
											192 concrete and steel supports called 
piles were buried over 50 meters deep.
											The friction between the piles 
and the ground
											keeps this sizable structure standing.
									","
											Claro que, mesmo que um edifício
se aguente a si mesmo,
											também necessita de ser
sustentado pelo terreno.
											Sem fundações,
											os edifícios com um peso destes
											afundar-se-iam, cairiam
ou inclinar-se-iam.
											Para impedir o afundamento de uma torre
com meio milhão de toneladas.
											enterraram-se a mais
de 50 m de profundidade
											192 suportes de betão e aço
chamados estacas.
											A fricção entre as estacas e o terreno
											mantém esta estrutura enorme de pé.
									","
											Bien sûr, même si un bâtiment se supporte,
											il a toujours besoin d'un soutien du sol.
											Sans fondations,
											des bâtiments aussi lourds pourraient
couler, tomber ou pencher.
											Pour éviter le naufrage de la tour
d'environ un demi-million de tonnes,
											192 supports en béton et en acier
appelés pieux ont été enterrés
											à une profondeur de 50 mètres.
											Le frottement entre les pieux et le sol
											maintient cette 
importante structure debout.
									","
											Tabii, bina kendini destekliyorsa bile
											temelden hâlâ bir desteğe ihtiyaç duyar.
											Temelsiz bu ağırlıktaki binalar
											batabilir, çökebilir ya da eğilebilir.
											Hemen hemen yarım milyon ton ağırlığındaki
binayı batmaktan önlemek için
											192 beton ve kazık denen çelik 
destekler 50 metre derinliğe gömülüyor.

											Kazıklar ve temel arasındaki sürtünme
											bu oldukça büyük yapıyı ayakta tutuyor.
									","
											El edificio puede resistir su peso propio,
											pero aun así necesita el apoyo del suelo.
											Sin fundaciones,
											un edificio de este peso se hundiría,
se caería o se inclinaría.
											Para evitar que se hunda esta torre
de casi medio millón de toneladas,
											se usaron 192 ""pilotes"",
											unos soportes de hormigón y acero
fijados a 50 metros de profundidad.
											La fricción entre los pilotes y el suelo
											mantiene en pie esta gran estructura.
									",Will there ever be a mile-high skyscraper?,Stefan Al,4:44,"TED-Ed,animation,physics,architecture,cities,technology,infrastructure,innovation,invention"
"
","
","
","
","
",Will there ever be a mile-high skyscraper?,Stefan Al,4:44,"TED-Ed,animation,physics,architecture,cities,technology,infrastructure,innovation,invention"
"
											Besides defeating gravity,
											which pushes the building down,
											a skyscraper also needs to overcome 
the blowing wind,
											which pushes from the side.
											On average days,
											wind can exert up to 17 pounds of force 
per square meter on a high-rise building–
											as heavy as a gust of bowling balls.
											Designing structures to be aerodynamic,
											like China’s sleek Shanghai Tower,
											can reduce that force by up to a quarter.
											And wind-bearing frames inside or 
outside the building
											can absorb the remaining wind force,
											such as in Seoul’s Lotte Tower.
									","
											Para além de desafiar a gravidade,
											que puxa o edifício para baixo,
											um arranha-céus também precisa
de aguentar a força do vento
											que o empurra dos lados.
											Em dias vulgares,
											o vento pode exercer 8 kg de força
por metro quadrado num edifício alto
											— tão forte como uma bola
de ""bowling"" em movimento.
											Conceber estruturas aerodinâmicas,
											como a elegante Torre Xangai, na China,
											pode reduzir essa força a um quarto.
											E estruturas contra o vento
dentro ou fora do edifício
											podem absorver a restante
força do vento,
											como a Torre Lotte, em Seoul.
									","
											En plus de vaincre la gravité,
											qui pousse le bâtiment vers le bas,
											un gratte-ciel doit également 
surmonter le souffle du vent,
											qui pousse de côté.
											En moyenne,
											le vent peut exercer une force
jusqu'à 8 kilogrammes
											par mètre carré dans un gratte-ciel–
											aussi lourd qu'une rafale 
de boules de bowling.
											La conception de
structures aérodynamiques,
											telles que la tour élégante
de Shanghai en Chine,
											peut réduire cette force d'un quart.
											Et les structures porteuses de vent
à l’intérieur ou à l’extérieur du bâtiment
											peuvent absorber la force restante du vent
											comme dans la tour Lotte de Séoul.
									","
											Binayı aşağı çeken yer çekimini
											yenmenin yanında
											bir gökdelen aynı zamanda 
yanlardan iten esen rüzgârın
											üstesinden gelmesi gerekir.
											Normal günlerde
											rüzgâr yüksek bir binaya 
bowling topu esintisi ağırlığındaki
											metrekare başına 7 kilogramlık
baskı uygulayabilir.
											Çin'in şık Şanghay Kulesi gibi
											havanın sürtünme etkisini azaltan
biçimde yapılar tasarlamak
											bu baskıyı dörtte bir azaltabilir.
											Binanın içinde veya dışındaki 
rüzgârı önleyici iskeletler
											Seul'un Lotte Kulesi'ndeki gibi
											geri kalan rüzgâr baskısını azaltabilir.
									","
											Además de vencer la gravedad
que lo empuja hacia abajo,
											el rascacielos también debe resistir
											la acción del viento
que lo empuja de costado.
											En un día promedio,
											el viento puede ejercer una presión
de hasta 8 kilos por m2 en una torre.
											Es como una ráfaga de bolas de boliche.
											El diseño aerodinámico de las estructuras,
											como la esbelta Torre Shanghái en China,
											puede llegar a reducir esa fuerza un 25 %.
											Y estructuras resistentes al viento
colocadas dentro o fuera del edificio
											pueden absorber el resto
de la presión eólica,
											como la Torre Lotte en Seúl.
									",Will there ever be a mile-high skyscraper?,Stefan Al,4:44,"TED-Ed,animation,physics,architecture,cities,technology,infrastructure,innovation,invention"
"
","
","
","
","
",Will there ever be a mile-high skyscraper?,Stefan Al,4:44,"TED-Ed,animation,physics,architecture,cities,technology,infrastructure,innovation,invention"
"
											But even after all these measures,
											you could still find yourself swaying back
and forth
											more than a meter on top floors 
during a hurricane.
											To prevent the wind from 
rocking tower tops,
											many skyscrapers employ a counterweight 
weighing hundreds of tons
											called a “tuned mass damper.”
											The Taipei 101, for instance,
											has suspended a giant metal orb 
above the 87th floor.
											When wind moves the building,
											this orb sways into action,
											absorbing the building’s kinetic energy.
											As its movements trail the tower’s,
											hydraulic cylinders between the ball 
and the building
											convert that kinetic energy into heat,
											and stabilize the swaying structure.
									","
											Mas, mesmo depois
de todas estas medidas,
											ainda nos podemos sentir
a oscilar de um lado para o outro
											em mais de um metro, nos pisos
superiores, durante um furacão.
											Para impedir que o vento
balance o topo duma torre,
											muitos arranha-céus utilizam
um contrapeso de centenas de toneladas,
											chamado ""amortecedor de massa"".
											Por exemplo, o Taipé 101
											tem suspenso uma gigantesca
esfera de metal acima do 87.º piso.
											Quando o vento oscila o edifício,
											esta esfera entra em ação,
											absorvendo a energia cinética do edifício.
											À medida que o seu movimento
segue o da torre,
											cilindros hidráulicos
entre a esfera e o edifício
											transformam essa energia
cinética em calor,
											e estabilizam a estrutura oscilante.
									","
											Mais même après toutes ces mesures,
											vous pourriez toujours 
vous retrouver à osciller
											de plus d’un mètre au
dernier étage lors d’un ouragan.
											Pour éviter que le vent ne secoue
le sommet des tours,
											de nombreux gratte-ciels utilisent
des contrepoids de centaines de tonnes
											appelé « amortisseur harmonique ».
											Le Taipei 101, par exemple,
											a suspendu un orbe métallique géant 
au-dessus du 87ème étage.
											Lorsque le vent déplace le bâtiment,
											cet orbe entre en action,
											absorbant l’énergie cinétique du bâtiment.
											Quand ses mouvements 
suivent ceux de la tour,
											des cylindres hydrauliques situés
entre le ballon et le bâtiment
											convertissent cette
énergie cinétique en chaleur,
											et stabilisent la structure oscillante.
									","
											Ama bütün bu önlemlerden sonra
bile bir kasırga sırasında
											bir metre yüksekliğinden
daha yüksekteki üst katlarda
											kendinizi öne ve arkaya 
sallanırken bulabilirsiniz.
											Rüzgârın üst katları 
sallamasını önlemek için
											birçok gökdelen yüzlerce ton ağırlığındaki
""ayarlı kütle sönümleyici""
											denilen bir denge 
ağırlığı kullanmaktadır.
											Taipei 101, örneğin,
											87. katın üzerine 
devasa bir küre sallandırdı.
											Rüzgâr binayı salladığında
											bu küre binanın kinetik enerjisini emerek
											harekete geçiyor.
											Hareketleri binanınkini takip ettiğinden
											küre ve bina arasındaki
hidrolik silindirler
											kinetik enerjiyi ısıya çeviriyor
											ve sallanan yapıyı dengeliyor.
									","
											Pero aun con todas estas previsiones,
											durante un huracán es posible
que haya oscilaciones de más de 1 metro
											en los pisos superiores.
											Para evitar que la cúspide
se mueva con el viento,
											muchos rascacielos emplean
un contrapeso de cientos de toneladas
											llamado ""amortiguador de masa"".
											El edificio Taipéi 101, por ejemplo,
											tiene una enorme bola metálica
suspendida encima del piso 87.
											Cuando el viento mueve el edificio,
											la bola se balancea
											y absorbe la energía cinética de la torre.
											A medida que la bola acompaña
el movimiento de la torre,
											unos cilindros hidráulicos en la base
											convierten la energía cinética en calor,
											y estabilizan la estructura.
									",Will there ever be a mile-high skyscraper?,Stefan Al,4:44,"TED-Ed,animation,physics,architecture,cities,technology,infrastructure,innovation,invention"
"
","
","
","
","
",Will there ever be a mile-high skyscraper?,Stefan Al,4:44,"TED-Ed,animation,physics,architecture,cities,technology,infrastructure,innovation,invention"
"
											With all these technologies in place,
											our mega-structures can stay 
standing and stable.
											But quickly traveling through buildings 
this large is a challenge in itself.
											In Wright’s age,
											the fastest elevators moved 
a mere 22 kilometers per hour.
											Thankfully, today’s elevators are much
faster, traveling over 70 km per hour
											with future cabins potentially using 
frictionless magnetic rails
											for even higher speeds.
											And traffic management algorithms 
group riders by destination
											to get passengers and empty cabins 
where they need to be.
									","
											Com todas estas tecnologias em ação,
											as nossas megaestruturas podem
manter-se de pé e estáveis.
											Mas percorrer estes edifícios tão grandes
rapidamente é um problema em si mesmo.
											Na época de Wright,
											os elevadores mais rápidos percorriam
uns meros 22 km por hora.
											Felizmente, os elevadores atuais
são muito mais rápidos,
											percorrendo 70 km por hora.
											As futuras cabinas que usarem
carris magnéticos sem fricção,
											podem atingir uma velocidade ainda maior.
											Os algoritmos de gestão de tráfego
agrupam os utilizadores por destino,
											para levar as cabinas vazias
e os passageiros onde precisam de estar.
									","
											Avec toutes ces technologies en place,
											nos méga-structures peuvent
rester debout et stables.
											Mais parcourir rapidement des bâtiments
de cette taille est un défi en soi.
											À l’époque de Wright,
											les ascenseurs les plus rapides
											ne se déplaçaient qu’à 22 km/h.
											Heureusement, les ascenseurs d’aujourd’hui
sont beaucoup plus rapides
											et se déplacent plus de 70 km/h
											Les futures cabines peuvent utiliser
des rails magnétiques sans friction
											pour des vitesses plus élevées.
											Et les algorithmes de gestion du trafic
regroupent les personnes par destination
											pour placer les passagers et
les cabines vides où ils doivent être.
									","
											Bütün bu teknolojilerle birlikte
											dev yapılarımız ayakta ve sabit durabilir.
											Ama bu büyüklükteki binaları hızlıca 
gezinmek başlı başına bir mücadele.
											Wright'ın zamanında
											en hızlı asansörler sadece saatte
22 km hızda hareket ediyordu.
											Neyse ki, günümüz asansörleri saatte 70 km
hızda hareket ederek çok daha hızlıdırlar,
											gelecekte sürtünmesiz magnetik 
raylar kullanma ihtimaliyle birlikte
											daha yüksek hıza bile çıkılabilir.
											Trafik yönetimi algoritmaları,
yolcuları ve boş asansörleri
											olmaları geren yere götürmek için 
mesafeye göre binen kişileri gruplandırır.
									","
											Gracias a todas estas tecnologías,
											nuestras megaestructuras pueden
mantenerse en pie y estables.
											Pero moverse rápidamente
por edificios de este tamaño
											es un desafío en sí.
											En la época de Wright,
											los ascensores más veloces
alcanzaban apenas los 22 km/h.
											Afortunadamente, hoy tenemos
ascensores que alcanzan los 70 km/h,
											y las cabinas del futuro podrían tener
rieles magnéticos sin fricción
											para lograr velocidades aún mayores.
											Y algoritmos de control de tráfico
agrupan a los pasajeros por destino
											para optimizar el recorrido de las cabinas.
									",Will there ever be a mile-high skyscraper?,Stefan Al,4:44,"TED-Ed,animation,physics,architecture,cities,technology,infrastructure,innovation,invention"
"
","
","
","
","
",Will there ever be a mile-high skyscraper?,Stefan Al,4:44,"TED-Ed,animation,physics,architecture,cities,technology,infrastructure,innovation,invention"
"
											Skyscrapers have come a long way since 
Wright proposed his mile-high tower.
											What were once considered impossible ideas
											have become architectural opportunities.
											Today it may just be a matter of time
											until one building goes the extra mile.
									","
											Os arranha-céus percorreram
um longo caminho
											desde que Wright propôs
a sua torre de 1600 metros.
											O que antigamente era considerado
uma ideia impossível,
											tornou-se uma oportunidade arquitetónica.
											Hoje, pode ser apenas
uma questão de tempo
											até um edifício ultrapassar
a barreira dos 1600 metros.
									","
											Les gratte-ciels ont parcouru
un long chemin
											depuis que Wright a proposé
sa tour de 1 600 mètres.
											Les idées autrefois impossibles
											ont devenues des 
opportunités architecturales.
											Aujourd'hui, ce n'est peut-être
qu'une question de temps
											jusqu'à un bâtiment 
d'un kilomètre plus haut.
									","
											Wright 1,6 kilometre yüksekliğindeki 
kulesini önerdiğinden beri
											gökdelenler uzun bir yol aldılar.
											Bir zamanlar imkânsız 
kabul edilen fikirler
											mimari fırsatlar hâline geldi.
											Günümüzde bir binanın bir 1,6 kilometre 
daha yükselmesi belki de an meselesidir.
									","
											Los rascacielos han evolucionado mucho
											desde que Wright propuso
su torre de 1,5 km.
											Ideas que antes parecían imposibles,
											ahora son desafíos arquitectónicos.
											Puede que ya sea solo cuestión de tiempo
											hasta que un edificio
supere el kilómetro de altura.
									",Will there ever be a mile-high skyscraper?,Stefan Al,4:44,"TED-Ed,animation,physics,architecture,cities,technology,infrastructure,innovation,invention"
"
","
","
","
","
",Will there ever be a mile-high skyscraper?,Stefan Al,4:44,"TED-Ed,animation,physics,architecture,cities,technology,infrastructure,innovation,invention"
