en,pt,tr,de,fr,title,speaker,duration,tags
"
											""... Muslim terrorist ...,""
											""... in the name of Islam ...,""
											""... Middle-Eastern descent ...,""
											""... jihad ...,""
											""... we should bomb Mecca.""
											Oh my God.
									","
											""... terrorista muçulmano...""
											""... em nome do Islão...""
											""... com origem no Médio-Oriente...""
											""... guerra santa...""
											""... devíamos bombardear Meca"".
											Oh, meu Deus!
									","
											""...Müslüman terörist...""
											""...İslam adına...""
											""...Orta Doğu kökenli...""
											""...cihad...""
											""...Mekke'yi bombalamalıyız.""
											Aman Tanrım.
									","
											"" ... muslimische Terroristen ...,""
											"" ... im Namen des Islam ...,""
											"" ... nahöstlicher Abstammung ...,""
											"" ... Dschihad ...,""
											"" ... zerbombt Mekka!""
											Oh, mein Gott.
									","
											« ... terroriste musulman ... »,
											« ... au nom de l'islam ... »,
											« ... originaire du Moyen-Orient ... »,
											« ... djihad ... »,
											« ... il faudrait bombarder La Mecque ».
											Oh mon Dieu.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											Not only had my country been attacked,
											but in a flash,
											somebody else's actions
had turned me from a citizen
											to a suspect.
									","
											Não só o meu país tinha sido atacado
											como, ainda por cima,
de repente,
											as ações de outros tinham-me
feito passar de cidadã a suspeita.
									","
											Sadece ülkeme saldırılmamış,
											ama birdenbire,
											başkasının yaptıkları yüzünden
bir vatandaştan bir şüpheliye
											dönüşmüştüm.
									","
											Es ist nicht nur mein Land
angegriffen worden,
											sondern im Nu
											verwandelten mich die Taten von anderen
											von einer Bürgerin in eine Verdächtige.
									","
											Non seulement mon pays avait été attaqué,
											mais en un éclair,
											les actions de quelqu'un
m'ont fait passer de citoyenne
											à suspecte.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											That same day, we had to drive
across Middle America
											to move to a new city
to start grad school.
											And I remember sitting
in the passenger seat
											as we drove in silence,
											crouched as low as I could go in my seat,
											for the first time in my life,
afraid for anyone to know I was a Muslim.
									","
											Nesse mesmo dia, tivemos
que atravessar meia América
											para ir para uma nova cidade,
para começar a faculdade.
											Lembro-me de ir sentada
no banco de passageiro,
											enquanto seguíamos em silêncio,
											agachada no meu banco,
o mais baixo que podia,
											pela primeira vez na vida
											com medo que alguém soubesse
que eu era muçulmana.
									","
											Aynı gün, lisansüstü eğitimine
başlamak için taşınmamız
											ve Orta Amerika boyunca
yolculuk yapmamız gerekti.
											Yolcu koltuğunda oturduğumu hatırlıyorum,
											sessizce yol alıyorduk,
											koltuğa olabildiğince gömülmüştüm,
											hayatımda ilk defa, birilerinin benim
Müslüman olduğumu öğrenmelerinden korktum.
									","
											Am selben Tag mussten wir durch
den Mittleren Westen der USA fahren,
											um in eine neue Stadt zu ziehen
und mit dem Aufbaustudium zu beginnen.
											Ich erinnere mich, wie ich mich
											— als wir schweigend fuhren —
											so tief es ging
in meinen Sitzplatz kauerte,
											und ich mich das erste Mal fürchtete,
als Muslimin erkannt zu werden.
									","
											Ce même jour, nous avons dû conduire
à travers l'Amérique,
											pour emménager dans une nouvelle ville
et commencer le lycée.
											Et je me souviens être assise
du côté passager,
											alors qu'on roulait en silence,
											accroupie aussi bas que possible
dans mon siège.
											Pour la première fois, j'avais peur
que l'on sache que j'étais musulmane.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											We moved into our apartment
that night in a new town
											in what felt like
a completely different world.
											And then I was hearing
and seeing and reading
											warnings from national
Muslim organizations
											saying things like,
""Be alert,"" ""Be aware,""
											""Stay in well-lit areas,""
""Don't congregate.""
									","
											Mudámo-nos para o nosso apartamento,
nessa mesma noite, numa cidade nova,
											no que me parecia ser
um mundo totalmente diferente.
											Depois, comecei a ouvir,
a ver e a ler
											avisos de organizações
muçulmanas nacionais
											dizendo coisas como:
""Estejam atentos"", ""Tomem cuidado"",
											""Mantenham-se em áreas bem iluminadas"",
""Não formem grupos"".
									","
											O akşam, başka bir
dünyada gibi hissettiren
											yeni şehirdeki, yeni dairemize taşındık.
											Ve sonra Müslüman vakıflardan uyarılar
duyuyor,
											görüyor ve okuyordum:
											""Tetikte olun,"" ""Uyanık olun,""
											""İyi aydınlatılmış yerlerde kalın,""
""Bir araya gelmeyin.""
									","
											Wir zogen in dieser Nacht
in unsere Wohnung, in einer neuen Stadt,
											in der es sich wie eine vollständig
andere Welt anfühlte.
											Und dann hörte, sah und las ich
											die Warnungen der nationalen
islamischen Organisationen,
											die besagten: 
""Seid wachsam"", ""Seid vorsichtig"",
											""Bleibt in gut beleuchteten Gegenden"",
""Versammmelt euch nicht"".
									","
											Ce soir-là, on a emménagé
dans une nouvelle ville,
											c'était un monde qui semblait
complètement différent.
											Et après, j'ai commencé à entendre,
à regarder et à lire
											les avertissements
d'organisations musulmanes nationales
											disant des choses comme,
« Soyez vigilants », « Soyez prudents »,
											« Restez dans des zones bien éclairées »,
« Ne vous rassemblez pas ».
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											I stayed inside all week.
											And then it was Friday that same week,
											the day that Muslims
congregate for worship.
											And again the warnings were,
""Don't go that first Friday,
											it could be a target.""
											And I was watching the news,
wall-to-wall coverage.
											Emotions were so raw, understandably,
											and I was also hearing
about attacks on Muslims,
											or people who were perceived
to be Muslim, being pulled out
											and beaten in the street.
											Mosques were actually firebombed.
											And I thought, we should just stay home.
									","
											Fiquei dentro de casa toda a semana.
											Depois, na sexta-feira
dessa mesma semana,
											o dia em que os muçulmanos
se reúnem para adoração,
											os mesmos avisos outra vez:
											""Não vão nesta primeira sexta-feira.
											""Podem servir de alvo"".
											Eu assistia aos noticiários,
numa cobertura contínua.
											Compreensivelmente,
as emoções estavam à flor da pele
											e eu também ouvia falar
de ataques a muçulmanos,
											ou a pessoas que pareciam muçulmanas,
											arrastadas e espancadas na rua.
											Houve mesquitas incendiadas.
											Pensei que devíamos manter-nos em casa,
									","
											Tüm hafta evden çıkmadım.
											Sonra aynı haftanın Cuma günü,
											Müslümanların ibadet için
toplandıkları gündü.
											Ve uyarılar: ""İlk Cuma'ya gitmeyin,
											hedef olabilirsiniz."" şeklindeydi.
											Ve haberleri, olay kayıtlarını izliyordum.
											Normal olarak duygular çok hamdı
											ve ayrıca Müslümanlara yapılan
saldırıları
											veya Müslüman olduğu düşünülen
insanlar dışarı çıkartılıp
											sokakta dövüldüklerini duyuyordum.
											Camiler gerçekten bombalandı.
											Ve evde kalmamız gerektiğini düşündüm.
									","
											Ich blieb die ganze Woche drinnen.
											Dann wurde es Freitag in jener Woche —
											der Tag, an dem sich Muslime
zum Beten versammeln.
											Und wieder lauteten die Warnungen:
""Geht nicht an diesem ersten Freitag,
											die Moschee könnte ein Ziel sein.""
											Ich sah mir die
umfangreiche Berichterstattung an.
											Die Gefühle waren
verständlicherweise ungefiltert
											und ich hörte auch
von Angriffen auf Muslime
											oder von Leuten, die man für Muslime
hielt, ins Freie zerrte und schlug.
											Es gab wirklich Brandanschläge
auf Moscheen.
											Ich dachte: Wir sollten zu Hause bleiben.
									","
											Je suis restée enfermée toute une semaine.
											Puis c'était vendredi, cette semaine-là,
											le jour où les musulmans se regroupent
pour la prière hebdomadaire.
											Et de nouveau, les avertissements étaient
« N'allez pas à la prière ce vendredi,
											elle pourrait être ciblée. »
											Je regardais les actualités,
une couverture en continu.
											Naturellement, les émotions
étaient à fleur de peau.
											J'entendais également parler
de représailles contre les musulmans
											ou des gens perçus
comme musulmans, jetés dehors
											et battus dans la rue.
											Des mosquées ont été incendiées.
											Et je pensais juste à rester à la maison.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											And yet, something didn't feel right.
											Because those people
who attacked our country
											attacked our country.
											I get it that people were angry
at the terrorists.
											Guess what? So was I.
											And so to have to explain yourself
all the time isn't easy.
											I don't mind questions. I love questions.
											It's the accusations that are tough.
									","
											mas havia qualquer coisa
que não estava bem.
											Porque aquelas pessoas
que atacaram o nosso país,
											atacaram ""o nosso país"".
											Compreendo que as pessoas
estivessem furiosas com os terroristas.
											Mas sabem um coisa? 
Eu também estava.
											E não é fácil estar sempre
a justificar-nos.
											Não tenho medo de perguntas,
adoro perguntas.
											São as acusações que são difíceis.
									","
											Ama içim rahat değildi.
											Çünkü ülkemize saldıran insanlar
											ülkemize saldırmıştı.
											İnsanların teröristlere kızmasını
anlıyorum.
											Bilin bakalım? Ben de öyleydim.
											Ve sürekli kendinizi açıklamak
zorunda olmak kolay değil.
											Soruları önemsemem.
Soruları severim.
											Zor olan şey suçlamalardır.
									","
											Doch etwas fühlte sich nicht richtig an.
											Weil die Leute,
die dieses Land angegriffen hatten,
											unser Land angegriffen haben.
											Ich habe die Wut der Leute
auf die Terroristen abgekriegt.
											Stellen Sie sich vor! Ich war auch wütend.
											Es ist nicht einfach, sich andauernd
selbst erklären zu müssen.
											Ich habe nichts gegen Fragen,
ich liebe Fragen.
											Es sind die Anschuldigungen,
die hart sind.
									","
											Pourtant, quelque chose n'allait pas.
											Car ces personnes
qui ont attaqué notre pays,
											ont attaqué notre pays à tous.
											Je comprends la colère des gens
envers les terroristes.
											Mais devinez quoi ?
Moi aussi j'étais en colère.
											Et vous justifier tout le temps
n'est pas une mince affaire.
											Les questions ne me gênent pas,
j'aime les questions.
											Ce sont les accusations qui sont dures.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
