en,pt,tr,fr,es,title,speaker,duration,tags
"
","
","
","
","
",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
											While preparing to go in the field
with those questions,
											I sat down with my team
											and we discussed what
we would expect as a result.
											To put it mildly, we were not optimistic.
											The most skeptical person on the team
thought, or saw a real possibility,
											that we would find nothing at all.
											Most of the team
was rather on the cautious side,
											so we landed all together at ""only if,""
											meaning that we might find
some kind of link
											between innovation and diversity,
											but not across the board —
											rather only if certain criteria are met,
											for example leadership style,
very open leadership style
											that allowed people to speak up freely
and safely and contribute.
									","
											Enquanto nos preparávamos para ir
para o terreno com estas perguntas,
											sentei-me com a minha equipa
											e discutimos o que seriam
os resultados esperados.
											Utilizando poucas palavras,
não estávamos otimistas.
											A pessoa mais cética da equipa
pensava, ou via como possibilidade real,
											não encontrarmos nada.
											A maior parte da equipa estava cautelosa,
											pelo que chegámos todos
à ideia do ""somente se"",
											o que significava que podíamos
encontrar alguma ligação
											entre inovação e diversidade,
											mas que não seria facilmente identificado
											— apenas se se verificassem
alguns critérios,
											como, por exemplo,
um estilo de liderança muito liberal
											que permitisse que as pessoas
falassem livremente e contribuíssem.
									","
											Bu sorularla saha 
araştırmasına hazırlanırken
											ekibimle oturdum
											ve sonuç olarak ne beklediğimizi konuştuk.
											En hafif deyimiyle, 
pek iyimser değildik.
											Gruptaki en şüpheci olanımız,
hiç bir sonuç bulamayacağımızı düşünüyor
											ya da yüksek bir ihtimalle
öyle olacağına inanıyordu.
											Ekibin çoğu temkinliydi,
											yani ""şayet şöyle olursa..."" 
demekte karar kıldık.
											Yani, yenilik ve çeşitlilik arasında
											belki bir çeşit bağlantı bulabilirdik,
											çok önemli bir bağlantı olmasa da —
											ancak belirli kriterler
sağlanırsa olabilirdi;
											örneğin herkesin kendini güvenli,
özgürce ifade edebildiği
											ve katkıda bulunabildiği bir liderlik;
iletişime açık bir liderlik stili.
									","
											Avant d'aller enquêter sur le terrain 
avec ces questions,
											je me suis posée avec mon équipe
											et nous avons discuté des résultats
que nous pensions obtenir.
											Pour le dire gentiment,
on n'était pas optimiste.
											La personne la plus sceptique de l'équipe 
pensait, ou entrevoyait
											une réelle possibilité
de ne rien trouver du tout.
											La plupart restaient plus prudents,
											et nous sommes tombés d'accord
sur un « seulement si »,
											c'est-à-dire que nous trouverions
peut-être
											un lien entre innovation et diversité
											mais pas partout —
											plutôt, seulement
si certains critères sont remplis,
											par exemple un style de leadership,
un style de leadership très ouvert
											qui permettrait aux gens de s'exprimer
librement, sans risque et de contribuer.
									","
											Al prepararnos para realizar
la encuesta en el campo,
											nos sentamos con mi equipo a discutir 
los resultados que esperábamos.
											A decir verdad, no éramos muy optimistas.
											El miembro más escéptico del equipo
creía o veía una gran posibilidad
											de no lograr nada con esto.
											La mayor parte tenía un enfoque prudente,
											y al final adoptamos
un nuevo enfoque ""solo si"",
											es decir, puede que encontremos un vínculo
											entre la innovación y la diversidad
											pero no de manera consistente...
											más bien, ""solo si"" 
se cumplen ciertos criterios
											como por ejemplo, un estilo de liderazgo 
lo suficientemente abierto
											que permita a la gente hablar
con libertad y poder contribuir.
									",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
","
","
","
","
",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
											A couple of months later,
the data came in,
											and the results convinced
the most skeptical amongst us.
											The answer was a clear yes,
											no ifs, no buts.
											The data in our sample showed
											that more diverse companies
are simply more innovative, period.
									","
											Dois meses depois,
chegaram os dados
											e os resultados convenceram
até os mais céticos.
											A resposta era um ""sim""
bastante evidente,
											sem ""se"", sem ""mas"".
											Os dados da nossa amostra demonstraram
											que as empresas mais diversificadas
são, mais inovadoras, ponto final.
									","
											Birkaç ay sonra veriler geldi,
											ve sonuçlar en şüphecimizi
bile ikna etmeye yetti.
											Cevap kesinlikle ""evet""ti,
											""eğer""lere, ""ama""lara yer yoktu.
											Elimizdeki veriler,
											çeşitliliğe önem veren şirketlerin
daha yenilikçi olduğunu gösterdi, nokta.
									","
											Quelques mois après,
réception des données,
											et les résultats ont convaincu
les plus sceptiques d'entre nous.
											La réponse a été un oui sans équivoque,
											pas de si, pas de mais.
											Les données de notre échantillon
ont montré
											que les entreprises les plus diversifiées 
sont simplement plus innovantes, point.
									","
											Dos meses después llegó la información
											y los resultados convencieron 
al más incrédulo del grupo.
											La respuesta era un sí rotundo
											sin 'quizás' ni 'peros'.
											Los datos obtenidos mostraron
											que las empresas más heterogéneas
son simplemente, las más innovadoras.
									",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
","
","
","
","
",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
											Now, a fair question to ask
is the chicken or the egg question,
											meaning, are companies
really more innovative
											because they have
a more diverse leadership,
											or the other way around?
											Which way is it?
											Now, we do not know how much
is correlation versus causation,
											but what we do know is that clearly,
											in our sample, companies
that are more diverse
											are more innovative,
											and that companies
that are more innovative
											have more diverse leadership, too.
											So it's fair to assume
that it works both ways,
											diversity driving innovation
and innovation driving diversity.
									","
											Agora, uma questão pertinente
a colocar é a da galinha e do ovo.
											Ou seja, as empresas serão mais inovadoras
											porque têm uma liderança diversificada?
											Ou é o contrário?
											Como é que funciona?
											Não sabemos o rácio
entre a correlação e a causalidade,
											mas sabemos que é evidente,
											na nossa amostra, que as empresas
que são mais diversificadas
											são mais inovadoras,
											e que as empresas mais inovadoras
											também têm uma liderança
mais diversificada.
											Então, é justo assumir que funciona
em ambos os sentidos:
											a diversidade conduz à inovação
e a inovação conduz à diversidade.
									","
											Şimdi, tavuk mu yumurtadan, yumurta mı
tavuktan çıkar çok yerinde bir soru.
											Yani, şirketler, daha çok
çeşitliliğe sahip liderlik yapıları
											olduğu için mi daha yenilikçiler,
											yoksa tam tersi mi?
											Hangisi?
											Ne kadarının orantı, ne kadarının 
sebep-sonuç ilişkisi olduğunu bilmiyoruz,
											ama biliyoruz ki,
											örneklemimizdeki, çeşitliliğe
önem veren şirketler
											daha yenilikçiler,
											ve daha yenilikçi olan
şirketler de liderliklerinde
											daha çok çeşitliliğe sahip.
											Yani iki şekilde de düşünülebilir,
											çeşitlilik yeniliği sağlıyor,
yenilik de çeşitliliği.
									","
											Maintenant, la question légitime
de l’œuf ou la poule se pose,
											c'est-à-dire, les entreprises
sont-elles vraiment plus innovantes
											parce qu'elles ont une direction
plus diversifiée,
											ou l'inverse ?
											Dans quel sens ça marche ?
											Nous ne savons pas quel rôle jouent
la corrélation ou la causalité
											mais ce que nous savons, c'est que,
											dans notre échantillon, les entreprises
les plus diversifiées
											sont plus innovantes,
											et que les entreprises
qui sont plus innovantes
											ont des directions plus diversifiées.
											On peut donc penser
que ça marche dans les deux sens,
											la diversité amenant l'innovation
et l'innovation amenant la diversité.
									","
											Ahora, hagámonos la pregunta:
¿Qué fue primero, el huevo o la gallina?
											o sea, ¿las empresas realmente
son más innovadoras
											por tener una directiva más diversa,
											o lo opuesto?
											¿Cómo funciona esto?
											Ahora bien, no sabemos qué tanto 
es correlación y qué tanto causalidad,
											pero lo que si sabemos
con certeza es que,
											en nuestra muestra, 
las empresas más heterogéneas
											son más innovadoras,
											y las empresas más innovadoras
											tienen directivas 
más heterogéneas, también.
											Es razonable creer que
funciona en ambas direcciones:
											la diversidad conduce 
a la innovación y viceversa.
									",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
","
","
","
","
",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
											Now, once we published the results,
											we were surprised
about the reactions in the media.
											We got quite some attention.
											And it went from quite factual,
											like ""Higher Female Share
Boosts Innovation""
											to a little bit more sensationalist.
									","
											Quando publicámos estes resultados,
											ficámos surpreendidos
com as reações nos ""media"".
											Recebemos bastante atenção.
											E passámos de algo bastante factual,
											como ""uma maior participação feminina
aumenta a inovação"",
											para algo bastante mais sensacionalista.
									","
											Sonuçları yayınladığımızda
											medyadan gelen tepkiler bizi şaşırttı.
											Dikkatlerini bayağı çektik.
											""Kadın Yeniliği Arttırıyor"" gibi
											verilere dayalı başlıklardan
											daha sansasyonel bir hale kadar gitti.
									","
											Une fois que nous avons publié
les résultats
											nous avons été surpris
des réactions dans les médias.
											Nous avons reçu pas mal d'attention.
											De quelque chose de plutôt factuel,
											comme « Une part de femmes
plus importante stimule l'innovation »
											à quelque chose de plus sensationnaliste.
									","
											Cuando se publicaron los resultados,
											nos vimos sorprendidos por las reacciones 
que tuvieron los medios.
											Obtuvimos mucha atención.
											Pasó de ser algo bastante fáctico,
											tal como ""más mujeres, mayor innovación""
											a algo más exagerado
									",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
","
","
","
","
",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
											(Laughter)
									","
											(Risos)
									","
											(Kahkaha)
									","
											(Rires)
									","
											(Risas)
									",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
","
","
","
","
",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
											As you can see,
											""Stay-at-home Women Cost Trillions,""
											and, my personal favorite,
											""Housewives Kill Innovation.""
											Well, there's no such thing
as bad publicity, right?
									","
											Como podem ver,
											""As mulheres donas de casa
custam biliões""
											e o meu título favorito:
											""As donas de casa matam a inovação"".
											Bom, não existe nada tão eficaz
como a má publicidade, não é?
									","
											Gördüğünüz gibi,
											""Evde Oturan Kadınlar
Trilyonlara Mal Oluyor""
											ve benim en sevdiğim:
											""Ev Kadınları Yeniliği Öldürüyor"".
											Kötü reklam diye bir şey yoktur, değil mi?
									","
											Comme vous pouvez le voir,
											« Les femmes au foyer
coûtent une fortune »
											et, mon préféré à moi,
											« Les femmes au foyer
tuent l'innovation ».
											Après tout, il n'y a pas de mauvaise
publicité, n'est-ce pas ?
									","
											como esto:
											""Las amas de casa cuestan billones"",
											y mi favorita:
											""Amas de casa matan la innovación"".
											Bueno, creo que no es tan 
mala la publicidad, ¿no creen?
									",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
","
","
","
","
",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
											(Laughter)
									","
											(Risos)
									","
											(Kahkaha)
									","
											(Rires)
									","
											(Risas)
									",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
","
","
","
","
",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
											On the back of that coverage,
											we started to get calls
from senior executives
											wanting to understand more,
											especially — surprise, surprise —
about gender diversity.
											I tend to open up
those discussions by asking,
											""Well, what do you think of the situation
in your organization today?""
											And a frequent reaction to that is,
											""Well, we're not yet there,
but we're not that bad.""
											One executive told me, for example,
											""Oh, we're not that bad.
											We have one member
in our board who is a woman.""
									","
											Simultaneamente,
											começámos a receber chamadas
de diretores executivos
											que queriam perceber melhor
esta situação,
											especialmente — surpresa, surpresa! —
sobre a diversidade de sexos.
											Comecei, várias vezes,
essas discussões com a pergunta:
											""Qual é a sua opinião sobre a situação
atual da sua empresa?"".
											E uma resposta frequente era:
											""Bom, ainda não chegámos lá,
mas não estamos assim tão mal"".
											Um diretor disse-me uma vez:
											""Oh, não estamos assim tão mal.
											""Temos um membro da direção
que é mulher"".
									","
											İşin öbür tarafında,
											üst düzey yöneticilerden
telefonlar gelmeye başladı,
											biraz daha anlamak istiyorlardı.
											Özellikle de cinsiyet çeşitliliğini. 
Ne büyük süpriz.
											Konuşmaları şunu sorarak başlatıyordum,
											""Şirketinizin bugünkü durumu
hakkında ne düşünüyorsunuz?""
											Buna sık gelen bir cevap da,
											""Henüz istedğimiz noktaya gelemedik
ama o kadar da kötü değiliz.""
											Mesela bir yönetici bana dedi ki,
											""Oo, o kadar da kötü değiliz.
											Yönetim kurulumuzdaki
üyelerden birisi kadın.""
									","
											Après cette couverture médiatique,
											nous avons commencé à recevoir
des appels de cadres supérieurs
											qui voulaient mieux comprendre,
											en particulier - surprise, surprise -
à propos de la diversité de genre.
											J'ai tendance à ouvrir
ces conversations en demandant,
											« Bon, que pensez-vous de la situation
de votre organisation aujourd'hui ? »
											Et une réaction fréquente à ça c'est,
											« Eh bien, on n'y est pas encore,
mais on n'est pas si mal. »
											Un cadre m'a dit, par exemple,
											« Oh, on n'est pas si mal.
											Un des membres de notre CA
est une femme. »
									","
											Luego de esa cobertura mediática,
											comenzamos a recibir llamadas
de directores ejecutivos
											que querían comprender mejor,
											especialmente, adivinen
sobre la diversidad de género.
											Suelo hacer esta pregunta 
para abrir los debates:
											""¿Qué opinas de la situación
actual de tu empresa?""
											Una respuesta frecuente es:
											""Bueno, aún no hemos logrado nada
pero ahí la llevamos"".
											Por ejemplo, un director me dijo:
											""No estamos tan mal,
											uno de los miembros de
la junta directiva es mujer"".
									",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
","
","
","
","
",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
											(Laughter)
									","
											(Risos)
									","
											(Kahkaha)
									","
											(Rires)
									","
											(Risas)
									",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
","
","
","
","
",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
											And you laugh —
									","
											Vocês riem-se...
									","
											Gülüyorsunuz —
									","
											Et vous riez...
									","
											Y se ríen...
									",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
","
","
","
","
",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkış)
									","
											(Applaudissements)
									","
											(Aplausos)
									",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
"
","
","
","
","
",How diversity makes teams more innovative,Rocío Lorenzo,11:05,"business,collaboration,data,creativity,gender,gender equality,leadership,innovation,society,women,work,women in business,diversity"
