es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
											Ahora, en mi línea de trabajo, tengo que jugar 
con algunas técnicas para explotar esto,
											jugar con su atención 
como si fuese un recurso limitado.
											Entonces, si pudiese controlar
cómo gastan su atención,
											si pudiese, quizás, robar su atención
a través de una distracción.
											Ahora bien, en lugar de desorientarlos
											y dirigirla a un costado,
											en cambio, me enfoco en Frank,
											para poder jugar con el Frank en sus cabezas,
											su pequeño guardia de seguridad,
											y atraparlos, no enfocándome
en sus sentidos externos,
											sino en los internos, por un momento.
											Si les pido que accedan un recuerdo, como...
¿qué es eso?
											¿Qué acaba de suceder?
¿Tienen una billetera?
											¿Tienen una American Express en su billetera?
											Y cuando lo hago, su Frank se da vuelta.
											Accede al archivo con esa información.
Tiene que retroceder la cinta.
											Y lo interesante es que 
no puede retroceder la cinta
											al mismo tiempo que intenta procesar
información nueva.
									","
											No meu trabalho, tenho de aplicar 
técnicas que explorem isto,
											jogar com a vossa atenção 
como um recurso limitado.
											Se eu conseguir controlar como 
prestam a vossa atenção,
											se eu conseguir roubar a vossa atenção 
com uma distracção,
											em vez de o fazer como uma desorientação,
											atirando-a para o lado,
											opto por me concentrar no Frank,
											poder brincar com o Frank na vossa cabeça,
											o vosso segurança,
											e, em vez de me focar 
nos vossos sentidos exteriores,
											vou aos sentidos interiores por instantes.
											Se vos pedir para acederem 
a uma memória, tipo,
											O que é isto? O que é que aconteceu? 
Têm uma carteira?
											Têm um American Express na carteira?
											Quando faço isso, o vosso Frank vira-se.
											Vai buscar o ficheiro. 
Tem de rebobinar a cassete.
											Mas não consegue rebobinar a cassete
											ao mesmo tempo que está 
a tentar processar novos dados.
									","
											Dans mon travail, je dois jouer avec 
certaines techniques pour exploiter cet aspect,
											pour jouer avec votre attention 
en tant que ressource limitée.
											Si je pouvais contrôler la manière 
dont vous utilisez votre attention,
											si je pouvais attirer votre attention 
par une distraction.
											Au lieu d'y parvenir 
en l'induisant en erreur
											et en la mettant de côté,
											je choisis, à la place, 
de me concentrer sur Frank,
											pour pouvoir jouer avec le Frank 
dans votre tête,
											votre petit gardien,
											et ça vous permet, au lieu de vous concentrer 
sur vos sens extérieurs,
											de vous intérioriser un instant.
											Si je vous demande de vous remémorer quelque chose, par exemple, quel est cet objet ?
											Qu'est-ce qui vient de se passer ? 
Avez-vous un portefeuille ?
											Y a-t-il une American Express à l'intérieur ?
											Pendant ce temps,
votre Frank se détourne.
											Il accède au dossier. 
Il doit rembobiner la cassette.
											Là où c'est intéressant, 
c'est qu'il ne peut pas rembobiner
											en même temps qu'il essaie 
de traiter de nouvelles données.
									","
											Für meine Arbeit muss ich 
mit diesen Techniken spielen,
											um die Begrenztheit 
Ihrer Aufmerksamkeit auszunutzen.
											Wenn ich also den Gebrauch
Ihrer Aufmerksamkeit steuern könnte,
											wenn ich Ihre Aufmerksamkeit 
vielleicht durch Ablenkung stehlen könnte.
											Doch anstatt es mittels Irreführung zu tun,
											und sie in eine andere Richtung zu lenken.
											konzentriere ich mich lieber auf Frank,
											also darauf, mit dem Frank
in Ihrem Kopf zu spielen,
											Ihrem kleinen Wachmann,
											und Ihre Aufmerksamkeit
von Ihren äußeren Sinnen
											kurzzeitig auf die inneren zu lenken.
											Wenn ich Sie also bitte, eine Erinnerung aufzurufen,
wie zum Beispiel, was ist das?
											Was ist gerade passiert? 
Haben Sie eine Brieftasche?
											Haben Sie eine American Express
in Ihrer Brieftasche?
											Und wenn ich das tue,
dreht sich Ihr Frank um.
											Er öffnet die Datei. 
Er muss das Band zurückspulen.
											Und das Interessante daran ist, dass er das
											nicht im selben Moment tun kann,
in dem er neue Daten verarbeitet.
									",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
","
","
","
",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
											Seguro, esta parece ser una buena teoría,
											pero podría hablar mucho tiempo 
y contarles muchas cosas,
											y pueden ser ciertas, al menos en parte,
											pero creo que es mejor, 
si puedo demostrárselos aquí.
											Si bajo, voy a hacer un poco de compras.
											Quédense donde están.
									","
											Isto parece uma boa teoria,
											mas eu podia falar horas,
contar-vos muitas coisas,
											e algumas até podiam ser verdade,
											mas acho melhor tentar 
mostrar-vos aqui ao vivo.
											Eu vou aí abaixo, vou fazer umas compras.
											Mantenham-se onde estão.
									","
											Sur le papier, 
ça a l'air bien,
											et je pourrais en parler pendant des heures,
vous dire plein de choses,
											certaines pourraient être vraies, 
en partie,
											mais je crois que c'est mieux si j'essaie 
de vous le montrer ici, en direct.
											Si je descends, je vais faire 
un peu de shopping.
											Restez où vous êtes 
et ne bougez pas.
									","
											Das klingt doch nach einer guten Theorie,
											aber ich könnte noch lange reden
und Ihnen viele Dinge erzählen,
											und sie könnten zutreffen, einige zumindest,
											doch ich finde es besser, 
das jetzt live zu demonstrieren.
											Ich komme jetzt runter
und bediene mich ein bisschen.
											Bleiben Sie einfach wo sie sind.
									",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
","
","
","
",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
											Hola, ¿cómo le va? Es un placer verlos.
											Hiciste un gran trabajo en el escenario.
											Tiene un bellísimo reloj
que no se quita fácilmente.
											¿Tiene su anillo también?
											Bien. Solo repaso el inventario. 
Son como un buffet.
											Es difícil saber dónde comenzar, 
hay tantas cosas buenas.
									","
											Olá, como está? Ainda bem que o vejo.
											Fez um bom trabalho no palco.
											Bonito relógio. Não sai muito facilmente.
											Também tem um anel?
											Estou só a ver. Isto parece um bufete.
											É difícil escolher por onde começar?
há tantas coisas boas.
									","
											Bonjour, ça va ? 
Ravi de vous voir.
											Vous étiez parfait sur la scène.
											Votre montre est belle, 
elle ne s'enlève pas facilement.
											Vous avez aussi une bague ?
											Bien. Je fais seulement l'inventaire.
Un buffet à vous seule.
											On ne sait pas par où commencer,
tout est génial.
									","
											Hallo, wie geht es Ihnen?
Schön Sie zu sehen.
											Sie waren wunderbar auf der Bühne.
											Sie haben eine hübsche Uhr,
die schwer runtergeht.
											Haben Sie auch einen Ring?
											Gut. Ich mache nur Inventur.
Sie sind wie ein Büffet.
											Ich weiß gar nicht, wo ich anfange soll,
es gibt so viele tolle Sachen.
									",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
","
","
","
",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
											Hola, ¿cómo estás? Es bueno verte.
									","
											Olá, como está? Prazer em vê-lo.
									","
											Salut, ça va ? 
Heureux de vous voir.
									","
											Hallo, wie geht es Ihnen?
Schön Sie zu sehen.
									",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
","
","
","
",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
											Hola, señor, ¿podría pararse por mí?
Justo allí donde está.
											Ah, es casado. 
Sigue muy bien las instrucciones.
											Un placer conocerlo, señor.
											No tiene mucho en sus bolsillos.
¿Tiene algo en este bolsillo de aquí?
											Con su suerte, sí. Siéntese.
Tome. Lo está haciendo bien.
									","
											Por favor, pode levantar-se? 
Aí mesmo onde está.
											Oh, é casado. Cumpre bem as ordens.
											Prazer em conhecê-lo.
											Não tem muitas coisas nos bolsos. 
Tem alguma coisa neste bolso?
											Espero que sim. 
Pode sentar-se. Está a ir muito bem.
									","
											Bonjour monsieur, pourriez-vous vous lever, 
s'il vous plaît ? Là où vous êtes.
											Oh, vous êtes marié.
Vous faites bien ce qu'on vous dit.
											Ravi de vous rencontrer, monsieur.
											Vous n'avez pas grand chose dans les poches.
Dans celle-ci, il y a quelque chose ?
											J'espère. Asseyez-vous. 
Voilà. Vous vous en sortez très bien.
									","
											Hallo, könnten Sie bitte aufstehen?
Einfach da, wo Sie schon sind.
											Oh, Sie sind verheiratet.
Sie gehorchen gut.
											Schön Sie kennenzulernen, mein Herr.
											Sie haben nicht viel in Ihren Taschen.
Ist da etwas in der Tasche hier unten?
											Hoffentlich. Setzen Sie sich. 
Sie machen das toll.
									",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
","
","
","
",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
											Hola, señor, ¿cómo le va?
											Es bueno verlo, señor.
Tiene un anillo y un reloj.
											¿Tiene una billetera?
Joe: No.
											Apollo Robins: Bueno, ya le encontraremos una.
											Venga por aquí, Joe.
											Démosle un gran aplauso a Joe.
											Suba por aquí Joe. Vamos a jugar.
									","
											Olá, como está?
											É bom vê-lo. Tem um anel, um relógio.
											Tem uma carteira?
Joe: Não tenho.
											AR: Vamos arranjar-lhe uma.
											Venha por aqui, Joe.
											Dêem ao Joe uma salva de palmas.
											Venha Joe. Vamos jogar um jogo.
									","
											Bonjour, monsieur, 
comment allez-vous ?
											Ravi de vous voir, monsieur. 
Vous avez une bague, une montre.
											Vous avez un portefeuille sur vous ?
Joe : Non.
											Apollo Robbins : 
Eh bien, on va vous en trouvez un.
											Venez par ici, Joe.
											Applaudissez Joe.
											Venez avec moi Joe. 
On va jouer à un jeu.
									","
											Hallo, mein Herr, wie geht es Ihnen?
											Schön Sie zu sehen, mein Herr.
Sie haben einen Ring, eine Uhr.
											Haben Sie eine Brieftasche bei sich?
Joe: Nein, habe ich nicht.
											Apollo Robbins: Na, wir 
finden schon eine für Sie.
											Kommen Sie hier entlang, Joe.
											Applaus für Joe, bitte.
											Kommen Sie mit, Joe. 
Lassen Sie uns ein Spiel spielen.
									",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
","
","
","
",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Beifall)
									",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
","
","
","
",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
											Discúlpeme.
									","
											Com licença.
									","
											Excusez-moi.
									","
											Verzeihen Sie.
									",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
","
","
","
",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
											Creo que no necesito pulsador.
Puede quedárselo.
											Muchas gracias.
Se lo agradezco.
									","
											Acho que já não preciso deste comando.
											Muito obrigado. Agradeço.
									","
											Je n'ai plus besoin de la télécommande.
Vous pouvez la récupérer.
											Merci beaucoup. 
Je vous en suis reconnaissant.
									","
											Ich glaube, die Fernsteuerung 
brauch ich nicht mehr.
											Vielen Dank. Das weiß ich zu schätzen.
									",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
","
","
","
",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
											Vamos al escenario, Joe.
Vamos a jugar un jueguito ahora.
											¿Tiene algo en sus bolsillos delanteros?
Joe: Dinero.
											AR: Dinero. Muy bien, intentémoslo.
											¿Puede pararse por aquí por favor?
											Dese vuelta y, veamos.
											Si le doy algo que me pertenece,
											es solo algo que tengo, una ficha de póquer.
											Saque su mano por mí.
Mírela un poco de cerca.
											Esta es una tarea en la que debe enfocarse.
											¿Tiene dinero en este bolsillo de adelante?
Joe: Sip.
											AR: Bien. No voy a meter mi mano en su bolsillo.
											No estoy listo para ese tipo de compromiso.
											Una vez un tipo tenía un agujero en el bolsillo,
											y fue bastante traumático para mí.
											Estaba buscando su billetera
y terminó dándome su número de teléfono.
											Fue un gran problema de comunicación.
									","
											Venha para o palco Joe. 
Vamos jogar um jogo.
											Tem alguma coisa nos bolsos da frente?
Joe: Dinheiro.
											AR: Dinheiro. Muito bem, 
vamos tentar isso.
											Pode passar para este lado?
											Volte-se e, vejamos,
											se eu lhe der uma coisa que me pertence,
											é só uma coisa que tenho aqui, 
uma ficha de poquer.
											Estenda a mão. Olhe-a de perto.
											Esta é uma tarefa para se concentrar.
											- Tem o dinheiro aqui no bolso da frente?
- Tenho.
											AR: Eu não vou meter a mão no seu bolso.
											Não quero correr riscos.
											Uma vez um tipo tinha um buraco no bolso
											e fiquei traumatizado.
											Queria a carteira dele,
deu-me o número de telefone.
											Grande falta de comunicação.
											(Risos)
									","
											Venez sur l'estrade, Joe.
On va jouer à un petit jeu.
											Vous avez quelque chose dans vos poches?
Joe: De l'argent.
											AR: De l'argent. 
D'accord, on essaie.
											Pouvez-vous vous tenir là ?
											Tournez-vous, et voyons,
											si je vous donne quelque chose 
qui m'appartient,
											c'est juste un truc que j'ai,
un jeton de poker.
											Tendez la main. 
Regardez-le attentivement.
											Vous devez vous concentrer 
sur cette tâche.
											Votre argent est dans cette poche de devant ?
Joe : Oui.
											AR : Bien. Je ne vais pas vraiment 
mettre la main dans votre poche.
											Je ne suis pas encore prêt à ça.
											Une fois, 
un gars avait un trou dans sa poche,
											et l'expérience a été traumatisante 
pour moi.
											Je cherchais son portefeuille, 
il m'a donné son numéro de téléphone.
											Gros malentendu.
									","
											Kommen Sie mit auf die Bühne, Joe.
											Haben Sie irgendetwas in Ihren vorderen Taschen?
Joe: Geld.
											AR: Geld. Gut, lassen Sie uns das versuchen.
											Können Sie sich dort hinstellen?
											Drehen Sie sich um, mal sehen,
											wenn ich Ihnen etwas gebe, 
das mir gehört,
											wie zum Beispiel einen Pokerchip.
											Strecken Sie Ihre Hand aus.
Sehen Sie ihn genau an.
											Sie konzentrieren sich bitte auf diese Aufgabe.
											Sie haben also Geld in Ihrer vorderen Hosentasche?
Joe: Ja.
											AR: Gut. Ich werde meine Hand nicht
in Ihre Hosentasche stecken.
											Für diese Art von Beziehung 
bin ich noch nicht bereit.
											Einmal hatte ein Mann 
ein Loch in der Tasche,
											was ziemlich traumatisierend für mich war.
											Ich suchte seine Brieftasche
und er gab mir seine Nummer.
											Das war ein großes Missverständnis.
									",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
"
","
","
","
",The art of misdirection,Apollo Robbins,8:47,"crime,entertainment"
