en,pt,es,tr,fr,title,speaker,duration,tags
"
											So I took a huge leap of faith
											and founded my own organization in '94
											to create our very own platform
for women empowerment.
											I engaged many women and girls
to work with me.
											It was hard.
											Many of the women working with me
had to leave once they got married,
											because their husbands
wouldn't let them work.
											One colleague of mine
was given away by her family
											to make amends for a crime
her brother had committed.
											I couldn't help her.
											And I felt so helpless at that time.
											But it made me more determined
to continue my struggle.
											I saw many practices like these,
											where these women suffered silently,
bearing this brutality.
											But when I see a woman
											struggling to change her situation
instead of giving up,
											it motivates me.
									","
											Por isso, dei um salto de confiança,
											e fundei a minha própria
organização em 1994,
											para criar a minha própria plataforma
para dar poder às mulheres.
											Envolvi muitas mulheres e raparigas
para trabalhar comigo.
											Foi difícil.
											Muitas das mulheres que trabalhavam comigo
deixavam-nos assim que se casavam,
											porque os maridos
não as deixavam trabalhar.
											Uma colega minha foi dada pela família
											para pagar um crime
que o irmão tinha cometido.
											Eu não a podia ajudar.
											E sentia-me impotente ao mesmo tempo.
											Mas isto tornou-me mais determinada
para continuar a minha batalha.
											Vi muitas práticas como estas,
											em que as mulheres sofriam em silêncio, 
suportando esta brutalidade.
											Mas quando vejo uma mulher
											a lutar para mudar a sua situação
em vez de desistir,
											isso motiva-me.
									","
											Así que decidí arriesgarme
											y fundé mi propia organización en 1994,
											para crear nuestra propia plataforma
para potenciar a las mujeres.
											Llamé a muchas mujeres y chicas
para que trabajaran conmigo.
											Fue duro.
											Muchas de las mujeres que trabajaban 
conmigo debían dejarlo cuando se casaban,
											porque sus esposos 
no las dejaban trabajar.
											Una de mis colegas había 
sido entregada por su familia
											como compensación por un crimen
que había cometido su hermano.
											No la pude ayudar.
											Y en ese momento me sentí muy impotente.
											Pero eso me convenció aún más
para continuar con mi lucha.
											Vi muchas prácticas como esta,
											donde estas mujeres sufrían en silencio,
soportando esta brutalidad.
											Pero cuando veo una mujer
											luchando por cambiar su situación
en lugar de rendirse,
											eso me motiva.
									","
											Ben de büyük bir inanç sıçraması yapıp
											kadınları kalkındırmak için
											1994'de kendi organizasyonumu kurdum.
											Benimle çalışacak birçok kadın buldum.
											Bu çok zordu.
											Bir çok kadın evlendiklerinde
işi bırakmak zorunda kaldılar
											çünkü kocaları izin vermiyordu.
											Bir iş arkadaşım
kendi ailesi tarafından
											erkek kardeşinin işlediği bir suça
bedel olarak gelin verildi.
											Ona yardım edemedim.
											O zaman kendimi çok çaresiz hissettim.
											Ama bu benim mücadelemde 
daha kararlı olmamı sağladı.
											Bunun gibi birçok olayda
											kadınlar sessizce bu zulümlere 
katlandıklarını gördüm.
											Ne zaman pes etmek yerine 

											durumunu değiştirmeye çalışan
											bir kadın görsem motive olurum.
									","
											Donc, par un immense acte de foi,
											j'ai fondé ma propre organisation en 1994
											afin de créer notre propre plateforme
d'émancipation des femmes.
											J'ai recruté beaucoup de femmes
et de filles pour travailler avec moi.
											Ça a été difficile.
											Beaucoup de femmes qui travaillaient
avec moi ont dû arrêter après leur mariage
											parce que leur mari ne voulait pas
qu'elles travaillent.
											Une de mes collègues
a été offerte en cadeau par sa famille
											pour racheter un crime
que son frère avait commis.
											Je n'ai pas pu l'aider,
											et je me suis sentie
si impuissante à cette occasion.
											Mais cela m'a rendu encore plus déterminée
à continuer mon combat.
											Des pratiques comme celle-ci,
j'en ai vu beaucoup,
											où ces femmes enduraient
cette brutalité en silence.
											Mais, quand je vois une femme
lutter pour changer sa situation
											au lieu d'abandonner,
cela me donne de la force.
									",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
","
","
","
","
",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
											So I ran for a public office
											as an independent candidate in Lower Dir
											in the local elections in 2001.
											Despite all the challenges and hurdles
I faced throughout this process, I won.
									","
											Por isso, candidatei-me
a um cargo público
											como candidata independente em Lower Dir,
											nas eleições locais de 2001.
											Apesar de todos os problemas e obstáculos 
durante o processo, ganhei.
									","
											Así que me postulé para un cargo público
											como candidata independiente 
en el distrito del Bajo Dir
											en las elecciones locales de 2001.
											A pesar de los desafíos y obstáculos
que enfrenté durante este proceso, gané.
									","
											2001'de yerel seçimlerde
											Aşağı Dir'den
bağımsız aday olarak
											belediye meclis seçimlerine katıldım.
											Bütün güçlüklere ve engellemelere 
rağmen kazandım.
									","
											Donc, je me suis présentée
											en tant que candidate indépendante
											aux élections locales
du Lower Dir, en 2001.
											Malgré tous les défis et les obstacles
rencontrés tout au long de ce processus,
											j'ai été élue.
									",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
","
","
","
","
",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaudissements)
									",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
","
","
","
","
",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
											And I served in the public
office for six years.
											But unfortunately,
											we women, elected women,
											we were not allowed to sit in the council
together with all the members
											and to take part in the proceedings.
											We had to sit in a separate,
ladies-only room,
											not even aware what
was happening in the council.
											Men told me
											that, ""You women, elected women members,
											should buy sewing machines for women.""
											When I knew what they needed the most
was access to clean drinking water.
											So I did everything I could do
											to prioritize the real challenges
these women faced.
											I set up five hand pumps
in the two dried up wells in my locality.
											Well, we got them working again.
											Before long, we made water accessible
for over 5,000 families.
											We proved that anything the men could do,
											so could we women.
											I built alliances
with other elected women members,
											and last year,
											we women were allowed to sit together
with all the members in the council.
									","
											Mantive-me nesse cargo público
durante seis anos.
											Mas infelizmente,
											nós mulheres, as mulheres eleitas,
											não éramos autorizadas a sentar-nos
no conselho, com todos os outros membros
											e tomar parte nas deliberações.
											Tínhamos de nos sentar em separado,
numa sala só para mulheres,
											sem ter noção do que se passava 
no conselho.
											Os homens diziam-me:
											""Vocês mulheres, 
mulheres membros eleitos,
											""deviam comprar máquinas
de costura para as mulheres"".
											Quando eu sabia que o que elas 
mais precisavam era acesso a água potável.
											Por isso fiz o que podia fazer
											para dar prioridade aos problemas reais
que estas mulheres enfrentavam.
											Instalei cinco bombas manuais
nos dois poços secos na minha localidade.
											E conseguimos pô-los
a trabalhar outra vez.
											Tornámos a água acessível
a mais de 5000 famílias.
											Provámos que tudo
o que os homens podiam fazer,
											as mulheres também conseguiam.
											Formei alianças
com outras mulheres eleitas,
											e, no último ano,
											as mulheres foram autorizadas
a sentar-se com os membros do conselho.
									","
											Y estuve en ese cargo público 
durante seis años.
											Pero, desafortunadamente,
											a nosotras, las mujeres electas,
											no se nos permitía sentarnos en 
el concejo con todos los miembros
											y participar en los debates.
											Debíamos sentarnos en una sala 
aparte, solo para damas,
											sin saber lo que pasaba en el concejo.
											Los hombres me dijeron:
											""Uds., las mujeres electas,
											deberían comprar máquinas
de coser para mujeres"".
											Y yo sabía que lo que más necesitaban
era el acceso al agua potable.
											Así que hice todo lo que pude
											para dar prioridad a los desafíos reales
que enfrentaban estas mujeres.
											Instalé cinco bombas manuales en
los dos pozos secos de mi localidad.
											Bien, conseguimos que 
funcionaran otra vez.
											En poco tiempo hicimos que 5000 familias
tuvieran acceso al agua.
											Probamos que cualquier cosa
que pudieran hacer los hombres
											nosotras también podíamos hacerlas.
											Hice alianzas con otras mujeres electas,
											y el año pasado
											nos permitieron sentarnos con 
todos los miembros del concejo.
									","
											Belediye meclisinde
altı yıl hizmet verdim.
											Ancak maalesef ki
											kadınlar seçilmiş de olsalar
											erkeklerle birlikte kurula katılmalarına
											ve onlarla oturmalarına izin yoktu.
											Ben de kadınlara özel odada
oturmak zorunda kalıyordum
											ve kurulda olup bitenden
haberim bile olmuyordu.
											Erkekler bana,
											""Siz kadınlar, seçilmiş kadın üyeler
											kadınlar için dikiş makinası alın."" 
diyordu.
											Bense en çok ihtiyaç olanın
temiz su erişimi olduğunu biliyordum.
											Ben de kadınların yüzleştikleri
gerçek zorluklara
											dikkat çekmek için
elimden geleni yapıyordum.
											Kendi yöremde kurumuş olan 
iki kuyu için beş el pompası kurdum.
											Kuyuları tekrar çalıştırdık.
											Çok geçmeden kuyular 
5.000 aileye su sağladı.
											Erkeklerin yaptığı herhangi bir şeyi
											kadınların da yapabileceğini 
ispat etmiş olduk.
											Diğer seçilmiş kadınlarla birlikte 
ittifaklar oluşturdum
											ve geçen sene kadınlara
											kurulda bütün üyelerle birlikte 
oturma izni verildi.
									","
											Et j'ai assumé cette charge
publique pendant six ans.
											Mais malheureusement,
nous les femmes, femmes élues,
											nous n'étions pas autorisées
à siéger au Conseil
											en compagnie de tous les membres
											afin de participer aux débats.
											Nous devions rester dans une pièce
séparée réservée aux femmes,
											incapables de savoir
ce qui se passait dans le Conseil.
											Les hommes m'ont dit :
											« Vous, les députées,
											vous devriez acheter des machines
à coudre pour les femmes »,
											quand je savais pertinemment
que ce dont elles avaient le plus besoin,
											c'était un accès à l'eau potable.
											Donc, j'ai fait tout ce que je pouvais
											pour répondre en priorité
aux difficultés réelles de ces femmes.
											J'ai installé cinq pompes manuelles

											dans les deux puis desséchés
dans ma localité.
											Cela a permis de les faire
fonctionner de nouveau.
											En peu de temps, nous sommes
parvenues à rendre l'eau accessible
											à plus de 5 000 familles.
											Nous avons prouvé que tout
ce que les hommes peuvent faire,
											pouvait aussi être fait par les femmes.
											J'ai construit des partenariats
avec d'autres femmes élues,
											et l'année dernière,
											nous, les femmes, avons pu siéger
au Conseil avec tous les autres membres...
									",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
","
","
","
","
",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaudissements)
									",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
","
","
","
","
",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
											And to take part in the legislation
and planning and budgeting,
											in all the decisions.
											I saw there is strength in numbers.
											You know yourselves.
											Lack of representation
means no one is fighting for you.
											Pakistan is —
											We're 8,000 miles away
from where I'm here with you today.
											But I hope what I'm about to tell you
will resonate with you,
											though we have this big distance
in miles and in our cultures.
									","
											E a tomar parte na legislação,
no planeamento e orçamento
											e em todas as decisões.
											Vi que há força nos números.
											Vocês também sabem isso.
											A falta de representação significa
que ninguém está a lutar por nós.
											O Paquistão está a 13 000 km
											do local onde nos encontramos hoje.
											Mas espero que o que vos vou dizer
vos impressione,
											apesar desta distância
de quilómetros nas nossas culturas.
									","
											Y participar en la legislación,
en el planeamiento y en el presupuesto,
											en todas las decisiones.
											Vi que ser numeroso fortalece.
											Ya lo saben.
											La ausencia de representación significa
que nadie lucha por Uds.
											Pakistán es...
											está a casi 13 000 km
de donde estoy hoy aquí, con Uds.,
											pero espero que lo que 
les contaré resonará en Uds.,
											aunque tengamos esta gran distancia 
en kilómetros y en nuestras culturas.
									","
											Mevzuat, planlama ve bütçelemede
											tüm kararlarda kadınların
katılımı da sağlandı.
											Birlikten kuvvet doğduğunu gördüm.
											Kendiniz de bilirsiniz.
Temsil eksikliği demek
											kimsenin sizin için 
mücadele etmemesi demek.
											Pakistan size
											13.000 km uzakta.
											Umarım ki size şimdi anlatacaklarım
aramızdaki yer ve kültür farklarını aşar
											ve sizde yankı bulur.
									","
											... et participer à la préparation
des textes de lois,
											et aux processus de planification
et de budgétisation
											dans toutes les décisions.
											J'ai découvert que l'union fait la force.
											Vous aussi, vous le savez.
											Si vous n'êtes pas représenté,
											cela veut dire que personne
ne lutte pour vos droits.
											Le Pakistan
											est à plus de 12 000 km d'ici.
											Mais j’espère que
ce que je vais vous raconter
											vous va trouver un écho chez vous,
											malgré la grande distance en kilomètres
et aussi culturelle qui nous sépare.
									",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
","
","
","
","
",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
