en,fr,pt,tr,de,title,speaker,duration,tags
"
","
","
","
","
",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
											So I've spent the last
eight years on a mission
											to push our democracy
into the 21st century.
											Now, one of the most common approaches
to election modernization
											is advocating for policy change,
											and that's an incredibly important
piece of the strategy
											for building a system where millions
of more people become voters.
											But I've taken a different approach.
											I focused on a critical
yet largely untapped resource
											for election modernization:
											local election officials.
											I work with thousands of local
election officials across the country
											to build tools and skills
that they can use immediately
											to transform the way
that they're engaging today's voters.
											Folks like Kat and Marie.
											Kat and Marie have worked together
for years in a windowless office
											in the basement of the Mercer County
Courthouse in West Virginia.
											Together, they have
a tremendous responsibility.
											They're local election officials serving
Mercer County's 40,000 registered voters.
									","
											J'ai dédié les huit
dernières années à une mission
											pour faire avancer notre démocratie
jusqu'au XXIe siècle.
											L'une des approches les plus courantes
de la modernisation des élections
											est de prôner un changement de politique,
											et c'est une stratégie
incroyablement importante
											pour créer un système
											où des millions de personnes de plus
deviendront électeurs.
											Mais j'ai adopté une autre approche.
											Je me suis concentrée sur une ressource
cruciale et largement inexploitée
											pour la modernisation des élections :
											les responsables locaux des élections.
											Je travaille avec des milliers
de responsables locaux des élections
											dans tout le pays
											pour développer des outils et compétences
qu'ils peuvent utiliser immédiatement
											pour transformer la façon
dont ils impliquent les électeurs.
											Des gens comme Kat et Marie.
											Kat et Marie ont travaillé ensemble
durant des années
											dans un bureau sans fenêtre
											dans le sous-sol d'un palais de justice
de Virginie-Occidentale.
											Ensemble, elles ont
une énorme responsabilité.
											Elles sont les responsables locales
des élections pour 40 000 électeurs.
									","
											Assim, passei os últimos oito anos 
numa missão
											de empurrar a nossa democracia 
para o século XXI.
											Uma das abordagens mais comuns 
no que toca à modernização eleitoral
											é apelar a mudanças políticas,
											e essa é uma parte
muito importante da estratégia
											para criar um sistema em que milhões
de pessoas se tornem votantes.
											Mas eu segui outra abordagem.
											Eu foquei-me num recurso crítico 
mas ainda largamente inexplorado
											para a modernização eleitoral:
											funcionários eleitorais locais.
											Eu trabalho com milhares de funcionários 
eleitorais locais em todo o país
											na criação de ferramentas e competências
que podem utilizar imediatamente
											alterando o processo de envolvimento
dos votantes de hoje.
											Pessoas como a Kat e a Marie.
											A Kat e a Marie trabalham juntas 
há anos num escritório sem janelas
											na cave do Tribunal do Condado 
de Mercer na West Virginia.
											Juntas, possuem
uma tremenda responsabilidade.
											São funcionárias eleitorais e servem 40 000
eleitores registados no Condado de Mercer.
									","
											Bu yüzden demokrasimizi
21. yüzyıla taşımak için
											sekiz yıldır bir görev sürdürüyorum.
											Seçimleri modernize etmek için
kullanılabilen yaygın yaklaşımlardan biri
											politika değişikliklerini savunmak,
											bu da milyonlarca insanın 
oy kullanmasını sağlayan
											bir sistem inşa etmek için kullandığımız
stratejinin önemli bir parçası.
											Ancak ben farklı bir yaklaşım benimsedim.
											Seçimleri modernize etmek için kritik
											ama daha önce hiç kullanılmamış
bir kaynağa odaklandım:
											Yerel seçim memurları.
											Günümüzdeki seçmenlerle ilgilenirken 
kullandıkları yöntemi değiştirmek için
											anında kullanabilecekleri araç 
ve yetenekleri geliştirmek amacıyla
											ülke çapında binlerce
yerel seçim memuruyla çalışıyorum.
											Mesela, Kat ve Marie.
											Kat ve Marie yıllarca West Virginia'daki
Mercer County Mahkemesi'nin
											bodrum katında
penceresiz bir ofiste çalışıyorlar.
											Beraber büyük bir sorumluluğun altındalar.
											Mercer County'de 40.000 
kayıtlı seçmene hizmet veriyorlar.
									","
											Ich brachte die letzten acht Jahre
also mit der Mission zu,
											unsere Demokratie
ins 21. Jahrhundert zu ""schubsen"".
											Einer der gängigsten Ansätze
für Wahlmodernisierung
											ist der Einsatz für einen Politikwechsel.
											Das ist eine sehr wichtige Strategie
für den Aufbau eines Systems,
											wo weitere Millionen Leute wählen gehen.
											Aber mein Ansatz war anders:
											Ich konzentrierte mich auf ein wichtiges,
											aber weithin ungenutztes Mittel
zur Wahlmodernisierung:
											kommunale Wahlleiter.
											Gemeinsam mit tausenden
kommunalen Wahlleitern im ganzen Land
											baue ich Mittel und Fähigkeiten auf,
die sie sofort nutzen können,
											um die Motivierung heutiger Wähler
grundlegend zu verändern.
											Leute wie Kat und Marie.
											Kat und Marie arbeiten seit Jahren
in einem fensterlosen Büro
											im Keller des Gerichtsgebäudes
von Mercer County, West Virginia.
											Zusammen haben sie enorme Verantwortung.
											Als kommunale Wahlleiter in Mercer County
											stehen sie 40.000
eingetragenen Wählern zu Diensten.
									",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
","
","
","
","
",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
											Local election officials
are the public servants
											that do the day-to-day work
that makes our election system function.
											When you fill out
a voter-registration form,
											they're the folks that process them
and add you to the rolls.
											They're the folks who buy the technology
that we use to cast and count ballots.
											They recruit and train the volunteers
at your local polling place.
											And they're the official
nonpartisan source
											for informing people
in their communities about how to vote.
											And unlike other countries
											where there's some form
of centralized election authority,
											in the US,
											there are 7,897 different county
and municipal offices,
											like Kat and Marie's,
											that each have an independent role
in administering elections.
											Yes, that's nearly 8,000
slightly different ways
											that you might experience voting
based on where you happen to live.
									","
											Ces responsables sont les fonctionnaires
											réalisant le travail quotidien permettant
à notre système électoral de fonctionner.
											Quand vous remplissez
un formulaire d'inscription,
											ce sont eux qui le traitent
et vous ajoutent sur les listes.
											Ce sont eux qui achètent la technologie
utilisée pour voter et compter les votes.
											Ils recrutent et forment les bénévoles
de votre bureau d'élection local.
											Et ce sont des sources
officielles non partisanes
											informant les gens dans leurs communautés
sur comment voter.
											Contrairement aux autres pays
											où il y a une autorité
électorale centrale,
											aux États-Unis,
											il y a 7 897 bureaux
cantonaux et municipaux,
											comme celui de Kat et Marie,
											qui ont tous un rôle indépendant
dans la gestion des élections.
											Oui, ce sont près de 8 000 façons
légèrement différentes
											de voter en fonction d'où vous vivez.
									","
											Esses funcionários locais
são os servidores públicos
											cujo trabalho diário faz funcionar
o nosso sistema eleitoral.
											Quando preenchemos o registo eleitoral,
											são eles que o processam
e nos adicionam aos cadernos eleitorais.
											São eles que compram a tecnologia
que usamos para votar e contar os votos.
											Eles recrutam e formam os voluntários
presentes nos locais de voto.
											E são a fonte oficial não partidária
											para informar as suas comunidades 
sobre como votar.
											E ao contrário de outros países
											onde há uma autoridade eleitoral 
de certa forma centralizada,
											nos EUA,
											existem 7897 diferentes departamentos
nos condados e municípios,
											como o da Kat e da Marie,
											e cada um tem um papel independente 
na realização das eleições.
											Sim, são quase 8000 maneiras diferentes
											de exercer o direito de voto, 
dependendo de onde vivemos.
									","
											Yerel seçim memurları
oylama sistemimizin işleyişini sağlayan,
											günlük işlerle ilgilenen 
kamu görevlileridir.
											Seçmen kayıt formu doldurduğunuzda
											onlar formları işleme koyan 
ve sizi listeye ekleyen kişiler.
											Sandıkları toplayan ve saymakta kullanılan
teknolojiyi satın alan kişiler.
											Yerel seçim merkezinde 
gönüllüleri kabul eder ve eğitim verirler.
											Topluluklarda nasıl
oy kullanılacağını anlatan
											herhangi bir partiye
üye olmayan memurlar.
											Merkezi bir seçim otoritesine sahip olan
											diğer ülkelerden farklı olarak
											Birleşik Devletler'de
											Kate ve Marie'ninki gibi
											seçim yönetmek için
bağımsız role sahip
											7.897 farklı belediye ve ilçe ofisi var.
											Nerede yaşadığınıza bağlı olarak
oy kullanmayı tecrübe edebileceğiniz
											neredeyse 8.000 farklı yol var.
									","
											Kommunale Wahlleiter
sind die Staatsbeamten,
											die die tägliche Arbeit machen,
die unser Wahlsystem am Laufen hält.
											Wenn Sie eine Wahlregistrierung ausfüllen,
											bearbeiten die Wahlleiter sie
und fügen Sie zur Wahlliste hinzu.
											Diese Leute kaufen die Technik,
die Stimmzettel aufnimmt und zählt.
											Sie werben Freiwillige
für Wahllokale an und bilden sie aus.
											Sie sind offizielle,
unparteiische Gewährsleute,
											die den Menschen in ihren Gemeinden
den Wahlprozess erklären.
											Anders als in Ländern
mit zentralisierten Wahlbehörden
											existieren in den USA
7.897 verschiedene Gemeindebüros,
											wie das von Kat und Marie,
											die jeweils eine unabhängige Rolle
bei der Wahlorganisation haben.
											Das sind fast 8.000
leicht variierende Arten,
											eine Wahl wahrzunehmen,
je nachdem wo man lebt.
									",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
","
","
","
","
",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
											When I was talking with Kat and Marie,
											like so many election officials
that I talk with in rural towns
											and in major cities alike,
											they were deeply proud of getting
to help people in their communities,
											but they were also worried.
											All of the new tools that people
were using to get information —
											the internet, social media —
											they were difficult to figure out
how to use effectively.
											And they felt like they weren't fully
meeting the needs of Mercer County voters.
											One thing that they really wished
that they had was a website
											so they could create a hub
											with information about
how to register in upcoming elections,
											and a place to put election results.
											See, at the time,
when voters had questions,
											they had to either call
or visit their office,
											which meant that Kat and Marie
were inevitably answering
											the same questions over and over again,
											which is both a superinefficient
use of their time,
											but also created totally unnecessary
barriers for voters
											when that information
could just live online.
									","
											Quand j'ai parlé avec Kat et Marie,
											comme tant de responsables locaux
des élections dans les localités rurales
											et dans les grandes villes,
											elles étaient très fières de pouvoir aider
les gens dans leurs communautés
											mais elles étaient également inquiètes.
											Les nouveaux outils utilisés
pour obtenir des informations —
											internet, les réseaux sociaux —
											il est difficile de déterminer
comment les utiliser efficacement.
											Elles avaient l'impression
											de ne pas entièrement satisfaire
les besoins des électeurs.
											Une chose qu'elles auraient aimé avoir,
c'est un site internet
											afin de créer une plateforme
											avec des informations sur comment
s'inscrire pour les élections
											et un endroit où mettre
les résultats des élections.
											A l'époque, quand les électeurs
avaient des questions,
											ils devaient soit appeler,
soit se rendre à leur bureau,
											ce qui signifie que Kat et Marie
répondaient inévitablement
											aux mêmes questions à maintes reprises,
											ce qui est une façon très inefficace
d'utiliser leur temps
											mais qui a aussi créé des barrières
superflues pour les électeurs
											quand cette information
pouvait être en ligne.
									","
											Quando falava com a Kat e a Marie,
											— como falo com outros funcionários
eleitorais, tanto em meios rurais
											como em grandes cidades —
											elas estavam muito orgulhosas por poderem 
ajudar as pessoas nas suas comunidades,
											mas estavam também preocupadas.
											Os novos meios que as pessoas
usam para receber informação
											— a Internet, as redes sociais —
											são difíceis de perceber
como usá-las de forma eficaz.
											Elas sentiam que não cumpriam
as necessidades dos votantes de Mercer.
											Algo que queriam muito ter
era um ""website""
											para criar uma plataforma
com informações
											sobre como registar-se
para eleições futuras,
											e um local para colocar
os resultados eleitorais.
											Na altura, quando os eleitores
tinham perguntas,
											tinham de telefonar
ou ir ao escritório delas,
											o que significava que elas 
estavam sempre a responder
											às mesmas perguntas vezes sem conta,
											o que, não só é um uso 
ineficiente do seu tempo,
											mas também criava barreiras
desnecessárias aos eleitores
											quando essa informação 
podia estar disponível ""online"".
									","
											Birçok büyük şehirdeki
											ve kırsal kesimdeki seçim memurları gibi
											Kat ve Marie ile konuştuğumda da
											topluluktakilere yardım ettikleri için
oldukça gurur duyduklarını belirtiyorlar
											ancak aynı zamanda endişeliler.
											İnternet, sosyal medya gibi
											insanların bilgi edindikleri 
tüm yeni araçları
											nasıl etkili kullanacaklarını
çözmekte zorlanıyorlar.
											Mercer ilçe seçmenlerinin ihtiyaçlarını 
karşılayamadıklarını düşünüyorlar.
											Bir internet sitelerinin olmasını
gerçekten çok istiyorlardı.
											Böylece gelecek seçimlere nasıl
kaydolacakları hakkında bilgi veren
											ve seçim sonuçlarının yer aldığı
bir merkez kurabileceklerdi.
											Seçmenler bir sorunla karşılaştığında
											ya ofisi ziyaret etmek 
ya da telefonla aramak zorundaydılar.
											Bu, bilgiler internette yer alabilecekken
											Kat ve Marie'nin aynı soruları 
kaçınılmaz bir şekilde
											tekrar tekrar
cevaplamaları anlamına geliyordu.
											Bu da büyük bir zaman kaybıydı.
											Aynı zamanda seçmenlere de
gereksiz engeller oluşturuyordu.
									","
											Kat und Marie waren wie viele Wahlleiter,
											mit denen ich in ländlichen Gegenden
und Städten spreche,
											sehr stolz, den Menschen
in ihrer Gemeinde zu helfen.
											Aber sie waren auch besorgt.
											All die neuen, beliebten Hilfsmittel
zur Informationsbeschaffung,
											wie Internet und soziale Medien,
											ließen sich nicht so einfach
wirkungsvoll einsetzen.
											Sie erfüllten die Bedürfnisse der Wähler
in Mercer County nicht richtig.
											Sie wünschten sich eine Webseite
											als Knotenpunkt für Informationen
zur Anmeldung zu einer bevorstehenden Wahl
											und zur Anzeige der Wahlergebnisse.
											Wenn Wähler damals Fragen hatten,
											mussten sie ihr Büro
anrufen oder aufsuchen,
											sodass Kat und Marie dieselbe Frage
zwangsläufig mehrfach beantworteten,
											was gleichzeitig Zeitverschwendung
und eine unnötige Hürde für Wähler war,
											weil diese Information eigentlich
im Internet zugänglich sein könnte.
									",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
","
","
","
","
",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
											And Mercer County wasn't alone.
											At the time, they were one
of 966 counties in the US
											that had no voting information online.
											I'll let that sink in.
											They were one of the nearly one-third
of counties in the US
											that had no place online
											to find official information
about how to vote.
									","
											Le comté de Mercer n'était pas le seul.
											A l'époque, c'était l'un
des 966 comtés américains
											sans informations électorales en ligne.
											Je vous laisse le temps de réaliser.
											Il y avait près d'un tiers
des comtés américains
											sans espace en ligne
											où trouver les informations officielles
sur comment voter.
									","
											E o Condado de Mercer não era único.
											Na altura, era apenas
um dos 966 condados nos EUA
											sem informação eleitoral ""online"".
											Pensem nisso.
											Era um dos quase um terço
dos condados nos EUA
											que não tinha um ""website""
											onde encontrar informação 
oficial sobre como votar.
									","
											Mercer ilçesi yalnız değildi.
											Birleşik Devletler'de 
seçmen bilgisi olmayan
											966 ilçeden biriydi.
											Bunu kavramanız için size süre veriyorum.
											Nasıl oy kullanılacağına dair bilgi veren
											mecraları olmayan 
Birleşik Devletler'deki ilçelerin
											yaklaşık olarak üçte birinden biriydi.
									","
											Mercer County war nicht allein
mit diesem Problem.
											Damals war es eines
von 966 Countys in den USA,
											die keine Wahlinformationen
im Internet bereitstellten.
											Ich lass das mal sacken.
											Sie gehörten zu den rund 30 %
der Countys in den USA,
											von denen es im Internet keine
offiziellen Wahlinformationen gab.
									",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
","
","
","
","
",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
											To Kat and Marie, not having
and election website was unacceptable,
											but they didn't have very many options.
											They didn't have the budget
to hire a web developer,
											they didn't have the expertise
to build a site themselves,
											so they went without.
											And 40,000 voters
in Mercer County went without.
											We're in a moment where we have
an unprecedented opportunity
											to transform civic engagement.
											Technology is revolutionizing
science and industry.
											It's already transformed
how we connect with one another
											and understand the world around us,
											but our democratic institutions —
											they're being left behind.
											The US is one of the few
major democracies in the world
											that puts the onus of voter registration
on the individual voter,
											rather than the government.
											The rules that govern how to vote
vary from state to state,
											and sometimes even county to county.
											And we have ballots
that are pages and pages long.
											This November, on my ballot,
											there are literally over
100 different people and referenda
											for me to make decisions about.
											We have to be using
the best tools we can bring to bear
											to help voters navigate this complexity,
											and right now, we're not.
									","
											Pour Kat et Marie, ne pas avoir
de site électoral était inacceptable
											mais leurs options étaient limitées.
											Elles n'avaient pas le budget
pour embaucher un développeur,
											elles n'avaient pas l'expertise
pour créer un tel site,
											alors elles faisaient sans.
											Et 40 000 électeurs
dans le comté de Mercer faisaient sans.
											Nous sommes à un moment où 
nous avons une opportunité sans précédent
											pour transformer l'engagement civique.
											La technologie révolutionne
la science et l'industrie.
											Elle a déjà transformé
notre façon de communiquer
											et de comprendre le monde qui nous entoure
											mais nos institutions démocratiques —
											elles sont laissées pour compte.
											Les États-Unis sont l'une des rares
grandes démocraties du monde
											plaçant la responsabilité
qu'est l'inscription des électeurs
											sur les électeurs
											plutôt que sur le gouvernement.
											Les règles régissant comment voter
varient d'État en État
											et parfois de comté en comté.
											Nous avons des scrutins
qui font plusieurs pages de long.
											En novembre, sur mon bulletin,
											il y a plus de 100 personnes
et référendums différents
											au sujet desquels je dois
prendre une décision.
											Nous devons utiliser
les meilleurs outils possibles
											pour aider les électeurs à s'y retrouver,
											et actuellement, ce n'est pas le cas.
									","
											Para a Kat e Marie, era inaceitável
não existir um ""website"" eleitoral,
											mas não tinham muitas opções.
											Não tinham fundos para contratar
um programador,
											não tinham conhecimentos
para criarem um ""site"" sozinhas,
											portanto nunca tiveram um.
											Tal como os 40 000 eleitores 
no Condado de Mercer.
											Estamos numa altura em que 
temos uma oportunidade única
											de transformar o activismo cívico.
											A tecnologia está a revolucionar 
a ciência e a indústria.
											Já transformou como nos 
conectamos uns com os outros
											e como percebemos o mundo à nossa volta,
											mas as nossas instituições democráticas
											não estão a acompanhar essa mudança.
											Os EUA são uma das únicas
grandes democracias no mundo
											que colocam o ónus do recenseamento 
eleitoral no eleitor individual,
											e não no governo.
											As regras que regulam como votar
variam de estado para estado,
											e às vezes até de condado para condado.
											E temos boletins de votos 
com muitas páginas.
											Este Novembro, no meu boletim de voto,
											existem literalmente mais 
de 100 pessoas e questões
											sobre as quais tenho de tomar decisões.
											Temos de usar as melhores 
ferramentas que pudermos
											para ajudar os eleitores 
nesta complexidade,
											E neste momento não o fazemos.
									","
											Kat ve Marie'ye göre seçim için internet 
sitelerinin olmaması kabul edilemezdi
											fakat çok fazla seçenekleri yoktu.
											Web tasarımcısı çalıştıracak 
kadar bütçeleri yoktu,
											kendilerinin de bir site 
oluşturacak kadar tecrübesi yoktu.
											Kat, Marie ve Mercer 
ilçesindeki 40.000 seçmen
											internet sitesi olmadan
yollarına devam etti.
											Sivillerin katılımını sağlamak için
											eşsiz bir fırsata sahip 
olduğumuz bir zamandayız.
											Teknoloji, bilimi ve sanayiyi
kökten değiştiriyor.
											Çevremizdeki dünyayı anlama,
											birbirimizle iletişim kurma 
şeklimiz çoktan değişti.
											Fakat demokratik kurumlarımız
											geride kaldı.
											Birleşik Devletler, dünyada 
seçmen kaydı sorumluluğunu
											hükümet yerine
bireysel seçmenlere veren
											sayılı büyük demokrasilerden biri.
											Nasıl oy kullanılacağına 
dair kurallar eyaletten eyalete,
											hatta bazen ilçeden ilçeye 
bile değişiklik gösterir.
											Sayfalarca seçmen listesi olan
sandıklara sahibiz.
											Bu Kasım, benim sandığımda
											karar vermem için 100 taneden fazla
											insan ve halk oylaması var.
											Bu karmaşıklığı düzenlemede
											insanlara yardımcı olan
en iyi araçları kullanmak zorundayız.
											Ancak şu anda kullanmıyoruz.
									","
											Für Kat und Marie war es inakzeptabel,
keine Wahl-Website zu haben,
											aber sie hatten kaum Optionen.
											Sie hatten kein Budget
für einen Web-Entwickler,
											aber wussten auch nicht,
wie man es selber macht;
											also verzichteten sie darauf.
											Und die 40.000 Wähler in Mercer County
kamen ohne Website aus.
											Wir haben gerade eine beispiellose Chance,
											bürgerschaftliches Engagement
neu zu gestalten.
											Technologie verändert Wissenschaft 
und Industrie grundlegend.
											Sie veränderte bereits, wie wir
miteinander in Kontakt treten
											und wie wir die Welt
um uns herum verstehen,
											aber demokratische Institutionen
werden vernachlässigt.
											Die USA ist eine der wenigen
großen Demokratien der Welt,
											die die Verantwortung
für die Wahlregistrierung
											den Wählern statt der Regierung auferlegt.
											Die Wahlregeln sind
in jedem Bundesstaat anders —
											und teilweise sogar in jedem County.
											Und wir haben seitenlange Stimmzettel.
											Diesen November werden
auf meinem Stimmzettel
											über 100 verschiedene Kandidaten
und Volksentscheide zu finden sein,
											über die ich entscheiden muss.
											Wir müssen die besten Mittel
zur Anwendung bringen,
											um diese Unübersichtlichkeit
für Wähler verständlich zu machen.
											Das tun wir aber noch nicht.
									",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
","
","
","
","
",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
											One of the most common narratives
I hear in my work
											is that people aren't civically engaged
because they're apathetic —
											because they don't care.
											But as my brilliant friends
at the Center for Civic Design say,
											if there is apathy,
											it comes from the system,
											not the voter.
											We can change the system right now
											by connecting local election officials
like Kat and Marie
											with 21st-century tools
											and the training that they need
to use them to better serve voters.
											Tools and training to do things like
use social media for voter engagement,
											or use data to staff
and equip polling places
											so that we don't see
hours-long lines at the polls,
											or training on cybersecurity
best practices
											so that we can ensure
that our voting systems are secure.
									","
											L'une des interprétations
les plus communes que j'entends
											est que les gens ne sont pas
engagés civiquement
											car ils sont apathiques —
											ils s'en fichent.
											Mais comme disent mes brillants amis
du Centre pour le design civique,
											s'il y a de l'apathie,
											elle vient du système,
											pas de l'électeur.
											Nous pouvons changer
le système immédiatement
											en reliant les responsables locaux
des élections comme Kat et Marie
											à des outils du XXIe siècle
											et en leur offrant la formation nécessaire
											pour les utiliser
pour mieux servir les électeurs.
											Les outils et la formation
pour des choses telles que
											l'utilisation des réseaux sociaux
pour l'engagement électoral,
											des données pour équiper les lieux de vote
											afin de ne pas observer
des heures d'attentes aux urnes
											ou une formation sur les bonnes
pratiques en cybersécurité
											afin d'assurer que nos systèmes
de vote sont sûrs.
									","
											Uma das narrativas mais comuns 
que oiço na minha área de trabalho
											é que as pessoas não participam
porque estão apáticas,
											porque não querem saber.
											Mas como dizem os meus sábios amigos
do Centro de Design Cívico,
											se existe apatia,
											ela vem do sistema
											e não do eleitor.
											Podemos mudar o sistema já
											fornecendo aos funcionários eleitorais
locais, como a Kat e a Marie
											ferramentas do séc. XXI
											e a formação que precisam para usá-las
de forma a servir melhor os eleitores.
											Isto permite fazer coisas como usar
as redes sociais para atrair os eleitores,
											ou usar dados para equipar
os locais de voto
											de forma a não termos filas
que duram horas nos locais de voto,
											ou dar formação em segurança cibernética
											de forma a garantirmos
que os sistemas de voto são seguros.
									","
											İş yerinde duyduğum
en yaygın söylentilerden biri de
											insanların, vatandaşlık görevlerini
duyarsız oldukları için yapmadıkları.
											Çünkü umursamıyorlar.
											Vatandaşlık İşleri Merkezi'nde 
çalışan arkadaşlarıma göre,
											eğer ortada bir duyarsızlık varsa
											bu duyarsızlık seçmenden değil,
											sistemden kaynaklıdır.
											Kat ve Marie gibi yerel seçim memurlarını
21. yüzyıl araçlarıyla tanıştırarak
											ve seçmenlere daha iyi 
hizmet verecek şekilde eğiterek
											sistemi şu an değiştirebiliriz.
											Sosyal medya, seçmenlerin 
katılımı için kullanılabilir
											ya da seçim merkezlerinde
uzun kuyruklar görmemek için
											seçim merkezleri
gerekli ekipmanlarla donatılabilir.
											Oy verme sisteminin güvenliği için
siber güvenlik eğitimleri verilebilir.
									","
											Einer der häufigsten Berichte,
den ich bei meiner Arbeit höre, ist:
											Die Leute sind nicht politisch engagiert,
weil sie gleichgültig sind —
											weil es ihnen egal ist.
											Aber wie meine genialen Freunde
beim Center for Civic Design meinen:
											Wenn es Gleichgültigkeit gibt,
kommt sie vom System,
											nicht vom Wähler.
											Wir können das System jetzt verändern,
											indem wir kommunale Wahlleiter
wie Kat und Marie
											mit modernen Hilfsmitteln
und der nötigen Ausbildung ausstatten,
											um die Wähler besser zu unterstützen.
											Hilfsmittel und Schulungen
											zur Wählereinbindung
mithilfe sozialer Medien;
											die datenbasierte personelle
und materielle Ausstattung der Wahllokale,
											um stundenlange Schlangen
vor dem Wahllokal zu verhindern,
											oder Schulungen zur Internetsicherheit,
											um die Sicherheit unserer Wahlsysteme
garantieren zu können.
									",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
","
","
","
","
",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
