en,de,title,speaker,duration,tags
"
											So, how does this happen?
											The nitrogen and the phosphorus
											stimulate the growth of microscopic plants
called phytoplankton.
											And small animals called zooplankton
eat the phytoplankton,
											small fish eat the zooplankton,
large fish eat the small fish
											and it goes on up into the food web.
											The problem is that there's just too much
nitrogen and phosphorus right now,
											too much phytoplankton
falling to the bottom
											and decomposed by bacteria
that use up the oxygen.
											That's the biology.
									","
											Aber wie kann das passieren?
											Der Stickstoff und Phosphor stimulieren
das Wachstum von Mikropflanzen,
											Phytoplankton genannt.
											Kleine Tiere namens Zooplankton
fressen den Phytoplankton,
											kleine Fische fressen den Zooplankton,
große Fische fressen die kleinen
											und so geht es die Nahrungskette entlang.
											Leider ist die aktuelle Konzentration
an Stickstoff und Phosphor zu hoch.
											Dadurch fällt zu viel Phytoplankton 
auf den Meeresboden
											und wird von Bakterien kompostiert,
die den Sauerstoff verbrauchen.
											Das ist Biologie.
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											Now, you can't see it
from the surface of the water,
											you can't see it in satellite images,
											so how do we know it's there?
											Well, a trawler can tell you,
											when she puts her net over the side
and drags for 20 minutes
											and comes up empty,
											that she knows she's in the dead zone.
											And she has to go somewhere else.
											But where else do you go
if this area is 8,000 square miles big?
											About the size of the state of New Jersey.
											Well, you either make
a decision to go further,
											without much economic return,
											or go back to the dock.
									","
											Dieses Phänomen sieht man
von der Wasseroberfläche nicht,
											auch nicht auf Satellitenbildern,
											woher wissen wir also davon?
											Wenn ein Trawler
sein Schleppnetz auswirft
											und es nach 20 Minuten
immer noch leer wieder einholt,
											dann weiß er, er ist in der Todeszone.
											Und er muss woanders hinfahren.
											Aber wohin fährt man in einem Gebiet 
von 20.000 Quadratkilometern?
											Das ist ungefähr die Größe von New Jersey.
											Man fischt also entweder weiter,
ohne einen großen Fang zu machen,
											oder man fährt zurück zum Hafen.
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											As a scientist, I have access
to high-tech equipment
											that we can put over the side
of the research vessel,
											and it measures oxygen
and many more things.
											We start at the Mississippi River,
											we crisscross the Gulf of Mexico
all the way to Texas,
											and even I sneak into Texas
every now and then and test their waters.
											And you can tell by the bottom oxygen —
											you can draw a map
of everything that's less than two,
											which is the magic number
for when the fish start to leave the area.
											I also dive in this dead zone.
											We have oxygen meters
that we have to deploy offshore
											that tell us continuous measurements
of low oxygen or high oxygen.
											And when you get into the water,
there's a lot of fish.
											Tons of fish, all kinds of fish,
											including my buddy here,
the barracuda that I saw one day.
											Everybody else swam this way
and I went this way with my camera.
									","
											Als Forscherin habe ich Zugang 
zu Hightech-Ausrüstung.
											Ich kann einfach ein Messgerät 
von Bord ins Wasser abseilen
											und damit Sauerstoff 
und vieles andere messen.
											Wir starten am Mississippi,
											fahren den Golf von Mexiko
in Zickzacklinien ab bis nach Texas.
											Manchmal schleiche ich mich auch 
nach Texas und messe deren Wasser.
											Anhand des Bodensauerstoffs 
kann man alles unter 0,2 mg/l kartieren,
											das ist die magische Grenze,
ab der Fische das Gewässer verlassen.
											Ich tauche auch in der Todeszone.
											Manche Sauerstoffmessgeräte 
müssen wir küstennah anbringen.
											Sie melden uns stetige Messungen der hohen
oder geringen Sauerstoffkonzentration.
											Wenn man im Wasser taucht, 
sieht man viele Fische:
											Tonnenweise Fische, alle möglichen Arten,
											so auch meinen Freund, den Barrakuda, 
den ich eines Tages entdeckte.
											Alle schwammen in eine Richtung
											und ich schwamm in die andere
mit meiner Kamera.
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											(Laughter)
									","
											(Lachen)
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											And then, down at 30 feet
you start to see fewer fish.
											And then you get to the bottom.
											And you don't see any fish.
											There's no life on the platform,
there's no life swimming around.
											And you know you're in the dead zone.
									","
											Bei neun Metern werden es weniger Fische.
											Und dann ist man am Meeresgrund.
											Kein einziger Fisch zu sehen.
											Es gibt kein Leben auf der Plattform;
nichts Lebendiges schwimmt herum.
											Und man weiß, man ist in der Todeszone.
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											So, what's the connection
between the middle of the United States
											and the Gulf of Mexico?
											Well, most of the watershed is farmland.
											And in particular, corn-soybean rotation.
											The nitrogen that is put in fertilizers
and the phosphorus goes on the land
											and drains off into the Mississippi River
											and ends up in the Gulf of Mexico.
											There's three times more
nitrogen in the water
											in the Mississippi now,
											than there was in the 1950s.
											Three times.
											And phosphorus has doubled.
											And what that means is more phytoplankton
and more sinking sails and lower oxygen.
											This is not a natural feature of the Gulf;
it's been caused by human activities.
									","
											Was ist also die Verbindung
zwischen dem Herzen der USA
											und dem Golf von Mexiko?
											Die Wasserscheide besteht 
großteils aus Ackerland,
											besonders aus Feldern
mit Mais-Soja-Fruchtfolge.
											Der Stickstoff und Phosphor
aus den Düngemitteln versickert im Boden,
											fließt in den Mississippi
											und landet letztendlich
im Golf von Mexiko.
											Das Wasser des Mississippi enthält
heute dreimal so viel Stickstoff
											wie in den 1950ern.
											Dreimal so viel.
											Der Phosphorgehalt hat sich verdoppelt.
											Das führt zu mehr Phytoplankton, 
mehr Bakterien und weniger Sauerstoff.
											Das ist kein natürlicher Effekt des Golfs,
er ist vom Menschen verursacht.
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											The landscape is not what it used to be.
											It used to be prairies and forests
and prairie potholes
											and duck areas and all kinds of stuff.
											But not anymore — it's row crops.
											And there are ways that we can address
this type of agriculture
											by using less fertilizer,
maybe precision fertilizing.
											And trying some sustainable agriculture
											such as perennial wheatgrass,
which has much longer roots
											than the six inches of a corn plant,
											that can keep the nitrogen on the soil
and keep the soil from running off.
											And how do we convince
our neighbors to the north,
											maybe 1,000 miles away or more,
											that their activities are causing problems
with water quality in the Gulf of Mexico?
									","
											Die Landschaft hat sich verändert.
											Früher waren hier Prärien, Wälder, Tümpel,
											Entenbiotope und vieles mehr.
											Aber jetzt gibt es nur noch Reihenkultur.
											Es gibt Wege zur Verbesserung
dieser Landwirtschaft,
											indem wir weniger düngen 
oder Präzisionsdünger einsetzen
											und nachhaltige Landwirtschaft betreiben,
											wie mehrjähriges Weizengras, 
das viel längere Wurzeln hat
											als die 15 Zentimeter der Maispflanze
											und damit den Stickstoff im Boden 
und den Boden festhalten kann.
											Und wie überzeugen wir 
unsere Nachbarn im Norden,
											über 1.000 Meilen entfernt,
											dass ihr Handeln das schlechte Wasser
im Golf von Mexiko verursacht?
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											First of all, we can take them
to their own backyard.
											If you want to go swimming
in Wisconsin in the summer
											in your favorite watering hole,
											you might find something like this
											which looks like spilled green paint
and smells like it,
											growing on the surface of the water.
											This is a toxic blue-green algal bloom
											and it is not good for you.
											Similarly, in Lake Erie,
couple of summers ago
											there was hundreds of miles
of this blue-green algae
											and the city of Toledo, Ohio,
couldn't use it for their drinking water
											for several days on end.
											And if you watch the news,
											you know that lots of communities
are having trouble with drinking water.
									","
											Zu Anfang könnten wir ihnen 
ihren eigenen Hinterhof zeigen.
											Wenn Sie im Sommer in Ihrem Lieblingssee 
in Wisconsin schwimmen wollen,
											könnten Sie so etwas finden,
											das wie grüne Farbe aussieht und riecht
											und auf der Wasseroberfläche wächst.
											Das ist ein giftiger Blaualgenbefall
											und das ist nicht gut für Sie.
											Im Eriesee gab es Ähnliches 
vor einigen Jahren.
											Diese Blaualge breitete sich 
hunderte Meilen aus
											und die Stadt Toledo in Ohio
konnte ihr Trinkwasser
											über mehrere Tage nicht abpumpen.
											Wenn Sie den Nachrichten folgen,
											wissen Sie, dass viele Gemeinden 
Trinkwasserprobleme haben.
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											I'm a scientist.
											I don't know if you could tell that.
									","
											Ich bin Wissenschaftlerin.
											Ich weiß nicht, ob man mir das ansieht.
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											(Laughter)
									","
											(Lachen)
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											And I do solid science,
I publish my results,
											my colleagues read them,
I get citations of my work.
											But I truly believe that, as a scientist,
											using mostly federal funds
to do the research,
											I owe it to the public,
											to agency heads and congressional people
											to share my knowledge with them
											so they can use it,
hopefully to make better decisions
											about our environmental policy.
									","
											Ich betreibe fundierte Forschung,
ich publiziere meine Ergebnisse,
											meine Kollegen lesen sie,
ich werde von anderen zitiert.
											Aber ich glaube fest daran, 
dass ich es als Forscherin,
											die häufig öffentliche Fördermittel nutzt,
											der Öffentlichkeit schuldig bin,
											mit den Behörden und Abgeordneten
											mein Wissen zu teilen,
											damit sie es für bessere Entscheidungen 
über unsere Umwelt nutzen können.
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											(Applause)
									","
											(Applaus)
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											Thank you.
									","
											Ich danke Ihnen.
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											(Applause)
									","
											(Applaus)
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											One of the ways that I was able to do this
is I brought in the media.
											And Joby Warrick
from the ""Washington Post""
											put this picture in an article
											on the front page, Sunday morning,
two inches above the fold.
											That's a big deal.
											And Senator John Breaux, from Louisiana,
											said, ""Oh my gosh, that's what they think
the Gulf of Mexico looks like?""
											And I said, ""Well, you know,
there's the proof.""
											And we've go to do something about it.
											At the same time,
Senator Olympia Snowe from Maine
											was having trouble with harmful
algal blooms in the Gulf of Maine.
											They joined forces — it was bipartisan —
									","
											Eine Möglichkeit dazu ist
die Verbreitung über die Medien.
											Joby Warrick von der „Washington Post“
											setzte dieses Bild zu einem Artikel
auf der Titelseite der Sonntagsausgabe,
											fünf Zentimeter über dem Falz.
											Das ist eine große Sache.
											Senator John Breaux aus Louisiana sagte:
											„Oh mein Gott, sieht so etwa 
der Golf von Mexiko aus?“
											Ich antwortete ihm: 
„Nun ja, hier ist der Beweis.
											Wir müssen zweifellos etwas dagegen tun.“
											Zur gleichen Zeit hatte 
Senator Olympia Snowe aus Maine
											Ärger mit schädlichen Algenblüten
im Golf von Maine.
											Sie schlossen sich zusammen 
— es war parteiübergreifend —
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											(Laughter)
									","
											(Lachen)
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											(Applause)
									","
											(Applaus)
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											And invited me to give
congressional testimony,
											and I said, ""Oh, all I've done
is chase crabs around south Texas,
											I don't know how to do that.""
									","
											und fragten mich, ob ich
vor dem Kongress aussagen wollte.
											Ich sagte: „Ich habe doch nur 
nach Krabben in Südtexas gesucht,
											wie soll ich das machen?“
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											(Laughter)
									","
											(Lachen)
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											But I did it.
									","
											Aber ich machte es.
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											(Cheers)
									","
											Und schließlich wurde 
das Gesetz verabschiedet.
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											And eventually, the bill passed.
											And it was called — yeah, yay!
											It was called The Harmful Algal Bloom
											and Hypoxia Research
and Control Act of 1998.
									","
											Man nannte es — ja, juhu! —
											„Gesetz zur Erforschung und Eindämmung
											von schädlichen Algen
und Hypoxie von 1998“.
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											(Laughter)
									","
											(Lachen)
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											(Applause)
									","
											(Applaus)
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											Thank you.
											Which is why we call it
the Snowe-Breaux Bill.
									","
											Danke.
											Deswegen nennen wir es
das Snowe-Breaux-Gesetz.
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											(Laughter)
									","
											(Lachen)
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											The other thing is
that we had a conference in 2001
											that was put on by
the National Academy of Sciences
											that looked at fertilizers,
nitrogen and poor water quality.
											Our plenary speaker
was the former governor
											of the state of New Jersey.
											And she ...
											There was no thinking she wasn't serious
when she peered at the audience,
											and I thought,
""Surely she's looking at me.""
											""You know, I'm really tired
of this thing being called New Jersey.
											Pick another state, any state,
I just don't want to hear it anymore.""
											But she was able to move the action plan
											across President George H.W. Bush's desk
											so that we had environmental goals
											and that we were working to solve them.
											The Midwest does not feed the world.
											It feeds a lot of chickens, hogs, cattle
											and it generates ethanol
											to put into our gasoline,
											which is regulated by federal policy.
											We can do better than this.
											We need to make decisions
											that make us less consumptive
											and reduce our reliance on nitrogen.
											It's like a carbon footprint.
									","
											Außerdem hielten wir 2001 eine Konferenz
											auf Initiative der Nationalen 
Akademie der Wissenschaften ab,
											auf der wir uns mit Düngern, Stickstoff 
und der Wasserqualität beschäftigten.
											Unsere Plenarsprecherin
											war die frühere Gouverneurin
des Bundesstaats New Jersey.
											Und sie ...
											Man merkte ihr den Ernst beim Sprechen an
											und ich dachte:
											„Sicher schaut sie gerade auf mich.“
											Wissen Sie, ich habe es satt, 
nur New Jersey zu hören.
											Nehmen Sie irgendeinen Staat,
ich kann es nicht mehr hören.
											Doch sie brachte den Aktionsplan
											über den Schreibtisch
von Präsident George H.W. Bush,
											sodass die Umweltziele festgelegt waren
											und wir an ihrer Lösung arbeiten konnten.
											Der Mittlere Westen 
ernährt nicht die ganze Welt.
											Er ernährt vor allem viele Hühner,
Schweine und Rinder
											und produziert viel Ethanol 
für unser Benzin,
											was durch Bundesgesetze geregelt wird.
											Wir können das besser.
											Wir müssen neue Entscheidungen treffen,
											die unseren Konsum reduzieren
											und unsere Abhängigkeit 
von Stickstoff verringern.
											Es ist wie die Klimabilanz.
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											But you can reduce
your nitrogen footprint.
											I do it by not eating much meat —
											I still like a little
every now and then —
											not using corn oil,
											driving a car that I can put
nonethanol gas in
											and get better gas mileage.
											Just things like that
that can make a difference.
											So I'm challenging, not just you,
											but I challenge a lot of people,
especially in the Midwest —
											think about how you're treating your land
and how you can make a difference.
									","
											Aber jeder von uns kann 
seine Stickstoffbilanz verbessern.
											Ich tue das, indem ich 
weniger Fleisch esse —
											dann und wann esse ich
doch gerne ein wenig —,
											ich benutze kein Maisöl,
											ich fahre ein Auto ohne Ethanoltreibstoff
											und erreiche einen 
besseren Benzinverbrauch.
											Solche einfachen Dinge 
verändern unsere Welt.
											Ich fordere nicht nur Sie auf,
											sondern viele Menschen, 
vor allem im Mittleren Westen:
											Denken Sie über Ihren Umgang
mit Ihrem Land nach
											und darüber, wie Sie etwas ändern können.
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											So my steps are very small steps.
											To change the type
of agriculture in the US
											is going to be many big steps.
											And it's going to take political
and social will for that to happen.
											But we can do it.
									","
											Ich mache kleine Schritte.
											Eine Veränderung 
der Landwirtschaft in den USA
											benötigt viele große Schritte.
											Und es braucht politischen 
und sozialen Willen.
											Aber wir können es schaffen.
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											I strongly believe
we can translate the science,
											bridge it to policy and make
a difference in our environment.
											We all want a clean environment.
											And we can work together to do this
											so that we no longer have
these dead zones in the Gulf of Mexico.
									","
											Ich glaube fest, dass wir 
die Erkenntnisse aus der Wissenschaft
											in die Politik einbringen können,
um die Umwelt zu schützen.
											Wir alle wollen eine saubere Umwelt.
											Und wir können durch Zusammenarbeit
											die Todeszonen 
im Golf von Mexiko auflösen.
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											Thank you.
									","
											Danke schön.
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
											(Applause)
									","
											(Applaus)
									","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
"
","
","The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,12:02,"pollution,oceans,farming,food,life,biosphere,science,marine biology"
