es,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
",How a penny made me feel like a millionaire,Tania Luna,5:31,"culture,money,homelessness"
"
											Tuve de nuevo esa sensación cuando golpearon
											la puerta de nuestro apartamento en Brooklyn,
											y mi hermana y yo encontramos a un repartidor
											con una caja de pizza que no habíamos pedido.
											Tomamos la pizza, nuestra primera pizza,
											y la devoramos porción tras porción,
											mientras el repartidor estaba ahí parado 
y nos miraba fijamente desde la puerta.
											Nos pidió que pagáramos,
pero nosotras no hablábamos inglés.
											Mi madre salió y el repartidor le pidió el dinero,
											pero no tenía suficiente.
											Caminaba 50 cuadras al trabajo 
todos los días, ida y vuelta,
											para no gastar en autobús.
											Entonces nuestro vecino asomó la cabeza
											y se puso rojo de rabia cuando se dio cuenta
											de que esos inmigrantes de abajo
											tenían las manos en su pizza.
											Todos estaban molestos.
											Pero la pizza estaba riquísima.
									","
											E, novamente, tive a mesma sensação 
quando tocaram
											à porta do nosso apartamento em Brooklyn
											e eu e a minha irmã atendemos um entregador
											com uma embalagem de pizza que 
não tínhamos pedido.
											Então recebemos a pizza, 
o nosso primeiro pedaço de pizza
											e devorámos as fatias, uma atrás da outra
											enquanto o entregador permanecia à porta, 
a olhar-nos fixamente.
											Disse-nos para lhe pagarmos, 
mas não falávamos inglês.
											A minha mãe veio e ele pediu-lhe o dinheiro
											mas ela não tinha o suficiente.
											Ela andava 50 quarteirões, todos os dias, 
vinda do trabalho
											apenas para economizar o dinheiro 
do bilhete do autocarro.
											Então, apareceu a nossa vizinha
											e ficou vermelha de irritação ao descobrir
											que aqueles imigrantes do andar de baixo
											lhe tinham deitado as mãos à pizza dela.
											Todos ficaram aborrecidos.
											Mas a pizza estava uma delícia.
									","
											Ve yine, Brooklyn'deki evimizin kapısı çalınıp
											sipariş etmediğimiz pizzanın
											geldiğini görünce de
											böyle hissettim.
											O pizzayı aldık, ilk pizzamızı,
											pizzayı getiren adam kapı eşiğinde bize bakarken
											dilim dilim tüm pizzayı silip süpürdük.
											Adam bize parasını ödememizi söyledi, ancak İngilizce bilmiyorduk.
											Annem gelince, adam annemden para istedi
											ancak onda da yeteri kadar yoktu.
											Her gün otobüs parası vermemek için
											işten eve 50 blok yürüyordu.
											O sırada komşumuz kafasını uzattı
											ve sipariş ettiği pizzasını alt kattaki
											göçmenlerin elinde olduğunu fark edince
											sinirden kıpkırmızı oldu.
											Herkes üzülmüştü.
											Ama pizza çok lezzetliydi.
									","
											Une nouvelle fois, j'éprouve
ce même sentiment quand on frappe
											à la porte de notre appartement à Brooklyn,
											et que ma sœur et moi découvrons un livreur
											avec une boîte de pizza 
que nous n'avions pas commandée.
											Nous prenons donc la pizza, 
notre toute première pizza,
											et nous la dévorons tranche après tranche
											pendant que le livreur qui n'a pas bougé
nous regarde depuis la porte d'entrée.
											Il nous demande de payer, 
mais nous ne parlons pas anglais.
											Ma mère arrive et il lui demande alors de payer
											mais elle n'a pas assez d'argent.
											Elle fait 50 pâtés de maisons à pied
chaque jour pour aller travailler
											afin d'éviter de dépenser 
de l'argent pour le bus.
											C'est alors que notre voisine passe
la tête par la porte
											devient rouge de colère,
puisqu'elle s'aperçoit
											que les immigrés de l'étage du dessous
											viennent de faire main basse sur sa pizza.
											Tout le monde râle.
											Mais la pizza est délicieuse.
									",How a penny made me feel like a millionaire,Tania Luna,5:31,"culture,money,homelessness"
"
","
","
","
",How a penny made me feel like a millionaire,Tania Luna,5:31,"culture,money,homelessness"
"
											No me dí cuenta hasta años más tarde 
de lo poco que teníamos.
											En nuestro décimo aniversario 
de estar en los EE.UU.,
											decidimos celebrar reservando una habitación
											en el primer hotel en el que estuvimos 
cuando llegamos.
											El hombre de la recepción se rió y nos dijo:
											""No pueden reservar una habitación. 
Esto es un refugio para indigentes"".
											Nos sorprendimos.
									","
											Só alguns anos depois é que percebi 
quão pouco tínhamos.
											No nosso aniversário de 10 anos nos EUA
											decidimos comemorar reservando um quarto
											onde ficámos quando chegámos 
pela primeira vez aos EUA.
											O homem à frente do balcão ri-se e diz:
											""Não podem reservar um quarto aqui. 
Isto é um albergue para os sem-abrigo"".
											E ficámos em choque.
									","
											Çok uzun yıllar ne kadar az şeye sahip olduğumuzu anlayamamıştım.
											Amerika'ya gelişimizin 10. yılında
											bunu kaldığımız ilk otelde oda kiralayarak
											kutlamaya karar verdik.
											Resepsiyondaki adam güldü ve ""Burada oda
											kiralayamazsınız. Burası kimsesizler barınağı."" dedi.
											Şok olmuştuk.
									","
											Ce n'est que des années plus tard
que je réalise que nous vivions de si peu.
											Pour célébrer le 10e anniversaire 
de notre arrivée aux États-Unis,
											nous avons décidé 
de réserver une chambre
											à l'hôtel dans lequel
nous avions séjourné en arrivant.
											L'homme à la réception nous dit en riant :
											« Vous ne pouvez pas réserver ici. 
C'est un foyer pour sans abri. »
											Nous étions stupéfaits.
									",How a penny made me feel like a millionaire,Tania Luna,5:31,"culture,money,homelessness"
"
","
","
","
",How a penny made me feel like a millionaire,Tania Luna,5:31,"culture,money,homelessness"
"
											Mi marido Brian también fue indigente de niño.
											Su familia perdió todo y a los 11 años
											tenía que vivir en moteles con su padre,
											moteles que les retenían toda la comida
											y la tenían confiscada 
hasta que pudieran pagar la cuenta.
											Y una vez, cuando finalmente llegó su caja
											de Frosted Flakes, 
estaba llena de cucarachas.
											Pero él sí tenía una cosa.
											Tenía esta caja de zapatos 
que llevaba con él a todas partes
											con nueve libros de historietas,
											dos G.I. Joes pintados 
para que se pareciera al hombre araña
											y cinco Gobots. Y ese era su tesoro.
											Ese era su propio conjunto de héroes
											que lo salvaba de las drogas y las pandillas
											y de renunciar a sus sueños.
									","
											O meu marido Brian também foi um sem-abrigo 
quando era criança.
											A sua família perdeu tudo e com 11 anos
											ele teve de morar em motéis com o seu pai
											motéis que retinham toda a comida deles
											até que pudessem pagar a conta.
											E quando ele conseguia de volta a sua embalagem
											de flocos, ela estava cheia de baratas.
											Mas ele ainda tinha uma coisa.
											Ele tinha uma caixa de sapatos que
levava para todo o lado
											com nove livros de banda desenhada
											dois G.I. Joes pintados para se parecerem 
com o Homem Aranha
											e cinco Gobots. 
Isto era o seu tesouro.
											Era o seu conjunto de heróis
											que o manteve longe das drogas e dos gangues
											e a não desistir dos seus sonhos.
									","
											Eşim Brian da evsiz bir çocuktu.
											O daha 11 yaşındayken ailesi her şeyini kaybetmiş,
											ve o da babasıyla bir motelde yaşamak zorunda kalmış.
											Motel, onlar paralarını ödeyene kadar tüm
											yiyeceklerini rehin alıyormuş.
											Bir keresinde, nihayet Froasted Flakes kutusunu
											geri aldığında kutu hamamböceği kaynıyormuş.
											Ama onun sahip olduğu bir şey varmış.
											Her yere, içinde 9 tane çizgi roman olan bir ayakkabı kutusu taşıyormuş
											Örümcek Adam'a benzemesi için boyanmış 2 G.I. Joes
											ve 5 tane Gobots.
											İşte bu onun hazinesiymiş.
											Bu onu uyuşturucudan ve çetelerden uzak tutan
											hayallerinden vazgeçmemesini sağlayan
											kahramanlarının buluşmasıymış.
									","
											Mon mari Brian était aussi 
sans abri dans son enfance.
											Sa famille a tout perdu, 
et à l'âge de 11 ans
											il a vécu dans des motels
avec son père.
											Des motels où on leur confisquait
toute leur nourriture
											et où on ne la leur rendait que 
lorsqu'ils pouvaient payer leur note.
											Une fois, alors qu'il a pu enfin récupérer
											sa boîte de céréales, 
il l'a trouvée pleine de cafards.
											Mais il avait une chose.
											Il avait cette boîte à chaussures
qu'il emmenait partout avec lui
											et qui contenait 9 albums 
de bandes dessinées,
											deux G.I. Joe repeints en Spider Man,
											et 5 Gobots. Et c'était ça son trésor.
											C'était sa propre armée de héros,
											une armée qui l'a éloigné 
des drogues et des gangs
											et qui l'a empêché d'abandonner ses rêves.
									",How a penny made me feel like a millionaire,Tania Luna,5:31,"culture,money,homelessness"
"
","
","
","
",How a penny made me feel like a millionaire,Tania Luna,5:31,"culture,money,homelessness"
"
											Voy a hablarles de otro miembro
											de nuestra familia que antes era indigente.
											Él es Scarlett.
											Alguna vez, Scarlet fue usada 
de cebo en las peleas de perros.
											La ataban y la arrojaban a la arena
											para que otros perros la atacaran 
y se pusieran más agresivos antes de la pelea.
											Ahora come comida orgánica
											y duerme en una cama ortopédica con su nombre.
											Pero cuando le pones agua en el tazón,
											todavía te mira y mueve la cola agradecida.
									","
											Vou contar-vos algo mais, sobre
											um outro membro da nossa família.
											Esta é a Scarlett.
											Antigamente, a Scarlet era usada 
como isco em lutas de cães.
											Era amarrada e deitada ao ringue
											para os outros cães a atacarem e ficarem 
mais agressivos antes da luta.
											E agora, hoje em dia, ela só come alimentos orgânicos
											e dorme numa cama ortopédica com o seu nome
											mas quando colocamos água na sua gamela
											ela ainda olha para cima a abanar o rabo com gratidão.
									","
											Size ailemizin eskiden evsiz olan bir üyesini
											daha anlatacağım.
											Bu Scarlett.
											Bir zamanlar, Scarlet köpek dövüşlerinde yem olarak kullanılıyordu.
											Bağlanıp ringin ortasına atılıyordu, böylece
											diğer köpekler ona saldırıp dövüşten önce daha çok sinirleniyorlardı.
											Ve şu an organik gıdalar yiyip,
											üstünde ismi yazılı olan ortopedik bir yatakta uyuyor
											ama biz kasesine su koyduğumuzda
											bize bakıp minnetle kuyruğunu sallıyor.
									","
											Je vais vous parler d'une autre membre
											de ma famille qui a elle aussi 
été sans abri.
											Voici Scarlett.
											Autrefois, Scarlett servait d’appât
dans les combats de chiens.
											On la jetait ligotée dans l'arène
											afin que les autres chiens l'attaquent 
et deviennent plus agressifs avant le combat.
											Aujourd'hui, elle mange du bio
											et elle dort dans un lit orthopédique
portant son nom
											mais quand nous versons 
de l'eau dans son bol
											encore aujourd'hui, elle nous regarde 
et remue la queue en signe de gratitude.
									",How a penny made me feel like a millionaire,Tania Luna,5:31,"culture,money,homelessness"
"
","
","
","
",How a penny made me feel like a millionaire,Tania Luna,5:31,"culture,money,homelessness"
"
											A veces Brian y yo 
paseamos por el parque con Scarlett.
											Rueda por el césped
											y nosotros la miramos.
											Y luego nos miramos el uno al otro
											y sentimos gratitud.
											Nos olvidamos de todas nuestras nuevas frustraciones y decepciones
											de clase media,
											y nos sentimos como millonarios.
									","
											Às vezes, o Brian e eu caminhamos 
pelo parque com a Scarlett
											e ela rola na relva
											e olhamos para ela
											e então trocamos olhares um com o outro
											e sentimos gratidão.
											Esquecemo-nos de todas as nossas
frustrações de classe média
											e as deceções
											e sentimo-nos como milionários.
									","
											Bazen Brain'la Scarlett'i de alıp, parka yürüyüşe gidiyoruz,
											çimlerde yuvarlanıyor,
											ve durup ona bakıyoruz,
											birbirimize bakıyoruz
											ve biz de minnet duyuyoruz.
											Tüm yeni orta-sınıf hayal kırıklıklarımızı
											ve hüsranlarımızı bir kenara bırakıp
											milyonermişiz gibi hissediyoruz.
									","
											Parfois quand Brian et moi 
marchons dans le parc avec Scarlett
											et qu'elle se roule dans l'herbe,
											nous la regardons
											puis nous nous regardons
											et nous nous sentons comme submergés
par un sentiment de reconnaissance.
											Nous oublions tous nos tracas
de nouveaux bourgeois
											et nos déceptions,
											et nous avons l'impression 
d'être millionnaires.
									",How a penny made me feel like a millionaire,Tania Luna,5:31,"culture,money,homelessness"
"
","
","
","
",How a penny made me feel like a millionaire,Tania Luna,5:31,"culture,money,homelessness"
"
											Gracias.
									","
											Obrigada.
									","
											Teşekkürler.
									","
											Merci.
									",How a penny made me feel like a millionaire,Tania Luna,5:31,"culture,money,homelessness"
"
","
","
","
",How a penny made me feel like a millionaire,Tania Luna,5:31,"culture,money,homelessness"
"
											(Aplausos)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaudissements)
									",How a penny made me feel like a millionaire,Tania Luna,5:31,"culture,money,homelessness"
"
","
","
","
",How a penny made me feel like a millionaire,Tania Luna,5:31,"culture,money,homelessness"
