es,tr,fr,de,pt,title,speaker,duration,tags
"
","
","
","
","
",Grit: The power of passion and perseverance,Angela Lee Duckworth,6:12,"business,education,psychology,success"
"
											La determinación es pasión y perseverancia para 
alcanzar metas muy a largo plazo.
											La determinación es tener resistencia.
											La determinación es aferrarse a su futuro, 
día tras día,
											no solo por la semana, no solo por el mes,
											sino durante años y trabajando realmente duro
											para hacer ese futuro una realidad.
											La determinación es vivir la vida como si fuera
una maratón, no una carrera a toda velocidad.
									","
											Metanet, uzun vadeli hedefler için tutku ve sebat göstermektir.
											Metanet, dayanma gücüne sahip olmaktır.
											Metanet geleceğine bağlanır, sadece günlük,
											ya da haftalık veya sadece aylık bir şey değil,
											geleceği gerçeğe dönüştürmek için yıllar süren
											gerçekten zorlu bir çalışmadan ibarettir.
											Metanet, maraton gibi bir hayatı yaşamaktır, kısa bir koşu değil.
									","
											La ténacité, c'est la passion et la persévérance 
pour des objectifs à très long terme.
											La ténacité, c'est avoir de l'endurance.
											La ténacité, c'est s'accrocher 
à son futur, jour après jour
											pas seulement pendant une semaine, 
ou un mois,
											mais pendant des années, 
et travailler vraiment dur
											pour que ce futur devienne une réalité.
											La ténacité, c'est vivre sa vie comme si 
elle était un marathon, pas un sprint.
									","
											Durchhaltevermögen ist Leidenschaft 
und Ausdauer für sehr langfristige Ziele.
											Durchhaltevermögen ist Stehvermögen.
											Durchhaltevermögen ist, wenn man sich
an einen Zukunftsplan hält,
											nicht nur für eine Woche oder einen Monat,
											sondern für Jahre, und wirklich hart arbeitet,
											um diesen Plan zu verwirklichen.
											Durchhaltevermögen ist Leben 
wie ein Marathon, nicht Sprint.
									","
											Determinação é paixão e perseverança 
para objetivos de longo prazo.
											Determinação é ter resistência.
											Determinação é agarrarmos no futuro,
dia após dia,
											não apenas durante a semana, 
não apenas durante o mês,
											mas durante anos,
											trabalhando muito
para fazer desse futuro uma realidade.
											Determinação é viver a vida como uma
maratona, não uma simples corrida.
									",Grit: The power of passion and perseverance,Angela Lee Duckworth,6:12,"business,education,psychology,success"
"
","
","
","
","
",Grit: The power of passion and perseverance,Angela Lee Duckworth,6:12,"business,education,psychology,success"
"
											Hace pocos años atrás, 
comencé a estudiar la determinación
											en las escuelas públicas de Chicago.
											Le pedí a miles de estudiantes de secundaria
											que hicieran mis cuestionarios de determinación
											y luego esperé alrededor de más de un año
											para ver quienes se graduarían.
											Resulta que los niños con más determinación
											tuvieron significativamente mayores 
probabilidades de graduarse,
											incluso cuando los emparejé en 
cada característica que pude medir,
											cosas como el ingreso familiar,
											los resultados de las pruebas estandarizadas,
											incluso la seguridad que sentían los 
niños cuando estaban en la escuela.
											Así que no solo es en West Point
o en el Concurso Nacional de Deletreo
											en los que importa la determinación. 
También está en la escuela,
											especialmente para los niños en 
riesgo de abandonarla.
											Para mí, lo más impactante sobre la determinación
											es lo poco que sabemos,
											lo poco que sabe la ciencia sobre su desarrollo.
											Cada día, padres y profesores me preguntan,
											""¿Cómo desarrollo la determinación en los niños?
											¿Qué debo hacer para enseñarle a los 
niños una sólida ética de trabajo?
											¿Cómo los mantengo motivados para el largo plazo?""
											La respuesta más honesta es: no lo sé. (Risas)
											Lo que sí sé es que el talento 
no les da determinación.
											Nuestros datos muestran muy claramente
											que hay muchos individuos talentosos
											que sencillamente no siguen
adelante con sus compromisos.
											De hecho, en nuestros datos, la determinación
comúnmente no está relacionada
											o está incluso relacionada 
inversamente a las medidas de talento.
									","
											Birkaç yıl önce Chicago devlet okullarında
											metanet duygusunu araştırmaya başladım.
											Binlerce liseli genç üzerinde
											metanet anketleri düzenledim
											ve hangilerinin mezun olacağını görmek için
											bir sene kadar bekledim.
											Metanetli çocukların
											mezun olma oranı önemli ölçüde daha yüksek çıkıyordu
											Ölçebildiğim tüm özellikler ile çocukları karşılaştırmıştım
											ailenin bütçesi,
											testlerde gösterdiği standart başarı puanı
											hatta huzurlu ortamlarda yaşayan çocukların okulda nasıl hissettiklerini bile hesaba kattım.
											Yani bu sonuç sadece Batı Noktası ya da Heceleme Yarışması'ndan
											çıkmadı. Ayrıca okullarda da özellikle
											okulu bırakma riski olan çocuklarda da durum böyleydi.
											Bana göre, metanet hakkındaki en şok edici şey
											metanet duygusunu canlandırma hakkında
											ne kadar az şey bildiğimizdir, bilim ne kadar az biliyor,
											Her gün aileler ve öğretmenler bana soruyor,
											""Çocuklara metanet duygusunu nasıl aşılarız?
											Ben ne yaparsam bu katı iş ahlakını çocuklara öğretebilirim?
											Uzun vadeli bir başarı için onları nasıl motive halde tutarım?""
											Dürüst olmak gerekirse, bilmiyorum. (Kahkaha)
											Ne biliyorum biliyor musunuz; yetenekli olmanız sizi metanetli yapmaz.
											Elde ettiğimiz veriler
											çoğu yetenekli bireylerin yükümlülüklerini
											tamamen yerine getiremediklerini açıkca gösteriyor.
											Aslında verilerimizde, metanet genellikle yetenekten
											bağımsız veya yetenek ile ters bir ilişki içinde.
									","
											Il y a quelques années, 
j'ai commencé à étudier la ténacité
											dans les écoles publiques de Chicago.
											J'ai demandé à des milliers de collégiens
											de répondre à des questionnaires 
sur la ténacité,
											et j'ai ensuite attendu plus d'un an
											pour voir lesquels allaient obtenir leur diplôme.
											Le résultat, c'est que 
les enfants les plus tenaces
											avaient beaucoup plus de chances 
d'avoir leur diplôme,
											même quand je les faisais correspondre 
à toutes les variables que je pouvais mesurer,
											comme les revenus de leur famille,
											leurs résultats 
aux tests de réussite standards,
											et même s'ils se sentaient 
en sécurité quand ils étaient à l'école.
											Donc ce n'est pas seulement à West Point 
ou au National Spelling Bee
											que la ténacité est importante. 
C'est aussi à l'école,
											en particulier pour les enfants 
qui risquent d'abandonner en cours de route.
											Pour moi, ce qui me choque le plus 
à propos de la ténacité,
											c'est à quel point on sait peu de choses,
											à quel point la science sait peu de choses, 
sur la manière dont on la construit.
											Chaque jour, des parents 
et des enseignants me demandent :
											« Comment faire pour 
que mes enfants soient tenaces ?
											Qu'est-ce que dois faire pour enseigner 
aux enfants une éthique solide du travail ?
											Comment je dois faire pour 
qu'ils restent motivés sur la durée ? »
											Pour être honnête, je ne sais pas. (Rires)
											Ce que je sais, c'est qu'avoir du talent 
ne vous rend pas tenace.
											Nos données montrent très clairement
											qu'il y a beaucoup d'individus talentueux
											qui ne persévèrent pas 
dans leurs engagements.
											En fait, dans nos données, la ténacité 
est généralement sans rapport avec le talent,
											voire inversement proportionnelle 
aux mesures de talent.
									","
											Vor einiger Zeit begann ich, in 
öffentlichen Schulen in Chicago
											Durchhaltevermögen zu unterrichten.
											Ich bat tausende Schüler 
der unteren Sekundarstufe
											Fragebögen zum 
Durchhaltevermögen auszufüllen,
											und wartete dann über ein Jahr,
											um zu sehen, wer den Abschluss machte.
											Es zeigte sich, dass Kinder 
mit höheren Durchhaltevermögen
											deutlich wahrscheinlicher den Abschluss schafften,
											selbst wenn ich alle messbaren
Eigenschaften verglich,
											Dinge wie Familieneinkommen,
											Ergebnisse bei standardisierten Tests,
											sogar wie sicher sie sich in der Schule fühlten.
											Durchhaltevermögen zählt also nicht nur 
in Westpoint und beim Buchstabierwettbewerb,
											sondern auch in der Schule,
											besonders für Kinder mit Abbruchrisiko.
											Das Erschreckendste an diesem Thema ist für mich,
											dass wir so wenig wissen,
											dass die Wissenschaft so wenig 
darüber weiß, wie man es aufbaut.
											Jeden Tag fragen mich Eltern und Lehrer:
											""Wie unterstützen wir das 
Durchhaltevermögen der Kinder?""
											Wie lehre ich Kindern eine solide Arbeitsmoral?
											Wie halte ich sie für Distanzläufe motiviert?""
											Die ehrliche Antwort: Ich weiß es nicht. (Lachen)
											Was ich aber weiß ist, dass Ihnen Talent 
allein kein Durchhaltevermögen gibt.
											Unsere Daten zeigen klar,
											dass viele talentierte Leute
											ihrer Hingabe einfach nicht treu bleiben.
											Tatsächlich ist Durchhaltevermögen nach unseren Erkenntnissen gewöhnlich nicht talentbezogen,
											sondern korreliert sogar invers mit Talent.
									","
											Há uns anos, comecei
a estudar a determinação
											nas escolas públicas de Chicago.
											Pedi a milhares de caloiros
da escola secundária
											que respondessem a questionários 
sobre determinação
											e depois esperei mais de um ano
											para ver quem se iria formar.
											Acontece que as crianças
mais determinadas
											eram significativamente mais 
propensas a formar-se,
											mesmo depois de as agrupar
consoante características semelhantes,
											como o rendimento familiar,
											média de notas nos testes,
											até o nível de segurança que sentiam
quando estavam na escola.
											Logo, a determinação não é importante 
apenas em West Point ou no CNS,
											mas também na escola,
											especialmente para as crianças 
em risco de abandonar a escola.
											Para mim, o mais chocante
											é o quão pouco sabemos 
sobre determinação.
											A ciência conhece muito pouco 
sobre como construí-la.
											Todos os dias, pais e professores
perguntam-me:
											""Como gerar determinação 
nas crianças?
											""Como fazer para lhes ensinar
uma ética de trabalho sólida?
											""Como mantê-los motivados
a longo prazo?""
											Francamente,
											não sei.
											(Risos)
											O que sei é que o talento
não nos torna determinados.
											Os nossos dados mostram muito claramente
											que existem muitas pessoas talentosas
											que simplesmente não vão até ao fim 
com os seus compromissos.
											Nos nossos dados, na verdade,
a determinação, normalmente,
											não está relacionada ou está inversamente
relacionada com o grau de talento.
									",Grit: The power of passion and perseverance,Angela Lee Duckworth,6:12,"business,education,psychology,success"
"
","
","
","
","
",Grit: The power of passion and perseverance,Angela Lee Duckworth,6:12,"business,education,psychology,success"
"
											Hasta ahora, la mejor idea que he escuchado sobre
desarrollar la determinación en los niños
											es algo llamado ""mentalidad de crecimiento"".
											Esta es una idea desarrollada
en la Universidad de Stanford
											por Carol Dweck, y es la creencia
											de que la habilidad para aprender no es fija,
											de que puede cambiar con el esfuerzo.
											La Dra. Dweck ha mostrado que 
cuando los niños leen y aprenden
											sobre el cerebro y cómo cambia y crece
											en respuesta al desafío,
											son mucho más propensos 
a perseverar cuando fallan,
											porque no creen que ese fallo
											sea una condición permanente.
									","
											Şimdiye dek, çocuklarda metanet duygusunu oluşturmayla alakalı duyduğum en iyi fikir
											""zihniyet gelişimi"" diye adlandırılan birşey.
											Stanford Üniversitesi'nde Carol Dweck tarafından
											geliştirilmiş olan bu fikre göre
											öğrenmek için yeterlilik değişmez şart değildir,
											gösterilen gayret ile değiştirilebilir.
											Dr. Dweck, çocuklar okudukları ve öğrendikleri zaman,
											beyinlerinin zorluklara karşı verdiği yanıtlarda nasıl değiştiği
											ve geliştiğini gösterdi.
											Bu çocukların hata yaptıklarında, sabır göstermeleri çok daha muhtemeldir,
											çünkü bu hatanın kalıcı bir durum
											olduğuna inanmazlar.
									","
											Jusqu'à présent, la meilleure idée que j'aie entendue 
sur la manière de développer la ténacité des enfants
											s'appelle « la mentalité de croissance »
											C'est une idée développée 
à l'Université de Stanford
											par Carol Dweck, et c'est la conviction
											que la capacité à apprendre n'est pas fixée,
											qu'elle peut changer avec l'effort.
											Le Dr. Dweck a montré que 
quand les enfants lisent et apprennent
											des choses sur le cerveau, 
sur la manière dont il change et grandit
											en réponse à un défi,
											ils sont bien plus susceptibles 
de persévérer quand ils échouent,
											parce qu'ils ne croient pas que l'échec
											est une condition permanente.
									","
											Soweit die beste Idee, die ich bezüglich des 
Aufbaus von Durchhaltevermögen gehört habe,
											ist die sogenannte wachstumsorientierte Einstellung.
											Diese Idee wurde an der Stanford University
											von Carol Dweck entwickelt 
und umfasst die Überzeugung,
											dass die Fähigkeit zu lernen nicht festgelegt ist,
											sondern, dass sie sich mit 
Ihrem Einsatz verändern kann.
											Dr. Dweck hat gezeigt, dass Kinder, wenn sie über
											das Gehirn lesen und lernen, wie es sich als Antwort
											auf Herausforderungen verändert und wächst,
											bei Versagen sehr viel wahrscheinlicher durchhalten,
											weil sie nicht glauben, dass Versagen
											ein permanenter Zustand ist.
									","
											Até agora, a melhor ideia que ouvi sobre 
como gerar determinação em crianças
											é algo chamado de 
""mentalidade de crescimento.""
											É um conceito desenvolvido
na Universidade de Stanford
											por Carol Dweck, e trata-se da crença
											de que a capacidade de aprender 
não é rígida,
											que pode mudar com o nosso esforço.
											A Dra. Dweck mostrou que,
											quando as crianças leem e aprendem
sobre o cérebro,
											como ele se modifica e cresce
em resposta a desafios,
											elas são muito mais propensas
a perseverar quando falham,
											pois elas não acreditam que o fracasso
é uma situação permanente.
									",Grit: The power of passion and perseverance,Angela Lee Duckworth,6:12,"business,education,psychology,success"
"
","
","
","
","
",Grit: The power of passion and perseverance,Angela Lee Duckworth,6:12,"business,education,psychology,success"
"
											Así que la mentalidad de crecimiento es una 
gran idea para desarrollar determinación.
											Pero necesitamos más.
											Y ahí es donde terminaré mi discurso,
											porque ahí es donde estamos.
											Ese es el trabajo que tenemos por delante.
											Necesitamos tomar nuestras mejores ideas, 
nuestras intuiciones más fuertes,
											y necesitamos probarlas.
											Necesitamos medir si han sido exitosas
											y tenemos que estar dispuestos a fallar, 
a equivocarnos,
											a comenzar todo de nuevo 
con las lecciones aprendidas.
									","
											Yani zihniyet gelişimi metanet duygusu canlandırmak için büyük bir fikir.
											Fakat daha fazlasına ihtiyacımız var.
											Hedeflerimin sonunda nerede olacağımı bilebilmek için
											nerede olduğumu bilmem gerekir.
											Bu önümüzde duran iştir.
											En iyi fikirlerimizi ortaya çıkarmamız gerek, en güçlü sezgilerimizi
											ve onları test etmemiz gerek.
											Başarılı olup olmadığımızı değerlendirmemiz gerek
											ve düştüğümüzde yeniden ayağa kalkabilmek için
											hata yapmaya, yanlış yapmaya hazır olmamız gerek.
									","
											La mentalité de croissance est donc 
une excellente idée pour construire la ténacité.
											Mais nous avons besoin de plus.
											Et je vais finir sur ces remarques,
											parce que c'est là que nous en sommes.
											C'est le travail qui nous attend.
											Nous devons prendre nos meilleures idées, 
nos intuitions les plus fortes,
											et nous devons les tester.
											Nous devons mesurer 
si nous avons réussi,
											et nous devons être prêts à échouer, 
à avoir tort,
											à recommencer 
en ayant appris de nos erreurs.
									","
											Diese wachstumsorientierte Haltung ist eine tolle Idee für den Aufbau von Durchhaltevermögen.
											Aber wir brauchen mehr.
											Hier möchte ich meine Bemerkungen beenden,
											wir sind nämlich schon so weit.
											Das ist die Arbeit, die vor uns liegt.
											Wir müssen uns unsere besten
Ideen und stärksten Intuitionen
											vorhalten und testen.
											Wir müssen messen, ob wir erfolgreich waren.
											Wir müssen bereit sein, 
zu versagen, Unrecht zu haben,
											um Lektionen zu lernen und 
von vorn anfangen zu können.
									","
											Assim, a mentalidade de crescimento é 
uma ótima maneira de gerar determinação.
											Mas precisamos de mais.
											E é aqui que vou terminar 
a minha intervenção,
											porque é aqui que estamos.
											Este é o desafio que está diante de nós.
											Precisamos de usar as nossas melhores
ideias, as nossas intuições mais fortes,
											e precisamos de testá-las.
											É preciso medir se temos 
sido bem sucedidos,
											e temos de estar dispostos 
a falhar, a errar,
											para começar de novo
com as lições aprendidas.
									",Grit: The power of passion and perseverance,Angela Lee Duckworth,6:12,"business,education,psychology,success"
"
","
","
","
","
",Grit: The power of passion and perseverance,Angela Lee Duckworth,6:12,"business,education,psychology,success"
"
											En otras palabras, necesitamos ser determinados
											sobre hacer que nuestros
niños sean más determinados.
									","
											Başka bir deyişle, çocuklarımızda metanet duygusunu
											uyandırabilmek için metanetli olmamız gerek.
									","
											En d'autres termes, 
nous devons être tenaces
											pour faire en sorte que 
nos enfants soient plus tenaces.
									","
											In anderen Worten: Wir brauchen 
Durchhaltevermögen dabei,
											unseren Kindern mehr 
Durchhaltevermögen zu geben.
									","
											Por outras palavras,
temos de estar determinados
											a tornar as nossas crianças 
mais determinadas.
									",Grit: The power of passion and perseverance,Angela Lee Duckworth,6:12,"business,education,psychology,success"
"
","
","
","
","
",Grit: The power of passion and perseverance,Angela Lee Duckworth,6:12,"business,education,psychology,success"
"
											Gracias.
									","
											Teşekkürler.
									","
											Merci.
									","
											Vielen Dank.
									","
											Obrigada.
									",Grit: The power of passion and perseverance,Angela Lee Duckworth,6:12,"business,education,psychology,success"
"
","
","
","
","
",Grit: The power of passion and perseverance,Angela Lee Duckworth,6:12,"business,education,psychology,success"
"
											(Aplausos)
									","
											(Alkış)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Aplausos)
									",Grit: The power of passion and perseverance,Angela Lee Duckworth,6:12,"business,education,psychology,success"
"
","
","
","
","
",Grit: The power of passion and perseverance,Angela Lee Duckworth,6:12,"business,education,psychology,success"
