en,es,de,fr,title,speaker,duration,tags
"
","
","
","
",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
											I know all about this process.
											My students ask really
thoughtful questions all the time.
											They're eager to learn,
											and sometimes they're eager
to prove their smarts.
											And believe me, they know
when I have no idea of the answer,
											so in those instances, I say to them,
											""That's a great question.
Let me research that and get back to you.""
									","
											Sé todo sobre este proceso.
											Mis estudiantes me hacen preguntas 
realmente reflexivas todo el tiempo.
											Están ansiosos por aprender,
											y a veces están ansiosos por probar 
su inteligencia.
											Y créanme, ellos saben 
cuándo no tengo ni idea de la respuesta,
											así que en esos ejemplos, les digo:
											""Esa es una gran pregunta.
Déjame investigarlo y te comento"".
									","
											Ich weiß alles über diesen Prozess.
											Meine Schüler stellen ständig
sehr durchdachte Fragen.
											Sie sind wissbegierig
											und manchmal sind sie eifrig bestrebt,
ihr Wissen zu beweisen.
											Glauben Sie mir, sie wissen, wenn
ich keine Ahnung von der Antwort habe,
											in solchen Fällen sage ich zu ihnen:
											""Das ist eine gute Frage. Lass mich das
nachsehen und auf dich zurückkommen"".
									","
											Je connais tout de ce processus.
											Mes élèves posent constamment
des questions réfléchies.
											Ils sont désireux d'apprendre
											et, parfois, ils sont désireux
de prouver qu'ils sont intelligents.
											Croyez-moi, ils le savent
quand j'ignore la réponse
											et dans ces cas-là, je leur dis :
											« C'est une très bonne question.
											Laissez-moi faire des recherches
et répondre plus tard. »
									",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
","
","
","
",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
											So when my students asked,
											""How do we stop this senseless violence?""
											I listened,
											and then I admitted,
											""I don't know.""
											And like I always do when I don't know
the answer to one of my questions,
											I began doing my homework.
											And as a history teacher,
											I knew I needed to start
with the Second Amendment and the NRA.
									","
											Así que cuando mis alumnos preguntaron
											""¿Cómo detenemos 
esta descabellada violencia?""
											Yo escuché,
											y entonces lo admití:
											""No lo sé.""
											Y como siempre hago cuando no sé 
la respuesta a una de mis preguntas
											comencé a hacer mis deberes.
											Y como profesora de historia,
											sabía que necesitaba empezar 
por la Segunda Enmienda y la NRA.
									","
											Als meine Schüler also fragten:
											""Wie stoppen wir diese sinnlose Gewalt?"",
											hörte ich zu,
											und gab dann zu:
											""Ich weiß es nicht.""
											Und wie ich es immer tue, wenn ich die
Antwort auf eine Frage nicht weiß,
											begann ich, meine Hausaufgaben zu machen.
											Als Geschichtslehrerin wusste ich,
											dass ich beim 2. Zusatzartikel
und der NRA anfangen musste.
									","
											Alors quand mes élèves ont demandé :
											« Comment mettre un terme
à cette violence insensée ? »,
											j'ai écouté
											et puis j'ai reconnu :
											« Je ne sais pas. »
											Et, comme toujours quand j'ignore
la réponse à l'une de mes questions,
											j'ai commencé à faire mes devoirs.
											Étant professeur d'histoire,
											je savais que je devais commencer
avec le deuxième amendement et la NRA.
									",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
","
","
","
",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
											In case it's been a while since
you've been sitting in a history class,
											here is what the Second Amendment
											actually says:
											""A well regulated Militia,
											being necessary
to the security of a free State,
											the right of the people
to keep and bear arms,
											shall not be infringed.""
											Meaning, the federal government could not
infringe on the rights of citizens
											to participate in well-regulated militias.
											The Second Amendment
was ratified 226 years ago.
											It was written in a time before
the federal government's armed forces
											were among the most powerful in the world
											and when state militias were viewed
as necessary to protect the states.
									","
											Por si hace mucho que no han estado
en una clase de historia,
											esto es lo que dice la Segunda Enmienda,
sorprendentemente dice:
											""Al ser una milicia bien regulada,
											necesaria para la seguridad 
de un estado libre,
											el derecho del pueblo a tener 
y portar armas,
											no será violado.""
											Es decir, el gobierno federal no podría
infringir los derechos de los ciudadanos
											a participar en milicias bien reguladas.
											La segunda enmienda
fue ratificada hace 226 años.
											Fue escrita tiempo antes de que
las fuerzas armadas del gobierno federal
											se hallaran
entre las más poderosos del mundo,
											cuando las milicias del estado
											se consideraban necesarias 
para proteger los estados.
									","
											Falls es eine Weile her ist,
dass Sie im Geschichtsunterricht saßen,
											so lautet der 2. Zusatzartikel:
											""Da eine wohlgeordnete Miliz
											für die Sicherheit eines
freien Staates notwendig ist,
											darf das Recht des Volkes,
Waffen zu besitzen und zu tragen,
											nicht beeinträchtigt werden.""
											Das bedeutet, die Bundesregierung
konnte das Bürgerrecht,
											an wohlgeordneten Milizen teilzunehmen,
nicht beeinträchtigen.
											Der 2. Zusatzartikel wurde
vor 226 Jahren bestätigt.
											Er wurde zu einer Zeit geschrieben,
bevor die Bundesstreitkräfte
											zu den weltweit mächtigsten gehörten
											und als Staatsmilizen als notwendig für
den Schutz der Staaten angesehen wurden.
									","
											Si cela fait longtemps que vous n'avez pas
assisté à un cours d'histoire,
											voici ce que dit vraiment
le deuxième amendement :
											« Une milice bien organisée
											étant nécessaire
à la sécurité d'un État libre,
											le droit qu'a le peuple de détenir
et de porter des armes
											ne sera pas transgressé. »
											Le gouvernement fédéral ne peut pas
transgresser le droit des citoyens
											de participer à des milices
bien organisées.
											Le deuxième amendement
a été ratifié il y a 226 ans.
											Il a été écrit avant que les forces armées
du gouvernement fédéral
											ne soient parmi
les plus puissantes du monde
											et quand les milices d’État
étaient considérées nécessaires
											à la protection des États.
									",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
","
","
","
",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
											Fast-forward 80 years, to 1871.
											The American Civil War
had ended a few years prior,
											but a couple of Union officers
											had witnessed some pretty shoddy
marksmanship on the battlefield.
											So in an attempt to prepare their men
for any future conflicts,
											they founded the National
Rifle Association
											to promote rifle practice.
									","
											Demos un salto, 80 años, hasta 1871.
											La guerra civil estadounidense
había terminado unos años antes,
											pero un par de oficiales de la Unión
											habían sido testigos de punterías 
bastante mala en el campo de batalla.
											Así que para preparar a sus hombres
para cualquier conflicto futuro,
											fundaron 
la Asociación Nacional del Rifle
											para fomentar el uso del rifle.
									","
											Spulen wir 80 Jahre vor ins Jahr 1871.
											Der amerikanische Bürgerkrieg hatte
ein paar Jahre zuvor geendet,
											aber einige Offiziere des Unionsheeres
											erlebten auf dem Schlachtfeld
eine ziemlich schlechte Treffsicherheit.
											Um ihre Männer auf weitere
zukünftige Kämpfe vorzubereiten,
											gründeten sie die Nationale
Schusswaffenvereinigung,
											um Schießübungen zu fördern.
									","
											Bond en avant de 80 ans, jusqu'en 1871.
											La guerre de Sécession
avait pris fin quelques années auparavant
											mais quelques officiers de l'Union
											avait été témoins d'une piètre
adresse au tir sur le champ de bataille.
											Afin de préparer leurs hommes
pour les futurs conflits,
											ils ont fondé
la National Rifle Association
											pour promouvoir les exercices de tir.
									",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
","
","
","
",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
											In short, the Second Amendment
was written to ensure
											that our newly formed and fragile country
											had access to organized state militias.
											And the NRA's original mission was
to ensure future soldiers had good aim.
									","
											En resumen, la Segunda Enmienda
fue escrita para asegurar
											que nuestro país recién formado y frágil
											tuviera acceso 
a milicias estatales organizadas.
											Y la misión original de la NRA
											era asegurar que los futuros soldados 
tuvieran un buen objetivo.
									","
											Kurzum, der 2. Zusatzartikel wurden
geschrieben, um sicherzustellen,
											dass unser neu geformtes und fragiles Land
											Zugang zu organisierten Staatsmilizen hat.
											Und die ursprüngliche Mission der NRA war
sicherzustellen, dass zukünftige Soldaten
											gut zielen konnten.
									","
											En bref, le deuxième amendement
a été écrit pour assurer
											que notre pays,
nouvellement formé et fragile,
											ait accès aux milices d’État organisées.
											La mission initiale de la NRA
était de s'assurer
											que les futurs soldats sachent bien viser.
									",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
","
","
","
",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
											Someone could teach an entire course
											on how the next 150 years influenced
the gun regulation conversations
											we're having in the United States
											and our interpretation
of the Second Amendment.
											Almost every pivotal moment
in our nation's history
											in one way or another
											influenced how we as a people
											manufacture, debate,
regulate and feel about guns.
											A lot of change has occurred.
											As a matter of fact, it wasn't until 2008
											that the Supreme Court
ruled for the first time
											the Second Amendment protects
an individual right to possess a firearm
											unconnected with service in a militia
											and to use that arm
for traditionally lawful purposes,
											such as self-defense within the home.
											Within the home.
									","
											Cualquiera podría dar un curso completo
											sobre cómo los próximos 150 años
											influyeron en las conversaciones 
de regulación de armas
											que estamos teniendo en EE. UU.
											y nuestra interpretación
de la Segunda Enmienda.
											Casi todos los momentos cruciales
en la historia de nuestra nación

											de una forma u otra,
influyeron en cómo nosotros como pueblo
											fabricamos, debatimos,
regulamos y sentimos las armas de fuego.
											Se han producido muchos cambios.
											De hecho, no fue hasta 2008
											que el Tribunal Supremo
reguló por primera vez
											que la Segunda Enmienda protegiera
											el derecho individual 
a poseer un arma de fuego
											independientemente 
de estar al servicio de una milicia,
											y a usar ese arma
para fines tradicionalmente legales,
											como la autodefensa dentro del hogar.
											¡Dentro del hogar!
									","
											Man kann einen ganzen Kurs darüber geben
											wie die nächsten 150 Jahre die Gespräche
über Waffenregulierung beeinflusst haben,
											die wir in den USA haben,
											und über unsere Interpretation
des 2. Zusatzartikels.
											Fast jeder Schlüsselmoment
in der Geschichte unserer Nation
											hat auf irgendeine Weise
beeinflusst, wie wir als Volk
											Waffen herstellen, über sie debattieren,
sie regulieren und über sie denken.
											Es gab viele Veränderungen.
											Tatsächlich war es erst 2008,
											dass das Verfassungsgericht
zum ersten Mal entschieden hat,
											dass der 2. Zusatzartikel 
das individuelle Recht schützt,
											eine Schusswaffe zu besitzen, ohne dafür
im Dienst einer Miliz zu stehen,
											und diese Waffe für traditionell
rechtmäßige Zwecke zu nutzen,
											wie z.B. Selbstverteidigung
innerhalb des Zuhauses.
											Innerhalb des Zuhauses.
									","
											Quelqu'un pourrait donner un cours entier
											sur comment les 150 années suivantes
ont influencé les conversations
											sur la réglementation des armes
											que nous avons aux États-Unis
											et notre interprétation
du deuxième amendement.
											Presque tous les moments décisifs
de l'histoire de notre nation
											ont influencé d'une certaine manière
comment nous, en tant que peuple,
											produisons, débattons, réglementons
et voyons les armes à feu.
											Beaucoup de changement ont eu lieu.
											En effet, ce n'est qu'en 2008
											que la Cour suprême
a déclaré pour la première fois
											que le deuxième amendement
											protège un droit individuel
de posséder une arme à feu
											sans que cela ne soit lié
à un service dans une milice
											et l'utilisation de cette arme
à des fins traditionnellement légitimes,
											telles que l'autodéfense chez soi.
											Chez soi.
									",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
","
","
","
",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
											This change over time is striking to me,
											because it reminds us
											that the interpretation
of the Second Amendment
											and cultural attitudes about guns
											have changed over time.
											Which gives me hope
they could change again.
									","
											Este cambio en el tiempo 
es sorprendente para mí,
											porque nos recuerda
											que la interpretación 
de la Segunda Enmienda
											y las actitudes culturales 
sobre las armas de fuego
											han cambiado con el tiempo.
											Lo cual me da la esperanza
de que pueda cambiar otra vez.
									","
											Diese Veränderung im Laufe der Zeit
finde ich bemerkenswert,
											denn sie erinnert uns daran,
											dass die Interpretation des
2. Zusatzartikels
											und kulturelle Einstellung
gegenüber Waffen
											sich über die Zeit verändert haben.
											Das gibt mir die Hoffnung,
dass sie sich erneut verändern könnten.
									","
											L'évolution au fil du temps
me semble frappante
											car elle nous rappelle
											que l'interprétation
du deuxième amendement
											et les attitudes culturelles
en matière d'armes à feu
											ont changé au fil du temps.
											Ce qui me donne espoir
de les voir changer à nouveau.
									",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
","
","
","
",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Applaudissements)
									",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
","
","
","
",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
											It's an incredibly complex
and dynamic history lesson,
											but it's not the lesson
I'm here to teach today,
											because we don't have time.
											I'm not talking about time,
											the time that I have here
to stand and speak.
											I'm talking about the fact
we don't have time to lose.
											According to the CDC,
											over the last five years,
											on average, each day 96 people
are killed by guns in the United States,
											and if we don't figure out how to answer
my students' question soon,
											one of us could be next.
									","
											Es una lección de historia dinámica
e increíblemente compleja,

											pero no es la lección
que pretendo enseñar hoy,

											porque no tenemos tiempo.
											No estoy hablando sobre el tiempo,
											el tiempo que tengo 
para estar aquí y hablar.
											Hablo del hecho de que 
no tenemos tiempo que perder.
											Según la CDC,
											en los últimos cinco años,
											de media, cada día 96 personas son 
asesinadas por armas de fuego en EE. UU.,
											y si no descubrimos cómo responder
a la pregunta de mis estudiantes pronto,
											uno de nosotros podría ser el siguiente.
									","
											Es ist eine unglaublich komplexe
und dynamische Geschichtslektion,
											aber die will ich heute hier nicht geben,
											denn wir haben keine Zeit.
											Ich spreche nicht über Zeit,
											die Zeit, die ich habe,
um hier zu stehen und zu sprechen.
											Ich spreche über die Tatsache,
dass wir keine Zeit zu verlieren haben.
											In den letzten fünf Jahren
wurden laut dem CDC
											in den USA im Durchschnitt jeden Tag
96 Menschen durch Schusswaffen getötet
											und wenn wir nicht bald eine Antwort
auf die Frage meiner Schüler finden,
											kann einer von uns der nächste sein.
									","
											C'est une leçon d'histoire
incroyablement complexe et dynamique
											mais ce n'est pas la leçon
que je veux partager
											car nous n'avons pas le temps.
											Je ne parle pas de temps,
											du temps que j'ai
pour me tenir ici et parler.
											Je parle du fait que
nous n'avons pas de temps à perdre.
											D'après une agence fédérale,
											les cinq dernières années,
											chaque jour, en moyenne, 96 personnes
sont tuées par balle aux États-Unis
											et si nous ne trouvons pas vite
											comment répondre
à la question de mes élèves,
											l'un d'entre nous
pourrait être le suivant.
									",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
","
","
","
",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
											So, if the question is,
how do we stop this senseless violence,
											the best way I can think to answer
											is to look at multiple choice.
											You remember multiple-choice
questions in high school, don't you?
											Let's start.
									","
											Y, si la pregunta es,
											cómo detenemos 
esta descabellada violencia,
											la mejor manera que 
se me ocurre responder
											es viendo las opciones múltiples.
											Recuerdan las preguntas 
de elección múltiple en el instituto, ¿no?
									","
											Wenn die Frage also lautet,
wie wir diese sinnlose Gewalt stoppen,
											ist für mich die beste Art zu antworten,
											sich Multiple-Choice anzuschauen.
											Sie erinnern sich doch an
Multiple-Choice-Fragen aus der Schule.
											Fangen wir an.
									","
											Si la question est : comment
mettre un terme à cette violence insensée,
											la meilleure façon
que je vois pour y répondre
											est de considérer un choix multiple.
											Vous vous souvenez des questions
à choix multiple au lycée, n'est-ce pas ?
											Commençons.
									",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
"
","
","
","
",A Parkland teacher's homework for us all,Diane Wolk-Rogers,15:46,"activism,United States,guns,communication,community,culture,education,history,society,leadership,social change,violence"
