en,fr,de,es,tr,title,speaker,duration,tags
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											So, I want you to picture this:
											you host a podcast, and you have to prove
											that the investment
of precious public radio dollars in you
											is worth it.
											My goal was to increase
my audience size tenfold.
											So one day, I sat down to brainstorm,
											as you do,
											and I came up barren.
											This was different
than writer's block, right?
											It wasn't like there was something there
waiting to be unearthed.
											There was just nothing.
											And so I started to think back:
											When was the last time
I actually had a good idea?
											Yeah, it was when I was pushing
that damn stroller.
											Now all the cracks in my day
were filled with phone time.
											I checked the headlines
while I waited for my latte.
											I updated my calendar
while I was sitting on the couch.
											Texting turned every spare moment
											into a chance to show to my coworkers
and my dear husband
											what a responsive person I was,
											or at least it was a chance to find
another perfect couch
											for my page on Pinterest.
											I realized that I was never bored.
											And anyway, don't only
boring people get bored?
									","
											Imaginez ceci :
											vous animez un podcast
et vous devez prouver
											que l'investissement des précieux dollars
de la radio publique en vous
											vaut le coup.
											Mon objectif était de multiplier
par dix mon audience.
											Un jour, je me suis assise pour réfléchir,
											c'est ce que l'on fait,
											et je n'ai eu aucune idée.
											Ce n'était pas le syndrome
de la feuille blanche.
											Ce n'est pas comme si quelque chose
attendait d'être découvert.
											Il n'y avait rien.
											J'ai commencé à réfléchir :
											quand avais-je eu une bonne idée
pour la dernière fois ?
											Ouais, quand je poussais
cette maudite poussette.
											Le téléphone remplissait
les petits instants de ma journée.
											En attendant mon café,
je vérifiais les infos.
											Assise sur le canapé,
je mettais à jour mon agenda.
											Les SMS ont transformé
tous les instants libres
											en une chance de montrer
à mes collègues et à mon cher mari
											combien j'étais réactive
											ou tout du moins était-ce une chance
de trouver un autre coach
											pour ma page Pinterest.
											J'ai réalisé que je ne m'ennuyais jamais.
											N'y a-t-il pas que les gens
ennuyeux qui s'ennuient ?
									","
											Stellen Sie sich Folgendes vor:
											Sie moderieren einen Podcast
und müssen beweisen,
											dass das wertvolle öffentliche Geld
gut in Sie investiert wurde.
											Mein Ziel war es, die Anzahl
meiner Hörer zu verzehnfachen.
											Eines Tages habe ich
Brainstorming betrieben,
											wie man das so macht,
und mir fiel nichts ein.
											Das war keine Schreibblockade.
											Nichts wartete darauf, entdeckt zu werden.
											Da war einfach nichts.
											Also dachte ich zurück:
											Wann hatte ich zuletzt
eine wirklich gute Idee?
											Als ich den verflixten Kinderwagen schob.
											Jetzt waren alle Lücken meines Tages
mit Zeit am Handy gefüllt.
											Ich sah nach Schlagzeilen,
während ich auf meinen Kaffee wartete.
											Ich aktualisierte meinen Kalender,
während ich auf dem Sofa saß.
											Nachrichten senden
verwandelte jeden freien Moment
											in eine Chance, meinen Kollegen
und meinem Ehemann zu zeigen,
											dass ich gut erreichbar war
											oder zumindest eine Chance,
noch ein perfektes Sofa
											für meine Pinterest-Seite zu finden.
											Mir fiel auf, dass mir nie langweilig war.
											Und überhaupt, langweilen sich
nicht nur langweilige Leute?
									","
											Quiero que se imaginen esto:
											uno aloja un podcast, y tiene que probar
											que la inversión en ti de preciosos 
dólares de radio pública
											vale la pena.
											Mi objetivo era aumentar 
el tamaño de mi audiencia diez veces.
											Así que un día, me senté 
para hacer una lluvia de ideas,
											como lo hacen Uds.,
											y había un desierto.
											Esto es diferente 
al bloqueo del escritor, ¿verdad?
											No era como si hubiera algo allí 
esperando ser desenterrado.
											Simplemente no había nada.
											Y entonces comencé a pensar:
											¿Cuándo fue la última vez que 
realmente tuve una buena idea?
											Sí, fue cuando estaba empujando 
esa maldita silleta de paseo.
											Ahora todas las grietas en mi día 
estaban llenas de tiempo de teléfono.
											Revisé los titulares mientras 
esperaba mi café con leche.
											Actualicé mi calendario 
mientras estaba sentada en el sofá.
											Enviar mensajes de texto 
se convirtió cada momento libre
											en una oportunidad para mostrar 
a mis compañeros de trabajo
											y a mi querido esposo 
lo receptiva que era yo,
											o al menos era una oportunidad 
de encontrar otro sofá perfecto
											para mi página en Pinterest.
											Me di cuenta de que nunca me aburrí.
											Y, de todos modos, ¿no solo 
las personas aburridas se aburren?
									","
											Bunu şöyle resmetmenizi istiyorum:
											bir ortam akışı
sunuyorsunuz ve değerli radyo
											dolarlarına yaptığınız yatırım,
											buna değiyor.
											Amacım, seyirci
miktarını on kat arttırmaktı.
											Bir gün beyin fırtınası yaptım,
											sizler gibi
											ve bir faydası olmadı.
											Bu, yazarın
tıkanmasından farklı, değil mi?
											Orada ortaya çıkarılmayı
bekleyen bir şeyler varmış gibi değil.
											Ortada hiçbir şey yoktu.
											Geriye dönük
düşünmeye başladım:
											En son ne zaman gerçekten
iyi bir fikir bulmuştum?
											Evet, bu lanet bebek
arabasını iterken bulmuştum.
											Artık gün içerisindeki tüm
çatlaklar, telefonla doluyordu.
											Kahvemi beklerken
manşetleri kontrol ediyordum.
											Koltukta otururken
takvimimi düzenliyordum.
											Mesajlaşma her anımı, iş arkadaşlarıma
											ve sevgili kocama ne kadar
duyarlı bir insan olduğumu gösterme
											şansına çevirmişti
											veya en azından Pinterest'teki
sayfam için diğer mükemmel
											koltuğu bulma şansı elimdeydi.
											Hiç sıkılmadığımı fark ettim.
											Her neyse, zaten yalnızca
sıkıcı insanlar sıkılmazlar mı?
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											But then I started to wonder:
											What actually happens to us
when we get bored?
											Or, more importantly: What happens to us
if we never get bored?
											And what could happen if we got rid of
this human emotion entirely?
											I started talking to neuroscientists
and cognitive psychologists,
											and what they told me was fascinating.
											It turns out that when you get bored,
											you ignite a network in your brain
called the ""default mode.""
											So our body, it goes on autopilot
while we're folding the laundry
											or we're walking to work,
											but actually that is when our brain
gets really busy.
											Here's boredom researcher Dr. Sandi Mann.
									","
											Puis je me suis demandé :
											que se passe-t-il
quand nous nous ennuyons ?
											Plus important encore : que se passe-t-il
si nous ne nous ennuyons jamais ?
											Que se passerait-il si nous éliminions
entièrement cette émotion humaine ?
											J'ai parlé à des neuroscientifiques
et des psychologues cognitifs
											et ce qu'ils m'ont dit était fascinant.
											Il s'avère que quand vous vous ennuyez,
											vous déclenchez un réseau de votre cerveau
appelé « le mode par défaut ».
											Votre corps passe en pilote automatique
pendant que vous pliez le linge
											ou que vous allez au travail,
											mais c'est là que votre cerveau
est très occupé.
											Voici la chercheuse sur l'ennui,
le docteur Sandi Mann.
									","
											Dann fragte ich mich:
											Was passiert mit uns,
wenn wir uns langweilen?
											Oder vielmehr: Was passiert,
wenn wir nie gelangweilt sind?
											Und was könnte passieren, wenn wir
dieses Gefühl vollständig ablegen würden?
											Ich fing an, mit Neurobiologen
und kognitiven Psychologen zu reden,
											und was sie mir erzählten,
war faszinierend.
											Wenn man sich langweilt,
											entzündet sich ein Netzwerk im Gehirn,
das ""Ruhezustand"" genannt wird.
											Unser Körper wechselt in den Autopiloten,
während wir die Wäsche falten
											oder zur Arbeit gehen.
											Aber genau dann ist
das Gehirn sehr beschäftigt.
											Hier ist Langeweile-Forscherin
Dr. Sandi Mann.
									","
											Pero luego comencé a preguntarme:
											¿Qué nos pasa realmente 
cuando nos aburrimos?
											O, lo que es más importante, 
¿qué nos sucede si nunca nos aburrimos?
											¿Y qué podría pasar si nos deshiciéramos 
completamente de esta emoción humana?
											Empecé a hablar con neurocientíficos 
y psicólogos cognitivos,
											y me dijeron algo fascinante.
											Resulta que cuando uno se aburre,
											se enciende una red en el cerebro 
llamada ""modo predeterminado"".
											Y el cuerpo se pone en piloto 
automático mientras doblamos la ropa
											o estamos caminando al trabajo,
											pero en realidad es cuando 
el cerebro está realmente ocupado.
											Aquí está la investigadora 
del aburrimiento Dr. Sandi Mann.
									","
											Sonra merak etmeye başladım:
											Sıkıldığımız zaman bize aslında ne olur?
											Daha da önemlisi: Hiç
sıkılmazsak bize ne olur?
											Peki bu insani duygulardan
tamamen kurtulabilsek ne olurdu?
											Nörologlarla ve bilişim psikologlarıyla
konuşmaya başladım ve bana
											söyledikleri şey, büyüleyiciydi.
											Görünen o ki, sıkıldığınız zaman,
											beyninizde ""varsayılan mod""
adında bir ağı yakıyorsunuz.
											Yani vücudumuz, biz çamaşırları
katlarken veya işe doğru yürürken
											oto-pilota geçiyor,
											fakat aslında beynimiz bu
anda gerçekten meşgul oluyor.
											Karşınızda sıkıntı
araştırmacısı Dr. Sandi Mann.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Audio) Dr. Sandi Mann:
Once you start daydreaming
											and allow your mind to really wander,
											you start thinking a little bit
beyond the conscious,
											a little bit into the subconscious,
											which allows sort of different
connections to take place.
											It's really awesome, actually.
									","
											(Audio) Dr. Sandi Mann :
Quand vous rêvez éveillé
											et permettez à votre esprit d'errer,
											vous pensez au-delà du conscient,
											un peu dans le subconscient,
											ce qui permet
à d'autres connexions d'avoir lieu.
											C'est vraiment génial.
									","
											(Audio) Dr. Sandi Mann:
Sobald Sie tagträumen
											und Ihren Geist wandern lassen,
											fangen Sie an, jenseits
des Bewussten zu denken,
											etwas in Richtung des Unterbewusstseins,
was andere Verbindungen ermöglicht.
											Es ist wirklich beeindruckend.
									","
											(Audio) Dr. Sandi Mann: 
Una vez que empiezas a soñar despierto
											y permites realmente que tu mente divague,
											empiezas a pensar 
un poco más allá de lo consciente,
											un poco en el subconsciente,
											lo que permite que se produzcan 
diferentes tipos de conexiones.
											Es realmente increíble.
									","
											(Ses) Dr. Sandi Mann:
Hayal kurmaya başladığınızda
											ve zihninizi gezinmeye bıraktığınızda,
											bilincin biraz ötesinde,
biraz bilinçaltına doğru
											düşünmeye başlarsınız
											ve bu da bir takım farklı
bağlantıların oluşmasına yol açar.
											Bu aslında gerçekten muhteşem.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											Manoush Zomorodi: Totally awesome, right?
									","
											Manoush Zomorodi : Génial, n'est-ce pas ?
									","
											Manoush Zomorodi: Beeindruckend, oder?
									","
											Manoush Zomorodi: 
Totalmente increíble, ¿verdad?
									","
											Manoush Zomorodi: Çok muhteşem, değil mi?
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											So this is my brain in an fMRI,
											and I learned that in the default mode
is when we connect disparate ideas,
											we solve some of our most
nagging problems,
											and we do something called
""autobiographical planning.""
											This is when we look back at our lives,
											we take note of the big moments,
we create a personal narrative,
											and then we set goals
											and we figure out what steps
we need to take to reach them.
											But now we chill out on the couch
also while updating a Google Doc
											or replying to email.
											We call it ""getting shit done,""
											but here's what neuroscientist
Dr. Daniel Levitin says
											we're actually doing.
									","
											Voici mon cerveau lors d'un IRMf.
											J'ai appris que le mode par défaut c'est 
quand nous lions des idées disparates,
											nous résolvons la plupart
de nos problèmes tenaces
											et nous nous livrons à
la « planification autobiographique ».
											C'est lorsque nous considérons notre vie,
											notons les moments importants,
créons un récit personnel,
											établissons des objectifs
											et décidons quelles étapes suivre
pour pouvoir les atteindre.
											Mais nous nous détendons sur le canapé
en mettant à jour un Google Doc
											ou en répondant à un mail.
											Nous parlons de productivité,
											mais voici ce que le neuroscientifique
Dr. Daniel Levitin dit
											que nous faisons réellement.
									","
											Das hier ist mein Gehirn in einem fMRT.
											Ich lernte, dass im Ruhezustand
verschiedene Ideen verknüpft werden;
											wir lösen unsere schwersten Probleme
											und tun etwas namens
""autobiografische Planung"".
											Dabei schauen wir auf unser Leben,
											achten auf wichtige Momente,
erschaffen eine persönliche Erzählung,
											und dann setzen wir uns Ziele
											und überlegen, was zu tun ist,
um sie zu erreichen.
											Jetzt chillen wir auf dem Sofa,
während wir ein Google Doc updaten
											oder E-Mails beantworten.
											Wir nennen es ""Dinge erledigen"",
											aber der Neurobiologe
Dr. Daniel Levitin sagt,
											was wir wirklich tun.
									","
											Así que este es mi cerebro 
en una resonancia magnética funcional,
											y aprendí que en el modo predeterminado 
es cuando conectamos ideas dispares,
											resolvemos algunos de 
nuestros problemas más molestos,
											y hacemos algo llamado 
""planificación autobiográfica"".
											Es al mirar hacia atrás en nuestras vidas,
											que notamos los grandes momentos, 
creamos una narración personal,
											y luego establecemos metas
											y averiguamos qué pasos 
debemos dar para llegar a ellos.
											Pero ahora también nos relajamos 
en el sofá mientras actualizamos
											un documento de Google Docs o 
respondemos un correo electrónico.
											Lo llamamos ""hacer lo que hay que hacer"",
											pero esto lo que dice 
el neurocientífico Dr. Daniel Levitin
											que estamos haciendo.
									","
											Bu benim fMRI'daki beynim
											ve öğrendim ki, varsayılan mod,
farklı fikirleri birleştirdiğimizde,
											en rahatsız edici
sorunlarımızı çözdüğümüzde ve
											""otobiyografik planlama"" adlı
şeyi yaptığımızda gerçekleşiyor.
											Bu, yaşamda geçmişe doğru baktığımız,
											büyük anları not ettiğimiz,
kişisel bir anlatı oluşturduğumuz
											ve amaçlar oluşturduğumuz,
											onlara ulaşmak için atacağımız
adımları belirlediğimiz andır.
											Fakat artık koltuğa uzanıyoruz ve
bir Google dökümanı güncelliyoruz veya
											e-postaya cevap veriyoruz.
											Buna ""işleri halletmek"" diyoruz,
											fakat nörolog Dr. Daniel Levitin,
aslında yaptığımız bu şeyi
											şöyle tanımlıyor.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Audio) Dr. Daniel Levitin:
Every time you shift your attention
											from one thing to another,
											the brain has to engage
a neurochemical switch
											that uses up nutrients in the brain
to accomplish that.
											So if you're attempting to multitask,
											you know, doing four
or five things at once,
											you're not actually doing
four or five things at once,
											because the brain doesn't work that way.
											Instead, you're rapidly shifting
from one thing to the next,
											depleting neural resources as you go.
									","
											(Audio) Dr. Daniel Levitin :
Chaque fois que votre attention
											passe d'une chose à une autre,
											le cerveau doit activer
un interrupteur neurochimique,
											ce qui utilise des nutriments
dans le cerveau.
											Si vous essayez d'être multitâche,
											de faire quatre ou cinq choses à la fois,
											vous ne faites pas vraiment
plusieurs choses à la fois
											car le cerveau ne fonctionne pas ainsi.
											Vous passez plutôt rapidement
d'une chose à une autre,
											épuisant au passage
vos ressources neuronales.
									","
											(Audio) Dr. Daniel Levitin:
Immer, wenn Sie ihre Aufmerksamkeit
											von einer Sache auf eine andere lenken,
											aktiviert das Gehirn
einen neurochemischen Schalter,
											der Nährstoffe des Gehirns braucht,
um zu funktionieren.
											Wenn Sie versuchen,
Multitasking zu betreiben,
											und vier oder fünf Dinge zugleich tun,
											tun Sie tatsächlich keine vier
oder fünf Dinge zugleich,
											weil das Gehirn so nicht funktioniert.
											Dafür wechseln Sie schnell
von einer Sache zur nächsten,
											und verbrauchen dabei
Ressourcen der Nerven.
									","
											(Audio) Dr. Daniel Levitin: 
Cada vez que cambias tu atención
											de una cosa a otra,
											el cerebro tiene que participar 
en un cambio neuroquímico
											que usa nutrientes 
en el cerebro para lograrlo.
											Y, si intentas hacer 
varias cosas a la vez,
											ya sabes, hacer 
cuatro o cinco cosas a la vez,
											no estás haciendo 
cuatro o cinco cosas a la vez,
											porque el cerebro 
no funciona de esa manera.
											En cambio, estás cambiando 
rápidamente de una cosa a otra,
											agotando los recursos neuronales 
sobre la marcha.
									","
											(Ses) Dr. Daniel Levitin:
Dikkatinizi ne zaman bir yerden
											başka bir yere çekseniz,
											beyniniz, bunu başarmak için
beyindeki besinleri kullanan
											bir nörokimyasal şalteri
çalıştırmak zorundadır.
											Yani eğer çoklu bir göreve girişiyorsanız,
											bir kerede dört
veya beş şey yapmak gibi,
											aslında aynı anda dört,
beş şey yapıyor olmazsınız,
											çünkü beyin böyle çalışmaz.
											Aksine, bir şeyden diğerine
hızlıca geçiş yapıyor olursunuz,
											her seferinde sinirsel
kaynak tüketirsiniz.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Audio) MZ: So switch, switch, switch,
you're using glucose, glucose, glucose.
									","
											(Audio) MZ : Changer de tâche
fait utiliser beaucoup de glucose.
									","
											(Audio) MZ: Der ständige Wechsel
erfordert ständig Glukose.
									","
											(Audio) MZ: Y al cambiar y cambiar, 
estás usando glucosa, glucosa, glucosa.
									","
											(Ses) MZ: Değiştir, değiştir, değiştir,
glikoz kullanıyorsun, glikoz, glikoz.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Audio) DL: Exactly right, and we have
a limited supply of that stuff.
									","
											(Audio) DL : Exactement.
Et nous en avons en quantité limitée.
									","
											(Audio) DL: Korrekt, und wir haben
nur einen begrenzten Vorrat davon.
									","
											(Audio) DL: Exactamente, y tenemos 
un suministro limitado de esas cosas.
									","
											(Ses) DL: Kesinlikle doğru ve
kısıtlı bir glikoz desteğimiz var.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
