es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
",Where is home?,Pico Iyer,14:01,"culture,happiness,travel,world cultures,writing"
"
											Y para más y más de nosotros
											el hogar tiene menos que ver 
con un pedazo de tierra
											que un pedazo de alma.
											Si alguien de repente me pregunta
¿dónde está tu hogar?
											pues, pienso en mi pareja, 
en mis amigos más cercanos
											o en las canciones que viajan conmigo
donde sea que esté.
									","
											Para cada vez mais pessoas,
											o lar tem menos a ver
com um pedaço de solo
											do que, digamos, com um pedaço de alma.
											Se alguém de repente me perguntar
""Onde é o seu lar?"",
											eu penso na pessoa amada
ou nos amigos mais próximos
											ou nas canções que viajam comigo
onde quer que eu esteja.
									","
											Et pour de plus en plus d'entre nous,
											le « chez soi », en fait, a moins à voir 
avec un bout de terrain
											que, disons, avec un bout d'âme.
											Si quelqu'un me demande soudainement : 
« Où es-tu chez toi ? »
											Je pense à mon amoureuse 
ou à mes amis les plus proches
											ou aux chansons qui voyagent avec moi 
partout où je me trouve.
									","
											Und für mehr und mehr Menschen
											hat das Zuhause tatsächlich
nur wenig mit einem Stück Land zu tun,
											und viel mehr mit einem Stück Seele, 
könnte man sagen.
											Wenn mich jemand plötzlich fragt: 
""Wo ist dein Zuhause?"",
											denke ich an meine Frau 
oder an meine engsten Freunde,
											oder an die Lieder, die mit mir reisen, 
wo auch immer ich gerade sein mag.
									",Where is home?,Pico Iyer,14:01,"culture,happiness,travel,world cultures,writing"
"
","
","
","
",Where is home?,Pico Iyer,14:01,"culture,happiness,travel,world cultures,writing"
"
											Y siempre lo sentí así,
											aunque realmente lo entendí cuando
											hace unos años atrás, 
subía las escaleras
											de la casa de mis padres 
en California
											y vi por las ventanas de la sala
											que estábamos rodeados 
por llamas de 20 metros de altura,
											uno de esos incendios forestales
que surgen regularmente
											en las montañas de California
y muchos otros sitios similares.
											Tres horas más tarde, 
el fuego había reducido
											mi hogar y todo 
lo que había en él,
											a excepción de mí, a cenizas.
											Y cuando desperté 
a la mañana siguiente,
											dormía en el piso 
del hogar de un amigo
											y lo único que me quedaba
era un cepillo de dientes
											que había comprado 
en un supermercado nocturno.
											Claro que si alguien 
me preguntase entonces
											¿dónde está tu hogar?,
											literalmente no podría indicar
ningún sitio físico.
											Mi hogar tendría que ser 
todo lo que llevaba dentro de mí.
									","
											Sempre me senti assim,
											mas só me dei conta disso,
											há alguns anos atrás,
enquanto subia as escadas
											da casa dos meus pais na Califórnia,
											olhei pelas janelas da sala
											e vi que estávamos rodeados
por chamas de 30 metros,
											um daqueles incêndios que,
com regularidade,
											devastam as colinas da Califórnia
e muitos outros lugares.
											Três horas depois, 
o fogo tinha reduzido a cinzas
											a minha casa e tudo nela,
											exceto eu.
											Quando acordei na manhã seguinte,
estava a dormir em casa de um amigo,
											e a única coisa que tinha no mundo
era uma escova de dentes
											que tinha acabado de comprar
num supermercado.
											Claro que se alguém me perguntasse
naquele momento ""Onde é o seu lar?"",
											eu, literalmente, não poderia
indicar uma construção física.
											O meu lar teria de ser
o que eu tivesse dentro de mim.
									","
											Et j'avais toujours ressenti ça ainsi,
											mais je m'en suis vraiment rendu compte
											il y a quelques années 
alors que je montais les escaliers
											dans la maison 
de mes parents en Californie,
											et que j'ai regardé 
par les fenêtres du salon
											et que j'ai vu que nous étions encerclés 
par des flammes de 20 mètres de haut,
											un de ces feux de forêt 
qui se déclenchent régulièrement
											dans les collines de Californie 
et dans bien d'autres endroits similaires.
											Et trois heures plus tard, 
ce feu avait réduit en cendres
											ma maison et la moindre chose 
qui se trouvait l'intérieur
											sauf moi.
											Et quand je me suis réveillé 
le lendemain matin,
											je dormais par terre chez un ami,
											la seule chose que je possédais au monde 
était une brosse à dents
											que je venais d'acheter dans un supermarché 
ouvert toute la nuit.
											Bien sûr, si quelqu'un m'avait demandé 
à ce moment-là
											« Où est ta maison ? »
											je n'aurais pas pu lui montrer 
un bâtiment physique.
											Ma maison aurait été ce que je portais 
à l'intérieur de moi-même.
									","
											So empfand ich es schon immer.
											Ich habe dies aber erst richtig 
vor einigen Jahren erkannt,
											als ich zu Hause bei meinen Eltern 
in Kalifornien war,
											und gerade die Treppen hochlief.
											Ich schaute aus den Wohnzimmerfenstern 
und sah,
											dass wir von 20 Meter hohen Flammen 
umzingelt waren.
											Es war eins von diesen Lauffeuern, 
die sich regelmäßig
											in den Hügeln Kaliforniens 
und anderer solcher Orte ausbreiten.
											Drei Stunden später hatte das Feuer
											mein ganzes Haus und alles was darin war
											in Asche verwandelt. 
Mit Ausnahme von mir.
											Als ich am nächsten Tag aufgewacht bin,
											nachdem ich die Nacht 
bei einem Freund auf dem Boden geschlafen hatte,
											war das einzige, was ich auf dieser Welt besaß, 
eine Zahnbürste,
											die ich mir Nachts in einem Geschäft, 
das noch geöffnet war, gekauft hatte.
											Hätte mich jemand zu diesem Zeitpunkt
											nach meinem Zuhause gefragt,
											hätte ich natürlich 
auf kein fassbares Gebäude zeigen können.
											Mein Zuhause war,
was auch immer ich da gerade in mir trug.
									",Where is home?,Pico Iyer,14:01,"culture,happiness,travel,world cultures,writing"
"
","
","
","
",Where is home?,Pico Iyer,14:01,"culture,happiness,travel,world cultures,writing"
"
											Y en muchas formas creo que
que esto me da una tremenda libertad.
											Porque en la época de mis abuelos,
											tenían un sentido de hogar,
											un sentido de comunidad
e incluso un sentido de enemistad
											que les eran asignados desde el nacimiento,
											y no tenían muchas oportunidades
de salir de allí.
											Hoy en día, al menos algunos de nosotros
podemos escoger nuestro hogar,
											crear nuestro sentido de comunidad,
											diseñar lo que somos, 
y al hacerlo,
											quizás salirnos un poco
											de esas divisiones 
entre lo blanco y lo negro
											del tiempo de nuestros abuelos.
											No es pura coincidencia 
que el presidente
											de la nación más poderosa 
del planeta sea mitad keniano,
											se haya criado por un tiempo 
en Indonesia,
											y tenga un cuñado chino-canadiense.
									","
											E, em muitos sentidos, penso que isso
é uma libertação incrível.
											Porque quando os meus avós nasceram,
											eles sabiam muito bem onde era o seu lar,
											qual era a sua comunidade e até
quem eram as suas inimizades,
											definidos no seu nascimento,
											e não tinham muitas possibilidades
de escapar a isso.
											Hoje em dia, pelo menos alguns de nós
podemos escolher os nossos lares,
											criar o nosso sentido de comunidade,
											formar o nosso próprio eu
e, ao fazer isso,
											afastarmo-nos, pelo menos um pouco,
											das divisões bem determinadas
											da época dos nossos avós.
											Não é coincidência que o presidente
											da nação mais poderosa
da Terra seja meio queniano,
											criado em parte na Indonésia,
											e tenha um cunhado sino-canadiano.
									","
											Et à de nombreux égards, je crois 
que c'est une libération extraordinaire.
											Car quand mes grands-parents sont nés,
											le sentiment de ce qui était 
leur « chez soi »,
											leur sentiment d'appartenance 
à une communauté, ou même d'inimitiés,
											était plus ou moins 
prédéfini à leur naissance,
											et ils n'avaient pas beaucoup 
de chances d'en sortir.
											Et de nos jours, au moins certains d'entre nous 
peuvent choisir où ils se sentent chez eux,
											créer leur sentiment d'appartenance 
à une communauté,
											façonner leur propre identité, 
et en faisant ça
											peut-être aller un peu au-delà
											de certaines divisions manichéennes
											de l'époque de nos grands-parents.
											Ce n'est pas une coïncidence 
que le président
											de la nation la plus puissante de la planète
soit à moitié Kenyan,
											partiellement élevé en Indonésie,
											et qu'il ait un beau-frère sino-canadien.
									","
											Ich finde, dass das in jeder Art 
eine fantastische Befreiung ist.
											Denn als meine Großeltern geboren wurden,
											hatten sie ihre eigene Bedeutung dafür,
was Zuhause ist.
											Sie hatten ihre Bedeutung für Gemeinschaft, 
und sogar für Feindschaft,
											welches ihnen von Geburt an
mitgegeben wurde.
											Sie hatten nicht wirklich die Möglichkeit, 
darüber hinaus zu gehen.
											Heutzutage können zumindest manche von uns
ihre Bedeutung für ""Zuhause"" selber wählen,
											und ihre Bedeutung von Gemeinschaft 
selber erschaffen,
											sowie die Bedeutung 
des eigenen Selbsts zu gestalten
											und vielleicht dabei sogar ein Stück
											über das Schubladen-Denken
											der Generation unserer Großeltern 
hinausgehen.
											Es ist kein Zufall, dass der Präsident
											der stärksten Nation der Erde 
zur Hälfte Kenianer ist,
											teilweise in Indonesien großgezogen wurde
											und einen chinesisch-kanadischen Schwager hat.
									",Where is home?,Pico Iyer,14:01,"culture,happiness,travel,world cultures,writing"
"
","
","
","
",Where is home?,Pico Iyer,14:01,"culture,happiness,travel,world cultures,writing"
"
											El número de personas viviendo
fuera de su propios países
											llega ahora hasta los 220 millones,
											y esta es una cifra casi inimaginable,
											pero significa que si tomas
toda la población de Canadá,
											y toda la población de Australia,
											y luego toda la población 
de Australia nuevamente,
											y toda la población 
de Canadá una vez más,
											y duplicas ese número,
											aún quedarían fuera 
algunas de las personas pertenecientes
											a esta gran tribu flotante.
											Y el número de nosotros 
que vive fuera
											de la vieja categoría de nación-estado
ha aumentado tan rápidamente
											—unos 64 millones 
en los últimos 12 años—
											que pronto seremos más 
que los estadounidenses.
											Ya somos la quinta nación 
más grande del planeta.
											Y de hecho, en Toronto,
la ciudad más grande de Canadá,
											al residente promedio de hoy en día
es lo que solía llamarse extranjero,
											alguien que había nacido en otro país.
									","
											O número de pessoas que não vivem
no seu próprio país
											é de cerca de 220 milhões.
											Isso é quase difícil de imaginar
											mas significa que, se pegarmos em toda
a população do Canadá
											e da Austrália,
											e da Austrália novamente
											e mais uma vez a do Canadá
											e duplicássemos esse número,
											ainda teríamos menos pessoas
											do que nessa grande tribo errante.
											O número de pessoas que vivem fora
											da categoria tradicional de estados-nação
está a aumentar tão rapidamente
											— cerca de 64 milhões nos últimos 12 anos —
											que em breve haverá mais como nós
do que norte-americanos.
											Nós já somos a quinta maior
nação da Terra.
											E, de facto, na maior cidade
do Canadá, Toronto,
											o morador médio atual é aquele a quem
se costumava chamar estrangeiro,
											alguém nascido num país diferente.
									","
											Le nombre de personnes vivant dans un pays
qui n'est pas le leur
											s'élève aujourd'hui à 220 millions,
											et c'est un chiffre presque inimaginable,
											mais ça veut dire que si vous prenez
toute la population du Canada
											et toute la population d'Australie
											puis encore toute la population d'Australie
											et encore toute la population du Canada
											et que vous doublez ce chiffre,
											vous auriez quand même moins de gens 
que ceux qui font partie
											de cette immense tribu flottante.
											Et le nombre d'entre nous 
qui vivent en-dehors
											des catégories du vieil État-nation 
augmente tellement vite,
											64 millions de plus rien que 
ces 12 dernières années,
											que bientôt nous serons plus nombreux 
que la population américaine.
											Nous représentons déjà la cinquième nation 
la plus grande au monde.
											Et en fait, dans la plus grande ville 
du Canada, Toronto,
											l'habitant moyen aujourd'hui est 
ce que l'on avait 
coutume d'appeler
											un étranger, quelqu'un né dans un pays 
complètement différent.
									","
											Die Zahl der Menschen, 
die nicht in ihrem eigenen Land leben,
											beträgt heutzutage 220 Millionen.
											Das ist eine nahezu unvorstellbare Zahl.
											Das heißt, wenn man 
die Einwohnerzahl von Kanada nimmt
											und die von Australien,
											und noch mal die von Australien,
											und noch mal die von Kanada,
											und diese Zahl verdoppelt,
											so hat man immer noch weniger Menschen,
											als die, die zu diesem pendelnden Volk gehören.
											Und die Zahl der Menschen unter uns, 
die außerhalb
											der alten nationalstaatlichen Kategorien leben, 
steigt dermaßen schnell,
											dass wir allein in den letzten 12 Jahren 
auf 64 Millionen gekommen sind,
											und bald die Einwohnerzahl der USA 
überschreiten.
											Bereits jetzt repräsentieren wir 
die fünftgrößte Nation der Erde.
											In Toronto, der größten Stadt Kanadas,
											ist der Durchschnittsbürger heute, 
was man früher einen Ausländer nennen würde.
											Jemand, der in einem 
ganz anderen Land geboren ist.
									",Where is home?,Pico Iyer,14:01,"culture,happiness,travel,world cultures,writing"
"
","
","
","
",Where is home?,Pico Iyer,14:01,"culture,happiness,travel,world cultures,writing"
"
											Y siempre he sentido que la belleza
de estar rodeado por lo extranjero
											es que siempre te mantienes alerta.
											Nada se da por sentado.
											Viajar para mí es un poco 
como estar enamorado,
											porque de repente 
todos tus sentidos se ""encienden"".
											De repente estás alerta
a los patrones secretos del mundo.
											El verdadero viaje de descubrimiento,
como famosamente dijo Marcel Proust,
											no consiste en ver paisajes nuevos,
											sino en ver con ojos nuevos.
											Y, por supuesto,
una vez que ves con ojos nuevos
											hasta los viejos paisajes y tu hogar
											se vuelven algo diferente.
									","
											Sempre senti que a beleza de estar
rodeado de estrangeiros
											é que isso nos mantém acordados.
											Não podemos tomar nada como certo.
											Para mim, viajar é um pouco
como estar apaixonado
											porque, de repente, todos os nossos
sentidos estão ligados.
											De repente, estamos alerta
para os padrões secretos do mundo.
											A verdadeira viagem de descoberta,
como Marcel Proust disse,
											não consiste em ver novas paisagens,
											mas em observar com novos olhos.
											Claro que, tendo novos olhos,
											até as paisagens antigas,
ou o nosso lar
											se tornam algo diferente.
									","
											Et j'ai toujours eu l'impression que la beauté 
d'être entouré par l'étranger
											est ce qui vous réveille.
											Vous ne pouvez rien tenir pour acquis.
											Le voyage, pour moi, 
c'est un peu comme être amoureux,
											car soudainement, 
tous vos sens sont activés.
											Soudainement, vous prenez conscience des 
schémas secrets du monde.
											Le seul véritable voyage, 
comme l'a dit Marcel Proust,
											n'est pas d'aller voir de nouveaux paysages,
											mais d'avoir d'autres yeux.
											Et bien sûr, une fois 
que vous avez de nouveaux yeux,
											même les vieux paysages, 
même votre maison
											deviennent quelque chose de différent.
									","
											Ich fand schon immer, 
das Schöne am Fremdsein ist,
											dass es einen wachrüttelt.
											Man kann nichts 
für selbstverständlich halten.
											Reisen ist für mich ein bisschen wie verliebt sein,
											weil auf einem Schlag 
all unsere Sinne eingeschaltet werden,
											und wir plötzlich 
auf all die geheimen Muster der Welt achten.
											Die wahre Entdeckungsreise, 
wie Marcel Proust einmal gesagt hat,
											besteht nicht darin, neue Dinge zu sehen,
											sondern darin, 
die Welt mit neuen Augen zu betrachten.
											Und natürlich ist es so, 
dass, sobald man neue Augen hat,
											einem selbst die bekannten Dinge, 
sogar das alte Zuhause,
											als etwas ganz anderes erscheinen.
									",Where is home?,Pico Iyer,14:01,"culture,happiness,travel,world cultures,writing"
"
","
","
","
",Where is home?,Pico Iyer,14:01,"culture,happiness,travel,world cultures,writing"
