en,tr,pt,de,title,speaker,duration,tags
"
											I wanted to give you a chance
to think about your own style.
											We all have moments of giving and taking.
											Your style is how you treat
most of the people most of the time,
											your default.
											I have a short test you can take
											to figure out if you're more
of a giver or a taker,
											and you can take it right now.
									","
											Kendi tarzınızı düşünmeniz
için size şans vermek isterdim.
											Hepimizin veren ve alan taraf
olduğu anlar var.
											Tarzınız insanlara çoğu zaman olan
davranış şekliniz,
											olağan tutumunuzdur.
											Daha çok veren mi yoksa
											alan taraf mı olduğunuzu çözmek
için kısa bir testim var,
											hatta şimdi yapabilirsiniz.
									","
											Quero dar-vos uma hipótese
de pensarem no vosso estilo.
											Todos temos momentos
de dar e de aproveitar.
											O nosso estilo é a forma como tratamos
as pessoas, a maioria do tempo,
											a nossa predefinição.
											Tenho um teste para vocês
											para descobrirem
se dão mais do que recebem,
											e podem fazê-lo agora mesmo.
									","
											Denken Sie über Ihren eigenen Stil nach.
											Wir alle haben Momente
des Gebens und Nehmens.
											Ihr Stil beschreibt, wie Sie
meistens mit Leuten umgehen.
											Ihre Grundeinstellung.
											Hier ist ein kurzer Test für Sie,
											der klärt, ob Sie eher Geber
oder Nehmer sind.
											Hier ist er:
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											[The Narcissist Test]
									","
											[Narsistlik Testi]
									","
											[O teste de narcisismo]
									","
											[Narzissmus-Test]
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											[Step 1: Take a moment
to think about yourself.]
									","
											[İlk adım: Bir dakika
kendinizi düşünün.]
									","
											[Passo 1: Pensem em vocês mesmos
por um momento.]
									","
											[Schritt 1: Denken Sie einen Moment
über sich selbst nach.]
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											[Schritt 2: Wenn Sie bis Schritt 2 kommen,
sind Sie kein Narzisst.]
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											[Step 2: If you made it to Step 2,
you are not a narcissist.]
									","
											[İkinci adım: İkinci adıma 
geçtiyseniz narsist değilsiniz.]
									","
											[Passo 2: Se passaram ao passo 2
não são narcisistas.]
									","
											(Lachen)
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											Das ist meine einzige Aussage heute,
die nicht mit Daten belegt ist:
											Je länger Sie brauchen,
um über diese Karikatur zu lachen,
											umso mehr befürchte ich,
dass Sie ein Nehmer sind.
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											This is the only thing I will say today
that has no data behind it,
											but I am convinced the longer it takes
for you to laugh at this cartoon,
											the more worried we should be
that you're a taker.
									","
											Bugün söyleyeceklerim arasında
bilgiye dayanmayan tek şey bu,
											ama bu karikatüre ne kadar çok gülerseniz
											o derece alan taraf olduğunuzu
düşünmeye ikna olurum.
									","
											Esta é a única coisa que direi
que não tem dados para o comprovar,
											mas estou convencido de que, quanto
mais tempo demorarem a rir deste cartune,
											mais provável será
que sejam um aproveitador.
									","
											(Lachen)
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											Nicht alle Nehmer sind Narzissten.
											Manche sind nur Geber
mit schlechten Erfahrungen.
											Es gibt noch eine andere Art von Nehmern,
um die es heute nicht geht:
											die Psychopathen.
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											Of course, not all takers are narcissists.
											Some are just givers who got burned
one too many times.
											Then there's another kind of taker
that we won't be addressing today,
											and that's called a psychopath.
									","
											Tabii alan tarafların hepsi narsist değil.
											Bazıları birçok kez ağzı yanan
dürüst veren taraflar.
											Bugün göndermede bulunmayacağımız
farklı bir alan taraf da var,
											ona ise psikopat diyoruz.
									","
											Claro, nem todos são narcisistas.
											Muitos são dadores que foram
""tramados"" demasiadas vezes.
											Existe outro tipo de aproveitador
de que não iremos falar hoje,
											a que chamamos de psicopata.
									","
											(Lachen)
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											Ich fragte mich aber,
wie häufig diese Extreme sind.
											Ich befragte über 30 000 Menschen
aus allen Branchen
											und allen Kulturen der Erde.
											Ich sah, dass die meisten
Leute genau in der Mitte
											zwischen Geben und Nehmen sind.
											Sie wählen einen dritten Stil,
das ""Tauschen"".
											Tauscher versuchen Geben und Nehmen
im Gleichgewicht zu halten. Quid pro quo.
											Ich tue etwas für Sie,
wenn Sie etwas für mich tun.
											Das ist für sie eine sichere Art zu leben.
											Ist es auch die effektivste und
produktivste Art zu leben?
											Die Antwort auf diese Frage
ist ein ganz klares ...
											Vielleicht.
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											I was curious, though, about how
common these extremes are,
											and so I surveyed over 30,000
people across industries
											around the world's cultures.
											And I found that most people
are right in the middle
											between giving and taking.
											They choose this third style
called ""matching.""
											If you're a matcher, you try to keep
an even balance of give and take:
											quid pro quo — I'll do something
for you if you do something for me.
											And that seems like a safe way
to live your life.
											But is it the most effective
and productive way to live your life?
											The answer to that question
is a very definitive ...
											maybe.
									","
											Bu aşırı uçların ne kadar yaygın 
olduğunu merak ediyordum,
											bu nedenle dünya genelindeki işletmelerde
											30.000'den fazla insan inceledim.
											Çoğu insanın vermek ve almak arasında
											tam ortada kaldığını gördüm.
											Bunlar ""dengeleme"" denilen
üçüncü tarzı seçerler.
											Dengeci iseniz vermek ve almayı
eşit dengede tutmaya çalışırsınız:
											Her şey karşılıklı; benim için bir şey 
yaparsan senin için bir şey yaparım.
											Hayatınızı yaşamanın 
en güvenli yolu gibi geliyor.
											Peki en etkili ve
verimli yol mu?
											Bu sorunun cevabı çok kesin...
											olabilir.
									","
											No entanto, estava curioso sobre
quão comuns são estes extremos,
											e inquiri mais de 30 000
pessoas de várias indústrias,
											de várias culturas mundiais.
											Descobri que a maioria
está mesmo no meio
											entre dar e aproveitar.
											Escolhem o terceiro estilo
chamado ""conciliador"".
											Se forem um conciliador, tentem
ter um equilíbrio entre dar e aproveitar
											quid pro quo — ""Faço algo por si
se você fizer algo por mim"".
											Parece ser uma forma
segura de se viver a vida.
											Mas será a forma mais eficaz
e produtiva de viver a vida?
											A resposta a essa pergunta
é um muito definitivo...
											talvez.
									","
											(Lachen)
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											Ich untersuchte Dutzende
von Organisationen
											und Tausende von Leuten.
											Ich ließ Ingenieure
ihre Produktivität messen.
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											I studied dozens of organizations,
											thousands of people.
											I had engineers measuring
their productivity.
									","
											Düzinelerce kurumu,
											binlerce insanı inceledim.
											Verimliliklerini ölçtüğüm
mühendisler vardı.
									","
											Estudei dúzias de organizações,
milhares de pessoas.
											Tive engenheiros a medir
a sua produtividade.
									","
											(Lachen)
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											Ich sah mir die Noten
von Medizinstudenten an —
											sogar die Umsätze von Verkäufern.
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											I looked at medical students' grades —
											even salespeople's revenue.
									","
											Tıp öğrencilerinin puanlarına baktım,
											hatta satıcıların gelirine.
									","
											Vi notas de alunos de medicina
											e até rendimentos de vendedores.
									","
											(Lachen)
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											Völlig überraschend
											waren die schlechtesten Performer
in jedem dieser Jobs die Geber.
											Die Ingenieure,
die am wenigsten schafften,
											waren die, die mehr halfen,
als Hilfe bekamen.
											Sie waren so mit der Arbeit
anderer beschäftigt,
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											And, unexpectedly,
											the worst performers in each
of these jobs were the givers.
											The engineers who got the least work done
											were the ones who did more favors
than they got back.
											They were so busy doing
other people's jobs,
											they literally ran out of time and energy
to get their own work completed.
											In medical school, the lowest grades
belong to the students
											who agree most strongly
with statements like,
											""I love helping others,""
											which suggests the doctor
you ought to trust
											is the one who came to med school
with no desire to help anybody.
									","
											Beklenenin aksine,
											her işte en kötü performans
veren taraflarındı.
											En az işi yapan mühendisler
											aldıklarından daha çok iyilik yapanlardı.
											Başkalarının işlerini
yapmakla meşguldüler,
											kendi işlerini bitirmeye gerçekten 
zaman ve enerjileri kalmıyordu.
											Tıp bölümünde ise en düşük puanlar
											""Başkalarına yardım etmeyi seviyorum""
											gibi sözleri benimseyen öğrencilere aitti,
											bu ise güveneceğiniz doktorun tıp okumaya
											başkalarına yardım etme amacıyla 
gelmediğini akla getirir.
									","
											Inesperadamente,
											os que tinham pior desempenho,
em cada posto, foram os dadores.
											Os engenheiros que faziam
menos trabalho
											eram aqueles que faziam
mais favores do que recebiam.
											Estavam tão ocupados
a fazer o trabalho dos outros,
											que ficaram sem tempo e energia
para terminarem o seu trabalho.
											Na escola de medicina,
as notas mais baixas eram dos alunos
											que concordavam com frases como esta:
											""Gosto de ajudar os outros"",
											o que sugere que o médico
em quem devem confiar
											é aquele que sai da escola
sem desejo de ajudar seja quem for.
									","
											dass sie weder Zeit noch Energie
für ihre eigene hatten.
											Die Medizinstudenten
mit den schlechtesten Noten waren die,
											die am stärksten Aussagen wie
											""Ich helfe anderen gerne"" zustimmten.
											Sie sollten also dem Arzt vertrauen,
											der zur Uni kam, ohne
die geringste Lust jemandem zu helfen.
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											(Lachen)
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											And then in sales, too,
the lowest revenue accrued
											in the most generous salespeople.
											I actually reached out
to one of those salespeople
											who had a very high giver score.
											And I asked him, ""Why do
you suck at your job —""
											I didn't ask it that way, but —
									","
											Satıcılarda ise yine en düşük gelir
											en cömertlerin payına düşüyor.
											Veren taraf puanı 
çok yüksek olan satıcılara
											bizzat ulaştım.
											Onlara ""Neden işinizi 
berbat ediyorsunuz...""
											böyle sormadım ama
									","
											Também nas vendas,
os rendimentos mais baixos
											eram dos vendedores mais generosos.
											Falei com um desses vendedores
											com uma pontuação alta de dador
e perguntei-lhe:
											""Porque é tão mau no seu trabalho?""
											Não o disse desta forma, mas...
									","
											Auch im Vertrieb fallen
die niedrigsten Umsätze
											auf die großzügigsten Verkäufer.
											Ich sprach mit einem Verkäufer
mit hohem Geber-Anteil.
											Ich fragte ihn: ""Warum
sind Sie so mies in Ihrem Job —""
											Natürlich nicht so, sondern —
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											(Lachen)
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											""What's the cost of generosity in sales?""
											And he said, ""Well, I just care
so deeply about my customers
											that I would never sell them
one of our crappy products.""
									","
											""Satışlarda cömertliğin bedeli ne?"" 
diye sordum.
											Birisi, ""müşterilerimi
öyle çok önemserim ki,
											onlara kusurlu ürünlerimizden 
asla satmam."" dedi.
									","
											""Qual é o custo da
generosidade nas vendas?""
											Ele respondeu: ""Bem, eu preocupo-me
tanto com os meus clientes
											""que nunca lhes venderia
um dos nossos produtos maus.""
									","
											""Was ist der Preis von
Großzügigkeit im Vertrieb?""
											Er sagte: ""Meine Kunden
sind mir so wichtig,
											dass ich ihnen unsere beschissenen
Produkte nie verkaufen würde.""
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											(Lachen)
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											So just out of curiosity,
											how many of you self-identify more
as givers than takers or matchers?
											Raise your hands.
											OK, it would have been more
before we talked about these data.
									","
											Sadece merak ediyorum,
											kaçınız kendini alan veya dengeciden
çok veren taraf olarak tanımlar?
											Ellerinizi kaldırın.
											Pekala, bu bilgileri söylemeden önce
sormam gerekirdi.
									","
											Só por curiosidade,
											quantos de vocês se identificam mais
com os dadores do que com os restantes?
											Levantem as mãos.
											Ok, seriam mais, antes
de termos falado nestes dados.
									","
											Nur aus Neugier:
											Wer glaubt, eher ein Geber
als ein Nehmer oder Tauscher zu sein?
											Heben Sie die Hand.
											Vor diesen Informationen
wären es mehr gewesen.
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											But actually, it turns out
there's a twist here,
											because givers are often
sacrificing themselves,
											but they make their organizations better.
											We have a huge body of evidence —
											many, many studies looking
at the frequency of giving behavior
											that exists in a team
or an organization —
											and the more often people are helping
and sharing their knowledge
											and providing mentoring,
											the better organizations do
on every metric we can measure:
											higher profits, customer satisfaction,
employee retention —
											even lower operating expenses.
											So givers spend a lot of time
trying to help other people
											and improve the team,
											and then, unfortunately,
they suffer along the way.
											I want to talk about what it takes
											to build cultures where givers
actually get to succeed.
									","
											Ama gerçekten burada bir terslik
olduğu ortaya çıkıyor,
											çünkü veren taraflar genelde
kendini feda eder,
											fakat kurumlarını
daha iyi duruma getirirler.
											Birçok kanıtımız var,
											birçok araştırma,
bir takım ya da kuruluştaki
											verici davranış sıklığını inceliyor,
											insanlar daha çok yardımcı oldukça,
bilgisini paylaştıkça
											ve danışmalık yaptıkça,
											kuruluşları her türlü ölçütte
daha iyi ölçebiliriz:
											Yüksek kâr, müşteri memnuniyeti,
çalışanları elde tutma—
											hatta daha az işletme masrafı.
											Veren taraf başkalarına yardım edip
takımı ilerletmeye çalışırken
											çok zaman harcıyor,
											bu yüzden de maalesef 
çok mağdur oluyorlar.
											Asıl veren tarafın başarılı olduğu
											kültürler oluşturmak için neler
gerektiğinden bahsetmek istiyorum.
									","
											Mas, na verdade, acontece
que há aqui uma reviravolta,
											porque os dadores estão
muitas vezes a sacrificarem-se,
											mas tornam as suas
organizações melhores.
											Temos muitas provas,
											muitos estudos sobre a frequência
do comportamento de dar
											que existe numa equipa ou organização.
											Quanto mais as pessoas
se ajudarem e partilharem conhecimentos
											e prestarem orientação,
											melhor as organizações se saem
em qualquer métrica possível:
											— mais lucros, satisfação de clientes,
retenção de emprego
											e até menos despesas de operação.
											Então, os dadores perdem
muito tempo a ajudar os outros
											e a melhorar a equipa.
											Depois, infelizmente,
sofrem pelo caminho.
											Quero falar sobre o que é preciso
											para construir uma cultura em que
os dadores também podem ter sucesso.
									","
											Es gibt aber noch einen anderen Aspekt.
											Weil die Geber sich oft selbst opfern,
											machen sie ihre Organisationen besser.
											Wir haben dafür sehr viele Beweise —
											sehr viele Studien über die Häufigkeit
des Geber-Verhaltens
											in Teams oder Organisationen —
											je häufiger Menschen helfen
und ihr Wissen teilen
											und Begleitung anbieten,
											umso besser schneiden Organisationen
in allen Bereichen ab:
											Höhere Gewinne, Kundenzufriedenheit,
Mitarbeiterbindung —
											sogar geringere Betriebskosten.
											Geber verbringen viel Zeit damit,
anderen Leuten zu helfen,
											das Team zu verbessern
											und leider leiden Sie dabei.
											Mich interessiert heute,
wie man eine Kultur aufbaut,
											in der Geber erfolgreich sind.
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
","
","
","
",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
"
											So I wondered, then, if givers
are the worst performers,
											who are the best performers?
											Let me start with the good news:
it's not the takers.
											Takers tend to rise quickly
but also fall quickly in most jobs.
											And they fall at the hands of matchers.
											If you're a matcher, you believe
in ""An eye for an eye"" — a just world.
											And so when you meet a taker,
											you feel like it's your mission in life
											to just punish the hell
out of that person.
									","
											Acaba en kötü performans
veren tarafınsa
											en iyiler kim?
											Güzel haberle başlayalım:
Alan taraf değil.
											Alan taraf, çoğu işte hızlı yükselme 
eğilimindedir ancak hızlı düşer.
											Hem de dengeciler yüzünden düşerler.
											Degeciyseniz ""kısasa kısas""ın 
adil bir dünya olduğuna inanırsınız.
											Alan tarafla karşılaşınca,
											hayattaki görevinizin bu kişiyi
											cehenneme yollamak olduğu
hissine kapılırsınız.
									","
											Questionei-me: Então, se os dadores
são quem tem pior desempenho,
											quem tem o melhor desempenho ?
											Vou começar com as boas notícias:
Não são os aproveitadores.
											Os aproveitadores tendem a subir
rápido mas também a cair rápido.
											E caem às mãos dos conciliadores.
											Se somos conciliadores, acreditamos
em ""olho por olho"" — um mundo justo.
											Quando encontramos um aproveitador,
											sentimos que a nossa missão na vida
é dar cabo dessa pessoa.
									","
											Ich fragte mich, wenn Geber
die schlechtesten Performer sind,
											wer sind die besten Performer?
											Die gute Nachricht zuerst:
nicht die Nehmer.
											In den meisten Jobs steigen Nehmer
schnell auf, aber fallen auch schnell.
											Sie fallen durch die Tauscher.
											Als Tauscher glauben Sie an
""Auge um Auge"" — eine gerechte Welt.
											Wenn Sie einen Nehmer treffen,
fühlen Sie sich dazu berufen,
											diese Person hart zu bestrafen.
									",Are you a giver or a taker?,Adam Grant,13:28,"anthropology,behavioral economics,business,collaboration,community,leadership,motivation,personal growth,personality,psychology,self,society,work"
