en,es,de,fr,title,speaker,duration,tags
"
","
","
","
",The hidden role informal caregivers play in health care,Scott Williams,9:30,"health care,illness,humanity,health,personal growth,society"
"
											Many of these carers
are even in this room,
											as we have just seen.
											Who are they, and how many are they?
											What are the challenges
that they are facing?
											And, above all, how can we make sure
that their value to patients,
											our healthcare system and society
											is recognized?
											Anyone can be a carer, really:
											a 15-year-old girl caring
for a parent with multiple sclerosis;
											a 40-year-old man juggling full-time work
											while caring for his family
who lives far away;
											a 60-year-old man caring for his wife
who has terminal cancer;
											or an 80-year-old woman
caring for her husband
											who has Alzheimer's disease.
									","
											Muchos de estos cuidadores
están en esta habitación
											como acabamos de ver.
											¿Quiénes son, y cuántos?
											¿Que desafíos están enfrentando?
											Y sobre todo, ¿cómo podemos asegurarnos 
de que se reconoce el valor que aportan
											a los pacientes, a nuestro 
sistema sanitario y a la sociedad?
											Cualquier persona puede ser cuidador:
											una niña de quince años cuidando 
de un progenitor con esclerosis múltiple;
											un hombre de cuarenta compaginando 
su trabajo a jornada completa
											con cuidar de su familia que vive alejada;
											un hombre de sesenta que cuida
de su mujer enferma de cáncer terminal;
											o una mujer de ochenta que cuida
de su marido que padece Alzheimer.
									","
											Viele der Pflegenden
sind sogar in diesem Raum,
											wie wir gerade gesehen haben.
											Wer sind sie und wie viele gibt es?
											Mit welchen Herausforderungen
sind sie konfrontiert?
											Aber wie können wir vor allem dafür
sorgen, dass ihr Wert für die Patienten,
											unser Gesundheitswesen
und die Gesellschaft
											anerkannt wird?
											Tatsächlich kann jeder
eine Pflegeperson sein:
											ein 15-jähriges Mädchen, das ein
Elternteil mit multipler Sklerose pflegt;
											ein Vierzigjähriger, der Vollzeitarbeit
											und die Pflege seiner Familie
hinkriegen muss;
											ein Sechzigjähriger, der seine Frau
mit Krebs im Endstadium pflegt
											oder eine Achtzigjährige,
die ihren Mann pflegt,
											der Alzheimer hat.
									","
											Beaucoup de ces soignants
sont dans cette salle,
											comme nous l'avons vu.
											Qui sont-ils ? Combien sont-ils ?
											Quels sont les défis qu'ils rencontrent ?
											Et surtout, comment pouvons-nous nous
assurer que leur valeur pour les patients,
											pour notre système de soins
et pour la société
											soit reconnue ?
											Vraiment tout le monde
peut être un aidant :
											une jeune fille de 15 ans s'occupant d'un
parent atteint de sclérose en plaques ;
											un homme de 40 ans jonglant entre
son travail à temps plein
											tout en veillant sur sa famille
qui vit très loin ;
											un homme de 60 ans prenant soin de
sa femme en phase terminale de cancer ;
											ou une femme de 80 ans
aidant son mari atteint
											qui a la maladie d'Alzheimer.
									",The hidden role informal caregivers play in health care,Scott Williams,9:30,"health care,illness,humanity,health,personal growth,society"
"
","
","
","
",The hidden role informal caregivers play in health care,Scott Williams,9:30,"health care,illness,humanity,health,personal growth,society"
"
											The things carers do
for their patients are varied.
											They provide personal care,
											like getting someone dressed,
											feeding them,
											helping them to the bathroom,
											helping them move about.
											They also provide a significant
level of medical care,
											because they often know a lot about
their loved one's condition and needs,
											sometimes better
than the patients themselves,
											who may be paralyzed
or confused by their diagnosis.
											In those situations,
											carers are also advocates for the patient.
									","
											Los cuidadores hacen
todo tipo de cosas por sus pacientes.
											Proporcionan cuidados personales,
											como vestir, dar de comer, 
ayudarles a usar el baño y a moverse.
											También proporcionan unos
cuidados médicos muy importantes,
											porque a menudo tienen 
un extenso conocimiento
											sobre la enfermedad y las necesidades
de sus seres queridos.
											A veces saben más
que los propios pacientes,
											que pueden sentirse paralizados
y confundidos por su diagnóstico.
											En estas situaciones,
											los cuidadores se convierten también
en defensores de los pacientes.
									","
											Pflegende tun die unterschiedlichsten
Dinge für ihre Patienten.
											Sie leisten persönliche Pflege,
											wie jemanden anzuziehen,
											sie zu füttern,
											sie zur Toilette zu begleiten,
											sie helfen ihnen, klarzukommen.
											Sie leisten auch ein wesentliches
Maß medizinischer Pflege,
											denn sie wissen oft viel über Verfassung
und Bedürfnisse ihrer Liebsten,
											manchmal besser als die Patienten selbst,
											die durch die Diagnose gelähmt
oder verwirrt sein können.
											In diesen Situationen
											sind Pflegende auch
Fürsprecher für die Patienten.
									","
											Ce que les aidants font pour
leurs patients est varié.
											Ils procurent des soins personnels,
											comme les habiller,
											les nourrir,
											les aider à aller aux toilettes,
											à bouger et se déplacer.
											Ils apportent aussi
d'importants soins médicaux,
											car ils connaissent bien l'état de santé
et les besoins de leurs proches,
											parfois même mieux que
les patients eux-mêmes,
											qui peuvent être paralysés ou
perdus par leur diagnostic.
											Dans ce genre de situation,
											les aidants sont également
les défenseurs du patient.
									",The hidden role informal caregivers play in health care,Scott Williams,9:30,"health care,illness,humanity,health,personal growth,society"
"
","
","
","
",The hidden role informal caregivers play in health care,Scott Williams,9:30,"health care,illness,humanity,health,personal growth,society"
"
											Also of critical importance
											is the fact that carers
also provide emotional support.
											They organize doctor's appointments,
											they manage finances,
											and they also deal
with daily household tasks.
											These challenges are challenges
that we can't ignore.
											There are currently
more than 100 million carers
											providing 80 percent
of care across Europe.
											And even if these numbers are impressive,
											they're most likely underestimated,
given the lack of recognition of carers.
											As we have just seen,
											many of you in this room weren't sure
if you could be qualified
											or considered to be a carer.
											Many of you probably thought
I was referring to a nurse
											or some other healthcare professional.
									","
											También es crucial la importancia
											del apoyo emocional 
que proporcionan los cuidadores.
											Organizan las citas con el médico,
											gestionan las finanzas,
											y cumplen con las tareas del hogar.
											Estos desafíos no pueden ser ignorados.
											Actualmente hay más de 
100 millones de cuidadores
											proporcionando el 80%
de los cuidados en toda Europa.
											Y si la cifra parece alta,
											es muy probable que sea incluso mayor,
											dada la falta de reconocimiento
de los cuidadores.
											Como acabamos de ver,
											muchos de ustedes ni siquiera
estaban seguros de si lo eran
											o podrían ser considerados como tal.
											Muchos pensaban
que me refería a enfermeros
											o algún otro profesional de la salud.
									","
											Von zentraler Bedeutung ist auch,
											dass die Pflegenden auch
emotionale Unterstützung leisten.
											Sie organisieren Arzttermine,
											sie verwalten Finanzen
											und sie erledigen auch
die täglichen Hausarbeiten.
											Das sind Herausforderungen,
die wir nicht ignorieren können.
											Zurzeit gibt es über
100 Millionen Pflegende,
											die in ganz Europa
80 % der Pflege leisten.
											Auch wenn diese Zahlen beeindruckend sind,
											sind sie wohl unterbewertet, bedenkt man
die fehlende Anerkennung von Pflegenden.
											Wie wir gerade sahen,
											waren viele von Ihnen nicht sicher,
ob Sie qualifiziert sind,
											als Pflegeperson zu gelten.
											Viele von Ihnen dachten wohl,
ich meine eine Krankenschwester
											oder eine andere Gesundheitsfachkraft.
									","
											Ce qui est aussi d'une
importance décisive,
											c'est que les aidants apportent
aussi un soutien émotionnel.
											Ils organisent les rendez-vous médicaux,
											gèrent les finances,
											et s'occupent aussi des tâches 
domestiques quotidiennes.
											Ces défis, nous ne
pouvons pas les ignorer.
											Il y a actuellement plus
de 100 millions d'aidants
											fournissant 80% des soins en Europe.
											Et même si ces chiffres
sont impressionnants,
											ils sont probablement sous-estimés à cause
du peu de reconnaissance pour les aidants.
											Comme on vient de le voir,
											beaucoup de gens dans cette salle
n'étaient pas sûrs d'être qualifiés
											ou considérés comme des aidants.
											Beaucoup ont pensé que
je parlais d'une infirmière
											ou d'un autre professionnel de santé.
									",The hidden role informal caregivers play in health care,Scott Williams,9:30,"health care,illness,humanity,health,personal growth,society"
"
","
","
","
",The hidden role informal caregivers play in health care,Scott Williams,9:30,"health care,illness,humanity,health,personal growth,society"
"
											Also stunning
											are the benefits that carers
bring to our societies.
											I want to give you just one example
from Australia in 2015.
											The annual value
provided by informal carers
											to those suffering from mental illness
											was evaluated at 13.2 billion
Australian dollars.
											This is nearly two times
what the Australian government spends
											on mental health services annually.
											These numbers, among others,
											demonstrate that if carers
were to stop caring tomorrow,
											our health and social systems
would crumble.
											And while the importance
of these millions of silent carers
											cannot be denied,
											they've largely been unnoticed
											by governments, healthcare systems
											and private entities.
									","
											También llaman la atención
											las numerosos beneficios
que los cuidadores aportan a la sociedad.
											Les voy a poner un solo ejemplo:
Australia en 2015.
											El valor anual de la atención
que los cuidadores informales
											proporcionaron a personas 
con enfermedades mentales
											se estimó en 13.200 millones
de dólares australianos.
											Es casi el doble del gasto anual
del gobierno australiano
											en los servicios de salud mental.
											Estas cifras, entre otras,
											demuestran que si quienes ejercen
como cuidadores dejasen de hacerlo,
											nuestros sistemas sociales
y sanitarios se derrumbarían.
											No se puede negar la importancia
de estos millones de cuidadores anónimos,
											pero han pasado totalmente desapercibidos
											para gobiernos, sistemas sanitarios,
y entidades privadas.
									","
											Genauso erstaunlich
											ist der Nutzen, den Pflegende
unseren Gesellschaften bringen.
											Ich möchte Ihnen ein Beispiel
aus Australien von 2015 nennen.
											Der Jahreswert durch informelle Pflegende
											für jene, die an psychischen
Krankheiten leiden,
											wurde auf 13,2 Milliarden
australische Dollar geschätzt.
											Das ist etwa das Doppelte dessen,
was die australische Regierung
											jährlich für psychische
Gesundheitsvorsorge ausgibt.
											Die Zahlen, neben anderen, zeigen,
											wenn Pflegende morgen
mit der Pflege aufhören würden,
											würden unsere Gesundheits-
und Sozialsysteme kollabieren.
											Obwohl die Bedeutung dieser
Millionen lautloser Pflegender
											nicht geleugnet werden kann,
											werden sie von Regierungen,
dem Gesundheitswesen
											und privaten Einrichtungen kaum beachtet.
									","
											C'est aussi stupéfiant,
											les bénéfices apportés à
nos sociétés par les aidants.
											Je veux juste vous donner un exemple 
venu d'Australie, datant de 2015.
											La valeur annuelle fournie
par les aidants informels
											aux personnes souffrant de maladie mentale
											a été évaluée à 13,2 milliards
de dollars australiens.
											C'est presque deux fois ce que
le gouvernement australien dépense
											pour la santé mentale chaque année.
											Ces chiffres, parmi d'autres,
											démontrent que, si les aidants
cessaient de l'être demain,
											nos systèmes médico-sociaux
s'effondreraient.
											Alors que l'importance de ces
millions d'aidants silencieux
											ne peut pas être niée,
											ils sont largement passés inaperçus
											par l’État, les systèmes de santé
											et les entités privées.
									",The hidden role informal caregivers play in health care,Scott Williams,9:30,"health care,illness,humanity,health,personal growth,society"
"
","
","
","
",The hidden role informal caregivers play in health care,Scott Williams,9:30,"health care,illness,humanity,health,personal growth,society"
"
											In addition, carers are facing
enormous personal challenges.
											Many carers face higher costs
and can face financial difficulties,
											given the fact that they may not
be able to work full time
											or they may not be able
to hold down a job altogether.
											Many studies have shown
											that often carers sacrifice
their own health and well-being
											in order to care for their loved ones.
											Many carers spend so much time
caring for their loved ones
											that often their family
and their relationships can suffer.
											Many carers report that often,
											their employers don't have
adequate policies in place
											to support them.
									","
											Además, los cuidadores afrontan
enormes retos personales.
											Muchos cuidadores asumen
gastos mayores
											y pueden encontrarse
en dificultades económicas,
											dado que quizá no puedan
trabajar a tiempo completo
											o que no puedan mantener ningún trabajo.
											Muchos estudios han demostrado
											que a menudo sacrifican
su propia salud y bienestar
											para cuidar de sus seres queridos.
											Muchos cuidadores dedican tanto tiempo
a cuidar de sus seres queridos
											que sus relaciones familiares
y personales pueden verse perjudicadas.
											Muchos cuidadores
declaran que a menudo
											sus empleadores no tienen
políticas laborales que les apoyen.
									","
											Außerdem stehen Pflegende vor enormen
persönlichen Herausforderungen.
											Viele Pflegende haben höhere Ausgaben
und können in Finanzprobleme geraten,
											da sie eventuell nicht mehr
voll arbeiten können
											oder gar keinen Beruf
mehr ausüben können.
											Viele Studien haben gezeigt,
											dass Pflegende oft ihre Gesundheit
und ihr Wohlbefinden opfern,
											um ihre Liebsten zu pflegen.
											Viele Pflegende verbringen so viel Zeit
mit der Pflege ihrer Liebsten,
											dass ihre Familien und Beziehungen
oft darunter leiden.
											Viele Pflegende berichten,
dass ihre Arbeitgeber
											häufig keine angemessenen
Richtlinien haben,
											um sie zu unterstützen.
									","
											De plus, les aidants sont confrontés
à d'énormes défis personnels.
											Beaucoup d'aidants font face à des coûts
élevés et des difficultés financières.
											Comme ils ne peuvent pas toujours
travailler à plein temps
											ou, en fin de compte, garder leur travail.
											Les études ont montré que
											les aidants sacrifient souvent
leur santé et leur bien-être
											pour prendre soin de leurs proches.
											Beaucoup d'aidants passent tellement
de temps avec ceux qui leur sont chers
											que souvent leur famille et
leurs relations peuvent en souffrir.
											Les aidants signalent souvent que
											leurs employeurs n'ont pas établi
de politiques adaptées
											pour les soutenir.
									",The hidden role informal caregivers play in health care,Scott Williams,9:30,"health care,illness,humanity,health,personal growth,society"
"
","
","
","
",The hidden role informal caregivers play in health care,Scott Williams,9:30,"health care,illness,humanity,health,personal growth,society"
"
											There has been improvement, though,
											in the recognition
of carers around the world.
											Just a few years ago,
an umbrella organization
											called the International Alliance
of Carer Organizations, or IACO,
											was formed to bring together
carer groups from all over the world,
											to provide strategic direction,
											facilitate information sharing,
											as well as actively advocate
for carers on an international level.
											Private entities are also starting
to recognize the situation of carers.
											I am proud that my personal engagement
											and enthusiasm towards
this topic of carers
											found an echo in my own workplace.
											My company is committed to this cause
											and has developed
an unprecedented framework
											for its employees and society as a whole.
											The objective is to empower carers
											to improve their own health and well-being
											and bring about a greater
balance to their lives.
									","
											Aun así, se han hecho algunas mejoras,
											respecto al reconocimiento de
los cuidadores en todo el mundo.
											Hace pocos años
una organización coordinadora,
											la Alianza Internacional de Organizaciones
de Cuidadores, o IACO,
											se formó para unir a 
grupos de cuidadores de todo el mundo,
											para establecer una dirección estrategia,
											facilitar el intercambio de información,
											y también para defender el papel
de los cuidadores a nivel internacional.
											Las entidades privadas también empiezan
a reconocer la realidad de los cuidadores.
											Estoy orgulloso de que mi involucración
y entusiasmo por este tema,
											se haya tenido en cuenta
en mi lugar de trabajo.
											Mi empresa está comprometida 
con esta causa
											y hemos desarrollado 
un acuerdo marco pionero
											para los empleados y 
el conjunto de la sociedad.
											El objetivo es capacitar a los cuidadores
											para mejorar su propia salud y bienestar
											y lograr así un equilibrio en sus vidas.
									","
											Doch es gab Verbesserungen
											in Anerkennung der Pflegenden
überall auf der Welt.
											Erst vor wenigen Jahren
ist eine Dachorganisation
											namens International Alliance
of Carer Organizations, IACO,
											gegründet worden, um Gruppen von
Pflegenden weltweit zusammenzubringen,
											um eine strategische Richtung vorzugeben,
											Informationsaustausch zu fördern
											und um aktiv für Pflegende
auf internationaler Ebene einzutreten.
											Private Einrichtungen beginnen auch,
die Situation der Pflegenden zu erkennen.
											Ich bin stolz, dass mein
persönliches Engagement
											und Enthusiasmus gegenüber
dem Thema der Pflegenden
											an meinem eigenen Arbeitsplatz
Anklang gefunden hat.
											Meine Firma setzt sich
für dieses Anliegen ein
											und hat einen beispiellosen Rahmenplan
											für seine Mitarbeiter und
die Gesellschaft insgesamt entwickelt.
											Ziel ist, die Pflegenden zu befähigen,
											ihre eigene Gesundheit und
ihr Wohlbefinden zu verbessern
											und bessere Balance
in ihr Leben zu bringen.
									","
											On s'est quand même amélioré
											pour reconnaître les aidants
à travers le monde.
											Il y a quelques années, une organisation,
											l'International Alliance of
Carer Organizations ou IACO,
											a été créée pour rassembler
les groupes d'aidants du monde entier,
											pour leur donner une
direction stratégique,
											faciliter le partage d'information
											et défendre activement les intérêts
des aidants au niveau international.
											Les entités privées ont aussi commencé
à reconnaître le rôle des aidants.
											Je suis fier que mon engagement personnel
											et que mon enthousiasme
pour le sujet des aidants
											ait eu un écho jusqu'à
mon lieu de travail.
											Mon entreprise s'est engagée
pour cette cause
											et a développé un cadre
de travail sans précédent
											pour ses employés et pour
la société dans son ensemble.
											L'objectif est de rendre
les aidants autonomes
											pour améliorer leur santé
et leur bien-être
											et générer un meilleur
équilibre dans leur vie.
									",The hidden role informal caregivers play in health care,Scott Williams,9:30,"health care,illness,humanity,health,personal growth,society"
"
","
","
","
",The hidden role informal caregivers play in health care,Scott Williams,9:30,"health care,illness,humanity,health,personal growth,society"
