fr,en,pt,tr,de,es,title,speaker,duration,tags
"
","
","
","
","
","
",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
											Voici Popular Workbench (Établi populaire). Une magazine de vulgarisation scientifique de l'époque —
											j'en avais une collection énorme des années 30 —
											ce n'était que des gens pauvres à qui on demandait de faire des lunettes de soleil
											avec des cintres en fil de fer, et tout était improvisé
											et on rêvait de ces merveilleux robots géants radiocommandés
											qui jouent au hockey sur glace à 330 kilomètres par heure —
											tout cela va arriver, tout cela sera magnifique.
									","
											This is Popular Workbench. Popular science magazines in those days —
											I had a huge collection of them from the '30s —
											all they are is just poor people being asked to make sunglasses
											out of wire coat hangers and everything improvised
											and dreaming about these wonderful giant radio robots
											playing ice hockey at 300 miles an hour —
											it's all going to happen, it's all going to be wonderful.
									","
											A ""Popular Workbench"", uma revista
científica popular daquela época.
											Eu tinha uma coleção enorme
desde os anos 30.
											Todas elas sugerem aos pobres
que façam óculos de sol
											de cabides de arame —tudo improvisado —
											e a sonhar com aqueles maravilhosos
robôs gigantes da rádio
											a jogar hóquei no gelo a 500 km/hora.
											Vai tudo acontecer,
vai ser tudo maravilhoso.
									","
											Bu 'Popular Workbench'. O günlerdeki popüler tarih dergileri —
											30'lu yıllara ait olanlardan devasa bir kolleksiyonum vardı —
											aslında sadece palto askılarından güneş gözlüğü yapmaları istenen,
											fakir insanlar ve her şey doğaçlama...
											ve saatte 300 mil hızla buz hokeyi oynayan,
											bu olağanüstü dev radyo robotların hayalini kuruyorlar —
											bütün bunlar gerçekleşek, her şey harika olacak.
									","
											Dies ist ""Popular Workbench"". Populärwissenschaftliche Zeitschriften dieser Zeit —
											ich hatte davon eine riesige Sammlung aus dern 30ern —
											das sind nur arme Menschen, von denen verlangt wurde, aus Draht-Kleiderbügeln
											Sonnenbrillen zu basteln, und alles improvisiert,
											und die von diesen wunderbaren riesigen Radio-Robotern träumten,
											die mit 300 Meilen pro Stunde Eishockey spielen —
											das wird alles eintreffen, alles wird herrlich sein.
									","
											Esto es Popular Workbench. Era una revista científica popular en aquel entonces
											—Tenía una colección enorme de los años 30—
											no era más que unos pobres que tenían que hacer gafas de sol
											con perchas de alambre, todo improvisado,
											y soñaban con esos maravillosos radiorrobots gigantes
											jugando al hockey sobre hielo a 500 kilómetros por hora
											—todo eso sucederá, será maravilloso.
									",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
","
","
","
","
","
",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
											Le rétrofuturisme automobile, c'est une de mes spécialités.
											J'étais illlustrateur automobile et aussi rédacteur de publicité automobile,
											alors, je suis assez motivé de me venger du sujet.
											Detroit a toujours été à moitié dans le futur — la moitié publicité —
											voici le Bulgemobile '58: si nouvelle, qu'elle semble rendre demain passé.
											Voici une chaîne de forçats en train d'admirer la voiture.
											Cela vient d'une compilation entière — de 18 pages, plus ou moins —
											qui circulait au temps de Lampoon, où je me suis fait les dents.
									","
											Automotive retrofuturism is one of my specialties.
											I was both an automobile illustrator and an advertising automobile copywriter,
											so I have a lot of revenge to take on the subject.
											Detroit has always been halfway into the future — the advertising half.
											This is the '58 Bulgemobile: so new, they make tomorrow look like yesterday.
											This is a chain gang of guys admiring the car.
											That's from a whole catalog — it's 18 pages or so —
											ran back in the days of the Lampoon, where I cut my teeth.
									","
											O retrofuturismo automóvel
é uma das minhas especialidades.
											Fui ilustrador e redator
de publicidade de automóveis,
											portanto tenho muito
para me desforrar neste tema.
											Detroit esteve sempre a meio caminho
do futuro — publicitariamente a meio.
											Este é um Bulgemobile de 1958
											""tão moderno que faz o amanhã
parecer ontem"".
											Este é um grupo de prisioneiros
a admirar o carro.
											É de um catálogo inteiro
— são cerca de 18 páginas
											da época da Lampoon —
quando eu estava a começar.
									","
											Otomotiv 'retrofuturism', uzmanlık alanlarımdan biri.
											Hem bir otomobil resimleyicisi, hem de bir araba reklam metni yazarı olarak çalıştım,
											bu yüzden, bu konudan fazlasıyla öç almam gerek.
											Detroit hep yarı yarıya gelecekte var olmuştur -en azından reklamcı kısmı-
											bu, 58' Bulgemobile: o kadar yeni ki, yarını dünmüş gibi gösteriyor.
											Bunlar da arabaya hayranlık duyan prangalı mahkumlar.
											Bu, Lampoon günlerinde çıkan tüm bir katalogdan alındı —yaklaşık 18 sayfalık bir katalog
											işin temelini aldığım yer.
									","
											Automobilretrofuturismus ist eine meiner Spezialitäten.
											Ich war ein Autografiker und ein Auto-Werbetexter,
											daher muß mich schwer an diesem Thema rächen.
											Detroit war schon immer halb in der Zukunft — die Werbehälfte —
											dies ist das '58er ""Bulgemobile"": so neu, es lässt morgen wie gestern aussehen.
											Dies sind ein paar Jungs, die das Auto bewundern.
											Das ist aus einem ganzen Katalog — 18 Seiten oder so —
											erschien damals im ""Lampoon"", wo ich meine ersten Erfahrungen gesammelt habe.
									","
											El retrofuturismo automotriz es una de mis especialidades.
											Era ilustrador de automóviles y escribía anuncios de coches,
											así que tengo mucho de lo que vengarme en ese tema.
											Detroit siempre ha estado a medio camino del futuro —la mitad publicitaria—
											Este es el Bulgemobile del 58: tan nuevo que hace que el mañana parezca ayer.
											Eso es un grupo de gente que admira el coche.
											Esto es de un catálogo completo —de unas dieciocho páginas—
											que se publicó en National Lampoon, donde hice mis primeros pinitos.
									",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
","
","
","
","
","
",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
											La techno-archéologie, c'est fouiller dans le passé et trouver des miracles qui ne sont jamais arrivés —
											en général pour de bonnes raisons.
											Le zeppelin — ceci venait d'une brochure sur le zeppelin
											inspiré, évidemment, du Hindenburg.
											Mais le zeppelin, c'était la chose la plus grande qui se déplace que l'homme ait jamais créée.
											Et il transportait 56 personnes à la vitesse d'une Buick et à une altitude d'où l'on pouvait entendre les aboiements des chiens,
											et pour y voyager , ça coûtait le double d'une cabine de première classe sur la Normandie.
											Alors le Hindenburg, vous savez,il allait inévitablement disparaître.
									","
											Techno-archaeology is digging back and finding past miracles that never happened —
											for good reason, usually.
											The zeppelin — this was from a brochure about the zeppelin
											based, obviously, on the Hindenburg.
											But the zeppelin was the biggest thing that ever moved made by man.
											And it carried 56 people at the speed of a Buick at an altitude you could hear dogs bark,
											and it cost twice as much as a first-class cabin on the Normandie to fly it.
											So the Hindenburg wasn't, you know, it was inevitable it was going to go.
									","
											Tecnoarqueologia é escavar e encontrar
milagres do passado que nunca aconteceram,
											normalmente por boas razões.
											O zepelim — este foi a partir
de uma brochura sobre o zepelim
											baseada, obviamente, no Hindenburg.
											Mas o zepelim foi a maior coisa móvel
jamais feita pelo homem.
											Transportava 56 pessoas
à velocidade de um Buick
											a uma altitude onde se podia
ouvir cães a ladrar,
											e custava o dobro de uma cabina
em primeira classe no Normandie.
											Portanto o Hindenburg não dava,
era inevitável que não durasse.
									","
											Tekno-arkeoloji kazıya kazıya hiç gerçekleşmemiş geçmiş mucizeleri buluyor —
											çoğunlukla iyi bir nedenle.
											Zeplin — bu belirgib bir biçimde Hindenburg'den ilham almış
											bir zeplin hakkında bir broşürdendi.
											Ama, zeplin insan tarafınan yapılmış hareket eden en büyük şeydi.
											Ve bir Buick hızında, köpek havlamalarını duyabileceğiniz bir yükseklikte, 56 kişi taşıyabiliyordu,
											ayrıca bu, Normandiya'da birinci sınıf bir kamara fiyatının iki katına mal oluyordu.
											Hindenburg da olmayacaktı, biliyorsunuz, o kaçınılmazdı gitmeyecekti.
									","
											Techno-Archäologie, das ist in der Vergangenheit buddeln, um Wunder zu finden die niemals passiert sind
											und normalerweise aus gutem Grund.
											Der Zeppelin — dies war eine Broschüre über den Zeppelin,
											die offensichtlich auf der Hindenburg basierte.
											Aber der Zeppelin war der größte bewegliche Gegenstand, den Menschen jemals erschaffen haben.
											Und der transportierte 56 Leute mit der Geschwindigkeit eines Buicks in einer Höhe, in der man Hunde bellen hören konnte,
											und es kostete das Doppelte eines erste Klasse Tickets in die Normandie.
											Also, wissen Sie, es war unvermeidlich, daß die Hindenburg verschwinden würde.
									","
											La tecnoarqueología consiste en excavar el pasado buscando milagros que no existieron.
											—normalmente por buenas razones.
											El zepelín —esto es de un folleto sobre el zepelín
											basado, obviamente, en el Hindenburg.
											Pero el zepelín fue la cosa móvil más grande hecha por el hombre.
											Y transportaba a 56 personas a la velocidad de un Buick a una altura a la que se podía oir ladrar a un perro
											y un viaje costaba el doble que una cabina de primera en el Normandie.
											Así que el Hindenburg no era... ya sabéis, era inevitable que no durase.
									",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
","
","
","
","
","
",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
											Voici une joute d'autogyre à Malibu dans les années 30.
											L'autogyre ne pouvait pas attendre l'invention de l'hélicoptère,
											mais il aurait dû — il n'a pas eu un grand succès.
											Au fait, c'est la seule innovation espagnole du 20e siècle dans le domaine technologique.
											Il fallait que vous le sachiez.
									","
											This is auto-gyro jousting in Malibu in the 30s.
											The auto-gyro couldn't wait for the invention of the helicopter,
											but it should have — it wasn't a big success.
											It's the only Spanish innovation, technologically, of the 20th century, by the way.
											You needed to know that.
									","
											Esta é uma luta de girocópteros
na Malibu dos anos 30.
											(Risos)
											O girocóptero não esperou
pela invenção do helicóptero,
											mas devia ter esperado
— não foi um grande sucesso.
											Foi a única inovação tecnológica espanhola
do século XX, já agora.
											Vocês precisavam de saber disso.
									","
											Bu 1930'larda Malibu daki otojir ile yapılan mızrak düellosu.
											Otojir helikopterin icadını bekleyemedi,
											fakat beklemeliydi — o büyük bir başarı değildi.
											Bu arada, bu sadece 20. yüzyılın İspanyol yeniliği, teknolojisi.
											Bunu bilmeniz gerekir.
									","
											Das ist ein Tragschrauberturnier im Malibu der 30er.
											Der Tragschrauber konnte nicht auf die Erfindung des Hubschraubers warten,
											hätte er aber besser — er war kein großer Erfolg.
											Übrigens ist er die einzige spanische technische Innovation des 20. Jahrhunderts.
											Es ist wichtig, daß man das weiß.
									","
											Esto es una justa de autogiros en Malibú en los años 30.
											El autogiro no esperó a la invención del helicóptero,
											pero debería haberlo hecho —no fue un gran éxito.
											Es la única innovación española, tecnológicamente, del siglo 20, por cierto.
											Necesitábais saberlo.
									",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
","
","
","
","
","
",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
											La voiture volante, qui n'a jamais décollé — ce n'était qu'une rêve de l'après guerre.
											Mon père me disait toujours que nous allions acheter une voiture volante.©
											C'est en 1946, une projection futuriste,
											vers le jour où toute famille américaine en auront.
											""Voilà Moscou, Shirley. J'espère bien que l'on y parle Esperanto.""
									","
											The flying car which never got off the ground — it was a post-war dream.
											My old man used to tell me we were going to get a flying car.
											This is pitched into the future from 1946,
											looking at the day all American families have them.
											""There's Moscow, Shirley. Hope they speak Esperanto!""
									","
											O carro voador que nunca levantou voo
— era um sonho do pós-guerra.
											O meu pai costumava dizer
que íamos ter um carro voador.
											Isto é a projeção do futuro em 1946,
											tendo em mente o dia em que todas
as famílias americanas os tivessem.
											""Ali está Moscovo, Shirley.
Esperemos que eles falem esperanto!""
									","
											Hiçbir zaman yereden havalanamayan uçan arabayı — bu savaş sonrası hayaldi.
											Babam bana , bir uçan araba alacağımızı anlatırdı.
											Bu geleceğin içine 1946 yılında atılmış bütün Amerikan,
											ailelerinin bu arabalara sahip olacağını beklediği gün.
											""Burası Moskova, Shirley.
									","
											Das fliegenden Auto hob niemals ab — es war ein Traum der Nachkriegszeit.
											Mein Vater erzählte mir immer, wir würden ein fliegendes Auto bekommen.
											Dies ist ein Wurf in die Zukunft von 1946,
											alle amerikanischen Familien haben es.
											""Da ist Moskau, Shirley. Ich hoffe sie sprechen Esperanto""
									","
											El coche volador que nunca despegó —era un sueño de posguerra.
											Mi viejo solía decirme que tendríamos un coche volador.
											Esto estaba dirigido al futuro de 1946,
											pensando en el día en que todas las familias estadounidenses los tuviesen.
											""Ahí está Moscú, Shirley. Esperemos que hablen esperanto"".
									",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
","
","
","
","
","
",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
											La fausse-nostalgie, pour laquelle je suis, disons, pas célèbre, mais j'y travaille beaucoup —
											c'est cette soif douloureusement sentimentale d'une époque qui n'a jamais eu lieu.
											Quelqu'un m'a dit un jour que la nostalgie est la seule émotion humaine qui est complètement inutile —
											donc je pense que cela justifie le badinage sérieux.
									","
											Faux-nostalgia, which I'm sort of — not, say, famous for, but I work an awful lot in it.
											It's the achingly sentimental yearning for times that never happened.
											Somebody once said that nostalgia is the one utterly most useless human emotion —
											so I think that’s a case for serious play.
									","
											A falsa nostalgia — que me tornou conhecido
e em que trabalho muito —
											é a penosa e sentimental saudade
de épocas que nunca aconteceram.
											(Risos)
											Alguém disse que a nostalgia
											é das emoções humanas
a mais absolutamente inútil,
											portanto penso que é caso
para se brincar seriamente com ela.
									","
											Yalan-özlem , benim birz olduğum gibi — meşur olduğu- ama ben bunun içinde çok çalıştım.
											O çok büyük bir özlem o zamanlar için ama onlar gerçekleşmedi.
											Bir zamalar bir kişi özlem için tamamıyla en yarasız insan hissi dedi —
											dolayısıyla bende bunu ciddi bir mesele olarak düşündüm.
									","
											Faux-Nostalgie, für die ich — ich würde nicht sagen berühmt bin, aber ich arbeite schrecklich viel daran,
											es ist die schmerzhaft-sentimentale Sehnsucht nach Zeiten, die es niemals gab.
											Irgendjemand sagte einmal, daß Nostalgie die absolut nutzloseste menschliche Emotion sei -
											daher denke ich, das dies ein Fall für ""Serious Play"" ist.
									","
											La falsa nostalgia, por la que soy —no exactamente famoso, aunque trabajo mucho en ella—
											es la añoranza dolorosamente sentimental de tiempos que nunca fueron.
											Alguien dijo una vez que la nostalgia es la única emoción humana completamente inútil
											—así que creo que es un caso para Serious Play.
									",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
","
","
","
","
","
",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
											Ceci en est emblématique - c'est le dîner sur aile,
											qui nous fait penser aux doux jours d'été quelque part au dessus-de la France dans les années 20,
											où on dinait sur l'aile d'un avion. Vous ne voyez pas très bien ici,
											mais c'est Hemingway là, qui lit des pages de son nouveau roman
											à Fitzgerald et Ford Madox Ford jusqu'à ce que le sillage l'emporte.
									","
											This is emblematic of it — this is wing dining,
											recalling those balmy summer days somewhere over France in the 20s,
											dining on the wing of a plane. You can't see it very well here,
											but that's Hemingway reading some pages from his new novel
											to Fitzgerald and Ford Madox Ford until the slipstream blows him away.
									","
											Isto é emblemático disso,
é um jantar volante,
											a relembrar aqueles balsâmicos
dias de verão
											algures sobre a França nos anos 20,
											a jantar em cima da asa de um avião.
											Não se vê muito bem aqui,
											mas aquele é Hemingway a ler
umas páginas do seu novo romance
											a Fitzgerald e a Ford Madox Ford
até ser levado pelo vácuo.
									","
											Bu düşünce onun bir sembolü — bu bir lokanta kanadı,
											Fransa üzerinde 1920'lerdeki sıcacık yaz günlerini hatırlayarak,
											uçağın kanadı üzerinde yemek. Buradan iyi göremezsiniz,
											ama Hemingway pervanenin oluşturduğu akım kendisini kanattan atasıya kadar
											Fitzgerald ve Ford Madox'a kendi yeni hikaye kitabından birkaç sayfa okuyor.
									","
											Dies ist beispielhaft dafür — Flügelrestaurant,
											was an die lauen Sommertage irgendwo über Frankreich in den 20ern erinnert,
											wo man auf den Flügeln eines Flugzeuges speist. Sie können es hier nicht gut sehen,
											aber das ist Hemingway, wie er Fitzgerald und Ford Madox Ford
											einige Seiten seines neuen Romans vorliest, bevor er weggeweht wird.
									","
											Esto es emblemático del género —las cenas de ala,
											recordando aquellos días templados de verano en algún lugar de Francia en los años 20,
											cenando en el ala de un avión. No se ve demasiado bien aquí
											pero ahí está Hemingway, leyendo algunas páginas de su nueva novela
											a Fitzgerald y a Ford Madox Ford hasta que la estela se lo lleve.
									",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
","
","
","
","
","
",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
