es,fr,title,speaker,duration,tags
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											sacudidas del clima,
cambios en el estado del tiempo.
											Me reuní con Constance Okollet,
											quien había formado un grupo de mujeres
en Uganda del Este,
											y me contó que cuando crecía
tuvo una vida muy normal en su pueblo
											y nunca hubo hambrunas,
											sabían que las estaciones se presentarían
tal y como lo decían las predicciones,
											y sabían cuándo sembrar
y cuándo cosechar,
											así que tenían comida suficiente.
											Pero en los últimos años, para cuando 
tuvimos esta conversación, no tenían nada,
											solo largos períodos de sequía,
seguido de inundaciones repentinas,
											y luego más sequía.
											La escuela fue destruida,
se habían quedado sin su sustento,
											sus cosechas arruinadas.
											Formó este grupo de mujeres
para mantener a la comunidad unida.
											Esta realidad de verdad me impactó,
											porque, claro está, Constance Okollet
no era responsable de las emisiones de gas
											que estaban causando el problema.
									","
											Je suis venue au changement climatique
ni comme scientifique
											ni comme juriste environnemental,
											et je n'étais pas vraiment touchée
par les images d'ours polaires
											ou de glaciers en train de fondre.
											C'était à cause de son impact sur les gens

											et son impact sur leurs droits,
											leurs droits à la nourriture, l'eau saine,
à la santé, à l'éducation et au logement.
											Et je dis cela humblement,
											parce que je suis venue tardivement
à la question du changement climatique.
											Quand j'étais 
Haut-Commissaire de l'ONU
											aux Droits de l'Homme
											de 1997 à 2002,
											le changement climatique
n'était pas ma priorité.
											Je ne me rappelle pas avoir prononcé
un seul discours sur ce sujet.
											Je savais qu'il y avait
une autre section de l'ONU —
											— la Convention
sur le Changement Climatique —
											qui s'occupait de ce problème.
											Ce ne fut que plus tard,

											quand j'ai commencé à travailler
dans des pays africains,
											sur la question du développement
et des Droits de l'Homme.
											Et j'entendais partout, continuellement,
cette phrase :
											« Oh, nous allons tellement
plus mal maintenant, tellement plus mal. »
											J'ai donc cherché
ce qu'il y avait derrière cela ;
											c'était une question
de changement climatique —
											de chocs climatiques,
de changements dans la météo.
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											Y ciertamente, me impactó mucho
la situación de Malawi
											en enero de este año.
											Hubo una inundación
sin precedentes en el país
											que cubrió cerca de un tercio del país.
											más de 300 personas murieron
y cientos de miles perdieron su sustento.
											La persona promedio de Malawi
emite alrededor de 80 kg de CO2 al año.
											El ciudadano promedio de los EE. UU.
emite cerca de 17.5 toneladas métricas.
											O sea que, quienes están sufriendo
de manera desproporcionada
											no conducen autos, no tienen electricidad,
no son consumidores significativos,
											pero sienten cada vez más
los impactos del cambio climático,
											cambios que no los dejan determinar
cómo cultivar alimentos apropiadamente,
											y cómo velar por su futuro.
											Creo que fue el tamaño de la injusticia
lo que más me impactó.
											Y sé que no podemos paliar 
esa injusticia en algo siquiera,
									","
											J'ai rencontré Constance Okollet,
											qui avait formé un groupe de femmes
en Est-Ouganda,
											et elle m'a appris que
quand elle était jeune,
											elle avait une vie des plus normales
dans son village, on ne manquait de rien :
											on savait que les saisons passeraient
comme elles le devaient,
											on savait quand semer,
et on savait quand moissonner,
											et on avait assez de nourriture.
											Mais, ces dernières années,
											au moment de notre conversation,
											ils n'avaient rien d'autre
que de longues périodes de sécheresse,
											et ensuite des inondations-éclair,
											et ensuite la sécheresse.
											L'école avait été détruite,
											des cultures
avaient été détruites,
											leur moisson avait été détruite.
											Elle anime ce groupe de femmes,
											pour essayer de garder
sa communauté à flot.
											Et c'est une réalité
qui m'a vraiment frappée,
											parce que, bien sûr, 
Constance Okollet n'était pas responsable
											des émissions de gaz à effet de serre
à l'origine du problème.
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											porque no vamos en camino
a un mundo seguro.
											Gobiernos de todo el mundo acordaron 
en la Conferencia en Copenhague,
											y lo han repetido 
en cada conferencia del clima,
											que tenemos que mantenernos 
por debajo de los 2 ºC de calentamiento
											sobre los estándares preindustriales.
											Pero vamos camino a los 4 º C.
											Así que la existencia futura
de nuestro planeta está amenazada.
											Y eso me hace pensar 
que el cambio climático
											es la amenaza más grande 
a los derechos humanos en el siglo XXI.
									","
											De fait, j'ai été vraiment touchée
par la situation au Malawi,
											en janvier de cette année.
											Il y a eu une inondation sans précédent
dans le pays,
											qui a recouvert environ un tiers du pays.
											Plus de 300 personnes
en sont mortes
											et des centaines de milliers
ont perdu leurs moyens de subsistance.
											Et le Malawien moyen
											émet environ 80 kg de CO2 par an.
											L'Américain moyen en émet
environ 17,5 tonnes.
											Ceux qui souffrent
de manière disproportionnée
											n'ont pas de voiture, ni d'électricité,
consomment très peu,
											et cependant ils sentent de plus en plus
											les impacts du changement climatique,
											les changements qui les empêchent
de savoir comment cultiver efficacement
											et de savoir 
comment appréhender leur futur.
											Et je pense que ç'a été vraiment
l'ampleur de cette injustice
											qui m'a frappée avec tant de force.
											Et je sais qu'on ne peut pas
régler cette injustice
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											Y eso me llevó a la justicia climática.
											La justicia climática responde
al argumento moral—
											a las dos cara del argumento moral—
											para enfrentar el cambió climático.
											Primero que todo,
											estar del lado de aquéllos
que más sufren y están más afectados.
											Segundo, asegurarnos que 
no sean ignorados nuevamente
											cuando empecemos a movernos
											y a hacerle frente al cambio climático
con acción climática,
									","
											parce que nous ne sommes pas
sur le chemin d'un monde plus sûr.
											Des pays du monde entier ont soutenu
à la Conférence de Copenhague,
											et ils ont répété cela
à chaque conférence sur le climat,
											que nous devions rester sous la barre 
des 2°C de réchauffement
											au-dessus des standards pré-industriels.

											Mais nous sommes
sur le chemin des 4°C.
											Nous devons donc faire face
à une menace très importante
											envers le futur de notre planète.
											Et cela m'a fait réaliser
que le changement climatique
											était la menace la plus importante
envers les Droits de l'Homme
											au XXIème siècle.
											Et cela m'a conduite ensuite
à la justice climatique.
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											como lo estamos haciendo.
											En la gran desigualdad
de nuestro mundo actual
											es impactante ver 
cuánta gente es ignorada.
											En un mundo de 7200 millones de personas,
cerca de 3000 millones son ignoradas.
											1300 millones no tienen acceso
a la electricidad,
											e iluminan sus hogares
con querosén y velas
											y ambos son peligrosos.
											De hecho, gastan gran parte
de sus insignificantes ingresos en ello.
											2600 millones de personas cocinan
en fogones de carbón, leña o estiércol.
											Y esto causa cerca de 4 millones
de muertes al año
											por la inhalación de humo en interiores,
											y, claro está, la mayoría 
de los que mueren son mujeres.
											Entonces, el nuestro es
un mundo muy desigual
											y debemos dejar de pensar 
que es ""lo normal"".
											Y no deberíamos subestimar el tamaño
											y la naturaleza transformadora 
del cambio que se necesita
											porque tenemos que llegar a 
cero emisiones de carbono para el 2050
											si hemos de mantenernos 
por debajo de los 2 ºC de calentamiento.
											Y eso significa que tenemos que dejar
cerca de 2/3 de los combustibles fósiles
											donde están, bajo tierra.
											Es un cambio muy grande que, obviamente,
									","
											La justice climatique obéit
à l'argument moral —
											— aux deux côtés
de l'argument moral —
											afin de traiter du changement climatique.
											En premier lieu,
											d'être du côté de ceux qui souffrent
et qui sont affectés le plus.
											Et deuxièmement,
											de s'assurer qu'ils ne seront pas encore
laissés pour compte,
											quand nous commencerons à agir
											et à nous occuper du 
changement climatique,
											comme nous le faisons maintenant.
											Dans notre monde très inégalitaire,
aujourd'hui,
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											implica que los países industrializados
paren sus emisiones
											y se vuelvan energéticamente 
más eficientes,
											y que cuanto antes cambien 
a las energías renovables.
											Los países en vía de desarrollo
y las economías emergentes
											tienen que enfrentar el reto
de crecer sin emisiones,
											porque deben crecer;
hay en ellos gentes muy pobres.
											Deben crecer sin emisiones,
y he ahí un nuevo problema.
											Ciertamente, ningún país del mundo
ha crecido sin emisiones.
											Todos se han desarrollado
con combustibles fósiles,
											y luego pueden haberse movido
hacia la energía renovable.
											Se trata de un desafío muy grande
											que requiere del apoyo total
de la comunidad internacional,
											con el financiamiento, las tecnologías,
los sistemas y el soporte necesario,
											porque ningún país puede 
hacerse immune
											a los peligros del cambio climático 
por sí mismo.
											Este es un asunto que requiere
de la solidaridad total del género humano.
											Solidaridad humana, si se quiere,
por interés propio—
											porque todos estamos en esto,
											y tenemos que trabajar juntos
											para asegurarnos de que alcanzaremos
cero emisiones de carbono para el 2050.
									","
											le nombre de laissés pour compte
est effarant.
											Dans notre monde
de 7,2 milliards d'habitants,
											près de 3 milliards
sont laissés pour compte.
											1,3 milliards n'ont pas accès
à l'électricité,
											et ils éclairent leurs maisons avec
du kérosène ou des bougies,
											les deux étant très dangereux.
											Et ils dédient en réalité une grande part
de leurs maigres salaires
											à ce type d'éclairage.
											2,6 milliards de personnes
cuisent à feu ouvert
											sur du charbon, du bois
ou des excréments d'animaux.
											Et cela cause environ
4 millions de morts par an
											par asphyxie,
											et, bien sûr,
la plupart de ces morts sont des femmes.
											Nous avons donc un monde
plein d'inégalités,
											et nous devons nous défaire
de nos habitudes délétères.
											Et nous ne devrions pas sous-estimer
											l'ampleur et la nature fondamentale
											du changement
dont nous allons avoir besoin.
											Car nous devons aller vers zéro émission
à l'horizon 2050,
											si nous voulons rester 
sous la barre des 2°C.
											Et cela veut dire que nous devrons laisser
deux tiers des ressources fossiles connues
											sous la terre.
											C'est un changement radical,
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											La buena noticia es que el cambio
se está dando,
											y se está dando muy rápido.
											Aquí en California hay un plan ambicioso
para reducir las emisiones.
											En Hawai se está discutiendo leyes
											para que el 100 % de la energía
sea renovable en el 2045.
											Y hay gobiernos con planes ambiciosos
en todo el mundo.
											En Costa Rica, se han comprometido
a ser neutros en carbono para el 2021.
											En Etiopía, el compromiso es
ser neutros en carbono en el 2027.

											Apple ha prometido que sus fábricas
usarán energía renovable en China.

											Y estamos en una carrera hoy en día
											por el aprovechamiento energético
de la energía de las olas y las mareas,
											de manera que podamos dejar
el carbón donde está, en el suelo.
											Y ese cambio es, a la vez, 
bienvenido y rápido.
											Pero no es suficiente.
											Y la voluntad política
no es todavía suficiente.
									","
											et ça veut dire qu'évidemment,
											les pays industriels doivent
réduire grandement leurs émissions,
											doivent gaspiller beaucoup moins,
											et doivent se tourner au plus vite
vers les énergies renouvelables.
											Pour les pays en développement
et les économies émergentes,
											le problème et le défi
seront de se développer sans émission,
											parce qu'ils doivent se développer ;
leurs populations sont pauvres.
											Ils doivent donc croître sans émission,
et c'est un problème d'une autre sorte.
											En effet, aucun pays ne s'est développé
sans émission.
											Tous les pays se sont développés
avec de l'énergie fossile
											pour peut-être, ensuite,
passer aux énergies propres.
											En somme, c'est un véritable défi,
											et il requiert le soutien complet
de la communauté internationale,
											avec les finances, technologies,
systèmes et soutiens nécessaires,
											parce qu'aucun pays ne peut se garder
des dangers du changement climatique.
											C'est un problème qui requiert
de la solidarité humaine totale.
											La solidarité humaine, si vous voulez,
fondée sur l'intérêt personnel —
											parce que nous sommes
tous concernés
											et nous devons travailler ensemble,
											pour garantir d'atteindre
zéro émission en 2050.
											La bonne nouvelle,
c'est que le changement arrive,
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											Déjenme volver al Presidente Tong
y su pueblo en Kiribati.
											En realidad, ellos podrían tener 
una solución y vivir en su isla,
											pero requeriría mucha voluntad política.
											El Presidente Tong me contó
acerca de su idea ambiciosa
											de hacer flotar las islas 
donde vive su pueblo
											o de construir unas nuevas.
											Esto, por supuesto, está por encima
del presupuesto de Kiribati.
											Requeriría de una gran solidaridad 
y apoyo de otros países
											y requeriría de ideas creativas 
del tipo de las que se nos ocurren
											cuando tenemos que poner
una estación espacial en el aire.
											Pero ¿no sería maravilloso
desarrollar esta ingeniería fabulosa
											y permitirle a un pueblo
permanecer en su territorio soberano,
											y ser parte de la comunidad de naciones?
											Es en ese tipo de idea
que deberíamos estar pensando.
											Sí, los desafíos de la transformación
que necesitamos son grandes,
											pero pueden ser resueltos.
									","
											et il arrive très vite.
											Ici en Californie,
											il y a un projet très ambitieux
de réduction des émissions.
											A Hawaï, on vote des lois
											visant à atteindre 100%
d'énergie renouvelable en 2045.
											Et les gouvernements sont très ambitieux
dans le monde entier.
											Au Costa-Rica, ils se sont engagés
à avoir un impact carbone neutre en 2021.
											En Éthiopie, cet impact neutre
est pour 2027.
											Apple a promis que ses usines en Chine
utiliseraient des énergies renouvelables.
											Et il y a un engouement actuellement
											pour tirer de l'énergie des marées
et des vagues
											afin de laisser le charbon dans le sol.
											Et ce changement est à la fois bienvenu
et a un rythme heureusement très rapide.
											Mais ce n'est pas assez,
											et la volonté politique
n'est pas encore assez forte.
											Laissez-moi revenir au Président Tong
											et à son peuple des Kiribati.
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											Como pueblo somos muy capaces
de resolver problemas juntos.
											Fui muy consciente de esto este año
cuando participé en la celebración
											del 70° aniversario del fin 
de la Segunda Guerra Mundial de 1945.
											El año 1945 fue un año extraordinario.
											Fue un año en el que el mundo se enfrentó
											a lo que parecía 
problemas imposibles de resolver—
											la devastación de las guerras mundiales,
y más por la Segunda Guerra Mundial,
											la frágil paz que se había alcanzado,
											la necesidad 
de una recuperación económica total.
											Pero los líderes de aquel entonces
no se dejaron intimidar.
											Tuvieron la capacidad y 
el sentido de compromiso
											a no permitir que el mundo
tuviera que volverse a enfrentar
											a un problema similar.
											Y tuvieron que crear estructuras
para la paz y la seguridad.
											¿Y qué obtuvimos? ¿Qué se logró?
											La Carta de las Naciones Unidas,
											las instituciones de Bretton Woods,
como suelen llamarse:
											El Banco Mundial
y el Fondo Monetario Internacional.
											Un Plan Marshall para reconstruir 
una Europa devastada
											y unos años más tarde, la Declaración
Universal de los Derechos Humanos.
									","
											Ils pourraient en fait vivre sur leur île
et ont une solution,
											mais cela requerrait beaucoup
de volonté politique.
											Le Président Tong m'a exposé
son idée ambitieuse
											de soit rehausser soit faire flotter
les petites îles où vit son peuple.
											C'est bien sûr au-delà
des ressources des Kiribati elles-mêmes.
											Cela requerrait beaucoup de solidarité
et de soutien de la part des autres pays,
											et cela requerrait
le même type d'innovation
											que celui employé pour la construction
d'une station spatiale dans le ciel.
											Mais ne serait-il pas incroyable
de réaliser cette merveille d'ingénierie
											et de permettre à un peuple
de rester sur son territoire souverain,
											et de faire partie
de la communauté des nations ?
											C'est le type d'idée
auquel on devrait réfléchir.
											Oui, le défis associés aux transformations
dont nous avons besoin sont énormes.
											mais ils peuvent être relevés.
											Nous sommes en réalité,
en tant que peuple,
											parfaitement capables de nous unir
pour résoudre des problèmes.
											J'en ai vraiment pris conscience
lorsque j'ai pris part cette année
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											El 2015 es un año 
similar en importancia a 1945,
											con desafíos 
y capacidad de solución similares.
											Este año habrá dos grandes cumbres:
											la primera, en septiembre en Nueva York,
											es la cumbre por las metas
del desarrollo sostenible.
											Y luego está la cumbre en París,
en diciembre, por un acuerdo climático.
											Las metas del desarrollo sostenible
pretenden ayudar
											a que los países vivan 
de manera sustentable,
											en armonía con la madre tierra,
											no explotando la tierra
y destruyendo ecosistemas,
											sino más bien en armonía con ella,
desarrollándose de manera sostenible.
											Las metas del desarrollo sostenible
regirán para todos los países
											a partir de enero de 2016.
											El acuerdo climático—
											un acuerdo climático vinculante—
es necesario,
											porque hay evidencia científica
que muestra
											que vamos camino
a un mundo de 4º C
											y tenemos que cambiar el curso
para mantenernos por debajo de los 2ºC.
											Tenemos que dar pasos
que sean monitoreados y revisados,
											de modo que podamos incrementar 
nuestro objetivo de reducir las emisiones
											y avanzar más rápidamente al uso 
de las energías renovables,
									","
											à la commémoration du 70ème anniversaire
											de la fin de la Seconde Guerre Mondiale,
en 1945.
											1945 fut une année extraordinaire.
											Une année où le monde fut confronté
											ce qui a dû paraître comme
des questions quasi-insolubles :
											la dévastation des guerres mondiales,
— surtout la deuxième —
											la paix fragile qui en était sortie,
											la nécessité 
d'une reconstruction économique complète.
											Mais les dirigeants de cette époque
n'ont pas reculé devant cet obstacle.
											Ils avaient la capacité,
ils se sentaient tenus
											à cet impératif selon lequel le monde
ne devrait plus jamais tomber si bas.
											et ils ont dû construire les bases
de la paix et de la sécurité
											Et qu'avons-nous eu ?
Quels furent les résultats ?
											La Charte des Nations-Unies,
											les institutions de Bretton Woods,
comme on les appelle, la Banque Mondiale,
											et le Fonds Monétaire International.
											Un Plan Marshall pour l'Europe,
une Europe dévastée,
											afin de la reconstruire.
											Et, de fait, quelques années plus tard,
											la Déclaration Universelle
des Droits de l'Homme.
											2015 est une année aussi
importante que 1945,
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											y podamos tener un mundo a salvo.
											La realidad es que el problema
es demasiado importante
									","
											avec des défis et des possibilités
de même nature.
											Il y aura deux sommets cette année :
											le premier, en septembre, à New York,
											est le sommet pour les objectifs
du développement durable.
											Et ensuite le sommet de Paris,
en décembre, pour un accord sur le climat.
											Les objectifs du développement durable
sont voués à aider des pays
											à vivre de manière durable,
en accord avec Mère Nature,
											pas à exploiter Mère Nature,
et à détruire des écosystèmes,
											mais plutôt pour vivre en harmonie
avec Mère Nature,
											pour vivre selon un modèle
de développement durable.
											Et les objectifs du développement durable
											vont rentrer en vigueur pour tous les pays
très bientôt, le 1er janvier 2016.
											L'accord sur le climat
											— un accord contraignant —
est requis
											à cause de la preuve scientifique
											selon laquelle nous nous dirigeons
vers un monde des 4°C
											et selon laquelle nous devons
changer pour rester sous les 2°C.
											Nous avons donc besoin de mesures
qui seront contrôlées et revues,
											afin de pouvoir accroître nos ambitions
de réduction des émissions,
											et de savoir comment passer rapidement
aux énergies renouvelables
											pour construire un monde meilleur.
											La réalité est que ce problème
est bien trop important

											pour être laissé aux politiciens
et aux Nations-Unies (Rires).
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											para dejárselo 
a los políticos y a la ONU.
									","
											Nous sommes tous concernés
par cette question,
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
											(Risas)
											Es un problema de todos nosotros,
											y es un problema en el que
necesitamos tener ímpetu.
											La cara del ambientalismo,
en verdad, ha cambiado
											por la dimensión de la justicia.
											Es ahora un asunto
para organizaciones religiosas,
											bajo el buen liderazgo
del Papa Francisco,
											e incluso de la Iglesia Anglicana,
											que se está alejando
de los combustibles fósiles.
											Es un asunto para la comunidad económica,
											y la buena noticia es que
											la comunidad económica
está cambiando rápidamente—
									","
											une question pour laquelle
nous avons besoin de plus en plus d'élan.
									",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
"
","
",Why climate change is a threat to human rights,Mary Robinson,21:47,"climate change,global issues,humanity,inequality,politics"
