en,pt,es,fr,title,speaker,duration,tags
"
","
","
","
",Our story of rape and reconciliation,Thordis Elva and Tom Stranger,19:06,"activism,collaboration,communication,sexual violence,humanity,identity,personal growth,social change,society,women,men"
"
											It was like a fairy tale,
											his strong arms around me,
											laying me in the safety of my bed.
											But the gratitude that I felt
towards him soon turned to horror
											as he proceeded to take off my clothes
and get on top of me.
											My head had cleared up,
											but my body was still
too weak to fight back,
											and the pain was blinding.
											I thought I'd be severed in two.
											In order to stay sane,
											I silently counted the seconds
on my alarm clock.
											And ever since that night,
											I've known that there are 7,200
seconds in two hours.
									","
											Foi como um conto de fadas,
											os seus braços fortes à minha volta,
											deitando-me no conforto da minha cama.
											Mas a gratidão que senti por ele,
transformou-se em terror
											assim que ele começou a tirar
a minha roupa e a pôr-se em cima de mim.
											A minha cabeça estava melhor,
											mas o meu corpo estava ainda muito fraco
para conseguir lutar
											e a dor cegava-me.
											Parecia que estava a ser cortada em duas.
											Para me manter lúcida,
											contei, silenciosamente,
os segundos no meu relógio.
											E desde aquela noite,
											sei que duas horas têm 7200 segundos.
									","
											Fue como un cuento de hadas,
											sus brazos fuertes a mi alrededor,
											acostándome 
en la seguridad de mi cama.
											Pero la gratitud que sentí por él
pronto se convirtió en horror
											al ver que él me quitaba la ropa
y se subía encima de mí.
											Yo ya estaba consciente,
											pero mi cuerpo estaba muy débil
para pelear con él,
											y el dolor era cegador.
											Pensé que me partiría en dos.
											Para no perder la cordura,
											silenciosamente conté 
los segundos en mi reloj.
											Y desde aquella noche,
											sé que existen 7,200 
segundos en dos horas.
									","
											C'était comme un conte de fées,
											ses bras musclées autour de moi,
											il m'a allongée en sûreté dans mon lit.
											Mais la gratitude que j'avais envers lui
s'est vite transformée en horreur
											au moment où il a enlevé mes vêtements
et s'est positionné sur moi.
											J'étais consciente,
											mais mon corps était trop faible
pour se débattre
											et la douleur était aveuglante.
											J'ai cru qu'on me cisaillait en deux.
											Pour rester saine d'esprit,
											je comptais en silence
les secondes sur mon réveil.
											Et depuis cette nuit,
											je sais qu'il y a 7 200 secondes
dans deux heures.
									",Our story of rape and reconciliation,Thordis Elva and Tom Stranger,19:06,"activism,collaboration,communication,sexual violence,humanity,identity,personal growth,social change,society,women,men"
"
","
","
","
",Our story of rape and reconciliation,Thordis Elva and Tom Stranger,19:06,"activism,collaboration,communication,sexual violence,humanity,identity,personal growth,social change,society,women,men"
"
											Despite limping for days
and crying for weeks,
											this incident didn't fit my ideas
about rape like I'd seen on TV.
											Tom wasn't an armed lunatic;
											he was my boyfriend.
											And it didn't happen in a seedy alleyway,
											it happened in my own bed.
											By the time I could identify
what had happened to me as rape,
											he had completed his exchange program
											and left for Australia.
											So I told myself it was pointless
to address what had happened.
											And besides,
											it had to have been my fault, somehow.
									","
											Apesar de coxear durante dias
e chorar durante semanas,
											este incidente não correspondia
às violações que eu tinha visto na TV.
											O Tom não era um lunático armado,
											era o meu namorado.
											E não aconteceu num beco deteriorado,
											aconteceu na minha própria cama.
											Quando entendi que o que me aconteceu
foi uma violação,
											ele já tinha acabado o programa
de intercâmbio
											e regressado à Austrália.
											Então, disse a mim própria que
não valia a pena falar no que acontecera.
											Além disso, de certo modo,
tinha sido culpa minha.
									","
											A pesar de cojear por días
y llorar por semanas,
											este incidente no encajaba 
con mis ideas de violación
											que había visto en la TV.
											Tom no era un lunático armado;
											él era mi novio.
											Y el incidente no pasó en un callejón,
											pasó en mi propria cama.
											Cuando pude identificar
que lo que me pasó fue una violación
											él ya había completado su intercambio
											y había vuelto a Australia.
											Pensé que sería inútil 
abordar lo ocurrido.
											Además,
											debía haber sido mi culpa
de alguna manera.
									","
											Bien que j'ai boité durant des jours
et pleuré durant des semaines,
											cet incident ne correspondait pas
à l'idée du viol vue à la télé.
											Tom n'était pas un déséquilibré armé ;
											c'était mon petit ami.
											Et ça ne s'est pas passé
dans une ruelle louche
											mais dans mon propre lit.
											Le temps que je comprenne
que j'ai été violée,
											il avait terminé son programme d'échange
											et était parti pour l'Australie.
											Je me suis dit qu'il était sans intérêt
de faire face à ce qu'il s'était passé.
											Et en plus,
											ça devait être ma faute, quelque part.
									",Our story of rape and reconciliation,Thordis Elva and Tom Stranger,19:06,"activism,collaboration,communication,sexual violence,humanity,identity,personal growth,social change,society,women,men"
"
","
","
","
",Our story of rape and reconciliation,Thordis Elva and Tom Stranger,19:06,"activism,collaboration,communication,sexual violence,humanity,identity,personal growth,social change,society,women,men"
"
											I was raised in a world
where girls are taught
											that they get raped for a reason.
											Their skirt was too short,
											their smile was too wide,
											their breath smelled of alcohol.
											And I was guilty of all of those things,
											so the shame had to be mine.
											It took me years to realize
											that only one thing could have stopped me
from being raped that night,
											and it wasn't my skirt,
											it wasn't my smile,
											it wasn't my childish trust.
											The only thing that could've stopped me
from being raped that night
											is the man who raped me —
											had he stopped himself.
									","
											Nasci num mundo em que
as raparigas são ensinadas
											que são violadas por alguma razão.
											Têm uma saia era demasiado curta,
											estavam demasiado sorridente,
											o seu hálito cheirava a álcool.
											E eu era a culpada de todas essas coisas,
											por isso, a culpa tinha de ser minha.
											Demorei anos a entender
											que apenas uma coisa podia ter impedido
que eu fosse violada naquela noite,
											e não era a minha saia,
											não era o meu sorriso,
											não era a minha confiança infantil.
											A única coisa que me podia ter impedido
de ser violada naquela noite
											era o homem que me violara
											— se ele tivesse parado.
									","
											Yo crecí en un mundo
donde enseñan a las niñas
											que ellas son violadas por una razón.
											Su falda era muy corta,
											su sonrisa muy grande,
											su aliento olía a alcohol.
											Yo era culpable de todo ello,
											entonces la vergüenza debía ser mía.
											Me tomó años darme cuenta
											que sólo una cosa pudo haber impedido
que me violaran aquella noche,
											y no era mi falda,
											o mi sonrisa,
											no era mi confianza juvenil.
											La única cosa que pudo impedir
que me violaran aquella noche
											es el hombre que me violó —
											si se hubiera detenido.
									","
											Je suis née dans un monde
où on dit aux filles
											qu'elles se font violer pour une raison.
											Leur jupe était trop courte,
											leur sourire était trop large,
											leur haleine sentait l'alcool.
											J'étais coupable de toutes ces choses,
											alors je devais être fautive.
											Il m'a fallu des années
											pour réaliser qu'une seule chose
aurait pu empêcher
											que je me fasse violer cette nuit-là
											et ce n'était pas ma jupe,
											ni mon sourire,
											ni ma confiance enfantine.
											La seule chose qui aurait pu empêcher
que je me fasse violer cette nuit-là
											est l'homme qui m'a violée —
											s'il s'était arrêté.
									",Our story of rape and reconciliation,Thordis Elva and Tom Stranger,19:06,"activism,collaboration,communication,sexual violence,humanity,identity,personal growth,social change,society,women,men"
"
","
","
","
",Our story of rape and reconciliation,Thordis Elva and Tom Stranger,19:06,"activism,collaboration,communication,sexual violence,humanity,identity,personal growth,social change,society,women,men"
"
											TS: I have vague memories of the next day:
											the after effects of drinking,
											a certain hollowness
that I tried to stifle.
											Nothing more.
											But I didn't show up at Thordis's door.
											It is important to now state
											that I didn't see my deed for what it was.
											The word ""rape"" didn't echo
around my mind as it should've,
											and I wasn't crucifying myself
with memories of the night before.
											It wasn't so much a conscious refusal,
											it was more like any acknowledgment
of reality was forbidden.
											My definition of my actions completely
refuted any recognition
											of the immense trauma I caused Thordis.
											To be honest,
											I repudiated the entire act
in the days afterwards
											and when I was committing it.
											I disavowed the truth by convincing
myself it was sex and not rape.
											And this is a lie I've felt
spine-bending guilt for.
									","
											TS: Tenho memórias vagas do dia seguinte:
											os efeitos da ressaca,
											um certo vazio que eu tentei esconder.
											Nada mais.
											Mas não apareci à porta da Thordis.
											É importante agora referir
											que eu não vi a minha acção
como o que realmente era.
											A palavra ""violação"" não ressoava
na minha mente como deveria,
											e não me estava a massacrar-me
com a memória da noite anterior.
											Não era uma negação consciente,
											era como se qualquer reconhecimento
da realidade fosse proibido.
											A minha definição das minhas acções
refutou totalmente qualquer reconhecimento
											do trauma imenso que causara à Thordis.
											Para ser honesto,
											rejeitei o acto nos dias a seguir
											e quando o estava a praticar.
											Neguei a verdade, convencendo-me
que era sexo e não uma violação.
											Esta é uma mentira da qual
sinto uma imensa culpa.
									","
											TS: Tengo vagos recuerdos 
del día siguiente:
											los efectos de la bebida,
											un cierto vacío que intentaba suprimir.
											Nada más.
											Pero no me aparecí 
en la puerta de Thordis.
											Es importante mencionar
											que no percebí mi acción por lo que era.
											La palabra ""violación"" no hacía eco
en mi mente como debía,
											y no me estaba crucificando
con los recuerdo de aquella noche.
											No era una negación consciente,
											era como si cualquier aceptación 
de la realidad estuviera prohibida.
											Mi definición de mis acciones
refutaba cualquier reconocimiento
											del inmenso trauma 
que le causé a Thordis.
											Honestamente,
											repudié todo el acto
en los días siguientes
											y cuando lo cometí,
											rechacé la verdad convenciéndome
de que era sexo y no violación.
											Esta fue una mentira por la cual
sentí mucha culpa.
									","
											TS : J'ai de vagues souvenirs
du lendemain :
											les séquelles de la consommation d'alcool,
											un certain vide que j'essayais d’étouffer.
											Rien de plus.
											Mais je ne me suis pas rendu chez Thordis.
											Il est désormais important de préciser
											que je ne voyais pas mon acte
pour ce qu'il était.
											Le mot « viol » ne résonnait pas
dans ma tête comme il aurait dû
											et je ne me démolissais pas
à coups de souvenirs de la veille.
											Ce n'était pas vraiment un refus lucide,
											c'était plus comme si reconnaître
la réalité était interdit.
											Ma définition de mes actions
réfutait complément toute reconnaissance
											du traumatisme immense
que j'ai causé à Thordis.
											Pour être honnête,
											j'ai réfuté l'acte que j'ai commis
dans les jours qui ont suivi
											et au moment de le commettre.
											J'ai renié la vérité en me convainquant
que c'était du sexe et pas un viol.
											Et c'est un mensonge pour lequel
j'ai ressenti une grande culpabilité.
									",Our story of rape and reconciliation,Thordis Elva and Tom Stranger,19:06,"activism,collaboration,communication,sexual violence,humanity,identity,personal growth,social change,society,women,men"
"
","
","
","
",Our story of rape and reconciliation,Thordis Elva and Tom Stranger,19:06,"activism,collaboration,communication,sexual violence,humanity,identity,personal growth,social change,society,women,men"
"
											I broke up with Thordis
a couple of days later,
											and then saw her a number of times
											during the remainder
of my year in Iceland,
											feeling a sharp stab
of heavyheartedness each time.
											Deep down, I knew I'd done
something immeasurably wrong.
											But without planning it,
I sunk the memories deep,
											and then I tied a rock to them.
									","
											Acabei com a Thordis uns dias depois,
											e vi-a algumas vezes
											durante o resto do meu ano na Islândia,
											sentindo uma facada no coração
de cada vez que a via.
											No fundo, sabia que tinha feito algo
de muito errado.
											Mas sem planear, afoguei as memórias,
											e atei-as a uma rocha.
									","
											Terminé con Thordis dos días después,
											y la vi algunas veces
											el resto de mi año en Islandia,
											sintiendo una puñalada
en mi corazón cada vez.
											En el fondo, yo sabía
que había hecho algo terrible.
											Pero sin planearlo, hundí los recuerdos
											y los amarré a una piedra.
									","
											J'ai rompu avec Thordis
quelques jours après
											et je l'ai vue plusieurs fois
											durant le reste de mon année en Islande,
											ressentant une douleur pointue
et avec le cœur serré à chaque fois.
											Au fond de moi, je savais que j'avais fait
quelque chose de monstrueux.
											Mais sans le vouloir,
j'ai enfoui ces souvenirs au plus profond,
											en y attachant une pierre.
									",Our story of rape and reconciliation,Thordis Elva and Tom Stranger,19:06,"activism,collaboration,communication,sexual violence,humanity,identity,personal growth,social change,society,women,men"
"
","
","
","
",Our story of rape and reconciliation,Thordis Elva and Tom Stranger,19:06,"activism,collaboration,communication,sexual violence,humanity,identity,personal growth,social change,society,women,men"
"
											What followed is a nine-year period
											that can best be titled
as ""Denial and Running.""
											When I got a chance to identify
the real torment that I caused,
											I didn't stand still long enough to do so.
											Whether it be via distraction,
											substance use,
											thrill-seeking
											or the scrupulous policing
of my inner speak,
											I refused to be static and silent.
									","
											O que se passou nos nove anos a seguir
											pode ser descrito como ""negação e fuga"".
											Quando tinha hipótese de entender
o tormento que causara,
											não ficava parado tempo suficiente
para o fazer.
											Quer fosse por distracção,
											pelo uso de substâncias,
											pela busca de emoções
											ou pelo controlo escrupuloso
da minha consciência,
											recusei-me a estar parado e calado.
									","
											Lo que siguió fue un período
de nueve años
											que puedo titular como ""Negar y Huir"".
											Cuando podía identificar
el verdadero tormento que causé,
											no me detenía a pensar mucho en ello.
											Fuera por una distracción,
											uso de alguna substancia,
											búsqueda de emociones
											o la escrupulosa vigilancia 
de mi interior,
											me negaba a estar estático 
o en silencio.
									","
											S'en est suivie une période de 9 ans
											qu'on pourrait appeler « Déni et Fuite ».
											Lorsque j'ai pu me rendre compte
de la souffrance que j'ai causée,
											je ne suis pas resté immobile
assez longtemps pour le faire.
											Que ça soit par distraction,
											toxicomanie,
											sensation forte
											ou la rigueur de ma voix intérieure,
											j'ai refusé d'être immobile et silencieux.
									",Our story of rape and reconciliation,Thordis Elva and Tom Stranger,19:06,"activism,collaboration,communication,sexual violence,humanity,identity,personal growth,social change,society,women,men"
"
","
","
","
",Our story of rape and reconciliation,Thordis Elva and Tom Stranger,19:06,"activism,collaboration,communication,sexual violence,humanity,identity,personal growth,social change,society,women,men"
"
											And with this noise,
											I also drew heavily
upon other parts of my life
											to construct a picture of who I was.
											I was a surfer,
											a social science student,
											a friend to good people,
											a loved brother and son,
											an outdoor recreation guide,
											and eventually, a youth worker.
											I gripped tight to the simple notion
that I wasn't a bad person.
											I didn't think I had this in my bones.
											I thought I was made up of something else.
											In my nurtured upbringing,
											my loving extended family and role models,
											people close to me were warm and genuine
											in their respect shown towards women.
											It took me a long time to stare down
this dark corner of myself,
											and to ask it questions.
									","
											E com este barulho,
											também me apoiei
noutras partes da minha vida,
											para construir uma imagem de quem eu era.
											Eu era surfista,
											um estudante de ciências sociais,
											um amigo de boa gente,
											um irmão e filho amado,
											um guia de recreação
ao ar livre,
											e, por fim, um jovem trabalhador.
											Agarrei-me à noção de que não era
uma pessoa má.
											Não pensava que tinha isto dentro de mim.
											Pensava que era feito
de outra coisa.
											Na minha educação,
											na minha adorada família
e exemplos a seguir,
											as pessoas próximas de mim
eram gentis e genuínas
											no seu respeito em relação às mulheres.
											Levei muito tempo para conseguir encarar
este meu lado sombrio,
											e fazer-lhe perguntas.
									","
											Con este ruido,
											recurrí a otras partes de mi vida
											para construir una imagen de quién era.
											Era surfista,
											estudiante de ciencias sociales,
											buen amigo,
											amado hermano e hijo,
											guía de recreación,
											y de vez en cuando, un joven trabajador.
											Me aferré fuertemente a la noción
de que no era una mala persona.
											No pensé que tenía esto en mí.
											Pensé que estaba hecho de otra cosa.
											En mi educación,
											mi amada familia 
y mis modelos a seguir,
											las personas a mi lado
eran calurosas y genuinas
											en su respeto hacia las mujeres.
											Me tomó mucho tiempo para mirar
este lado sombrío dentro de mi,
											y comenzar a hacerle preguntas.
									","
											Et avec ce bruit,
											j'ai aussi tiré parti des autres
aspects de ma vie
											pour construire une image de qui j'étais.
											J'étais un surfeur,
											un étudiant en sciences sociales,
											un ami envers de bonnes personnes,
											un frère et un fils aimé,
											un guide de loisirs d'extérieur
											et finalement, un délégué à la jeunesse.
											Je me suis accroché à la notion simple
que je n'étais pas une mauvaise personne.
											Je ne pensais pas l'être au fond de moi.
											Je pensais qu'il y avait autre chose.
											Durant mon enfance, ma grande famille,
mes modèles d'éducation
											et mes proches éprouvaient un sincère
respect envers les femmes.
											J'ai mis du temps à accepter
cette sombre partie de moi
											et de le questionner.
									",Our story of rape and reconciliation,Thordis Elva and Tom Stranger,19:06,"activism,collaboration,communication,sexual violence,humanity,identity,personal growth,social change,society,women,men"
"
","
","
","
",Our story of rape and reconciliation,Thordis Elva and Tom Stranger,19:06,"activism,collaboration,communication,sexual violence,humanity,identity,personal growth,social change,society,women,men"
"
											TE: Nine years after the Christmas dance,
											I was 25 years old,
											and headed straight
for a nervous breakdown.
											My self-worth was buried
under a soul-crushing load of silence
											that isolated me from everyone
that I cared about,
											and I was consumed
with misplaced hatred and anger
											that I took out on myself.
									","
											TE: Nove anos depois do Baile de Natal,
											eu tinha 25 anos,
											e estava à beira
de um esgotamento nervoso.
											O meu amor-próprio estava enterrado
num silêncio esmagador
											que me isolava de toda a gente
de quem gostava,
											e eu estava consumida
pelo ódio e pela raiva
											que depositava em mim mesma.
									","
											TE: Nueve años después de aquel baile,
											tenía 25 años,
											y caí en un colapso nervioso.
											Mi autoestima estaba enterrada
bajo un gran peso de silencio
											que me aislaba de todos
los que quería,
											el odio y enfado que me consumían
											lo desquitaba en mí.
									","
											TE : Neuf ans après le bal de Noël,
j'avais 25 ans
											et j'allais tout droit
vers une dépression nerveuse.
											Mon estime était enterrée sous un silence
qui me torturait l'âme
											et qui me mettait à l'écart
des gens auxquels je tenais,
											j'étais dévorée par la haine 
et par la colère
											que je dirigeais vers moi-même.
									",Our story of rape and reconciliation,Thordis Elva and Tom Stranger,19:06,"activism,collaboration,communication,sexual violence,humanity,identity,personal growth,social change,society,women,men"
"
","
","
","
",Our story of rape and reconciliation,Thordis Elva and Tom Stranger,19:06,"activism,collaboration,communication,sexual violence,humanity,identity,personal growth,social change,society,women,men"
