en,fr,tr,es,title,speaker,duration,tags
"
","
","
","
",Should we create a solar shade to cool the earth?,Danny Hillis,6:51,"science,technology,future,Anthropocene,curiosity,climate change,social change,society"
"
											But we are already doing this quite a lot.
											This is a NASA picture of shipping lanes.
											Passing ships actually cause
clouds to form,
											and this is a big enough effect
											that it actually helps reduce
global warming already by about a degree.
											So we already are doing solar engineering.
											There's lots of ideas
about how to do this.
											People have looked at everything,
											from building giant parasols
out into space
											to fizzing bubble waters in the ocean.
											And some of these are actually
very plausible ideas.
											One that was published recently
by David Keith at Harvard
											is to take chalk and put dust
up into the stratosphere,
											where it reflects off sunlight.
											And that's a really neat idea,
											because chalk is one of the most
common minerals on earth,
											and it's very safe — it's so safe,
we put it into baby food.
											And basically, if you throw chalk
up into the stratosphere,
											it comes down in a couple of years
all by itself, dissolved in rainwater.
											Now, before you start worrying
about all this chalk in your rainwater,
											let me explain to you
how little of it it actually takes.
											And that turns out to be
very easy to calculate.
											This is a back-of-the-envelope
calculation I made.
									","
											Ceci dit, nous le faisons déjà beaucoup.
											Voici une photo prise par la NASA
des voies de navigation.
											Le passage des navires provoque
l'apparition de nuages.
											Ça a un impact suffisamment important
											pour contribuer à la diminution d'un degré
du réchauffement climatique.
											Nous pratiquons donc déjà
l'ingénierie solaire.
											Il y a plein d'idées sur comment faire.
											On a tout envisagé,
											de la conception d'ombrelles
géantes dans l'espace,
											au pétillement de bulles
d'eau dans l'océan.
											Certaines de ces idées
sont en fait plausibles.
											David Keith, de Harvard,
en a publié une récemment :
											prendre de la craie et en saupoudrer
la stratosphère,
											là où elle pourra réfléchir la lumière.
											C'est une très belle idée
											car la craie est un des minéraux
les plus communs sur Terre,
											et d'une grande innocuité, au point que
nous en mettons dans les repas pour bébés.
											Simplement dit, si on arrive à saupoudrer
la stratosphère de craie,
											celle-ci retombe quelques années plus tard
en se dissolvant dans l'eau de pluie.
											Avant que vous ne vous inquiétiez
de toute cette craie dans l'eau de pluie,
											je vais vous montrer le volume infime
nécessaire pour faire ça.
											C'est même très facile à calculer.
											J'ai fait le calcul sur le dos
d'une enveloppe.
									","
											Ancak bunu zaten çok fazla yapıyoruz.
											Nakliye rotalarının 
NASA tarafından resmedilişi.
											Geçen gemiler bulutların 
oluşmasına neden oluyor,
											bu öyle büyük bir etki yapıyor ki
											küresel ısınmanın azalmasında
bir derece yardımı oluyor.
											Yani aslında zaten
güneş jeomühendisliği yapıyoruz.
											Bunun yapılması hakkında
çok fazla fikir var.
											İnsanlar her şeyi incelediler,
											uzaya devasa güneş şemsiyeleri
inşa etmekten
											okyanus suyunu köpürtmeye kadar.
											Bunların bazıları aslında
oldukça kayda değer.
											Harvard'da David Keith tarafından
yayınlanan yeni bir tanesi
											kireç taşının tozunu
stratosfere atıp
											güneş ışığını yansıtmasını sağlamak.
											Oldukça güzel bir fikir
											çünkü kireç taşı doğada bulunan
en yaygın minerallerden biri
											ve çok da güvenli, hatta
bebek mamasının içine koyuyoruz.
											Kireç taşını stratosfere yayarsanız
											birkaç yıl içinde yağmur suyunda çözünerek
kendiliğinden aşağı iniyor.
											Yağmur suyundaki kireç için 
endişelenmeden önce
											bunun ne kadar azının gerektiğini
size açıklayayım.
											Aslında hesaplaması çok basit.
											İşte benim yaptığım müsvedde hesaplama.
									","
											Hacemos esto frecuentemente.
											Esta es una foto de la NASA,
de las rutas de navegación.
											Los barcos en movimiento
hacen que se formen nubes,
											y es un efecto lo suficientemente grande
											como para reducir el calentamiento global
aproximadamente un grado.
											Así que ya estamos
haciendo ingeniería solar.
											Hay muchas ideas sobre cómo hacer esto.
											La gente tiene muchas ideas,
											desde construir parasoles
gigantes en el espacio
											hasta crear burbujas en el océano.
											Y algunas son en verdad
ideas muy plausibles.
											Una propuesta publicada
por David Keith en Harvard
											es colocar polvo de caliza
en la estratósfera,
											donde se refleja la luz solar.
											Es una idea genial,
											porque la caliza es uno de los minerales
más comunes en la tierra,
											y no es dañina, —incluso 
la ponemos en la comida de bebé—.
											Básicamente, si colocamos
caliza en la estratósfera,
											bajaría solita en un par de años,
disuelta en agua de lluvia.
											Antes de que comiencen a preocuparse
por la caliza en el agua de lluvia,
											les explicaré lo poco 
de esta que necesitaríamos.
											Y eso es bastante fácil de calcular.
											Hice el cálculo en este sobre
que tenía a la mano.
									",Should we create a solar shade to cool the earth?,Danny Hillis,6:51,"science,technology,future,Anthropocene,curiosity,climate change,social change,society"
"
","
","
","
",Should we create a solar shade to cool the earth?,Danny Hillis,6:51,"science,technology,future,Anthropocene,curiosity,climate change,social change,society"
"
											(Laughter)
									","
											(Rires)
									","
											(Kahkahalar)
									","
											(Risas)
									",Should we create a solar shade to cool the earth?,Danny Hillis,6:51,"science,technology,future,Anthropocene,curiosity,climate change,social change,society"
"
","
","
","
",Should we create a solar shade to cool the earth?,Danny Hillis,6:51,"science,technology,future,Anthropocene,curiosity,climate change,social change,society"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Alkışlar)
									","
											(Aplausos)
									",Should we create a solar shade to cool the earth?,Danny Hillis,6:51,"science,technology,future,Anthropocene,curiosity,climate change,social change,society"
"
","
","
","
",Should we create a solar shade to cool the earth?,Danny Hillis,6:51,"science,technology,future,Anthropocene,curiosity,climate change,social change,society"
"
											I assure you, people have done
much more careful calculations,
											and it comes out with the same answer,
											which is that you have to put chalk up
at the rate of about 10 teragrams a year
											to undo the effects of the CO2
that we've already done —
											just in terms of temperature,
not all the effects, but the temperature.
											So what does that look like?
											I can't visualize 10 teragrams per year.
											So I asked the Cambridge
Fire Department and Taylor Milsal
											to lend me a hand.
											This is a hose pumping water
at 10 teragrams a year.
											And that is how much
											you would have to pump
into the stratosphere
											to cool the earth back down
to pre-industrial levels.
											And it's amazingly little;
it's like one hose for the entire earth.
											Now of course, you wouldn't
really use a hose,
											you'd fly it up in airplanes
or something like that.
											But it's so little, it would be like
putting a handful of chalk
											into every Olympic
swimming pool full of rain.
											It's almost nothing.
									","
											Je vous garantis que d'autres personnes
ont réalisé des calculs plus attentifs
											et sont arrivés à la même réponse :
											nous devons saupoudrer
10 téragrammes de craie par an
											pour annuler l'effet du CO2
que nous avons causé jusqu'à présent —
											en termes de température,
pas tous les effets, mais la température.
											À quoi ça ressemble ?
											C'est impossible pour moi de visualiser
10 téragrammes par an.
											J'ai donc demandé au service des pompiers
de Cambridge et à Taylor Milsal
											de m'aider.
											Voici une lance d'incendie qui éjecte
de l'eau avec 10 téragrammes par an.
											C'est le volume suffisant
											à envoyer dans la stratosphère
											pour rafraîchir la planète
jusqu'à son niveau pré-industriel.
											C'est incroyablement peu ;
une lance d'incendie pour la planète.
											Évidemment, on n'utiliserait pas
une lance d'incendie.
											Il faudrait un avion ou un autre moyen.
											Mais c'est si peu que ça revient
à diluer une poignée de craie
											dans chaque piscine olympique
remplie de pluie.
											C'est presque rien.
									","
											Sizi temin ederim ki insanlar
daha dikkatli hesaplar yaptılar
											ve sonuç hep aynı,
											yılda yaklaşık 10 teragram kireçtaşı
kullanmanız gerekiyor ki
											neden olduğumuz karbondioksit
etkilerini ortadan kaldırabilelim,
											sadece hava sıcaklığı açısından,
tüm etkileri değil.
											Peki bu ne demek?
											Yılda 10 teragramı hayal edemiyorum.
											Cambridge İtfaiyesi ve Taylor Milsal'dan
											yardım istedim.
											Bu yılda 10 teragram 
su sağlayan bir hortum.
											İşte Dünya'yı sanayi öncesi düzeyde
											soğutmak için stratosfere pompalayacağımız
											kireçtaşı miktarı bu kadar.
											Oldukça da az bir miktar;
tüm Dünya için sadece bir hortum.
											Tabii ki gerçek bir hortum 
kullanılmayacak,
											uçaklar veya benzeri bir yöntemle
ulaştırılacak.
											Miktar o kadar az ki
bir avuç dolusu kireç taşını
											içi yağmur suyu dolu 
her Olimpik havuza dökmek gibi.
											Hiç yokmuş gibi.
									","
											De verdad, mucha gente ha 
hecho cálculos más cuidadosos
											y obtuvieron el mismo resultado,
											esto es, se debe poner cerca
de 10 teragramos de caliza al año
											para revertir los efectos 
del CO2 que hemos emitido,
											solo en términos de temperatura,
no todos los efectos.
											Y, ¿en qué consistiría?
											Como es difícil imaginar
qué son 10 teragramos al año,
											le pedí al departamento
de bomberos y a Taylor Milsal
											que me echaran una mano.
											Esta es una manguera de agua bombeando
lo equivalente a 10 teragramos al año.
											Esa es la cantidad
											que tendríamos que bombear
a la estratósfera
											para refrescar la tierra
a los niveles preinsdustriales.
											Es asombrosamente poco, es como
una manguera para todo el planeta.
											Por supuesto, no podríamos
usar una manguera,
											tendríamos que usar aviones o algo así.
											Pero sería tan poca cantidad,
como un puñado de caliza
											en una piscina olímpica
llena de agua de lluvia.
											Es casi nada.
									",Should we create a solar shade to cool the earth?,Danny Hillis,6:51,"science,technology,future,Anthropocene,curiosity,climate change,social change,society"
"
","
","
","
",Should we create a solar shade to cool the earth?,Danny Hillis,6:51,"science,technology,future,Anthropocene,curiosity,climate change,social change,society"
"
											So why don't people like this idea?
											Why isn't it taken more seriously?
											And there are some
very good reasons for that.
											A lot of people really don't think
we should be talking about this at all.
											And, in fact, I have some
very good friends in the audience
											who I respect a lot,
											who really don't think
I should be talking about this.
											And the reason is that they're concerned
											that if people imagine
there's some easy way out,
											that we won't give up
our addiction to fossil fuels.
											And I do worry about that.
											I think it's actually a serious problem.
											But there's also, I think,
a deeper problem,
											which is: nobody likes the idea
of messing with the entire earth —
											I certainly don't.
											I love this planet, I really do.
											And I don't want to mess with it.
											But we're already changing our atmosphere,
											we're already messing with it.
											And so I think it makes sense
for us to look for ways
											to mitigate that impact.
											And we need to do research to do that.
											We need to understand
the science behind that.
									","
											Alors, pourquoi les gens
n'aiment-ils pas cette idée ?
											Pourquoi ne la prend-on pas
plus au sérieux ?
											Il y a de très bonnes raisons pour ça.
											De nombreuses personnes pensent que nous
ne devrions même pas en parler du tout.
											En fait, j'ai de très bons amis
dans le public,
											que je respecte énormément,
											qui pensent que je ne devrais pas
parler de ce sujet aujourd'hui.
											Leur raison est la suivante :
ils sont inquiets
											que si les gens pensent
que la solution est facile,
											alors nous n'abandonnerons jamais
notre addiction aux combustibles fossiles.
											Ça m'inquiète aussi.
											C'est un problème très épineux.
											Mais il y a aussi un problème
plus profond :
											personne n'aime l'idée
de jouer avec la planète entière.
											Moi non plus. Certainement pas.
											J'aime cette planète. Totalement.
											Je ne veux pas jouer avec elle.
											Mais nous sommes déjà en train
de modifier notre atmosphère,
											nous l'altérons déjà.
											Je pense donc que ça fait sens
de chercher des moyens
											de mitiger cet impact.
											Nous devons mener
des recherches pour ça.
											Nous devons comprendre
la science sous-jacente.
									","
											Peki insanlar bu fikri neden sevmiyor?
											Neden ciddiye alınmıyor?
											Buna dair çok iyi sebepler var.
											Pek çok insan bu konu hakkında
hiç konuşmamamız gerektiğini düşünüyor.
											Aslında izleyiciler arasında da
benim de çok saygı duyduğum
											çok iyi arkadaşlarım var,
											bu konu hakkında konuşmamam kanısındalar.
											Endişeli olmalarının sebebi
											insanlar eğer bundan kolay bir çıkış yolu
olduğunu anlarsa
											fosil yakıtları kullanma 
bağımlılıklarından vazgeçmeyecekler.
											Ben de bundan endişe duyuyorum.
											Bence oldukça ciddi bir sorun.
											Ancak daha derine giden bir sorun var,
											hiç kimse tüm dünyayı değiştirme
fikrinden hoşlanmaz.
											Ben hoşlanmıyorum.
											Bu gezegeni çok seviyorum. Gerçekten.
											Üzerinde oynamak istemiyorum.
											Ancak biz zaten atmosferi değiştiriyoruz,
											zaten üzerinde oynuyoruz.
											O yüzden bu etkiyi azaltmak adına
çıkış yolu aramak
											oldukça doğal.
											Bunun için araştırma yapmamız lazım.
											Bunun arkasındaki bilimi anlamamız lazım.
									","
											¿Por qué no le gusta a la gente esta idea?
											¿Por qué no la toman más en serio?
											Hay muy buenas razones para ello.
											Mucha gente no cree que sea
para nada necesario tratar este tema.
											De hecho, tengo unos muy buenos
amigos en la audiencia
											a quienes respeto mucho,
											que de verdad no creen 
que debamos hablar de esto.
											Y la razón es que están preocupados
											de que la gente piense
que es un remedio fácil
											y que continúen con su adicción
a los combustibles fósiles.
											Y eso sí me preocupa.
											Creo que es un problema realmente serio.
											Pero creo que hay otro problema más allá,
											el cual es: a nadie le gusta la idea
de manipular el planeta,
											a mí tampoco me gusta.
											Amo este planeta, de verdad que sí.
											Y no quiero manipularlo.
											Pero de por sí estamos 
afectando a la atmósfera,
											ya no la estamos respetando.
											Y por eso creo que tiene sentido
que busquemos maneras
											de mitigar ese impacto.
											Y necesitamos investigaciones
para lograrlo.
											Necesitamos entender
la ciencia que hay detrás.
									",Should we create a solar shade to cool the earth?,Danny Hillis,6:51,"science,technology,future,Anthropocene,curiosity,climate change,social change,society"
"
","
","
","
",Should we create a solar shade to cool the earth?,Danny Hillis,6:51,"science,technology,future,Anthropocene,curiosity,climate change,social change,society"
"
											I've noticed that there's a theme
that's kind of developed at TED,
											which is kind of, ""fear versus hope,""
											or ""creativity versus caution.""
											And of course, we need both of those.
											So there aren't any silver bullets.
											This is certainly not a silver bullet.
											But we need science to tell us
what our options are;
											that informs both
our creativity and our caution.
											So I am an optimist
about our future selves,
											but I'm not an optimist
because I think our problems are small.
											I'm an optimist because I think
our capacity to deal with our problems
											is much greater than we imagine.
									","
											J'ai constaté qu'il y a un thème récurrent
qui s'est développé chez TED :
											« la peur ou l'espoir »,
											en d'autres mots :
« la créativité ou la prudence ».
											Naturellement, nous avons besoin des deux.
											Il n'y a pas de solution miracle.
											Et ceci n'en n'est pas une.
											La science doit toutefois nous dire
quels sont les choix possibles
											pour nourrir à la fois
notre créativité et notre prudence.
											Je suis optimiste quant à notre avenir,
											mais je ne le suis pas parce que je pense
que nos problèmes sont insignifiants.
											Je suis optimiste parce que je pense
que notre capacité à gérer nos problèmes
											est plus grande que ce qu'on imagine.
									","
											TED'de gelişmiş 
bir tema olduğunu fark ettim,
											''korkuya karşın umut''
											veya ''yaratıcılığa karşın tedbir.''
											Tabii bunların ikisine de ihtiyacımız var.
											Sihirli bir değnek olmayacak.
											Bu gerçekten sihirli bir değnek değil.
											Bilimin bize seçeneklerimizin
ne olduğunu söylemesi gerek;
											bizi hem yaratıcılığımız hem de
tedbirimiz hakkında bilgilendirmesi gerek.
											Gelecekteki benliklerimiz 
konusunda iyimserim
											ama sorunlarımızın küçük olduğunu
düşündüğüm için değil.
											İyimserim çünkü sorunlarımızla
başa çıkma kapasitemiz
											hayal ettiğimizden çok daha fazla.
									","
											Me he percatado de que hay un tema
que se desarrolla en TED,
											""el miedo contra la esperanza"",
											o ""la creatividad contra la precaución"".
											Y claro, necesitamos de todo ello.
											Así que no hay soluciones mágicas.
											Ciertamente esta no lo es.
											Pero necesitamos que la ciencia
nos dé opciones,
											que impacten en nuestra
creatividad y precaución.
											Soy optimista respecto
a nuestro futuro.
											No es que sea optimista porque
nuestros problemas sean pequeños
											sino porque creo que nuestra capacidad
para lidiar con nuestros problemas
											es mucho más grande de lo que imaginamos.
									",Should we create a solar shade to cool the earth?,Danny Hillis,6:51,"science,technology,future,Anthropocene,curiosity,climate change,social change,society"
"
","
","
","
",Should we create a solar shade to cool the earth?,Danny Hillis,6:51,"science,technology,future,Anthropocene,curiosity,climate change,social change,society"
"
											Thank you very much.
									","
											Merci beaucoup.
									","
											Çok teşekkür ederim.
									","
											Muchas gracias.
									",Should we create a solar shade to cool the earth?,Danny Hillis,6:51,"science,technology,future,Anthropocene,curiosity,climate change,social change,society"
"
","
","
","
",Should we create a solar shade to cool the earth?,Danny Hillis,6:51,"science,technology,future,Anthropocene,curiosity,climate change,social change,society"
"
											(Applause)
									","
											(Applaudissement)
									","
											(Alkışlar)
									","
											(Aplausos)
									",Should we create a solar shade to cool the earth?,Danny Hillis,6:51,"science,technology,future,Anthropocene,curiosity,climate change,social change,society"
"
","
","
","
",Should we create a solar shade to cool the earth?,Danny Hillis,6:51,"science,technology,future,Anthropocene,curiosity,climate change,social change,society"
"
											This talk sparked
a lot of controversy at TED2017,
											and we encourage you
to look at discussions online
											to see other points of view.
									","
											[Cette présentation a initié
une grande controverse à TED2017.]
											[Nous vous invitons à lire
les discussions en ligne]
											[et à découvrir les autres points de vue.]
									","
											Bu konuşma TED2017'de
büyük tartışma yarattı,
											diğer bakış açılarını görmek için
											internetteki tartışmalara göz atın.
									","
											Esta charla desató mucha
controversia en TED2017,
											los invitamos a leer
otras opiniones en línea.
									",Should we create a solar shade to cool the earth?,Danny Hillis,6:51,"science,technology,future,Anthropocene,curiosity,climate change,social change,society"
"
","
","
","
",Should we create a solar shade to cool the earth?,Danny Hillis,6:51,"science,technology,future,Anthropocene,curiosity,climate change,social change,society"
