en,tr,pt,fr,de,title,speaker,duration,tags
"
","
","
","
","
",How to stay calm under pressure,Noa Kageyama and Pen-Pen Chen,4:03,"health,animation,TED-Ed,education,psychology,mental health"
"
											Explicit monitoring theories make up 
the second group of explanations
											for choking under pressure.
											They’re concerned with how pressure
											can cause people to overanalyze
the task at hand.
											Here, the logic goes that 
once a skill becomes automatic,
											thinking about its precise mechanics 
interferes with your ability to do it.
									","
											Açık gözlem teorileri
baskı altında choking durumu için
											ikinci grup açıklamaları oluşturuyor.
											Bu teorilere göre
											insanlar baskı yüzünden görevleri
aşırı analiz ediyorlar.
											Mantıksal olarak bir yetenek
otomatik bir hâl aldıysa
											onun mükemmel işleyişi hakkında düşünmek
onu yapabilme yetinizi etkiler.
									","
											O segundo grupo de explicações
para o bloqueio sob pressão
											é formado pelas teorias
de monitorização explícita.
											Estão relacionadas com a forma
como a pressão
											pode levar as pessoas
a analisar demasiado a tarefa em causa.
											A lógica aqui é que, uma vez
automatizada uma competência,
											pensar no seu mecanismo preciso
interfere com a capacidade para a realizar.
									","
											Les théories de surveillance explicite
forment le deuxième groupe qui explique
											cet échec sous pression.
											Elles montrent que la pression
											peut pousser un individu à suranalyser
une tâche à accomplir.
											Ici, la logique veut que
dès qu'une compétence devient automatique,
											penser à son processus en détail
interfère avec l'aptitude à le faire.
									","
											Überwachung bezüglich
des Versagens unter Druck
											bildet die zweite Gruppe an Theorien.
											Es geht darum, wie Druck die Menschen
											zum Überanalysieren 
der jeweilige Aufgabe veranlasst.
											Die Logik dabei ist, wenn eine Aufgabe
einmal automatisch ausgeübt wird,
											behindert der Gedanke an die exakte
Technik die Ausführung der Ausgabe.
											Unbewusst ausgeführte Aufgaben
											scheinen für diese Art des Versagens
am anfälligsten zu sein.
											Eine Studie über wetteifernde Golfer
verglich deren Leistungen,
											wenn diese sich schlicht auf Präzision
									",How to stay calm under pressure,Noa Kageyama and Pen-Pen Chen,4:03,"health,animation,TED-Ed,education,psychology,mental health"
"
","
","
","
","
",How to stay calm under pressure,Noa Kageyama and Pen-Pen Chen,4:03,"health,animation,TED-Ed,education,psychology,mental health"
"
											Tasks we do unconsciously seem to be
most vulnerable to this kind of choking.
											A study on competitive golfers compared 
their performance
											when instructed to simply focus on
putting as accurately as possible,
											versus when they were primed 
to be acutely aware
											of the mechanics of their putting stroke.
											Golfers usually perform 
this action subconsciously,
											so those who suddenly tuned in 
to the precise details of their own moves
											also became worse 
at making accurate shots.
									","
											Fakında olmadan yaptığımız işler
bu tür choking'e daha savunmasız olur.
											Golf yarışmacılarının performansını
karşılaştıran bir çalışmada,
											golfçülerden önce mümkün olduğu kadar
doğru sayı yapmaya odaklanmaları,
											sonra da atışlarının işleyişi hakkında
											farkında olarak atış yapmaları istendi.
											Golfçüler genellikle bunu
bilinç altıyla yaparlar,
											o yüzden de kendi hamlelerinin
ayrıntılarına takılanlar
											normalden daha kötü 
atışlar yapmaya başladı.
									","
											As tarefas que fazemos
de modo inconsciente
											parecem ser mais vulneráveis
a este tipo de bloqueio.
											Um estudo comparou o desempenho
de jogadores de golfe em competição,
											quando se deviam concentrar
exclusivamente
											em enfiar a bola no buraco,
											em comparação
com quando deviam analisar bem
											o mecanismo da sua tacada.
											Os jogadores normalmente
executam essa ação subconscientemente,
											por isso, aqueles
que passaram a analisar
											os pormenores precisos
dos seus movimentos
											também faziam tacadas menos precisas.
									","
											Les tâches faites inconsciemment semblent
être les plus susceptibles à l'échec.
											Une étude sur des joueurs de golf
a comparé leur prestation
											lorsqu'on leur a demandé de se concentrer
uniquement sur la précision du tir,
											ou quand on leur a demandé
d'être totalement conscient
											de la mécanique de leur geste.
											En général, les golfeurs accomplissent
cette action inconsciemment,
											donc ceux qui se sont soudain
focalisés sur leurs propres mouvements
											sont aussi devenus
moins précis dans leurs tirs.
									","
											oder mit dem scharfsinnigem Bewusstsein
											auf die Technik ihres Putterschlags
konzentrieren sollten.
											Normalerweise führen Golfer
so etwas unterbewusst aus.
											Jene also, die sich zu genau auf
ihre eigenen Bewegungen konzentrierten,
											erzielten auch schlechtere
zielgenaue Schläge.
											Allerdings kann nicht jeder 
mit dem Versagen umgehen.
											Forschungen legen nahe, dass manche
empfindlicher seien als andere,
											vor allem solche, die unsicher
									",How to stay calm under pressure,Noa Kageyama and Pen-Pen Chen,4:03,"health,animation,TED-Ed,education,psychology,mental health"
"
","
","
","
","
",How to stay calm under pressure,Noa Kageyama and Pen-Pen Chen,4:03,"health,animation,TED-Ed,education,psychology,mental health"
"
											Choking may not be inevitable 
for everyone though.
											Research suggests that some are
more susceptible than others,
											especially those who are self-conscious,
											anxious,
											and afraid of being judged 
negatively by others.
									","
											Ancak choking 
herkes için kaçınılmaz değil.
											Araştırmalara göre insanların bir kısmı
bu duruma daha müsait oluyor,
											özellikle kendini çok inceleyen,
											gergin insanlar
											ve başkaları tarafından
olumsuz yargılanmaktan korkanlar.
									","
											Mas o bloqueio pode não ser inevitável
para toda a gente.
											A investigação sugere que há pessoas
mais suscetíveis que outras,
											especialmente aquelas
que são inibidas, ansiosas
											e têm receio de ser julgadas
negativamente pelos outros.
									","
											Cependant, l'échec n'est pas
forcément inévitable pour tous.
											Des recherches suggèrent que certains
individus y sont plus susceptibles,
											en particulier les timides,
											les anxieux,
											et ceux qui ont peur
du jugement négatif des autres.
									","
											und ängstlich sind
											und vor einer negativen Beurteilung 
von anderen Angst haben.
											Wie können wir das Versagen vermeiden, 
wenn es wirklich darauf ankommt?
											Zunächst ist es hilfreich,
unter stressigen Bedingungen zu üben.
											In einer Studie über erfahrene Dartspieler
									",How to stay calm under pressure,Noa Kageyama and Pen-Pen Chen,4:03,"health,animation,TED-Ed,education,psychology,mental health"
"
","
","
","
","
",How to stay calm under pressure,Noa Kageyama and Pen-Pen Chen,4:03,"health,animation,TED-Ed,education,psychology,mental health"
"
											So, how can we avoid choking 
when it really counts?
									","
											Peki gerçekten önemli olduğunda
choking'den nasıl kaçınırız?
									","
											Então, como podemos evitar o bloqueio
quando é mesmo importante?
									","
											Alors, comment peut-on éviter d'échouer
dans les moments importants ?
									","
											fanden Forscher heraus, dass diejenigen,
die nicht unter Stress geübt hatten,
									",How to stay calm under pressure,Noa Kageyama and Pen-Pen Chen,4:03,"health,animation,TED-Ed,education,psychology,mental health"
"
","
","
","
","
",How to stay calm under pressure,Noa Kageyama and Pen-Pen Chen,4:03,"health,animation,TED-Ed,education,psychology,mental health"
"
											First, it helps to practice 
under stressful conditions.
											In a study on expert dart players,
											researchers found that those 
who hadn’t practiced under stress
											performed worse when anxious,
											compared to those who had 
become accustomed to pressure.
									","
											Öncelikle stresli durumlarda
pratik yapmak faydalı olabilir.
											Okçular üzerinde yapılan bir araştırmada
											stres altında pratik yapmayanların
											baskıya alışmış olanlara kıyasla
											gerginken daha kötü oynadığı bulundu.
									","
											Primeiro, é útil praticar
em situações de tensão.
											Num estudo com jogadores
especialistas em dardos,
											os investigadores descobriram
											que quem não tinha
praticado sob tensão
											tinha pior desempenho
quando ansioso,
											em comparação com quem
se tinha habituado à pressão.
									","
											Premièrement, s'entraîner sous pression
y contribue.
											Dans une étude
sur des experts en fléchettes,
											des chercheurs ont démontré
											que ceux qui ne s'exercent pas
en situation de stress
											réalisent une performance inférieure
											comparés à ceux devenus
habitués à la pression.
									","
											schlechter abschnitten, 
wenn Angst im Spiel war,
											im Vergleich zu denen, 
die den Druck gewöhnt waren.
											Zweitens loben viele Ausführende
eine Art Ritual vor der Leistung,
											sei es ein paar mal tief durchzuatmen,
											ein Stichwort zu wiederholen
									",How to stay calm under pressure,Noa Kageyama and Pen-Pen Chen,4:03,"health,animation,TED-Ed,education,psychology,mental health"
"
","
","
","
","
",How to stay calm under pressure,Noa Kageyama and Pen-Pen Chen,4:03,"health,animation,TED-Ed,education,psychology,mental health"
"
											Secondly, many performers extol the 
virtues of a pre-performance routine,
											whether it’s taking a few deep breaths,
											repeating a cue word,
											or doing a rhythmic sequence of movements.
											Studies on golfing, bowling, 
and water polo
											find that short rituals can lead 
to more consistent
											and accurate performance under pressure.
									","
											İkincisi, pek çok oyuncu performans öncesi
rutinin değerini övmekle bitiremiyor,
											bunlar birkaç derin nefes alıp vermek,
											bir kelimeyi tekrarlamak,
											veya ritmik bir dizi hareket 
yapmak olabilir.
											Golf, bowling ve su topu
üzerinde yapılan çalışmalar
											kısa ritüellerin 
baskı altındaki performansları
											daha istikrarlı 
ve doğru kılacağını gösterdi.
									","
											Em segundo lugar, muitos atletas gabam
as vantagens duma rotina pré-atuação,
											quer seja respirar fundo repetidas vezes,
											repetir uma palavra ""mágica""
											ou fazer uma sequência
rítmica de movimentos.
											Estudos sobre golfe, ""bowling""
e polo aquático
											indicaram que a prática
de breves rituais
											pode contribuir para um desempenho
mais rigoroso sob pressão.
									","
											Deuxièmement, beaucoup vantent
les vertus d'une routine d'échauffement,
											que ce soit quelques
respirations profondes,
											la répétition d'un mot-clé,
											ou une série de mouvements rythmés.
											Des études sur le golf,
le bowling et le water-polo
											montrent que les rituels courts
peuvent mener à une prestation
											plus constante et plus précise
sous pression.
									","
											oder eine rythmische Abfolge
von Bewegungen durchzuführen.
											Studien über Golf, Bowling und Wasserball
											geben Aufschluss darüber, 
dass kleine Rituale zu einer stimmigeren
											und präziseren Darbietung 
unter Druck führen.
											Drittens zeigen Forscher,
											dass eine externe Fokussierung
auf das Endziel
											besser funktioniert als eine
interne Ausrichtung,
									",How to stay calm under pressure,Noa Kageyama and Pen-Pen Chen,4:03,"health,animation,TED-Ed,education,psychology,mental health"
"
","
","
","
","
",How to stay calm under pressure,Noa Kageyama and Pen-Pen Chen,4:03,"health,animation,TED-Ed,education,psychology,mental health"
"
											And thirdly, researchers have shown
											that having an external focus 
on the ultimate goal
											works better than an internal focus,
											where someone is tuned into the mechanics 
of what they’re doing.
											A study of experienced golfers revealed 
that those who hit chip shots
											while focused on the flight of the ball
											performed significantly better than those
who focused on the motion of their arms.
									","
											Ve üçüncü olarak araştırmalara göre,
											nihai amacımıza yönelik dış odağımız
											insanların yeteneklerini irdelediği
											iç odaktan çok daha iyi çalışıyor.
											Deneyimli golfçüler üzerinde 
yapılan bir çalışma
											topun uçuşuna odaklananların
											kollarının hareketine odaklananlardan
kısa atışlarda daha iyi olduğunu gösterdi.
									","
											Em terceiro lugar,
os investigadores demonstraram
											que manter a concentração
num objetivo externo,
											funciona melhor do que
ter uma concentração interna
											em que se está virado para a mecânica
do que se está a fazer.
											Um estudo de jogadores de golfe experientes
revelou que quem dava uma tacada
											concentrado na trajetória da bola,
											tinha um desempenho muito melhor
											do que quem se concentrava
no movimento dos braços.
									","
											Et enfin, des chercheurs ont montré
											qu'avoir une concentration externe
sur le but ultime
											est plus efficace
qu'une concentration interne,
											où l'individu est focalisé
sur la mécanique de l'action.
											Une étude sur des golfeurs expérimentés
											a révélé que ceux qui font un coup roulé
en se concentrant sur le vol de la balle
											étaient bien meilleurs que ceux
											qui se concentraient
sur le mouvement des bras.
									","
											bei der sich jemand auf den Mechanismus
des Handelns konzentriert.
											Eine Studie über erfahrene Golfer ergab, 
dass diejenigen, die Chips ausführten,
											während sie auf den Flug
des Balls fokussiert waren,
											weit besser als die abschnitten, die sich 
auf ihre Armbewegung konzentrierten.
											Vielleicht können wir so
dieses uralte Sprichwort ändern:
											Übung,
											unter Druck,
									",How to stay calm under pressure,Noa Kageyama and Pen-Pen Chen,4:03,"health,animation,TED-Ed,education,psychology,mental health"
"
","
","
","
","
",How to stay calm under pressure,Noa Kageyama and Pen-Pen Chen,4:03,"health,animation,TED-Ed,education,psychology,mental health"
"
											So, perhaps we can modify 
that age-old saying:
											practice,
											under pressure,
											with focus,
											and with that glorious end goal in sight,
											makes perfect.
									","
											Belki de o eski özdeyişe 
ekleme yapabiliriz:
											Baskı altında,
											odaklanarak
											ve hedefimiz belirliyken
											pratik yapmak
											durumu kusursuz kılar.
									","
											Então, talvez possamos modificar
aquele ditado antigo:
											A prática, sob pressão,
											com concentração
											e com a meta gloriosa à vista,
											dá um resultado perfeito.
									","
											Alors, peut-être qu'on peut modifier
ce vieux diction qui dit
											que l'entraînement, sous pression,
											avec concentration,
											et avec ce but glorieux en vue,
											conduit au succès.
											Pour un exemple parfait
de persévérance sous pression,
											nous recommandons le livre
""Ils étaient un seul homme"".
											Il raconte l'histoire vraie
de neuf rameurs américains
											et leur quête de l'or aux Jeux olympiques
de 1936 en Allemagne.
											Une version audio gratuite
est téléchargeable
											sur le site audible.com/teded
											Chaque essai gratuit passant par ce lien
											soutient les missions
à but non lucratif de TEDEd.
									","
											mit Fokus
											und dem glorreichen
Endziel in Sicht,
											macht den Meister.
									",How to stay calm under pressure,Noa Kageyama and Pen-Pen Chen,4:03,"health,animation,TED-Ed,education,psychology,mental health"
"
","
","
","
","
",How to stay calm under pressure,Noa Kageyama and Pen-Pen Chen,4:03,"health,animation,TED-Ed,education,psychology,mental health"
