en,pt,es,de,title,speaker,duration,tags
"
","
","
","
",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
											But don't get too comfortable,
											because we have two major things
working against us right now.
											One: unless we do something big,
											and then fast,
											emissions will continue to rise.
											And second: the ability
of these natural ecosystems
											to take up carbon dioxide
from the atmosphere
											and sequester it in the natural habitats
											is currently getting compromised,
											as they're experiencing serious
degradation because of human actions.
											So it's not entirely clear
											that we will continue to get bailed out
by these natural ecosystems
											if we continue on this
business-as-usual path that we've been.
									","
											Mas não respirem de alívio,
											pois temos dois grandes fatores
a jogar contra nós.
											Primeiro: a menos
que façamos algo drástico,
											e rapidamente,
											as emissões vão continuar a aumentar.
											E em segundo lugar: a capacidade
destes ecossistemas naturais
											para absorver dióxido de carbono
da atmosfera
											e para retê-lo nos habitats naturais
											está atualmente a ser ameaçada
											pela degradação que sofrem
às mãos da atividade humana.
											Por isso, ainda não é certo
											que continuaremos a ser salvos
por estes ecossistemas naturais
											se continuarmos a seguir o curso
no qual nos encontramos.
									","
											Pero no se pongan muy cómodos,
											porque hay dos elementos principales
trabajando contra nosotros ahora mismo.
											Uno: a no ser que hagamos algo grande
											y por lo tanto rápido,
											las emisiones continuarán aumentando.
											Y segundo: la habilitad de esos
ecosistemas naturales
											de tomar dióxido de carbono
de la atmósfera
											y secuestrarlo en los hábitats naturales
											se está viendo comprometido,
											ya que experimentan una grave
degradación por las acciones humanas.
											No está claro del todo
											que continuaremos siendo rescatados
por esos ecosistemas naturales
											si continuamos con este camino de
negocios que hemos recorrido.
									","
											Darauf dürfen wir uns aber nicht ausruhen,
											denn zwei maßgebliche Faktoren
arbeiten aktuell gegen uns.
											Erstens: Wenn wir unser Verhalten
nicht umfassend und schnell ändern,
											werden die Emissionen weiter ansteigen.
											Zweitens: Die Fähigkeit
dieser natürlichen Ökosysteme,
											Kohlenstoffdioxid
aus der Atmosphäre aufzunehmen
											und in natürlichen Biotopen zu binden,
ist aktuell gefährdet,
											da die menschliche Einwirkung
diese Systeme stark schädigt.
											Wir können uns also
nicht darauf verlassen,
											dass uns diese natürlichen Ökosysteme
auch weiterhin den Rücken stärken,
											wenn wir so weitermachen wie bisher.
									",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
","
","
","
",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
											Here's where the soil comes in:
											there is about three thousand billion
metric tons of carbon in the soil.
											That's roughly about 315 times
the amount of carbon
											that we release
into the atmosphere currently.
											And there's twice more carbon in soil
than there is in vegetation and air.
											Think about that for a second.
											There's more carbon in soil
											than there is in all
of the world's vegetation,
											including the lush tropical rainforests
and the giant sequoias,
											the expansive grasslands,
											all of the cultivated systems,
											and every kind of flora you can imagine
on the face of the earth,
											plus all the carbon that's currently
up in the atmosphere, combined,
											and then twice over.
											Hence, a very small change
in the amount of carbon stored in soil
											can make a big difference
in maintenance of the earth's atmosphere.
									","
											É aqui que entra o papel do solo:
											o solo contém cerca de três biliões
de toneladas métricas de carbono.
											Falamos de um número 315 vezes superior
à quantidade de carbono
											que libertamos para a atmosfera
atualmente.
											O carbono nos solos é o dobro
do carbono contido na vegetação e no ar.
											Pensem nisso por um instante.
											Temos mais carbono contido nos solos
											do que em toda a vegetação do planeta,
											incluindo as florestas tropicais
mais exuberantes, as sequoias gigantes,
											os prados mais vastos,
											todos os terrenos cultivados,
											e todo o tipo de flora à face da terra
que possam imaginar.
											Juntem a isso todo o carbono
que está atualmente na atmosfera,
											e agora dupliquem esse valor.
											Assim, uma pequena mudança na quantidade
de carbono armazenado nos solos
											pode fazer uma diferença gigantesca
na manutenção da atmosfera terrestre.
									","
											Aquí es donde entra el suelo:
											hay alrededor de 3 billones de
toneladas métricas de carbono en el suelo.
											Eso es aproximadamente 315 veces
la cantidad de carbono
											que liberamos en la atmósfera
en la actualidad.
											Hay dos veces más carbono en el suelo
que en la vegetación y en el aire.
											Piensen sobre eso por un segundo.
											Hay más carbono en el suelo
											de lo que hay en toda
la vegetación del mundo,
											incluyendo las exuberantes selvas
tropicales y las secuoyas gigantes,
											las extensas praderas,
											todos los sistemas de cultivo,
											y cualquier tipo de flora que
puedan imaginar en la faz de la Tierra,
											además de todo el carbono actualmente
en la atmósfera, combinado
											y duplicado.
											Por lo tanto, un pequeño cambio en la
cantidad de carbono almacenada en el suelo
											puede hacer una gran diferencia en el
mantenimiento de la atmósfera de la Tierra
									","
											Hier kommt der Boden ins Spiel:
											Er enthält etwa 3.000 Milliarden
Tonnen Kohlenstoff.
											Das ist etwa 315-mal mehr Kohlenstoff,
											als wir aktuell
in die Atmosphäre freisetzen.
											Und der Boden enthält
doppelt so viel Kohlenstoff
											wie Pflanzen und Luft.
											Stellen Sie sich das vor:
											Der Boden enthält mehr Kohlenstoff
											als alle Pflanzen der Erde,
											einschließlich der üppigen
tropischen Regenwälder,
											der riesigen Mammutbäume,
den weitläufigen Wiesen und Steppen,
											aller Anbausysteme,
											und jeder Art von Flora,
die auf der Erde vorstellbar ist.
											Dazu kommt der gesamte Kohlenstoff,
											der sich momentan
in der Atmosphäre befindet,
											und das Ganze mal zwei.
											Eine sehr kleine Veränderung der im Boden
gespeicherten Kohlenstoffmenge
											kann also einen großen Unterschied
beim Schutz der Erdatmosphäre machen.
									",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
","
","
","
",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
											But soil's not just simply
a storage box for carbon, though.
											It operates more like a bank account,
											and the amount of carbon
that's in soil at any given time
											is a function of the amount of carbon
coming in and out of the soil.
											Carbon comes into the soil
through the process of photosynthesis,
											when green plants take carbon dioxide
from the atmosphere
											and use it to make their bodies,
											and upon death,
their bodies enter the soil.
											And carbon leaves the soil
											and goes right back up into the atmosphere
											when the bodies of those
formerly living organisms
											decay in soil by the activity of microbes.
											See, decomposition releases
carbon dioxide into the atmosphere,
											as well as other greenhouse gases
such as methane and nitrous oxide,
											but it also releases all the nutrients
we all need to survive.
									","
											Contudo, o solo não é simplesmente
uma arca de armazenamento de carbono.
											Na verdade, assemelha-se mais
a uma conta bancária,
											e a quantidade de carbono
presente no solo a um dado momento
											corresponde à razão entre o carbono
que é retido no solo e o que dele sai.
											O carbono entra no solo
através do processo da fotossíntese,
											em que as plantas absorvem
o dióxido de carbono da atmosfera,
											e o utilizam para crescer,
											e, ao morrerem, os seus corpos
são absorvidos pelo solo.
											Por sua vez, o carbono sai do solo
											e volta para a atmosfera
											quando os corpos
desses organismos já sem vida
											são decompostos por micro-organismos.
											Então, essa decomposição liberta
o dióxido de carbono para a atmosfera,
											bem como outros gases de efeito de estufa
como o metano e o óxido nitroso,
											mas também disponibiliza os nutrientes
de que precisamos para sobreviver.
									","
											Pero el suelo no es solo una caja
de almacenaje del carbono.
											funciona más como una cuenta bancaria,
											y la cantidad de carbono que hay
en el suelo en cualquier momento
											es una función de la cantidad de carbono
que entra y sale del suelo.
											El carbono entra en el suelo a través
del proceso de fotosíntesis,
											cuando las plantas verdes toman
dióxido de carbono de la atmósfera
											para crear sus cuerpos,
											y tras su muerte, sus cuerpos
entran en la tierra.
											Y el carbono deja la tierra
											y vuelve a la atmósfera
											cuando los cuerpos de esos
organismos antes vivos
											se descomponen en el suelo
por la actividad de los microbios
											Verán, la descomposición libera
dióxido de carbono a la atmósfera,
											así como gases efecto invernadero
como el metano y óxido nitroso,
											pero también libera todos los nutrientes
que necesitamos para sobrevivir.
									","
											Aber der Boden ist nicht
einfach nur ein Kohlenstoffspeicher.
											Er funktioniert vielmehr
wie ein Bankkonto:
											Die Kohlenstoffmenge, die sich zu einem
bestimmten Zeitpunkt im Boden befindet,
											ist abhängig von der Menge,
die der Boden aufnimmt oder freisetzt.
											Kohlenstoff gelangt durch den Prozess
der Fotosynthese in den Boden:
											Grünpflanzen nehmen Kohlenstoffdioxid
aus der Atmosphäre auf
											und verwenden es zum Wachstum.
											Wenn sie sterben,
gelangen sie in den Boden.
											Kohlenstoff entweicht dem Boden
und tritt wieder in die Atmosphäre ein,
											wenn die Überreste
der ehemals lebenden Organismen
											im Boden durch Mikroben zersetzt werden.
											Bei der Zersetzung wird Kohlendioxid
in die Atmosphäre freigesetzt,
											sowie andere Treibhausgase 
wie Methan und Stickstoffoxid.
											Es werden aber auch
all die Nährstoffe freigesetzt,
											die wir alle zum Überleben brauchen.
									",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
","
","
","
",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
											One of the things that makes soil
such a fundamental component
											of any climate change mitigation strategy
											is because it represents
a long-term storage of carbon.
											Carbon that would have lasted
maybe a year or two
											in decaying residue
if it was left on the surface
											can stay in soil for hundreds of years,
even thousands and more.
									","
											Um dos fatores que faz do solo
um componente fundamental
											de qualquer estratégia de mitigação
da alteração climática
											é o seu papel como fonte de armazenamento
de carbono a longo prazo.
											O mesmo carbono que ficaria
talvez um ano ou dois
											em resíduos em decomposição,
caso permanecesse à superfície,
											pode ficar retido no solo
por centenas ou até milhares de anos.
									","
											Una de las cosas que hace del suelo
un componente fundamental
											de cualquier estrategia de
mitigación del cambio climático
											es que supone un almacenamiento
de largo plazo del carbono.
											Carbono que habría durado
quizás un año o dos
											descomponiéndose si se hubiera
dejado en la superficie
											puede permanecer en el suelo cientos
de años, incluso miles o más.
									","
											Der Boden ist deswegen
so ein fundamentaler Faktor
											bei jeder Klimaschutzmaßnahme,
											weil er einen Langzeitspeicher
für Kohlenstoff darstellt.
											Kohlenstoff, der an der Oberfläche
als Zersetzungsprodukt
											vielleicht 1-2 Jahre Bestand gehabt hätte,
											kann im Boden mehrere 100,
sogar über 1000 Jahre bestehen bleiben.
									",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
","
","
","
",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
											Soil biogeochemists like me
											study exactly how the soil system
makes this possible,
											by locking away the carbon
in physical association with minerals,
											inside aggregates of soil minerals,
											and formation of strong chemical bonds
											that bind the carbon
to the surfaces of the minerals.
											See when carbon is entrapped in soil,
											in these kinds of associations
with soil minerals,
											even the wiliest of the microbes
can't easily degrade it.
											And carbon that's not degrading fast
											is carbon that's not going back
into the atmosphere as greenhouse gases.
									","
											Os biogeoquímicos
que estudam o solo, como eu,
											investigam ao pormenor como o sistema
do solo torna isto possível,
											ao armazenar o carbono
ligado fisicamente a minerais,
											no interior de agregados
de minerais do solo,
											e com a formação
de fortes ligações químicas
											que ligam o carbono
às superfícies dos minerais.
											Quando o carbono fica retido no solo,
											neste processo de ligação
a minerais do solo,
											nem o micro-organismo mais determinado
consegue degradá-lo.
											E o carbono que não está a ser
rapidamente decomposto
											é carbono que não volta para a atmosfera
como gás de efeito de estufa.
									","
											Los biogeoquímicos del suelo como yo
											estudiamos cómo el sistema del suelo
hace esto exactamente posible,
											bloqueando el carbono en
asociación física con minerales,
											dentro de agregados de minerales del suelo
											y la formación de fuertes enlaces químicos
											que unen el carbono a
las superficies de los minerales.
											Verán, cuando el carbono
está atrapado en el suelo,
											en este tipo de asociaciones
con minerales del suelo,
											incluso el más brutal de los microbios
no puede degradarlo fácilmente.
											Y el carbono que no se degrada rápidamente
											es carbono que no regresa a la atmósfera
como gases de efecto invernadero.
									","
											Boden-Biogeochemiker wie ich
erforschen genau,
											wie das Bodensystem dies ermöglicht,
											indem wir Kohlenstoff und Mineralien
in physikalischer Kombination
											in Bodenmineral-Aggregaten verschließen.
											Es entstehen starke chemische Bindungen,
											die den Kohlenstoff an die
Oberflächen der Mineralien binden.
											Ist Kohlenstoff in so einer Verbindung
mit Bodenmineralien
											im Boden eingeschlossen,
											können ihm selbst die
tückischsten Mikroben nichts anhaben.
											Kohlenstoff, der sich langsamer zersetzt,
											kehrt nicht als Treibhausgas
in die Atmosphäre zurück.
									",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
","
","
","
",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
											But the benefit of carbon sequestration
											is not just limited
to climate change mitigation.
											Soil that stores large amounts of carbon
is healthy, fertile, soft.
											It's malleable. It's workable.
											It makes it like a sponge.
											It can hold on to
a lot of water and nutrients.
											Healthy and fertile soils like this
											support the most dynamic, abundant
and diverse habitat for living things
											that we know of anywhere
on the earth system.
											It makes life possible for everything
from the tiniest of the microbes,
											such as bacteria and fungi,
											all the way to higher plants,
											and fulfills the food, feed
and fiber needs for all animals,
											including you and I.
									","
											Contudo, os benefícios
da retenção de carbono
											não se limitam apenas
à mitigação das alterações climáticas.
											Os solos que retêm grandes quantidades
de carbono são férteis, soltos e macios.
											É solo maleável. É solo arável.
											Fica semelhante a uma esponja.
											Pode reter bastante água e nutrientes.
											Um solo fértil e saudável deste tipo
											oferece aos seres vivos o habitat
mais dinâmico, abundante e diverso
											que conhecemos em todo o sistema Terra.
											Possibilita a existência de vida,
desde os micro-organismos mais ínfimos,
											como as bactérias e os fungos,
											até às plantas mais desenvolvidas,
											e disponibiliza os nutrientes, o alimento
e as fibras necessárias ao reino animal,
											incluindo os seres humanos.
									","
											Pero el beneficio del secuestro de carbono
											no se limita a la mitigación
del cambio climático.
											El suelo que almacena grandes cantidades
de carbono es sano, fértil, suave.
											Es maleable. Es trabajable.
											Es como una esponja.
											Puede retener mucha agua y nutrientes.
											Suelos sanos y fértiles como este
											suponen el hábitat más dinámico,
abundante y diverso para los seres vivos
											que conocemos en cualquier parte
del sistema terrestre.
											Hace posible la vida para todos,
desde los microbios más pequeños,
											como bacterias y hongos,
											hasta las especies superiores,
											y satisface las necesidades de comida,
piensos y fibra para todos los animales,
											incluyéndolos a Uds. y a mí.
									","
											Aber Klimaschutz ist nicht
der einzige Vorzug der Kohlenstoffbindung.
											Boden, der große Mengen
an Kohlenstoff speichert,
											ist gesund, fruchtbar und weich.
											Er ist formbar und bearbeitbar.
											Er ist wie ein Schwamm.
											Er kann eine Menge Wasser
und Nährstoffe aufnehmen.
											Solche gesunden und fruchtbaren Böden
sorgen für die dynamischsten,
											üppigsten und diversesten Lebensräume,
die auf der Erde bekannt sind.
											Sie bieten Lebensraum für alle Lebewesen,
											von Kleinstmikroben
wie Bakterien und Pilze
											bis hin zu höheren Pflanzen,
											und decken den Bedarf an Nahrung
und Ballaststoffen für alle Tiere —
											einschließlich dem Menschen.
									",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
","
","
","
",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
											So at this point, you would assume
that we should be treating soil
											like the precious resource that it is.
											Unfortunately, that's not the case.
											Soils around the world are experiencing
unprecedented rates of degradation
											through a variety of human actions
that include deforestation,
											intensive agricultural production systems,
											overgrazing,
											excessive application
of agricultural chemicals,
											erosion and similar things.
											Half of the world's soils
are currently considered degraded.
									","
											Nesta altura, devem ter ficado convencidos
que devemos tratar o solo
											como o recurso imprescindível que é.
											Infelizmente, não é o que se verifica.
											À escala mundial, os solos apresentam
níveis jamais registados de degradação
											devido a uma panóplia de práticas humanas,
incluindo a desflorestação,
											sistemas de atividade agrícola intensiva,
											pastoreio intensivo,
											o uso excessivo
de produtos químicos agrícolas,
											erosão dos solos, entre outras.
											Metade dos solos do planeta
são hoje considerados degradados.
									","
											En este punto, asumirían que
deberíamos tratar al suelo
											como el precioso recurso que es.
											Por desgracia, no es el caso.
											Los suelos de todo el mundo experimentan
tasas de degradación sin precedentes
											a través de una variedad de acciones
humanas que incluyen desforestación,
											sistemas de producción de
agricultura intensiva,
											pastoreo excesivo,
											aplicación excesiva de productos
químicos agrícolas,
											erosión y cosas similares.
											La mitad de los suelos del mundo se
consideran actualmente degradados.
									","
											Man sollte also meinen,
											wir behandeln den Boden
als die wertvolle Ressource, die er ist.
											Leider ist das nicht der Fall.
											Weltweit verkümmern Böden
mit beispielloser Geschwindigkeit.
											Grund ist eine Vielzahl
menschlicher Aktivitäten wie Entwaldung,
											intensive Landwirtschaft, Überweidung,
											übermäßiger Einsatz 
landwirtschaftlicher Chemikalien,
											Erosion und anderes.
											Gerade wird die Hälfte des Erdbodens
als zerstört angesehen.
									",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
"
","
","
","
",A climate change solution that's right under our feet,Asmeret Asefaw Berhe,13:42,"global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability"
