es,en,de,title,speaker,duration,tags
"
											Las mejores compañías 
realmente saben esto.
											Las compañías que ganan premios
											por flexibilidad en el espacio de 
trabajo en EE. UU.
											incluyen algunas de nuestras 
más exitosas corporaciones,
											y un estudio nacional del 2008
											sobre la fuerza laboral cambiante
											muestra que los empleados
											en espacios de trabajo 
flexibles y efectivos
											son más comprometidos con su trabajo,
											están más satisfechos y son más leales,
											tienen menores niveles de estrés
											y altos niveles de salud mental.
											Y un estudio sobre los 
empleadores del 2012
											muestra que las prácticas 
profundas de flexibilidad
											realmente disminuyen 
los costos operativos
											e incrementan la adaptabilidad
											en una economía de servicios global.
									","
											The best companies actually know this.
											The companies that win awards
											for workplace flexibility in the United States
											include some of our most successful corporations,
											and a 2008 national study
											on the changing workforce
											showed that employees
											in flexible and effective workplaces
											are more engaged with their work,
											they're more satisfied and more loyal,
											they have lower levels of stress
											and higher levels of mental health.
											And a 2012 study of employers
											showed that deep, flexible practices
											actually lowered operating costs
											and increased adaptability
											in a global service economy.
									","
											Die besten Firmen wissen das.
											Unter den Firmen,
											die für Flexibilität am Arbeitsplatz
in den USA ausgezeichnet werden,
											sind einige unserer
erfolgreichsten Unternehmen.
											Eine landesweite Studie aus dem Jahr 2008
											zum Wandel
des Arbeitskraftpotentials zeigte,
											dass Arbeitnehmer
											sich an flexiblen und nachhaltigen
Arbeitsplätzen
											stärker engagieren,
											zufriedener und loyaler sind,
											sich weniger gestresst fühlen
											und eine bessere
psychische Gesundheit haben.
											Eine Studie von Unternehmern
aus dem Jahr 2012 zeigte,
											dass eine flexible und auf
Mitarbeiter eingehende Linie
											die laufenden Betriebskosten senkt
											und das Anpassungsvermögen
											in der globalen
Dienstleistungswirtschaft steigert.
									","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
","
","
","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
											Así que, Uds. pensarán que
											privilegiar el trabajo sobre la familia
											es solo un problema de 
los estadounidenses.
											Tristemente, sin embargo, 
la obsesión por el trabajo
											ya no es una enfermedad 
exclusivamente estadounidense.
											Veinte años atrás,
											cuando mi familia empezó a ir a Italia,
											solíamos disfrutar del lujo de 
la cultura de la siesta.
											La siesta no es solo sobre cómo 
evitar el calor del día.
											En realidad es tanto como
											abrazar el calor de un almuerzo familiar.
											Ahora, a donde vamos, cada vez 
son menos las empresas
											cercanas a la siesta,
											lo que refleja el avance de 
las corporaciones globales
											y la competencia 24 horas.
											Así que hacer un lugar para 
aquellos que amamos
											es en realidad un imperativo mundial.
									","
											So you may think
											that the privileging of work over family
											is only an American problem.
											Sadly, though, the obsession with work
											is no longer a uniquely American disease.
											Twenty years ago,
											when my family first started going to Italy,
											we used to luxuriate in the culture of siesta.
											Siesta is not just about avoiding the heat of the day.
											It's actually just as much
											about embracing the warmth of a family lunch.
											Now, when we go, fewer and fewer businesses
											close for siesta,
											reflecting the advance of global corporations
											and 24-hour competition.
											So making a place for those we love
											is actually a global imperative.
									","
											Vielleicht denken Sie,
											dass der Vorrang der Arbeit
vor der Familie
											nur ein amerikanisches Problem ist.
											Leider ist übermäßiges Arbeiten
											kein rein amerikanisches Leiden mehr.
											Vor zwanzig Jahren,
											als meine Familie erstmals
Urlaub in Italien machte,
											haben wir die Siesta-Kultur
außerordentlich genossen.
											Siesta heißt nicht nur,
der Mittagshitze zu entkommen.
											Es bedeutet genauso,
											mit der Familie gemütlich
am Mittagstisch zu sitzen.
											Wenn wir heute dort sind,
sehen wir immer weniger Firmen,
											die für die Siesta schließen,
											was das Vordringen globaler Unternehmen
											und einen 24-stündigen
Wettbewerb widerspiegelt.
											Platz für unsere Lieben einzuräumen,
											ist weltweit absolut notwendig.
									","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
","
","
","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
											En términos de políticas,
											la real igualdad significa reconocer
											que el trabajo que las mujeres 
han hecho tradicionalmente
											es tan importante
											como el trabajo que los hombres 
han hecho tradicionalmente,
											sin importar quién lo hace.
											Piensen sobre esto: 
Ganarse la vida y cuidar
											son igualmente necesarios para
la supervivencia del humano.
											Al menos, si vamos más allá de 
una economía de trueque,
											alguien tiene que ganar un ingreso
											y algún otro tiene que 
convertir ese ingreso
											en atención y sustento para 
sus seres queridos.
									","
											In policy terms,
											real equality means recognizing
											that the work that women have traditionally done
											is just as important
											as the work that men have traditionally done,
											no matter who does it.
											Think about it: Breadwinning and caregiving
											are equally necessary for human survival.
											At least if we get beyond a barter economy,
											somebody has to earn an income
											and someone else has to convert that income
											to care and sustenance for loved ones.
									","
											Für die Politik gesprochen
											bedeutet echte Gleichberechtigung,
											dass die Arbeit, die traditionell 
Frauen erledigt haben,
											ebenso wichtig ist
											wie die Arbeit, die Männer
traditionell erledigt haben,
											ganz gleich, wer sie macht.
											Überlegen Sie: Broterwerb und Fürsorge
											sind für das menschliche Überleben
gleichermaßen notwendig.
											Sobald wir über eine
Tauschwirtschaft hinausgehen,
											muss jemand ein Einkommen verdienen
											und jemand anderer muss dieses Einkommen
											in Versorgung und Unterhalt
für die Familie umwandeln.
									","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
","
","
","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
											Ahora, la mayoría de Uds., 
cuando me escuchan
											hablando de ganarse la vida y el cuidado,
											instintivamente trasladan esas categorías
											al trabajo de los hombres y 
al trabajo de las mujeres.
											Y típicamente no desafiamos
											por qué el trabajo de los hombres 
tiene ventaja.
											Consideren una pareja del mismo sexo
											como mis amigas Sarah y Emily.
											Son psiquiatras.
											Se casaron hace cinco años,
											y ahora tienen mellizos de dos años.
											Aman ser mamás,
											pero también aman su trabajo,
											y son realmente buenas en lo que hacen.
											Entonces, ¿cómo se dividirán
											las responsabilidades de 
ganar el sustento y el cuidado?
											¿Debería una de ellas dejar de trabajar
											o reducir sus horas para estar en casa?
											¿O deberían ambas cambiar sus prácticas
											para poder tener 
horarios más flexibles?
											¿Y qué criterio deberían usar
											para tomar esa decisión?
											¿Será quién gana más dinero
											o quién está más comprometida 
con su carrera?
											¿O quién tiene el jefe más flexible?
									","
											Now most of you, when you hear me
											talk about breadwinning and caregiving,
											instinctively translate those categories
											into men's work and women's work.
											And we don't typically challenge
											why men's work is advantaged.
											But consider a same-sex couple
											like my friends Sarah and Emily.
											They're psychiatrists.
											They got married five years ago,
											and now they have two-year-old twins.
											They love being mothers,
											but they also love their work,
											and they're really good at what they do.
											So how are they going to divide up
											breadwinning and caregiving responsibilities?
											Should one of them stop working
											or reduce hours to be home?
											Or should they both change their practices
											so they can have much more flexible schedules?
											And what criteria should they use
											to make that decision?
											Is it who makes the most money
											or who is most committed to her career?
											Or who has the most flexible boss?
									","
											Die meisten von Ihnen
											werden bei meiner Erwähnung 
von Broterwerb und Fürsorge
											diese Kategorien instinktiv
											in Männerarbeit und 
Frauenarbeit übersetzen.
											Normalerweise hinterfragen wir nicht,
											warum Männerarbeit begünstigt wird.
											Aber denken Sie an ein
gleichgeschlechtliches Paar,
											wie meine Freundinnen Sarah und Emily.
											Sie sind Psychiaterinnen.
											Sie haben vor fünf Jahren geheiratet
											und haben jetzt zweijährige Zwillinge.
											Sie sind sehr gerne Mütter,
											aber sie lieben auch ihre Arbeit
											und sie sind wirklich gut darin.
											Wie teilen sie sich also die Verantwortung
											für den Brotverwerb und die Fürsorge?
											Sollte eine von ihnen
aufhören zu arbeiten?
											Oder Teilzeit arbeiten,
um mehr zu Hause zu sein?
											Oder sollten beide
ihre Arbeitsgewohnheiten ändern,
											sodass beide einen flexibleren
Terminplan haben?
											Und nach welchen Kriterien sollten sie
											diese Entscheidung treffen?
											Danach, wer das meiste Geld verdient
											oder wer am meisten
in die Karriere investiert hat?
											Oder wer den flexibelsten Chef hat?
									","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
","
","
","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
											La perspectiva del mismo sexo 
nos ayuda a ver
											que los malabares en el trabajo y la familia
											no son problemas de las mujeres,
											son problemas de la familia.
											Y Sarah y Emily son afortunadas,
											porque tienen la opción de
											elegir cuánto quieren trabajar.
											Millones de hombres y mujeres
											tienen que ser generadores de 
sustento y cuidadores
											solo para ganar el ingreso que necesitan,
											y muchos de esos trabajadores 
están revueltos.
											Están pegando con parches 
arreglos de cuidado entre ellos
											que son inadecuados
											y a menudo realmente inseguros.
											Si ganar el pan y el cuidado 
son realmente iguales,
											entonces, ¿por qué un gobierno
											no invierte tanto en la 
infraestructura del cuidado,
											como fundamento de una sociedad sana,
											como invierte en infraestructura física
											como columna vertebral 
de una economía exitosa?
									","
											The same-sex perspective helps us see
											that juggling work and family
											are not women's problems,
											they're family problems.
											And Sarah and Emily are the lucky ones,
											because they have a choice
											about how much they want to work.
											Millions of men and women
											have to be both breadwinners and caregivers
											just to earn the income they need,
											and many of those workers are scrambling.
											They're patching together care arrangements
											that are inadequate
											and often actually unsafe.
											If breadwinning and caregiving are really equal,
											then why shouldn't a government
											invest as much in an infrastructure of care
											as the foundation of a healthy society
											as it invests in physical infrastructure
											as the backbone of a successful economy?
									","
											Die gleichgeschlechtliche
Perspektive zeigt uns,
											dass der Balanceakt zwischen 
Arbeit und Familie
											kein Frauenproblem ist,
											es ist ein Familienproblem.
											Sarah und Emily haben Glück,
											weil sie die Wahl haben,
											wie viel sie arbeiten möchten.
											Millionen von Frauen und Männern
											müssen beides sein,
Brotverdiener und Fürsorger,
											nur um das Einkommen zu haben,
das sie brauchen.
											Viele dieser Menschen
geraten ins Straucheln,
											sie arrangieren eine 
behelfsmäßige Betreuung,
											die unzureichend
											und oftmals sogar gefährlich ist.
											Wenn Broterwerb und Fürsorge
wirklich ebenbürtig sind,
											warum sollte eine Regierung dann nicht
											genauso viel in eine
Betreuungs-Infrastruktur —
											den Grundstein einer
gesunden Gesellschaft — investieren
											wie sie in materielle Infrastruktur —
											das Rückgrat einer
erfolgreichen Wirtschaft — investiert?
									","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
","
","
","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
											Los gobiernos que lo consiguen,
											—no hay sorpresas aquí—
											los gobiernos que lo consiguen,
											Noruega, Suecia, Dinamarca, 
los Países Bajos,
											proporcionan atención universal al niño,
											apoyan los cuidados en el hogar,
											la escuela y la educación 
de la primera infancia,
											protegen a las mujeres embarazadas,
											y cuidan de los ancianos 
y los discapacitados.
											Esos gobiernos invierten 
en esa infraestructura
											de la misma manera que invierten 
en carreteras y puentes
											túneles y trenes.
											Dichas sociedades también muestran que
											ganar el pan y brindar cuidado
											se refuerzan mutuamente.
											Clasifican habitualmente entre 
los 15 primeros países
											con las economías más competitivas 
a nivel mundial,
											pero al mismo tiempo,
											ocupan un lugar muy alto en el 
Índice para una Vida Mejor de la OCDE.
											De hecho, tienen precedencia 
sobre otros gobiernos,
											como el mío, los EE. UU., o Suiza,
											que tienen mayores 
niveles promedio de ingreso
											pero clasificaciones más bajas 
en el equilibrio entre trabajo y vida.
									","
											The governments that get it —
											no surprises here —
											the governments that get it,
											Norway, Sweden, Denmark, the Netherlands,
											provide universal child care,
											support for caregivers at home,
											school and early childhood education,
											protections for pregnant women,
											and care for the elderly and the disabled.
											Those governments invest in that infrastructure
											the same way they invest in roads and bridges
											and tunnels and trains.
											Those societies also show you
											that breadwinning and caregiving
											reinforce each other.
											They routinely rank among the top 15 countries
											of the most globally competitive economies,
											but at the same time,
											they rank very high on the OECD Better Life Index.
											In fact, they rank higher than other governments,
											like my own, the U.S., or Switzerland,
											that have higher average levels of income
											but lower rankings on work-life balance.
									","
											Die Regierungen, die das verstehen —
											das wird Sie nicht überraschen ...
											Die Regierungen, die das verstehen —
											Norwegen, Schweden,
Dänemark, die Niederlande —
											sorgen für allgemeine Kinderbetreuung,
											Unterstützung für die häusliche Fürsorge,
											schulische und frühkindliche Erziehung,
											für Mutterschutz,
											Betreuung der Alten
und Menschen mit Behinderung.
											Diese Regierungen investieren
in diese Infrastruktur genauso
											wie sie in Straßen und Brücken,
											in Tunnel und Züge investieren.
											Diese Gesellschaften zeigen auch,
											dass Broterwerb und Fürsorge
											einander bestärken.
											Sie sind regelmäßig unter 
den Top 15 der Länder
											mit der global 
wettbewerbsfähigsten Wirtschaft
											und rangieren gleichzeitig
											im OECD-Index für Lebensqualität
sehr weit oben.
											Sie rangieren höher als andere Länder,
											wie mein eigenes, die USA,
oder die Schweiz,
											die ein höheres
Durchschnittseinkommen haben,
											aber beim Ausgleich zwischen Beruf
und Privatleben schlechter abschneiden.
									","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
"
","
","
","Can we all ""have it all""?",Anne-Marie Slaughter,17:11,"inequality,men,policy,women,work,work-life balance,gender equality"
