en,fr,es,pt,tr,title,speaker,duration,tags
"
","
","
","
","
",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
											There are three aspects
to this general trend
											that I think are underappreciated;
											I think we would understand
AI a lot better
											if we understood these three things.
											I think these things also would
help us embrace AI,
											because it's only by embracing it
that we actually can steer it.
											We can actually steer the specifics
by embracing the larger trend.
									","
											Il y a trois aspects
de cette tendance générale
											qui, je pense, sont sous-estimés ;
											je pense que nous comprendrions
bien mieux l'IA
											si nous comprenons ces trois choses.
											Je pense que ces choses
vont nous aider à adopter l'IA,
											car c'est seulement en l'adoptant
que nous pourrons l'orienter.
											Nous pouvons diriger le spécifique
en adoptant la tendance.
									","
											Hay tres aspectos de esta tendencia
general que veo infravaloradas
											y creo que entenderíamos la IA mucho
mejor si llegáramos a comprenderlos.
											Creo que estas cosas nos ayudarían
también a adoptar la IA
											porque solo si la adoptamos
podemos controlarla,
											controlar su desarrollo en detalle
si adoptamos sus tendencias en general.
									","
											Existem três aspetos,
nesta tendência geral,
											que penso que são subvalorizados.
											Acho que iríamos perceber
melhor a IA
											se percebêssemos estas três coisas.
											Penso que estas três coisas também
nos ajudariam a aceitar a IA
											porque é apenas ao aceitá-la 
que podemos, de facto, guiá-la.
											Podemos guiar as especificidades 
ao aceitar a tendência maior.
									","
											Toplumsal yönelimin 
çok az değer verildiğini
											düşündüğüm üç hali var;
											eğer bu üç şeyi anlayabilirsek
											bence YZ'yi daha iyi anlayabiliriz.
											Bence bu şeyler 
YZ'yi kavramamıza yardımcı olacak
											çünkü kavrayabilirsek yönlendirebiliriz.
											Daha büyük bir yönelimi kavrarsak 
özelikleri yönlendirebiliriz.
									",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
","
","
","
","
",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
											So let me talk about
those three different aspects.
											The first one is: our own intelligence
has a very poor understanding
											of what intelligence is.
											We tend to think of intelligence
as a single dimension,
											that it's kind of like a note
that gets louder and louder.
											It starts like with IQ measurement.
											It starts with maybe a simple
low IQ in a rat or mouse,
											and maybe there's more in a chimpanzee,
											and then maybe there's more
in a stupid person,
											and then maybe an average
person like myself,
											and then maybe a genius.
											And this single IQ intelligence
is getting greater and greater.
											That's completely wrong.
											That's not what intelligence is —
not what human intelligence is, anyway.
											It's much more like a symphony
of different notes,
											and each of these notes is played
on a different instrument of cognition.
									","
											Je vais donc vous parler
de ces trois aspects.
											Le premier : c'est que notre propre
intelligence ne comprend pas bien
											ce qu'est l'intelligence.
											Nous pensons souvent l'intelligence
comme n'ayant qu'une dimension,
											comme un son qui devient
de plus en plus fort.
											Ça commence avec la mesure du QI.
											Il y en a d'abord peut-être un niveau bas
chez un rat ou une souris,
											il y en a peut-être un peu plus
chez un chimpanzé
											et encore un peu plus
chez une personne idiote,
											puis vient la personne moyenne,
comme moi,
											puis arrive le génie.
											Et cette intelligence de QI devient
de plus en plus grande.
											C'est totalement faux.
											Ce n'est pas ça l'intelligence,
ce n'est pas l'intelligence humaine.
											C'est plus comme une symphonie
de différents sons
											et chaque note est jouée
sur un instrument de la cognition.
									","
											Así que hablaré de estos tres aspectos.
											El primero es que la inteligencia humana
comprende muy mal qué es la inteligencia.
											Pensamos en la inteligencia
como en algo unidimensional,
											como en una nota que es
cada vez más fuerte.
											Algo que empieza midiendo
el cociente intelectual
											— quizás el más bajo, como
el de una rata o un ratón,
											seguido por el de un chimpancé
y a lo mejor el de un tonto,
											luego quizá por el de 
una persona normal como yo,
											y luego por el CI de un genio —
											y que este único cociente
se vuelve cada vez más elevado.
											Esto es totalmente falso y no es
lo que define la inteligencia,
											o por lo menos la inteligencia humana.
											La inteligencia es más bien una
sinfonía con base en diversas notas
											donde cada una de estas notas
se toca con un instrumento cognitivo.
									","
											Então, deixem-me falar-vos destes
três aspetos diferentes.
											O primeiro é: a nossa inteligência
tem um conhecimento muito pobre
											sobre o que é a inteligência.
											Temos tendência a pensar na inteligência
como uma única dimensão,
											que é como uma nota 
que se torna mais e mais alta.
											Começa como a medição do QI.
											Começa talvez com um simples
QI baixo numa ratazana ou num rato,
											que talvez seja maior num chimpanzé,
											e ainda maior numa pessoa estúpida,
											e maior numa pessoa mediana como eu,
											e depois, talvez num génio.
											Esta simples inteligência QI
está a ficar cada vez maior.
											Isso está erradíssimo.
											Isso não é o que a inteligência é,
não é o que a inteligência humana é.
											É muito mais como uma sinfonia
de diferentes notas,
											e cada uma dessas notas é tocada
num instrumento diferente de cognição.
									","
											Bu üç farklı yönden bahsedeyim.
											Birincisi, kendi zekâmız
zekânın ne olduğunu
											anlamakta çok yetersiz.
											Zekâyı tek bir boyut olarak 
düşünmeye meyilliyiz,
											bu tıpkı aşırı gürültülü 
bir nota yapmak gibi.
											IQ ölçümü gibi başlar.
											Sıçan ya da faredeki düşük IQ ile başlar,
											belki şempanzede fazlası vardır,
											zekâ seviyesi düşük bir kişide 
daha fazlası vardır,
											belki benim gibi 
ortalama birinde daha fazla,
											bir dahide daha da fazla.
											Bu tekil zekâ IQ gittikçe büyüyor.
											Bu tamamen yanlış.
											Zekâ bu demek değil,
insan zekâsı bu demek değil.
											Daha çok farklı notaların
olduğu bir senfoni gibi
											ve bu notaların her biri farklı bilişsel 
enstrümanlar üzerinde çalınır.
									",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
","
","
","
","
",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
											There are many types
of intelligences in our own minds.
											We have deductive reasoning,
											we have emotional intelligence,
											we have spatial intelligence;
											we have maybe 100 different types
that are all grouped together,
											and they vary in different strengths
with different people.
											And of course, if we go to animals,
they also have another basket —
											another symphony of different
kinds of intelligences,
											and sometimes those same instruments
are the same that we have.
											They can think in the same way,
but they may have a different arrangement,
											and maybe they're higher
in some cases than humans,
											like long-term memory in a squirrel
is actually phenomenal,
											so it can remember
where it buried its nuts.
											But in other cases they may be lower.
									","
											Nous avons plusieurs types
d'intelligences :
											le raisonnement déductif,
											l'intelligence émotionnelle,
											l'intelligence spatiale,
											il y en a peut-être 100 types différents,
qui sont tous regroupés
											et dont la force varie
selon les individus.
											Et bien sûr, concernant les animaux,
ils en ont tout un autre panel,
											une autre symphonie
d'intelligences différentes,
											et quelquefois ils ont
les mêmes instruments que les nôtres.
											Ils peuvent penser de la même façon,
mais s'organiser différemment
											et sont parfois plus performants
que les humains,
											comme la mémoire à long terme
de l'écureuil est phénoménale,
											car il peut se rappeler
où il a enterré ses noix.
											Et dans d'autres cas, ils le sont moins.
									","
											Tenemos varios tipos de inteligencias:
											el razonamiento deductivo,
la inteligencia emocional y la espacial;
											hay quizá 100 tipos diferentes
de inteligencias, agrupadas,
											y cuya fuerza varía en función
de cada individuo.
											Y si miramos en el reino animal,
tienen otros tipos agrupados
											en otras sinfonías
de diversas inteligencias,
											y a veces se tocan con la ayuda
de los mismos instrumentos
											que usamos los humanos.
											Los animales pueden pensar de manera
similar pero organizarse diferentemente;
											a veces más eficientemente
que los humanos,
											como en el caso de la fenomenal
memoria a largo plazo de la ardilla
											que le ayuda a recordar
dónde enterró sus nueces,
											pero en otros casos, no tanto.
									","
											Há vários tipos de inteligência
nas nossas mentes.
											Temos raciocínio dedutivo,
											temos inteligência emocional,
											temos inteligência espacial,
											talvez tenhamos 100 tipos diferentes
que estão todos agrupados
											e que variam em diferentes forças,
com pessoas diferentes.
											E, claro, se falarmos de animais,
eles também têm outro cesto,
											outra sinfonia de diferentes
tipos de inteligência,
											e, algumas vezes, os mesmos instrumentos
são os mesmos que nós temos.
											Eles conseguem pensar como nós
mas podem ter uma organização distinta,
											e, nalguns casos, de forma 
superior à dos humanos.
											A memória a longo prazo num esquilo
é, de facto, fenomenal,
											para que se lembre onde
enterrou as nozes.
											Mas noutros casos, podem ser mais baixos.
									","
											Zihnimizde pek çok zekâ türü vardır.
											Tümdengelim düşüncesine sahibiz.
											Duygusal zekâya sahibiz.
											mekansal zekâya sahibiz;
											belki de hepsi birlikte 
gruplandırılmış 100 farklı türe sahibiz,
											ve farklı güçlerdeki
farklı insanlarla başkalaştılar.
											Ve tabii ki hayvanlara bakarsak,
onlar farklı bir potada
											farklı zekâ türlerinin başka bir senfonisi
											ve bazen sahip olduklarımız 
onların enstrümanları ile aynı.
											Aynı şekilde düşünebilirler
fakat farklı düzenlemeleri olabilir,
											bazen insanlardan daha yüksektir,
											mesela sincaptaki uzun süreli hafızanın 
olağanüstü olması,
											fıstıklarını gömdükler
yeri hatırlayabilirler.
											Bazen de daha düşük olabilirler.
									",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
","
","
","
","
",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
											When we go to make machines,
											we're going to engineer
them in the same way,
											where we'll make some of those types
of smartness much greater than ours,
											and many of them won't be
anywhere near ours,
											because they're not needed.
											So we're going to take these things,
											these artificial clusters,
											and we'll be adding more varieties
of artificial cognition to our AIs.
											We're going to make them
very, very specific.
									","
											Lorsqu'on veut faire des machines,
											on va les concevoir de la même manière,
											avec une intelligence
plus développée que la nôtre
											et même très éloignée de la nôtre,
											car on n'en a pas besoin.
											Nous allons donc prendre ces choses,
											ces amas artificiels,
											et on ajoutera plus de types
de cognition artificielle à nos IA.
											On va les faire très, très spécifiques.
									","
											Cuando hacemos máquinas,
las diseñamos de la misma manera,
											dotando a algunas
											con tipos de inteligencia mucho
más elevados que la nuestra,
											y muchas otras con tipos muy por debajo
porque no les hace falta tal nivel.
											Así que tomaremos estas cosas,
estos grupos artificiales,
											y le añadiremos más tipos de
cognición artificial a nuestra IA.
											La haremos más y más específica.
									","
											E quando falamos de máquinas, 

											vamos construí-las da mesma forma,
											com alguns desses tipos de perspicácia
muito maiores do que os nossos,
											e muitos deles não vão estar
sequer perto dos nossos,
											porque não são necessários.
											Por isso, vamos fazer estas coisas,
											estes conjuntos artificiais,
											e vamos adicionar mais variedades 
de cognição artificial às nossas IA.
											Vamos fazê-las muito, muito específicas.
									","
											Makineleri yapmaya gittiğimizde,
											aynı şekilde mühendislik yapacağız,
											Bizden daha zeki bu türler
üzerinde çalışacağız,
											onların bir çoğu
yakınımızda olmayacak
											çünkü onlara ihtiyaç yok.
											Bu yüzden bu şeyleri alacağız,
											bu yapay kümeleri
											ve kendi YZ'mizden daha 
yapay bilişsel çeşitlilik ekleyeceğiz.
											Onları çok çok özel yapacağız.
									",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
","
","
","
","
",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
											So your calculator is smarter
than you are in arithmetic already;
											your GPS is smarter
than you are in spatial navigation;
											Google, Bing, are smarter
than you are in long-term memory.
											And we're going to take, again,
these kinds of different types of thinking
											and we'll put them into, like, a car.
											The reason why we want to put them
in a car so the car drives,
											is because it's not driving like a human.
											It's not thinking like us.
											That's the whole feature of it.
											It's not being distracted,
											it's not worrying about whether
it left the stove on,
											or whether it should have
majored in finance.
											It's just driving.
									","
											Ainsi votre calculatrice est déjà
plus performante que vous en calcul ;
											votre GPS en navigation spatiale,
											Google, Bing en mémoire à long terme.
											Et on va prendre, à nouveau,
ces sortes de pensées différentes
											et les mettre dans, disons, une voiture.
											La raison pour laquelle
on veut les mettre dans une voiture,
											c'est qu'elle ne conduit pas comme nous
											et ne pense pas comme nous.
											C'est son point fort.
											Elle n'est jamais distraite,
											ne s'inquiète pas de savoir
si le four est resté allumé
											ou si elle aurait dû être
diplômée en finance.
											Elle conduit seulement.
									","
											Por lo que su computador ya ofrece
mejores resultados aritméticos,
											y el GPS es más listo
en la navegación espacial;
											y Google, Bing, en la
memoria a largo plazo.
											Una vez más, tomaremos estos
diferentes tipos de pensamiento
											y los insertaremos
en un auto, por ejemplo.
											La razón por la que queremos
añadirlos en la conducción
											es porque un auto no conduce,
no piensa como nosotros.
											Este es su punto fuerte.
											No se distrae.
											No le importa si dejó el horno en marcha
											o si debe graduarse en finanzas.
											Solo conduce.
									","
											A vossa calculadora já é mais esperta 
do que vocês em aritmérica,

											o vosso GPS é mais esperto que vocês
em navegação espacial.
											A Google e a Bing são mais espertas do
que vocês são em memória a longo prazo.
											E nós vamos pegar, outra vez, 
nestes tipos diferentes de pensamento
											e vamos pô-los, por exemplo, num carro.
											E razão para querermos pô-los 
num carro para o carro conduzir,
											é por não conduzir como um humano.
											Não pensa como nós.
											Essa é a sua característica fundamental.
											Não está a ser distraído,
											não se está a preocupar 
se deixou o fogão ligado
											ou se se devia ter formado em Finanças.
											Está apenas a conduzir.
									","
											Hesap makinesi zaten 
aritmetik olarak daha akıllı;
											GPS mekansal navigasyon 
senden daha akıllı;
											Google, Bing, uzun süreli hafıza 
açısından daha akıllı.
											Bu tür farklı düşünce türlerini 
yeniden ele alıp
											onları örneğin arabanın içine koyacağız.
											Araba örneğinin sebebi şu;
											araba kendisini insan gibi kullanmıyor.
											Bizim gibi düşünmüyorlar.
											Tüm özelliği bu.
											Dikkati dağılmıyor,
											Ocağı açık unutup unutmadığını
											veya finans okumalıydım diye düşünmüyor.
											Sadece sürüyor.
									",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
","
","
","
","
",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Risos)
									","
											(Kahkaha)
									",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
","
","
","
","
",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
											Just driving, OK?
											And we actually might even
come to advertise these
											as ""consciousness-free.""
											They're without consciousness,
											they're not concerned about those things,
											they're not distracted.
									","
											Elle ne fait que conduire.
											On pourrait même faire la publicité
											de « l'absence de conscience ».
											Elle n'a pas de conscience ;
											elle n'est pas gênée par d'autres choses ;
											elle n'est pas distraite.
									","
											Solo hace esto, ¿sí?
											De hecho podemos llegar a darlas a conocer
											como ""libres de conciencia"".
											No tiene conciencia,
no se preocupa por otras cosas,
											no se distrae.
									","
											Está só a conduzir, está bem?
											E podemos ainda vir a anunciá-los
											como ""livres de consciência"".
											Eles não têm consciência,
											eles não se preocupam com essas coisas,
											não estão distraídos.
									","
											Sadece sürüyor, değil mi?
											Belki de buraya 
onları ''bilinçsiz'' olarak
											tanıtmaya geldik.
											Bilinçsizler,
											o tür konular onları ilgilendirmiyor,
											dikkatleri dağılmıyor.
									",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
","
","
","
","
",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
											So in general, what we're trying to do
											is make as many different
types of thinking as we can.
											We're going to populate the space
											of all the different possible types,
or species, of thinking.
											And there actually may be some problems
											that are so difficult
in business and science
											that our own type of human thinking
may not be able to solve them alone.
											We may need a two-step program,
											which is to invent new kinds of thinking
											that we can work alongside of to solve
these really large problems,
											say, like dark energy or quantum gravity.
									","
											Ainsi en général,
ce que nous essayons de faire
											est de diversifier les types de pensées
autant que possible.
											On va meubler l'espace
											avec tous les différents types
ou espèces de pensées.
											Et il y aura même quelques défis
											très difficiles dans le domaine
des affaires, des sciences
											que notre propre type de pensée humaine
ne pourra pas résoudre seule.
											On aurait besoin d'un plan
en deux phases,
											qui est d'inventer
de nouvelles façons de penser
											avec lesquelles on pourra travailler
afin de résoudre ces très gros défis,
											comme l'énergie noire
ou la gravité quantique.
									","
											En general, lo que estamos
tratando de hacer
											es diversificar los diferentes tipos
de pensamiento lo máximo posible,
											poblar este espacio
con todo tipo de pensamiento.
											De hecho, ya existen algunos
retos muy difíciles
											en el mundo de los negocios
o de la ciencia
											que nuestro tipo de pensamiento
humano no podrá resolver solo.
											Hará falta un plan en dos fases
para inventar nuevas formas de pensar
											para ayudar a resolver esos
problemas realmente grandes,
											como la energía oscura
o la gravedad cuántica.
									","
											De um modo geral,
estamos a tentar fazer
											o máximo de diferentes formas
de pensamento que conseguirmos.
											Vamos povoar o espaço,
											de todos os diferentes tipos ou espécies 
possíveis de pensamento.
											E pode haver alguns problemas,
											que são tão difíceis 
nos negócios e na ciência
											que o tipo de pensamento humano
pode não conseguir resolvê-los sozinho.
											Talvez precisemos de um
programa de dois passos
											para inventar novas formas de pensar
											ao lado das quais possamos trabalhar para
resolver grandes problemas,
											como a energia negra 
e a gravidade quântica.
									","
											Genel olarak yapmaya çalıştığımız
											elimizden geldiği kadar
farklı düşünme tarzı yaratmaktır.
											Mümkün olan her farklı tür ve düşünceyi
											uzaya yerleştireceğiz.
											Kendi insan düşüncemizin
											tek başına çözemeyeceği
											iş ve bilim alanında çok zor
sorunlar ortaya çıkabilir.
											İki aşamalı bir programa 
ihtiyacımız olabilir,
											o büyük çapta sorunları çözebilmek adına
											birlikte çalışabileceğimiz yeni türde
düşünce şekilleri icat edebilmek için;
											karanlık enerji 
veya kuantum çekim gücü gibi.
									",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
","
","
","
","
",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
											What we're doing
is making alien intelligences.
											You might even think of this
as, sort of, artificial aliens
											in some senses.
											And they're going to help
us think different,
											because thinking different
is the engine of creation
											and wealth and new economy.
									","
											Nous créons de l'intelligence étrangère.
											Vous pouvez imaginer ceci comme
des sortes d'extra-terrestres artificiels,
											en quelque sorte.
											Ils vont nous aider à penser différemment,
											car penser différemment
est le moteur de la création
											de la fortune, de la nouvelle économie.
									","
											Estamos construyendo
inteligencias alienígenas,
											podemos verlas como una especie
de alienígenas artificiales
											de alguna manera,
											que nos ayudarán a pensar de otra forma,
											de una manera diferente.
											Serán el motor de la creatividad,
de la riqueza y la nueva economía.
									","
											Estamos a fazer inteligências alienígenas.
											Podem pensar nisto como 
alienígenas artificiais,
											de certo modo.
											E vão ajudar-nos a pensar
de forma diferente
											porque pensar diferente
é o motor da criação,
											da riqueza e da nova economia.
									","
											Yaptığımız şey yabancı zekâlar üretmek.
											Hatta bunu bir anlamda yapay uzaylılar
											olarak düşünebilirsiniz.
											Farklı düşünmemizde bize yardım edecekler,
											çünkü farklı düşünme
yaratılışın merkezidir,
											zenginlik ve yeni ekonominin de.
									",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
","
","
","
","
",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
											The second aspect of this
is that we are going to use AI
											to basically make a second
Industrial Revolution.
											The first Industrial Revolution
was based on the fact
											that we invented something
I would call artificial power.
											Previous to that,
											during the Agricultural Revolution,
											everything that was made
had to be made with human muscle
											or animal power.
											That was the only way
to get anything done.
											The great innovation during
the Industrial Revolution was,
											we harnessed steam power, fossil fuels,
											to make this artificial power
that we could use
											to do anything we wanted to do.
											So today when you drive down the highway,
											you are, with a flick of the switch,
commanding 250 horses —
											250 horsepower —
											which we can use to build skyscrapers,
to build cities, to build roads,
											to make factories that would churn out
lines of chairs or refrigerators
											way beyond our own power.
											And that artificial power can also
be distributed on wires on a grid
											to every home, factory, farmstead,
											and anybody could buy
that artificial power,
											just by plugging something in.
									","
											Le second aspect est
que l'on va utiliser l'IA
											pour faire une véritable seconde
Révolution industrielle.
											La première Révolution
industrielle était basée
											sur l'invention de ce que j'appelle
la puissance artificielle.
											Avant elle,
											pendant la Révolution agricole,
											tout ce qui était fabriqué,
l'était par la force musculaire humaine
											ou animale.
											C'était la seule façon
de faire les choses.
											La grande innovation pendant
la Révolution industrielle a été
											de dompter la vapeur
et les énergies fossiles,
											pour produire cette puissance artificielle
que nous pouvons utiliser
											pour faire tout ce que l'on veut.
											Ainsi lorsque vous roulez
sur l'autoroute,
											vous commandez 250 chevaux,
du bout des doigts,
											la puissance de 250 chevaux,
											que nous utilisons pour bâtir
des gratte-ciel, des villes, des routes,
											pour faire des usines qui vont produire
à la chaîne des chaises et des frigos,
											au-delà de notre propre puissance.
											Et cette puissance artificielle peut aussi
être distribuée dans un réseau filaire
											vers toutes les maisons, usines, fermes.
											Tout le monde peut acheter
cette puissance artificielle,
											juste en branchant un truc.
									","
											La segunda consecuencia de todo esto
											es que prácticamente usaremos la IA
											básicamente para hacer 
una segunda revolución industrial.
											La primera revolución industrial se basó
											en la invención de la fuerza artificial.
											Antes de que esto sucediera,
durante la revolución agrícola,
											todo lo que se fabricaba
											era a base de fuerza manual, 
humana o animal.
											Era la única manera de hacer las cosas.
											La gran innovación de
la revolución industrial
											fue aprovechar la energía del vapor 
y los combustibles fósiles,
											para producir esta fuerza artificial
y usarla para hacer lo que queríamos.
											Hoy, mientras uno conduce 
por la autopista,
											a través de un botón, está
al mando de 250 caballos,
											la fuerza de 250 caballos,
											poder que usamos para construir
rascacielos, ciudades, carreteras,
											en fábricas que producirán
en cadena sillas y neveras,
											más allá de nuestra propia fuerza.
											Y esta fuerza artificial
											también puede distribuirse
por una red de cableado
											a cada casa, fábrica, granja,
											y comprada por cada uno de nosotros,
simplemente enchufando algo.
									","
											O segundo aspeto é: 
vamos usar a IA
											para fazermos uma 
segunda Revolução Industrial.
											A primeira Revolução Industrial
foi baseada no facto
											de termos inventado algo
a que eu chamo de poder artificial.
											Antes disso,
											durante a Revolução Agrícola,
											tudo era feito, tinha de ser feito
com o músculo humano
											ou poder animal.
											Essa era a única forma de fazer tudo.
											A maior inovação durante a 
Revolução Industrial
											foi aproveitarmos o poder do vapor e 
dos combustíveis fósseis
											para fazermos este poder artificial
que podemos usar
											para fazermos tudo o que quisermos.
											Hoje, quando conduzimos na autoestrada,
											com um toque no pedal estão a 
comandar 250 cavalos,
											250 cavalos de potência,
											que podemos usar para construir 
arranha-céus, cidades, estradas
											ou fábricas que vão produzir grandes
quantidades de cadeiras ou frigoríficos
											muito para lá do nosso poder.
											E esse poder artificial pode ser 
distribuído por fios numa rede
											para cada casa, fábrica, herdade
											e toda a gente pode comprar
o poder artificial
											apenas ligando-se a algo.
									","
											Buna dair ikinci bakış açısı
											yapay zekâyı ikinci bir 
Sanayi Devrimi için kullanacağız.
											İlk Sanayi Devrimi, yapay güç dediğim
											bir şey icat etmek üzerine kuruluydu.
											Bundan önce,
											Tarımsal Devrim boyunca,
											yapılan her şey insan kas gücü
veya hayvan gücü ile
											yapılmak zorundaydı.
											Bu bir şeyler yapabilmenin tek yoluydu.
											Sanayi Devrimindeki büyük yenilik boyunca,
											buhar gücü ve fosil yakıtları kullandık,
											böylelikle bu yapay gücü istediğimiz
											her şeyi yapmada kullandık.
											Bugün otoyola girdiğinizde,
											tek bir düğmeyle 
adeta 250 atı kontrol edersiniz.
											250 beygir gücü -
											bunu yol, gökdelen 
ve şehir yapımında kullanabiliyoruz,
											sandalye ve buzdolabı
seri üretimi için fabrikalar yapmada,
											kendi gücümüzün çok ötesinde.
											Üstelik bu yapay güç kablolar yardımıyla
											her eve, fabrikaya, çiftliğe dağılabilir
											ve herkes bu yapay gücü alabilir,
											sadece bir fiş takarak.
									",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
"
","
","
","
","
",How AI can bring on a second Industrial Revolution,Kevin Kelly,13:44,"AI,algorithm,collaboration,business,data,driverless cars,computers,decision-making,humanity,industrial design,future,intelligence,innovation,Internet,invention,machine learning,mind,society,robots,technology"
