tr,fr,de,title,speaker,duration,tags
"
											İlginç olan, Baxter'ın birtakım sağduyuya sahip olması.
											Bu arada, gözleriyle alakalı neler oluyor dersiniz?
											Orada, ekranın üzerinde gözlere dikkat edelim.
											Robot nereye doğru hareket ederse, gözlerin takip ettiğini görüyoruz.
											Böylece, robotla etkileşim kurmaya çalışan bir insan,
											robotun nereye ulaşmaya çalıştığını anlayabiliyor ve herhangi bir sürprizle karşılaşmıyor.
											Chris, objeyi roboton elinden alıyor,
											ve Baxter, elinden alınan objeyi yerine koymaya çalışmıyor.
											Geri dönüyor ve başka bir tane alması gerektiğini fark ediyor.
											Etrafındaki objeleri algılayarak gidiyor ve objeyi kavrıyor.
									","
											Ce qui est intéressant c'est que Baxter a un peu de bon sens.
											Par ailleurs, que se passe-t-il avec les yeux ?
											Les yeux sont sur l'écran.
											Les yeux regardent vers là où le robot va se déplacer.
											Ainsi, une personne interagissant avec le robot
											peut savoir où il s'apprête à aller 
et n'est pas surprise par ses mouvements.
											Ici, Chris a pris l'objet de sa main,
											et Baxter n'a pas poursuivi et essayé de le poser.
											Il est revenu et s'est rendu compte 
qu'il devait en récupérer un autre.
											Il a un peu de bon sens, se déplace et prend les objets.
									","
											Das Interessante dabei ist, dass Baxter 
einen gesunden Menschenverstand besitzt.
											Übrigens, was ist mit den Augen los?
											Die Augen sind auf dem Bildschirm hier.
											Die Augen schauen voraus, in die Richtung, 
in die der Roboter sich bewegen wird.
											Eine Person, die mit dem Roboter interagiert,
											begreift, wohin er greifen wird und wird 
von seinen Bewegungen nicht überrascht.
											Hier nahm Chris das Objekt aus seinen Händen,
											und Baxter versuchte nicht es abzulegen;
											er ging zurück und begriff, 
dass er noch eins nehmen musste.
											Er verfügt über ein bisschen Verstand, 
er läuft und greift Objekte.
									",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
","
","
",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
											Baxter, etkileşim kurmak için güvenli bir robot.
											Bütün bunları mevcut bir endüstriyel robotla yapmak isteyeceğinizi sanmıyorum.
											Fakat Baxter hiç de zarar verecek gibi durmuyor.
											Etkiyi ve kuvveti hissederek, Chris'in orada olduğunu algılıyor
											ve onu zorlayacak veya yaralayacak hareketlerde bulunmuyor.
									","
											Et ce n'est pas risqué d'interagir avec Baxter.
											Vous ne voudriez pas le faire avec un robot industriel actuel.
											Mais avec Baxter... c'est sans danger.
											Il sent la force, comprend que Chris est là,
											et ne pousse pas vers lui, il ne le blesse pas.
									","
											Und man kann sorglos mit Baxter interagieren.
											Man würde das nicht mit einem 
gängigen Industrieroboter machen.
											Aber mit Baxter tut es nicht weh.
											Er fühlt die Kraft, und versteht, dass Chris da ist
											und rennt ihn nicht um oder verletzt ihn.
									",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
","
","
",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
											Bana göre, Baxter'le alakalı en ilginç ayrıntı, kullanıcı arayüzü.
											Şimdi Chris, diğer kolu eline alacak.
											Chris kolu eline aldığında, Baxter yerçekimi denkleştirme moduna giriyor
											ve ekranda birtakım grafikler görüyoruz.
											Ekranın sol tarafında sağ kolla alakalı simgeler görebilirsiniz.
											Eline bir şey alacak ve buraya geri getirecek
											düğmeye basıp, elindekini bırakmasını sağlayabiliriz.
											Ve robot fark ediyor ki, ''Chris objeyi elimden bırakmamı istiyor.''
											Oraya küçük bir simge yerleştiriyor.
											Buraya doğru geliyor ve sıkıca kavramak için parmaklarını bir araya getiriyor.
											ve robot objeyi eline alması gerektiği anlamını çıkarıyor.
											ve yeşil simgeyi görüyoruz.
											Robotun objeyi nereden alması gerektiği ve taşıyacağı alan planlanıyor,
											Etrafta geziniyor ve robot bunun alan belirleme için olduğunu fark ediyor.
											ve bunu menüden seçmek zorunda değil.
											Şimdi, biz konuşmaya devam ederken, robot objenin
											görselliği hakkında alıştırmaya başlayacak.
									","
											Mais je pense que ce qui est le plus intéressant avec Baxter c'est l'interface utilisateur.
											Chris va venir et prendre l'autre bras maintenant.
											Et quand il s'empare d'un bras, il passe en mode de compensation de gravité à force nulle
											et des graphiques apparaissent à l'écran.
											Vous pouvez voir quelques icônes sur la gauche de l'écran, 
là pour représenter son bras droit.
											Il va mettre quelque chose dans sa main, l'amener ici,
											appuyer sur un bouton et laisser tomber ce qui est dans la main.
											Et le robot comprend : ah, il doit m'indiquer que je dois poser des choses ici.
											Il met une petite icône là.
											Chris vient par ici, lui fait serrer les doigts,
											et le robot déduit : ah, tu veux que je prenne un objet.
											Et il met l'icône verte là.
											Chris va tracer le plan de la zone où le robot doit récupérer l'objet.
											Il le déplace tout autour, et le robot comprend qu'il s'agit d'un secteur de recherche.
											Il n'a pas besoin de le choisir dans un menu.
											Et maintenant il va éteindre cet écran et former l'apparence visuelle de cet objet
											pendant que nous continuons à parler.
									","
											Aber das Interessanteste an Baxter 
ist seine Benutzeroberfläche.
											Chris wird also herkommen und 
seinen anderen Arm nehmen.
											Und wenn er einen Arm nimmt, geht dieser in 
den kraftfreien-Schwerkraftausgleichs-Modus
											und auf dem Bildschirm erscheinen Grafiken.
											Sie können links im Bildschirm einige Symbole sehen, 
die zeigen was mit seinem rechten Arm ist.
											Er wird etwas in seine Hand legen, 
er wird es hier rüber bringen,
											einen Knopf drücken und 
das Objekt in seiner Hand loslassen.
											Und der Roboter rechnet sich aus, dass von ihm 
verlangt wird, dass er das Zeug abstellen soll.
											Es erzeugt ein kleines Symbol hierhin.
											Er kommt hier rüber, und er schafft es, 
mit seinen Finger etwas zu greifen,
											und der Roboter folgert: 
""Ah, du willst, dass ich ein Objekt aufhebe.""
											Das erzeugt das grüne Symbol hier.
											Er legt einen Bereich fest, aus dem 
der Roboter ein Objekt herausgreifen soll.
											Er bewegt es nur fort, und der Roboter begreift, 
dass das der Suchbereich ist.
											Er musste das nicht aus 
mehreren Befehlen heraussuchen.
											Und nun wird er die visuelle Erscheinung 
des Objekts einstudieren,
											während wir weiterreden.
									",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
","
","
",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
											Hazır devam ediyorken,
											Fabrikalarda işler nasıl yürütülüyor, anlatmak istiyorum.
											Nakliyesini gerçekleştirdiğimiz bu robotlar
											ülkenin her yanındaki fabrikalara gidiyorlar.
											Bu, Mildred.
											Mildred Connecticut'ta bir fabrika işçisi.
											Geçtiğimiz 20 yıl boyunca burada çalışmış.
											Bir saat sonra, hayatında ilk defa bir endüstriyel robot görüyor.
											Bu robotu fabrikada birtakım işleri tamamlaması için programlamak zorunda.
											ve robotlardan gerçekten hoşlandığına karar veriyor.
											Ve programlaması gereken, daha önce yaptıklarıyla aynı görevler.
											Şimdi, tüm bunlar için bir robotu var.
									","
											Donc, pour poursuivre,
											je veux vous parler de ce qui se passe dans les usines.
											Ces robots que nous expédions tous les jours.
											Ils sont envoyés dans des usines dans tout le pays.
											Voici Mildred.
											Mildred travaille dans une usine du Connecticut.
											Elle travaille à la chaîne depuis plus de 20 ans.
											Une heure après avoir vu son premier robot industriel,
											elle l'avait déjà programmé pour réaliser certaines tâches dans l'usine.
											Elle a alors décidé qu'elle aimait vraiment les robots.
											Avant, elle devait accomplir des tâches simples et répétitives,
											maintenant elle les fait accomplir au robot.
									","
											Während wir hier weitermachen,
											erzähle ich Ihnen, wie es in den Fabriken abläuft.
											Diese Roboter versenden wir täglich.
											Sie gehen an Fabriken im ganzen Land.
											Das ist Mildred.
											Mildred ist eine Fabrikarbeiterin in Connecticut.
											Sie hat mehr als 20 Jahre am Fließband gearbeitet.
											Eine Stunde nachdem sie ihren 
ersten Industrieroboter sah,
											hatte sie ihn so programmiert, dass er 
einige Aufgaben in der Fabrik machen konnte.
											Sie beschloss, dass sie Roboter wirklich mochte.
											Er machte die einfachen, sich wiederholenden Aufgaben, die sie vorher machen musste.
											Nun macht der Roboter das für sie.
									",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
","
","
",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
											İnsanlarla konuşmak için fabrikalara ilk gittiğimizde,
											robotlarla nasıl daha iyi etkileşim kurulacağını sorduk fakat
											sorduğumuz sorulardan biri de
											''Çocuğunuzun bir fabrikada çalışmasını ister miydiniz?'' idi.
											Cevap genellikle ''Hayır, çocuğum için daha iyi bir iş isterim.'' oldu.
									","
											Quand nous sommes aller parler aux gens dans les usines pour la première fois
											sur la manière dont nous pouvions améliorer les interactions entre eux et les robots,
											l'une des questions que nous leur avons posé était :
											« Voulez-vous que vos enfants travaillent dans une usine ? ».
											La réponse unanime était : « Non, je veux que mes enfants aient un meilleur travail que ça. »
									","
											Als wir erstmals mit Menschen 
in den Fabriken darüber sprachen,
											wie wir Roboter dazu bringen können, 
besser mit ihnen zu interagieren,
											war eine der Fragen, die wir ihnen stellten:
											""Wollen Sie, dass Ihr Kind in einer Fabrik arbeitet?""
											Die generelle Antwort war: ""Nein, ich möchte 
für mein Kind einen besseren Job.""
									",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
","
","
",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
											Sonuç olarak, Amerika Birleşik Devletleri civarında
											Mildred tipik bir fabrika işçisi.
											Gün geçtikçe yaşlanıyor ve yaşlanıyorlar.
											Fabrikalarda çalışmak için istekli pek fazla genç olduğu söylenemez.
											ve görevleri daha zahmetli bir hal aldıkça,
											onlara yardım alacakları araç-gereçler sağlamalıyız
											ki onlar da çözümün bir parçası olabilsinler.
											İşlerine devam edebilsinler ve biz de üretime devam edebilelim.
									","
											En conséquence, Mildred est très représentative
											de ceux qui travaillent aujourd'hui dans les usines aux É.-U. :
											ils sont plus âgés, et sont de plus en plus âgés.
											Il n'y a pas beaucoup de jeunes qui viennent travailler dans les usines.
											Alors que leurs tâches deviennent de plus en plus pénibles pour eux,
											nous devons leur donner des outils qu'ils puissent utiliser
											pour qu'ils soient intégrés à la solution,
											qu'ils puissent continuer à travailler et que nous puissions continuer à produire aux É.-U.
									","
											Das Ergebnis davon ist, dass Mildred sehr typisch
											für die heutigen Fabrikarbeiter in den USA ist.
											Sie sind älter, und sie werden immer älter.
											Nur wenige junge Menschen 
entscheiden sich für die Fabrikarbeit.
											Und da die Aufgaben immer mühsamer werden,
											brauchen sie Hilfsmittel, mit denen 
sie zusammenarbeiten können,
											damit sie Teil der Lösung sein können,
											und so weiterhin arbeiten und wir 
weiter in den USA produzieren können.
									",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
","
","
",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
											Bakış açımıza göre, sıradan bir işçi olan Mildred,
											şimdi bir ''robot eğitmeni''
											Mildred, kapasitesini arttırdı
											tıpkı 1980'lerdeki ofis çalışanlarının yaptığı gibi.
											Onlara verdiğimiz, yıllarca çalışıp emek harcayarak kullanımını öğrenebilecekleri aletler değil.
											Nasıl idare edileceğini birkaç dakika içinde öğrenebilcekleri aletlerden bahsediyoruz.
									","
											C'est pourquoi notre point de vue est que Mildred, la travailleuse à la chaîne,
											devienne Mildred, la formatrice de robots.
											Elle y gagne,
											tout comme les employés de bureau des années 1980 ont tiré le meilleur de ce qu'ils pouvaient faire.
											Nous ne leur donnons pas des outils qui nécessitent des années d'études.
											Il s'agit d'outils qu'ils peuvent apprendre à faire fonctionner en quelques minutes.
									","
											Und unsere Vision ist daher, 
dass die Fließbandarbeiterin Mildred
											zur Robotertrainerin Mildred wird.
											Sie ändert das Spiel,
											so wie die Büroangestellten 
in den 80ern die Spielregeln änderten.
											Wir geben ihnen keine Hilfsmittel, für die sie jahrelang studieren müssen, um sie zu nutzen.
											Diese Hilfsmittel lernen sie in 
ein paar Minuten zu bedienen.
									",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
"
","
","
",Why we will rely on robots,Rodney Brooks,9:56,"robots,work"
