es,tr,fr,de,pt,title,speaker,duration,tags
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											Entonces, la otra excusa es: ""sí, hay gente especial
											que persigue sus pasiones, pero son genios,
											Son Steve Jobs. Yo no soy un genio.
											Con cinco años, yo pensaba que era un genio,
											pero mis profesores arrancaron esa idea
											de mi cabeza hace mucho"". (Risas) ¿Mmm?
											""Y ahora sé que soy completamente competente"".
											Bueno, si estuviéramos en 1950,
											ser completamente competente
											te podría haber dado una gran carrera.
											Pero, ¿qué creen? Estamos casi en el 2012, y decir
											al mundo: ""Soy total y completamente competente"",
											es condenarte a ti mismo con el menor de los elogios.
									","
											O zaman, diğer sebebiniz, ""Evet, tutkularını takip eden özel
											insanlar var, ama onlar dâhiler.
											Onlar Steven J. Ben bir dâhi değilim.
											Beş yaşımdayken, dâhi olduğumu düşünmüştüm,
											ama öğretmenim bu fikri aklımdan çıkardığından
											beri çok uzun zaman oldu."" (Kahkalar) Hmm?
											""Ve şimdi biliyorum ki şu an tamamen yeterliyim.""
											Şimdi, görüyorsunuz ki, eğer 1950'de olsaydık,
											tamamen yeterli olmak,
											size harika bir kariyer vermiş olurdu.
											Ama tahmin edin ne oldu? Yıl neredeyse 2012 ve
											dünyaya ""Ben bütünüyle, tamamen yeterliyim,"" demek
											kendinizi övgülerin en sönüğüyle lanetlemektir.
									","
											Alors, votre autre excuse sera : ""Il y a des gens spéciaux
											qui poursuivent leurs passions, mais ce sont des génies.
											Il y a Steven J. Mais je ne suis pas un génie.
											Quand j'avais 5 ans, je pensais être un génie,
											mais mes professeurs m'ont ôté cette idée
											de la tête il y a fort longtemps."" (Rires) N'est-ce pas ?
											""Et maintenant je suis de niveau satisfaisant.""
											Alors, vous voyez, si on était en 1950,
											être de niveau satisfaisant
											ça vous aurait donné une grande carrière.
											Mais devinez quoi? Nous sommes presque en 2012,
											et dire au monde ""Je suis de niveau satisfaisant"",
											c'est vous condamner à la médiocrité.
									","
											Des Weiteren ist Ihre andere Ausrede:
„Ja, es gibt spezielle Menschen,
											die ihrer Leidenschaft folgen,
aber die sind Genies.
											Die sind Steven J.
Aber ich bin kein Genie.
											Als ich fünf war, dachte ich,
ich wäre ein Genie,
											aber meine Professoren
haben mir diese Idee
											ordentlich aus dem Kopf getrieben.“
(Gelächter) Mm?
											„Und jetzt weiß ich, dass
ich absolut kompetent bin.“
											Nun, Sie sehen,
wenn es 1950 wäre,
											hätte komplette Kompetenz
											Ihnen eine großartige Karriere gebracht.
											Aber wissen Sie was? Es ist fast
2012 und der Welt zu sagen:
											„Ich bin völlig und
absolut kompetent“,
											heißt, sich selbst mit dem
schwächsten Lob zu vernichten.
									","
											Então, a vossa outra desculpa é: 
""Sim, existem pessoas especiais
											""que perseguem as próprias paixões, 
mas eles são génios.
											""Eles são como o Steven J. Eu não sou um génio.
											""Quando eu tinha cinco anos, 
eu pensava que era um génio,
											""mas os meus professores 
tiraram-me essa ideia
											""da cabeça há bastante tempo."" 
(Risos) Hã?
											""E agora eu sei que sou 
completamente competente.""
											Agora, vejam, se estivéssemos em 1950,
											ser completamente competente,
											ter-vos-ia proporcionado 
uma excelente carreira.
											Mas adivinhem só? 
Estamos quase em 2012, e dizer
											ao mundo: ""Eu sou totalmente, 
completamente, competente"",
											é condenarem-se a vós mesmos 
com o mais fraco dos elogios.
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											Y por supuesto, otra excusa:
											""Bueno, podría hacerlo, podría, pero... pero...
											bueno, al final, no soy tan raro"".
											Todos saben que las personas que persiguen sus pasiones
											son un tanto obsesivas ¿un poco raras? ¿Mmm? ¿No?
											Ya saben una delgada línea entre la locura y la genialidad.
											No soy raro. He leído la biografía de Steve Jobs.
											Dios mío, yo no soy así. Soy amable.
											Soy normal. Una persona normal y amable,
											y las personas normales y amables
											no tienen pasión.
											Ah, pero sigo queriendo tener una gran carrera.
											No estoy preparado para perseguir mi pasión, así que
											ya sé que voy a hacer, porque tengo... tengo una solución,
											tengo una estrategia.
											Es el plan que mamá y papá me contaron.
											Mamá y papá me dijeron que si trabajaba duro,
											tendría una buena carrera. Así que, si trabajas duro
											y tienes una buena carrera, si trabajas muy, muy, muy duro,
											tendrás una gran carrera. ¿Acaso no tiene
											sentido, matemáticamente hablando?
											Mmm, qué va. (Risas)
											Pero has conseguido convencerte de eso.
									","
											Ve sonrasında, tabii ki, bir başka bahane:
											""Bunu yapardım, şunu yapardım, ama, ama
											nihayetinde ben tuhaf değilim.
											Herkes bilir ki hayallerini takip eden insanlar
											bir şekilde takıntılıdırlar. Biraz da garip? Hmm? Hmm? Oldu mu?
											Bilirsiniz, delilik ve zeka arasında ince bir çizgi.
											Ben garip değilim. Steven J.'nin biyografisini okudum.
											Aman aman. Ben bu insan değilim. Ben iyiyim.
											Ben normalim. Ben iyi, nomal bir insanım
											ve iyi, normal insanlar
											tutkuya sahip değillerdir.
											Ah. Ama hala harika bir kariyer istiyorum.
											Ama tutkumun peşinden gitmek için hazır değilim, bu yüzden
											ne yapacağımı biliyorum, çünkü benim, benim bir çözümüm var.
											Bir stratejim var.
											Annemin ve babamın bana söylediği bir şey.
											Annem ve babam bana eğer sıkı çalışırsam,
											iyi bir kariyer elde edeceğimi söylediler. Dolayısıyla, eğer sıkı çalışıp
											iyi bir kariyere sahip oluyorsanız, eğer gerçekten çok çok sıkı çalışırsanız,
											harika bi kariyere sahip olacaksınız. Matematiksel
											olarak kulağa anlamlı gelmiyor mu?""
											Hmm. Hayır. (Kahkahalar)
											Ama kendinizi buna ikna etmeyi başardınız.
									","
											Et bien sur, une autre excuse :
											""Et bien, je le ferai, je le ferai, mais... mais...
											après tout, je ne suis pas bizarre.
											Tout le monde sait que les gens 
qui poursuivent leurs passions
											sont quelque part obsédés. Un peu étrange ? Non ?
											Vous savez, la fine limite entre le génie et la folie.
											Je ne suis pas bizarre. J'ai lu la biographie de Steven J.
											Mon Dieu ! Je ne suis pas comme cette personne, 
je suis gentil.
											Je suis normal. Je suis une personne gentille et normale,
											et une personne gentille et normale
											n'a pas de passion.
											Ah ! Mais je veux toujours une grande carrière.
											Je ne suis pas prêt à poursuivre mes passions, donc je sais
											ce que je vais faire, parce que j'ai une solution,
											j'ai une stratégie.
											C'est celle que Maman et Papa m'ont donnée.
											Maman et Papa m'ont dit que si je travaillais dur,
											j'aurais une bonne carrière. Donc si vous travaillez dur
											et que vous avez une bonne carrière, 
si vous travaillez très très très dur,
											vous aurez une grande carrière. Est-ce que ça n'a pas
											une logique mathématique ?
											Non. (Rires)
											Mais vous avez réussi à vous en convaincre.
									","
											Und dann natürlich
eine andere Ausrede:
											„Nun, ich würde es tun,
wirklich tun, aber
											nun, nach allen Überlegungen,
ich bin doch nicht seltsam.""
											Jeder weiß, dass Menschen,
die ihrer Leidenschaft folgen,
											etwas zwanghaft sind. Ein
bisschen komisch? Mm? Okay?
											Sie wissen ja, es ist ein schmaler Grat
zwischen Wahnsinn und Genie.
											Ich bin nicht seltsam. Ich habe
Steven J.s Biographie gelesen.
											Du meine Güte. Ich bin nicht
so eine Person. Ich bin nett.
											Ich bin normal. Ich bin
eine nette, normale Person
											und nette, normale Menschen
											haben keine Leidenschaft.
											Ah. Aber ich will trotzdem
eine großartige Karriere.
											Ich bin nicht bereit, meiner Passion
zu folgen, somit weiß ich
											was ich tun werde, weil
ich eine Lösung habe.
											Ich habe eine Strategie.
											Es ist die, von der Mama und
Papa mir erzählt haben.
											""Mama und Papa haben mir gesagt,
dass wenn ich hart arbeite,
											ich eine gute Karriere haben würde.""
Also, wenn Sie hart arbeiten
											und eine gute Karriere haben,
wenn Sie sehr, sehr hart arbeiten
											werden Sie eine großartige Karriere
haben. Macht das nicht
											schon rechnerisch Sinn?
											Hmm. Nein. (Gelächter)
											Aber Sie haben es geschafft,
sich das einzureden.
									","
											E depois, claro, vem outra desculpa:
											""Bem, eu faria isto, eu faria isto, mas, mas,
											""bem, no fim de contas, eu não sou estranho.
											""Toda a gente sabe que as pessoas que 
perseguem as suas paixões
											""são meio obsessivas. Um pouco estranhas? 
Hum? Hum? Ok?
											""Sabem, uma linha ténue entre a loucura e o génio.
											""Eu não sou estranho. 
Eu li a biografia do Steven J.
											""Pelo amor de Deus. Eu não sou aquela pessoa. 
Eu sou agradável.
											""Eu sou normal. Eu sou uma pessoa 
agradável, normal,
											""e as pessoas agradáveis e normais
											""não têm paixão.
											""Ah. Mas eu ainda quero uma 
carreira excelente.
											""Não estou preparado para perseguir 
a minha paixão, por isso sei
											""o que vou fazer, porque eu tenho, 
eu tenho a solução,
											""eu tenho uma estratégia.
											""É aquela de que a mamã e o papá me falaram.
											""A mamã e o papá disseram-me que 
se eu trabalhasse muito,
											""eu teria uma boa carreira. 
Então, se se trabalhar muito
											""tem-se uma boa carreira, então, se se trabalhar 
muito, muito, mas muito mesmo.
											""vai-se conseguir uma excelente carreira. 
Isso não faz sentido
											""tipo, matematicamente?""
											Hum. Não. (Risos)
											Mas vocês conseguiram convencer-se disso.
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											¿Sabes qué? Ahí va un secreto.
											¿Quieres trabajar? ¿Quieres trabajar muy, muy duro?
											¿Sabes qué? Lo conseguirás. El mundo te dará
											la oportunidad de trabajar muy, muy, muy, muy duro,
											pero ¿estás seguro de que eso te dará
											una gran carrera cuando todo apunta a lo contrario?
									","
											Biliyor musunuz? İşte sizi küçük bir sır.
											Çalışmak mı istiyorsunuz? Gerçekten çok çok çok sıkı mı çalışmak istiyorsunuz?
											Biliyor musunuz? Başarılı olacaksınız. Dünya size gerçekten
											çok çok çok sıkı çalışma şansını verecek,
											ama bütün kanıtlar tersine olmasına rağmen dünyanın size
											harika bir kariyer vereceğine emin misiniz?
									","
											Vous savez quoi ? Voici un petit secret.
											Vous voulez travailler ? Vous voulez travailler très très dur ?
											Vous savez quoi ? Vous allez y réussir. Le monde vous donnera
											l'opportunité de travailler très très très dur,
											mais êtes-vous surs que cela vous donnera
											une grande carrière quand toutes les preuves montrent le contraire ?
									","
											Wissen Sie was? Hier ist
ein kleines Geheimnis.
											Sie möchten arbeiten? Sie möchten
wirklich, wirklich hart arbeiten?
											Wissen Sie was? Sie werden es
schaffen. Die Welt wird Ihnen
											die Möglichkeit geben, ganz
ungeheuer hart zu arbeiten,
											aber sind Sie sich so sicher,
dass das zu einer
											großartigen Karriere führt, obwohl
alle Beweise aufs Gegenteil hindeuten?
									","
											Sabem uma coisa? 
Aqui vai um segredinho.
											Querem trabalhar? Querem trabalhar muito,
muito, mas muito mesmo?
											Sabem de uma coisa? Vão conseguir. 
O mundo vai dar-vos
											a oportunidade de trabalharem muito, 
muito, muito mesmo,
											mas têm tanta certeza assim 
de que isso vos vai dar
											uma excelente carreira quando 
todas as evidências indicam o contrário?
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											Así que veamos ahora a aquellos de ustedes
											que están tratando de encontrar su pasión.
											Realmente entiendes que debías hacerlo,
											sin excusas. Estás intentando encontrar tu pasión,
											y estás tan feliz.
											Has encontrado algo que te interesa.
									","
											O zaman varsayalım ve aranızdan tutkularını bulmaya
											calışanları ele alalım.
											Gerçekten de bunu yapmanın sizin için daha iyi olacağını anladınız
											ve bahanelere aldırmadınız. Tutkunuzu bulmaya çalışıyorsunuz
											ve çok mutlusunuz.
											İlgilendiğiniz bir şey buldunuz.
									","
											Donc supposons, examinons ceux d'entre vous
											qui recherchent leur passion.
											Vous comprenez réellement que vous feriez mieux de le faire,
											sans excuses. Vous recherchez votre passion,
											et vous êtes heureux.
											Vous avez trouvé quelque chose qui vous intéresse.
									","
											Also nehmen wir einmal an,
nehmen wir jene unter Ihnen,
											die versuchen, ihre
Leidenschaft zu finden.
											Sie verstehen in der Tat, dass
Sie wirklich besser daran arbeiten,
											abgesehen von den Ausreden.
Sie versuchen, Ihre Passion zu finden
											und Sie sind überglücklich.
											Sie haben etwas gefunden,
für das Sie sich interessieren.
									","
											Vamos supor que, vamos lidar 
com aqueles de vocês
											que estão a tentar encontrar a sua paixão.
											Vocês entenderam, de facto, que 
é realmente melhor fazê-lo
											não interessam as desculpas. 
Vocês estão a tentar encontrar a vossa paixão,
											e estão muito felizes.
											Vocês encontraram algo em que 
estão interessados.
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											¡Tengo algo que me interesa! ¡Lo tengo! Me dices,
											dices: ""¡Tengo algo que me interesa!"", y respondo: ¡Estupendo!
											Y qué, ¿qué intentas decirme? Que tu...
											""Bueno, tengo algo que me interesa"".
											Y pregunto: ""¿Tienes pasión?""
											""Tengo interés"", respondes.
											¿Interés comparado con qué?
											""Bueno, esto me interesa"".
											¿Y qué pasa con el resto de las actividades de la humanidad?
											""No estoy interesado en ellas"".
											Porque las has visto todas, ¿no?
											""No exactamente"".
									","
											İlgimi çeken bir şey var! İlgimi çeken bir şey var! Söyle bana.
											Diyorsunuz ki, ""İlgimi çeken bir şey var."" Diyorum ki, ""Bu şahane!""
											Ve bana, bana neyi söylemeye çalışıyorsunuz?
											""İlgilendiğim bir şey var.""
											Ben diyorum ki. ""Bir tutkun var mı?""
											Sizse ""İlgilendiğim bir şey var"" diyorsunuz.
											İlginiz neye karşı?
											""Şununla ilgileniyorum.""
											Peki geri kalan diğer aktiviteler?
											""Onlarla ilgilenmiyorum.""
											Bütün hepsine baktın mı?
											""Hayır, tam olarak sayılmaz.""
									","
											J'ai un intérêt! J'ai un intérêt! Vous me dites.
											Vous dites : ""J'ai un intérêt !"" Je dis : ""C'est magnifique !""
											Et qu'est-ce que vous essayez de me dire ?
											""Et bien, j'ai un intérêt.""
											Je dis : ""Avez-vous une passion ?""
											Vous dites : ""J'ai un intérêt.""
											Votre intérêt, c'est à propos de quoi ?
											""Et bien je suis intéressé par ça""
											Et qu'en est-il du reste des activités de l'humanité ?
											""Je ne suis pas intéressé par elles.""
											Vous les avez toutes examinées, n'est-ce pas ?
											""Non. Pas exactement.""
									","
											Ich habe Interesse! Ich habe
Interesse! Wem erzählen Sie das.
											Sie sagen: „Ich habe Interesse!""
Ich sage: „Das ist wunderbar.
											Und was, was genau versuchen Sie
mir damit zu sagen? Dass Sie –“
											„Tja, ich habe Interesse.“
											Ich sage: „Haben Sie Leidenschaft?“
											""Ich habe Interesse“, sagen Sie.
											Ihr Interesse steht
im Vergleich zu was?
											„Nun, ich interessiere
mich dafür.“
											Und was ist mit den übrigen
menschlichen Aktivitäten?
											„An denen bin ich
nicht interessiert.“
											Die haben Sie sich alle
angesehen, nicht wahr?
											„Nein. Nicht direkt.“
									","
											""Eu tenho um interesse! 
Eu tenho um interesse!"" — dizem-me vocês.
											Vocês dizem: ""Eu tenho um interesse"".
Eu digo: ""Isso é maravilhoso!
											""E o que é que me estão a tentar dizer? 
Que vocês...""
											""Bem, eu tenho um interesse.""
											Eu digo: ""Vocês têm uma paixão?""
											""Eu tenho um interesse"" — dizem vocês.
											""O vosso interesse é comparável a quê?""
											""Bem, eu estou interessado nisto.""
											""E o que dizer do resto das atividades 
da humanidade?""
											""Eu não estou interessado nelas.""
											""Vocês já as pesquisaram todas, não já?
											""Não, na verdade não.""
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											La pasión es tu gran amor.
											La pasión es lo que te ayudará a crear
											la mayor expresión de tu talento.
											Pasión, interés... no son la misma cosa.
											¿De verdad vas a ir a tu amorcito y decirle:
											""¡Cásate conmigo! Eres interesante"" (Risas)
											Pues no. No pasará, y morirás solo. (Risas)
									","
											Tutku en büyük aşkınız.
											Tutku sizin yeteniğinizi en üst düzeyde ifade etmenize
											yardım eden şeydir.
											Tutku, ilgi — aynı şey değiller.
											Gerçekten de sevgilinize gidecek ve
											""Benimle evlen! İlginçsin."" mi diyeceksiniz? (Kahkahalar)
											Gerçekleşmeyecek. Gerçekleşmeyecek ve yalnız öleceksiniz. (Kahkahalar)
									","
											Une passion est votre plus grand amour.
											Une passion est la chose qui vous aidera à créer
											la plus grande expression de votre talent.
											Passion, intérêt - ce n'est pas la même chose.
											Allez-vous vraiment voir votre petite amie et lui dire:
											""Epouse-moi ! Tu es intéressante."" (Rires)
											Ca n'arrivera pas. 
Ca n'arrivera pas et vous mourrez seul. (Rires)
									","
											Leidenschaft ist Ihre größte Liebe.
											Leidenschaft ist die
Sache, die Ihnen
											zum höchsten Ausdruck
Ihres Talents verhelfen wird.
											Leidenschaft und Interesse – 
das ist nicht dasselbe.
											Werden Sie wirklich zu Ihrem
Schatz gehen und sagen:
											„Heirate mich! Du bist
interessant.“ (Gelächter)
											Das wird nicht passieren und Sie
werden einsam sterben. (Gelächter)
									","
											A vossa paixão é o vosso maior amor.
											A paixão é aquilo que vai vos ajudar a criar
											a maior expressão do vosso talento.
											Paixão, interesse — não são a mesma coisa.
											Vocês vão realmente ter com 
o vosso amor e dizer,
											""Casa comigo! Tu és interessante.""
(Risos)
											Isso não vai acontecer, não vai acontecer 
e vocês vão morrer sozinhos. (Risos)
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											Lo que quieres, eso que quieres, eso que quieres,
											es pasión. Está más allá del interés.
											Necesitas 20 intereses, y entonces uno de ellos,
											uno, te agarrará, uno de ellos puede que atrape
											más que a nada en el mundo, y entonces puede que hayas encontrado
											tu gran amor en comparación con las otras cosas
											que te interesan, y eso es la pasión.
									","
											İstediğiniz şey, istediğiniz şey, istediğiniz şey:
											tutku. İlginin ötesinde.
											20 tane ilgiye ihtiyacınız var ve belki bunlardan biri
											sizi yakalayabilir, içlerinden biri sizi başka her şeyden
											daha çok bağlayıcı olabilir ve diğer şeylere kıyasla belki
											hayatınızdaki en büyük aşkı bulmuşsunuzdur;
											işte bu, sizin tutkunuz.
									","
											Ce que vous voulez, ce que vous voulez,
											c'est une passion. C'est au-delà d'un intérêt.
											Vous avez besoin de 20 intérêts, et alors l'un d'entre eux,
											l'un d'entre eux s'emparera de vous, vous séduira
											plus que tout autre, et alors vous aurez peut-être trouvé
											votre plus grand amour en comparaison de tous les autres
											qui vous intéressent et c'est ce qu'est la passion.
									","
											Was Sie wollen, was
Sie wirklich wollen,
											ist Leidenschaft. Das
übersteigt Interesse.
											Sie brauchen 20 Interessen
und eins davon,
											eins davon wird Sie packen,
eins davon wird Sie fesseln,
											mehr als alles andere und
dann haben Sie womöglich
											Ihre größte Liebe im Vergleich
zu allen anderen Dingen gefunden,
											die Sie interessieren,
und das ist Leidenschaft.
									","
											O que vocês querem, o que vocês querem
											é uma paixão muito além de um interesse.
											Vocês precisam de 20 interesses, 
e aí um deles,
											um deles pode agarrar-vos, 
um deles vai-vos ocupar
											mais do que qualquer outra coisa, 
e aí vocês talvez tenham encontrado
											o vosso maior amor em comparação 
a todas as coisas
											que vos interessam, e isso é o que é a paixão.
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											Tengo un amigo que le propuso matrimonio a su amorcito.
											Era una persona económicamente racional.
											Le dijo a su amorcito: ""Casémonos.
											Unamos nuestros intereses"".
									","
											Sevgilisine evlilik teklif eden bir arkadaşım var.
											Ekonomik olarak mantıklı davranan bir insan.
											Sevgilisine ""Evlenmemize ve ilgilerimizi
											birleştirmize izin ver."" dedi.
									","
											J'ai un ami, il a fait sa demande à sa petite amie.
											Il était une personne économiquement rationnelle.
											Il a dit à son amie : ""Marions-nous.
											Fusionnons nos intérêts.""
									","
											Ich habe einen Freund, der seinem
Schatz einen Antrag machte.
											Er war eine ökonomisch
vernünftige Person.
											Er sagte zu seinem Schatz:
„Lass uns heiraten.
											Lass uns unsere
Interessen verschmelzen.“
									","
											Eu tenho um amigo que se declarou 
à namorada dele.
											Ele era uma pessoa economicamente racional.
											Ele disse para a namorada dele:
""Vamos-nos casar.
											""Vamos fundir os nossos interesses.""
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											(Risas)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
											Sí que lo hizo.
											""Te quiero de verdad"", dijo. ""Profundamente, más que
											a ninguna otra mujer con la que me haya encontrado.
											Más que a Mary, Jane, Susie, Penélope,
											Ingrid, Gertrude, Gretel...
											por aquel entonces yo estaba en un programa de intercambio alemán"". (Risas)
											""Te quiero más que...""
											¡Hasta ahí! Ella se fue de la habitación a mitad de la enumeración
											de su amor por ella.
											Después de recuperarse de su sorpresa, ya saben,
											al ser rechazado, llegó a la conclusión de que había
escapado por los pelos
											de casarse con una persona irracional,
											aunque, tomó nota, la próxima vez que
											pidiera la mano, quizás no sería necesaria la enumeración
											de todas las mujeres candidatas. (Risas)
									","
											Evet, bunu dedi.
											""Seni içten seviyorum,"" dedi. ""Seni derin bir sevgiyle seviyorum.""
											""Seni daha önce karşılaştığım herhangi bir kadından daha çok seviyorum.
											Seni Mary'den, Jane'den, Susie'den, Penelope'dan, Ingrid'den, Gertrude'dan,
											Gretel'den daha çok seviyorum —
											O zamanlar bir Alman değişim programındaydım."" (Kahkahalar)
											""Seni —- dan da çok seviyorum""
											Pekâlâ. O, sevgilisine karşı olan aşkını sayarken
											kız odayı terk etti.
											Reddedilmiş olmanın yaşattığı şoku atlattıktan sonra,
											mantıksız bir insanla evlenmekten son anda ucuz
											kurtulduğu sonucuna vardı.
											Buna rağmen, bir daha evlenme teklifi ettiğinde
											önceden aynı rol için seçtiği kadınları tek tek saymanın
											gerekli bir şey olmadığını aklının bir köşesine yazdı. (Kahkahalar)
									","
											Oui, il l'a fait.
											""Je t'aime vraiment"", il disait, ""Je t'aime profondément.
Je t'aime
											plus que n'importe quelle femme que j'ai rencontrées.
											Je t'aime plus que Mary, Jane, Susie, Penelope,
											Ingrid, Gertrude, Gretel -
											j'étais en programme d'échange en Allemagne
à ce moment-là"" (Rires)
											""Je t'aime plus que - ""
											Ok. Elle quitta la pièce à la moitié de l'énumération
											de son amour pour elle.
											Après avoir surmonté sa surprise de, vous savez,
											d'essuyer un refus, il en conclut qu'il avait échappée belle
											d'un mariage avec une personne irrationnelle,
											mais il nota, quand même, pour lui-même que 
la prochaine fois
											qu'il ferait sa demande, 
il ne serait peut-être pas nécessaire d'énumérer
											toutes les femmes qu'il avait auditionnées pour le rôle. (Rires)
									","
											Ja, das tat er.
											„Ich liebe dich wirklich“, sagte er.
„Ich liebe dich innigst. Ich liebe dich
											mehr als all die anderen Frauen,
die ich kennengelernt habe.
											Ich liebe dich mehr als
Mary, Jane, Susie, Penelope,
											Ingrid, Gertrude, Gretel –
											Ich war auf einem Austauschprogramm
in Deutschland damals.“ (Gelächter)
											„Ich liebe dich mehr als –“
											Also gut. Sie verließ den Raum
noch während seiner Aufzählung
											über seine Liebe zu ihr.
											Nachdem er seine Überraschung
überwand, Sie wissen schon,
											abgelehnt zu werden, kam er
zu dem Schluss, gerade noch
											der Heirat mit einer irrationalen
Person entkommen zu sein,
											obwohl er sich merkte,
beim nächsten Mal,
											wenn er einen Antrag machen würde,
vielleicht nicht unbedingt
											alle Frauen aufzuzählen, die zur
Auswahl gestanden hatten. (Gelächter)
									","
											Sim, ele fez isso.
											""Eu amo-te de verdade"" — disse ele. 
""Eu amo-te profundamente, eu amo-te
											""mais do que a qualquer outra mulher 
que alguma vez tenha encontrado.
											""Eu amo-te mais do que à Mary, à Jane, à Susie, à Penelope,
											""à Ingrid, à Gertrude, à Gretel...
											""Eu estava num programa de 
intercâmbio alemão na época."" (Risos)
											""Eu amo-te mais do que...""
											Tudo bem! Ela saiu da sala a meio 
da enumeração dele
											do seu amor por ela.
											Depois de ele superar a surpresa 
de ter sido, vocês sabem,
											rejeitado, ele concluiu que escapou por um triz
											de se casar com uma pessoa irracional
											embora ele tenha anotado mentalmente 
que da próxima vez que
											ele se declarasse, talvez não fosse 
necessário enumerar
											todas as mulheres que fizeram uma audição 
para esse papel. (Risos)
									",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
"
","
","
","
","
",Why you will fail to have a great career,Larry Smith,15:15,"TEDx,business,failure,goal-setting,happiness,success"
